Strompreis_2050_CO2frei;Erdgaspreis_2050;Oelpreis_2050;Biomassepreis_2050;Wasserstoffpreis_2050;Synthetische_Kraftstoffe_2050
98,46643259;20,34;28,49;25;74;120,22
89,97445764;20,34;28,49;25;74;120,22
83,91376641;20,34;28,49;25;74;120,22
77,20681458;20,34;28,49;25;74;120,22
72,46146969;20,34;28,49;25;74;120,22
70,08298791;20,34;28,49;25;74;120,22
67,33528576;20,34;28,49;25;74;120,22
66,7334351;20,34;28,49;25;74;120,22
68,23254573;20,34;28,49;25;74;120,22
75,72519749;20,34;28,49;25;74;120,22
76,55216997;20,34;28,49;25;74;120,22
76,92688575;20,34;28,49;25;74;120,22
69,99398932;20,34;28,49;25;74;120,22
68,01570937;20,34;28,49;25;74;120,22
67,40751238;20,34;28,49;25;74;120,22
61,69777152;20,34;28,49;25;74;120,22
61,44360084;20,34;28,49;25;74;120,22
44,76775866;20,34;28,49;25;74;120,22
59,69767979;20,34;28,49;25;74;120,22
49,33932699;20,34;28,49;25;74;120,22
69,10797574;20,34;28,49;25;74;120,22
96,92771869;20,34;28,49;25;74;120,22
102,2548347;20,34;28,49;25;74;120,22
107,3089526;20,34;28,49;25;74;120,22
101,6976585;20,34;28,49;25;74;120,22
97,10903834;20,34;28,49;25;74;120,22
96,55628945;20,34;28,49;25;74;120,22
84,06077412;20,34;28,49;25;74;120,22
85,58483205;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
96,80085673;20,34;28,49;25;74;120,22
95,55472753;20,34;28,49;25;74;120,22
117,9192002;20,34;28,49;25;74;120,22
133,7843183;20,34;28,49;25;74;120,22
141,7214587;20,34;28,49;25;74;120,22
130,5547352;20,34;28,49;25;74;120,22
109,7573487;20,34;28,49;25;74;120,22
112,4624104;20,34;28,49;25;74;120,22
108,7793547;20,34;28,49;25;74;120,22
91,02647284;20,34;28,49;25;74;120,22
77,73186323;20,34;28,49;25;74;120,22
100,9829752;20,34;28,49;25;74;120,22
108,6871136;20,34;28,49;25;74;120,22
118,6159007;20,34;28,49;25;74;120,22
120,5957536;20,34;28,49;25;74;120,22
113,8143443;20,34;28,49;25;74;120,22
103,0983465;20,34;28,49;25;74;120,22
94,86504272;20,34;28,49;25;74;120,22
88,79232351;20,34;28,49;25;74;120,22
80,94796185;20,34;28,49;25;74;120,22
77,57254471;20,34;28,49;25;74;120,22
74,14015316;20,34;28,49;25;74;120,22
71,69972418;20,34;28,49;25;74;120,22
71,27916448;20,34;28,49;25;74;120,22
74,66119729;20,34;28,49;25;74;120,22
85,25960367;20,34;28,49;25;74;120,22
96,94494588;20,34;28,49;25;74;120,22
108,0464077;20,34;28,49;25;74;120,22
112,7050336;20,34;28,49;25;74;120,22
108,1945705;20,34;28,49;25;74;120,22
107,8133449;20,34;28,49;25;74;120,22
106,0661037;20,34;28,49;25;74;120,22
96,02049194;20,34;28,49;25;74;120,22
92,0620857;20,34;28,49;25;74;120,22
96,16502441;20,34;28,49;25;74;120,22
94,34810423;20,34;28,49;25;74;120,22
102,3651191;20,34;28,49;25;74;120,22
118,8910105;20,34;28,49;25;74;120,22
123,8302935;20,34;28,49;25;74;120,22
116,7715182;20,34;28,49;25;74;120,22
105,430705;20,34;28,49;25;74;120,22
96,89024777;20,34;28,49;25;74;120,22
89,79384165;20,34;28,49;25;74;120,22
81,37479862;20,34;28,49;25;74;120,22
76,12477889;20,34;28,49;25;74;120,22
74,30573491;20,34;28,49;25;74;120,22
72,55982662;20,34;28,49;25;74;120,22
72,86908867;20,34;28,49;25;74;120,22
78,13021187;20,34;28,49;25;74;120,22
89,65121327;20,34;28,49;25;74;120,22
102,3923242;20,34;28,49;25;74;120,22
131,4981112;20,34;28,49;25;74;120,22
140,3762495;20,34;28,49;25;74;120,22
126,5982536;20,34;28,49;25;74;120,22
117,581208;20,34;28,49;25;74;120,22
119,9892258;20,34;28,49;25;74;120,22
117,0941787;20,34;28,49;25;74;120,22
107,8105389;20,34;28,49;25;74;120,22
107,7529271;20,34;28,49;25;74;120,22
127,428505;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
155,021402;20,34;28,49;25;74;120,22
136,2394005;20,34;28,49;25;74;120,22
123,0083523;20,34;28,49;25;74;120,22
117,3898998;20,34;28,49;25;74;120,22
104,4259517;20,34;28,49;25;74;120,22
94,38146534;20,34;28,49;25;74;120,22
89,89665953;20,34;28,49;25;74;120,22
82,84700766;20,34;28,49;25;74;120,22
85,7759416;20,34;28,49;25;74;120,22
87,45587416;20,34;28,49;25;74;120,22
80,18406659;20,34;28,49;25;74;120,22
81,27290275;20,34;28,49;25;74;120,22
94,11554289;20,34;28,49;25;74;120,22
111,0550861;20,34;28,49;25;74;120,22
129,4786408;20,34;28,49;25;74;120,22
143,0458078;20,34;28,49;25;74;120,22
136,5118284;20,34;28,49;25;74;120,22
125,9428562;20,34;28,49;25;74;120,22
121,4248532;20,34;28,49;25;74;120,22
114,999411;20,34;28,49;25;74;120,22
107,9419315;20,34;28,49;25;74;120,22
108,4526443;20,34;28,49;25;74;120,22
113,3613905;20,34;28,49;25;74;120,22
119,9691086;20,34;28,49;25;74;120,22
126,5716841;20,34;28,49;25;74;120,22
128,4512761;20,34;28,49;25;74;120,22
123,8035384;20,34;28,49;25;74;120,22
116,1094498;20,34;28,49;25;74;120,22
109,2733238;20,34;28,49;25;74;120,22
106,4353963;20,34;28,49;25;74;120,22
93,74015047;20,34;28,49;25;74;120,22
98,75020085;20,34;28,49;25;74;120,22
89,32097728;20,34;28,49;25;74;120,22
77,31790074;20,34;28,49;25;74;120,22
76,97817711;20,34;28,49;25;74;120,22
83,93754569;20,34;28,49;25;74;120,22
94,66868464;20,34;28,49;25;74;120,22
110,1030745;20,34;28,49;25;74;120,22
128,9320683;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
134,2217879;20,34;28,49;25;74;120,22
129,1770571;20,34;28,49;25;74;120,22
100,9084657;20,34;28,49;25;74;120,22
87,67852803;20,34;28,49;25;74;120,22
91,84093562;20,34;28,49;25;74;120,22
84,97823878;20,34;28,49;25;74;120,22
94,37207525;20,34;28,49;25;74;120,22
110,5097302;20,34;28,49;25;74;120,22
120,4466483;20,34;28,49;25;74;120,22
123,2060432;20,34;28,49;25;74;120,22
116,1766038;20,34;28,49;25;74;120,22
104,9191912;20,34;28,49;25;74;120,22
96,70186786;20,34;28,49;25;74;120,22
90,19308145;20,34;28,49;25;74;120,22
81,47209182;20,34;28,49;25;74;120,22
76,7378056;20,34;28,49;25;74;120,22
75,93207382;20,34;28,49;25;74;120,22
72,51117842;20,34;28,49;25;74;120,22
71,74522459;20,34;28,49;25;74;120,22
72,72910506;20,34;28,49;25;74;120,22
79,968384;20,34;28,49;25;74;120,22
86,67802347;20,34;28,49;25;74;120,22
95,15291253;20,34;28,49;25;74;120,22
108,4387661;20,34;28,49;25;74;120,22
108,0450574;20,34;28,49;25;74;120,22
89,54886868;20,34;28,49;25;74;120,22
75,00419431;20,34;28,49;25;74;120,22
64,07803476;20,34;28,49;25;74;120,22
104,5597124;20,34;28,49;25;74;120,22
87,72851222;20,34;28,49;25;74;120,22
70,17982258;20,34;28,49;25;74;120,22
68,00911393;20,34;28,49;25;74;120,22
99,23206921;20,34;28,49;25;74;120,22
106,1431219;20,34;28,49;25;74;120,22
107,1025486;20,34;28,49;25;74;120,22
100,1559776;20,34;28,49;25;74;120,22
91,31899614;20,34;28,49;25;74;120,22
90,28513742;20,34;28,49;25;74;120,22
106,0987129;20,34;28,49;25;74;120,22
87,66337972;20,34;28,49;25;74;120,22
76,20066061;20,34;28,49;25;74;120,22
70,60392084;20,34;28,49;25;74;120,22
69,94509117;20,34;28,49;25;74;120,22
71,22132575;20,34;28,49;25;74;120,22
79,48273248;20,34;28,49;25;74;120,22
83,87691035;20,34;28,49;25;74;120,22
83,92311511;20,34;28,49;25;74;120,22
84,02593843;20,34;28,49;25;74;120,22
91,63014763;20,34;28,49;25;74;120,22
62,9017652;20,34;28,49;25;74;120,22
57,37089445;20,34;28,49;25;74;120,22
86,79160947;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
108,7542474;20,34;28,49;25;74;120,22
103,2047895;20,34;28,49;25;74;120,22
105,8106188;20,34;28,49;25;74;120,22
106,7514718;20,34;28,49;25;74;120,22
105,2920595;20,34;28,49;25;74;120,22
97,1563757;20,34;28,49;25;74;120,22
98,8672782;20,34;28,49;25;74;120,22
85,46277539;20,34;28,49;25;74;120,22
82,27369841;20,34;28,49;25;74;120,22
81,72896075;20,34;28,49;25;74;120,22
90,68743612;20,34;28,49;25;74;120,22
78,50212809;20,34;28,49;25;74;120,22
84,38060314;20,34;28,49;25;74;120,22
95,06187966;20,34;28,49;25;74;120,22
99,37284879;20,34;28,49;25;74;120,22
108,916234;20,34;28,49;25;74;120,22
122,898519;20,34;28,49;25;74;120,22
128,3307492;20,34;28,49;25;74;120,22
130,6893309;20,34;28,49;25;74;120,22
134,8167626;20,34;28,49;25;74;120,22
129,9239436;20,34;28,49;25;74;120,22
83,49543986;20,34;28,49;25;74;120,22
81,78371907;20,34;28,49;25;74;120,22
85,75804223;20,34;28,49;25;74;120,22
107,9135388;20,34;28,49;25;74;120,22
136,4971006;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
120,4830407;20,34;28,49;25;74;120,22
110,6482683;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
96,53713693;20,34;28,49;25;74;120,22
90,76684389;20,34;28,49;25;74;120,22
80,30463283;20,34;28,49;25;74;120,22
75,61759128;20,34;28,49;25;74;120,22
83,29388327;20,34;28,49;25;74;120,22
94,4625524;20,34;28,49;25;74;120,22
99,7367823;20,34;28,49;25;74;120,22
97,08480242;20,34;28,49;25;74;120,22
85,4185816;20,34;28,49;25;74;120,22
72,23791318;20,34;28,49;25;74;120,22
64,90839657;20,34;28,49;25;74;120,22
64,70604874;20,34;28,49;25;74;120,22
59,62967064;20,34;28,49;25;74;120,22
60,34139137;20,34;28,49;25;74;120,22
74,03891487;20,34;28,49;25;74;120,22
93,11735746;20,34;28,49;25;74;120,22
132,7694275;20,34;28,49;25;74;120,22
136,0361414;20,34;28,49;25;74;120,22
127,4020609;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
120,1918554;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
91,9297669;20,34;28,49;25;74;120,22
81,36382659;20,34;28,49;25;74;120,22
80,82863336;20,34;28,49;25;74;120,22
88,60854694;20,34;28,49;25;74;120,22
92,21377357;20,34;28,49;25;74;120,22
89,29070526;20,34;28,49;25;74;120,22
74,4424895;20,34;28,49;25;74;120,22
60,61032822;20,34;28,49;25;74;120,22
56,30596128;20,34;28,49;25;74;120,22
56,39714912;20,34;28,49;25;74;120,22
52,00096413;20,34;28,49;25;74;120,22
54,39961132;20,34;28,49;25;74;120,22
66,87023228;20,34;28,49;25;74;120,22
92,08023219;20,34;28,49;25;74;120,22
128,1342628;20,34;28,49;25;74;120,22
123,6736778;20,34;28,49;25;74;120,22
112,4595504;20,34;28,49;25;74;120,22
108,9705617;20,34;28,49;25;74;120,22
108,4662313;20,34;28,49;25;74;120,22
93,32034096;20,34;28,49;25;74;120,22
86,25381934;20,34;28,49;25;74;120,22
80,43272772;20,34;28,49;25;74;120,22
75,41818384;20,34;28,49;25;74;120,22
72,80907421;20,34;28,49;25;74;120,22
68,42898934;20,34;28,49;25;74;120,22
70,94636345;20,34;28,49;25;74;120,22
82,28491861;20,34;28,49;25;74;120,22
97,92232448;20,34;28,49;25;74;120,22
101,432706;20,34;28,49;25;74;120,22
113,5263839;20,34;28,49;25;74;120,22
117,9424772;20,34;28,49;25;74;120,22
116,9075861;20,34;28,49;25;74;120,22
117,894571;20,34;28,49;25;74;120,22
116,7472106;20,34;28,49;25;74;120,22
83,58910383;20,34;28,49;25;74;120,22
82,68580468;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
118,907768;20,34;28,49;25;74;120,22
126,1784057;20,34;28,49;25;74;120,22
127,0166337;20,34;28,49;25;74;120,22
120,0353427;20,34;28,49;25;74;120,22
104,0796215;20,34;28,49;25;74;120,22
92,79557416;20,34;28,49;25;74;120,22
85,02791262;20,34;28,49;25;74;120,22
77,09057008;20,34;28,49;25;74;120,22
69,93741287;20,34;28,49;25;74;120,22
68,31226377;20,34;28,49;25;74;120,22
66,39456132;20,34;28,49;25;74;120,22
65,82130101;20,34;28,49;25;74;120,22
68,76426169;20,34;28,49;25;74;120,22
77,38285654;20,34;28,49;25;74;120,22
88,03823291;20,34;28,49;25;74;120,22
96,46857868;20,34;28,49;25;74;120,22
109,5295274;20,34;28,49;25;74;120,22
107,5245374;20,34;28,49;25;74;120,22
110,4359609;20,34;28,49;25;74;120,22
102,0372607;20,34;28,49;25;74;120,22
92,64224556;20,34;28,49;25;74;120,22
81,15172827;20,34;28,49;25;74;120,22
66,94819323;20,34;28,49;25;74;120,22
85,6467624;20,34;28,49;25;74;120,22
80,44303805;20,34;28,49;25;74;120,22
103,8825023;20,34;28,49;25;74;120,22
114,943585;20,34;28,49;25;74;120,22
109,1736279;20,34;28,49;25;74;120,22
98,65347143;20,34;28,49;25;74;120,22
90,62577675;20,34;28,49;25;74;120,22
83,88267639;20,34;28,49;25;74;120,22
76,37969652;20,34;28,49;25;74;120,22
70,16178666;20,34;28,49;25;74;120,22
69,68210821;20,34;28,49;25;74;120,22
65,66537376;20,34;28,49;25;74;120,22
64,60631052;20,34;28,49;25;74;120,22
65,53189321;20,34;28,49;25;74;120,22
71,32962392;20,34;28,49;25;74;120,22
76,08749239;20,34;28,49;25;74;120,22
80,28235843;20,34;28,49;25;74;120,22
93,16336277;20,34;28,49;25;74;120,22
99,98946724;20,34;28,49;25;74;120,22
86,44365459;20,34;28,49;25;74;120,22
95,91160721;20,34;28,49;25;74;120,22
100,4224678;20,34;28,49;25;74;120,22
88,34716327;20,34;28,49;25;74;120,22
82,96579216;20,34;28,49;25;74;120,22
82,56675472;20,34;28,49;25;74;120,22
84,35283467;20,34;28,49;25;74;120,22
92,95426525;20,34;28,49;25;74;120,22
99,09500605;20,34;28,49;25;74;120,22
99,67892941;20,34;28,49;25;74;120,22
92,22493105;20,34;28,49;25;74;120,22
83,396887;20,34;28,49;25;74;120,22
79,26354325;20,34;28,49;25;74;120,22
73,68542365;20,34;28,49;25;74;120,22
66,30630122;20,34;28,49;25;74;120,22
63,33668202;20,34;28,49;25;74;120,22
60,71149543;20,34;28,49;25;74;120,22
59,32814742;20,34;28,49;25;74;120,22
60,54472135;20,34;28,49;25;74;120,22
66,08720331;20,34;28,49;25;74;120,22
67,46100777;20,34;28,49;25;74;120,22
69,14203504;20,34;28,49;25;74;120,22
72,85421783;20,34;28,49;25;74;120,22
77,31497662;20,34;28,49;25;74;120,22
82,88882942;20,34;28,49;25;74;120,22
60,97585544;20,34;28,49;25;74;120,22
35,01120548;20,34;28,49;25;74;120,22
54,11665052;20,34;28,49;25;74;120,22
64,07905857;20,34;28,49;25;74;120,22
31,54100464;20,34;28,49;25;74;120,22
57,04215046;20,34;28,49;25;74;120,22
79,38144486;20,34;28,49;25;74;120,22
91,98278637;20,34;28,49;25;74;120,22
115,8947573;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
83,94956429;20,34;28,49;25;74;120,22
72,04038818;20,34;28,49;25;74;120,22
75,95681544;20,34;28,49;25;74;120,22
85,73930762;20,34;28,49;25;74;120,22
90,56285459;20,34;28,49;25;74;120,22
111,5162633;20,34;28,49;25;74;120,22
115,3333368;20,34;28,49;25;74;120,22
124,1296149;20,34;28,49;25;74;120,22
122,8459296;20,34;28,49;25;74;120,22
107,5911178;20,34;28,49;25;74;120,22
95,51443186;20,34;28,49;25;74;120,22
70,29691883;20,34;28,49;25;74;120,22
91,44701693;20,34;28,49;25;74;120,22
102,2474414;20,34;28,49;25;74;120,22
110,6522612;20,34;28,49;25;74;120,22
113,3246139;20,34;28,49;25;74;120,22
110,5550691;20,34;28,49;25;74;120,22
107,2493137;20,34;28,49;25;74;120,22
113,7162234;20,34;28,49;25;74;120,22
102,8271802;20,34;28,49;25;74;120,22
100,7773712;20,34;28,49;25;74;120,22
84,68408463;20,34;28,49;25;74;120,22
86,9961498;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
95,13096517;20,34;28,49;25;74;120,22
91,61060466;20,34;28,49;25;74;120,22
103,1635056;20,34;28,49;25;74;120,22
112,017837;20,34;28,49;25;74;120,22
89,08106807;20,34;28,49;25;74;120,22
79,7814018;20,34;28,49;25;74;120,22
108,957746;20,34;28,49;25;74;120,22
109,7750575;20,34;28,49;25;74;120,22
95,37243792;20,34;28,49;25;74;120,22
104,0156084;20,34;28,49;25;74;120,22
119,3339831;20,34;28,49;25;74;120,22
124,050347;20,34;28,49;25;74;120,22
131,2484263;20,34;28,49;25;74;120,22
121,8716215;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
96,45072261;20,34;28,49;25;74;120,22
82,40296032;20,34;28,49;25;74;120,22
96,02280236;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
93,63445693;20,34;28,49;25;74;120,22
85,37578994;20,34;28,49;25;74;120,22
94,93812096;20,34;28,49;25;74;120,22
98,37570581;20,34;28,49;25;74;120,22
109,1285603;20,34;28,49;25;74;120,22
135,6191977;20,34;28,49;25;74;120,22
147,5096472;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
115,0059873;20,34;28,49;25;74;120,22
108,5561297;20,34;28,49;25;74;120,22
117,4699969;20,34;28,49;25;74;120,22
114,8762052;20,34;28,49;25;74;120,22
127,3917961;20,34;28,49;25;74;120,22
129,5463603;20,34;28,49;25;74;120,22
109,065805;20,34;28,49;25;74;120,22
96,47018479;20,34;28,49;25;74;120,22
92,86800655;20,34;28,49;25;74;120,22
88,38176137;20,34;28,49;25;74;120,22
75,64280186;20,34;28,49;25;74;120,22
71,63075404;20,34;28,49;25;74;120,22
69,84145829;20,34;28,49;25;74;120,22
68,41864051;20,34;28,49;25;74;120,22
70,88445742;20,34;28,49;25;74;120,22
80,1941945;20,34;28,49;25;74;120,22
91,12191583;20,34;28,49;25;74;120,22
96,56242356;20,34;28,49;25;74;120,22
100,4521951;20,34;28,49;25;74;120,22
92,4586756;20,34;28,49;25;74;120,22
86,06501332;20,34;28,49;25;74;120,22
84,8558321;20,34;28,49;25;74;120,22
79,36996639;20,34;28,49;25;74;120,22
83,54629648;20,34;28,49;25;74;120,22
77,73841408;20,34;28,49;25;74;120,22
83,32133458;20,34;28,49;25;74;120,22
99,78717995;20,34;28,49;25;74;120,22
111,7736192;20,34;28,49;25;74;120,22
119,4998832;20,34;28,49;25;74;120,22
112,3070217;20,34;28,49;25;74;120,22
101,4064783;20,34;28,49;25;74;120,22
93,23153139;20,34;28,49;25;74;120,22
86,41763914;20,34;28,49;25;74;120,22
78,85727682;20,34;28,49;25;74;120,22
74,93254168;20,34;28,49;25;74;120,22
83,47444783;20,34;28,49;25;74;120,22
84,23661732;20,34;28,49;25;74;120,22
92,54720546;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
110,8390296;20,34;28,49;25;74;120,22
109,6201925;20,34;28,49;25;74;120,22
118,3989306;20,34;28,49;25;74;120,22
123,9726884;20,34;28,49;25;74;120,22
120,5889441;20,34;28,49;25;74;120,22
119,9874047;20,34;28,49;25;74;120,22
116,3897393;20,34;28,49;25;74;120,22
74,31404105;20,34;28,49;25;74;120,22
69,1286492;20,34;28,49;25;74;120,22
82,6242475;20,34;28,49;25;74;120,22
96,47750775;20,34;28,49;25;74;120,22
109,8182036;20,34;28,49;25;74;120,22
119,0531168;20,34;28,49;25;74;120,22
112,4612678;20,34;28,49;25;74;120,22
101,5365223;20,34;28,49;25;74;120,22
93,31608038;20,34;28,49;25;74;120,22
86,56392128;20,34;28,49;25;74;120,22
78,62100715;20,34;28,49;25;74;120,22
73,21814955;20,34;28,49;25;74;120,22
72,82546219;20,34;28,49;25;74;120,22
69,16158882;20,34;28,49;25;74;120,22
68,36081962;20,34;28,49;25;74;120,22
69,29831042;20,34;28,49;25;74;120,22
75,90140859;20,34;28,49;25;74;120,22
81,87756173;20,34;28,49;25;74;120,22
90,42736571;20,34;28,49;25;74;120,22
106,3237651;20,34;28,49;25;74;120,22
113,0054395;20,34;28,49;25;74;120,22
113,8577438;20,34;28,49;25;74;120,22
113,61531;20,34;28,49;25;74;120,22
112,9277183;20,34;28,49;25;74;120,22
75,52636915;20,34;28,49;25;74;120,22
59,91813235;20,34;28,49;25;74;120,22
65,00167398;20,34;28,49;25;74;120,22
73,53579367;20,34;28,49;25;74;120,22
92,26832481;20,34;28,49;25;74;120,22
113,7809736;20,34;28,49;25;74;120,22
113,1156291;20,34;28,49;25;74;120,22
101,0098587;20,34;28,49;25;74;120,22
100,0117629;20,34;28,49;25;74;120,22
94,43644118;20,34;28,49;25;74;120,22
80,12489689;20,34;28,49;25;74;120,22
74,56155481;20,34;28,49;25;74;120,22
76,68880838;20,34;28,49;25;74;120,22
80,87216465;20,34;28,49;25;74;120,22
83,62226131;20,34;28,49;25;74;120,22
89,03522541;20,34;28,49;25;74;120,22
83,83338854;20,34;28,49;25;74;120,22
76,74023922;20,34;28,49;25;74;120,22
89,1209953;20,34;28,49;25;74;120,22
107,9603735;20,34;28,49;25;74;120,22
96,31153954;20,34;28,49;25;74;120,22
95,90867345;20,34;28,49;25;74;120,22
95,15918547;20,34;28,49;25;74;120,22
90,02460973;20,34;28,49;25;74;120,22
50,32356058;20,34;28,49;25;74;120,22
47,53884015;20,34;28,49;25;74;120,22
48,09222804;20,34;28,49;25;74;120,22
60,39770381;20,34;28,49;25;74;120,22
75,62341315;20,34;28,49;25;74;120,22
87,33266233;20,34;28,49;25;74;120,22
92,10605887;20,34;28,49;25;74;120,22
92,44966086;20,34;28,49;25;74;120,22
88,99774156;20,34;28,49;25;74;120,22
83,73492569;20,34;28,49;25;74;120,22
77,61140087;20,34;28,49;25;74;120,22
72,0964614;20,34;28,49;25;74;120,22
68,93276225;20,34;28,49;25;74;120,22
70,35595349;20,34;28,49;25;74;120,22
69,13757008;20,34;28,49;25;74;120,22
70,71284508;20,34;28,49;25;74;120,22
77,91562461;20,34;28,49;25;74;120,22
87,51081446;20,34;28,49;25;74;120,22
90,73106603;20,34;28,49;25;74;120,22
91,15235576;20,34;28,49;25;74;120,22
84,96200039;20,34;28,49;25;74;120,22
77,26242562;20,34;28,49;25;74;120,22
75,55513364;20,34;28,49;25;74;120,22
72,17320671;20,34;28,49;25;74;120,22
71,14189036;20,34;28,49;25;74;120,22
82,00285674;20,34;28,49;25;74;120,22
91,50945382;20,34;28,49;25;74;120,22
106,9591375;20,34;28,49;25;74;120,22
130,0644442;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
90,48297451;20,34;28,49;25;74;120,22
83,70138547;20,34;28,49;25;74;120,22
90,95171788;20,34;28,49;25;74;120,22
106,9213827;20,34;28,49;25;74;120,22
118,9247712;20,34;28,49;25;74;120,22
123,7780925;20,34;28,49;25;74;120,22
121,7011019;20,34;28,49;25;74;120,22
121,8827166;20,34;28,49;25;74;120,22
111,5014335;20,34;28,49;25;74;120,22
103,1414022;20,34;28,49;25;74;120,22
99,90641863;20,34;28,49;25;74;120,22
100,9143532;20,34;28,49;25;74;120,22
105,5964561;20,34;28,49;25;74;120,22
109,7391084;20,34;28,49;25;74;120,22
109,6159125;20,34;28,49;25;74;120,22
105,1952534;20,34;28,49;25;74;120,22
98,43858097;20,34;28,49;25;74;120,22
91,46367868;20,34;28,49;25;74;120,22
83,77182642;20,34;28,49;25;74;120,22
76,73337232;20,34;28,49;25;74;120,22
69,0954102;20,34;28,49;25;74;120,22
67,32511638;20,34;28,49;25;74;120,22
66,93217646;20,34;28,49;25;74;120,22
69,4975539;20,34;28,49;25;74;120,22
73,48122793;20,34;28,49;25;74;120,22
77,79324837;20,34;28,49;25;74;120,22
88,89267992;20,34;28,49;25;74;120,22
91,65901386;20,34;28,49;25;74;120,22
99,25022654;20,34;28,49;25;74;120,22
96,88425579;20,34;28,49;25;74;120,22
93,47168863;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
105,2135274;20,34;28,49;25;74;120,22
105,2424947;20,34;28,49;25;74;120,22
99,8870906;20,34;28,49;25;74;120,22
112,2884838;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
126,4745645;20,34;28,49;25;74;120,22
122,1158291;20,34;28,49;25;74;120,22
106,5299212;20,34;28,49;25;74;120,22
99,82743273;20,34;28,49;25;74;120,22
91,07558968;20,34;28,49;25;74;120,22
83,36464127;20,34;28,49;25;74;120,22
75,68917187;20,34;28,49;25;74;120,22
68,7678652;20,34;28,49;25;74;120,22
66,14459628;20,34;28,49;25;74;120,22
65,41465942;20,34;28,49;25;74;120,22
64,81155637;20,34;28,49;25;74;120,22
67,56033597;20,34;28,49;25;74;120,22
73,88625114;20,34;28,49;25;74;120,22
83,13607526;20,34;28,49;25;74;120,22
84,14643872;20,34;28,49;25;74;120,22
83,16996638;20,34;28,49;25;74;120,22
75,50644283;20,34;28,49;25;74;120,22
73,39088475;20,34;28,49;25;74;120,22
67,97105491;20,34;28,49;25;74;120,22
71,30107531;20,34;28,49;25;74;120,22
67,15603172;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
121,9322704;20,34;28,49;25;74;120,22
103,0357779;20,34;28,49;25;74;120,22
95,43991806;20,34;28,49;25;74;120,22
89,41739201;20,34;28,49;25;74;120,22
82,69707549;20,34;28,49;25;74;120,22
75,52179157;20,34;28,49;25;74;120,22
69,35821426;20,34;28,49;25;74;120,22
72,0260694;20,34;28,49;25;74;120,22
83,17217762;20,34;28,49;25;74;120,22
82,61334384;20,34;28,49;25;74;120,22
75,48338773;20,34;28,49;25;74;120,22
76,81359125;20,34;28,49;25;74;120,22
85,59705736;20,34;28,49;25;74;120,22
95,24857037;20,34;28,49;25;74;120,22
104,934568;20,34;28,49;25;74;120,22
105,5855328;20,34;28,49;25;74;120,22
103,8541718;20,34;28,49;25;74;120,22
102,0214339;20,34;28,49;25;74;120,22
100,5107201;20,34;28,49;25;74;120,22
96,92339464;20,34;28,49;25;74;120,22
94,30412826;20,34;28,49;25;74;120,22
