Strompreis_2050_CO2frei;Erdgaspreis_2050;Oelpreis_2050;Biomassepreis_2050;Wasserstoffpreis_2050;Synthetische_Kraftstoffe_2050
161,3417801;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
144,6467905;20,34;28,49;25;74;120,22
154,7069919;20,34;28,49;25;74;120,22
156,8488407;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
94,10369713;20,34;28,49;25;74;120,22
85,31821493;20,34;28,49;25;74;120,22
84,17484458;20,34;28,49;25;74;120,22
95,75800968;20,34;28,49;25;74;120,22
104,2935845;20,34;28,49;25;74;120,22
117,2378908;20,34;28,49;25;74;120,22
139,1485777;20,34;28,49;25;74;120,22
141,5745848;20,34;28,49;25;74;120,22
139,0198029;20,34;28,49;25;74;120,22
138,7311705;20,34;28,49;25;74;120,22
139,035723;20,34;28,49;25;74;120,22
141,3641268;20,34;28,49;25;74;120,22
142,6366303;20,34;28,49;25;74;120,22
148,1353004;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
157,6311935;20,34;28,49;25;74;120,22
145,0937854;20,34;28,49;25;74;120,22
128,2833573;20,34;28,49;25;74;120,22
115,7203835;20,34;28,49;25;74;120,22
105,3617114;20,34;28,49;25;74;120,22
93,27012104;20,34;28,49;25;74;120,22
83,64762067;20,34;28,49;25;74;120,22
79,05526251;20,34;28,49;25;74;120,22
81,27712062;20,34;28,49;25;74;120,22
83,17207468;20,34;28,49;25;74;120,22
88,79028267;20,34;28,49;25;74;120,22
100,374035;20,34;28,49;25;74;120,22
109,0600403;20,34;28,49;25;74;120,22
121,3104917;20,34;28,49;25;74;120,22
140,4869759;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
0;20,34;28,49;25;74;120,22
97,44741548;20,34;28,49;25;74;120,22
102,3735183;20,34;28,49;25;74;120,22
115,2606933;20,34;28,49;25;74;120,22
122,2527215;20,34;28,49;25;74;120,22
124,4388205;20,34;28,49;25;74;120,22
123,9380265;20,34;28,49;25;74;120,22
122,6936904;20,34;28,49;25;74;120,22
117,154162;20,34;28,49;25;74;120,22
105,2236373;20,34;28,49;25;74;120,22
98,1945796;20,34;28,49;25;74;120,22
99,3354789;20,34;28,49;25;74;120,22
113,1346083;20,34;28,49;25;74;120,22
128,8303182;20,34;28,49;25;74;120,22
123,3280933;20,34;28,49;25;74;120,22
115,4130062;20,34;28,49;25;74;120,22
99,98021762;20,34;28,49;25;74;120,22
95,41893442;20,34;28,49;25;74;120,22
87,47276154;20,34;28,49;25;74;120,22
84,25591103;20,34;28,49;25;74;120,22
75,58184964;20,34;28,49;25;74;120,22
69,84265047;20,34;28,49;25;74;120,22
69,81089117;20,34;28,49;25;74;120,22
70,36552914;20,34;28,49;25;74;120,22
79,0693211;20,34;28,49;25;74;120,22
80,03673015;20,34;28,49;25;74;120,22
81,0709219;20,34;28,49;25;74;120,22
86,13722418;20,34;28,49;25;74;120,22
91,15441684;20,34;28,49;25;74;120,22
94,63209647;20,34;28,49;25;74;120,22
94,91715202;20,34;28,49;25;74;120,22
95,18673611;20,34;28,49;25;74;120,22
91,22258259;20,34;28,49;25;74;120,22
85,18978694;20,34;28,49;25;74;120,22
83,71835984;20,34;28,49;25;74;120,22
85,03868078;20,34;28,49;25;74;120,22
90,85828705;20,34;28,49;25;74;120,22
98,26198474;20,34;28,49;25;74;120,22
103,1949435;20,34;28,49;25;74;120,22
97,94831194;20,34;28,49;25;74;120,22
90,84038876;20,34;28,49;25;74;120,22
85,30785063;20,34;28,49;25;74;120,22
77,15255135;20,34;28,49;25;74;120,22
74,44106705;20,34;28,49;25;74;120,22
72,89300515;20,34;28,49;25;74;120,22
71,25966115;20,34;28,49;25;74;120,22
70,9408607;20,34;28,49;25;74;120,22
74,2777501;20,34;28,49;25;74;120,22
84,76495681;20,34;28,49;25;74;120,22
96,37869098;20,34;28,49;25;74;120,22
107,2897022;20,34;28,49;25;74;120,22
121,7811553;20,34;28,49;25;74;120,22
110,0486032;20,34;28,49;25;74;120,22
101,8431048;20,34;28,49;25;74;120,22
82,18495715;20,34;28,49;25;74;120,22
75,53981254;20,34;28,49;25;74;120,22
96,32672081;20,34;28,49;25;74;120,22
84,4851807;20,34;28,49;25;74;120,22
102,5712112;20,34;28,49;25;74;120,22
116,906168;20,34;28,49;25;74;120,22
121,6617235;20,34;28,49;25;74;120,22
123,3240943;20,34;28,49;25;74;120,22
116,3453255;20,34;28,49;25;74;120,22
105,0618917;20,34;28,49;25;74;120,22
96,68422814;20,34;28,49;25;74;120,22
89,92524137;20,34;28,49;25;74;120,22
81,55550201;20,34;28,49;25;74;120,22
74,70869579;20,34;28,49;25;74;120,22
72,85452796;20,34;28,49;25;74;120,22
71,07789261;20,34;28,49;25;74;120,22
70,74862336;20,34;28,49;25;74;120,22
74,05077529;20,34;28,49;25;74;120,22
84,51005809;20,34;28,49;25;74;120,22
96,44395077;20,34;28,49;25;74;120,22
107,3141451;20,34;28,49;25;74;120,22
121,6921385;20,34;28,49;25;74;120,22
124,862551;20,34;28,49;25;74;120,22
119,514162;20,34;28,49;25;74;120,22
116,6187796;20,34;28,49;25;74;120,22
112,6133311;20,34;28,49;25;74;120,22
96,48849992;20,34;28,49;25;74;120,22
90,6410619;20,34;28,49;25;74;120,22
98,95870917;20,34;28,49;25;74;120,22
116,7227682;20,34;28,49;25;74;120,22
121,4053406;20,34;28,49;25;74;120,22
123,4019154;20,34;28,49;25;74;120,22
116,0156833;20,34;28,49;25;74;120,22
104,7490745;20,34;28,49;25;74;120,22
96,26702104;20,34;28,49;25;74;120,22
89,23192812;20,34;28,49;25;74;120,22
80,90023639;20,34;28,49;25;74;120,22
74,76851343;20,34;28,49;25;74;120,22
73,23494758;20,34;28,49;25;74;120,22
71,99310167;20,34;28,49;25;74;120,22
72,0648901;20,34;28,49;25;74;120,22
74,84074097;20,34;28,49;25;74;120,22
85,28986787;20,34;28,49;25;74;120,22
96,98947932;20,34;28,49;25;74;120,22
107,9662912;20,34;28,49;25;74;120,22
122,4804293;20,34;28,49;25;74;120,22
119,9603731;20,34;28,49;25;74;120,22
99,17730968;20,34;28,49;25;74;120,22
106,9041826;20,34;28,49;25;74;120,22
105,4452061;20,34;28,49;25;74;120,22
81,9784913;20,34;28,49;25;74;120,22
81,26373102;20,34;28,49;25;74;120,22
97,08703792;20,34;28,49;25;74;120,22
116,6890486;20,34;28,49;25;74;120,22
131,5377543;20,34;28,49;25;74;120,22
139,9581876;20,34;28,49;25;74;120,22
129,7038604;20,34;28,49;25;74;120,22
115,5053774;20,34;28,49;25;74;120,22
105,9740341;20,34;28,49;25;74;120,22
93,80150921;20,34;28,49;25;74;120,22
86,74372744;20,34;28,49;25;74;120,22
84,73229315;20,34;28,49;25;74;120,22
88,99918011;20,34;28,49;25;74;120,22
88,04982901;20,34;28,49;25;74;120,22
