Strompreis_2040;Erdgaspreis_2040;Oelpreis_2040;Biomassepreis_2040;Wasserstoffpreis_2040;Synthetische_Kraftstoffe_2040
96,63255704;20,34;29,03;25;95;157,22
85,89153909;20,34;29,03;25;95;157,22
83,45071636;20,34;29,03;25;95;157,22
75,79637869;20,34;29,03;25;95;157,22
68,49439124;20,34;29,03;25;95;157,22
68,19761728;20,34;29,03;25;95;157,22
75,96458071;20,34;29,03;25;95;157,22
78,14175639;20,34;29,03;25;95;157,22
79,71854315;20,34;29,03;25;95;157,22
83,8341963;20,34;29,03;25;95;157,22
95,12394542;20,34;29,03;25;95;157,22
100,959637;20,34;29,03;25;95;157,22
103,9548079;20,34;29,03;25;95;157,22
105,4260788;20,34;29,03;25;95;157,22
98,55902285;20,34;29,03;25;95;157,22
91,9124355;20,34;29,03;25;95;157,22
90,69990104;20,34;29,03;25;95;157,22
88,53813979;20,34;29,03;25;95;157,22
93,18700725;20,34;29,03;25;95;157,22
102,0956602;20,34;29,03;25;95;157,22
108,2610929;20,34;29,03;25;95;157,22
101,8605597;20,34;29,03;25;95;157,22
93,33102644;20,34;29,03;25;95;157,22
86,67140815;20,34;29,03;25;95;157,22
78,57973908;20,34;29,03;25;95;157,22
78,48076206;20,34;29,03;25;95;157,22
76,38583446;20,34;29,03;25;95;157,22
75,64411163;20,34;29,03;25;95;157,22
74,64566467;20,34;29,03;25;95;157,22
76,01842062;20,34;29,03;25;95;157,22
86,0698096;20,34;29,03;25;95;157,22
98,85975242;20,34;29,03;25;95;157,22
111,536652;20,34;29,03;25;95;157,22
129,3941063;20,34;29,03;25;95;157,22
135,0099731;20,34;29,03;25;95;157,22
119,7452767;20,34;29,03;25;95;157,22
112,2328824;20,34;29,03;25;95;157,22
111,4163032;20,34;29,03;25;95;157,22
95,90799808;20,34;29,03;25;95;157,22
97,06647241;20,34;29,03;25;95;157,22
116,808338;20,34;29,03;25;95;157,22
135,1383908;20,34;29,03;25;95;157,22
138,585245;20,34;29,03;25;95;157,22
138,3384502;20,34;29,03;25;95;157,22
127,839464;20,34;29,03;25;95;157,22
114,1325857;20,34;29,03;25;95;157,22
107,6361504;20,34;29,03;25;95;157,22
102,6127946;20,34;29,03;25;95;157,22
93,01058559;20,34;29,03;25;95;157,22
80,9219966;20,34;29,03;25;95;157,22
75,4425957;20,34;29,03;25;95;157,22
72,81414388;20,34;29,03;25;95;157,22
70,49839242;20,34;29,03;25;95;157,22
73,60903689;20,34;29,03;25;95;157,22
84,0757288;20,34;29,03;25;95;157,22
96,6072657;20,34;29,03;25;95;157,22
108,926313;20,34;29,03;25;95;157,22
124,938588;20,34;29,03;25;95;157,22
117,8811929;20,34;29,03;25;95;157,22
109,389755;20,34;29,03;25;95;157,22
116,3755873;20,34;29,03;25;95;157,22
112,3325244;20,34;29,03;25;95;157,22
103,494592;20,34;29,03;25;95;157,22
108,4560055;20,34;29,03;25;95;157,22
126,1893774;20,34;29,03;25;95;157,22
137,3487479;20,34;29,03;25;95;157,22
142,9880822;20,34;29,03;25;95;157,22
144,4449157;20,34;29,03;25;95;157,22
139,5749754;20,34;29,03;25;95;157,22
128,2586763;20,34;29,03;25;95;157,22
121,3363752;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
85,8960308;20,34;29,03;25;95;157,22
82,610347;20,34;29,03;25;95;157,22
89,67807637;20,34;29,03;25;95;157,22
100,250464;20,34;29,03;25;95;157,22
117,7517954;20,34;29,03;25;95;157,22
130,4544504;20,34;29,03;25;95;157,22
146,4291214;20,34;29,03;25;95;157,22
155,1643854;20,34;29,03;25;95;157,22
155,5085096;20,34;29,03;25;95;157,22
157,9148879;20,34;29,03;25;95;157,22
157,1879472;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
129,7153635;20,34;29,03;25;95;157,22
146,1467083;20,34;29,03;25;95;157,22
155,38378;20,34;29,03;25;95;157,22
156,9501978;20,34;29,03;25;95;157,22
150,0671222;20,34;29,03;25;95;157,22
135,9731903;20,34;29,03;25;95;157,22
125,0833824;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
98,74206695;20,34;29,03;25;95;157,22
94,08684893;20,34;29,03;25;95;157,22
87,60816853;20,34;29,03;25;95;157,22
82,62952238;20,34;29,03;25;95;157,22
83,53975945;20,34;29,03;25;95;157,22
95,89655525;20,34;29,03;25;95;157,22
107,885054;20,34;29,03;25;95;157,22
121,288171;20,34;29,03;25;95;157,22
141,4606612;20,34;29,03;25;95;157,22
145,6819321;20,34;29,03;25;95;157,22
144,1184341;20,34;29,03;25;95;157,22
145,7140482;20,34;29,03;25;95;157,22
145,8403815;20,34;29,03;25;95;157,22
144,1680625;20,34;29,03;25;95;157,22
141,9793393;20,34;29,03;25;95;157,22
147,0225844;20,34;29,03;25;95;157,22
153,793485;20,34;29,03;25;95;157,22
157,8848618;20,34;29,03;25;95;157,22
151,2901661;20,34;29,03;25;95;157,22
137,1169535;20,34;29,03;25;95;157,22
122,0912116;20,34;29,03;25;95;157,22
111,0213681;20,34;29,03;25;95;157,22
99,65484322;20,34;29,03;25;95;157,22
88,81434617;20,34;29,03;25;95;157,22
82,31592103;20,34;29,03;25;95;157,22
81,95505135;20,34;29,03;25;95;157,22
81,88802398;20,34;29,03;25;95;157,22
84,78924754;20,34;29,03;25;95;157,22
92,67995687;20,34;29,03;25;95;157,22
103,556583;20,34;29,03;25;95;157,22
117,6355874;20,34;29,03;25;95;157,22
134,478224;20,34;29,03;25;95;157,22
154,6989632;20,34;29,03;25;95;157,22
160,0922999;20,34;29,03;25;95;157,22
157,2627552;20,34;29,03;25;95;157,22
159,2441608;20,34;29,03;25;95;157,22
157,109157;20,34;29,03;25;95;157,22
151,1934482;20,34;29,03;25;95;157,22
146,062106;20,34;29,03;25;95;157,22
150,0325172;20,34;29,03;25;95;157,22
155,6005252;20,34;29,03;25;95;157,22
160,9394457;20,34;29,03;25;95;157,22
161,8616581;20,34;29,03;25;95;157,22
152,9444893;20,34;29,03;25;95;157,22
138,5380693;20,34;29,03;25;95;157,22
128,4314432;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
0;20,34;29,03;25;95;157,22
101,9903603;20,34;29,03;25;95;157,22
96,92789047;20,34;29,03;25;95;157,22
104,7167142;20,34;29,03;25;95;157,22
121,064505;20,34;29,03;25;95;157,22
130,2637911;20,34;29,03;25;95;157,22
134,1771792;20,34;29,03;25;95;157,22
135,0468653;20,34;29,03;25;95;157,22
134,402984;20,34;29,03;25;95;157,22
128,8488031;20,34;29,03;25;95;157,22
116,0275199;20,34;29,03;25;95;157,22
107,5979866;20,34;29,03;25;95;157,22
107,8077489;20,34;29,03;25;95;157,22
118,6840143;20,34;29,03;25;95;157,22
129,4678767;20,34;29,03;25;95;157,22
126,5587211;20,34;29,03;25;95;157,22
117,426748;20,34;29,03;25;95;157,22
103,695899;20,34;29,03;25;95;157,22
97,84088836;20,34;29,03;25;95;157,22
89,85634808;20,34;29,03;25;95;157,22
84,62459796;20,34;29,03;25;95;157,22
78,04819053;20,34;29,03;25;95;157,22
72,88038842;20,34;29,03;25;95;157,22
72,48629501;20,34;29,03;25;95;157,22
73,06761573;20,34;29,03;25;95;157,22
81,7816793;20,34;29,03;25;95;157,22
83,10332196;20,34;29,03;25;95;157,22
84,52759454;20,34;29,03;25;95;157,22
90,21580707;20,34;29,03;25;95;157,22
96,90423485;20,34;29,03;25;95;157,22
101,7395281;20,34;29,03;25;95;157,22
103,5541174;20,34;29,03;25;95;157,22
104,4349916;20,34;29,03;25;95;157,22
100,2949536;20,34;29,03;25;95;157,22
93,89529717;20,34;29,03;25;95;157,22
92,67752746;20,34;29,03;25;95;157,22
93,85716682;20,34;29,03;25;95;157,22
99,71177443;20,34;29,03;25;95;157,22
107,3111078;20,34;29,03;25;95;157,22
112,5148077;20,34;29,03;25;95;157,22
106,214367;20,34;29,03;25;95;157,22
98,13996888;20,34;29,03;25;95;157,22
91,48024015;20,34;29,03;25;95;157,22
82,63927916;20,34;29,03;25;95;157,22
78,82542966;20,34;29,03;25;95;157,22
76,5367167;20,34;29,03;25;95;157,22
74,57798293;20,34;29,03;25;95;157,22
74,17948792;20,34;29,03;25;95;157,22
77,63956736;20,34;29,03;25;95;157,22
89,20649303;20,34;29,03;25;95;157,22
102,7985043;20,34;29,03;25;95;157,22
115,2649556;20,34;29,03;25;95;157,22
131,2495387;20,34;29,03;25;95;157,22
119,4932848;20,34;29,03;25;95;157,22
111,4014244;20,34;29,03;25;95;157,22
93,05320217;20,34;29,03;25;95;157,22
87,06774591;20,34;29,03;25;95;157,22
108,0798894;20,34;29,03;25;95;157,22
95,89224159;20,34;29,03;25;95;157,22
115,8593738;20,34;29,03;25;95;157,22
131,8802153;20,34;29,03;25;95;157,22
137,7329113;20,34;29,03;25;95;157,22
139,0370464;20,34;29,03;25;95;157,22
130,2599314;20,34;29,03;25;95;157,22
116,0016614;20,34;29,03;25;95;157,22
105,9621585;20,34;29,03;25;95;157,22
97,33164215;20,34;29,03;25;95;157,22
87,23411865;20,34;29,03;25;95;157,22
78,88719422;20,34;29,03;25;95;157,22
76,42677088;20,34;29,03;25;95;157,22
74,38729574;20,34;29,03;25;95;157,22
73,97835925;20,34;29,03;25;95;157,22
77,40402967;20,34;29,03;25;95;157,22
88,91727478;20,34;29,03;25;95;157,22
102,6640314;20,34;29,03;25;95;157,22
115,093783;20,34;29,03;25;95;157,22
131,0147399;20,34;29,03;25;95;157,22
134,2296764;20,34;29,03;25;95;157,22
129,201891;20,34;29,03;25;95;157,22
127,7451521;20,34;29,03;25;95;157,22
124,4220778;20,34;29,03;25;95;157,22
108,2410709;20,34;29,03;25;95;157,22
102,0919971;20,34;29,03;25;95;157,22
112,2273792;20,34;29,03;25;95;157,22
131,6174814;20,34;29,03;25;95;157,22
137,4362169;20,34;29,03;25;95;157,22
138,9233152;20,34;29,03;25;95;157,22
129,933328;20,34;29,03;25;95;157,22
115,6958312;20,34;29,03;25;95;157,22
105,6103571;20,34;29,03;25;95;157,22
96,84140319;20,34;29,03;25;95;157,22
86,78281848;20,34;29,03;25;95;157,22
79,12294323;20,34;29,03;25;95;157,22
76,8483213;20,34;29,03;25;95;157,22
75,10706319;20,34;29,03;25;95;157,22
74,9280633;20,34;29,03;25;95;157,22
78,10220144;20,34;29,03;25;95;157,22
89,69882248;20,34;29,03;25;95;157,22
103,3692807;20,34;29,03;25;95;157,22
115,8950963;20,34;29,03;25;95;157,22
131,8950865;20,34;29,03;25;95;157,22
129,2348514;20,34;29,03;25;95;157,22
108,2296018;20,34;29,03;25;95;157,22
117,2258967;20,34;29,03;25;95;157,22
115,1013656;20,34;29,03;25;95;157,22
92,34382878;20,34;29,03;25;95;157,22
90,26463786;20,34;29,03;25;95;157,22
107,6593049;20,34;29,03;25;95;157,22
129,8379548;20,34;29,03;25;95;157,22
143,3441833;20,34;29,03;25;95;157,22
148,3378257;20,34;29,03;25;95;157,22
137,7567012;20,34;29,03;25;95;157,22
121,8888776;20,34;29,03;25;95;157,22
111,2043895;20,34;29,03;25;95;157,22
99,60152221;20,34;29,03;25;95;157,22
90,19788959;20,34;29,03;25;95;157,22
85,70333883;20,34;29,03;25;95;157,22
86,465873;20,34;29,03;25;95;157,22
84,8493676;20,34;29,03;25;95;157,22
88,55279652;20,34;29,03;25;95;157,22
97,58086086;20,34;29,03;25;95;157,22
