;PV_open_Erfurt;PV_open_Nordhausen;PV_open_Hildburghausen;PV_open_Gera;PV_rooftop_Erfurt;PV_rooftop_Nordhausen;PV_rooftop_Hildburghausen;PV_rooftop_Gera;Wind_Erfurt;Wind_Nordhausen;Wind_Hildburghausen;Wind_Gera
2030-01-01 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0377355737704918;0,04610295081967213;0,2095453005464481;0,0992144262295082
2030-01-01 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,014861475409836065;0,019913005464480875;0,14499562841530053;0,047565901639344266
2030-01-01 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,006875081967213115;0,011038688524590163;0,11708803278688525;0,033211475409836065
2030-01-01 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,015036830601092897;0,021337704918032784;0,13585491803278688;0,05349180327868853
2030-01-01 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,01890327868852459;0,025144262295081966;0,13213535519125683;0,04867213114754099
2030-01-01 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,025701967213114754;0,03588967213114754;0,1765704918032787;0,06987103825136612
2030-01-01 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,018673661202185794;0,02600344262295082;0,14446169398907102;0,04780524590163935
2030-01-01 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,047942950819672134;0,06564043715846994;0,22037081967213115;0,10190027322404371
2030-01-01 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,051304153005464474;0,06922830601092896;0,23834846994535522;0,10545174863387978
2030-01-01 09:00:00;0,0640797272817086;0,062138486428495954;0,012504337105753917;0,029633744177387164;0,0640797272817086;0,062138486428495954;0,012504337105753917;0,029633744177387164;0,23993245901639343;0,2699494535519126;0,4889945355191257;0,35287158469945357
2030-01-01 10:00:00;0,07397035819180896;0,07676519573400704;0,02781403007177198;0,05994372568705045;0,07397035819180896;0,07676519573400704;0,02781403007177198;0,05994372568705045;0,1592045355191257;0,19116360655737705;0,45221803278688527;0,260104262295082
2030-01-01 11:00:00;0,12875010470537615;0,1314786068742113;0,04060441708534481;0,10289509967932882;0,12875010470537615;0,1314786068742113;0,04060441708534481;0,10289509967932882;0,14364426229508195;0,1521843169398907;0,39910163934426224;0,21454169398907105
2030-01-01 12:00:00;0,17138261539795893;0,16972508258621294;0,05163978205479562;0,11783305352949972;0,17138261539795893;0,16972508258621294;0,05163978205479562;0,11783305352949972;0,18753196721311477;0,22192207650273224;0,48864262295081967;0,2965401092896175
2030-01-01 13:00:00;0,1482693080483459;0,14096546054599432;0,04243994457237537;0,081608461292677;0,1482693080483459;0,14096546054599432;0,04243994457237537;0,081608461292677;0,28144191256830603;0,31749180327868853;0,5981311475409837;0,40724043715846997
2030-01-01 14:00:00;0,19876959940975666;0,19056969567363116;0,025997388928353148;0,012504337105753917;0,19876959940975666;0,19056969567363116;0,025997388928353148;0,012504337105753917;0,2266872131147541;0,2708725136612022;0,563772131147541;0,3554622950819672
2030-01-01 15:00:00;0,0559544148778161;0,044220304707317984;0,007204157471702196;0,0;0,0559544148778161;0,044220304707317984;0,007204157471702196;0,0;0,4155792349726776;0,4843224043715847;0,8791446448087432;0,6167491803278689
2030-01-01 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2280291256830601;0,272306393442623;0,6374666666666667;0,4278688524590164
2030-01-01 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,27480901639344263;0,3097846994535519;0,6765000000000001;0,4105775956284153
2030-01-01 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1592045355191257;0,1960222950819672;0,5129836065573771;0,2651006557377049
2030-01-01 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14364426229508195;0,18177622950819672;0,49251639344262294;0,2473598360655738
2030-01-01 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,15232743169398907;0,19205322404371586;0,5114672131147541;0,26189765027322404
2030-01-01 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05798633879781421;0,07846382513661203;0,31015360655737706;0,13317464480874316
2030-01-01 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,021178360655737704;0,02788950819672131;0,20250956284153004;0,06417879781420764
2030-01-01 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,012110054644808741;0,017540000000000004;0,14558540983606558;0,037051147540983605
2030-01-02 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,026543442622950823;0,03424142076502732;0,18709584699453552;0,05758010928961748
2030-01-02 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,14599098360655738;0,17768174863387978;0,4799808743169399;0,24637131147540983
2030-01-02 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3815393442622951;0,4188448087431694;0,8274588524590164;0,5551262295081968
2030-01-02 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3694612021857923;0,4007218579234973;0,8505539890710383;0,5103360655737705
2030-01-02 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5513065573770493;0,591360655737705;0,960459781420765;0,7199294535519126
2030-01-02 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3711901639344262;0,40250546448087426;0,8649001639344263;0,5117622950819672
2030-01-02 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,36993628415300545;0,40204879781420766;0,9011539890710382;0,5402918032786885
2030-01-02 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,11729202185792349;0,13387081967213113;0,5293639344262295;0,21263060109289617
2030-01-02 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,11582;0,13103639344262294;0,531727868852459;0,22001393442622952
2030-01-02 09:00:00;0,051910582119444396;0,028723518772078994;0,057911964799073935;0,10217226157917274;0,051910582119444396;0,028723518772078994;0,057911964799073935;0,10217226157917274;0,10284983606557377;0,12063852459016394;0,4726737704918033;0,1765704918032787
2030-01-02 10:00:00;0,12566087627395248;0,05532812156109066;0,07021310760308293;0,05809686105196641;0,12566087627395248;0,05532812156109066;0,07021310760308293;0,05809686105196641;0,12180994535519125;0,15109366120218579;0,518016393442623;0,21525546448087432
2030-01-02 11:00:00;0,17766411063565454;0,08689630655340386;0,11354991110312945;0,060867442529430535;0,17766411063565454;0,08689630655340386;0,11354991110312945;0,060867442529430535;0,07086251366120218;0,09491732240437158;0,4157459016393442;0,15363387978142076
