Wasserkraft;PV_Freifeld_Erfurt;PV_Freifeld_Nordhausen;PV_Freifeld_Gera;PV_Freifeld_Hildburghausen;Wind_Erfurt;Wind_Nordhausen;Wind_Gera;Wind_Hildburghausen;PV_Aufdach_Erfurt;PV_Aufdach_Nordhausen;PV_Aufdach_Gera;PV_Aufdach_Hildburghausen
0,94;0;0;0;0;0,039913;0,39567;0,38448;0,4202;0;0;0;0
0,94;0;0;0;0;0,038689;0,33907;0,2859;0,3809;0;0;0;0
0,94;0;0;0;0;0,035384;0,25961;0,25902;0,28052;0;0;0;0
0,94;0;0;0;0;0,015436;0,2563;0,21143;0,2563;0;0;0;0
0,94;0;0;0;0;0,012131;0,18696;0,15705;0,18696;0;0;0;0
0,94;0;0;0;0;0,012131;0,15222;0,14546;0,15705;0;0;0;0
0,94;0;0;0;0;0,006929;0,099082;0,091353;0,12323;0;0;0;0
0,94;0;0;0;0;0,00098361;0,077246;0,083978;0,08459;0;0;0;0
0,94;0;0;0;0;0,00098361;0,042973;0,065821;0,08459;0;0;0;0
0,94;0;0;0;0;0,00098361;0,063169;0,08255;0,08459;0;0;0;0
0,94;0;0;0;0;0,00098361;0,08459;0,08459;0,08459;0;0;0;0
0,94;0;0;0;0;0,006929;0,08459;0,08459;0,091353;0;0;0;0
0,94;0;0;0;0;0,011636;0,08459;0,08459;0,12034;0;0;0;0
0,94;0;0;0;0;0,0037086;0,08153;0,08255;0,081272;0;0;0;0
0,94;0;0;0;0;0,00097923;0,047869;0,049909;0,046033;0;0;0;0
0,94;0;0;0;0;0,00039781;0,038334;0,03621;0,026295;0;0;0;0
0,94;0;0;0;0;0;0,021338;0,01638;0,012131;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,006929;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,00098361;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,00098361;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,00098361;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,0048481;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,011983;0;0;0;0
0,94;0;0;0;0;0;0,012131;0,012131;0,012131;0;0;0;0
0,94;0;0;0;0;0,00028852;0,019921;0,01461;0,021338;0;0;0;0
0,94;0;0;0;0;0,00095738;0,03798;0,034439;0,038334;0;0;0;0
0,94;0;0;0;0;0,0012809;0,038893;0,038689;0,054601;0;0;0;0
0,94;0;0;0;0;0,0088612;0,066026;0,063169;0,083978;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,08459;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,08459;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,08459;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,063169;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,039301;0;0;0;0
0,94;0;0;0;0;0,012131;0,08459;0,08459;0,068678;0;0;0;0
0,94;0;0;0;0;0,01461;0,12323;0,10584;0,08459;0;0;0;0
0,94;0;0;0;0;0,034439;0,15705;0,15512;0,087811;0;0;0;0
0,94;0;0;0;0;0,038689;0,15705;0,15705;0,13934;0;0;0;0
0,94;0;0;0;0;0,038689;0,21143;0,15705;0,15705;0;0;0;0
0,94;0;0;0;0;0,038689;0,25902;0,15705;0,15705;0;0;0;0
0,94;0;0;0;0;0,049909;0,25902;0,18197;0,15705;0;0;0;0
0,94;0;0;0;0;0,08255;0,25902;0,25448;0,15705;0;0;0;0
0,94;0;0;0;0;0,08459;0,25902;0,25902;0,15705;0;0;0;0
0,94;0;0;0;0;0,08459;0,25902;0,25902;0,15705;0;0;0;0
0,94;0;0;0;0;0,08459;0,25902;0,25902;0,15705;0;0;0;0
0,94;0;0;0;0;0,08459;0,25902;0,25902;0,17744;0;0;0;0
0,94;0;0;0;0;0,08459;0,25902;0,25902;0,25222;0;0;0;0
0,94;0,0010935;0,026966;0,013156;0,035469;0,08459;0,25902;0,25902;0,25902;0,001208185;0,028522958;0,013842505;0,042867268
0,94;0,0034625;0,063729;0,025904;0,090833;0,08459;0,25902;0,25902;0,25902;0,003768066;0,067256353;0,027201505;0,109607368
0,94;0,0083675;0,059693;0,073906;0,20245;0,08459;0,25902;0,25902;0,27574;0,009074392;0,062972226;0,077586221;0,244266474
0,94;0,01061;0,030726;0,094138;0,25564;0,08459;0,25902;0,25902;0,37671;0,011488547;0,032408337;0,098810368;0,308412789
0,94;0,025582;0,052156;0,13062;0,32595;0,08459;0,25902;0,25902;0,39344;0,026479137;0,054106358;0,135179211;0,369737053
0,94;0,040256;0,13599;0,069067;0,38236;0,08459;0,25902;0,25902;0,39344;0,040910132;0,138858474;0,069751895;0,400721842
0,94;0,063988;0,13906;0,14533;0,44483;0,08459;0,25902;0,25902;0,39344;0,064627895;0,140505474;0,145013053;0,442330263
0,94;0,077367;0,10772;0,1806;0,52657;0,08459;0,25902;0,25902;0,39344;0,077910805;0,108181895;0,178656158;0,504396158
0,94;0,085328;0,17696;0,24162;0,52926;0,071126;0,25902;0,22911;0,39344;0,085785584;0,176729842;0,238102263;0,499050632
0,94;0,090542;0,24886;0,14918;0,6271;0,039913;0,25448;0,15977;0,37671;0,090911511;0,247329316;0,146823789;0,589240737
0,94;0,081801;0,15794;0,1341;0,6846;0,038689;0,18197;0,15705;0,27574;0,082051421;0,156397579;0,131827421;0,641424632
0,94;0,090676;0,14913;0,28618;0,68259;0,038689;0,15705;0,15705;0,25902;0,090874911;0,147228316;0,281049474;0,637918737
0,94;0,13853;0,22133;0,42701;0,72188;0,038689;0,15705;0,15705;0,25902;0,138078316;0,218290105;0,41907;0,673045105
0,94;0,18783;0,22326;0,28538;0,73897;0,038689;0,15705;0,15705;0,25902;0,186014684;0,220283842;0,279884053;0,687348
0,94;0,27382;0,13532;0,28073;0,76567;0,038689;0,15705;0,15705;0,25902;0,270127263;0,133580368;0,275164579;0,710637158
0,94;0,21113;0,19743;0,080336;0,77865;0,038689;0,15705;0,15705;0,33071;0,207753158;0,194962421;0,078698668;0,721222263
0,94;0,16899;0,097445;0,10167;0,78526;0,038689;0,15705;0,15705;0,39344;0,166144737;0,096182874;0,099532737;0,726365526
0,94;0,18926;0,31726;0,22111;0,78725;0,038689;0,15705;0,15705;0,39344;0,186130263;0,312843316;0,216306;0,727608
0,94;0,23905;0,27483;0,6057;0,78508;0,038689;0,15705;0,15705;0,39344;0,235164632;0,270762947;0,592236158;0,725026737
0,94;0,25575;0,25444;0,33393;0,78126;0,038689;0,15705;0,13579;0,37671;0,251663526;0,250401789;0,326346789;0,720933316
0,94;0,18136;0,24146;0,36324;0,76827;0,026295;0,15029;0,086522;0,27574;0,178646526;0,237678474;0,354808105;0,708970895
0,94;0,12915;0,18463;0,398;0,75678;0,012131;0,096184;0,08459;0,25902;0,127445053;0,181940526;0,388653474;0,698896263
0,94;0,13166;0,19771;0,16154;0,73899;0,012131;0,08459;0,08459;0,25902;0,130247842;0,195078;0,157697842;0,682994526
0,94;0,12325;0,12643;0,22605;0,71325;0,015436;0,096184;0,08459;0,26798;0,122321053;0,124921579;0,220592053;0,659724632
0,94;0,10344;0,095397;0,22256;0,70175;0,035384;0,15029;0,086522;0,36656;0,102903789;0,094277747;0,217288421;0,649958211
0,94;0,081108;0,109;0,26587;0,63162;0,038689;0,15705;0,13579;0,39344;0,080829174;0,107642526;0,259879263;0,586129737
0,94;0,05434;0,25421;0,26676;0,57579;0,038689;0,18696;0,15705;0,40905;0,054286468;0,250825579;0,261073579;0,535458
0,94;0,047719;0,40468;0,11973;0,5778;0,063169;0,2563;0,15977;0,5339;0,0478362;0,39894;0,117312632;0,538530474
0,94;0,031738;0,28316;0,071172;0,50535;0,08459;0,25961;0,22911;0,57993;0,031924832;0,279229105;0,069890589;0,472072579
0,94;0,01358;0,088949;0,0886;0,45979;0,12323;0,33907;0,25902;0,73416;0,013693216;0,087901642;0,087168679;0,430608632
0,94;0,0062751;0,069281;0,21692;0,43622;0,15705;0,39344;0,27574;0,80177;0,006368304;0,068640411;0,214119632;0,409727368
0,94;0,0057298;0,081648;0,14718;0,40107;0,15705;0,39344;0,37671;0,92848;0,005909552;0,081125826;0,145889526;0,378000947
0,94;0,0038274;0,058668;0,10392;0,25124;0,21143;0,41425;0,39344;0,94;0,004096214;0,058638979;0,103472053;0,240596842
0,94;0,00303;0,087661;0,051446;0,22209;0,25902;0,53985;0,39344;0,94;0,003246516;0,088529621;0,051548211;0,220524632
0,94;0,001498;0,035176;0,020772;0,17021;0,28052;0,56616;0,40905;0,96214;0,001609726;0,036039442;0,020996842;0,178097526
0,94;0,00045274;0,026645;0,0061652;0,13483;0,42995;0,70662;0,53482;0,99579;0,000493599;0,027972032;0,006323517;0,152265632
0,94;0;0,0019459;0,001075;0,0029696;0,61679;0,85937;0,68367;0,99977;0;0,002080999;0,001119767;0,003556268
0,94;0;4,96E-05;0;0,00066949;0,83183;0,96555;0,8179;1;0;0,00005307;0;0,00080179
0,94;0;0;0;0;0,9497;0,99475;0,93462;1;0;0;0;0
0,94;0;0;0;0;0,85869;0,9692;0,8371;1;0;0;0;0
0,94;0;0;0;0;0,6442;0,88932;0,7259;0,99916;0;0;0;0
0,94;0;0;0;0;0,48203;0,75805;0,57368;0,98843;0;0;0;0
0,94;0;0;0;0;0,36775;0,63502;0,51904;0,94681;0;0;0;0
0,94;0;0;0;0;0,4196;0,74793;0,55843;0,95606;0;0;0;0
0,94;0;0;0;0;0,54505;0,82711;0,67082;0,99329;0;0;0;0
0,94;0;0;0;0;0,65705;0,94281;0,76952;0,99489;0;0;0;0
0,94;0;0;0;0;0,80177;0,98599;0,8801;0,99846;0;0;0;0
0,94;0;0;0;0;0,93213;0,99604;0,94;1;0;0;0;0
0,94;0;0;0;0;0,98383;0,99977;0,9692;1;0;0;0;0
0,94;0;0;0;0;0,99788;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;1;1;0,99604;1;0;0;0;0
0,94;0;0;0;0;1;1;0,99977;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0,004973;0,012459;0;0,043556;1;1;1;1;0,005083162;0,013119174;0;0,049750958
0,94;0,0186;0,027194;0;0,049665;1;1;1;1;0,018978063;0,028593268;0;0,056674137
0,94;0,076547;0,053429;0;0,13989;1;1;1;1;0,078082247;0,056157884;0;0,159604895
0,94;0,077898;0,06604;0;0,19921;1;1;1;1;0,079453784;0,069403232;0;0,227266737
0,94;0,10649;0,10407;0,001359;0,25101;1;1;1;1;0,107469158;0,107238;0,001480277;0,274856368
0,94;0,1197;0,14164;0,0039937;0,37814;1;1;1;1;0,119604947;0,143433474;0,004287305;0,390146368
0,94;0,096446;0,079568;0,006131;0,27637;1;1;1;1;0,095781237;0,079628116;0,006564692;0,276320368
0,94;0,11929;0,14082;0,0079795;0,21433;1;1;1;0,99556;0,118073526;0,139831263;0,008533675;0,207512368
0,94;0,17392;0,36039;0,013034;0,25874;1;1;1;0,40444;0,171991105;0,356589947;0,013811684;0,248244316
0,94;0,15702;0,27256;0,01227;0,27863;1;0,75556;1;0;0,155347737;0,269462684;0,012862974;0,266409474
0,94;0,12618;0,060698;0,015032;0,67505;1;0,057778;1;0;0,124883053;0,059944058;0,015635905;0,643707316
0,94;0,15482;0,16715;0,014407;0,51874;1;0,65333;1;0;0,153296211;0,164950421;0,014903905;0,493647316
0,94;0,15227;0,23719;0,021881;0,40696;1;1;1;0,026667;0,150531947;0,233613947;0,022555232;0,386640474
0,94;0,28597;0,48586;0,028697;0,52329;1;1;1;0,70667;0,281906684;0,477745579;0,029518863;0,496719789
0,94;0,23162;0,19939;0,018674;0,63253;1;1;1;1;0,227825368;0,195665526;0,019170695;0,599874
0,94;0,2145;0,16048;0,011204;0,43373;1;1;1;1;0,210555947;0,157264421;0,011481805;0,410979474
0,94;0,42788;0,26218;0,015386;0,46645;1;1;1;1;0,419590105;0,256874211;0,015749558;0,441694579
0,94;0,32135;0,29332;0,010021;0,37403;1;1;1;1;0,314894842;0,287676;0,010252816;0,354027947
0,94;0,15124;0,23633;0,01132;0,47221;1;1;1;1;0,148095158;0,231995842;0,011575232;0,446731895
0,94;0,1614;0,12653;0,054297;0,74383;1;1;1;1;0,157938632;0,124334053;0,055498121;0,703413474
0,94;0,37768;0,29777;0,23248;0,41252;1;1;1;1;0,369602211;0,292771105;0,227661632;0,390078947
0,94;0,1473;0,20347;0,37184;0,27113;1;1;1;1;0,144232895;0,200076789;0,358757053;0,256460053
0,94;0,1237;0,12661;0,43706;0,75584;1;1;1;1;0,121232684;0,124526684;0,420524368;0,715135105
0,94;0,36234;0,25309;0,40172;0,42853;1;1;1;1;0,355443789;0,248966684;0,385812158;0,405537632
0,94;0,25757;0,38169;0,36337;0,55148;1;1;1;1;0,252819316;0,375650842;0,349115842;0,522387947
0,94;0,20771;0,17803;0,25855;0,34285;1;1;1;1;0,203977579;0,175323632;0,249043737;0,325171737
0,94;0,16692;0,072098;0,26111;0,59668;1;1;1;1;0,164016158;0,071073347;0,251942842;0,566934
0,94;0,092816;0,13493;0,39909;0,18851;1;1;1;1;0,091257284;0,133156579;0,386197421;0,17934
0,94;0,080038;0,095036;0,45131;0,16199;1;1;1;1;0,078786316;0,093864553;0,437475947;0,154471263
0,94;0,11612;0,11796;0,1867;0,35168;1;1;1;0,8;0,114509842;0,116609526;0,181227789;0,335891684
0,94;0,13927;0,09704;0,10017;0,33258;1;1;1;0,066667;0,137673789;0,096036474;0,097442684;0,318208105
0,94;0,11365;0,13804;0,087992;0,34332;1;1;1;0,24444;0,112670211;0,136806947;0,085764395;0,329284421
0,94;0,083034;0,074684;0,050104;0,19163;1;1;1;0,95556;0,082700589;0,074291258;0,049227963;0,185764263
0,94;0,054049;0,046854;0,087144;0,15032;1;1;1;1;0,054122732;0,047127316;0,086877805;0,149684368
0,94;0,029195;0,049193;0,13349;0,12271;1;1;1;1;0,029486116;0,050096732;0,135882316;0,126125526
0,94;0,017084;0,024427;0,056566;0,03504;1;1;1;1;0,017486132;0,025364763;0,0597129;0,037927232
0,94;0,0021698;0,0020815;0,0014798;0,0025958;1;1;1;1;0,002243002;0,002201779;0,001605777;0,002941003
0,94;0,00015428;0,00014785;5,28E-05;0,0013448;1;1;1;1;0,000159489;0,000156407;5,73E-05;0,001523716
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;1;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99986;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99629;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99232;1;1;1;0;0;0;0
0,94;0;0;0;0;0,95338;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,93539;1;1;1;0;0;0;0
0,94;0;0;0;0;0,8179;1;1;1;0;0;0;0
0,94;0;0;0;0;0,71672;1;1;1;0;0;0;0
0,94;0;0;0;0;0,56984;1;1;1;0;0;0;0
0,94;0;0;0;0;0,51161;1;1;1;0;0;0;0
0,94;0;0;0;0;0,3979;1;1;1;0;0;0;0
0,94;0;0;0;0;0,35401;1;0,99998;1;0;0;0;0
0,94;0;0;0;0;0,2626;0,99993;0,99688;1;0;0;0;0
0,94;0;0;0;0;0,22911;0,99657;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,15977;0,99475;0,98964;0,99951;0;0;0;0
0,94;0;0;0;0;0,15512;0,97869;0,94876;0,99559;0;0;0;0
0,94;0;0;0;0;0,10584;0,94146;0,94;0,99329;0;0;0;0
0,94;0;0;0;0;0,08459;0,94;0,94;0,96945;0;0;0;0
0,94;0;0;0;0;0,10584;0,94;0,94;0,99232;0;0;0;0
0,94;0;0;0;0;0,15512;0,94146;0,94;0,99475;0;0;0;0
0,94;0;0;0;0;0,15977;0,97869;0,94365;0,9951;0;0;0;0
0,94;0;0;0;0;0,22911;0,99475;0,9838;0,99895;0;0;0;0
0,94;0;0;0;0;0,25902;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,25902;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,25902;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,25902;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,25902;0,99475;0,99475;1;0;0;0;0
0,94;0,0050807;0;0,0051194;0,01317;0,25902;0,99475;0,99475;1;0,005259516;0;0,005265777;0,014992516
0,94;0,014005;0;0,014883;0,049108;0,25902;0,99475;0,99475;1;0,014433884;0;0,015247753;0,055791884
0,94;0,02326;0;0,024318;0,18418;0,23862;0,99475;0,97869;0,99895;0,023951811;0;0,024899558;0,209226789
0,94;0,020693;0;0,029913;0,16526;0,16385;0,97869;0,94146;0,9951;0,0213012;0;0,030621679;0,187709842
0,94;0,041199;0,0037852;0,042457;0,16339;0,15705;0,94146;0,94;0,99475;0,041974421;0,003923713;0,043163921;0,180649895
0,94;0,058586;0,0097914;0,061476;0,058703;0,15383;0,94;0,88932;0,99232;0,059246732;0,010112195;0,062100568;0,061470663
0,94;0,077364;0,01457;0,079458;0,21913;0,1023;0,94;0,77182;0,95338;0,077920437;0,015035858;0,079996042;0,222402789
0,94;0,073806;0,019869;0,066653;0,44152;0,08459;0,85937;0,76721;0,94;0,074181458;0,020498889;0,066975111;0,434442
0,94;0,10284;0,023405;0,084775;0,42617;0,08459;0,76721;0,76721;0,88932;0,102614842;0,024093395;0,085033358;0,415467789
0,94;0,18989;0,024729;0,087593;0,21573;0,08459;0,76721;0,75344;0,77182;0,188104737;0,025372468;0,087720568;0,210103263
0,94;0,21967;0,026676;0,1089;0,20651;0,078878;0,76446;0,60197;0,74151;0,216777947;0,027300711;0,108913895;0,200982158
0,94;0,17659;0,02894;0,1074;0,37549;0,044401;0,63226;0,56066;0,58636;0,173782579;0,029559316;0,107305421;0,365210211
0,94;0,12024;0,031603;0,10189;0,13838;0,038689;0,56066;0,5562;0,56066;0,118131316;0,032234968;0,101728737;0,134591684
0,94;0,37979;0,033452;0,12332;0,32178;0,038689;0,55322;0,44249;0,56066;0,372925105;0,034090011;0,123081947;0,313199684
0,94;0,17433;0,033214;0,12209;0,43619;0,035384;0,43432;0,39285;0,52721;0,171047211;0,033820326;0,121810579;0,424810421
0,94;0,35089;0,033639;0,10685;0,3795;0,015436;0,33907;0,31338;0,38786;0,344030368;0,034225816;0,106583053;0,369823737
0,94;0,50498;0,033592;0,10631;0,59446;0,010744;0,25282;0,23862;0,27121;0,494350421;0,0341661;0,106053316;0,579262421
0,94;0,42937;0,031554;0,10989;0,3722;0,0023709;0,17712;0,16352;0,18165;0,419561211;0,032089532;0,109655526;0,362542263
0,94;0,14053;0,034249;0,095287;0,19686;0,00098361;0,1432;0,1432;0,1432;0,137038105;0,034825863;0,095114732;0,191629895
0,94;0,20237;0,036521;0,088929;0,34734;0,0054922;0,18664;0,18664;0,19208;0,196975421;0,037132626;0,088804121;0,337885421
0,94;0,34949;0,037015;0,079771;0,34259;0,013852;0,26884;0,28318;0,29709;0,339696158;0,037634432;0,079708058;0,333117789
0,94;0,21004;0,034165;0,090767;0,24319;0,033581;0,38308;0,40529;0,43891;0,203871632;0,034735326;0,090778595;0,236291526
0,94;0,41598;0,031742;0,073398;0,47268;0,066026;0,52721;0,53985;0,5562;0,403235684;0,032271568;0,073478353;0,459002526
0,94;0,23286;0,032877;0,079186;0,3316;0,08459;0,56066;0,56066;0,56066;0,225446368;0,033426395;0,0793671;0,321819947
0,94;0,35885;0,030074;0,076202;0,3127;0,08459;0,56066;0,56066;0,56066;0,345176526;0,030586042;0,076443916;0,303462158
0,94;0,54953;0,032457;0,066575;0,22481;0,08459;0,56066;0,56066;0,56066;0,524227579;0,033029574;0,066836416;0,218299737
0,94;0,60798;0,030373;0,0576;0,48658;0,08459;0,56066;0,56066;0,56616;0,576488526;0,030928926;0,057878084;0,472717895
0,94;0,54018;0,025833;0,038336;0,21675;0,10584;0,56616;0,56066;0,70662;0,509703158;0,026325032;0,038560989;0,210690789
0,94;0,4831;0,022533;0,035218;0,40224;0,15512;0,70662;0,61115;0,77182;0,454697211;0,022995395;0,035472142;0,390753158
0,94;0,47767;0,018018;0,029188;0,34221;0,15977;0,76721;0,75803;0,88932;0,449505789;0,018434842;0,029457221;0,331962
0,94;0,4872;0,015063;0,030698;0,14991;0,22911;0,77182;0,76721;0,94;0,458376474;0,015464463;0,031067621;0,145186421
0,94;0,43319;0,013512;0,016513;0,085307;0,25902;0,88932;0,76721;0,95606;0,407483211;0,013941711;0,016793621;0,082452095
0,94;0,33235;0,011095;0,015699;0,10017;0,27156;0,94;0,85937;0,99329;0,317630211;0,011520332;0,016055842;0,097230789
0,94;0,25379;0,0081573;0,0098505;0,084388;0,37193;0,95606;0,94;0,99489;0,251047105;0,008546004;0,010139163;0,082973163
0,94;0,13453;0,0044137;0,0063128;0,071668;0,39344;0,99329;0,94;0,99846;0,141497526;0,004699151;0,006571915;0,071963305
0,94;0,1019;0,0020491;0,0032205;0,052868;0,46107;0,99524;0,95606;1;0,115280368;0,002266792;0,003462649;0,055154274
0,94;0,02632;0,00063599;0,00057346;0,001876;0,55991;0,99916;0,99329;1;0,031156232;0,000737538;0,000642648;0,002019549
0,94;0,0033538;0,00010856;6,92E-05;0,00192;0,56616;1;0,99475;1;0,003970329;0,000126328;7,77E-05;0,002067033
0,94;0;0;0;0;0,70662;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,75803;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,61115;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;0,99755;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;0,99475;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;0,99755;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,56066;1;0,99475;1;0;0;0;0
0,94;0;0;0;0;0,57993;1;0,99478;1;0;0;0;0
0,94;0;0;0;0;0,73877;1;0,99788;1;0;0;0;0
0,94;0;0;0;0;0,88932;1;1;1;0;0;0;0
0,94;0;0;0;0;0,9692;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,99475;1;1;1;0;0;0;0
0,94;0;0;0;0;0,98137;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94243;1;1;1;0;0;0;0
0,94;0;0;0;0;0,94;1;1;1;0;0;0;0
0,94;0;0;0;0;0,8801;1;1;1;0;0;0;0
0,94;0;0;0;0;0,76952;1;1;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;1;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;1;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,99755;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,9958;1;0;0;0;0
0,94;0;0;0;0;0,76721;1;0,99965;1;0;0;0;0
