Wasserkraft;PV_Freifeld_Erfurt;PV_Freifeld_Nordhausen;PV_Freifeld_Gera;PV_Freifeld_Hildburghausen;Wind_Erfurt;Wind_Nordhausen;Wind_Gera;Wind_Hildburghausen;PV_Aufdach_Erfurt;PV_Aufdach_Nordhausen;PV_Aufdach_Gera;PV_Aufdach_Hildburghausen
0,83;0,17837;0,28704;0,1045;0,16533;0,00098361;0,00098361;0,026295;0,00098361;0,175574053;0,276484105;0,104329263;0,164594053
0,83;0,26289;0,33308;0,16084;0,12376;0,0012809;0,00098361;0,019921;0,00098361;0,258049263;0,319142368;0,160230947;0,122898947
0,83;0,37133;0,40218;0,1514;0,27485;0,0088612;0,006929;0,03798;0,006929;0,363534316;0,384020684;0,150560842;0,272583316
0,83;0,31162;0,43244;0,12512;0,32489;0,012131;0,012131;0,038689;0,012131;0,303837789;0,411046895;0,124131789;0,321714
0,83;0,41262;0,47239;0,12678;0,20139;0,012839;0,026295;0,052153;0,013902;0,400086158;0,446597053;0,125412789;0,199036579
0,83;0,2968;0,55836;0,2588;0,17132;0,030898;0,038689;0,083366;0,033377;0,286606895;0,525701211;0,255400579;0,169082368
0,83;0,46038;0,60964;0,46334;0,34977;0,038689;0,038689;0,08459;0,038689;0,442937053;0,572125421;0,456527211;0,344694947
0,83;0,53135;0,62794;0,35513;0,27482;0,038689;0,038689;0,08459;0,038689;0,510387;0,586900263;0,349395158;0,270368053
0,83;0,2821;0,65898;0,32484;0,42242;0,063169;0,044401;0,08459;0,042973;0,270859263;0,613059632;0,319142368;0,414514263
0,83;0,32623;0,7015;0,30594;0,31492;0,08459;0,078878;0,08459;0,077246;0,313074474;0,649967842;0,300187421;0,308489842
0,83;0,71761;0,73511;0,18616;0,35892;0,091353;0,08459;0,08459;0,08459;0,688426737;0,678669947;0,182422105;0,350907316
0,83;0,70055;0,76454;0,23495;0,36982;0,14546;0,12323;0,12323;0,091353;0,670791316;0,703394211;0,230079158;0,360943421
0,83;0,63193;0,78889;0,31451;0,42637;0,15977;0,15705;0,15705;0,14546;0,603678474;0,723331579;0,307757842;0,415477421
0,83;0,46307;0,80938;0,3659;0,38439;0,21279;0,15705;0,15705;0,15705;0,441193737;0,739772684;0,357832421;0,374042368
0,83;0,37779;0,82127;0,34641;0,40434;0,16657;0,15705;0,15705;0,14546;0,359190474;0,748412211;0,33855;0,392929895
0,83;0,38466;0,84672;0,75405;0,39528;0,15705;0,15705;0,12323;0,091353;0,365190947;0,769717263;0,736478684;0,383539105
0,83;0,73545;0,84997;0,30171;0,46122;0,15705;0,15705;0,08459;0,08459;0,697836789;0,771113842;0,294552947;0,446934158
0,83;0,72863;0,85983;0,17191;0,37512;0,15705;0,15705;0,08459;0,08459;0,691036895;0,778539789;0,167705053;0,362985316
0,83;0,44392;0,85312;0,25656;0,44864;0,15705;0,15705;0,08459;0,08459;0,420813316;0,770979;0,250180263;0,433546263
0,83;0,32447;0,85773;0,19114;0,43347;0,16657;0,16974;0,086522;0,08459;0,307488158;0,774340421;0,186361421;0,419012211
0,83;0,63874;0,85336;0,29126;0,4693;0,2427;0,24633;0,13579;0,08459;0,605258053;0,770141053;0,284044895;0,454485316
0,83;0,82943;0,84987;0,37014;0,29696;0,25856;0,2495;0,15383;0,08459;0,785888684;0,766750737;0,361059;0,288042
0,83;0,46762;0,83526;0,47678;0,33218;0,19829;0,17336;0,1023;0,08153;0,443033368;0,753333947;0,465205263;0,322889053
0,83;0,57875;0,83339;0,43425;0,40697;0,15383;0,14256;0,08459;0,047869;0,547988684;0,751927737;0,423799105;0,395983105
0,83;0,49395;0,81883;0,40007;0,58811;0,1023;0,089421;0,07541;0,034439;0,467266421;0,739541526;0,390531632;0,572279526
0,83;0,6883;0,79654;0,25902;0,19564;0,084912;0,08459;0,046033;0,018859;0,650430158;0,720162789;0,252896368;0,190397053
0,83;0,49975;0,77319;0,18767;0,36972;0,12774;0,1139;0,077246;0,036822;0,471860684;0,699792;0,183269684;0,359835789
0,83;0,84588;0,75231;0,27288;0,45494;0,19829;0,17712;0,087811;0,068678;0,799421053;0,682089158;0,266679158;0,443004474
0,83;0,56516;0,73086;0,27249;0,27941;0,28545;0,25282;0,13934;0,1023;0,535400211;0,664241842;0,266611737;0,272381053
0,83;0,28725;0,70259;0,2134;0,31113;0,38448;0,33907;0,15705;0,15383;0,272872263;0,640172526;0,209082316;0,303625895
0,83;0,25667;0,66832;0,3415;0,2953;0,39344;0,39344;0,15705;0,15705;0,244834737;0,610584316;0,335082632;0,288504316
0,83;0,45621;0,66491;0,30725;0,18379;0,39344;0,39344;0,15705;0,15705;0,436137158;0,609284053;0,301815158;0,179783053
0,83;0,46189;0,60028;0,22559;0,17196;0,36656;0,39344;0,15705;0,14256;0,442445842;0,551908737;0,221815263;0,168465947
0,83;0,33744;0,54747;0,18184;0,23629;0,26798;0,37193;0,15705;0,089421;0,323919632;0,505195579;0,178993263;0,231774316
0,83;0,22531;0,49758;0,17003;0,49061;0,25902;0,27156;0,15705;0,08459;0,216903158;0,461082947;0,167589474;0,482070158
0,83;0,13464;0,46005;0,24176;0,35283;0,25902;0,25902;0,15608;0,08459;0,129881842;0,427911789;0,238506789;0,347324368
0,83;0,37383;0,43062;0,15299;0,19878;0,25902;0,25902;0,10971;0,08459;0,361502053;0,401954684;0,151071316;0,196185632
0,83;0,27114;0,35902;0,142;0,056775;0,2427;0,25766;0,08459;0,077246;0,262932474;0,336537;0,140380263;0,056190632
0,83;0,33239;0,33793;0,14908;0,05594;0,16657;0,1924;0,08459;0,042973;0,323303211;0,318391105;0,147546158;0,055657042
0,83;0,17791;0,30261;0,15089;0,14305;0,15705;0,15705;0,08459;0,038689;0,173503263;0,286298684;0,149511;0,142701474
0,83;0,14384;0,23236;0,058302;0,11283;0,15705;0,15383;0,08459;0,038689;0,140572895;0,220592053;0,057845337;0,112689474
0,83;0,15008;0,18414;0,10612;0,078167;0,13193;0,1023;0,08459;0,033377;0,147112737;0,175631842;0,105456158;0,078181453
0,83;0,1498;0,13626;0,10661;0,050178;0,085556;0,083978;0,077246;0,013902;0,147334263;0,130845;0,106149632;0,050304774
0,83;0,089643;0,10546;0,078338;0,053333;0,063169;0,054601;0,042973;0,012131;0,088467979;0,101911737;0,078149668;0,053558321
0,83;0,055967;0,069609;0,048148;0,042808;0,038334;0,038689;0,038689;0,006929;0,055435516;0,067657989;0,048121295;0,043064716
0,83;0,040264;0,04139;0,026138;0,020562;0,021338;0,029482;0,03621;0,00098361;0,040088558;0,040634668;0,026204637;0,020748347
0,83;0,028231;0,027379;0,0086711;0,015227;0,011983;0,012485;0,01638;0,00098361;0,028417011;0,027455779;0,008729004;0,015444237
0,83;0,0026187;0,01732;0,0040911;0,0036504;0,0048481;0,006929;0,011636;0,00052459;0,002664095;0,017731737;0,004140808;0,003721738
0,83;0,0080576;0,0043994;0,0023093;0,0018266;0,0008612;0,00097049;0,0037086;0;0,008198304;0,004516729;0,002337681;0,001862555
0,83;0,0056356;0,0013644;0,0002768;0,00050419;0,0001224;0,00034098;0,00098361;0;0,005735027;0,001409774;0,00028024;0,00051422
0,83;0;3,11E-05;0;0;0;0;0,00098361;0;0;3,25E-05;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00024044;0,00024044;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00093989;0,00093989;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00098361;0,00098361;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00052459;0,00052459;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00078689;0;0;0;0;0
0,83;0;0;0;0;0;0;6,56E-05;0;0;0;0;0
0,83;0;0;0;0;0;0;0;0;0;0;0;0
0,83;0;0;0;0;0;0;6,56E-05;0;0;0;0;0
0,83;0;0;0;0;9,18E-05;0;0,00078689;0;0;0;0;0
0,83;0;0;0;0;0,00082623;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00098361;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00093989;0;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00024044;0;0,00097049;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00034098;0;0;0;0;0
0,83;0;0;0;0;0;0;9,18E-05;0;0;0;0;0
0,83;0;0;0;0;0,00024044;0,00024044;0,00082623;0;0;0;0;0
0,83;0;0;0;0;0,00093989;0,00093989;0,00098361;0,00052459;0;0;0;0
0,83;0;0;0;0;0,0054922;0,0054922;0,006929;0,00098361;0;0;0;0
0,83;0;0;0;0;0,012082;0,012082;0,012131;0,0037086;0;0;0;0
0,83;0;0;0;0;0,012131;0,012131;0,012131;0,011636;0;0;0;0
0,83;0;0;0;0;0,018623;0,012131;0,018623;0,01461;0;0;0;0
0,83;0;0;0;0;0,037508;0,012131;0,037508;0,034439;0;0;0;0
0,83;0;0;0;0;0,038689;0,012131;0,038689;0,038689;0;0;0;0
0,83;0;0;0;0;0,038689;0,012131;0,038689;0,038689;0;0;0;0
0,83;0,0088561;0,0096874;0,0048495;0,00095468;0,038689;0,012131;0,038689;0,038689;0,009153853;0,009974463;0,005006976;0,001005922
0,83;0,015496;0,019592;0,012816;0,0077572;0,038689;0,012131;0,038689;0,038689;0,015934484;0,020096289;0,013177926;0,008108152
0,83;0,012283;0,025735;0,020389;0,013315;0,038689;0,012131;0,038689;0,038689;0,012620258;0,026382821;0,020950611;0,013902221
0,83;0,011523;0,039687;0,022266;0,018044;0,038689;0,012131;0,038689;0,038689;0,011836247;0,040676084;0,022871147;0,018828774
0,83;0,0078355;0,066378;0,033734;0,030664;0,038689;0,012131;0,038689;0,038689;0,008041694;0,066555174;0,0343857;0,031587726
0,83;0,018171;0,096358;0,045805;0,043322;0,038689;0,026295;0,038689;0,049909;0,018601468;0,095268837;0,046351011;0,044202205
0,83;0,023305;0,14654;0,065165;0,057759;0,038689;0,038689;0,038689;0,08255;0,023831416;0,144030632;0,065712411;0,058667874
0,83;0,033004;0,16794;0,081956;0,049006;0,038689;0,038689;0,038689;0,08459;0,033697042;0,164584421;0,082467505;0,049650789
0,83;0,042778;0,21432;0,083346;0,066258;0,038689;0,038689;0,038689;0,08459;0,0433344;0,208244368;0,083665674;0,066971258
0,83;0,053293;0,28738;0,094048;0,070607;0,038689;0,038689;0,038689;0,08459;0,053623816;0,276792316;0,094169874;0,071216858
0,83;0,086277;0,34257;0,1173;0,095423;0,038689;0,038689;0,038689;0,08459;0,086534921;0,328253842;0,117245211;0,0960933
0,83;0,17487;0,38059;0,1429;0,11228;0,038689;0,038689;0,038689;0,08459;0,175102105;0,363428368;0,142643684;0,112930263
0,83;0,17707;0,38359;0,14104;0,10689;0,038689;0,038689;0,038689;0,08459;0,175477737;0,364564895;0,140592158;0,107382474
0,83;0,33266;0,46843;0,13377;0,12678;0,038689;0,038689;0,038689;0,08459;0,326770579;0,442888895;0,133166211;0,127213895
0,83;0,38037;0,53182;0,14913;0,14584;0,049909;0,038689;0,038689;0,08459;0,371653737;0,500726526;0,148287789;0,146178474
0,83;0,29086;0,64904;0,19348;0,11364;0,08255;0,039913;0,063169;0,08459;0,283332158;0,609091421;0,192207789;0,113816368
0,83;0,37795;0,63827;0,20397;0,091451;0,08459;0,071126;0,08459;0,08459;0,366915;0,596541474;0,202446158;0,091574163
0,83;0,34755;0,65122;0,20652;0,10897;0,089421;0,08459;0,08459;0,08459;0,336180632;0,605758895;0,204786632;0,109164316
0,83;0,70464;0,6913;0,17208;0,12287;0,14256;0,10584;0,08459;0,1023;0,679324895;0,640384421;0,170488579;0,123149368
0,83;0,3023;0,7157;0,16884;0,082623;0,15705;0,15512;0,10971;0,15383;0,290806263;0,660562579;0,167156053;0,082853732
0,83;0,30452;0,73793;0,2129;0,089362;0,15705;0,17336;0,15608;0,15705;0,292039105;0,678612158;0,210613737;0,089609321
0,83;0,36646;0,7677;0,23379;0,10804;0,16657;0,2495;0,15705;0,1924;0,350743579;0,703442368;0,231119368;0,108278211
0,83;0,79138;0,77954;0,2351;0,13506;0,2427;0,25902;0,15705;0,25766;0,755828526;0,711879632;0,232255895;0,135294789
0,83;0,62919;0,79775;0,16854;0,15114;0,25902;0,25902;0,15705;0,25902;0,599777684;0,726211421;0,166404789;0,151350632
0,83;0,92433;0,82079;0,21875;0,1703;0,25902;0,25902;0,15705;0,25902;0,879440211;0,745262684;0,215882211;0,170305579
0,83;0,49881;0,8225;0,22783;0,20385;0,25902;0,29188;0,15705;0,25902;0,473854421;0,745204895;0,224781789;0,203505632
0,83;0,27387;0,82714;0,25082;0,19686;0,25902;0,38747;0,1924;0,26798;0,259811842;0,747843947;0,247416;0,196262684
0,83;0,5493;0,83288;0,19064;0,17058;0,33071;0,48262;0,25766;0,38737;0,520191947;0,751503947;0,188008421;0,169862526
0,83;0,49526;0,83625;0,17687;0,16029;0,46107;0,67082;0,33071;0,58116;0,467969526;0,753661421;0,174408632;0,159527842
0,83;0,74985;0,82292;0,2158;0,19386;0,59296;0,8179;0,39567;0,83432;0,706168105;0,741333;0,212819368;0,192901263
0,83;0,62289;0,82236;0,24246;0,2178;0,74793;0,93539;0,50269;0,97261;0,584945053;0,740514316;0,239132842;0,216681632
0,83;0,58313;0,81677;0,24403;0,21944;0,76721;0,94681;0,56066;0,99475;0,545975684;0,735159158;0,240693158;0,218290105
0,83;0,42984;0,80124;0,21786;0,22708;0,76721;0,98794;0,56066;0,99475;0,402734842;0,721424526;0,214909421;0,225735316
0,83;0,32689;0,78822;0,22737;0,23083;0,80945;0,99475;0,56066;0,99475;0,307767474;0,710444526;0,224309842;0,229241211
0,83;0,40598;0,77243;0,2222;0,18924;0,89776;0,99475;0,56066;0,9838;0,384174789;0,696960316;0,219243632;0,187758
0,83;0,70923;0,75303;0,19312;0,24798;0,77873;0,99475;0,56066;0,94365;0,675453;0,680191737;0,190570421;0,245807526
0,83;0,6353;0,72944;0,19162;0,20694;0,76721;0,98794;0,56066;0,94;0,606885789;0,660042474;0,189173842;0,205133368
0,83;0,47513;0,70076;0,18567;0,17252;0,75803;0,94681;0,56066;0,93232;0,454032632;0,635607158;0,183404526;0,171210947
0,83;0,42048;0,6741;0,18371;0,18109;0,61115;0,94;0,56066;0,80945;0,401935421;0,612982579;0,181593789;0,179908263
0,83;0,26241;0,65116;0,19404;0,15367;0,56066;0,94;0,48262;0,76721;0,250921895;0,593709789;0,191947737;0,152872421
0,83;0,3464;0,60394;0,1914;0,16075;0,56066;0,94;0,39344;0,7259;0,331981263;0,552361421;0,189472421;0,160047947
0,83;0,39424;0,59597;0,16082;0,15561;0,56066;0,94;0,39344;0,57443;0,379185632;0,547131474;0,159325579;0,154981737
0,83;0,28792;0,55781;0,14346;0,15393;0,56066;0,94;0,39344;0,56066;0,278169632;0,514172211;0,142268053;0,153354
0,83;0,092257;0,45289;0,11276;0,17412;0,56066;0,94;0,39344;0,56066;0,089821216;0,419426368;0,111928579;0,173532158
0,83;0,09381;0,43888;0,11299;0,17323;0,56066;0,94;0,39344;0,56066;0,091734047;0,408051474;0,112265684;0,172752
0,83;0,09611;0,41689;0,11076;0,16031;0,56066;0,94;0,39344;0,56066;0,094242111;0,389058;0,110156368;0,160028684
0,83;0,11205;0,36391;0,10134;0,094631;0,55322;0,87012;0,39344;0,54505;0,110406789;0,341140895;0,100900421;0,094565732
0,83;0,12887;0,3152;0,10544;0,050594;0,43432;0,72667;0,38448;0,41422;0,127955526;0,297018632;0,105119053;0,050629358
0,83;0,028901;0,26557;0,0905;0,053248;0,33071;0,54767;0,2859;0,28916;0,028849468;0,251364947;0,090344211;0,053361837
0,83;0,022411;0,21413;0,069875;0,065113;0,23862;0,39232;0,25766;0,18664;0,022416537;0,203399684;0,069846284;0,065345447
0,83;0,019147;0,17941;0,051524;0,067045;0,16385;0,27574;0,1924;0,1139;0,019215;0,171230211;0,051589626;0,067415274
0,83;0,0090772;0,14539;0,047306;0,055092;0,15383;0,2495;0,15705;0,08459;0,009188815;0,139744579;0,047475979;0,055560726
0,83;0,031733;0,12479;0,03646;0,042055;0,1023;0,17336;0,15705;0,063169;0,032469979;0,120731842;0,036665495;0,042525347
0,83;0,054441;0,072131;0,024831;0,033659;0,08459;0,15512;0,13193;0,038689;0,055415289;0,070163163;0,025018989;0,034089047
0,83;0,038935;0,039875;0,023112;0,021529;0,08459;0,11068;0,086522;0,038689;0,039483695;0,039167779;0,023356579;0,021856942
0,83;0,025981;0,027378;0,013127;0,013349;0,08459;0,14256;0,13193;0,038689;0,026285542;0,027444221;0,013337811;0,013598826
0,83;0,0049337;0,015748;0,002763;0,003793;0,1023;0,15705;0,15705;0,063169;0,004987039;0,016083774;0,002820319;0,003875747
0,83;0,0018378;0,0047914;0,0012033;0,0012776;0,15383;0,15705;0,15705;0,08459;0,001857835;0,004893998;0,001228508;0,001305657
0,83;0,0004069;0,0015167;0,00019189;0,00042869;0,15705;0,15705;0,15705;0,08459;0,000411413;0,001549432;0,000195974;0,000438275
0,83;0;2,83E-05;0;0;0,15705;0,15705;0,15705;0,08459;0;2,89E-05;0;0
0,83;0;0;0;0;0,15705;0,15705;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,14256;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,089421;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,15705;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,13579;0,08459;0,15705;0,08459;0;0;0;0
0,83;0;0;0;0;0,086522;0,08459;0,15705;0,063169;0;0;0;0
0,83;0;0;0;0;0,083366;0,063169;0,13193;0,038689;0;0;0;0
0,83;0;0;0;0;0,052153;0,038689;0,085556;0,032197;0;0;0;0
0,83;0;0;0;0;0,036918;0,038689;0,078878;0,013311;0;0;0;0
0,83;0;0;0;0;0,017443;0,026295;0,044401;0,011091;0;0;0;0
0,83;0;0;0;0;0,011983;0,012131;0,035384;0,0027672;0;0;0;0
0,83;0;0;0;0;0,0048481;0,010348;0,015436;0,00098361;0;0;0;0
0,83;0;0;0;0;0,00098361;0,002024;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,00098361;0,00098361;0,011091;0,00098361;0;0;0;0
0,83;0;0;0;0;0,00091803;0,00098361;0,0027672;0,00078689;0;0;0;0
0,83;0;0;0;0;0,00039344;0,00098361;0,00098361;6,56E-05;0;0;0;0
0,83;0;0;0;0;0,00091803;0,00098361;0,00098361;0;0;0;0;0
0,83;0;0;0;0;0,00098361;0,00098361;0,006929;0,00052459;0;0;0;0
0,83;0;0;0;0;0,00098361;0,00098361;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,00098361;0,00098361;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,006929;0,00098361;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,012131;0,006929;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,012131;0,012131;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,011636;0,0088612;0,012131;0,00098361;0;0;0;0
0,83;0;0;0;0;0,0037086;0,0012809;0,011388;0,0008612;0;0;0;0
0,83;0;0;0;0;0,00097923;0,00095738;0,0032131;0,0001224;0;0;0;0
0,83;0;0;0;0;0,00039781;0,00028852;0,00097049;0;0;0;0;0
0,83;0;0;0;0;0;0;0,00034098;0;0;0;0;0
0,83;0;0;0;0;0;0;0;0;0;0;0;0
0,83;0,011918;0,0085759;0,01127;0,0069205;0;0;0;0;0,012156979;0,008791513;0,011517442;0,007252001
0,83;0,01959;0,018432;0,021224;0,0075053;0;0;0;0;0,019939295;0,018854779;0,021631563;0,007805239
0,83;0,031163;0,029824;0,031759;0,01412;0;0;6,56E-05;0;0,031706195;0,030495505;0,032353437;0,014668895
0,83;0,037044;0,058286;0,048278;0,019376;0;0;0,00078689;0;0,037683553;0,059585763;0,049173063;0,020122295
0,83;0,020757;0,066788;0,07879;0,04612;0;0;0,00098361;0;0,0208803;0,066914432;0,078924047;0,0471591
0,83;0,082004;0,11315;0,11271;0,070783;0;0,0001224;0,00098361;0,0001224;0,081758621;0,111755211;0,111543316;0,071735037
0,83;0,15298;0,17071;0,13687;0,077377;0,00028852;0,0008612;0,00098361;0,0008612;0,152024842;0,167753211;0,134803579;0,078116921
0,83;0,17986;0,21432;0,15926;0,11254;0,00095738;0,00098361;0,002024;0,00098361;0,178309421;0,209978053;0,156416842;0,113402211
0,83;0,17718;0,25795;0,18824;0,10027;0,0027672;0,0042536;0,010348;0,0042536;0,174341211;0,250584789;0,183471947;0,100765579
0,83;0,26615;0,31462;0,31115;0,10401;0,011091;0,011834;0,012131;0,011834;0,259744421;0,302932421;0,301246895;0,104155895
0,83;0,31794;0,37018;0,35556;0,16192;0,012131;0,012131;0,012131;0,012131;0,308740263;0,354576947;0,342730105;0,161723842
0,83;0,29047;0,44359;0,34517;0,20973;0,012131;0,012131;0,012131;0,012131;0,281116895;0,423423474;0,331644158;0,209101579
0,83;0,16432;0,49302;0,40528;0,30312;0,012131;0,012131;0,012131;0,012131;0,158641737;0,468162158;0,387391737;0,298569316
0,83;0,25024;0,54595;0,47258;0,47755;0,012131;0,012131;0,012131;0,012131;0,241145842;0,515366526;0,449014579;0,464184316
0,83;0,45055;0,58829;0,49692;0,4964;0,012131;0,012131;0,012131;0,012131;0,433498105;0,552631105;0,469972895;0,478939895
0,83;0,67415;0,63646;0,62297;0,38467;0,012131;0,012131;0,012131;0,006929;0,647897053;0,595578316;0,587035105;0,369294
0,83;0,54042;0,73671;0,60433;0,54893;0,012131;0,012131;0,012131;0,00098361;0,518073;0,686076632;0,567194053;0,522513158
0,83;0,39344;0,72107;0,56669;0,77663;0,012131;0,012131;0,012131;0,00098361;0,375882;0,668027053;0,529717579;0,731316158
0,83;0,40537;0,75066;0,62112;0,82738;0,012131;0,012131;0,012131;0,00098361;0,386120368;0,692096368;0,57828;0,772866789
0,83;0,69949;0,78979;0,81072;0,73374;0,0076226;0,0088612;0,011983;0,00095738;0,664607842;0,725151947;0,752438211;0,681068211
0,83;0,38223;0,87513;0,72461;0,76842;0,0010332;0,0012809;0,0048481;0,00028852;0,362590421;0,801125842;0,670627579;0,713960053
0,83;0,49339;0,8669;0,63018;0,39487;0,00078689;0,00095738;0,00098361;0;0,467497579;0,791966211;0,581689579;0,369332526
0,83;0,7177;0,89519;0,7765;0,25004;6,56E-05;0,00028852;0,00098361;0;0,679440474;0,816228158;0,715019526;0,236195211
0,83;0,66298;0,78503;0,84689;0,38094;0;0;0,00098361;0;0,627015789;0,714470526;0,778077474;0,364314474
0,83;0,48473;0,69261;0,7094;0,38682;0;0;0,00098361;0;0,457866;0,632534684;0,650796158;0,372915474
0,83;0,40482;0,41227;0,84038;0,26897;0;0;0,00098361;0;0,381709105;0,379744263;0,770247;0,260457158
0,83;0,68132;0,34149;0,80767;0,2936;0;0;0,00098361;0;0,641337947;0,318718579;0,739628211;0,286067526
0,83;0,88454;0,42941;0,70408;0,26843;0;0,00052459;0,00098361;0;0,831397895;0,407097947;0,644188895;0,263115474
0,83;0,75449;0,42503;0,88662;0,4357;0,00052459;0,00098361;0,00098361;0;0,707054211;0,406895684;0,810815211;0,426861947
0,83;0,72266;0,56213;0,74464;0,64416;0,00098361;0,00098361;0,00098361;0;0,674306842;0,539031316;0,680865947;0,627179526
0,83;0,72143;0,47849;0,75261;0,67934;0,00098361;0,00098361;0,00098361;0;0,670406053;0,459705632;0,688041474;0,658183579
0,83;0,64954;0,28059;0,72192;0,13761;0,0012809;0,002024;0,006929;0;0,601424684;0,270098368;0,659878737;0,132780947
0,83;0,86201;0,33216;0,72627;0,31108;0,0088612;0,010348;0,012131;0,00024044;0,796030737;0,320201842;0,664338158;0,299185737
0,83;0,78561;0,30686;0,6439;0,44979;0,012131;0,012839;0,017443;0,00093989;0,724294737;0,296132526;0,590020895;0,431908895
0,83;0,69005;0,60862;0,78344;0,62691;0,012131;0,030898;0,036918;0,00098361;0,635135211;0,587873053;0,719093684;0,600981632
0,83;0,67454;0,43411;0,70248;0,62084;0,012131;0,038689;0,038689;0,00098361;0,619830632;0,419696053;0,645893684;0,594268421
0,83;0,70945;0,22114;0,59077;0,47032;0,012131;0,038689;0,038689;0,00098361;0,652183105;0,214071474;0,544550211;0,450700105
0,83;0,6888;0,29898;0,56784;0,31512;0,012131;0,038689;0,038689;0,00098361;0,634615105;0,289833474;0,525017368;0,303211737
0,83;0,66053;0,38327;0,5235;0,50834;0,017443;0,038689;0,038689;0,00098361;0,610093105;0,372135316;0,485942053;0,491451316
0,83;0,59027;0,5125;0,70451;0,135;0,036918;0,038689;0,038689;0,00098361;0,546621;0,498414947;0,656546211;0,131124316
0,83;0,63848;0,25525;0,48949;0,1199;0,038689;0,038689;0,038689;0,006929;0,593237842;0,248562158;0,457451842;0,117110368
0,83;0,37237;0,1776;0,52679;0,11455;0,038689;0,041749;0,063169;0,012131;0,347382158;0,173301;0,493570263;0,112256053
0,83;0,43603;0,35193;0,37777;0,11121;0,038689;0,069698;0,08459;0,012131;0,408966474;0,343972579;0,354865895;0,109501421
0,83;0,48315;0,3763;0,53989;0,4066;0,038689;0,044401;0,071126;0,012131;0,455650737;0,368475316;0,508691842;0,403129737
0,83;0,41699;0,30402;0,48784;0,10242;0,038689;0,038689;0,039913;0,012131;0,395019947;0,298164789;0,460909579;0,101979158
0,83;0,3201;0,26978;0,33625;0,12672;0,038689;0,038689;0,038689;0,0099016;0,304165263;0,265012895;0,318622263;0,126366316
0,83;0,34157;0,20835;0,28877;0,094477;0,038689;0,039301;0,038893;0,0062353;0,325778526;0,205017789;0,274625211;0,094365395
0,83;0,22016;0,089883;0,25569;0,11907;0,063169;0,068678;0,066026;0,026246;0,210979737;0,088591263;0,244189421;0,119248579
0,83;0,28528;0,10512;0,21921;0,22407;0,12323;0,12323;0,093607;0,063169;0,2745;0,103828421;0,210064737;0,224252053
0,83;0,20808;0,11569;0,19186;0,17177;0,20463;0,1924;0,14803;0,1184;0,200847316;0,114452053;0,184377316;0,171413211
0,83;0,090218;0,17414;0,14961;0,12041;0,2563;0,24814;0,15705;0,15608;0,087476889;0,172588263;0,144300316;0,119884263
0,83;0,12799;0,10691;0,14736;0,047302;0,1802;0,16177;0,12323;0,10767;0,124873421;0,106217053;0,142951895;0,046969358
0,83;0,10678;0,056197;0,10053;0,071572;0,088839;0,077889;0,068678;0,048138;0,104743421;0,055974884;0,098010947;0,071081053
