HA4;Prozessgas;T24;Elektromobilitaet_PKW
0,009256;0,068896;0,019657;65068,49315
0,009547;0,067579;0,01849;65068,49315
0,011767;0,074498;0,020106;65068,49315
0,015125;0,099327;0,033032;65068,49315
0,027623;0,122115;0,048739;65068,49315
0,032986;0,144432;0,053856;65068,49315
0,034348;0,156978;0,051701;65068,49315
0,022385;0,159776;0,046675;65068,49315
0,017522;0,160052;0,045777;65068,49315
0,016458;0,160327;0,042726;65068,49315
0,012264;0,159776;0,040661;65068,49315
0,012694;0,159776;0,040392;65068,49315
0,010685;0,159776;0,036801;65068,49315
0,008559;0,159776;0,036353;65068,49315
0,0091;0,157022;0,034647;65068,49315
0,006856;0,150702;0,035096;65068,49315
0,007581;0,141503;0,036801;65068,49315
0,011015;0,131116;0,039853;65068,49315
0,014906;0,117556;0,042456;65068,49315
0,015188;0,099198;0,04488;65068,49315
0,011146;0,088935;0,044341;65068,49315
0,00862;0,07865;0,037699;65068,49315
0,009185;0,072595;0,027287;65068,49315
0,038201;0,034027;0,030961;65068,49315
0,027946;0,033345;0,030254;65068,49315
0,034021;0,03256;0,029265;65068,49315
0,028481;0,03588;0,032799;65068,49315
0,030754;0,040893;0,04835;65068,49315
0,034402;0,047979;0,074222;65068,49315
0,036827;0,052341;0,085391;65068,49315
0,042649;0,052341;0,07818;65068,49315
0,046115;0,052341;0,073939;65068,49315
0,044181;0,052341;0,069132;65068,49315
0,045842;0,051514;0,065598;65068,49315
0,030167;0,050963;0,062205;65068,49315
0,031964;0,043649;0,060791;65068,49315
0,028635;0,035812;0,058953;65068,49315
0,032019;0,030963;0,056833;65068,49315
0,026628;0,025166;0,057116;65068,49315
0,027454;0,020093;0,058529;65068,49315
0,020448;0,018905;0,06164;65068,49315
0,017345;0,017521;0,066305;65068,49315
0,0212;0,015425;0,071394;65068,49315
0,021318;0,013764;0,073232;65068,49315
0,02063;0,012455;0,070122;65068,49315
0,020191;0,012484;0,057964;65068,49315
0,017219;0,012263;0,040857;65068,49315
0,019802;0,017601;0,029054;65068,49315
0,021725;0,018007;0,02839;65068,49315
0,025845;0,018457;0,027462;65068,49315
0,031181;0,019283;0,030778;65068,49315
0,048868;0,020661;0,045372;65068,49315
0,059682;0,020661;0,069649;65068,49315
0,034477;0,020372;0,08013;65068,49315
0,049359;0,02011;0,073364;65068,49315
0,036695;0,02011;0,069384;65068,49315
0,026505;0,02011;0,064873;65068,49315
0,026079;0,02025;0,061557;65068,49315
0,02201;0,020661;0,058373;65068,49315
0,022673;0,020661;0,057046;65068,49315
0,018437;0,017451;0,055322;65068,49315
0,019763;0,01708;0,053332;65068,49315
0,017004;0,01708;0,053597;65068,49315
0,021559;0,01801;0,054924;65068,49315
0,020821;0,022038;0,057842;65068,49315
0,023155;0,022314;0,06222;65068,49315
0,021804;0,022517;0,066996;65068,49315
0,020761;0,023415;0,068721;65068,49315
0,023107;0,025344;0,065802;65068,49315
0,019347;0,02617;0,054393;65068,49315
0,019626;0,028951;0,03834;65068,49315
0,010182;0,070157;0,02231;65068,49315
0,010989;0,068896;0,022209;65068,49315
0,011333;0,067579;0,020891;65068,49315
0,013969;0,074498;0,022716;65068,49315
0,017955;0,099327;0,037319;65068,49315
0,032792;0,122115;0,055066;65068,49315
0,039159;0,144432;0,060846;65068,49315
0,040776;0,156978;0,058412;65068,49315
0,026574;0,159776;0,052733;65068,49315
0,020802;0,160052;0,051719;65068,49315
0,019538;0,160327;0,048271;65068,49315
0,014559;0,159776;0,045939;65068,49315
0,015069;0,159776;0,045635;65068,49315
0,012685;0,159776;0,041578;65068,49315
0,010161;0,159776;0,041071;65068,49315
0,010803;0,157022;0,039144;65068,49315
0,008139;0,150702;0,039651;65068,49315
0,009;0,141503;0,041578;65068,49315
0,013076;0,131116;0,045026;65068,49315
0,017696;0,117556;0,047967;65068,49315
0,01803;0,099198;0,050705;65068,49315
0,013231;0,088935;0,050097;65068,49315
0,010234;0,07865;0,042592;65068,49315
0,010904;0,072595;0,030829;65068,49315
0,006402;0,070157;0,016149;65068,49315
0,006909;0,068896;0,016075;65068,49315
0,007126;0,067579;0,015121;65068,49315
0,008783;0,074498;0,016442;65068,49315
0,011289;0,099327;0,027012;65068,49315
0,020618;0,122115;0,039858;65068,49315
0,024621;0,144432;0,044042;65068,49315
0,025637;0,156978;0,04228;65068,49315
0,016708;0,159776;0,03817;65068,49315
0,013079;0,160052;0,037436;65068,49315
0,012284;0,160327;0,03494;65068,49315
0,009154;0,159776;0,033252;65068,49315
0,009475;0,159776;0,033031;65068,49315
0,007975;0,159776;0,030095;65068,49315
0,006389;0,159776;0,029728;65068,49315
0,006792;0,157022;0,028334;65068,49315
0,005118;0,150702;0,028701;65068,49315
0,005658;0,141503;0,030095;65068,49315
0,008222;0,131116;0,032591;65068,49315
0,011126;0,117556;0,03472;65068,49315
0,011336;0,099198;0,036701;65068,49315
0,008319;0,088935;0,036261;65068,49315
0,006434;0,07865;0,030829;65068,49315
0,006856;0,072595;0,022315;65068,49315
0,003193;0,070157;0,013343;65068,49315
0,004168;0,068896;0,01389;65068,49315
0,00529;0,067579;0,013398;65068,49315
0,005558;0,074498;0,012906;65068,49315
0,007295;0,099327;0,020562;65068,49315
0,026476;0,122115;0,027999;65068,49315
0,023016;0,144432;0,024171;65068,49315
0,016876;0,156978;0,030734;65068,49315
0,007214;0,159776;0,027288;65068,49315
0,007182;0,160052;0,027726;65068,49315
0,00943;0,160327;0,026249;65068,49315
0,008263;0,159776;0,025429;65068,49315
0,006123;0,159776;0,025539;65068,49315
0,003747;0,159776;0,023406;65068,49315
0,003729;0,159776;0,023953;65068,49315
0,004163;0,157022;0,021765;65068,49315
0,002306;0,150702;0,021492;65068,49315
0,002537;0,141503;0,022914;65068,49315
0,00308;0,131116;0,024117;65068,49315
0,007479;0,117556;0,024882;65068,49315
0,007805;0,099198;0,027124;65068,49315
0,004514;0,088935;0,026359;65068,49315
0,004397;0,07865;0,023953;65068,49315
0,004217;0,072595;0,017664;65068,49315
0,003413;0,070157;0,014161;65068,49315
0,004454;0,068896;0,014741;65068,49315
0,005653;0,067579;0,014219;65068,49315
0,005939;0,074498;0,013696;65068,49315
0,007795;0,099327;0,021821;65068,49315
0,028293;0,122115;0,029714;65068,49315
0,024595;0,144432;0,025652;65068,49315
0,018034;0,156978;0,032616;65068,49315
0,007709;0,159776;0,02896;65068,49315
0,007675;0,160052;0,029424;65068,49315
0,010077;0,160327;0,027857;65068,49315
0,00883;0,159776;0,026987;65068,49315
0,006543;0,159776;0,027103;65068,49315
0,004004;0,159776;0,024839;65068,49315
0,003985;0,159776;0,02542;65068,49315
0,004449;0,157022;0,023098;65068,49315
0,002464;0,150702;0,022808;65068,49315
0,002711;0,141503;0,024317;65068,49315
0,003291;0,131116;0,025594;65068,49315
0,007992;0,117556;0,026406;65068,49315
0,00834;0,099198;0,028786;65068,49315
0,004824;0,088935;0,027973;65068,49315
0,004698;0,07865;0,02542;65068,49315
0,004506;0,072595;0,018746;65068,49315
0,003387;0,070157;0,014031;65068,49315
0,004421;0,068896;0,014606;65068,49315
0,005612;0,067579;0,014088;65068,49315
0,005895;0,074498;0,013571;65068,49315
0,007738;0,099327;0,021621;65068,49315
0,028084;0,122115;0,029442;65068,49315
0,024413;0,144432;0,025417;65068,49315
0,0179;0,156978;0,032317;65068,49315
0,007652;0,159776;0,028694;65068,49315
0,007618;0,160052;0,029154;65068,49315
0,010003;0,160327;0,027602;65068,49315
0,008765;0,159776;0,026739;65068,49315
0,006494;0,159776;0,026854;65068,49315
0,003974;0,159776;0,024612;65068,49315
0,003955;0,159776;0,025187;65068,49315
0,004416;0,157022;0,022886;65068,49315
0,002446;0,150702;0,022599;65068,49315
0,002691;0,141503;0,024094;65068,49315
0,003267;0,131116;0,025359;65068,49315
0,007933;0,117556;0,026164;65068,49315
0,008278;0,099198;0,028522;65068,49315
0,004789;0,088935;0,027717;65068,49315
0,004664;0,07865;0,025187;65068,49315
0,004473;0,072595;0,018574;65068,49315
0,00895;0,034027;0,011329;65068,49315
0,007342;0,033345;0,011793;65068,49315
0,004256;0,03256;0,011375;65068,49315
0,007092;0,03588;0,010957;65068,49315
0,007877;0,040893;0,017458;65068,49315
0,00909;0,047979;0,023772;65068,49315
0,011915;0,052341;0,020522;65068,49315
0,009191;0,052341;0,026094;65068,49315
0,007859;0,052341;0,023169;65068,49315
0,004145;0,052341;0,02354;65068,49315
0,011088;0,051514;0,022286;65068,49315
0,002917;0,050963;0,02159;65068,49315
0,003285;0,043649;0,021683;65068,49315
0,006002;0,035812;0,019872;65068,49315
0,010314;0,030963;0,020336;65068,49315
0,009478;0,025166;0,018479;65068,49315
0,007799;0,020093;0,018247;65068,49315
0,004566;0,018905;0,019454;65068,49315
0,00125;0,017521;0,020476;65068,49315
0,003857;0,015425;0,021126;65068,49315
0,003265;0,013764;0,023029;65068,49315
0,003943;0,012455;0,022379;65068,49315
0,003119;0,012484;0,020336;65068,49315
0,001836;0,012263;0,014997;65068,49315
0,009178;0,017601;0,017113;65068,49315
0,010142;0,018007;0,017035;65068,49315
0,016634;0,018457;0,016024;65068,49315
0,015641;0,019283;0,017424;65068,49315
0,021289;0,020661;0,028626;65068,49315
0,026617;0,020661;0,042238;65068,49315
0,02332;0,020372;0,046672;65068,49315
0,024649;0,02011;0,044805;65068,49315
0,013639;0,02011;0,040449;65068,49315
0,00885;0,02011;0,039671;65068,49315
0,009096;0,02025;0,037027;65068,49315
0,006584;0,020661;0,035237;65068,49315
0,006651;0,020661;0,035004;65068,49315
0,007014;0,017451;0,031893;65068,49315
0,005287;0,01708;0,031504;65068,49315
0,005041;0,01708;0,030026;65068,49315
0,005297;0,01801;0,030415;65068,49315
0,008203;0,022038;0,031893;65068,49315
0,010026;0,022314;0,034537;65068,49315
0,008331;0,022517;0,036793;65068,49315
0,012834;0,023415;0,038893;65068,49315
0,014786;0,025344;0,038427;65068,49315
0,010001;0,02617;0,03267;65068,49315
0,009085;0,028951;0,023647;65068,49315
0,015357;0,070157;0,028661;65068,49315
0,016759;0,068896;0,028007;65068,49315
0,020687;0,067579;0,02709;65068,49315
0,021744;0,074498;0,030362;65068,49315
0,022773;0,099327;0,044758;65068,49315
0,034337;0,122115;0,068708;65068,49315
0,045719;0,144432;0,079046;65068,49315
0,050165;0,156978;0,072372;65068,49315
0,041832;0,159776;0,068446;65068,49315
0,036778;0,160052;0,063996;65068,49315
0,030069;0,160327;0,060724;65068,49315
0,027351;0,159776;0,057583;65068,49315
0,024593;0,159776;0,056275;65068,49315
0,023009;0,159776;0,054573;65068,49315
0,019948;0,159776;0,05261;65068,49315
0,019407;0,157022;0,052872;65068,49315
0,019132;0,150702;0,054181;65068,49315
0,018547;0,141503;0,05706;65068,49315
0,021226;0,131116;0,061379;65068,49315
0,023645;0,117556;0,06609;65068,49315
0,020628;0,099198;0,067791;65068,49315
0,019716;0,088935;0,064912;65068,49315
0,016007;0,07865;0,053657;65068,49315
0,014001;0,072595;0,037822;65068,49315
0,019476;0,070157;0,03329;65068,49315
0,021253;0,068896;0,03253;65068,49315
0,026235;0,067579;0,031466;65068,49315
0,027577;0,074498;0,035266;65068,49315
0,028881;0,099327;0,051987;65068,49315
0,043547;0,122115;0,079804;65068,49315
0,057982;0,144432;0,091813;65068,49315
0,06362;0,156978;0,08406;65068,49315
0,053051;0,159776;0,0795;65068,49315
0,046642;0,160052;0,074332;65068,49315
0,038134;0,160327;0,070532;65068,49315
0,034687;0,159776;0,066884;65068,49315
0,031189;0,159776;0,065363;65068,49315
0,02918;0,159776;0,063387;65068,49315
0,025299;0,159776;0,061107;65068,49315
0,024612;0,157022;0,061411;65068,49315
0,024263;0,150702;0,062931;65068,49315
0,023521;0,141503;0,066276;65068,49315
0,026919;0,131116;0,071292;65068,49315
0,029987;0,117556;0,076764;65068,49315
0,026161;0,099198;0,07874;65068,49315
0,025005;0,088935;0,075396;65068,49315
0,0203;0,07865;0,062323;65068,49315
0,017756;0,072595;0,04393;65068,49315
0,017535;0,070157;0,031059;65068,49315
0,019136;0,068896;0,03035;65068,49315
0,023622;0,067579;0,029357;65068,49315
0,024829;0,074498;0,032902;65068,49315
0,026004;0,099327;0,048503;65068,49315
0,039208;0,122115;0,074456;65068,49315
0,052205;0,144432;0,08566;65068,49315
0,057282;0,156978;0,078427;65068,49315
0,047766;0,159776;0,074172;65068,49315
0,041995;0,160052;0,06935;65068,49315
0,034335;0,160327;0,065805;65068,49315
0,031231;0,159776;0,062401;65068,49315
0,028082;0,159776;0,060983;65068,49315
0,026273;0,159776;0,059139;65068,49315
0,022778;0,159776;0,057012;65068,49315
0,02216;0,157022;0,057296;65068,49315
0,021846;0,150702;0,058714;65068,49315
0,021178;0,141503;0,061834;65068,49315
0,024237;0,131116;0,066514;65068,49315
0,026999;0,117556;0,071619;65068,49315
0,023555;0,099198;0,073463;65068,49315
0,022513;0,088935;0,070343;65068,49315
0,018277;0,07865;0,058146;65068,49315
0,015987;0,072595;0,040986;65068,49315
0,006402;0,070157;0,016149;65068,49315
0,006909;0,068896;0,016075;65068,49315
0,007126;0,067579;0,015121;65068,49315
0,008783;0,074498;0,016442;65068,49315
0,011289;0,099327;0,027012;65068,49315
0,020618;0,122115;0,039858;65068,49315
0,024621;0,144432;0,044042;65068,49315
0,025637;0,156978;0,04228;65068,49315
0,016708;0,159776;0,03817;65068,49315
0,013079;0,160052;0,037436;65068,49315
0,012284;0,160327;0,03494;65068,49315
0,009154;0,159776;0,033252;65068,49315
0,009475;0,159776;0,033031;65068,49315
0,007975;0,159776;0,030095;65068,49315
0,006389;0,159776;0,029728;65068,49315
0,006792;0,157022;0,028334;65068,49315
0,005118;0,150702;0,028701;65068,49315
0,005658;0,141503;0,030095;65068,49315
0,008222;0,131116;0,032591;65068,49315
0,011126;0,117556;0,03472;65068,49315
0,011336;0,099198;0,036701;65068,49315
0,008319;0,088935;0,036261;65068,49315
0,006434;0,07865;0,030829;65068,49315
0,006856;0,072595;0,022315;65068,49315
0,00758;0,070157;0,018131;65068,49315
0,008181;0,068896;0,018049;65068,49315
0,008438;0,067579;0,016977;65068,49315
0,0104;0,074498;0,018461;65068,49315
0,013368;0,099327;0,030328;65068,49315
0,024414;0,122115;0,044751;65068,49315
0,029154;0,144432;0,049448;65068,49315
0,030357;0,156978;0,047471;65068,49315
0,019785;0,159776;0,042855;65068,49315
0,015487;0,160052;0,042031;65068,49315
0,014546;0,160327;0,039229;65068,49315
0,010839;0,159776;0,037334;65068,49315
0,011219;0,159776;0,037086;65068,49315
0,009444;0,159776;0,03379;65068,49315
0,007565;0,159776;0,033378;65068,49315
0,008043;0,157022;0,031812;65068,49315
0,00606;0,150702;0,032224;65068,49315
0,0067;0,141503;0,03379;65068,49315
0,009735;0,131116;0,036592;65068,49315
0,013174;0,117556;0,038982;65068,49315
0,013423;0,099198;0,041207;65068,49315
0,009851;0,088935;0,040713;65068,49315
0,007619;0,07865;0,034614;65068,49315
0,008118;0,072595;0,025054;65068,49315
0,013017;0,034027;0,016695;65068,49315
0,011702;0,033345;0,016619;65068,49315
0,009035;0,03256;0,015633;65068,49315
0,011142;0,03588;0,016999;65068,49315
0,012378;0,040893;0,027926;65068,49315
0,013307;0,047979;0,041206;65068,49315
0,017997;0,052341;0,045532;65068,49315
0,01659;0,052341;0,04371;65068,49315
0,017199;0,052341;0,039461;65068,49315
0,013768;0,052341;0,038702;65068,49315
0,018285;0,051514;0,036122;65068,49315
0,011009;0,050963;0,034376;65068,49315
0,011175;0,043649;0,034149;65068,49315
0,012181;0,035812;0,031113;65068,49315
0,014768;0,030963;0,030734;65068,49315
0,013833;0,025166;0,029292;65068,49315
0,012616;0,020093;0,029672;65068,49315
0,009857;0,018905;0,031113;65068,49315
0,005292;0,017521;0,033693;65068,49315
0,008061;0,015425;0,035894;65068,49315
0,007201;0,013764;0,037943;65068,49315
0,007553;0,012455;0,037488;65068,49315
0,006559;0,012484;0,031872;65068,49315
0,004936;0,012263;0,023069;65068,49315
0,006523;0,017601;0,01333;65068,49315
0,007209;0,018007;0,013269;65068,49315
0,011823;0,018457;0,012481;65068,49315
0,011118;0,019283;0,013572;65068,49315
0,015132;0,020661;0,022297;65068,49315
0,018919;0,020661;0,0329;65068,49315
0,016576;0,020372;0,036353;65068,49315
0,01752;0,02011;0,034899;65068,49315
0,009695;0,02011;0,031506;65068,49315
0,006291;0,02011;0,0309;65068,49315
0,006465;0,02025;0,02884;65068,49315
0,00468;0,020661;0,027447;65068,49315
0,004728;0,020661;0,027265;65068,49315
0,004986;0,017451;0,024842;65068,49315
0,003758;0,01708;0,024539;65068,49315
0,003583;0,01708;0,023387;65068,49315
0,003765;0,01801;0,02369;65068,49315
0,005831;0,022038;0,024842;65068,49315
0,007127;0,022314;0,026902;65068,49315
0,005922;0,022517;0,028659;65068,49315
0,009122;0,023415;0,030295;65068,49315
0,01051;0,025344;0,029931;65068,49315
0,007109;0,02617;0,025447;65068,49315
0,006458;0,028951;0,018419;65068,49315
0,008564;0,070157;0,01985;65068,49315
0,009243;0,068896;0,01976;65068,49315
0,009533;0,067579;0,018587;65068,49315
0,01175;0,074498;0,020211;65068,49315
0,015103;0,099327;0,033204;65068,49315
0,027583;0,122115;0,048994;65068,49315
0,032938;0,144432;0,054137;65068,49315
0,034298;0,156978;0,051971;65068,49315
0,022353;0,159776;0,046918;65068,49315
0,017497;0,160052;0,046016;65068,49315
0,016434;0,160327;0,042948;65068,49315
0,012247;0,159776;0,040873;65068,49315
0,012675;0,159776;0,040602;65068,49315
0,01067;0,159776;0,036993;65068,49315
0,008547;0,159776;0,036542;65068,49315
0,009087;0,157022;0,034828;65068,49315
0,006846;0,150702;0,035279;65068,49315
0,00757;0,141503;0,036993;65068,49315
0,010999;0,131116;0,040061;65068,49315
0,014885;0,117556;0,042678;65068,49315
0,015166;0,099198;0,045114;65068,49315
0,011129;0,088935;0,044572;65068,49315
0,008608;0,07865;0,037896;65068,49315
0,009172;0,072595;0,027429;65068,49315
0,009531;0,070157;0,021345;65068,49315
0,010286;0,068896;0,021248;65068,49315
0,010609;0,067579;0,019987;65068,49315
0,013076;0,074498;0,021734;65068,49315
0,016808;0,099327;0,035705;65068,49315
0,030697;0,122115;0,052685;65068,49315
0,036656;0,144432;0,058215;65068,49315
0,03817;0,156978;0,055886;65068,49315
0,024876;0,159776;0,050453;65068,49315
0,019472;0,160052;0,049483;65068,49315
0,018289;0,160327;0,046184;65068,49315
0,013629;0,159776;0,043952;65068,49315
0,014106;0,159776;0,043661;65068,49315
0,011874;0,159776;0,03978;65068,49315
0,009512;0,159776;0,039295;65068,49315
0,010112;0,157022;0,037452;65068,49315
0,007619;0,150702;0,037937;65068,49315
0,008425;0,141503;0,03978;65068,49315
0,012241;0,131116;0,043079;65068,49315
0,016565;0,117556;0,045893;65068,49315
0,016878;0,099198;0,048512;65068,49315
0,012386;0,088935;0,04793;65068,49315
0,00958;0,07865;0,04075;65068,49315
0,010207;0,072595;0,029496;65068,49315
0,003421;0,070157;0,01417;65068,49315
0,004465;0,068896;0,014751;65068,49315
0,005667;0,067579;0,014228;65068,49315
0,005954;0,074498;0,013705;65068,49315
0,007814;0,099327;0,021835;65068,49315
0,028362;0,122115;0,029733;65068,49315
0,024655;0,144432;0,025668;65068,49315
0,018078;0,156978;0,032637;65068,49315
0,007728;0,159776;0,028978;65068,49315
0,007694;0,160052;0,029443;65068,49315
0,010102;0,160327;0,027875;65068,49315
0,008852;0,159776;0,027004;65068,49315
0,006559;0,159776;0,02712;65068,49315
0,004014;0,159776;0,024855;65068,49315
0,003995;0,159776;0,025436;65068,49315
0,004459;0,157022;0,023113;65068,49315
0,00247;0,150702;0,022823;65068,49315
0,002718;0,141503;0,024333;65068,49315
0,003299;0,131116;0,02561;65068,49315
0,008012;0,117556;0,026423;65068,49315
0,00836;0,099198;0,028804;65068,49315
0,004836;0,088935;0,027991;65068,49315
0,00471;0,07865;0,025436;65068,49315
0,004517;0,072595;0,018758;65068,49315
0,002779;0,070157;0,011642;65068,49315
0,003627;0,068896;0,012119;65068,49315
0,004604;0,067579;0,01169;65068,49315
0,004837;0,074498;0,01126;65068,49315
0,006348;0,099327;0,01794;65068,49315
0,02304;0,122115;0,024429;65068,49315
0,020029;0,144432;0,021089;65068,49315
0,014686;0,156978;0,026815;65068,49315
0,006278;0,159776;0,023809;65068,49315
0,00625;0,160052;0,024191;65068,49315
0,008207;0,160327;0,022903;65068,49315
0,007191;0,159776;0,022187;65068,49315
0,005328;0,159776;0,022282;65068,49315
0,003261;0,159776;0,020421;65068,49315
0,003245;0,159776;0,020899;65068,49315
0,003623;0,157022;0,01899;65068,49315
0,002007;0,150702;0,018752;65068,49315
0,002208;0,141503;0,019992;65068,49315
0,00268;0,131116;0,021042;65068,49315
0,006509;0,117556;0,02171;65068,49315
0,006792;0,099198;0,023666;65068,49315
0,003929;0,088935;0,022998;65068,49315
0,003826;0,07865;0,020899;65068,49315
0,00367;0,072595;0,015412;65068,49315
0,006506;0,070157;0,016257;65068,49315
0,007022;0,068896;0,016183;65068,49315
0,007242;0,067579;0,015222;65068,49315
0,008926;0,074498;0,016552;65068,49315
0,011474;0,099327;0,027193;65068,49315
0,020955;0,122115;0,040124;65068,49315
0,025023;0,144432;0,044336;65068,49315
0,026056;0,156978;0,042563;65068,49315
0,016981;0,159776;0,038425;65068,49315
0,013292;0,160052;0,037686;65068,49315
0,012485;0,160327;0,035174;65068,49315
0,009304;0,159776;0,033474;65068,49315
0,009629;0,159776;0,033252;65068,49315
0,008106;0,159776;0,030297;65068,49315
0,006493;0,159776;0,029927;65068,49315
0,006903;0,157022;0,028523;65068,49315
0,005201;0,150702;0,028893;65068,49315
0,005751;0,141503;0,030297;65068,49315
0,008356;0,131116;0,032809;65068,49315
0,011308;0,117556;0,034952;65068,49315
0,011521;0,099198;0,036947;65068,49315
0,008455;0,088935;0,036504;65068,49315
0,006539;0,07865;0,031036;65068,49315
0,006968;0,072595;0,022464;65068,49315
0,012512;0,034027;0,016237;65068,49315
0,011248;0,033345;0,016163;65068,49315
0,008684;0,03256;0,015203;65068,49315
0,01071;0,03588;0,016532;65068,49315
0,011898;0,040893;0,02716;65068,49315
0,012791;0,047979;0,040075;65068,49315
0,017299;0,052341;0,044282;65068,49315
0,015946;0,052341;0,042511;65068,49315
0,016532;0,052341;0,038378;65068,49315
0,013234;0,052341;0,03764;65068,49315
0,017576;0,051514;0,03513;65068,49315
0,010582;0,050963;0,033433;65068,49315
0,010742;0,043649;0,033211;65068,49315
0,011708;0,035812;0,030259;65068,49315
0,014195;0,030963;0,02989;65068,49315
0,013297;0,025166;0,028488;65068,49315
0,012126;0,020093;0,028857;65068,49315
0,009475;0,018905;0,030259;65068,49315
0,005087;0,017521;0,032769;65068,49315
0,007748;0,015425;0,034909;65068,49315
0,006921;0,013764;0,036902;65068,49315
0,00726;0,012455;0,036459;65068,49315
0,006304;0,012484;0,030997;65068,49315
0,004745;0,012263;0,022436;65068,49315
0,005975;0,017601;0,01243;65068,49315
0,006603;0,018007;0,012374;65068,49315
0,010829;0,018457;0,011639;65068,49315
0,010183;0,019283;0,012656;65068,49315
0,01386;0,020661;0,020793;65068,49315
0,017329;0,020661;0,030681;65068,49315
0,015183;0,020372;0,033901;65068,49315
0,016047;0,02011;0,032545;65068,49315
0,00888;0,02011;0,029381;65068,49315
0,005762;0,02011;0,028816;65068,49315
0,005922;0,02025;0,026895;65068,49315
0,004287;0,020661;0,025595;65068,49315
0,00433;0,020661;0,025426;65068,49315
0,004567;0,017451;0,023166;65068,49315
0,003442;0,01708;0,022883;65068,49315
0,003282;0,01708;0,02181;65068,49315
0,003448;0,01801;0,022092;65068,49315
0,005341;0,022038;0,023166;65068,49315
0,006528;0,022314;0,025087;65068,49315
0,005424;0,022517;0,026725;65068,49315
0,008355;0,023415;0,028251;65068,49315
0,009627;0,025344;0,027912;65068,49315
0,006511;0,02617;0,023731;65068,49315
0,005915;0,028951;0,017177;65068,49315
0,002963;0,070157;0,012445;65068,49315
0,003867;0,068896;0,012955;65068,49315
0,004909;0,067579;0,012496;65068,49315
0,005157;0,074498;0,012037;65068,49315
0,006769;0,099327;0,019177;65068,49315
0,024568;0,122115;0,026113;65068,49315
0,021357;0,144432;0,022543;65068,49315
0,01566;0,156978;0,028663;65068,49315
0,006694;0,159776;0,02545;65068,49315
0,006665;0,160052;0,025858;65068,49315
0,008751;0,160327;0,024481;65068,49315
0,007668;0,159776;0,023716;65068,49315
0,005681;0,159776;0,023818;65068,49315
0,003477;0,159776;0,021829;65068,49315
0,00346;0,159776;0,022339;65068,49315
0,003863;0,157022;0,020299;65068,49315
0,00214;0,150702;0,020044;65068,49315
0,002354;0,141503;0,02137;65068,49315
0,002858;0,131116;0,022492;65068,49315
0,00694;0,117556;0,023206;65068,49315
0,007242;0,099198;0,025297;65068,49315
0,004189;0,088935;0,024583;65068,49315
0,00408;0,07865;0,022339;65068,49315
0,003913;0,072595;0,016474;65068,49315
0,002917;0,070157;0,012248;65068,49315
0,003806;0,068896;0,01275;65068,49315
0,004832;0,067579;0,012298;65068,49315
0,005076;0,074498;0,011847;65068,49315
0,006662;0,099327;0,018874;65068,49315
0,02418;0,122115;0,025701;65068,49315
0,02102;0,144432;0,022187;65068,49315
0,015412;0,156978;0,028211;65068,49315
0,006588;0,159776;0,025049;65068,49315
0,00656;0,160052;0,02545;65068,49315
0,008613;0,160327;0,024095;65068,49315
0,007547;0,159776;0,023342;65068,49315
0,005592;0,159776;0,023442;65068,49315
0,003422;0,159776;0,021485;65068,49315
0,003406;0,159776;0,021986;65068,49315
0,003802;0,157022;0,019979;65068,49315
0,002106;0,150702;0,019728;65068,49315
0,002317;0,141503;0,021033;65068,49315
0,002813;0,131116;0,022137;65068,49315
0,006831;0,117556;0,02284;65068,49315
0,007128;0,099198;0,024898;65068,49315
0,004123;0,088935;0,024195;65068,49315
0,004015;0,07865;0,021986;65068,49315
0,003851;0,072595;0,016214;65068,49315
0,002825;0,070157;0,011857;65068,49315
0,003687;0,068896;0,012343;65068,49315
0,00468;0,067579;0,011906;65068,49315
0,004917;0,074498;0,011468;65068,49315
0,006453;0,099327;0,018272;65068,49315
0,023423;0,122115;0,024881;65068,49315
0,020361;0,144432;0,021479;65068,49315
0,014929;0,156978;0,02731;65068,49315
0,006382;0,159776;0,024249;65068,49315
0,006354;0,160052;0,024638;65068,49315
0,008343;0,160327;0,023326;65068,49315
0,00731;0,159776;0,022597;65068,49315
0,005416;0,159776;0,022694;65068,49315
0,003315;0,159776;0,020799;65068,49315
0,003299;0,159776;0,021285;65068,49315
0,003683;0,157022;0,019341;65068,49315
0,00204;0,150702;0,019098;65068,49315
0,002245;0,141503;0,020361;65068,49315
0,002725;0,131116;0,02143;65068,49315
0,006617;0,117556;0,022111;65068,49315
0,006904;0,099198;0,024103;65068,49315
0,003994;0,088935;0,023423;65068,49315
0,00389;0,07865;0,021285;65068,49315
0,003731;0,072595;0,015696;65068,49315
0,005065;0,070157;0,01347;65068,49315
0,005467;0,068896;0,013408;65068,49315
0,005638;0,067579;0,012612;65068,49315
0,00695;0,074498;0,013715;65068,49315
0,008933;0,099327;0,022531;65068,49315
0,016314;0,122115;0,033246;65068,49315
0,019482;0,144432;0,036735;65068,49315
0,020286;0,156978;0,035266;65068,49315
0,013221;0,159776;0,031837;65068,49315
0,010349;0,160052;0,031225;65068,49315
0,00972;0,160327;0,029143;65068,49315
0,007243;0,159776;0,027735;65068,49315
0,007497;0,159776;0,027552;65068,49315
0,006311;0,159776;0,025103;65068,49315
0,005055;0,159776;0,024796;65068,49315
0,005374;0,157022;0,023633;65068,49315
0,004049;0,150702;0,023939;65068,49315
0,004477;0,141503;0,025103;65068,49315
