HA4;Prozessgas;T24;Elektromobilitaet_PKW
0,101716;0,105472;0,09004;65068,49315
0,111818;0,107333;0,086014;65068,49315
0,111751;0,111657;0,094432;65068,49315
0,117881;0,132961;0,126642;65068,49315
0,135342;0,15819;0,1874;65068,49315
0,181137;0,188254;0,191793;65068,49315
0,229308;0,196219;0,185936;65068,49315
0,238925;0,19929;0,181178;65068,49315
0,210507;0,200333;0,171296;65068,49315
0,187847;0,198921;0,165073;65068,49315
0,17637;0,196131;0,159217;65068,49315
0,162612;0,194348;0,156289;65068,49315
0,148504;0,192398;0,153727;65068,49315
0,143965;0,190863;0,154093;65068,49315
0,139996;0,179727;0,158119;65068,49315
0,141676;0,174787;0,166537;65068,49315
0,147518;0,162363;0,174956;65068,49315
0,137201;0,149436;0,182642;65068,49315
0,12495;0,139407;0,187766;65068,49315
0,102849;0,13359;0,186302;65068,49315
0,093797;0,124855;0,170198;65068,49315
0,088247;0,112091;0,143478;65068,49315
0,094338;0,112039;0,105047;65068,49315
0,095136;0,108994;0,082033;65068,49315
0,101033;0,105472;0,09009;65068,49315
0,111067;0,107333;0,086062;65068,49315
0,111001;0,111657;0,094485;65068,49315
0,11709;0,132961;0,126712;65068,49315
0,134433;0,15819;0,187504;65068,49315
0,17992;0,188254;0,191899;65068,49315
0,227767;0,196219;0,186039;65068,49315
0,237321;0,19929;0,181279;65068,49315
0,209093;0,200333;0,171391;65068,49315
0,186586;0,198921;0,165165;65068,49315
0,175185;0,196131;0,159305;65068,49315
0,16152;0,194348;0,156376;65068,49315
0,147507;0,192398;0,153812;65068,49315
0,142998;0,190863;0,154178;65068,49315
0,139056;0,179727;0,158207;65068,49315
0,140725;0,174787;0,16663;65068,49315
0,146528;0,162363;0,175053;65068,49315
0,136279;0,149436;0,182743;65068,49315
0,12411;0,139407;0,187871;65068,49315
0,102158;0,13359;0,186406;65068,49315
0,093167;0,124855;0,170292;65068,49315
0,087655;0,112091;0,143558;65068,49315
0,093704;0,112039;0,105105;65068,49315
0,097977;0,108994;0,082669;65068,49315
0,104049;0,105472;0,090788;65068,49315
0,114383;0,107333;0,086728;65068,49315
0,114315;0,111657;0,095217;65068,49315
0,120586;0,132961;0,127694;65068,49315
0,138447;0,15819;0,188957;65068,49315
0,185292;0,188254;0,193386;65068,49315
0,234568;0,196219;0,187481;65068,49315
0,244406;0,19929;0,182683;65068,49315
0,215336;0,200333;0,172719;65068,49315
0,192157;0,198921;0,166445;65068,49315
0,180416;0,196131;0,16054;65068,49315
0,166342;0,194348;0,157587;65068,49315
0,151911;0,192398;0,155004;65068,49315
0,147268;0,190863;0,155373;65068,49315
0,143208;0,179727;0,159433;65068,49315
0,144927;0,174787;0,167921;65068,49315
0,150903;0,162363;0,176409;65068,49315
0,140348;0,149436;0,184159;65068,49315
0,127816;0,139407;0,189326;65068,49315
0,105208;0,13359;0,18785;65068,49315
0,095948;0,124855;0,171611;65068,49315
0,090272;0,112091;0,14467;65068,49315
0,096502;0,112039;0,105919;65068,49315
0,063562;0,054798;0,056408;65068,49315
0,071393;0,054219;0,061948;65068,49315
0,065291;0,055029;0,059178;65068,49315
0,06753;0,055856;0,06497;65068,49315
0,07172;0,05698;0,08713;65068,49315
0,075321;0,059227;0,128932;65068,49315
0,098326;0,061609;0,131954;65068,49315
0,122326;0,06336;0,127925;65068,49315
0,131237;0,066114;0,124651;65068,49315
0,124235;0,070246;0,117852;65068,49315
0,106735;0,072175;0,113571;65068,49315
0,095805;0,07322;0,109542;65068,49315
0,093659;0,067167;0,107527;65068,49315
0,081059;0,058478;0,105765;65068,49315
0,076514;0,050816;0,106017;65068,49315
0,07498;0,046556;0,108787;65068,49315
0,073335;0,044352;0,114578;65068,49315
0,067871;0,042423;0,12037;65068,49315
0,062848;0,040495;0,125659;65068,49315
0,057623;0,038567;0,129184;65068,49315
0,056929;0,036703;0,128177;65068,49315
0,057702;0,035736;0,117097;65068,49315
0,051808;0,034197;0,098714;65068,49315
0,0519;0,036575;0,072273;65068,49315
0,053025;0,042854;0,049857;65068,49315
0,067408;0,044016;0,054754;65068,49315
0,064853;0,048015;0,052306;65068,49315
0,067408;0,048613;0,057425;65068,49315
0,082604;0,050609;0,077012;65068,49315
0,107216;0,051115;0,11396;65068,49315
0,072767;0,050777;0,116631;65068,49315
0,0817;0,050412;0,113069;65068,49315
0,070593;0,050412;0,110176;65068,49315
0,072139;0,050432;0,104166;65068,49315
0,059529;0,050963;0,100383;65068,49315
0,059982;0,050963;0,096821;65068,49315
0,060698;0,050963;0,095041;65068,49315
0,050965;0,046263;0,093483;65068,49315
0,049068;0,046338;0,093705;65068,49315
0,048449;0,046148;0,096154;65068,49315
0,049546;0,047495;0,101273;65068,49315
0,049081;0,055095;0,106392;65068,49315
0,053948;0,05785;0,111066;65068,49315
0,055592;0,059778;0,114182;65068,49315
0,062902;0,060648;0,113292;65068,49315
0,068147;0,062966;0,103499;65068,49315
0,058866;0,06517;0,08725;65068,49315
0,058597;0,070756;0,06388;65068,49315
0,040723;0,108994;0,052065;65068,49315
0,04444;0,105472;0,050877;65068,49315
0,054857;0,107333;0,049213;65068,49315
0,057662;0,111657;0,055156;65068,49315
0,06039;0,132961;0,081308;65068,49315
0,091055;0,15819;0,124815;65068,49315
0,121238;0,188254;0,143596;65068,49315
0,133028;0,196219;0,131471;65068,49315
0,110929;0,19929;0,124339;65068,49315
0,097527;0,200333;0,116256;65068,49315
0,079738;0,198921;0,110312;65068,49315
0,072529;0,196131;0,104606;65068,49315
0,065215;0,194348;0,102229;65068,49315
0,061015;0,192398;0,099138;65068,49315
0,052898;0,190863;0,095572;65068,49315
0,051463;0,179727;0,096048;65068,49315
0,050733;0,174787;0,098425;65068,49315
0,049183;0,162363;0,103656;65068,49315
0,056287;0,149436;0,111501;65068,49315
0,062702;0,139407;0,12006;65068,49315
0,054702;0,13359;0,12315;65068,49315
0,052284;0,124855;0,11792;65068,49315
0,042446;0,112091;0,097474;65068,49315
0,037127;0,112039;0,068707;65068,49315
0,021418;0,108994;0,035316;65068,49315
0,023373;0,105472;0,034509;65068,49315
0,028852;0,107333;0,03338;65068,49315
0,030327;0,111657;0,037412;65068,49315
0,031762;0,132961;0,05515;65068,49315
0,04789;0,15819;0,084661;65068,49315
0,063764;0,188254;0,0974;65068,49315
0,069965;0,196219;0,089176;65068,49315
0,058342;0,19929;0,084338;65068,49315
0,051294;0,200333;0,078855;65068,49315
0,041938;0,198921;0,074824;65068,49315
0,038146;0,196131;0,070954;65068,49315
0,0343;0,194348;0,069341;65068,49315
0,032091;0,192398;0,067245;65068,49315
0,027822;0,190863;0,064826;65068,49315
0,027067;0,179727;0,065148;65068,49315
0,026683;0,174787;0,066761;65068,49315
0,025867;0,162363;0,070309;65068,49315
0,029604;0,149436;0,07563;65068,49315
0,032977;0,139407;0,081435;65068,49315
0,02877;0,13359;0,083532;65068,49315
0,027498;0,124855;0,079984;65068,49315
0,022324;0,112091;0,066116;65068,49315
0,019527;0,112039;0,046604;65068,49315
0,014506;0,108994;0,02754;65068,49315
0,01583;0,105472;0,026911;65068,49315
0,019541;0,107333;0,026031;65068,49315
0,02054;0,111657;0,029175;65068,49315
0,021512;0,132961;0,043008;65068,49315
0,032436;0,15819;0,066021;65068,49315
0,043187;0,188254;0,075955;65068,49315
0,047387;0,196219;0,069542;65068,49315
0,039515;0,19929;0,065769;65068,49315
0,034741;0,200333;0,061494;65068,49315
0,028404;0,198921;0,05835;65068,49315
0,025836;0,196131;0,055332;65068,49315
0,023231;0,194348;0,054074;65068,49315
0,021735;0,192398;0,052439;65068,49315
0,018843;0,190863;0,050553;65068,49315
0,018332;0,179727;0,050804;65068,49315
0,018072;0,174787;0,052062;65068,49315
0,01752;0,162363;0,054829;65068,49315
0,02005;0,149436;0,058978;65068,49315
0,022335;0,139407;0,063506;65068,49315
0,019486;0,13359;0,06514;65068,49315
0,018624;0,124855;0,062374;65068,49315
0,01512;0,112091;0,051559;65068,49315
0,013225;0,112039;0,036343;65068,49315
0,013652;0,108994;0,02658;65068,49315
0,014898;0,105472;0,025974;65068,49315
0,01839;0,107333;0,025124;65068,49315
0,019331;0,111657;0,028158;65068,49315
0,020245;0,132961;0,041509;65068,49315
0,030525;0,15819;0,06372;65068,49315
0,040644;0,188254;0,073308;65068,49315
0,044596;0,196219;0,067119;65068,49315
0,037188;0,19929;0,063477;65068,49315
0,032695;0,200333;0,059351;65068,49315
0,026731;0,198921;0,056316;65068,49315
0,024314;0,196131;0,053404;65068,49315
0,021863;0,194348;0,05219;65068,49315
0,020455;0,192398;0,050612;65068,49315
0,017734;0,190863;0,048791;65068,49315
0,017252;0,179727;0,049034;65068,49315
0,017008;0,174787;0,050248;65068,49315
0,016488;0,162363;0,052918;65068,49315
0,01887;0,149436;0,056923;65068,49315
0,02102;0,139407;0,061293;65068,49315
0,018338;0,13359;0,062871;65068,49315
0,017528;0,124855;0,0602;65068,49315
0,01423;0,112091;0,049762;65068,49315
0,012446;0,112039;0,035076;65068,49315
0,011433;0,108994;0,023924;65068,49315
0,012339;0,105472;0,023815;65068,49315
0,012726;0,107333;0,022401;65068,49315
0,015685;0,111657;0,024359;65068,49315
0,020162;0,132961;0,040018;65068,49315
0,036822;0,15819;0,059049;65068,49315
0,043971;0,188254;0,065247;65068,49315
0,045786;0,196219;0,062637;65068,49315
0,02984;0,19929;0,056547;65068,49315
0,023358;0,200333;0,05546;65068,49315
0,021939;0,198921;0,051763;65068,49315
0,016348;0,196131;0,049261;65068,49315
0,016921;0,194348;0,048935;65068,49315
0,014243;0,192398;0,044585;65068,49315
0,01141;0,190863;0,044042;65068,49315
0,01213;0,179727;0,041976;65068,49315
0,00914;0,174787;0,042519;65068,49315
0,010105;0,162363;0,044585;65068,49315
0,014683;0,149436;0,048283;65068,49315
0,01987;0,139407;0,051436;65068,49315
0,020245;0,13359;0,054372;65068,49315
0,014857;0,124855;0,05372;65068,49315
0,011491;0,112091;0,045673;65068,49315
0,012244;0,112039;0,033058;65068,49315
0,018757;0,054798;0,021379;65068,49315
0,016862;0,054219;0,021282;65068,49315
0,013019;0,055029;0,020019;65068,49315
0,016056;0,055856;0,021768;65068,49315
0,017837;0,05698;0,035762;65068,49315
0,019175;0,059227;0,052768;65068,49315
0,025933;0,061609;0,058307;65068,49315
0,023905;0,06336;0,055975;65068,49315
0,024783;0,066114;0,050533;65068,49315
0,019839;0,070246;0,049561;65068,49315
0,026349;0,072175;0,046257;65068,49315
0,015863;0,07322;0,044022;65068,49315
0,016103;0,067167;0,04373;65068,49315
0,017552;0,058478;0,039843;65068,49315
0,021281;0,050816;0,039357;65068,49315
0,019933;0,046556;0,037511;65068,49315
0,018179;0,044352;0,037997;65068,49315
0,014204;0,042423;0,039843;65068,49315
0,007625;0,040495;0,043147;65068,49315
0,011615;0,038567;0,045965;65068,49315
0,010376;0,036703;0,048589;65068,49315
0,010883;0,035736;0,048006;65068,49315
0,009451;0,034197;0,040815;65068,49315
0,007113;0,036575;0,029542;65068,49315
0,016378;0,042854;0,025765;65068,49315
0,017968;0,044016;0,025177;65068,49315
0,021376;0,048015;0,024354;65068,49315
0,025789;0,048613;0,027295;65068,49315
0,040418;0,050609;0,040236;65068,49315
0,049362;0,051115;0,061766;65068,49315
0,028516;0,050777;0,071061;65068,49315
0,040825;0,050412;0,065061;65068,49315
0,03035;0,050412;0,061531;65068,49315
0,021922;0,050432;0,057531;65068,49315
0,021569;0,050963;0,05459;65068,49315
0,018204;0,050963;0,051766;65068,49315
0,018752;0,050963;0,05059;65068,49315
0,015249;0,046263;0,04906;65068,49315
0,016346;0,046338;0,047295;65068,49315
0,014064;0,046148;0,047531;65068,49315
0,017831;0,047495;0,048707;65068,49315
0,017221;0,055095;0,051296;65068,49315
0,019151;0,05785;0,055178;65068,49315
0,018034;0,059778;0,059413;65068,49315
0,017171;0,060648;0,060943;65068,49315
0,019111;0,062966;0,058355;65068,49315
0,016002;0,06517;0,048237;65068,49315
0,016232;0,112039;0,034001;65068,49315
0,025867;0,108994;0,039659;65068,49315
0,028228;0,105472;0,038753;65068,49315
0,034845;0,107333;0,037486;65068,49315
0,036626;0,111657;0,042013;65068,49315
0,038359;0,132961;0,061933;65068,49315
0,057837;0,15819;0,095072;65068,49315
0,077009;0,188254;0,109378;65068,49315
0,084497;0,196219;0,100143;65068,49315
0,070461;0,19929;0,09471;65068,49315
0,061948;0,200333;0,088553;65068,49315
0,050648;0,198921;0,084026;65068,49315
0,046069;0,196131;0,079679;65068,49315
0,041424;0,194348;0,077869;65068,49315
0,038756;0,192398;0,075514;65068,49315
0,0336;0,190863;0,072798;65068,49315
0,032689;0,179727;0,07316;65068,49315
0,032225;0,174787;0,074971;65068,49315
0,03124;0,162363;0,078955;65068,49315
0,035753;0,149436;0,084931;65068,49315
0,039827;0,139407;0,09145;65068,49315
0,034746;0,13359;0,093804;65068,49315
0,03321;0,124855;0,08982;65068,49315
0,026961;0,112091;0,074247;65068,49315
0,023582;0,112039;0,052335;65068,49315
0,047762;0,108994;0,055326;65068,49315
0,050723;0,105472;0,060759;65068,49315
0,05576;0,107333;0,058043;65068,49315
0,055727;0,111657;0,063723;65068,49315
0,058784;0,132961;0,085458;65068,49315
0,067491;0,15819;0,126459;65068,49315
0,090327;0,188254;0,129422;65068,49315
0,114349;0,196219;0,125471;65068,49315
0,119145;0,19929;0,12226;65068,49315
0,104973;0,200333;0,115591;65068,49315
0,093674;0,198921;0,111392;65068,49315
0,08795;0,196131;0,10744;65068,49315
0,08109;0,194348;0,105464;65068,49315
0,074055;0,192398;0,103736;65068,49315
0,071791;0,190863;0,103983;65068,49315
0,069812;0,179727;0,106699;65068,49315
0,07065;0,174787;0,11238;65068,49315
0,073563;0,162363;0,118061;65068,49315
0,068418;0,149436;0,123248;65068,49315
0,062309;0,139407;0,126706;65068,49315
0,051287;0,13359;0,125718;65068,49315
0,046774;0,124855;0,11485;65068,49315
0,044006;0,112091;0,09682;65068,49315
0,047043;0,112039;0,070886;65068,49315
0,034537;0,108994;0,047032;65068,49315
0,037689;0,105472;0,045958;65068,49315
0,046524;0,107333;0,044455;65068,49315
0,048902;0,111657;0,049824;65068,49315
0,051216;0,132961;0,073447;65068,49315
0,077223;0,15819;0,112748;65068,49315
0,102821;0,188254;0,129714;65068,49315
0,112819;0,196219;0,118761;65068,49315
0,094078;0,19929;0,112318;65068,49315
0,082712;0,200333;0,105017;65068,49315
0,067625;0,198921;0,099648;65068,49315
0,061511;0,196131;0,094494;65068,49315
0,055308;0,194348;0,092346;65068,49315
0,051746;0,192398;0,089554;65068,49315
0,044863;0,190863;0,086333;65068,49315
0,043645;0,179727;0,086762;65068,49315
0,043026;0,174787;0,08891;65068,49315
0,041711;0,162363;0,093635;65068,49315
0,047737;0,149436;0,100722;65068,49315
0,053177;0,139407;0,108453;65068,49315
0,046393;0,13359;0,111245;65068,49315
0,044341;0,124855;0,10652;65068,49315
0,035998;0,112091;0,088051;65068,49315
0,031487;0,112039;0,062065;65068,49315
0,025867;0,108994;0,039659;65068,49315
0,028228;0,105472;0,038753;65068,49315
0,034845;0,107333;0,037486;65068,49315
0,036626;0,111657;0,042013;65068,49315
0,038359;0,132961;0,061933;65068,49315
0,057837;0,15819;0,095072;65068,49315
0,077009;0,188254;0,109378;65068,49315
0,084497;0,196219;0,100143;65068,49315
0,070461;0,19929;0,09471;65068,49315
0,061948;0,200333;0,088553;65068,49315
0,050648;0,198921;0,084026;65068,49315
0,046069;0,196131;0,079679;65068,49315
0,041424;0,194348;0,077869;65068,49315
0,038756;0,192398;0,075514;65068,49315
0,0336;0,190863;0,072798;65068,49315
0,032689;0,179727;0,07316;65068,49315
0,032225;0,174787;0,074971;65068,49315
0,03124;0,162363;0,078955;65068,49315
0,035753;0,149436;0,084931;65068,49315
0,039827;0,139407;0,09145;65068,49315
0,034746;0,13359;0,093804;65068,49315
0,03321;0,124855;0,08982;65068,49315
0,026961;0,112091;0,074247;65068,49315
0,023582;0,112039;0,052335;65068,49315
0,01821;0,108994;0,031687;65068,49315
0,019872;0,105472;0,030963;65068,49315
0,02453;0,107333;0,02995;65068,49315
0,025784;0,111657;0,033568;65068,49315
0,027004;0,132961;0,049483;65068,49315
0,040717;0,15819;0,075961;65068,49315
0,054213;0,188254;0,087391;65068,49315
0,059485;0,196219;0,080012;65068,49315
0,049603;0,19929;0,075672;65068,49315
0,043611;0,200333;0,070752;65068,49315
0,035656;0,198921;0,067135;65068,49315
0,032432;0,196131;0,063663;65068,49315
0,029162;0,194348;0,062216;65068,49315
0,027284;0,192398;0,060335;65068,49315
0,023654;0,190863;0,058164;65068,49315
0,023012;0,179727;0,058454;65068,49315
0,022686;0,174787;0,059901;65068,49315
0,021993;0,162363;0,063084;65068,49315
0,025169;0,149436;0,067858;65068,49315
0,028038;0,139407;0,073067;65068,49315
0,024461;0,13359;0,074948;65068,49315
0,023379;0,124855;0,071765;65068,49315
0,01898;0,112091;0,059322;65068,49315
0,016602;0,112039;0,041815;65068,49315
0,049525;0,054798;0,036322;65068,49315
0,03623;0,054219;0,035493;65068,49315
0,044106;0,055029;0,034332;65068,49315
0,036924;0,055856;0,038479;65068,49315
0,039871;0,05698;0,056723;65068,49315
0,0446;0,059227;0,087074;65068,49315
0,047744;0,061609;0,100177;65068,49315
0,055292;0,06336;0,091718;65068,49315
0,059786;0,066114;0,086743;65068,49315
0,057277;0,070246;0,081104;65068,49315
0,059431;0,072175;0,076957;65068,49315
0,03911;0,07322;0,072977;65068,49315
0,041439;0,067167;0,071318;65068,49315
0,037124;0,058478;0,069162;65068,49315
0,04151;0,050816;0,066674;65068,49315
0,034521;0,046556;0,067006;65068,49315
0,035593;0,044352;0,068664;65068,49315
0,02651;0,042423;0,072313;65068,49315
0,022487;0,040495;0,077786;65068,49315
0,027484;0,038567;0,083757;65068,49315
0,027638;0,036703;0,085913;65068,49315
0,026746;0,035736;0,082265;65068,49315
0,026176;0,034197;0,068001;65068,49315
0,022324;0,042854;0,047932;65068,49315
0,066761;0,044016;0,057014;65068,49315
0,084869;0,048015;0,062614;65068,49315
0,081652;0,048613;0,059814;65068,49315
0,084869;0,050609;0,065668;65068,49315
0,104002;0,051115;0,088067;65068,49315
0,134988;0,050777;0,130319;65068,49315
0,091617;0,050412;0,133373;65068,49315
0,102863;0,050412;0,1293;65068,49315
0,088879;0,050432;0,125992;65068,49315
0,090825;0,050963;0,119119;65068,49315
0,074949;0,050963;0,114792;65068,49315
0,075519;0,050963;0,11072;65068,49315
0,076421;0,046263;0,108684;65068,49315
0,064167;0,046338;0,106902;65068,49315
0,061778;0,046148;0,107156;65068,49315
0,060999;0,047495;0,109956;65068,49315
0,062381;0,055095;0,11581;65068,49315
0,061795;0,05785;0,121665;65068,49315
0,067922;0,059778;0,12701;65068,49315
0,069993;0,060648;0,130573;65068,49315
0,079196;0,062966;0,129555;65068,49315
0,0858;0,06517;0,118356;65068,49315
0,074114;0,070756;0,099775;65068,49315
0,073776;0,070756;0,07305;65068,49315
0,111428;0,108994;0,089567;65068,49315
0,118335;0,105472;0,098364;65068,49315
0,130087;0,107333;0,093965;65068,49315
0,13001;0,111657;0,103162;65068,49315
0,137141;0,132961;0,138349;65068,49315
0,157455;0,15819;0,204724;65068,49315
0,210732;0,188254;0,209523;65068,49315
0,266773;0,196219;0,203125;65068,49315
0,277962;0,19929;0,197927;65068,49315
0,244901;0,200333;0,187131;65068,49315
0,218539;0,198921;0,180333;65068,49315
0,205186;0,196131;0,173936;65068,49315
0,18918;0,194348;0,170737;65068,49315
0,172768;0,192398;0,167938;65068,49315
0,167487;0,190863;0,168338;65068,49315
0,162869;0,179727;0,172736;65068,49315
0,164824;0,174787;0,181933;65068,49315
0,171621;0,162363;0,191129;65068,49315
0,159617;0,149436;0,199526;65068,49315
0,145365;0,139407;0,205124;65068,49315
0,119652;0,13359;0,203525;65068,49315
0,109122;0,124855;0,185931;65068,49315
0,102666;0,112091;0,156742;65068,49315
0,109751;0,112039;0,114758;65068,49315
0,112096;0,108994;0,09512;65068,49315
0,116171;0,105472;0,101624;65068,49315
0,121109;0,107333;0,10325;65068,49315
0,1229;0,111657;0,111787;65068,49315
0,131375;0,132961;0,137802;65068,49315
0,148117;0,15819;0,205687;65068,49315
0,206452;0,188254;0,205687;65068,49315
0,256199;0,196219;0,199996;65068,49315
0,264992;0,19929;0,197151;65068,49315
0,251357;0,200333;0,193086;65068,49315
0,236299;0,198921;0,187801;65068,49315
0,222911;0,196131;0,181297;65068,49315
0,206555;0,194348;0,179671;65068,49315
0,191655;0,192398;0,179265;65068,49315
0,188297;0,190863;0,179671;65068,49315
0,187413;0,179727;0,181704;65068,49315
0,185081;0,174787;0,189021;65068,49315
0,181642;0,162363;0,195525;65068,49315
0,17412;0,149436;0,199996;65068,49315
0,146661;0,139407;0,19959;65068,49315
0,119291;0,13359;0,195118;65068,49315
0,110524;0,124855;0,178452;65068,49315
0,10929;0,112091;0,153656;65068,49315
0,113345;0,112039;0,113006;65068,49315
0,117601;0,108994;0,097249;65068,49315
0,121877;0,105472;0,103899;65068,49315
0,127057;0,107333;0,105561;65068,49315
0,128936;0,111657;0,114289;65068,49315
0,137827;0,132961;0,140887;65068,49315
0,155391;0,15819;0,210291;65068,49315
0,216591;0,188254;0,210291;65068,49315
0,268782;0,196219;0,204473;65068,49315
0,278006;0,19929;0,201564;65068,49315
0,263702;0,200333;0,197408;65068,49315
0,247904;0,198921;0,192005;65068,49315
0,233859;0,196131;0,185356;65068,49315
0,2167;0,194348;0,183693;65068,49315
0,201068;0,192398;0,183278;65068,49315
0,197545;0,190863;0,183693;65068,49315
0,196617;0,179727;0,185771;65068,49315
0,194171;0,174787;0,193252;65068,49315
0,190563;0,162363;0,199902;65068,49315
0,182672;0,149436;0,204473;65068,49315
0,153864;0,139407;0,204057;65068,49315
0,12515;0,13359;0,199486;65068,49315
0,115952;0,124855;0,182446;65068,49315
0,114657;0,112091;0,157095;65068,49315
0,118911;0,112039;0,115536;65068,49315
0,074342;0,108994;0,071407;65068,49315
0,07895;0,105472;0,07842;65068,49315
0,086791;0,107333;0,074914;65068,49315
0,086739;0,111657;0,082246;65068,49315
0,091497;0,132961;0,110299;65068,49315
0,10505;0,15819;0,163216;65068,49315
0,140595;0,188254;0,167042;65068,49315
0,177984;0,196219;0,161941;65068,49315
0,185449;0,19929;0,157797;65068,49315
0,163391;0,200333;0,14919;65068,49315
0,145803;0,198921;0,143771;65068,49315
0,136895;0,196131;0,13867;65068,49315
0,126216;0,194348;0,13612;65068,49315
0,115266;0,192398;0,133888;65068,49315
0,111743;0,190863;0,134207;65068,49315
0,108662;0,179727;0,137714;65068,49315
0,109966;0,174787;0,145046;65068,49315
0,114501;0,162363;0,152378;65068,49315
0,106493;0,149436;0,159072;65068,49315
0,096984;0,139407;0,163535;65068,49315
0,079829;0,13359;0,16226;65068,49315
0,072803;0,124855;0,148234;65068,49315
0,068496;0,112091;0,124963;65068,49315
0,073223;0,112039;0,09149;65068,49315
0,018649;0,108994;0,032162;65068,49315
0,020351;0,105472;0,031428;65068,49315
0,025121;0,107333;0,0304;65068,49315
0,026405;0,111657;0,034071;65068,49315
0,027655;0,132961;0,050225;65068,49315
0,041697;0,15819;0,0771;65068,49315
0,055519;0,188254;0,088702;65068,49315
0,060918;0,196219;0,081212;65068,49315
0,050798;0,19929;0,076807;65068,49315
0,044661;0,200333;0,071814;65068,49315
0,036515;0,198921;0,068142;65068,49315
0,033213;0,196131;0,064618;65068,49315
0,029864;0,194348;0,063149;65068,49315
0,027941;0,192398;0,06124;65068,49315
0,024224;0,190863;0,059037;65068,49315
0,023567;0,179727;0,059331;65068,49315
0,023232;0,174787;0,060799;65068,49315
0,022522;0,162363;0,06403;65068,49315
0,025776;0,149436;0,068876;65068,49315
0,028713;0,139407;0,074163;65068,49315
0,02505;0,13359;0,076072;65068,49315
0,023943;0,124855;0,072842;65068,49315
0,019437;0,112091;0,060212;65068,49315
0,017002;0,112039;0,042442;65068,49315
0,016404;0,054798;0,019558;65068,49315
0,014746;0,054219;0,019469;65068,49315
0,011386;0,055029;0,018314;65068,49315
0,014042;0,055856;0,019914;65068,49315
0,015599;0,05698;0,032716;65068,49315
0,016769;0,059227;0,048273;65068,49315
0,022679;0,061609;0,053341;65068,49315
0,020906;0,06336;0,051207;65068,49315
0,021674;0,066114;0,046229;65068,49315
0,01735;0,070246;0,04534;65068,49315
0,023043;0,072175;0,042317;65068,49315
0,013873;0,07322;0,040272;65068,49315
0,014083;0,067167;0,040006;65068,49315
0,01535;0,058478;0,03645;65068,49315
0,018611;0,050816;0,036005;65068,49315
0,017432;0,046556;0,034316;65068,49315
0,015898;0,044352;0,03476;65068,49315
0,012422;0,042423;0,03645;65068,49315
0,006669;0,040495;0,039472;65068,49315
0,010158;0,038567;0,04205;65068,49315
0,009074;0,036703;0,044451;65068,49315
0,009518;0,035736;0,043917;65068,49315
0,008265;0,034197;0,037339;65068,49315
0,00622;0,036575;0,027026;65068,49315
0,014538;0,042854;0,023292;65068,49315
0,016065;0,044016;0,023186;65068,49315
0,026349;0,048015;0,02181;65068,49315
0,024777;0,048613;0,023716;65068,49315
0,033724;0,050609;0,038961;65068,49315
0,042163;0,051115;0,057489;65068,49315
0,036941;0,050777;0,063524;65068,49315
0,039045;0,050412;0,060983;65068,49315
0,021605;0,050412;0,055054;65068,49315
0,014019;0,050432;0,053995;65068,49315
0,014408;0,050963;0,050396;65068,49315
0,01043;0,050963;0,047961;65068,49315
0,010536;0,050963;0,047643;65068,49315
0,011111;0,046263;0,043408;65068,49315
0,008375;0,046338;0,042879;65068,49315
0,007985;0,046148;0,040867;65068,49315
0,00839;0,047495;0,041396;65068,49315
0,012995;0,055095;0,043408;65068,49315
0,015882;0,05785;0,047008;65068,49315
0,013198;0,059778;0,050078;65068,49315
0,020329;0,060648;0,052937;65068,49315
0,023423;0,062966;0,052301;65068,49315
0,015843;0,06517;0,044467;65068,49315
0,014391;0,070756;0,032185;65068,49315
0,008387;0,108994;0,019567;65068,49315
0,009052;0,105472;0,019479;65068,49315
0,009336;0,107333;0,018322;65068,49315
0,011507;0,111657;0,019923;65068,49315
0,014791;0,132961;0,032731;65068,49315
0,027013;0,15819;0,048296;65068,49315
0,032258;0,188254;0,053366;65068,49315
0,03359;0,196219;0,051231;65068,49315
0,021891;0,19929;0,04625;65068,49315
0,017136;0,200333;0,045361;65068,49315
0,016095;0,198921;0,042337;65068,49315
0,011994;0,196131;0,040291;65068,49315
0,012413;0,194348;0,040024;65068,49315
0,010449;0,192398;0,036467;65068,49315
0,00837;0,190863;0,036022;65068,49315
0,008899;0,179727;0,034332;65068,49315
0,006705;0,174787;0,034777;65068,49315
0,007414;0,162363;0,036467;65068,49315
0,010772;0,149436;0,039491;65068,49315
0,014577;0,139407;0,04207;65068,49315
0,014852;0,13359;0,044472;65068,49315
0,0109;0,124855;0,043938;65068,49315
0,00843;0,112091;0,037356;65068,49315
0,008982;0,112039;0,027039;65068,49315
0,007287;0,108994;0,017736;65068,49315
0,007865;0,105472;0,017656;65068,49315
0,008112;0,107333;0,016608;65068,49315
0,009998;0,111657;0,018059;65068,49315
0,012851;0,132961;0,029668;65068,49315
0,023471;0,15819;0,043776;65068,49315
0,028027;0,188254;0,048372;65068,49315
0,029185;0,196219;0,046437;65068,49315
0,01902;0,19929;0,041922;65068,49315
0,014888;0,200333;0,041116;65068,49315
0,013984;0,198921;0,038375;65068,49315
0,010421;0,196131;0,036521;65068,49315
0,010786;0,194348;0,036279;65068,49315
0,009079;0,192398;0,033054;65068,49315
0,007273;0,190863;0,032651;65068,49315
0,007732;0,179727;0,031119;65068,49315
0,005826;0,174787;0,031522;65068,49315
0,006441;0,162363;0,033054;65068,49315
