Strompreis_2030;Erdgaspreis_2030;Oelpreis_2030;Biomassepreis_2030;Wasserstoffpreis_2030;Synthetische_Kraftstoffe_2030;Steinkohlepreis_2030;Braunkohlepreis_2030
33,2805377;20,2;30,21;25;121;206,22;5,378929535;8,776266199
24,13729759;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
22,05568617;20,2;30,21;25;121;206,22;5,378929535;8,776266199
57,26527548;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,90108695;20,2;30,21;25;121;206,22;5,378929535;8,776266199
90,95765398;20,2;30,21;25;121;206,22;5,378929535;8,776266199
84,83799276;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,75586334;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,63203657;20,2;30,21;25;121;206,22;5,378929535;8,776266199
94,85603307;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,33797879;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,93049344;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,15235132;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,1729191;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,89121751;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,39039625;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,8800093;20,2;30,21;25;121;206,22;5,378929535;8,776266199
43,70455898;20,2;30,21;25;121;206,22;5,378929535;8,776266199
34,74124533;20,2;30,21;25;121;206,22;5,378929535;8,776266199
47,35275042;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,25505758;20,2;30,21;25;121;206,22;5,378929535;8,776266199
30,42494317;20,2;30,21;25;121;206,22;5,378929535;8,776266199
23,92698676;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
17,90115792;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,99710901;20,2;30,21;25;121;206,22;5,378929535;8,776266199
51,07911165;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,56669745;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,03462997;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,39022834;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,72365415;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,65223624;20,2;30,21;25;121;206,22;5,378929535;8,776266199
55,66045088;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,76162831;20,2;30,21;25;121;206,22;5,378929535;8,776266199
89,78811803;20,2;30,21;25;121;206,22;5,378929535;8,776266199
90,94618435;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,94344933;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,81677114;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,04254761;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,94002324;20,2;30,21;25;121;206,22;5,378929535;8,776266199
54,42032954;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,10636672;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,88730786;20,2;30,21;25;121;206,22;5,378929535;8,776266199
57,587122;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,29587201;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,56269009;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,87919024;20,2;30,21;25;121;206,22;5,378929535;8,776266199
80,78609469;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,32860576;20,2;30,21;25;121;206,22;5,378929535;8,776266199
96,06851869;20,2;30,21;25;121;206,22;5,378929535;8,776266199
95,39722889;20,2;30,21;25;121;206,22;5,378929535;8,776266199
86,69282673;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,56089866;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,64398169;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,25117335;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,63178502;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,72587348;20,2;30,21;25;121;206,22;5,378929535;8,776266199
89,44594223;20,2;30,21;25;121;206,22;5,378929535;8,776266199
101,3624791;20,2;30,21;25;121;206,22;5,378929535;8,776266199
109,1164902;20,2;30,21;25;121;206,22;5,378929535;8,776266199
103,4174679;20,2;30,21;25;121;206,22;5,378929535;8,776266199
92,20046959;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,97760074;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,51151688;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,23599567;20,2;30,21;25;121;206,22;5,378929535;8,776266199
60,55635048;20,2;30,21;25;121;206,22;5,378929535;8,776266199
43,95001866;20,2;30,21;25;121;206,22;5,378929535;8,776266199
32,93896742;20,2;30,21;25;121;206,22;5,378929535;8,776266199
18,8703614;20,2;30,21;25;121;206,22;5,378929535;8,776266199
19,33844046;20,2;30,21;25;121;206,22;5,378929535;8,776266199
32,5106405;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,4441572;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,32442612;20,2;30,21;25;121;206,22;5,378929535;8,776266199
89,90858276;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,66141279;20,2;30,21;25;121;206,22;5,378929535;8,776266199
90,94263552;20,2;30,21;25;121;206,22;5,378929535;8,776266199
90,92584775;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,39194498;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,45011381;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,31934135;20,2;30,21;25;121;206,22;5,378929535;8,776266199
81,89079794;20,2;30,21;25;121;206,22;5,378929535;8,776266199
92,72283933;20,2;30,21;25;121;206,22;5,378929535;8,776266199
105,7114857;20,2;30,21;25;121;206,22;5,378929535;8,776266199
111,5557763;20,2;30,21;25;121;206,22;5,378929535;8,776266199
104,4404379;20,2;30,21;25;121;206,22;5,378929535;8,776266199
93,10105334;20,2;30,21;25;121;206,22;5,378929535;8,776266199
84,84914399;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,31977443;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,82030078;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,86295179;20,2;30,21;25;121;206,22;5,378929535;8,776266199
64,77327978;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,05150043;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,34841927;20,2;30,21;25;121;206,22;5,378929535;8,776266199
60,11471018;20,2;30,21;25;121;206,22;5,378929535;8,776266199
66,02825555;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,55979885;20,2;30,21;25;121;206,22;5,378929535;8,776266199
76,95552528;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,09999128;20,2;30,21;25;121;206,22;5,378929535;8,776266199
91,65681545;20,2;30,21;25;121;206,22;5,378929535;8,776266199
91,46581738;20,2;30,21;25;121;206,22;5,378929535;8,776266199
89,61654565;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,6759103;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,95393124;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,88002734;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,77702068;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,34493278;20,2;30,21;25;121;206,22;5,378929535;8,776266199
81,63845943;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,43133859;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,81767251;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,84241867;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,01653511;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,22589291;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,91841152;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,48797165;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,36257221;20,2;30,21;25;121;206,22;5,378929535;8,776266199
35,11403234;20,2;30,21;25;121;206,22;5,378929535;8,776266199
27,11676192;20,2;30,21;25;121;206,22;5,378929535;8,776266199
26,92032698;20,2;30,21;25;121;206,22;5,378929535;8,776266199
47,06004897;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,14941154;20,2;30,21;25;121;206,22;5,378929535;8,776266199
45,74147937;20,2;30,21;25;121;206,22;5,378929535;8,776266199
23,883819;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,63985318;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,82347058;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,51540593;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,90452577;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,79890884;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,42633221;20,2;30,21;25;121;206,22;5,378929535;8,776266199
52,28796647;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,55873385;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,19959453;20,2;30,21;25;121;206,22;5,378929535;8,776266199
76,86954477;20,2;30,21;25;121;206,22;5,378929535;8,776266199
81,55082289;20,2;30,21;25;121;206,22;5,378929535;8,776266199
82,62965156;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,25091781;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,97526581;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,77490591;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,14213094;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,78607947;20,2;30,21;25;121;206,22;5,378929535;8,776266199
54,83263251;20,2;30,21;25;121;206,22;5,378929535;8,776266199
55,17595538;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,51480152;20,2;30,21;25;121;206,22;5,378929535;8,776266199
64,37040227;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,71549798;20,2;30,21;25;121;206,22;5,378929535;8,776266199
82,80141683;20,2;30,21;25;121;206,22;5,378929535;8,776266199
92,61327052;20,2;30,21;25;121;206,22;5,378929535;8,776266199
94,85325975;20,2;30,21;25;121;206,22;5,378929535;8,776266199
93,42595642;20,2;30,21;25;121;206,22;5,378929535;8,776266199
94,75220937;20,2;30,21;25;121;206,22;5,378929535;8,776266199
92,79562562;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,04216744;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,95422362;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,69813747;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,18649833;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,47746441;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,60276669;20,2;30,21;25;121;206,22;5,378929535;8,776266199
44,11063881;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,86238391;20,2;30,21;25;121;206,22;5,378929535;8,776266199
34,90934181;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
23,88283421;20,2;30,21;25;121;206,22;5,378929535;8,776266199
47,78244484;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,61005975;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,89102481;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,44840294;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,93315908;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,56311976;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,52069354;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,43314267;20,2;30,21;25;121;206,22;5,378929535;8,776266199
86,46678123;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,50495055;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,58579182;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,55267529;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,45063811;20,2;30,21;25;121;206,22;5,378929535;8,776266199
82,87202958;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,99436112;20,2;30,21;25;121;206,22;5,378929535;8,776266199
81,52192711;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,94286944;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,41010233;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,30413802;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,27974879;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,32133076;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,9536193;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,51988132;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,66989248;20,2;30,21;25;121;206,22;5,378929535;8,776266199
57,39417265;20,2;30,21;25;121;206,22;5,378929535;8,776266199
63,82559015;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,6381262;20,2;30,21;25;121;206,22;5,378929535;8,776266199
80,05377879;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,18781857;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,99020077;20,2;30,21;25;121;206,22;5,378929535;8,776266199
45,88208867;20,2;30,21;25;121;206,22;5,378929535;8,776266199
44,86308394;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,57619603;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,56357231;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,29190003;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,4959982;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,48787809;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,27159872;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,27933098;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,32402951;20,2;30,21;25;121;206,22;5,378929535;8,776266199
76,6418175;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,93942707;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,79705729;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,87276898;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,9647305;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,1007764;20,2;30,21;25;121;206,22;5,378929535;8,776266199
57,34086648;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,52292659;20,2;30,21;25;121;206,22;5,378929535;8,776266199
64,81162151;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,98689675;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,86931689;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,27115508;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,75098491;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,90931677;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,05060307;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,55533791;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,16866911;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,93651663;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,92935504;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,04457278;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,77420197;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,33222352;20,2;30,21;25;121;206,22;5,378929535;8,776266199
81,76662949;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,88298026;20,2;30,21;25;121;206,22;5,378929535;8,776266199
80,42154496;20,2;30,21;25;121;206,22;5,378929535;8,776266199
74,4661849;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,16907094;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,93216921;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,47125174;20,2;30,21;25;121;206,22;5,378929535;8,776266199
27,72949302;20,2;30,21;25;121;206,22;5,378929535;8,776266199
27,51267135;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,25461667;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,42293279;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,4933326;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,82205448;20,2;30,21;25;121;206,22;5,378929535;8,776266199
82,09282197;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,70897714;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,69903647;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,38653949;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,90215208;20,2;30,21;25;121;206,22;5,378929535;8,776266199
77,0617508;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,56253176;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,89096016;20,2;30,21;25;121;206,22;5,378929535;8,776266199
66,9254888;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,10727594;20,2;30,21;25;121;206,22;5,378929535;8,776266199
90,59163129;20,2;30,21;25;121;206,22;5,378929535;8,776266199
88,89944517;20,2;30,21;25;121;206,22;5,378929535;8,776266199
85,81491666;20,2;30,21;25;121;206,22;5,378929535;8,776266199
80,00498889;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,52934613;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,93630592;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,00981589;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,66936298;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,55972695;20,2;30,21;25;121;206,22;5,378929535;8,776266199
54,79588079;20,2;30,21;25;121;206,22;5,378929535;8,776266199
44,58635022;20,2;30,21;25;121;206,22;5,378929535;8,776266199
37,31670966;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,42142114;20,2;30,21;25;121;206,22;5,378929535;8,776266199
40,96890371;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,8100437;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
47,52725973;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,80455011;20,2;30,21;25;121;206,22;5,378929535;8,776266199
38,44290223;20,2;30,21;25;121;206,22;5,378929535;8,776266199
29,6262777;20,2;30,21;25;121;206,22;5,378929535;8,776266199
35,53782759;20,2;30,21;25;121;206,22;5,378929535;8,776266199
38,86309629;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,32678132;20,2;30,21;25;121;206,22;5,378929535;8,776266199
54,10954297;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,02603696;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,46705426;20,2;30,21;25;121;206,22;5,378929535;8,776266199
41,4384349;20,2;30,21;25;121;206,22;5,378929535;8,776266199
40,91790312;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,44427377;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,09802156;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,19414302;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,80415217;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,32154077;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,4233394;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,43977083;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,04056681;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,27852202;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,11233314;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,99814845;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,52442546;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,40690415;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,99945111;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,07439632;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,86886591;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,95464684;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
34,56823295;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,55312042;20,2;30,21;25;121;206,22;5,378929535;8,776266199
46,12258253;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,33106769;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
40,08507091;20,2;30,21;25;121;206,22;5,378929535;8,776266199
45,94893525;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,7177795;20,2;30,21;25;121;206,22;5,378929535;8,776266199
43,85498179;20,2;30,21;25;121;206,22;5,378929535;8,776266199
39,93728073;20,2;30,21;25;121;206,22;5,378929535;8,776266199
34,83799938;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
17,19164722;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
43,02642266;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,43081121;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,06025017;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,52807536;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,62838011;20,2;30,21;25;121;206,22;5,378929535;8,776266199
53,83956598;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,03769181;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,4209596;20,2;30,21;25;121;206,22;5,378929535;8,776266199
50,12363498;20,2;30,21;25;121;206,22;5,378929535;8,776266199
55,60013969;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,02081856;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,80241055;20,2;30,21;25;121;206,22;5,378929535;8,776266199
83,18260944;20,2;30,21;25;121;206,22;5,378929535;8,776266199
87,3664278;20,2;30,21;25;121;206,22;5,378929535;8,776266199
72,03146565;20,2;30,21;25;121;206,22;5,378929535;8,776266199
66,15146941;20,2;30,21;25;121;206,22;5,378929535;8,776266199
63,6016749;20,2;30,21;25;121;206,22;5,378929535;8,776266199
66,84425354;20,2;30,21;25;121;206,22;5,378929535;8,776266199
55,63587729;20,2;30,21;25;121;206,22;5,378929535;8,776266199
26,33330908;20,2;30,21;25;121;206,22;5,378929535;8,776266199
20,36630255;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
43,7113999;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,87019488;20,2;30,21;25;121;206,22;5,378929535;8,776266199
59,53931065;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,50263211;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,20388463;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,2096617;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,67196643;20,2;30,21;25;121;206,22;5,378929535;8,776266199
71,1742821;20,2;30,21;25;121;206,22;5,378929535;8,776266199
61,06730187;20,2;30,21;25;121;206,22;5,378929535;8,776266199
34,68972084;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,00483685;20,2;30,21;25;121;206,22;5,378929535;8,776266199
48,62098252;20,2;30,21;25;121;206,22;5,378929535;8,776266199
54,91142517;20,2;30,21;25;121;206,22;5,378929535;8,776266199
38,94044315;20,2;30,21;25;121;206,22;5,378929535;8,776266199
31,75436942;20,2;30,21;25;121;206,22;5,378929535;8,776266199
0;20,2;30,21;25;121;206,22;5,378929535;8,776266199
22,7985376;20,2;30,21;25;121;206,22;5,378929535;8,776266199
29,63817366;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,66300536;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,66088746;20,2;30,21;25;121;206,22;5,378929535;8,776266199
51,19689929;20,2;30,21;25;121;206,22;5,378929535;8,776266199
55,17239485;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,54200193;20,2;30,21;25;121;206,22;5,378929535;8,776266199
60,89318338;20,2;30,21;25;121;206,22;5,378929535;8,776266199
69,05136375;20,2;30,21;25;121;206,22;5,378929535;8,776266199
70,00527462;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,10194178;20,2;30,21;25;121;206,22;5,378929535;8,776266199
68,40729254;20,2;30,21;25;121;206,22;5,378929535;8,776266199
62,11740364;20,2;30,21;25;121;206,22;5,378929535;8,776266199
60,53735536;20,2;30,21;25;121;206,22;5,378929535;8,776266199
42,78695844;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,27247077;20,2;30,21;25;121;206,22;5,378929535;8,776266199
49,3234616;20,2;30,21;25;121;206,22;5,378929535;8,776266199
65,68783315;20,2;30,21;25;121;206,22;5,378929535;8,776266199
73,35428209;20,2;30,21;25;121;206,22;5,378929535;8,776266199
75,85549976;20,2;30,21;25;121;206,22;5,378929535;8,776266199
78,02878221;20,2;30,21;25;121;206,22;5,378929535;8,776266199
79,36648039;20,2;30,21;25;121;206,22;5,378929535;8,776266199
76,50370114;20,2;30,21;25;121;206,22;5,378929535;8,776266199
67,18557881;20,2;30,21;25;121;206,22;5,378929535;8,776266199
58,71993246;20,2;30,21;25;121;206,22;5,378929535;8,776266199
56,37839061;20,24;30,28;25;121;206,22;5,371749127;8,76455064
53,01159227;20,24;30,28;25;121;206,22;5,371749127;8,76455064
44,49451087;20,24;30,28;25;121;206,22;5,371749127;8,76455064
47,97430866;20,24;30,28;25;121;206,22;5,371749127;8,76455064
54,80035302;20,24;30,28;25;121;206,22;5,371749127;8,76455064
59,56234985;20,24;30,28;25;121;206,22;5,371749127;8,76455064
