;Electricity_2045;CO2_2045;Oil_2045;Gas_2045;Biomass_2045;Hydrogen_2045;Synthetic_fuel_2045;Hard_coal_2045;Brown_coal_2045
2252;96,3736;0,1521;26,223;12,4465;35,6;100;190;10000000;10000000
2253;90,4582;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2254;89,0571;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2255;87,415;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2256;87,3235;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2257;88,4792;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2258;89,0601;0,1521;26,2229;12,4465;35,6;100;190;10000000;10000000
2259;94,2306;0,1521;26,2228;12,4465;35,6;100;190;10000000;10000000
2260;126,9797;0,1521;26,2228;12,4465;35,6;100;190;10000000;10000000
2261;134,5751;0,1521;26,2228;12,4465;35,6;100;190;10000000;10000000
2262;135,2046;0,1521;26,2228;12,4465;35,6;100;190;10000000;10000000
2263;114,6211;0,1521;26,2228;12,4465;35,6;100;190;10000000;10000000
2264;91,9957;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2265;86,1176;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2266;85,6997;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2267;85,6997;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2268;85,6997;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2269;85,6997;0,1521;26,2227;12,4465;35,6;100;190;10000000;10000000
2270;86,1444;0,1521;26,2226;12,4465;35,6;100;190;10000000;10000000
2271;88,4792;0,1521;26,2226;12,4465;35,6;100;190;10000000;10000000
2272;130,9301;0,1521;26,2226;12,4466;35,6;100;190;10000000;10000000
2273;146,5459;0,1521;26,2226;12,4466;35,6;100;190;10000000;10000000
2274;140,8656;0,1521;26,2226;12,4466;35,6;100;190;10000000;10000000
2275;139,2115;0,1521;26,2226;12,4466;35,6;100;190;10000000;10000000
2276;130,93;0,1521;26,2225;12,4466;35,6;100;190;10000000;10000000
2277;108,1345;0,1521;26,2225;12,4466;35,6;100;190;10000000;10000000
2278;91,9957;0,1521;26,2225;12,4466;35,6;100;190;10000000;10000000
2279;89,6068;0,1521;26,2225;12,4466;35,6;100;190;10000000;10000000
2280;87,421;0,1521;26,2225;12,4466;35,6;100;190;10000000;10000000
2281;86,3149;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2282;87,4192;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2283;89,1705;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2284;112,7765;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2285;130,9345;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2286;129,9796;0,1521;26,2224;12,4466;35,6;100;190;10000000;10000000
2287;89,1705;0,1521;26,2223;12,4466;35,6;100;190;10000000;10000000
2288;81,3637;0,1521;26,2223;12,4466;35,6;100;190;10000000;10000000
2289;78,5607;0,1521;26,2223;12,4466;35,6;100;190;10000000;10000000
2290;78,5607;0,1521;26,2223;12,4466;35,6;100;190;10000000;10000000
2291;78,5607;0,1521;26,2223;12,4466;35,6;100;190;10000000;10000000
2292;78,5607;0,1521;26,2223;12,4467;35,6;100;190;10000000;10000000
2293;78,5607;0,1521;26,2222;12,4467;35,6;100;190;10000000;10000000
2294;78,5607;0,1521;26,2222;12,4467;35,6;100;190;10000000;10000000
2295;82,5905;0,1521;26,2222;12,4467;35,6;100;190;10000000;10000000
2296;89,0204;0,1521;26,2222;12,4467;35,6;100;190;10000000;10000000
2297;101,3077;0,1521;26,2222;12,4467;35,6;100;190;10000000;10000000
2298;90,3421;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2299;86,9419;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2300;84,3759;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2301;81,5502;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2302;78,9484;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2303;79,3538;0,1521;26,2221;12,4467;35,6;100;190;10000000;10000000
2304;78,9582;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2305;78,9582;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2306;78,5634;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2307;78,8107;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2308;80,743;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2309;80,743;0,1521;26,222;12,4467;35,6;100;190;10000000;10000000
2310;80,6274;0,1521;26,2219;12,4467;35,6;100;190;10000000;10000000
2311;78,3249;0,1521;26,2219;12,4467;35,6;100;190;10000000;10000000
2312;61,7498;0,1521;26,2219;12,4468;35,6;100;190;10000000;10000000
2313;61,2183;0,1521;26,2219;12,4468;35,6;100;190;10000000;10000000
2314;61,2183;0,1521;26,2219;12,4468;35,6;100;190;10000000;10000000
2315;61,2183;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2316;61,2183;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2317;61,2183;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2318;61,2183;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2319;61,2183;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2320;78,9582;0,1521;26,2218;12,4468;35,6;100;190;10000000;10000000
2321;85,2668;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2322;84,7;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2323;83,1669;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2324;82,4766;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2325;80,743;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2326;78,5634;0,1521;26,2217;12,4468;35,6;100;190;10000000;10000000
2327;76,7988;0,1521;26,2216;12,4468;35,6;100;190;10000000;10000000
2328;61,2204;0,1521;26,2216;12,4468;35,6;100;190;10000000;10000000
2329;61,2204;0,1521;26,2216;12,4468;35,6;100;190;10000000;10000000
2330;31,8665;0,1521;26,2216;12,4468;35,6;100;190;10000000;10000000
2331;61,2204;0,1521;26,2216;12,4468;35,6;100;190;10000000;10000000
2332;61,2204;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2333;44,8223;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2334;25,6127;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2335;0;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2336;0;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2337;3,1866;0,1521;26,2215;12,4469;35,6;100;190;10000000;10000000
2338;0;0,1521;26,2214;12,4469;35,6;100;190;10000000;10000000
2339;0;0,1521;26,2214;12,4469;35,6;100;190;10000000;10000000
2340;3,1866;0,1521;26,2214;12,4469;35,6;100;190;10000000;10000000
2341;0;0,1521;26,2214;12,4469;35,6;100;190;10000000;10000000
2342;0;0,1521;26,2214;12,4469;35,6;100;190;10000000;10000000
2343;0;0,1521;26,2213;12,4469;35,6;100;190;10000000;10000000
2344;25,6127;0,1521;26,2213;12,4469;35,6;100;190;10000000;10000000
2345;61,2204;0,1521;26,2213;12,4469;35,6;100;190;10000000;10000000
2346;78,5661;0,1521;26,2213;12,4469;35,6;100;190;10000000;10000000
2347;78,5661;0,1522;26,2213;12,4469;35,6;100;190;10000000;10000000
2348;78,5661;0,1522;26,2213;12,4469;35,6;100;190;10000000;10000000
2349;78,4237;0,1522;26,2212;12,4469;35,6;100;190;10000000;10000000
2350;75,7629;0,1522;26,2212;12,4469;35,6;100;190;10000000;10000000
2351;78,3251;0,1522;26,2212;12,4469;35,6;100;190;10000000;10000000
2352;77,7086;0,1522;26,2212;12,447;35,6;100;190;10000000;10000000
2353;71,1225;0,1522;26,2212;12,447;35,6;100;190;10000000;10000000
2354;71,8109;0,1522;26,2212;12,447;35,6;100;190;10000000;10000000
2355;78,4772;0,1522;26,2211;12,447;35,6;100;190;10000000;10000000
2356;78,5688;0,1522;26,2211;12,447;35,6;100;190;10000000;10000000
2357;78,5688;0,1522;26,2211;12,447;35,6;100;190;10000000;10000000
2358;66,7975;0,1522;26,2211;12,447;35,6;100;190;10000000;10000000
2359;26,5218;0,1522;26,2211;12,447;35,6;100;190;10000000;10000000
2360;34,4784;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2361;25,5942;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2362;25,5942;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2363;18,7524;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2364;7,5758;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2365;10,3259;0,1522;26,221;12,447;35,6;100;190;10000000;10000000
2366;23,4485;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2367;16,5215;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2368;78,5688;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2369;83,6469;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2370;84,1642;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2371;80,4016;0,1522;26,2209;12,447;35,6;100;190;10000000;10000000
2372;63,9855;0,1522;26,2208;12,447;35,6;100;190;10000000;10000000
2373;61,2225;0,1522;26,2208;12,4471;35,6;100;190;10000000;10000000
2374;61,2225;0,1522;26,2208;12,4471;35,6;100;190;10000000;10000000
2375;61,2225;0,1522;26,2208;12,4471;35,6;100;190;10000000;10000000
2376;61,2246;0,1522;26,2208;12,4471;35,6;100;190;10000000;10000000
2377;61,2246;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2378;61,2246;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2379;61,2246;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2380;61,2246;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2381;61,2246;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2382;44,7602;0,1522;26,2207;12,4471;35,6;100;190;10000000;10000000
2383;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2384;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2385;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2386;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2387;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2388;0;0,1522;26,2206;12,4471;35,6;100;190;10000000;10000000
2389;0;0,1522;26,2205;12,4471;35,6;100;190;10000000;10000000
2390;0;0,1522;26,2205;12,4471;35,6;100;190;10000000;10000000
2391;0;0,1522;26,2205;12,4471;35,6;100;190;10000000;10000000
2392;0;0,1522;26,2205;12,4471;35,6;100;190;10000000;10000000
2393;0;0,1522;26,2205;12,4472;35,6;100;190;10000000;10000000
2394;61,2246;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2395;25,5773;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2396;61,2246;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2397;61,2246;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2398;61,2246;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2399;61,2246;0,1522;26,2204;12,4472;35,6;100;190;10000000;10000000
2400;63,8842;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2401;61,2267;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2402;61,6943;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2403;78,5742;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2404;81,5106;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2405;83,9782;0,1522;26,2203;12,4472;35,6;100;190;10000000;10000000
2406;82,0863;0,1522;26,2202;12,4472;35,6;100;190;10000000;10000000
2407;78,5742;0,1522;26,2202;12,4472;35,6;100;190;10000000;10000000
2408;78,0539;0,1522;26,2202;12,4472;35,6;100;190;10000000;10000000
2409;78,5381;0,1522;26,2202;12,4472;35,6;100;190;10000000;10000000
2410;78,5381;0,1522;26,2202;12,4472;35,6;100;190;10000000;10000000
2411;73,4253;0,1522;26,2201;12,4472;35,6;100;190;10000000;10000000
2412;64,3014;0,1522;26,2201;12,4472;35,6;100;190;10000000;10000000
2413;65,6049;0,1522;26,2201;12,4473;35,6;100;190;10000000;10000000
2414;70,4819;0,1522;26,2201;12,4473;35,6;100;190;10000000;10000000
2415;78,5742;0,1522;26,2201;12,4473;35,6;100;190;10000000;10000000
2416;82,4879;0,1522;26,2201;12,4473;35,6;100;190;10000000;10000000
2417;82,7344;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2418;83,0221;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2419;81,3777;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2420;81,5106;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2421;80,3348;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2422;79,3675;0,1522;26,22;12,4473;35,6;100;190;10000000;10000000
2423;79,3675;0,1522;26,2199;12,4473;35,6;100;190;10000000;10000000
2424;81,2869;0,1522;26,2199;12,4473;35,6;100;190;10000000;10000000
2425;81,5134;0,1522;26,2199;12,4473;35,6;100;190;10000000;10000000
2426;83,1812;0,1522;26,2199;12,4473;35,6;100;190;10000000;10000000
2427;83,7886;0,1522;26,2199;12,4473;35,6;100;190;10000000;10000000
2428;88,2176;0,1522;26,2198;12,4473;35,6;100;190;10000000;10000000
2429;96,5175;0,1522;26,2198;12,4473;35,6;100;190;10000000;10000000
2430;87,439;0,1522;26,2198;12,4473;35,6;100;190;10000000;10000000
2431;83,6556;0,1522;26,2198;12,4473;35,6;100;190;10000000;10000000
2432;81,4584;0,1522;26,2198;12,4473;35,6;100;190;10000000;10000000
2433;81,2137;0,1522;26,2198;12,4474;35,6;100;190;10000000;10000000
2434;80,3351;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2435;80,9151;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2436;80,3351;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2437;80,3351;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2438;81,2137;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2439;81,2137;0,1522;26,2197;12,4474;35,6;100;190;10000000;10000000
2440;83,7705;0,1522;26,2196;12,4474;35,6;100;190;10000000;10000000
2441;85,9347;0,1522;26,2196;12,4474;35,6;100;190;10000000;10000000
2442;87,4206;0,1522;26,2196;12,4474;35,6;100;190;10000000;10000000
2443;86,5083;0,1522;26,2196;12,4474;35,6;100;190;10000000;10000000
2444;84,6902;0,1522;26,2196;12,4474;35,6;100;190;10000000;10000000
2445;83,652;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2446;83,2618;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2447;83,4948;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2448;83,8313;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2449;84,6402;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2450;86,1238;0,1522;26,2195;12,4474;35,6;100;190;10000000;10000000
2451;106,4573;0,1522;26,2194;12,4474;35,6;100;190;10000000;10000000
2452;130,9661;0,1522;26,2194;12,4474;35,6;100;190;10000000;10000000
2453;130,9661;0,1522;26,2194;12,4475;35,6;100;190;10000000;10000000
2454;110,9078;0,1522;26,2194;12,4475;35,6;100;190;10000000;10000000
2455;87,0701;0,1522;26,2194;12,4475;35,6;100;190;10000000;10000000
2456;84,6402;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2457;84,6402;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2458;83,7915;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2459;83,7734;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2460;83,4041;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2461;83,7734;0,1522;26,2193;12,4475;35,6;100;190;10000000;10000000
2462;83,4518;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2463;84,6402;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2464;87,0701;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2465;108,1345;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2466;111,7326;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2467;97,3092;0,1522;26,2192;12,4475;35,6;100;190;10000000;10000000
2468;90,4862;0,1522;26,2191;12,4475;35,6;100;190;10000000;10000000
2469;87,0701;0,1522;26,2191;12,4475;35,6;100;190;10000000;10000000
2470;84,6402;0,1522;26,2191;12,4475;35,6;100;190;10000000;10000000
2471;85,5428;0,1522;26,2191;12,4475;35,6;100;190;10000000;10000000
2472;86,0189;0,1522;26,2191;12,4475;35,6;100;190;10000000;10000000
2473;86,5708;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2474;89,0877;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2475;108,1345;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2476;130,9706;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2477;131,7326;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2478;116,3379;0,1522;26,219;12,4476;35,6;100;190;10000000;10000000
2479;90,4535;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2480;83,7944;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2481;82,8093;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2482;82,4964;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2483;81,2193;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2484;81,2193;0,1522;26,2189;12,4476;35,6;100;190;10000000;10000000
2485;81,2193;0,1522;26,2188;12,4476;35,6;100;190;10000000;10000000
2486;81,3459;0,1522;26,2188;12,4476;35,6;100;190;10000000;10000000
2487;83,2646;0,1522;26,2188;12,4476;35,6;100;190;10000000;10000000
2488;89,0877;0,1522;26,2188;12,4476;35,6;100;190;10000000;10000000
2489;108,6331;0,1522;26,2188;12,4476;35,6;100;190;10000000;10000000
2490;106,4609;0,1522;26,2187;12,4476;35,6;100;190;10000000;10000000
2491;90,7066;0,1522;26,2187;12,4476;35,6;100;190;10000000;10000000
2492;85,7262;0,1522;26,2187;12,4476;35,6;100;190;10000000;10000000
2493;83,7763;0,1522;26,2187;12,4477;35,6;100;190;10000000;10000000
2494;83,0071;0,1522;26,2187;12,4477;35,6;100;190;10000000;10000000
2495;81,4501;0,1522;26,2187;12,4477;35,6;100;190;10000000;10000000
2496;81,2952;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2497;81,1214;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2498;81,1214;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2499;80,7652;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2500;80,4182;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2501;79,6174;0,1522;26,2186;12,4477;35,6;100;190;10000000;10000000
2502;78,585;0,1522;26,2185;12,4477;35,6;100;190;10000000;10000000
2503;61,2351;0,1522;26,2185;12,4477;35,6;100;190;10000000;10000000
2504;0;0,1522;26,2185;12,4477;35,6;100;190;10000000;10000000
2505;0;0,1522;26,2185;12,4477;35,6;100;190;10000000;10000000
2506;0;0,1522;26,2185;12,4477;35,6;100;190;10000000;10000000
2507;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2508;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2509;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2510;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2511;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2512;0;0,1522;26,2184;12,4477;35,6;100;190;10000000;10000000
2513;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2514;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2515;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2516;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2517;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2518;0;0,1522;26,2183;12,4478;35,6;100;190;10000000;10000000
2519;0;0,1522;26,2182;12,4478;35,6;100;190;10000000;10000000
2520;0;0,1522;26,2182;12,4478;35,6;100;190;10000000;10000000
2521;0;0,1522;26,2182;12,4478;35,6;100;190;10000000;10000000
2522;0;0,1522;26,2182;12,4478;35,6;100;190;10000000;10000000
2523;0;0,1522;26,2182;12,4478;35,6;100;190;10000000;10000000
2524;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2525;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2526;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2527;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2528;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2529;0;0,1522;26,2181;12,4478;35,6;100;190;10000000;10000000
2530;0;0,1522;26,218;12,4478;35,6;100;190;10000000;10000000
2531;0;0,1522;26,218;12,4478;35,6;100;190;10000000;10000000
2532;0;0,1522;26,218;12,4478;35,6;100;190;10000000;10000000
2533;0;0,1522;26,218;12,4479;35,6;100;190;10000000;10000000
2534;0;0,1522;26,218;12,4479;35,6;100;190;10000000;10000000
2535;0;0,1522;26,218;12,4479;35,6;100;190;10000000;10000000
2536;0;0,1522;26,2179;12,4479;35,6;100;190;10000000;10000000
2537;0;0,1522;26,2179;12,4479;35,6;100;190;10000000;10000000
2538;0;0,1522;26,2179;12,4479;35,6;100;190;10000000;10000000
2539;0;0,1522;26,2179;12,4479;35,6;100;190;10000000;10000000
2540;0;0,1522;26,2179;12,4479;35,6;100;190;10000000;10000000
2541;0;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2542;40,7579;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2543;61,2372;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2544;44,5888;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2545;61,2393;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2546;61,2393;0,1522;26,2178;12,4479;35,6;100;190;10000000;10000000
2547;61,2393;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2548;78,5904;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2549;78,8378;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2550;78,5904;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2551;77,3021;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2552;63,6983;0,1522;26,2177;12,4479;35,6;100;190;10000000;10000000
2553;69,3385;0,1522;26,2176;12,448;35,6;100;190;10000000;10000000
2554;69,3385;0,1522;26,2176;12,448;35,6;100;190;10000000;10000000
2555;69,3385;0,1522;26,2176;12,448;35,6;100;190;10000000;10000000
2556;63,6983;0,1522;26,2176;12,448;35,6;100;190;10000000;10000000
2557;61,2393;0,1522;26,2176;12,448;35,6;100;190;10000000;10000000
2558;63,6983;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2559;61,2393;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2560;78,5904;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2561;81,3945;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2562;82,3394;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2563;82,4491;0,1522;26,2175;12,448;35,6;100;190;10000000;10000000
2564;81,5275;0,1522;26,2174;12,448;35,6;100;190;10000000;10000000
2565;81,3008;0,1522;26,2174;12,448;35,6;100;190;10000000;10000000
2566;81,2276;0,1522;26,2174;12,448;35,6;100;190;10000000;10000000
2567;81,3008;0,1522;26,2174;12,448;35,6;100;190;10000000;10000000
2568;81,2304;0,1522;26,2174;12,448;35,6;100;190;10000000;10000000
2569;81,2311;0,1522;26,2173;12,448;35,6;100;190;10000000;10000000
2570;81,5303;0,1522;26,2173;12,448;35,6;100;190;10000000;10000000
2571;82,7296;0,1522;26,2173;12,448;35,6;100;190;10000000;10000000
2572;85,738;0,1522;26,2173;12,448;35,6;100;190;10000000;10000000
2573;87,4571;0,1522;26,2173;12,4481;35,6;100;190;10000000;10000000
2574;86,3615;0,1522;26,2173;12,4481;35,6;100;190;10000000;10000000
2575;82,5078;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2576;81,1298;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2577;78,7022;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2578;78,7423;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2579;78,7423;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2580;78,7423;0,1522;26,2172;12,4481;35,6;100;190;10000000;10000000
2581;78,7423;0,1522;26,2171;12,4481;35,6;100;190;10000000;10000000
2582;78,7423;0,1522;26,2171;12,4481;35,6;100;190;10000000;10000000
2583;80,7736;0,1522;26,2171;12,4481;35,6;100;190;10000000;10000000
2584;83,1983;0,1522;26,2171;12,4481;35,6;100;190;10000000;10000000
2585;87,2686;0,1522;26,2171;12,4481;35,6;100;190;10000000;10000000
2586;89,0999;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2587;87,0851;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2588;85,738;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2589;83,6693;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2590;83,0421;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2591;82,7352;0,1522;26,217;12,4481;35,6;100;190;10000000;10000000
2592;82,7571;0,1522;26,2169;12,4481;35,6;100;190;10000000;10000000
2593;82,7571;0,1522;26,2169;12,4482;35,6;100;190;10000000;10000000
2594;82,5876;0,1522;26,2169;12,4482;35,6;100;190;10000000;10000000
2595;83,1808;0,1522;26,2169;12,4482;35,6;100;190;10000000;10000000
2596;86,8915;0,1522;26,2169;12,4482;35,6;100;190;10000000;10000000
2597;90,5048;0,1522;26,2169;12,4482;35,6;100;190;10000000;10000000
2598;85,7409;0,1522;26,2168;12,4482;35,6;100;190;10000000;10000000
2599;83,2012;0,1522;26,2168;12,4482;35,6;100;190;10000000;10000000
2600;81,2332;0,1522;26,2168;12,4482;35,6;100;190;10000000;10000000
2601;81,4001;0,1522;26,2168;12,4482;35,6;100;190;10000000;10000000
2602;81,4001;0,1522;26,2168;12,4482;35,6;100;190;10000000;10000000
2603;81,4001;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2604;81,2906;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2605;81,5085;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2606;81,2906;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2607;81,5331;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2608;85,0381;0,1522;26,2167;12,4482;35,6;100;190;10000000;10000000
2609;107,2334;0,1522;26,2166;12,4482;35,6;100;190;10000000;10000000
2610;114,6311;0,1522;26,2166;12,4482;35,6;100;190;10000000;10000000
2611;100,6354;0,1522;26,2166;12,4482;35,6;100;190;10000000;10000000
2612;92,0242;0,1522;26,2166;12,4482;35,6;100;190;10000000;10000000
2613;86,7209;0,1522;26,2166;12,4483;35,6;100;190;10000000;10000000
2614;85,9554;0,1522;26,2166;12,4483;35,6;100;190;10000000;10000000
