;Electricity_2020;CO2_2020;Oil_2020;Gas_2020;Electricity_2025;CO2_2025;Oil_2025;Gas_2025;Electricity_2030;CO2_2030;Oil_2030;Gas_2030;Electricity_2035;CO2_2035;Oil_2035;Gas_2035;Electricity_2040;CO2_2040;Oil_2040;Gas_2040;Electricity_2045;CO2_2045;Oil_2045;Gas_2045;Electricity_2050;CO2_2050;Oil_2050;Gas_2050;Biomass_2020;Biomass_2025;Biomass_2030;Biomass_2035;Biomass_2040;Biomass_2045;Biomass_2050;Hydrogen_2020;Hydrogen_2025;Hydrogen_2030;Hydrogen_2035;Hydrogen_2040;Hydrogen_2045;Hydrogen_2050;Synthetic_fuel_2020;Synthetic_fuel_2025;Synthetic_fuel_2030;Synthetic_fuel_2035;Synthetic_fuel_2040;Synthetic_fuel_2045;Synthetic_fuel_2050;Hard_coal_2020;Hard_coal_2025;Hard_coal_2030;Hard_coal_2035;Hard_coal_2040;Hard_coal_2045;Hard_coal_2050;Brown_coal_2020;Brown_coal_2025;Brown_coal_2030;Brown_coal_2035;Brown_coal_2040;Brown_coal_2045;Brown_coal_2050
0;105,41;0,0587;34,95285046;38,6;113,86;0,07674;35,31227233;35,1;80,088;0,086;28,8517;22,8933;122,8686;0,1261;33,0738;25,6079;143,5828;0,1407;31,6659;25,6245;162,705;0,1511;30,3474;26,7609;183,6651;0,1612;29,0981;27,8967;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
1;104,574;0,0587;34,95285046;38,6;113,85;0,07674;35,31227233;35,1;79,2745;0,086;28,8517;22,8941;122,8686;0,1261;33,0739;25,6079;141,6225;0,1407;31,6659;25,6245;168,7759;0,1511;30,3474;26,7609;183,6651;0,1612;29,0981;27,8968;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
2;103,712;0,0587;34,95285046;38,6;113,73;0,07674;35,31227233;35,1;79,6002;0,086;28,8518;22,8949;122,8686;0,1261;33,074;25,6079;143,5828;0,1407;31,6658;25,6245;162,705;0,1511;30,3474;26,761;183,7878;0,1612;29,098;27,8968;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
3;104,592;0,0587;34,95285046;38,6;113,85;0,07674;35,31227233;35,1;79,099;0,086;28,8519;22,8957;114,1306;0,1261;33,0741;25,6079;143,5828;0,1407;31,6658;25,6245;174,004;0,1511;30,3474;26,761;183,6651;0,1612;29,098;27,8968;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
4;104,582;0,0587;34,95285046;38,6;113,88;0,07674;35,31227233;35,1;79,099;0,086;28,8519;22,8966;122,8686;0,1261;33,0742;25,6079;143,5828;0,1407;31,6657;25,6246;174,004;0,1511;30,3473;26,761;183,7878;0,1612;29,098;27,8968;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
5;104,996;0,0587;34,95285046;38,6;114,8;0,07674;35,31227233;35,1;79,6002;0,086;28,852;22,8974;122,8686;0,1261;33,0743;25,6078;143,5828;0,1407;31,6657;25,6246;168,7759;0,1511;30,3473;26,761;183,6651;0,1612;29,098;27,8969;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
6;105,506;0,0587;34,95285046;38,6;114,65;0,07674;35,31227233;35,1;79,6002;0,086;28,852;22,8982;122,8686;0,1261;33,0744;25,6078;143,5828;0,1407;31,6656;25,6246;167,0647;0,1511;30,3473;26,7611;183,6651;0,1612;29,0979;27,8969;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
7;106,1;0,0587;34,95285046;38,6;115,72;0,07674;35,31227233;35,1;79,6002;0,086;28,8521;22,8991;115,9886;0,1261;33,0745;25,6078;146,4986;0,1407;31,6656;25,6246;174,004;0,1511;30,3472;26,7611;183,6651;0,1612;29,0979;27,8969;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
8;107,102;0,0587;34,95285046;38,6;116,41;0,07674;35,31227233;35,1;80,088;0,086;28,8522;22,8999;122,8686;0,1261;33,0746;25,6078;146,4986;0,1407;31,6656;25,6247;174,004;0,1511;30,3472;26,7611;183,6651;0,1612;29,0979;27,8969;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
9;108,724;0,0587;34,95285046;38,6;117,29;0,07674;35,31227233;35,1;80,3212;0,086;28,8522;22,9007;122,8686;0,1261;33,0747;25,6078;153,551;0,1407;31,6655;25,6247;174,004;0,1511;30,3472;26,7611;184,5516;0,1612;29,0979;27,897;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
10;109,736;0,0587;34,95285046;38,6;118,16;0,07674;35,31227233;35,1;81,7452;0,086;28,8523;22,9015;123,1881;0,1261;33,0748;25,6078;146,4986;0,1407;31,6655;25,6247;174,004;0,1511;30,3472;26,7612;183,6651;0,1612;29,0978;27,897;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
11;111,122;0,0587;34,95285046;38,6;119,76;0,07674;35,31227233;35,1;80,7712;0,086;28,8524;22,9024;130,8619;0,1261;33,0749;25,6077;146,7101;0,1407;31,6654;25,6247;174,004;0,1511;30,3471;26,7612;183,6651;0,1612;29,0978;27,897;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
12;111,16;0,0587;34,95285046;38,6;119,9;0,07674;35,31227233;35,1;81,1328;0,086;28,8524;22,9032;127,7218;0,1261;33,075;25,6077;153,551;0,1407;31,6654;25,6248;174,004;0,1511;30,3471;26,7612;183,6651;0,1612;29,0978;27,897;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
13;113,706;0,0587;34,95285046;38,6;121,68;0,07674;35,31227233;35,1;86,9439;0,086;28,8525;22,904;130,8619;0,1261;33,0751;25,6077;153,551;0,1407;31,6653;25,6248;174,004;0,1511;30,3471;26,7612;183,6651;0,1612;29,0977;27,8971;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
14;114,362;0,0587;34,95285046;38,6;122,03;0,07674;35,31227233;35,1;87,4165;0,086;28,8526;22,9049;130,9385;0,1261;33,0752;25,6077;153,551;0,1407;31,6653;25,6248;174,004;0,1511;30,3471;26,7613;183,6651;0,1612;29,0977;27,8971;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
15;120,024;0,0587;34,95285046;38,6;126,71;0,07674;35,31227233;35,1;92,6567;0,086;28,8526;22,9057;142,1618;0,1261;33,0753;25,6077;153,7616;0,1407;31,6652;25,6248;174,004;0,1511;30,347;26,7613;183,6651;0,1612;29,0977;27,8971;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
16;129,134;0,0587;34,95285046;38,6;134,77;0,07674;35,31227233;35,1;93,8466;0,086;28,8527;22,9065;142,1618;0,1261;33,0754;25,6076;153,551;0,1407;31,6652;25,6249;174,004;0,1511;30,347;26,7613;183,6651;0,1612;29,0977;27,8971;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
17;135,076;0,0587;34,95285046;38,6;139,83;0,07674;35,31227233;35,1;95,7912;0,086;28,8527;22,9073;142,1618;0,1261;33,0755;25,6076;163,1622;0,1407;31,6652;25,6249;176,5011;0,1511;30,347;26,7613;183,6651;0,1612;29,0976;27,8972;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
18;135,258;0,0587;34,95285046;38,6;139,64;0,07674;35,31227233;35,1;93,9508;0,086;28,8528;22,9082;142,1618;0,1261;33,0756;25,6076;163,1622;0,1407;31,6651;25,6249;178,0173;0,1511;30,3469;26,7614;183,6651;0,1612;29,0976;27,8972;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
19;119,522;0,0587;34,95285046;38,6;126,76;0,07674;35,31227233;35,1;98,6731;0,086;28,8529;22,909;142,1618;0,1261;33,0757;25,6076;163,1622;0,1407;31,6651;25,6249;176,5011;0,1511;30,3469;26,7614;183,6651;0,1612;29,0976;27,8972;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
20;122,788;0,0587;34,95285046;38,6;129,59;0,07674;35,31227233;35,1;98,6855;0,086;28,8529;22,9098;142,1618;0,1261;33,0758;25,6076;163,1622;0,1407;31,665;25,625;176,5011;0,1511;30,3469;26,7614;183,7878;0,1612;29,0976;27,8972;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
21;117,746;0,0587;34,95285046;38,6;125,78;0,07674;35,31227233;35,1;96,8907;0,086;28,853;22,9107;142,1618;0,1261;33,0759;25,6076;163,1622;0,1407;31,665;25,625;178,0173;0,1511;30,3469;26,7614;183,6651;0,1612;29,0975;27,8973;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
22;117,412;0,0587;34,95285046;38,6;125,11;0,07674;35,31227233;35,1;95,7593;0,086;28,8531;22,9115;142,1618;0,1261;33,076;25,6075;163,1622;0,1407;31,6649;25,625;186,1842;0,1511;30,3468;26,7615;183,6651;0,1612;29,0975;27,8973;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
23;116,904;0,0587;34,95285046;38,6;125,11;0,07674;35,31227233;35,1;92,6567;0,086;28,8531;22,9123;142,1618;0,1261;33,0761;25,6075;163,1622;0,1407;31,6649;25,625;176,5011;0,1511;30,3468;26,7615;183,6651;0,1612;29,0975;27,8973;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
24;122,788;0,0587;34,95285046;38,6;129,59;0,07674;35,31227233;35,1;102,1783;0,086;28,8532;22,9131;159,3858;0,1261;33,0762;25,6075;163,8845;0,1407;31,6648;25,6251;176,8739;0,1511;30,3468;26,7615;183,6704;0,1612;29,0974;27,8973;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
25;122,944;0,0587;34,95285046;38,6;129,72;0,07674;35,31227233;35,1;102,1783;0,086;28,8532;22,914;156,136;0,1261;33,0763;25,6075;164,2203;0,1407;31,6648;25,6251;176,8739;0,1511;30,3468;26,7615;183,6704;0,1612;29,0974;27,8974;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
26;119,888;0,0587;34,95285046;38,6;126,62;0,07674;35,31227233;35,1;110,5211;0,086;28,8533;22,9148;159,3858;0,1261;33,0764;25,6075;164,2203;0,1407;31,6648;25,6251;176,8739;0,1511;30,3467;26,7616;183,6704;0,1612;29,0974;27,8974;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
27;123,012;0,0587;34,95285046;38,6;129,72;0,07674;35,31227233;35,1;107,2885;0,086;28,8534;22,9156;156,136;0,1261;33,0765;25,6075;163,8845;0,1407;31,6647;25,6251;176,5034;0,1511;30,3467;26,7616;183,6704;0,1612;29,0974;27,8974;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
28;123,268;0,0587;34,95285046;38,6;129,72;0,07674;35,31227233;35,1;110,5211;0,086;28,8534;22,9165;156,136;0,1261;33,0765;25,6074;164,2203;0,1407;31,6647;25,6252;176,5034;0,1511;30,3467;26,7616;183,6704;0,1612;29,0973;27,8974;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
29;135,132;0,0587;34,95285046;38,6;139,3;0,07674;35,31227233;35,1;104,217;0,086;28,8535;22,9173;156,136;0,1261;33,0766;25,6074;164,2203;0,1407;31,6646;25,6252;176,5034;0,1511;30,3466;26,7616;183,6704;0,1612;29,0973;27,8975;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
30;175,824;0,0587;34,95285046;38,6;173,73;0,07674;35,31227233;35,1;118,3117;0,086;28,8536;22,9181;159,3858;0,1261;33,0767;25,6074;163,8845;0,1407;31,6646;25,6252;189,6834;0,1511;30,3466;26,7617;183,6704;0,1612;29,0973;27,8975;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
31;198,288;0,0587;34,95285046;38,6;191,93;0,07674;35,31227233;35,1;127,2494;0,086;28,8536;22,9189;155,6063;0,1261;33,0768;25,6074;164,2203;0,1407;31,6645;25,6252;176,5034;0,1511;30,3466;26,7617;176,3457;0,1612;29,0973;27,8975;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
32;182,392;0,0587;34,95285046;38,6;179,26;0,07674;35,31227233;35,1;113,1499;0,086;28,8537;22,9198;156,136;0,1261;33,0769;25,6074;163,8845;0,1407;31,6645;25,6253;176,5034;0,1511;30,3466;26,7617;183,6704;0,1612;29,0972;27,8975;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
33;182,522;0,0587;34,95285046;38,6;179,26;0,07674;35,31227233;35,1;104,217;0,086;28,8537;22,9206;156,136;0,1261;33,077;25,6073;163,8845;0,1407;31,6645;25,6253;176,8739;0,1511;30,3465;26,7617;180,6799;0,1612;29,0972;27,8976;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
34;153,374;0,0587;34,95285046;38,6;154,97;0,07674;35,31227233;35,1;104,217;0,086;28,8538;22,9214;156,136;0,1261;33,0771;25,6073;164,2203;0,1407;31,6644;25,6253;176,8739;0,1511;30,3465;26,7617;183,6704;0,1612;29,0972;27,8976;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
35;140,164;0,0587;34,95285046;38,6;143,8;0,07674;35,31227233;35,1;107,2885;0,086;28,8539;22,9223;156,136;0,1261;33,0772;25,6073;164,2203;0,1407;31,6644;25,6253;175,1865;0,1511;30,3465;26,7618;172,5738;0,1612;29,0972;27,8976;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
36;141,854;0,0587;34,95285046;38,6;145,37;0,07674;35,31227233;35,1;113,1499;0,086;28,8539;22,9231;156,136;0,1261;33,0773;25,6073;164,2203;0,1407;31,6643;25,6254;176,5034;0,1511;30,3465;26,7618;180,6799;0,1612;29,0971;27,8976;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
37;175,756;0,0587;34,95285046;38,6;173,73;0,07674;35,31227233;35,1;107,2885;0,086;28,854;22,9239;156,136;0,1261;33,0774;25,6073;163,8845;0,1407;31,6643;25,6254;174,0093;0,1511;30,3464;26,7618;180,6799;0,1612;29,0971;27,8977;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
38;182,392;0,0587;34,95285046;38,6;179,26;0,07674;35,31227233;35,1;118,3117;0,086;28,8541;22,9247;156,136;0,1261;33,0775;25,6073;164,2203;0,1407;31,6642;25,6254;174,0093;0,1511;30,3464;26,7618;183,6704;0,1612;29,0971;27,8977;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
39;198,94;0,0587;34,95285046;38,6;193,05;0,07674;35,31227233;35,1;127,2494;0,086;28,8541;22,9256;161,9307;0,1261;33,0776;25,6072;164,2203;0,1407;31,6642;25,6254;175,1612;0,1511;30,3464;26,7619;183,6704;0,1612;29,097;27,8977;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
40;211,73;0,0587;34,95285046;38,6;203,51;0,07674;35,31227233;35,1;127,5918;0,0861;28,8542;22,9264;161,9307;0,1261;33,0777;25,6072;163,8845;0,1407;31,6641;25,6255;174,0093;0,1511;30,3463;26,7619;183,6704;0,1612;29,097;27,8977;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
41;220,692;0,0587;34,95285046;38,6;211,12;0,07674;35,31227233;35,1;130,6087;0,0861;28,8542;22,9272;156,136;0,1261;33,0778;25,6072;154,1013;0,1407;31,6641;25,6255;174,0093;0,1511;30,3463;26,7619;180,6799;0,1612;29,097;27,8978;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
42;199,13;0,0587;34,95285046;38,6;193,1;0,07674;35,31227233;35,1;127,2494;0,0861;28,8543;22,9281;156,136;0,1261;33,0779;25,6072;163,8845;0,1407;31,6641;25,6255;174,0093;0,1511;30,3463;26,7619;171,7438;0,1612;29,097;27,8978;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
43;197,596;0,0587;34,95285046;38,6;191,93;0,07674;35,31227233;35,1;127,2494;0,0861;28,8544;22,9289;159,3858;0,1261;33,078;25,6072;163,8845;0,1408;31,664;25,6255;174,0093;0,1511;30,3463;26,762;171,7438;0,1612;29,0969;27,8978;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
44;166,768;0,0587;34,95285046;38,6;166,24;0,07674;35,31227233;35,1;117,669;0,0861;28,8544;22,9297;159,3858;0,1261;33,0781;25,6071;163,8845;0,1408;31,664;25,6256;174,0093;0,1511;30,3462;26,762;171,7438;0,1612;29,0969;27,8978;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
45;138,892;0,0587;34,95285046;38,6;143,01;0,07674;35,31227233;35,1;107,2885;0,0861;28,8545;22,9305;150,2455;0,1261;33,0782;25,6071;163,8845;0,1408;31,6639;25,6256;174,0093;0,1511;30,3462;26,762;171,7438;0,1612;29,0969;27,8979;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
46;122,788;0,0587;34,95285046;38,6;129,59;0,07674;35,31227233;35,1;99,2121;0,0861;28,8546;22,9314;150,2455;0,1261;33,0783;25,6071;154,0114;0,1408;31,6639;25,6256;174,0093;0,1511;30,3462;26,762;171,7438;0,1612;29,0969;27,8979;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
47;117,698;0,0587;34,95285046;38,6;125,15;0,07674;35,31227233;35,1;98,5423;0,0861;28,8546;22,9322;138,5136;0,1261;33,0784;25,6071;153,5566;0,1408;31,6638;25,6256;174,0093;0,1511;30,3462;26,7621;180,6799;0,1612;29,0968;27,8979;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
48;117,29;0,0587;34,95285046;38,6;123,76;0,07674;35,31227233;35,1;89,8046;0,0861;28,8547;22,933;131,7178;0,1261;33,0785;25,6071;145,0996;0,1408;31,6638;25,6257;170,0255;0,1511;30,3461;26,7621;171,7487;0,1612;29,0968;27,8979;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
49;115,072;0,0587;34,95285046;38,6;121,86;0,07674;35,31227233;35,1;87,8457;0,0861;28,8547;22,9339;131,2054;0,1261;33,0786;25,6071;143,3673;0,1408;31,6637;25,6257;156,5845;0,1511;30,3461;26,7621;140,8942;0,1612;29,0968;27,898;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
50;116,27;0,0587;34,95285046;38,6;121,86;0,07674;35,31227233;35,1;89,2757;0,0861;28,8548;22,9347;124,2377;0,1261;33,0787;25,607;133,5834;0,1408;31,6637;25,6257;156,5845;0,1511;30,3461;26,7621;125,9515;0,1612;29,0967;27,898;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,392819567;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;8,798929188;10000000;10000000;10000000;10000000
