;Electricity_2020;CO2_2020;Oil_2020;Gas_2020;Electricity_2025;CO2_2025;Oil_2025;Gas_2025;Electricity_2030;CO2_2030;Oil_2030;Gas_2030;Electricity_2035;CO2_2035;Oil_2035;Gas_2035;Electricity_2040;CO2_2040;Oil_2040;Gas_2040;Electricity_2045;CO2_2045;Oil_2045;Gas_2045;Electricity_2050;CO2_2050;Oil_2050;Gas_2050;Biomass_2020;Biomass_2025;Biomass_2030;Biomass_2035;Biomass_2040;Biomass_2045;Biomass_2050;Hydrogen_2020;Hydrogen_2025;Hydrogen_2030;Hydrogen_2035;Hydrogen_2040;Hydrogen_2045;Hydrogen_2050;Synthetic_fuel_2020;Synthetic_fuel_2025;Synthetic_fuel_2030;Synthetic_fuel_2035;Synthetic_fuel_2040;Synthetic_fuel_2045;Synthetic_fuel_2050;Hard_coal_2020;Hard_coal_2025;Hard_coal_2030;Hard_coal_2035;Hard_coal_2040;Hard_coal_2045;Hard_coal_2050;Brown_coal_2020;Brown_coal_2025;Brown_coal_2030;Brown_coal_2035;Brown_coal_2040;Brown_coal_2045;Brown_coal_2050
4650;94,198;0,057506;33,88940638;38,194;94,6;0,07591;34,41680548;34,72;86,9395;0,0903;29,156;26,35;98,221;0,1299;33,4518;25,514;99,2152;0,142;31,4649;25,745;105,0151;0,1521;30,2149;26,8814;108,072;0,1622;28,975;27,9848;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4651;96,922;0,057506;33,88940638;38,194;96,96;0,07591;34,41680548;34,72;86,9395;0,0903;29,156;26,3499;99,1916;0,1299;33,4517;25,514;99,2152;0,142;31,4649;25,745;104,3171;0,1521;30,2148;26,8815;105,4989;0,1622;28,975;27,9848;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4652;97,576;0,057506;33,88940638;38,194;97,38;0,07591;34,41680548;34,72;86,9395;0,0903;29,1561;26,3499;97,6316;0,1299;33,4517;25,514;99,2152;0,142;31,4648;25,745;102,5935;0,1521;30,2148;26,8815;103,8505;0,1622;28,975;27,9848;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4653;94,842;0,057506;33,88940638;38,194;94,6;0,07591;34,41680548;34,72;86,9395;0,0903;29,1562;26,3499;98,221;0,1299;33,4516;25,5139;99,2152;0,142;31,4648;25,7451;104,3171;0,1521;30,2148;26,8815;60,7576;0,1622;28,975;27,9847;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4654;88,914;0,057506;33,88940638;38,194;89,66;0,07591;34,41680548;34,72;85,4384;0,0903;29,1562;26,3499;98,221;0,1299;33,4516;25,5139;98,8664;0,142;31,4648;25,7451;102,5935;0,1521;30,2148;26,8815;63,4505;0,1622;28,975;27,9847;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4655;87,93;0,057506;33,88940638;38,194;88,84;0,07591;34,41680548;34,72;84,0947;0,0903;29,1563;26,3499;97,6316;0,1299;33,4515;25,5139;99,2152;0,142;31,4647;25,7451;102,5935;0,1521;30,2147;26,8816;96,3281;0,1622;28,975;27,9847;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4656;88,102;0,057506;33,88940638;38,194;88,88;0,07591;34,41680548;34,72;82,7874;0,0903;29,1564;26,3498;96,4406;0,1299;33,4515;25,5139;99,2184;0,142;31,4647;25,7451;105,0182;0,1521;30,2147;26,8816;110,7738;0,1622;28,9749;27,9847;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4657;88,286;0,057506;33,88940638;38,194;88,88;0,07591;34,41680548;34,72;81,9761;0,0903;29,1564;26,3498;95,5404;0,1299;33,4514;25,5138;99,2184;0,142;31,4647;25,7452;104,7343;0,1521;30,2147;26,8816;110,7738;0,1622;28,9749;27,9846;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4658;89;0,057506;33,88940638;38,194;88,57;0,07591;34,41680548;34,72;81,0129;0,0903;29,1565;26,3498;94,5035;0,1299;33,4514;25,5138;99,2184;0,142;31,4647;25,7452;104,7343;0,1521;30,2146;26,8816;110,4286;0,1622;28,9749;27,9846;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4659;90,176;0,057506;33,88940638;38,194;89,55;0,07591;34,41680548;34,72;81,0129;0,0903;29,1566;26,3498;94,0466;0,1299;33,4514;25,5138;99,2184;0,142;31,4646;25,7452;104,7343;0,1521;30,2146;26,8817;110,7738;0,1622;28,9749;27,9846;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4660;93,272;0,057506;33,88940638;38,194;93,29;0,07591;34,41680548;34,72;79,424;0,0903;29,1566;26,3498;94,0466;0,1299;33,4513;25,5138;99,2184;0,142;31,4646;25,7452;105,0182;0,1521;30,2146;26,8817;110,7738;0,1622;28,9749;27,9846;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4661;97,714;0,057506;33,88940638;38,194;96,89;0,07591;34,41680548;34,72;76,2175;0,0903;29,1567;26,3497;92,2021;0,1299;33,4513;25,5137;99,7602;0,142;31,4646;25,7453;105,0182;0,1521;30,2146;26,8817;110,7738;0,1622;28,9749;27,9846;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4662;102,29;0,057506;33,88940638;38,194;97,37;0,07591;34,41680548;34,72;47,0706;0,0903;29,1567;26,3497;70,5717;0,1299;33,4512;25,5137;94,4937;0,142;31,4645;25,7453;102,3774;0,1521;30,2145;26,8817;107,9883;0,1622;28,9749;27,9845;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4663;101,462;0,057506;33,88940638;38,194;96,68;0,07591;34,41680548;34,72;18,1429;0,0903;29,1568;26,3497;30,9652;0,1299;33,4512;25,5137;60,7576;0,142;31,4645;25,7453;102,5966;0,1521;30,2145;26,8818;31,155;0,1622;28,9748;27,9845;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4664;110,314;0,057506;33,88940638;38,194;93,39;0,07591;34,41680548;34,72;7,5758;0,0903;29,1569;26,3497;15,8031;0,1299;33,4511;25,5136;57,9573;0,142;31,4645;25,7453;103,9785;0,1521;30,2145;26,8818;31,155;0,1622;28,9748;27,9845;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4665;107,514;0,057506;33,88940638;38,194;91,29;0,07591;34,41680548;34,72;7,5758;0,0903;29,1569;26,3497;13,4112;0,1299;33,4511;25,5136;93,0172;0,142;31,4645;25,7454;48,9421;0,1521;30,2144;26,8818;16,1837;0,1622;28,9748;27,9845;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4666;106,158;0,057506;33,88940638;38,194;89,68;0,07591;34,41680548;34,72;7,5758;0,0903;29,157;26,3497;15,8031;0,1299;33,451;25,5136;59,0784;0,142;31,4644;25,7454;60,7576;0,1521;30,2144;26,8818;10,49;0,1622;28,9748;27,9844;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4667;106,002;0,057506;33,88940638;38,194;89,55;0,07591;34,41680548;34,72;10,3674;0,0903;29,1571;26,3496;13,4112;0,1299;33,451;25,5136;60,7576;0,142;31,4644;25,7454;89,6919;0,1521;30,2144;26,8819;13,6284;0,1622;28,9748;27,9844;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4668;106,124;0,057506;33,88940638;38,194;89,7;0,07591;34,41680548;34,72;18,1429;0,0903;29,1571;26,3496;15,8031;0,1299;33,4509;25,5135;29,5392;0,142;31,4644;25,7454;102,4568;0,1521;30,2144;26,8819;11,0731;0,1622;28,9748;27,9844;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4669;106,23;0,057506;33,88940638;38,194;89,74;0,07591;34,41680548;34,72;16,73;0,0903;29,1572;26,3496;15,8031;0,1299;33,4509;25,5135;93,0172;0,142;31,4643;25,7455;59,5987;0,1521;30,2143;26,8819;23,4346;0,1622;28,9748;27,9844;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4670;106,434;0,057506;33,88940638;38,194;89,91;0,07591;34,41680548;34,72;10,3674;0,0903;29,1573;26,3496;17,6429;0,1299;33,4508;25,5135;93,0172;0,142;31,4643;25,7455;100,0174;0,1521;30,2143;26,8819;23,4346;0,1622;28,9747;27,9844;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4671;111,256;0,057506;33,88940638;38,194;94,09;0,07591;34,41680548;34,72;22,7826;0,0903;29,1573;26,3496;14,2284;0,1299;33,4508;25,5134;57,9573;0,142;31,4643;25,7455;60,7576;0,1521;30,2143;26,882;23,4346;0,1622;28,9747;27,9843;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4672;103,07;0,057506;33,88940638;38,194;98,02;0,07591;34,41680548;34,72;62,0706;0,0903;29,1574;26,3495;60,7576;0,1299;33,4508;25,5134;93,0172;0,142;31,4643;25,7455;102,5966;0,1521;30,2142;26,882;62,31;0,1622;28,9747;27,9843;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4673;101,612;0,057506;33,88940638;38,194;100,24;0,07591;34,41680548;34,72;85,4459;0,0903;29,1575;26,3495;92,2021;0,1299;33,4507;25,5134;96,9305;0,142;31,4642;25,7456;95,8332;0,1521;30,2142;26,882;108,2195;0,1622;28,9747;27,9843;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4674;106,508;0,057506;33,88940638;38,194;104,32;0,07591;34,41680548;34,72;85,9343;0,0903;29,1575;26,3495;92,2021;0,1299;33,4507;25,5134;93,0172;0,142;31,4642;25,7456;81,8739;0,1521;30,2142;26,8821;103,8505;0,1622;28,9747;27,9843;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4675;102,682;0,057506;33,88940638;38,194;101,21;0,07591;34,41680548;34,72;85,9343;0,0903;29,1576;26,3495;92,2021;0,1299;33,4506;25,5133;96,9305;0,142;31,4642;25,7456;102,5966;0,1521;30,2142;26,8821;108,2195;0,1622;28,9747;27,9842;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4676;101,588;0,057506;33,88940638;38,194;100,22;0,07591;34,41680548;34,72;85,4459;0,0903;29,1577;26,3495;92,2021;0,1299;33,4506;25,5133;93,0172;0,142;31,4641;25,7456;98,4546;0,1521;30,2141;26,8821;108,2195;0,1622;28,9747;27,9842;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4677;97,724;0,057506;33,88940638;38,194;97;0,07591;34,41680548;34,72;85,4459;0,0903;29,1577;26,3494;88,4798;0,1299;33,4505;25,5133;93,0172;0,142;31,4641;25,7457;98,4546;0,1521;30,2141;26,8821;105,4989;0,1622;28,9746;27,9842;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4678;95,728;0,057506;33,88940638;38,194;93,39;0,07591;34,41680548;34,72;84,1709;0,0903;29,1578;26,3494;81,8206;0,1299;33,4505;25,5133;93,0172;0,142;31,4641;25,7457;102,5966;0,1521;30,2141;26,8822;103,8505;0,1622;28,9746;27,9842;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4679;94,276;0,057506;33,88940638;38,194;91,45;0,07591;34,41680548;34,72;81,4748;0,0903;29,1579;26,3494;75,7576;0,1299;33,4504;25,5132;93,0172;0,142;31,4641;25,7457;98,4546;0,1521;30,214;26,8822;108,2195;0,1622;28,9746;27,9841;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4680;93,516;0,057506;33,88940638;38,194;90,7;0,07591;34,41680548;34,72;81,482;0,0903;29,1579;26,3494;49,5685;0,1299;33,4504;25,5132;45,9705;0,142;31,464;25,7458;35,2199;0,1521;30,214;26,8822;29,4231;0,1622;28,9746;27,9841;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4681;92,628;0,057506;33,88940638;38,194;89,81;0,07591;34,41680548;34,72;80,5976;0,0903;29,158;26,3494;39,9214;0,1299;33,4503;25,5132;27,7241;0,142;31,464;25,7458;20,1257;0,1521;30,214;26,8822;29,7118;0,1622;28,9746;27,9841;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4682;93,218;0,057506;33,88940638;38,194;89,81;0,07591;34,41680548;34,72;80,7675;0,0903;29,158;26,3493;37,079;0,1299;33,4503;25,5131;8,4857;0,142;31,464;25,7458;8,6264;0,1521;30,214;26,8823;39,262;0,1622;28,9746;27,9841;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4683;94,286;0,057506;33,88940638;38,194;90,7;0,07591;34,41680548;34,72;81,7145;0,0903;29,1581;26,3493;37,079;0,1299;33,4503;25,5131;7,5758;0,142;31,4639;25,7458;20,1257;0,1521;30,2139;26,8823;26,827;0,1622;28,9746;27,9841;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4684;94,898;0,057506;33,88940638;38,194;94,36;0,07591;34,41680548;34,72;85,9419;0,0903;29,1582;26,3493;31,782;0,1299;33,4502;25,5131;7,6645;0,142;31,4639;25,7459;7,5758;0,1521;30,2139;26,8823;29,4231;0,1622;28,9745;27,984;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4685;101,8;0,057506;33,88940638;38,194;97,14;0,07591;34,41680548;34,72;87,3685;0,0903;29,1582;26,3493;31,3866;0,1299;33,4502;25,5131;7,5758;0,142;31,4639;25,7459;9,3761;0,1521;30,2139;26,8823;22,9641;0,1622;28,9745;27,984;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4686;102,29;0,057506;33,88940638;38,194;97,37;0,07591;34,41680548;34,72;85,5481;0,0903;29,1583;26,3493;20,4229;0,1299;33,4501;25,513;4,3797;0,142;31,4639;25,7459;7,5758;0,1521;30,2138;26,8824;13,8462;0,1622;28,9745;27,984;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4687;106,688;0,057506;33,88940638;38,194;96,18;0,07591;34,41680548;34,72;79,4311;0,0903;29,1584;26,3493;0;0,1299;33,4501;25,513;0;0,142;31,4638;25,7459;7,5758;0,1521;30,2138;26,8824;7,5758;0,1622;28,9745;27,984;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4688;113,232;0,057506;33,88940638;38,194;94,36;0,07591;34,41680548;34,72;47,0782;0,0903;29,1584;26,3492;0;0,1299;33,45;25,513;0;0,142;31,4638;25,746;0;0,1521;30,2138;26,8824;7,1721;0,1622;28,9745;27,9839;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4689;110,004;0,057506;33,88940638;38,194;91,67;0,07591;34,41680548;34,72;41,6482;0,0903;29,1585;26,3492;0;0,1299;33,45;25,5129;0;0,142;31,4638;25,746;7,5758;0,1521;30,2138;26,8824;0;0,1622;28,9745;27,9839;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4690;107,856;0,057506;33,88940638;38,194;89,88;0,07591;34,41680548;34,72;35,1071;0,0903;29,1586;26,3492;0;0,1299;33,4499;25,5129;0;0,142;31,4637;25,746;0;0,1521;30,2137;26,8825;0;0,1622;28,9745;27,9839;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4691;106,704;0,057506;33,88940638;38,194;88,92;0,07591;34,41680548;34,72;35,4615;0,0903;29,1586;26,3492;0;0,1299;33,4499;25,5129;0;0,142;31,4637;25,746;7,3669;0,1521;30,2137;26,8825;0;0,1622;28,9744;27,9839;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4692;107,664;0,057506;33,88940638;38,194;89,72;0,07591;34,41680548;34,72;34,502;0,0903;29,1587;26,3492;0;0,1299;33,4498;25,5129;5,2336;0,142;31,4637;25,7461;6,42;0,1521;30,2137;26,8825;0;0,1622;28,9744;27,9838;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4693;107,856;0,057506;33,88940638;38,194;89,88;0,07591;34,41680548;34,72;35,1071;0,0903;29,1588;26,3491;0;0,1299;33,4498;25,5128;5,2336;0,142;31,4637;25,7461;7,3669;0,1521;30,2136;26,8825;0;0,1622;28,9744;27,9838;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4694;107,856;0,057506;33,88940638;38,194;89,88;0,07591;34,41680548;34,72;43,2088;0,0903;29,1588;26,3491;8,4661;0,1299;33,4498;25,5128;5,2336;0,142;31,4636;25,7461;7,5758;0,1521;30,2136;26,8826;7,428;0,1622;28,9744;27,9838;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4695;110,172;0,057506;33,88940638;38,194;91,81;0,07591;34,41680548;34,72;47,0782;0,0903;29,1589;26,3491;7,5758;0,1299;33,4497;25,5128;5,2336;0,142;31,4636;25,7461;8,3715;0,1521;30,2136;26,8826;10,6114;0,1622;28,9744;27,9838;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4696;109,336;0,057506;33,88940638;38,194;96,94;0,07591;34,41680548;34,72;80,6934;0,0903;29,159;26,3491;20,5796;0,1299;33,4497;25,5128;5,2009;0,142;31,4636;25,7462;7,5758;0,1521;30,2136;26,8826;7,1721;0,1622;28,9744;27,9838;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4697;105,016;0,057506;33,88940638;38,194;99,21;0,07591;34,41680548;34,72;85,5481;0,0903;29,159;26,3491;33,8645;0,1299;33,4496;25,5127;7,5758;0,142;31,4635;25,7462;8,6264;0,1521;30,2135;26,8826;16,9782;0,1622;28,9744;27,9837;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4698;104,498;0,057506;33,88940638;38,194;99,21;0,07591;34,41680548;34,72;85,3316;0,0903;29,1591;26,349;35,7402;0,1299;33,4496;25,5127;7,5758;0,142;31,4635;25,7462;8,6264;0,1521;30,2135;26,8827;0;0,1622;28,9744;27,9837;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4699;104,498;0,057506;33,88940638;38,194;99,21;0,07591;34,41680548;34,72;85,4174;0,0903;29,1592;26,349;35,7402;0,1299;33,4495;25,5127;7,5758;0,142;31,4635;25,7462;8,6264;0,1521;30,2135;26,8827;22,2335;0,1622;28,9743;27,9837;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
4700;102,77;0,057506;33,88940638;38,194;97,77;0,07591;34,41680548;34,72;85,5481;0,0903;29,1592;26,349;37,2715;0,1299;33,4495;25,5126;7,5758;0,142;31,4635;25,7463;8,8275;0,1521;30,2134;26,8827;17,9302;0,1622;28,9743;27,9837;35,6;35,6;35,6;35,6;35,6;35,6;35,6;161,2;151;135;118;100;100;100;276;260;220;210;200;190;180;5,354497064;5,354497064;5,354497064;10000000;10000000;10000000;10000000;8,736402158;8,736402158;8,736402158;10000000;10000000;10000000;10000000
