;PV_rooftop_middle;PV_rooftop_north;PV_rooftop_swest;PV_rooftop_east;PV_openfield_middle;PV_openfield_north;PV_openfield_swest;PV_openfield_east;Solarthermal;Wind_east;Wind_swest;Wind_north;Wind_middle;Hydro_power
709;0,309518013;0,291350447;0,324078553;0,296221618;0,321815;0,298;0,334835;0,307695;8,11E-05;0,038689;0,03160675;0,03806925;0,0209835;0,8
710;0,232756737;0,162737566;0,357442342;0,237334145;0,231;0,159835;0,348695;0,2389945;1,14E-05;0,038689;0,03337725;0,03786275;0,012131;0,8
711;0,144585652;0,071627404;0,335186171;0,136827896;0,132467;0,067096;0,30189;0,125582;0;0,02541;0,012131;0,01295725;0,012131;0,8
712;0,010845288;0,0028016;0,074879073;0,008351063;0,009678685;0,002615103;0,0668123;0,007521595;0;0,0355905;0,01295725;0,01443275;0,012131;0,8
713;0;0;0;0;0;0;0;0;0;0,038689;0,03786275;0,03860025;0,02541;0,8
714;0;0;0;0;0;0;0;0;0;0,08551475;0,05765275;0,05837725;0,04871475;0,8
715;0;0;0;0;0;0;0;0;0;0,223315;0,2218675;0,227785;0,2005925;0,8
716;0;0;0;0;0;0;0;0;0;0,139692;0,127614;0,131878;0,105716;0,8
717;0;0;0;0;0;0;0;0;0;0,21313;0,22387;0,22163;0,1959225;0,8
718;0;0;0;0;0;0;0;0;0;0,352215;0,383585;0,32847;0,344;0,8
719;0;0;0;0;0;0;0;0;0;0,27037;0,26411;0,262155;0,2359125;0,8
720;0;0;0;0;0;0;0;0;0;0,4978525;0,6137525;0,4939675;0,4954125;0,8
721;0;0;0;0;0;0;0;0;0;0,56066;0,6673775;0,56066;0,56066;0,8
722;0;0;0;0;0;0;0;0;0;0,54115;0,703485;0,638075;0,5437525;0,8
723;0;0;0;0;0;0;0;0;0;0,2993475;0,29265;0,30455;0,24958;0,8
724;0;0;0;0;0;0;0;0;0;0,28142;0,25902;0,25902;0,25868;0,8
725;0;0;0;0;0;0;0;0;0;0,2012375;0,18424;0,1995375;0,16533;0,8
726;0;0;0;0;0;0;0;0;0;0,15705;0,10270425;0,1087425;0,085073;0,8
727;0;0;0;0;0;0;0;0;0;0,15773;0,13048;0,13048;0,10149825;0,8
728;0;0,035611969;0,015675298;0,00597117;0;0,03484525;0,0150628;0,00550115;0;0,2515425;0,2471225;0,2318275;0,2318275;0,8
729;0,024805097;0,215682355;0,169634499;0,019399926;0,024383075;0,1943825;0,1521725;0,0187225;0;0,25902;0,25902;0,25902;0,2335275;0,8
730;0,063382291;0,364237421;0,228857392;0,043868953;0,0629005;0,313185;0,2130415;0,04333225;0;0,170645;0,170645;0,1825425;0,15705;0,8
731;0,083290765;0,526623434;0,278522629;0,0628605;0,08310775;0,5185475;0,277866;0,062455;0;0,134103;0,134103;0,1084365;0,092414;0,8
732;0,095865272;0,482968303;0,451393579;0,100642776;0,09591475;0,51865;0,474145;0,10065275;0;0,0541345;0,038694;0,03718575;0,02603825;0,8
733;0,083969068;0,412072658;0,448730447;0,101215374;0,0840135;0,4400575;0,477165;0,1015535;0;0,01319325;0,00302733;0,005814178;0,00302733;0,8
734;0,052439132;0,212848504;0,417615632;0,062126574;0,0522625;0,21685425;0,419935;0,06218525;0;0,012131;0,00098361;0,0108305;0,00098361;0,8
735;0,021211627;0,098601604;0,290823119;0,018081364;0,02096225;0,09026675;0,26121;0,017909175;0;0,012131;0,001949733;0,012131;0,001949733;0,8
736;0,004160907;0,004407473;0,06707605;0,001518402;0,004042262;0,00404149;0,054830025;0,001459673;0;0,02496725;0,02006125;0,01655725;0,01315625;0,8
737;0;0;0;0;0;0;0;0;0;0,05169425;0,0601095;0,04863425;0,04418925;0,8
738;0;0;0;0;0;0;0;0;0;0,10029025;0,10029025;0,09425;0,08628075;0,8
739;0;0;0;0;0;0;0;0;0;0,21313;0,22333;0,22163;0,19834;0,8
740;0;0;0;0;0;0;0;0;0;0,1670225;0,2386225;0,224225;0,22334;0,8
741;0;0;0;0;0;0;0;0;0;0,05978725;0,074481;0,063007;0,05918275;0,8
742;0;0;0;0;0;0;0;0;0;0,038689;0,038689;0,038689;0,038689;0,8
743;0;0;0;0;0;0;0;0;0;0,038689;0,038689;0,038689;0,02319675;0,8
744;0;0;0;0;0;0;0;0;0;0,0510745;0,06134425;0,04360125;0,041951;0,94
745;0;0;0;0;0;0;0;0;0;0,006888978;0,006113043;0,007699453;0,006814203;0,94
746;0;0;0;0;0;0;0;0;0;0,05631525;0,062122;0,05842075;0,05709275;0,94
747;0;0;0;0;0;0;0;0;0;0,0601095;0,07923475;0,05016425;0,044809;0,94
748;0;0;0;0;0;0;0;0;0;0,04863425;0,05117075;0,04557425;0,037186;0,94
749;0;0;0;0;0;0;0;0;0;0,1658575;0,20685;0,1930475;0,194935;0,94
750;0;0;0;0;0;0;0;0;0;0,15705;0,204635;0,1961375;0,170645;0,94
751;0;0;0;0;0;0;0;0;0;0,1425575;0,15705;0,1449725;0,0995625;0,94
752;0,011172848;0,011010917;0,089305204;0;0,0106374;0,010476325;0,0636738;0;0;0,1649925;0,2096525;0,1864325;0,158785;0,94
753;0,088106554;0,237596124;0,23657325;0,01673234;0,083589;0,21027625;0,1960975;0,0163736;0,000125218;0,05582575;0,064377;0,05837725;0,032296;0,94
754;0,125145995;0,418942382;0,244061562;0,036508981;0,1214555;0,3572325;0,23418525;0,035966;0,000185864;0,01292775;0,03072125;0,03027875;0,009715825;0,94
755;0,14700679;0,506004632;0,296715237;0,045280942;0,14779;0,4890375;0,298505;0,044826;9,70E-05;0,0376265;0,07005475;0,05398925;0,02718025;0,94
756;0,36722321;0,532216974;0,365436553;0,051574938;0,3807425;0,575105;0,3811675;0,05115925;0,00010343;0,038689;0,08459;0,038689;0,015672;0,94
757;0,410649592;0,509951171;0,407654171;0,044657538;0,4345525;0,551265;0,429165;0,0442835;0,000107715;0,04947975;0,0919175;0,0539485;0,0223935;0,94
758;0,326862079;0,396522474;0,408333197;0,032103738;0,33365;0,385735;0,4172975;0,031715;0;0,207505;0,299575;0,2261725;0,19036325;0,94
759;0,299436158;0,229722308;0,32664296;0,017715604;0,2715925;0,1946235;0,30254;0,0173565;0;0,25902;0,32847;0,25902;0,25902;0,94
760;0,066560904;0,024490481;0,097820001;0,001920987;0,059235325;0,021694575;0,079335225;0,001860447;0;0,2688775;0,3973425;0,3015875;0,27918;0,94
761;0;0;0;0;0;0;0;0;0;0,448285;0,644625;0,566395;0,5380325;0,94
762;0;0;0;0;0;0;0;0;0;0,719015;0,92733;0,8276875;0,8449675;0,94
763;0;0;0;0;0;0;0;0;0;0,5013125;0,79889;0,65705;0,568525;0,94
764;0;0;0;0;0;0;0;0;0;0,443605;0,76721;0,5882;0,4103475;0,94
765;0;0;0;0;0;0;0;0;0;0,56066;0,9035225;0,76721;0,584565;0,94
766;0;0;0;0;0;0;0;0;0;0,48541;0,7261325;0,598525;0,451965;0,94
767;0;0;0;0;0;0;0;0;0;0,3575925;0,51104;0,4439475;0,2523425;0,94
768;0;0;0;0;0;0;0;0;0;0,1433425;0,176513;0,1571075;0,0470295;0,94
769;0;0;0;0;0;0;0;0;0;0,0286575;0,04497275;0,03993975;0,004513705;0,94
770;0;0;0;0;0;0;0;0;0;0,005885225;0,011657975;0,01146;0,000637148;0,94
771;0;0;0;0;0;0;0;0;0;0,10088975;0,12115125;0,11758875;0,0385705;0,94
772;0;0;0;0;0;0;0;0;0;0,15705;0,1791425;0,15705;0,038689;0,94
773;0;0;0;0;0;0;0;0;0;0,15705;0,25902;0,22673;0,0639345;0,94
774;0;0;0;0;0;0;0;0;0;0,1774425;0,2836625;0,26574;0,10029025;0,94
775;0;0;0;0;0;0;0;0;0;0,4240425;0,6484475;0,5595675;0,37207;0,94
776;0,020656486;0,015548716;0,082931747;0;0,017179175;0,014928493;0,057946;0;0;0,8605575;0,99508;0,962005;0,9238175;0,94
777;0,055495232;0,262436447;0,257637514;0,015138916;0,05272775;0,23215;0,20768;0,014684375;0;0,79025;0,98924;0,9500375;0,819655;0,94
778;0,128552684;0,432330276;0,39181504;0,056085888;0,12712725;0,37722;0,3663725;0,0554965;0;0,8536075;0,9961525;0,9774125;0,8939225;0,94
779;0,096066091;0,512274789;0,461436908;0,111400046;0,0954825;0,502605;0,483145;0,11165625;0;0,94;0,9948375;0,9546;0,8157875;0,94
780;0,094045626;0,528296921;0,531492198;0,177582237;0,09422075;0,5701825;0,5699875;0,1803125;0;0,94;0,9997375;0,99475;0,934625;0,94
781;0,067695794;0,498978395;0,518280079;0,309000316;0,0676235;0,53862;0,558225;0,31946;0;0,94;0,9998775;0,990735;0,80559;0,94
782;0,061445621;0,409243382;0,407935895;0,351254053;0,06116225;0,4007675;0,43012;0,3432375;0;0,81905;0,99072;0,9485775;0,5966525;0,94
783;0,045053637;0,254875417;0,302857776;0,165768624;0,044777;0,2233115;0,2906125;0,15336375;0;0,9857625;0,9999425;0,999215;0,957085;0,94
784;0,006936909;0,028015157;0,095524122;0,023853015;0,006878338;0,0248568;0,077878075;0,021445275;0;0,88405;0,9861625;0,946125;0,67361;0,94
785;0;0;0;0;0;0;0;0;0;0,46118;0,6663175;0,590655;0,19486;0,94
786;0;0;0;0;0;0;0;0;0;0,5160675;0,663935;0,5882;0,22673;0,94
787;0;0;0;0;0;0;0;0;0;0,672405;0,8586975;0,7431125;0,34098;0,94
788;0;0;0;0;0;0;0;0;0;0,2856925;0,3962625;0,354645;0,08292625;0,94
789;0;0;0;0;0;0;0;0;0;0,1244425;0,18424;0,16839;0,0187705;0,94
790;0;0;0;0;0;0;0;0;0;0,0728195;0,11305;0,076134;0,009344225;0,94
791;0;0;0;0;0;0;0;0;0;0,006508105;0,010497178;0,009169378;0,00016393;0,94
792;0;0;0;0;0;0;0;0;0;0,003027328;0,003770503;0,003770503;0;0,94
793;0;0;0;0;0;0;0;0;0;0,000704928;0,000868855;0,000868855;0;0,94
794;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
795;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
796;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
797;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
798;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
799;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
800;0,093582829;0,076523858;0,001976448;0,012622642;0,071337;0,052286925;0;0,01211855;0;0,000540985;0,000737705;0,000737705;0,000278688;0,94
801;0,114368499;0,270074289;0,029461314;0,08506442;0,0965825;0,2134975;0,027310275;0,0819105;8,36E-05;0,003027328;0,0108305;0,0097779;0,00098361;0,94
802;0,180401881;0,394499842;0,058789954;0,198595934;0,17764;0,3516375;0,0580565;0,1969375;8,76E-05;0,000868855;0,00469958;0,001664858;0,000868855;0,94
803;0,374333724;0,514677869;0,079672903;0,267146289;0,38541;0,51539;0,07903925;0,2723275;5,59E-05;0;0,000786888;0,000131148;0;0,94
804;0,260447526;0,563656855;0,077164358;0,254035303;0,271105;0,60634;0,07662125;0,261035;4,11E-05;0;0;0;0;0,94
805;0,187324579;0,44040154;0,061414559;0,218615171;0,192665;0,471475;0,060875;0,2239675;0;0;0,00042623;0,00042623;0;0,94
806;0,037687406;0,359597408;0,042561466;0,194211158;0,03828225;0,36095;0,0420385;0,1958925;0;0;0,00016393;8,52E-05;1,64E-05;0,94
807;0,009179449;0,193934491;0,023883667;0,080164836;0,008825475;0,176587;0,0234405;0,078723;0;0,000943177;0,005999978;0,00302405;0,002420778;0,94
808;0,001493148;0,044551013;0,00622737;0,003206309;0,001370428;0,038042925;0,006064375;0,003056553;0;0,01131355;0,0355905;0,02408175;0,012131;0,94
809;0;0;0;0;0;0;0;0;0;0,00302733;0,015672;0,012131;0,005256805;0,94
810;0;0;0;0;0;0;0;0;0;0,00098361;0,00990165;0,01045905;0,00098361;0,94
811;0;0;0;0;0;0;0;0;0;0,00018032;0,00034426;0,000295083;0,00018032;0,94
812;0;0;0;0;0;0;0;0;0;0;0,000737705;0,000491803;0,000491803;0,94
813;0;0;0;0;0;0;0;0;0;0,000590173;0,00098361;0,000868855;0,000911477;0,94
814;0;0;0;0;0;0;0;0;0;0;0,000180328;6,55E-06;6,55E-06;0,94
815;0;0;0;0;0;0;0;0;0;0,000672125;0,006912533;0,005742045;0,003234968;0,94
816;0;0;0;0;0;0;0;0;0;0,006557377;0,0187705;0,01788525;0,012131;0,94
817;0;0;0;0;0;0;0;0;0;0,012131;0,038689;0,038689;0,012131;0,94
818;0;0;0;0;0;0;0;0;0;0,012131;0,038689;0,038689;0,012131;0,94
819;0;0;0;0;0;0;0;0;0;0,0358965;0,0677595;0,04333;0,0214935;0,94
820;0;0;0;0;0;0;0;0;0;0,081224;0,148595;0,13646925;0,111975;0,94
821;0;0;0;0;0;0;0;0;0;0,05322425;0,1039135;0,08889475;0,05245925;0,94
822;0;0;0;0;0;0;0;0;0;0,038689;0,0874885;0,04710425;0,038995;0,94
823;0;0;0;0;0;0;0;0;0;0,07923475;0,15536;0,12565;0,081224;0,94
824;0,0112362;0,038825352;0,07644394;0;0,010729025;0,029139025;0,05547665;0;0;0,082754;0,1541525;0,112365;0,079949;0,94
825;0,132930237;0,198010816;0,219234;0,015172506;0,12274275;0,16513;0,1817425;0,01476965;0;0,03976;0,0809255;0,04710425;0,02457575;0,94
826;0,12704775;0,36055575;0,535472448;0,038871849;0,1210445;0,334015;0,535755;0,03825975;0;0,0296785;0,06401775;0,05382725;0,02537325;0,94
827;0,119781446;0,279335053;0,500871;0,050073375;0,12031525;0,27753;0,531385;0,04959;0;0,2862225;0,4705975;0,36707;0,383245;0,94
828;0,132735198;0,220464434;0,144331137;0,048436248;0,13341;0,22685;0,1515;0,048006;0;0,264395;0,4324575;0,3060675;0,29729;0,94
829;0,117565701;0,145143079;0,022677866;0,041497658;0,11816025;0,14755;0,022878025;0,04106725;0;0,25902;0,39344;0,25902;0,25902;0,94
830;0,112859953;0,077918751;0,011263337;0,033434582;0,1133425;0,07827975;0,0107725;0,03299725;0;0,17866;0,3262275;0,25664;0,1597775;0,94
831;0,098654337;0,066747083;0,005685016;0,019794099;0,09645375;0,06583825;0,0053098;0,0194;0;0,0899025;0,170645;0,15026;0,05245925;0,94
832;0,04704304;0,003610951;0,000568632;0,00486166;0,04259775;0,0035246;0,000455863;0,004719235;0;0,13048;0,2318275;0,170645;0,07540975;0,94
833;5,48E-05;0;0;0;4,44E-05;0;0;0;0;0,148595;0,2527875;0,2313425;0,082295;0,94
834;0;0;0;0;0;0;0;0;0;0,045377;0,0918645;0,0579355;0,02089075;0,94
835;0;0;0;0;0;0;0;0;0;0,002710383;0,006508105;0,00377053;0,00037705;0,94
836;0;0;0;0;0;0;0;0;0;0,003584805;0,012142025;0,006371653;0,001314753;0,94
837;0;0;0;0;0;0;0;0;0;0,0307215;0,0677595;0,0355905;0,011871;0,94
838;0;0;0;0;0;0;0;0;0;0,0342625;0,07158475;0,038689;0,012131;0,94
839;0;0;0;0;0;0;0;0;0;0,0108305;0,02673775;0,015672;0,00377053;0,94
840;0;0;0;0;0;0;0;0;0;0,00098361;0,012131;0,012131;0,00098361;0,94
841;0;0;0;0;0;0;0;0;0;0,011142153;0,02606725;0,0192805;0,005154205;0,94
842;0;0;0;0;0;0;0;0;0;0,13038775;0,2498775;0,1783925;0,12721275;0,94
843;0;0;0;0;0;0;0;0;0;0,3265275;0,5216425;0,3777575;0,38328;0,94
844;0;0;0;0;0;0;0;0;0;0,2632;0,44918;0,39344;0,3015875;0,94
845;0;0;0;0;0;0;0;0;0;0,2993475;0,54115;0,443605;0,3015875;0,94
846;0;0;0;0;0;0;0;0;0;0,39344;0,7431125;0,6398375;0,5114225;0,94
847;0;0;0;0;0;0;0;0;0;0,3329525;0,546395;0,4383725;0,2976475;0,94
848;0,115470833;0,009269191;0,127710885;0,115852243;0,086009;0,00877345;0,084207;0,0884435;0;0,17043;0,238935;0,21498;0,091229;0,94
849;0,215507542;0,022569438;0,34720879;0,238239513;0,17600625;0,02189125;0,2704125;0,20154825;0;0,085073;0,15705;0,1328955;0,038689;0,94
850;0,509069882;0,032005015;0,503062185;0,312217263;0,516445;0,0313925;0,4910025;0,2927425;0;0,09425;0,15705;0,15705;0,038689;0,94
851;0,444755013;0,016872672;0,565246066;0,34658996;0,47206;0,01647815;0,6052775;0,36093;0;0,15705;0,2471225;0,1825425;0,0639345;0,94
852;0,140271186;0,016163403;0,350567803;0,384535974;0,147202;0,015627075;0,37178;0,4014125;0;0,206335;0,3598325;0,264395;0,107535;0,94
853;0,037253262;0,363425961;0,317627803;0,167524461;0,03716675;0,3785075;0,3305;0,1739025;0;0,3385475;0,5256075;0,44834;0,2536125;0,94
854;0,040460578;0,326741684;0,069572747;0,256320636;0,03997675;0,3370975;0,07127425;0,263084;0;0,5483975;0,89554;0,7977875;0,5494425;0,94
855;0,055017746;0,258172066;0,029436272;0,229819105;0,05457925;0,2453975;0,0289565;0,2174025;0;0,4432575;0,6715625;0,58918;0,3221025;0,94
856;0,006904031;0,033821603;0,014120834;0,081938467;0,006864718;0,02922;0,0137025;0,07038475;0;0,264395;0,359805;0,3060675;0,112365;0,94
857;0;3,60E-05;6,27E-05;0;0;3,07E-05;5,94E-05;0;0;0,25902;0,39344;0,288145;0,10029025;0,94
858;0;0;0;0;0;0;0;0;0;0,25902;0,39344;0,39344;0,15705;0,94
859;0;0;0;0;0;0;0;0;0;0,25902;0,54115;0,39344;0,192735;0,94
860;0;0;0;0;0;0;0;0;0;0,25902;0,56066;0,39344;0,15705;0,94
861;0;0;0;0;0;0;0;0;0;0,2769425;0,415735;0,39344;0,15705;0,94
862;0;0;0;0;0;0;0;0;0;0,364315;0,507705;0,39344;0,1783375;0,94
863;0;0;0;0;0;0;0;0;0;0,1978375;0,3083075;0,2769425;0,064843;0,94
864;0;0;0;0;0;0;0;0;0;0,25392;0,4012125;0,297105;0,1052565;0,94
865;0;0;0;0;0;0;0;0;0;0,3598325;0,5780025;0,443605;0,204635;0,94
866;0;0;0;0;0;0;0;0;0;0,5160675;0,7665225;0,6811475;0,3575925;0,94
867;0;0;0;0;0;0;0;0;0;0,5437525;0,76721;0,5882;0,3777575;0,94
868;0;0;0;0;0;0;0;0;0;0,33504;0,54316;0,4072675;0,1828525;0,94
869;0;0;0;0;0;0;0;0;0;0,135695;0,214585;0,182585;0,03680325;0,94
870;0;0;0;0;0;0;0;0;0;0,0639345;0,09425;0,08459;0,012131;0,94
871;0;0;0;0;0;0;0;0;0;0,038689;0,081224;0,07081975;0,0108305;0,94
872;0,099650411;0,010806391;0,110940379;0,046890355;0,070090975;0,010328875;0,077016;0,0429979;0;0,018204;0,02748625;0,02673775;0,000786888;0,94
873;0,298342974;0,062341358;0,291853698;0,173937166;0,238585;0,06146025;0,2321775;0,16224175;0;0,001664858;0,00469958;0,005256805;0;0,94
874;0,445850605;0,121364155;0,523023632;0,260498092;0,4427275;0,121512;0,5145225;0,2580425;0;0,002469958;0,008043653;0,008043653;8,52E-05;0,94
875;0,521261053;0,099000111;0,551841316;0,335073;0,55755;0,0991775;0,5903275;0,346925;0;0,012131;0,03027875;0,028951;0,00098033;0,94
876;0,546435592;0,297290723;0,522958618;0,657885;0,586895;0,30385;0,5584975;0,69639;0;0,0355905;0,05016425;0,038689;0,0108305;0,94
877;0,493182592;0,333279841;0,300170566;0,182856489;0,5292875;0,3443055;0,3159875;0,194163;0;0,022754;0,04333;0,039454;0,005442703;0,94
878;0,387476013;0,300433027;0,289580163;0,322539908;0,41323;0,31267;0,29725925;0,3349075;0;0,09956225;0,16705675;0,1221135;0,05250275;0,94
879;0,304779277;0,223911817;0,173588503;0,186377554;0,295465;0,21507875;0,17346175;0,19174;0;0,2318275;0,3374325;0,25494;0,13772825;0,94
880;0,090817362;0,096072688;0,075464625;0,091331447;0,0737285;0,0802961;0,06649625;0,07715225;0;0,25902;0,39344;0,25902;0,18424;0,94
881;8,52E-05;0,000289718;0,000177166;0,000213231;6,11E-05;0,000205285;0,000139178;0,000162938;0;0,2245475;0,319995;0,2454225;0,1216375;0,94
882;0;0;0;0;0;0;0;0;0;0,07621275;0,1147875;0,0929215;0,02370675;0,94
883;0;0;0;0;0;0;0;0;0;0,207505;0,299575;0,2261725;0,11361325;0,94
884;0;0;0;0;0;0;0;0;0;0,22673;0,3105475;0,25664;0,11825225;0,94
885;0;0;0;0;0;0;0;0;0;0,09747025;0,147698;0,1289625;0,031601;0,94
886;0;0;0;0;0;0;0;0;0;0,0209835;0,04939925;0,0374425;0,004513705;0,94
887;0;0;0;0;0;0;0;0;0;0,0355905;0,07540975;0,038689;0,0108305;0,94
888;0;0;0;0;0;0;0;0;0;0,03674125;0,07158475;0,038689;0,012131;0,94
889;0;0;0;0;0;0;0;0;0;0,012308;0,0351475;0,03204925;0,00281678;0,94
890;0;0;0;0;0;0;0;0;0;0,0355905;0,07005475;0,038689;0,01178425;0,94
891;0;0;0;0;0;0;0;0;0;0,03674125;0,07158475;0,038689;0,012131;0,94
892;0;0;0;0;0;0;0;0;0;0,01292775;0,03559025;0,03249175;0,004327878;0,94
893;0;0;0;0;0;0;0;0;0;0,0376265;0,07693975;0,0593445;0,012131;0,94
894;0;0;0;0;0;0;0;0;0;0,05322425;0,0874885;0,08459;0,01788525;0,94
895;0;0;0;0;0;0;0;0;0;0,12565;0,18425;0,1740875;0,06852475;0,94
896;0,080122698;0,024877261;0;0,018120853;0,06127625;0,02419125;0;0,017637;0;0,206335;0,2769425;0,25902;0,148595;0,94
897;0,320688237;0,096655062;0,016274551;0,018720419;0,26848;0,0920945;0,01584595;0,018243;0,000130425;0,2210775;0,353655;0,242025;0,1398375;0,94
898;0,417134053;0,264705888;0,039819115;0,011147782;0,4086975;0,26920325;0,039088;0,0107136;0,000290973;0,0577735;0,10969475;0,0674745;0,025235;0,94
899;0,506466947;0,46074825;0,051427575;0,108106287;0,5400325;0,48318;0,05072125;0,10811125;0,000316863;0,038689;0,038689;0,038689;0,012131;0,94
900;0,393961196;0,441995566;0,056248662;0,340009184;0,41831925;0,4687025;0,05557975;0,350535;0,000314012;0,022754;0,04333;0,039454;0,008972775;0,94
901;0,382436289;0,593813329;0,438677487;0,278265947;0,4021625;0,6329075;0,459;0,2887775;0,000306228;0,07540975;0,13646925;0,1174785;0,0403825;0,94
902;0,291160224;0,316245671;0,368571632;0,092414518;0,3062225;0,33593;0,3884475;0,09466625;0,000264135;0,08459;0,138935;0,08684425;0,03249175;0,94
903;0,244952724;0,215704026;0,25254;0,13835113;0,23322;0,21329;0,240295;0,1318375;0,000116106;0,07693975;0,143765;0,083825;0,0355905;0,94
904;0,093591016;0,101901311;0,095748008;0,089474479;0,07761135;0,085989925;0,081147;0,0779855;0;0,0209835;0,0447705;0,035672;0,006718475;0,94
905;0,000126227;0,0003392;0,000163031;0,000198586;9,12E-05;0,00025365;0,00013147;0,000153495;0;0,028331;0,04710425;0,038689;0,01178425;0,94
906;0;0;0;0;0;0;0;0;0;0,0111809;0,0266635;0,02452475;0,00377053;0,94
907;0;0;0;0;0;0;0;0;0;0,000848465;0,001801108;0,002469958;0,000213123;0,94
908;0;0;0;0;0;0;0;0;0;0,00098033;0,005628428;0,002841528;0,000796722;0,94
909;0;0;0;0;0;0;0;0;0;8,52E-05;0,000278688;0,00018032;6,55E-06;0,94
910;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
911;0;0;0;0;0;0;0;0;0;0;0;0;0;0,94
912;0;0;0;0;0;0;0;0;0;0;0,000491803;0;0;0,94
913;0;0;0;0;0;0;0;0;0;0,000229507;0,001057932;0,000262295;0,000213123;0,94
914;0;0;0;0;0;0;0;0;0;0,008043653;0,0254778;0,02366675;0,00822945;0,94
915;0;0;0;0;0;0;0;0;0;0,03027875;0,0616395;0,038689;0,01295725;0,94
916;0;0;0;0;0;0;0;0;0;0,055962;0,1111225;0,08869275;0,049056;0,94
917;0;0;0;0;0;0;0;0;0;0,1959125;0,31991;0,23545;0,2044175;0,94
918;0;0;0;0;0;0;0;0;0;0,0751085;0,13659875;0,111915;0,0694475;0,94
919;0;0;0;0;0;0;0;0;0;0,084284;0,15536;0,122025;0,07489975;0,94
920;0,107666268;0,005340638;0,002278502;0,005178202;0,08006495;0,004833063;0;0,00467305;0;0,06363925;0,1218075;0,07005475;0,03618225;0,94
921;0,327553145;0,022797707;0,017724537;0,019872115;0,26565;0,022035;0,015440575;0,01909225;0;0,008366203;0,02462475;0,021426;0,006185753;0,94
922;0,446970277;0,047401816;0,038291065;0,015525214;0,4266575;0,04672725;0,0375395;0,01513415;0;0,00098361;0,0091585;0,00377053;0,00098361;0,94
923;0,55944304;0,075324245;0,051286472;0,055106838;0,600945;0,07473175;0,05057375;0,0544035;0;0,0002459;0,000786888;0,000327868;0,0002459;0,94
924;0,591805145;0,088347584;0,057506787;0,047714842;0,638605;0,08795425;0,05682375;0,04731;2,25E-05;0;0;0;0;0,94
925;0,585831158;0,07086964;0,056174498;0,459717671;0,632325;0,07052;0,055528;0,482835;0,000319527;0;0;0;0;0,94
926;0,448771382;0,05958167;0,044600231;0,358441618;0,48252;0,05910975;0,0440215;0,378485;0;0;0;0;0;0,94
927;0,337444776;0,033194033;0,027042102;0,270117631;0,3262825;0,03279925;0,02656225;0,2586325;0;0,000295083;0,000737705;0,000540985;0,000295083;0,94
928;0,129750371;0,012463817;0,005877045;0,104495889;0,10584;0,012153475;0,0057373;0,0870605;0;0,003213128;0,0108305;0,0091585;0,007486428;0,94
929;0,000259764;8,40E-05;0;0,000188837;0,00019817;7,94E-05;0;0,00013792;0;0,00302733;0,01611475;0,01443275;0,005628428;0,94
930;0;0;0;0;0;0;0;0;0;0,05842075;0,11635025;0,069966;0,060836;0,94
931;0;0;0;0;0;0;0;0;0;0,0601095;0,15705;0,08459;0,07540975;0,94
932;0;0;0;0;0;0;0;0;0;0,05322425;0,117195;0,0919175;0,04710425;0,94
933;0;0;0;0;0;0;0;0;0;0,12565;0,22673;0,21305;0,185045;0,94
934;0;0;0;0;0;0;0;0;0;0,18594;0,3598325;0,25902;0,25902;0,94
935;0;0;0;0;0;0;0;0;0;0,15705;0,3105475;0,242025;0,22673;0,94
936;0;0;0;0;0;0;0;0;0;0,09425;0,18424;0,1244425;0,08639775;0,94
937;0;0;0;0;0;0;0;0;0;0,07464475;0,1413525;0,08459;0,038995;0,94
938;0;0;0;0;0;0;0;0;0;0,12565;0,22673;0,148595;0,081224;0,94
939;0;0;0;0;0;0;0;0;0;0,112365;0,204635;0,15705;0,08459;0,94
940;0;0;0;0;0;0;0;0;0;0,08459;0,15705;0,112365;0,044809;0,94
941;0;0;0;0;0;0;0;0;0;0,08459;0,11840525;0,08459;0,038689;0,94
942;0;0;0;0;0;0;0;0;0;0,08459;0,148595;0,08459;0,038689;0,94
943;0;0;0;0;0;0;0;0;0;0,11743;0,2108475;0,16147675;0,0802095;0,94
944;0;0,01318344;0,007103723;0;0;0,012668275;0,006572625;0;0;0,447245;0,764965;0,589005;0,5549425;0,94
945;0,013923073;0,101033337;0,034649364;0,005072086;0,013548075;0,095131;0,03379525;0,004715875;0;0,7259;0,9883625;0,876645;0,8939225;0,94
946;0,013605063;0,216513079;0,089491816;0,025425611;0,013166175;0,2160675;0,0888025;0,0247363;0;0,76721;0,9948375;0,94;0,83921;0,94
947;0,107345633;0,477237513;0,116241119;0,042844875;0,107142;0,497515;0,11596725;0,04233;0,00011223;0,8536075;0,9997375;0,9774125;0,9646375;0,94
948;0,193341908;0,297427974;0,082518552;0,058168236;0,1956375;0,309358;0,08221125;0,05770675;7,00E-05;0,9435075;0,999995;0,998365;0,9917575;0,94
