;PV_openfield_north;PV_openfield_east;PV_openfield_middle;PV_openfield_swest;PV_rooftop_north;PV_rooftop_east;PV_rooftop_middle;PV_rooftop_swest;Wind_north;Wind_east;Wind_middle;Wind_swest;PV_openfield_north_scaled;PV_openfield_east_scaled;PV_openfield_middle_scaled;PV_openfield_swest_scaled;PV_rooftop_north_scaled;PV_rooftop_east_scaled;PV_rooftop_middle_scaled;PV_rooftop_swest_scaled;Wind_north_scaled;Wind_east_scaled;Wind_middle_scaled;Wind_swest_scaled;Solarthermal;Hydro_power
0;0;0;0;0;0;0;0;0;0,084598214;0,114217679;0,088922321;0,032379464;0;0;0;0;0;0;0;0;0,080385882;0,108835021;0,086144308;0,033211211;0;0,8
1;0;0;0;0;0;0;0;0;0,119016964;0,103443929;0,0910275;0,038696607;0;0;0;0;0;0;0;0;0,113090847;0,098568998;0,088183719;0,039690625;0;0,8
2;0;0;0;0;0;0;0;0;0,139484286;0,102398929;0,103280714;0,054183929;0;0;0;0;0;0;0;0;0,132539055;0,097573245;0,100054132;0,055575777;0;0,8
3;0;0;0;0;0;0;0;0;0,143501071;0,109456964;0,114461429;0,076037143;0;0;0;0;0;0;0;0;0,136355836;0,104298662;0,110885551;0,077990345;0;0,8
4;0;0;0;0;0;0;0;0;0,139230893;0,108195714;0,107915;0,089060893;0;0;0;0;0;0;0;0;0,132298279;0,10309685;0,104543638;0,091348642;0;0,8
5;0;0;0;0;0;0;0;0;0,1275175;0,097467857;0,091691429;0,089970714;0;0;0;0;0;0;0;0;0,121168122;0,092874557;0,088826906;0,092281834;0;0,8
6;0;0;0;0;0;0;0;0;0,133061964;0,089702321;0,084918036;0,086593571;0;0;0;0;0;0;0;0;0,126436515;0,085474982;0,08226512;0,088817941;0;0,8
7;0;0;0;0,0032;0;0;0;0,0022;0,147420714;0,090254821;0,082044821;0,076806964;0;0;0;0,002597188;0;0;0;0,001942476;0,140080311;0,086001445;0,079481667;0,078779941;0;0,8
8;0,0631;0,0506;0,0709;0,1068;0,0537;0,0438;0,0603;0,0895;0,121132679;0,080957857;0,067475536;0,057188214;0,052652243;0,040700154;0,057106855;0,08668115;0,048750072;0,03836702;0,052877674;0,079023436;0,115101215;0,077142612;0,065367539;0,058657235;0;0,8
9;0,1811;0,1624;0,2075;0,3707;0,1538;0,1391;0,1757;0,3084;0,110451786;0,077304821;0,061331786;0,047074821;0,151114441;0,130626583;0,167132192;0,300867999;0,139623112;0,121845948;0,154073089;0,272299749;0,104952147;0,073661731;0,059415726;0,048284055;0;0,8
10;0,23;0,2308;0,2598;0,4637;0,1961;0,1973;0,2208;0,3875;0,103234286;0,076487143;0,061159286;0,044741964;0,191917843;0,185644183;0,209257559;0,376348776;0,178024007;0,172826783;0,19362173;0,342140573;0,098094023;0,072882586;0,059248615;0,045891272;0;0,8
11;0,2491;0,251;0,2793;0,4763;0,2124;0,2143;0,2374;0,3986;0,097803393;0,07340375;0,061174107;0,051613393;0,207855369;0,20189207;0,224963958;0,386575204;0,192821515;0,187718092;0,208178437;0,351941245;0,092933546;0,069944502;0,059262973;0,05293921;0,000109847;0,8
12;0,1482;0,2127;0,2394;0,4392;0,1281;0,1816;0,2034;0,3665;0,100698393;0,069386964;0,059391786;0,061149821;0,123661845;0,171085432;0,19282625;0,356464055;0,116292072;0,159074221;0,178363496;0,323598762;0,095684397;0,066117013;0,057536333;0,062720606;5,75E-05;0,8
13;0,0749;0,127;0,1247;0,2848;0,0651;0,1084;0,1065;0,2367;0,101232321;0,064272857;0,055922857;0,066377321;0,062498463;0,102152561;0,100440407;0,231149733;0,05909925;0,094953995;0,093390916;0,208992706;0,096191741;0,061243915;0,054175777;0,068082387;1,07E-05;0,8
14;0,0129;0,0236;0,0264;0,0771;0,0111;0,02;0,0224;0,0636;0,102469107;0,057904107;0,047639464;0,067416607;0,010764088;0,018982681;0,021264048;0,062575999;0,010076831;0,017519187;0,019642784;0,056155201;0,097366944;0,0551753;0,046151165;0,069148369;0;0,8
15;0;0;0;0;0;0;0;0;0,124112143;0,064964643;0,054485;0,06154;0;0;0;0;0;0;0;0;0,117932325;0,061903099;0,05278284;0,063120807;0;0,8
16;0;0;0;0;0;0;0;0;0,132396607;0,074954286;0,0691375;0,047770893;0;0;0;0;0;0;0;0;0,125804288;0,071421967;0,066977582;0,048998006;0;0,8
17;0;0;0;0;0;0;0;0;0,118533571;0,075875;0,0735175;0,035238214;0;0;0;0;0;0;0;0;0,112631523;0,072299291;0,071220747;0,036143395;0;0,8
18;0;0;0;0;0;0;0;0;0,094791786;0,070207679;0,06839;0,023089821;0;0;0;0;0;0;0;0;0,090071893;0,06689905;0,066253435;0,023682941;0;0,8
19;0;0;0;0;0;0;0;0;0,077225536;0,065137679;0,061301786;0,013830714;0;0;0;0;0;0;0;0;0,073380306;0,06206798;0,059386663;0,01418599;0;0,8
20;0;0;0;0;0;0;0;0;0,069268393;0,066308571;0,058519643;0,011056607;0;0;0;0;0;0;0;0;0,065819367;0,063183693;0,056691437;0,011340623;0;0,8
21;0;0;0;0;0;0;0;0;0,069703214;0,07161875;0,063656607;0,013623571;0;0;0;0;0;0;0;0;0,066232537;0,068243623;0,061667917;0,013973527;0;0,8
22;0;0;0;0;0;0;0;0;0,075675714;0,076603571;0,07140375;0,017575;0;0;0;0;0;0;0;0;0,071907653;0,072993528;0,069173033;0,018026457;0;0,8
23;0;0;0;0;0;0;0;0;0,081816429;0,084999286;0,079403214;0,021347321;0;0;0;0;0;0;0;0;0,077742608;0,080993583;0,076922586;0,02189568;0;0,8
24;0;0;0;0;0;0;0;0;0,084839107;0,087932321;0,082594107;0,023877679;0;0;0;0;0;0;0;0;0,080614781;0,083788396;0,080013793;0,024491036;0;0,8
25;0;0;0;0;0;0;0;0;0,082551607;0,083485714;0,0799925;0,024378036;0;0;0;0;0;0;0;0;0,07844118;0,079551341;0,077493462;0,025004246;0;0,8
26;0;0;0;0;0;0;0;0;0,081841607;0,073641071;0,073419107;0,022594464;0;0;0;0;0;0;0;0;0,077766533;0,07017064;0,071125428;0,023174859;0;0,8
27;0;0;0;0;0;0;0;0;0,084580714;0,065998393;0,070290714;0,020175;0;0;0;0;0;0;0;0;0,080369254;0,062888132;0,068094769;0,020693245;0;0,8
28;0;0;0;0;0;0;0;0;0,08746;0,060415179;0,06884625;0,018362679;0;0;0;0;0;0;0;0;0,083105173;0,057568034;0,066695431;0,018834369;0;0,8
29;0;0;0;0;0;0;0;0;0,087147143;0,062339464;0,073136786;0,019132143;0;0;0;0;0;0;0;0;0,082807894;0,059401636;0,070851927;0,019623599;0;0,8
30;0;0;0;0;0;0;0;0;0,082489286;0,069796607;0,081349286;0,02320375;0;0;0;0;0;0;0;0;0,078381962;0,066507351;0,078807861;0,023799796;0;0,8
31;0;0,001;0;0,0025;0;0,0005;0;0,0017;0,074027679;0,07323;0,084607857;0,027432857;0;0,000804351;0;0,002029053;0;0,00043798;0;0,001501004;0,070341677;0,069778941;0,081964632;0,028137538;0;0,8
32;0,0187;0,067;0,045;0,0865;0,0166;0,0576;0,0391;0,0734;0,049406607;0,054753393;0,060634821;0,021696607;0,015603755;0,053891509;0,036245536;0,070205239;0,015069855;0,05045526;0,034287181;0,064808047;0,046946543;0,052173068;0,058740535;0,022253938;0;0,8
33;0,0565;0,1095;0,0789;0,1677;0,0503;0,0954;0,0695;0,1435;0,032163929;0,028629107;0,032758571;0,010213393;0,047145035;0,088076421;0,063550506;0,136108884;0,045663475;0,083566524;0,060945246;0,12670238;0,030562416;0,027279923;0,031735164;0,010475749;0;0,8
34;0,0782;0,1784;0,1258;0,2829;0,0696;0,1544;0,1105;0,2404;0,036237857;0,014957679;0,019651786;0,007307321;0,065252067;0,143496197;0,101326409;0,229607653;0,063184451;0,135248126;0,096898556;0,212259597;0,034433494;0,014252778;0,019037846;0,007495028;0;0,8
35;0,0792;0,1748;0,1181;0,2705;0,0706;0,1517;0,1042;0,2308;0,061609821;0,011212143;0,0169025;0,010253036;0,066086492;0,140600533;0,095124395;0,219543549;0,064092274;0,132883036;0,091374023;0,20378334;0,058542132;0,010683756;0,016374451;0,01051641;0;0,8
36;0,0729;0,1214;0,0861;0,1802;0,0649;0,1062;0,0763;0,1553;0,10315125;0,016018929;0,02474375;0,018376607;0,060829612;0,097648197;0,069349792;0,14625415;0,058917685;0,093026885;0,066908234;0,137121112;0,098015121;0,015264016;0,023970733;0,018848656;0;0,8
37;0,0429;0,0578;0,0442;0,1001;0,0381;0,0509;0,0393;0,0866;0,144047857;0,029277857;0,042296786;0,027762321;0,03579685;0,046491481;0,035601171;0,081243288;0,03458804;0,044586332;0,034462563;0,0764629;0,136875396;0,0278981;0,040975396;0,028475465;0;0,8
38;0,0105;0,0103;0,0097;0,025;0,0092;0,009;0,0085;0,0215;0,158365357;0,054382679;0,071647143;0,040579643;0,008761467;0,008284814;0,007812927;0,020290531;0,008351968;0,007883634;0,007453735;0,018983283;0,150479996;0,051819824;0,069408822;0,041622031;0;0,8
39;0;0;0;0;0;0;0;0;0,202090714;0,108768929;0,1372225;0,072046786;0;0;0;0;0;0;0;0;0,192028171;0,103643051;0,132935546;0,073897485;0;0,8
40;0;0;0;0;0;0;0;0;0,25576;0,173501786;0,209097857;0,121630357;0;0;0;0;0;0;0;0;0,243025145;0,165325287;0,202565452;0,124754733;0;0,8
41;0;0;0;0;0;0;0;0;0,246901607;0,228960179;0,26390625;0,181856607;0;0;0;0;0;0;0;0;0,234607831;0,218170131;0,255661581;0,186528043;0;0,8
42;0;0;0;0;0;0;0;0;0,207318214;0,239549107;0,264927143;0,234218929;0;0;0;0;0;0;0;0;0,196995382;0,228260042;0,256650581;0,24023542;0;0,8
43;0;0;0;0;0;0;0;0;0,141749464;0,185463929;0,214463214;0,267438214;0;0;0;0;0;0;0;0;0,134691445;0,176723698;0,207763191;0,274308025;0;0,8
44;0;0;0;0;0;0;0;0;0,070951607;0,110260536;0,140932857;0,259670179;0;0;0;0;0;0;0;0;0,06741877;0,105064364;0,136529988;0,266340449;0;0,8
45;0;0;0;0;0;0;0;0;0,029454464;0,057509107;0,086636071;0,23282375;0;0;0;0;0;0;0;0;0,027987861;0,054798915;0,083929483;0,238804403;0;0,8
46;0;0;0;0;0;0;0;0;0,012228393;0,026583214;0,05001625;0,208831429;0;0;0;0;0;0;0;0;0,011619514;0,025330446;0,048453697;0,21419578;0;0,8
47;0;0;0;0;0;0;0;0;0,005630536;0,013711786;0,029658571;0,194941429;0;0;0;0;0;0;0;0;0,005350179;0,0130656;0,028732011;0,199948981;0;0,8
48;0;0;0;0;0;0;0;0;0,01051125;0,010985714;0,016101964;0,170015893;0;0;0;0;0;0;0;0;0,009987872;0,010467998;0,015598924;0,174383171;0;0,8
49;0;0;0;0;0;0;0;0;0,027874821;0,010172143;0,007383214;0,133699643;0;0;0;0;0;0;0;0;0,026486872;0,009692767;0,007152556;0,137134048;0;0,8
50;0;0;0;0;0;0;0;0;0,056648214;0,015223214;0,006512321;0,095181429;0;0;0;0;0;0;0;0;0,053827575;0,0145058;0,006308871;0,097626399;0;0,8
51;0;0;0;0;0;0;0;0;0,087822857;0,02172625;0,009054821;0,070936786;0;0;0;0;0;0;0;0;0,083449963;0,020702372;0,008771941;0,072758972;0;0,8
52;0;0;0;0;0;0;0;0;0,125555;0,030534464;0,018152679;0,054187679;0;0;0;0;0;0;0;0;0,119303339;0,029095488;0,017585573;0,055579623;0;0,8
53;0;0;0;0;0;0;0;0;0,174182143;0,044105;0,03349125;0,045364107;0;0;0;0;0;0;0;0;0,165509229;0,042026494;0,032444953;0,046529396;0;0,8
54;0;0;0;0;0;0;0;0;0,207986786;0,06762625;0,054780893;0,04360625;0;0;0;0;0;0;0;0;0,197630664;0,064439275;0,053069488;0,044726384;0;0,8
55;0,0181;0,0463;0,0331;0,0453;0,0137;0,0359;0,0255;0,0351;0,230512679;0,102733393;0,084770714;0,044329821;0,0151031;0,037241446;0,026660605;0,036766443;0,012437169;0,031446941;0,022361205;0,030991314;0,219034943;0,097891947;0,082122401;0,045468542;0;0,8
56;0,211;0,3234;0,3002;0,3185;0,1727;0,2636;0,2446;0,2597;0,188160179;0,11396375;0,092929821;0,045106964;0,176063761;0,260127074;0,241797996;0,25850137;0,156780958;0,230902889;0,214492189;0,229300405;0,178791268;0,108593059;0,09002661;0,046265648;0;0,8
57;0,3346;0,494;0,4848;0,5004;0,2782;0,4086;0,4008;0,4141;0,134279643;0,08887375;0,077089107;0,026332321;0,279198741;0,397349334;0,390485237;0,406135276;0,25255624;0,357916997;0,351465532;0,365626868;0,127593563;0,084685458;0,074680774;0,027008732;3,49E-05;0,8
58;0,3374;0,5732;0,5614;0,5868;0,2835;0,4771;0,4673;0,4888;0,125931964;0,101393393;0,082598393;0,013995;0,281535132;0,461053923;0,452183194;0,476259352;0,257367699;0,417920214;0,409780048;0,431582741;0,119661534;0,096615097;0,080017945;0,014354496;0,000150798;0,8
59;0,29;0,5385;0,5194;0,5747;0,2456;0,4492;0,4334;0,4796;0,16052125;0,126664107;0,110380357;0,015887143;0,241983368;0,433142948;0,418354027;0,466438735;0,222961224;0,393480948;0,380052799;0,423459662;0,152528542;0,120694895;0,106931975;0,016295243;0,000159102;0,8
60;0,2138;0,3799;0,3803;0,5128;0,1819;0,3173;0,3176;0,4267;0,197629464;0,149447857;0,138678929;0,025525893;0,178400152;0,305572898;0,306315049;0,416199379;0,165132926;0,277941907;0,278506619;0,376751955;0,187789057;0,142404931;0,134346474;0,026181588;0,000161124;0,8
61;0,1342;0,2253;0,2349;0,378;0,114;0,1877;0,1957;0,3122;0,216089643;0,166935179;0,156648036;0,037874821;0,111979889;0,181220253;0,189201696;0,306792834;0,103491773;0,164417573;0,171611289;0,275654934;0,205330062;0,15906814;0,15175421;0,03884773;0,000109314;0,8
62;0,0258;0,0684;0,0681;0,1416;0,0218;0,0562;0,0561;0,1152;0,267428929;0,20223625;0,195711429;0,0576675;0,021528175;0,0550176;0,054851577;0,11492557;0,019790532;0,049228916;0,049194652;0,101715081;0,254113051;0,192705602;0,189597227;0,059148832;5,33E-05;0,8
63;0;0;0;0;0;0;0;0;0,366291607;0,297166071;0,29415875;0,09462125;0;0;0;0;0;0;0;0;0,348053139;0,283161732;0,284968966;0,097051831;0;0,8
64;0;0;0;0;0;0;0;0;0,396693214;0,350605714;0,34747125;0,132986429;0;0;0;0;0;0;0;0;0,376940983;0,334082962;0,336615936;0,136402513;0;0,8
65;0;0;0;0;0;0;0;0;0,463764464;0,38602;0,379999643;0,158915179;0;0;0;0;0;0;0;0;0,440672607;0,367828303;0,368128112;0,162997307;0;0,8
66;0;0;0;0;0;0;0;0;0,520410893;0,432309107;0,41505125;0,194483036;0;0;0;0;0;0;0;0;0,494498485;0,411935975;0,402084676;0,199478813;0;0,8
67;0;0;0;0;0;0;0;0;0,536080357;0,489257679;0,455425357;0,248206071;0;0;0;0;0;0;0;0;0,509387732;0,466200771;0,441197459;0,254581857;0;0,8
68;0;0;0;0;0;0;0;0;0,502969464;0,533219643;0,478858036;0,310677321;0;0;0;0;0;0;0;0;0,477925504;0,50809097;0,46389808;0,318657836;0;0,8
69;0;0;0;0;0;0;0;0;0,466328571;0,563914107;0,507300536;0,366310179;0;0;0;0;0;0;0;0;0,443109042;0,537338918;0,491452011;0,37571976;0;0,8
70;0;0;0;0;0;0;0;0;0,507314464;0,555990536;0,50952375;0,407935714;0;0;0;0;0;0;0;0;0,482054156;0,529788755;0,49360577;0,418414551;0;0,8
71;0;0;0;0;0;0;0;0;0,507498571;0,525840179;0,493973571;0,401655714;0;0;0;0;0;0;0;0;0,482229097;0,501059273;0,478541393;0,411973233;0;0,8
72;0;0;0;0;0;0;0;0;0,544174821;0,530356964;0,48419375;0,341804464;0;0;0;0;0;0;0;0;0,517079155;0,505363199;0,469067102;0,350584556;0;0,8
73;0;0;0;0;0;0;0;0;0,559735179;0,520662143;0,474869464;0,313305179;0;0;0;0;0;0;0;0;0,531864728;0,496125259;0,460034115;0,321353196;0;0,8
74;0;0;0;0;0;0;0;0;0,517419286;0,521110536;0,458943036;0,303468036;0;0;0;0;0;0;0;0;0,491655837;0,49655252;0,444605242;0,311263362;0;0,8
75;0;0;0;0;0;0;0;0;0,513253036;0,530357679;0,47103125;0,320049464;0;0;0;0;0;0;0;0;0,487697033;0,50536388;0,45631581;0,328270725;0;0,8
76;0;0;0;0;0;0;0;0;0,504360179;0,527339107;0,478903571;0,353816429;0;0;0;0;0;0;0;0;0,479246971;0,502487562;0,463942193;0,362905078;0;0,8
77;0;0;0;0;0;0;0;0;0,510193036;0,522087679;0,483617679;0,363925714;0;0;0;0;0;0;0;0;0,484789397;0,497483614;0,468509027;0,373274045;0;0,8
78;0;0;0;0;0;0;0;0;0,520299286;0,519626607;0,486601429;0,332422143;0;0;0;0;0;0;0;0;0,494392435;0,495138524;0,471399562;0,340961227;0;0,8
79;0;0;0;0;0;0;0;0;0,5303525;0,51794625;0,489317679;0,322439107;0;0;0;0;0;0;0;0;0,503945078;0,493537356;0,474030954;0,330721752;0;0,8
80;0,005;0,0047;0,0082;0,0163;0,0046;0,0044;0,0075;0,0147;0,52116875;0,502960893;0,4739225;0,289930357;0,004172127;0,003780449;0,006604742;0,013229426;0,004175984;0,003854221;0,006576825;0,012979268;0,495218607;0,479258203;0,459116735;0,297377935;0;0,8
81;0,0262;0,0224;0,0312;0,0504;0,0236;0,0203;0,0281;0,0451;0,490392143;0,476850179;0,443513214;0,255593571;0,021861946;0,01801746;0,025130238;0,040905711;0,021424613;0,017781975;0,024641171;0,039820748;0,465974435;0,45437799;0,429657462;0,262159124;6,07E-05;0,8
82;0,0443;0,0393;0,0532;0,0822;0,0399;0,0355;0,0479;0,0735;0,483975179;0,460843571;0,424634286;0,245838214;0,036965045;0,031610989;0,042850278;0,066715267;0,036222121;0,031096558;0,04200399;0,064896341;0,459876985;0,439125716;0,411368329;0,252153176;0,000192521;0,8
83;0,0461;0,044;0,0585;0,0882;0,0415;0,0397;0,0526;0,0787;0,522257679;0,46757625;0,470193036;0,312485893;0,038467011;0,035391439;0,047119196;0,071584995;0,037674637;0,034775587;0,046125467;0,069487647;0,496253315;0,445541108;0,455503782;0,320512865;0,000310181;0,8
84;0,0324;0,0354;0,0466;0,0664;0,0293;0,032;0,042;0,0594;0,5421375;0,510125;0,548135893;0,344203214;0,027035383;0,028474021;0,037534266;0,053891651;0,026599201;0,0280307;0,03683022;0,052446839;0,515143276;0,486084692;0,531011634;0,353044924;0,000366858;0,8
85;0,013;0,0167;0,0214;0,0373;0,0118;0,0152;0,0193;0,0334;0,552850893;0,53608125;0,571980893;0,358279286;0,01084753;0,01343266;0,017236766;0,030273473;0,010712306;0,013314582;0,016924363;0,02949031;0,525323226;0,51081772;0,554111695;0,367482574;0,000326288;0,8
86;0;0;0;0,004;0;0;0;0,0036;0,571458929;0,568658571;0,6015525;0,392323214;0;0;0;0,003246485;0;0;0;0,003178596;0,543004726;0,541859793;0,582759459;0,402401005;0,000259275;0,8
87;0;0;0;0;0;0;0;0;0,588106429;0,602041429;0,637859286;0,436117321;0;0;0;0;0;0;0;0;0,55882331;0,573669439;0,617931988;0,447320072;6,78E-05;0,8
88;0;0;0;0;0;0;0;0;0,577765357;0,621967857;0,646293929;0,464545;0;0;0;0;0;0;0;0;0,548997144;0,592656809;0,626103125;0,476477986;0;0,8
89;0;0;0;0;0;0;0;0;0,536080179;0,626750893;0,647948393;0,484657679;0;0;0;0;0;0;0;0;0,509387562;0,597214438;0,627705902;0,497107308;0;0,8
90;0;0;0;0;0;0;0;0;0,481208929;0,60829375;0,626622857;0,509935893;0;0;0;0;0;0;0;0;0,457248473;0,579627112;0,607046595;0,523034856;0;0,8
91;0;0;0;0;0;0;0;0;0,427513929;0,5623525;0,5787725;0,50110625;0;0;0;0;0;0;0;0;0,406227066;0,535850903;0,560691126;0,513978402;0;0,8
92;0;0;0;0;0;0;0;0;0,378599643;0,503319286;0,513091429;0,457929107;0;0;0;0;0;0;0;0;0,35974833;0,479599706;0,497061991;0,469692147;0;0,8
93;0;0;0;0;0;0;0;0;0,316122857;0,440543571;0,434372143;0,396686964;0;0;0;0;0;0;0;0;0,300382402;0,41978238;0,420801966;0,406876849;0;0,8
94;0;0;0;0;0;0;0;0;0,2639125;0,404478929;0,38365375;0,357888036;0;0;0;0;0;0;0;0;0,250771714;0,38541733;0,371668062;0,367081274;0;0,8
95;0;0;0;0;0;0;0;0;0,21863375;0,34126875;0,326199107;0,325696071;0;0;0;0;0;0;0;0;0,207747493;0,325186014;0,316008354;0,33406238;0;0,8
96;0;0;0;0;0;0;0;0;0,212629286;0,295941786;0,289097679;0,2859275;0;0;0;0;0;0;0;0;0,202042004;0,281995142;0,280066007;0,293272254;0;0,8
97;0;0;0;0;0;0;0;0;0,212042143;0,241079107;0,237640714;0,240600714;0;0;0;0;0;0;0;0;0,201484096;0,229717939;0,230216605;0,246781138;0;0,8
98;0;0;0;0;0;0;0;0;0,196949107;0,199976071;0,187885;0,198791607;0;0;0;0;0;0;0;0;0,187142576;0,190551938;0,182015304;0,203898061;0;0,8
99;0;0;0;0;0;0;0;0;0,2240225;0,181727143;0,159258214;0,169755;0;0;0;0;0;0;0;0;0,212867925;0,173163014;0,154282844;0,174115577;0;0,8
100;0;0;0;0;0;0;0;0;0,245849107;0,180772679;0,159605357;0,150596964;0;0;0;0;0;0;0;0;0,233607737;0,17225353;0,154619142;0,154465419;0;0,8
101;0;0;0;0;0;0;0;0;0,254110357;0,181715357;0,162640179;0,128123393;0;0;0;0;0;0;0;0;0,241457641;0,173151783;0,157559153;0,131414559;0;0,8
102;0;0;0;0;0;0;0;0;0,28023125;0,215747857;0,212284464;0,1205925;0;0;0;0;0;0;0;0;0,266277917;0,205580457;0,205652507;0,123690216;0;0,8
103;0;0;0;0;0;0;0;0;0,310565893;0,214317679;0,22968875;0,126920893;0;0;0;0;0;0;0;0;0,295102131;0,204217678;0,222513067;0,13018117;0;0,8
104;0,0294;0,0183;0,0227;0,0109;0,0259;0,0164;0,0202;0,0099;0,288797679;0,213903929;0,227405714;0,125759643;0,024532107;0,014719621;0,018283859;0,008846672;0,023512605;0,014365734;0,017713582;0,00874114;0,274417804;0,203823426;0,220301355;0,12899009;0;0,8
105;0,086;0,0594;0,0697;0,0455;0,0755;0,053;0,0618;0,0408;0,284985893;0,238229464;0,262281786;0,146810714;0,071760585;0,047778442;0,056140307;0,036928767;0,068540604;0,046425846;0,054193039;0,036024091;0,270795816;0,227002589;0,254087867;0,15058191;0;0,8
106;0,1415;0,0949;0,1079;0,0849;0,1236;0,0843;0,0954;0,0756;0,274369286;0,25412375;0,283514821;0,194663393;0,118071195;0,076332898;0,08690874;0,068906645;0,11220687;0,073843375;0,083657215;0,066750522;0,260707833;0,242147836;0,274657563;0,199663803;0;0,8
107;0,1338;0,1048;0,1197;0,1223;0,1174;0,093;0,1057;0,1082;0,276085;0,278619464;0,302675357;0,247540893;0,111646119;0,084295972;0,096413125;0,099261279;0,10657837;0,081464221;0,092689388;0,095534477;0,262338118;0,265489158;0,293219507;0,253899592;0;0,8
108;0,0949;0,0968;0,1016;0,1287;0,0838;0,0857;0,0897;0,113;0,301656964;0,313342143;0,334685893;0,301527143;0,079186971;0,077861165;0,081834365;0,104455655;0,076075532;0,075069718;0,078658828;0,099772606;0,286636798;0,298575485;0,324230004;0,309272612;0;0,8
109;0,0529;0,0479;0,0546;0,0929;0,0468;0,0426;0,0484;0,0812;0,345054643;0,357943214;0,377006071;0,353845714;0,044141104;0,038528407;0,043977917;0,075399615;0,042486096;0,037315869;0,042442445;0,071695005;0,32787361;0,341074672;0,365228063;0,362935116;0;0,8
110;0,0118;0,0081;0,0096;0,0253;0,0103;0,0071;0,0085;0,022;0,378930714;0,396073036;0,415985;0,394259464;0,00984622;0,006515242;0,007732381;0,020534018;0,009350573;0,006219312;0,007453735;0,019424755;0,360062917;0,377407576;0,402989254;0,404386993;0;0,8
111;0;0;0;0;0;0;0;0;0,398792857;0,427159464;0,449081429;0,445190714;0;0;0;0;0;0;0;0;0,37893608;0,407029016;0,435051721;0,456626538;0;0,8
112;0;0;0;0;0;0;0;0;0,43761375;0,453597679;0,493091786;0,484115357;0;0;0;0;0;0;0;0;0,415823995;0,432221295;0,477687155;0,496551056;0;0,8
113;0;0;0;0;0;0;0;0;0,418835357;0,430953571;0,484805357;0,511303393;0;0;0;0;0;0;0;0;0,39798062;0,410644321;0,469659602;0,524437484;0;0,8
114;0;0;0;0;0;0;0;0;0,3429225;0,446201786;0,474458036;0,507054821;0;0;0;0;0;0;0;0;0,325847631;0,425173943;0,45963554;0,520079777;0;0,8
115;0;0;0;0;0;0;0;0;0,289748036;0,409455357;0,428404821;0,478075536;0;0;0;0;0;0;0;0;0,275320841;0,390159238;0,415021069;0,490356087;0;0,8
116;0;0;0;0;0;0;0;0;0,257934107;0,344204643;0,366341607;0,448052321;0;0;0;0;0;0;0;0;0,245090998;0,327983549;0,354896766;0,459561652;0;0,8
117;0;0;0;0;0;0;0;0;0,252463393;0,296003929;0,345460714;0,46576875;0;0;0;0;0;0;0;0;0,239892683;0,282054356;0,334668211;0,477733171;0;0,8
118;0;0;0;0;0;0;0;0;0,256587857;0,269901964;0,318997321;0,423350357;0;0;0;0;0;0;0;0;0,243811781;0,257182481;0,309031558;0,434225157;0;0,8
119;0;0;0;0;0;0;0;0;0,256500893;0,259837143;0,308071071;0,411663036;0;0;0;0;0;0;0;0;0,243729147;0,247591978;0,298446654;0,422237618;0;0,8
120;0;0;0;0;0;0;0;0;0,254123571;0,248089643;0,281131964;0,379886071;0;0;0;0;0;0;0;0;0,241470197;0,236398094;0,272349149;0,389644384;0;0,8
121;0;0;0;0;0;0;0;0;0,25055125;0,221289821;0,26742875;0,373342857;0;0;0;0;0;0;0;0;0,23807575;0,210861249;0,259074035;0,382933091;0;0,8
122;0;0;0;0;0;0;0;0;0,237680179;0,204072857;0,2487375;0,372604286;0;0;0;0;0;0;0;0;0,225845557;0,194455657;0,240966717;0,382175547;0;0,8
123;0;0;0;0;0;0;0;0;0,220639286;0,182432143;0,235360714;0,346975179;0;0;0;0;0;0;0;0;0,209653168;0,17383479;0,228007834;0,355888093;0;0,8
124;0;0;0;0;0;0;0;0;0,190332143;0,144745;0,203732143;0,305295536;0;0;0;0;0;0;0;0;0,180855085;0,137923703;0,197367367;0,313137806;0;0,8
125;0;0;0;0;0;0;0;0;0,154676607;0,1246;0,172746429;0,291772321;0;0;0;0;0;0;0;0;0,146974917;0,118728062;0,167349675;0,299267214;0;0,8
126;0;0;0;0;0;0;0;0;0,127635;0,1080575;0,15872125;0,2894925;0;0;0;0;0;0;0;0;0,121279771;0,102965149;0,153762655;0,29692883;0;0,8
127;0,0261;0,0091;0,0114;0,0252;0,0199;0,007;0,0087;0,0196;0,102834286;0,087810179;0,137180357;0,268819821;0,021778503;0,007319593;0,009182202;0,020452856;0,018065669;0,006131716;0,007629117;0,017305691;0,097713939;0,083672009;0,132894719;0,275725123;0;0,8
128;0,2745;0,1425;0,214;0,2337;0,2236;0,1189;0,176;0,192;0,079021964;0,064865536;0,115663036;0,231938929;0,229049774;0,11462;0,172367658;0,189675887;0,202989127;0,104151569;0,154336162;0,169525136;0,075087286;0,061808663;0,112049618;0,237896853;0;0,8
129;0,528;0,3232;0,4455;0,4511;0,4357;0,2702;0,3692;0,3743;0,070147857;0,046701429;0,092311964;0,19375875;0,440576614;0,259966204;0,358830803;0,366122348;0,395538295;0,236684221;0,323755176;0,33048572;0,06665504;0,044500563;0,089428055;0,198735922;0;0,8
