;Household_middle;Household_north;Household_east;Household_swest;HA4_middle;HA4_north;HA4_east;HA4_swest
119;632,0720123;430,2836551;1008,552283;557,601462;0,12222622114710531;0,21884604492367932;0,21046584194830292;0,12921429853729482
120;644,4023678;431,5673176;1012,341224;559,4695442;0,13175015169499824;0,21009846970572688;0,21083738095441448;0,13852511899978967
121;657,0303883;435,3773174;1006,197933;564,3815728;0,13657616457759889;0,21312146926983808;0,21387101233505354;0,14359929918293216
122;669,8985859;438,3431773;1004,468121;568,215033;0,14236738003671967;0,2146329690518937;0,21538782802537312;0,1496883154027031
123;677,2975789;440,0945899;999,0372962;572,6180618;0,14429778518975994;0,22067896818011604;0,2214550907866512;0,1517179874759601
124;686,9915807;442,0408211;995,7850159;575,3857957;0,15443241224322135;0,2252134675262828;0,2260055378576098;0,16237376586055932
125;693,7678731;444,1443444;992,1927893;578,2739049;0,17518426763840422;0,27282571066103384;0,2737852321026749;0,18419274064807198
126;700,1282259;446,3748694;988,3262376;581,2592445;0,24274844799481354;0,38089794507800845;0,3822375539605213;0,2552312632120667
127;706,1531202;446,9998801;984,2383018;582,2281458;0,3011432038742816;0,4647861829820937;0,46642082477325514;0,31662884342809067
128;706,2444401;445,7960498;973,8381148;578,8198909;0,31176043221600314;0,4708321821103161;0,47248808753453325;0,32779203983100413
129;672,919256;414,0807344;927,9306556;532,0003322;0,2953519884151608;0,4632746832000381;0,46490400908293555;0,3105398272083197
130;635,091103;374,4951061;924,4427167;484,7367296;0,2779783420377984;0,44211368625125985;0,4436685894184622;0,2922727785490068
131;595,615112;333,2194265;888,6243169;436,9803553;0,26205249952521625;0,4338004374499541;0,4353261031217047;0,2755279839446366
132;566,344351;300,0515588;831,6269365;400,0097332;0,24274844799481354;0,40281469191781455;0,4042313814701544;0,2552312632120667
133;547,5511712;276,2118759;801,0757741;375,0271269;0,22537480161745116;0,3657829472574526;0,36706939705732594;0,23696421455275377
134;544,6231647;271,3965991;772,8267279;366,6796388;0,22151399131137064;0,37182894638567493;0,3731366598186041;0,23290487040623978
135;553,6531952;279,5481632;769,3865681;379,3273674;0,22054878873485048;0,35444669889203567;0,3556932793799295;0,23189003436961128
136;573,957298;299,4295456;788,8806729;406,0092517;0,2176531810052901;0,3302627023791463;0,33142422833481705;0,2288455262597258
137;583,216346;307,4894889;792,7939313;414,3069949;0,21379237069920956;0,3257282030329795;0,32687378126385846;0,2247861821132118
138;596,1993554;314,4224081;797,8914118;425,0673592;0,2046229462222683;0,30229995641111784;0,30336313806390575;0,2151452397652411
139;607,4169651;321,6199459;803,9436144;434,2792691;0,17228865990884384;0,257710712840478;0,2586170751994797;0,1811482325381865
140;619,1479167;330,7385693;807,6987727;443,6809178;0,14043697488367943;0,21160996948778252;0,21235419664473404;0,14765864332944614
141;631,2928755;338,5242109;814,7647841;455,3301788;0,12981974654195796;0,20329672068647675;0,20401171034797663;0,13649544692653268
142;646,6032526;346,4086253;822,4041172;465,2578999;0,12837194267717775;0,20556397035956012;0,20628693388345593;0,13497319287158993
143;659,697902;356,0805706;830,5057692;475,2360143;0,1331979555597784;0,21387721916086588;0,2146294201802133;0,14004737305473242
144;672,9427917;366,0200409;848,1806228;487,3495509;0,14092356207049242;0,18820279093240655;0,20695981675576902;0,1539415524587272
145;689,1404039;377,8833093;864,2191191;499,7461937;0,14608559731116977;0,1909107447587721;0,2099376558457801;0,15958043716417508
146;702,9507648;388,4160803;884,1014911;514,4661159;0,1522800395999826;0,1922647216719549;0,21142657539078566;0,16634709881071252
147;713,9415322;397,3418022;895,786866;523,335866;0,1543448536962536;0,19768062932468602;0,2173822535708078;0,16860265269289168
148;724,5955081;404,4373388;907,1518035;531,80442;0,16518512770167607;0,20174256006423436;0,2218490122058244;0,18044431057433225
149;734,977876;412,9387711;921,3251976;542,0441858;0,18738187923658878;0,24439283282949195;0,26874997787349864;0,20469151480775816
150;742,3096864;417,9837901;929,5333152;548,0833439;0,2596503726060721;0,34120218212206077;0,3752077253413943;0,28363590068402844
151;756,5965089;427,118517;945,2189942;559,164811;0,3221109990182683;0,41634790080370515;0,4578427600892013;0,3518664056199478
152;764,6235289;435,8079691;954,0800511;571,8162354;0,33346747654775855;0,42176380845643624;0,46379843826922346;0,36427195197193324
153;751,434193;446,7390579;933,960729;581,1937573;0,31591655672945546;0,41499392389052236;0,45635384054419575;0,3450997439734104
154;717,0936279;450,0088222;892,6610272;580,6490011;0,2973332298630169;0,3960382471059634;0,43550896691411833;0,32479975903379804
155;653,1615155;437,9518414;839,0589032;567,1724219;0,2802985135687816;0,3885913740834581;0,4273199094165879;0,30619143950582
156;617,9107295;431,1298562;783,0353955;560,5140971;0,2596503726060721;0,3608348473632111;0,3967970587439745;0,28363590068402844
157;608,3230858;411,4127003;756,2183094;536,122021;0,2410670457396335;0,32766241299023297;0,3603185298913389;0,2633359157444161
158;620,9345223;408,1007949;756,380278;532,8727718;0,23693741754709163;0,3330783206429641;0,3662742080713611;0,2588248079800578
159;633,9779166;405,881643;760,4994448;529,5788636;0,23590501049895612;0,3175075861413621;0,3491516333037974;0,2576970310389682
160;631,8451981;399,0644563;763,9429907;521,1819188;0,2328077893545497;0,2958439555304377;0,32532892058370894;0,25431370021569955
161;632,7950195;399,0632428;771,4178423;521,1076816;0,2286781611620078;0,29178202479088927;0,32086216194869227;0,24980259245134123
162;638,5995599;403,8129763;787,9145405;526,8742435;0,2188702942047208;0,27079538263655617;0,2977839090011066;0,23908871151099023
163;645,0660521;407,5368756;803,0023215;531,3967646;0,18428465809218236;0,23085306369766415;0,25386078242344334;0,20130818398448944
164;649,2356532;413,3159327;822,1174699;538,4504392;0,1502152255037117;0,18955676784558934;0,20844873630077457;0,1640915449285334
165;656,3221077;417,8707491;839,3172462;544,0119243;0,13885874797422143;0,182109894823084;0,20025967880324416;0,15168599857654805
166;663,8243432;424,3206004;857,0692034;551,9043059;0,13731013740201822;0,1841408601928582;0,20249305812075244;0,14999433316491367
167;671,6623368;429,416977;878,333442;558,1428797;0,1424721726426956;0,1915877332153635;0,21068211561828287;0,15563321787036155
168;676,9399778;432,8879488;897,2669102;564,4869293;0,15356411783867768;0,23333569592117914;0,2574875748924847;0,16504583449894378
169;684,9216673;436,2221365;919,4843259;568,8212389;0,15642556102821828;0,23956721302293169;0,264364097664094;0,168121222719421
170;687,4842326;439,4460287;936,1200189;572,9737901;0,1635791690020697;0,24510633933560066;0,2704765623499691;0,175809693270614
171;689,5508072;442,5809784;949,3809506;576,9797699;0,15928700421775885;0,23472047749934638;0,25901569106395345;0,17119661093989819
172;691,2174935;443,9361353;965,0838211;578,7725674;0,1716865913724347;0,25064546564826956;0,2765890270358441;0,18452329322863278
173;692,5617531;445,0298551;977,5926138;582,3143643;0,17264040576894824;0,24441394854651702;0,2697125042642347;0,18554842263545854
174;693,6460265;447,6206931;989,6222029;583,7326892;0,27183710300635494;0,3669671182143173;0,40495078543921925;0,29216188094533524
175;699,1672804;451,3582017;1003,226697;590,4296353;0,29711318451396335;0,441745323435348;0,4874690586985318;0,31932781022621726
176;706,8296691;456,3331225;1018,639975;596,7922924;0,3085589572721257;0,4230507721300904;0,4668394903837037;0,3316293631081261
177;692,8545933;460,3167035;1041,080403;599,7843541;0,2851905045575443;0,39327796819949484;0,43398499269712554;0,30651369264089556
178;660,6221475;458,0876806;1044,136235;592,776164;0,2704063814115847;0,40366383003574907;0,4454458639831411;0,2906241868350966
179;605,452431;443,9423843;1025,529382;568,5833121;0,24751483589526002;0,3835844971523242;0,4232881794968443;0,2660210810712789
180;569,7648138;435,4347109;1016,650783;550,6567084;0,22748473356847596;0,3579660379562304;0,39501803032467236;0,2444933635279384
181;555,8738726;389,8524616;1026,586734;514,8622203;0,22080803279288128;0,35935081953439757;0,3965461464961411;0,23731745768015827
182;562,2816606;374,7090388;1050,738231;494,0485677;0,21317751762077305;0,33650192349463814;0,3713322296669067;0,22911642242555236
183;567,8077273;374,5678806;1057,10978;482,4711373;0,19457813688875933;0,27141718932077813;0,29951076960787537;0,2091263989924505
184;554,6490325;370,0607587;1033,05716;478,6033267;0,19028597210444845;0,28111066036794874;0,31020758280815663;0,20451331666173464
185;561,1486559;365,3079374;1033,790759;476,9173542;0,1855169001218808;0,24718351170285152;0,2727687366071722;0,19938766962760596
186;571,2784473;365,1566611;1042,904247;477,1941354;0,1497488602526236;0,20287050120149996;0,22386901912017215;0,16094531687164082
187;585,8516368;365,5670058;1059,292659;478,0720458;0,14688741706308303;0,19802376567791466;0,21852061252003155;0,15786992865116362
188;602,0723569;364,7225944;1062,021813;481,5300361;0,14307215947702892;0,21256397224867063;0,23456583232045342;0,15376941102386063
189;616,7912732;365,7485671;1073,419945;483,5351866;0,15213339624390737;0,21325636303775425;0,2353298904061878;0,16350814038870515
190;635,0684956;367,1092152;1082,453224;485,807905;0,13591855150317747;0,18417594989624228;0,20323945080534397;0,14608094047266762
191;651,4475312;367,0319569;1094,743422;490,3915843;0,15165648904565063;0,19940854725608187;0,22004872869150027;0,1629955756852923
192;685,2224874;370,3853317;1107,564047;495,4002622;0,20307484842306067;0,22355629643071417;0,26431512005472846;0,19824285708883438
193;721,4047823;375,8657289;1120,812882;500,7519424;0,2036050699594133;0,22168813796471934;0,2621063586058031;0,196586231542131
194;762,3606668;378,4717306;1134,407425;508,4754432;0,1951215253777711;0,22168813796471934;0,2621063586058031;0,196586231542131
195;791,0723194;382,8158473;1145,214297;512,4830902;0,23276725445880847;0,26154218523927564;0,309226602849543;0,23192757653846918
196;816,763859;385,6798129;1152,803162;518,4670485;0,2592783312764404;0,27212841654657965;0,3217429177267865;0,2413151213031215
197;844,788743;388,5241703;1159,893701;522,5109957;0,3043471618664147;0,3200778171737802;0,378434461582536;0,28383517700184085
198;867,0955862;391,352764;1166,582502;526,4293955;0,2497343436220929;0,30637798842315145;0,3622368776237504;0,2716865896593496
199;893,3120238;398,6981136;1177,975564;535,7987876;0,2688223189307879;0,3462320356977077;0,4093571218674903;0,30702793465568773
200;912,7498761;405,9428692;1179,337366;544,9730042;0,2767756419760775;0,3200778171737802;0,378434461582536;0,28383517700184085
201;916,58868;417,4155435;1131,63559;559,268818;0,24337168518586125;0,31073702484380605;0,36739065433790946;0,2755520492683241
202;884,9977782;416,5308704;1063,898945;560,4676326;0,22587437448622413;0,300773513025167;0,3556105932769745;0,26671671301923955
203;831,0982478;405,1784702;986,4888443;546,9576144;0,22905570370434;0,27773289194456413;0,3283692020735624;0,24628499794323155
204;781,982174;399,4579153;923,0497956;540,2718661;0,21951171604999248;0,2528241123979664;0,2989190494212249;0,2241966573205202
205;760,9713054;404,4366033;896,7478177;546,6344037;0,19034953155059736;0,25406955137529635;0,3003915570538418;0,22530107435165578
206;760,1976894;417,4943598;902,6306099;562,8483932;0,1871682023324815;0,22916077182869865;0,2709414044015044;0,2032127337289444
207;767,4332372;420,6614377;920,3790892;568,9977803;0,1924704176960079;0,23787884467000783;0,28124895782982245;0,21094365294689335
208;778,462086;406,8260717;925,854391;554,5312587;0,1977726330595343;0,23476524722668313;0,27756768874828025;0,20818261036905447
209;794,5279678;400,1080905;946,2825351;544,7671636;0,19671218998682902;0,24659691751131704;0,2915565112581406;0,2186745721648424
210;813,279058;393,8856716;974,0407295;543,6259534;0,1977726330595343;0,2422378810906624;0,2864027345439815;0,21480911255586785
211;832,8779237;388,9696427;1004,188916;536,4166515;0,20890728532293967;0,22729261336270382;0,26873264295257904;0,20155610818224107
212;855,9914641;383,9335945;1036,264581;539,1059219;0,19140997462330264;0,21234734563474522;0,25106255136117656;0,18830310380861426
213;877,170504;380,5091683;1066,82802;523,7291099;0,22428370987716623;0,23351980824935323;0,2760951811156634;0,20707819333791888
214;898,7262465;372,0866335;1101,33554;517,2082029;0,19140997462330264;0,23351980824935323;0,2760951811156634;0,20707819333791888
215;923,4170847;364,8634019;1136,927329;510,6345113;0,21261883607740817;0,2403697226246676;0,28419397309505623;0,21315248700916453
216;937,373036;359,1414824;1179,527322;506,1134246;0,19426838163415389;0,22950049127751115;0,26861066962979857;0,1933142949619127
217;947,5883578;353,4564578;1223,586036;501,8089658;0,1970636101468755;0,23280265661963365;0,2723413733746569;0,1960957956088467
218;956,7238796;347,8013169;1268,82139;491,3945083;0,19846122440323638;0,23445373929069488;0,285398836481661;0,19748654593231374
219;964,9883654;343,8784461;1299,671955;484,5593468;0,20405168142867963;0,24105806997493978;0,29379291990759215;0,2030495472261817
220;969,7186708;338,4707053;1329,405311;479,8278136;0,20824452419776207;0,24601131798812348;0,2975236236524505;0,2072217981965827
221;976,3671433;334,7476113;1361,304608;475,3539638;0,25226937327312793;0,2980204221265523;0,3329653092286045;0,2510304333857931
222;979,7937502;332,91733;1383,653682;471,0880868;0,35219879260292647;0,4160728331074303;0,4364923381484227;0,3504690815136835
223;990,0370477;330,8450021;1412,685843;470,4473407;0,42976638383095195;0,5077079213513287;0,5139044408542327;0,42765572446610184
