;Electricity_raw_2025;Electricity_raw_2030;Electricity_2035;Electricity_raw_2040;Electricity_raw_2045;Electricity_raw_2050;CO2_2025;CO2_2030;CO2_2035;CO2_2040;CO2_2045;CO2_2050;Oil_2025;Oil_2030;Oil_2035;Oil_2040;Oil_2045;Oil_2050;Gas_2025;Gas_2030;Gas_2035;Gas_2040;Gas_2045;Gas_2050;Biomass_2025;Biomass_2030;Biomass_2035;Biomass_2040;Biomass_2045;Biomass_2050;Hydrogen_2025;Hydrogen_2030;Hydrogen_2035;Hydrogen_2040;Hydrogen_2045;Hydrogen_2050;Synthetic_fuel_2025;Synthetic_fuel_2030;Synthetic_fuel_2035;Synthetic_fuel_2040;Synthetic_fuel_2045;Synthetic_fuel_2050;Hard_coal_2025;Hard_coal_2030;Hard_coal_2035;Hard_coal_2040;Hard_coal_2045;Hard_coal_2050;Brown_coal_2025;Brown_coal_2030;Brown_coal_2035;Brown_coal_2040;Brown_coal_2045;Brown_coal_2050
0;113,86;95,5;108,6;116,07;154,85;156,11;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
1;113,85;95,5;111,31;118,95;154,64;160,23;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
2;113,73;97,09;108,92;121,54;157,33;163,82;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
3;113,85;98,05;109,74;128,18;157,33;160,14;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
4;113,88;107,6;112,86;131,82;157,33;160,37;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
5;114,8;104,21;119,84;128,18;157,64;163,82;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
6;114,65;102,91;114,38;128,18;157,64;160,37;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
7;115,72;112,73;118,19;128,18;157,64;163,82;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
8;116,41;110,54;120,51;134,53;160;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
9;117,29;110,54;126,69;141,92;162,87;160,12;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
10;118,16;115,06;128,53;144,9;165,21;160,28;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
11;119,76;114,52;126,97;145,72;157,64;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
12;119,9;124,34;125,78;141,92;161,71;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
13;121,68;125,59;133,79;151,28;161,71;161,55;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
14;122,03;130,31;133,91;151,14;162,87;160,37;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
15;126,71;140,31;135,45;149,01;163,18;160,14;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
16;134,77;142,8;148,66;154,6;163,18;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
17;139,83;144,85;151,4;157,84;162,87;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
18;139,64;146,31;151,47;162,1;165,42;161,55;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
19;126,76;148,35;151,22;162,05;167,66;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
20;129,59;144,35;151,66;157,69;166,43;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
21;125,78;144,84;151,53;156,81;168,45;165,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
22;125,11;144,35;151,66;157,84;171,63;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
23;125,11;148,94;151,66;157,69;168,45;166,14;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
24;129,59;144,85;151,66;156,82;171,63;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
25;129,72;144,85;151,66;157,69;165,21;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
26;126,62;144,85;151,66;157,69;166,75;160,28;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
27;129,72;145,12;152,6;157,03;161,84;163,26;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
28;129,72;145,5;151,66;157,85;162,88;161,98;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
29;139,3;146,96;151,22;157,03;162,55;160,14;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
30;173,73;148,96;155,96;157,69;167,57;163,26;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
31;191,93;148,96;154,59;159,44;166,39;160,14;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
32;179,26;148,36;154,64;157,85;166,39;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
33;179,26;144,85;154,59;157,85;166,61;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
34;154,97;148,96;151,54;160,36;167,57;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
35;143,8;146,86;151,65;157,85;171,33;161,98;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
36;145,37;148,96;151,54;157,85;167,26;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
37;173,73;146,65;151,54;160,36;171,63;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
38;179,26;149,27;151,66;162,02;167,26;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
39;193,05;158,45;156,56;161,26;169,76;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
40;203,51;166,32;157,62;162,84;172,32;162,41;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
41;211,12;160,38;160,55;162,22;165,21;163,26;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
42;193,1;160,38;165,89;165,58;167,43;162,95;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
43;191,93;148,96;160,55;165,58;169,76;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
44;166,24;148,96;156,41;163,59;171,63;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
45;143,01;148,36;155,98;161,94;171,63;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
46;129,59;146,86;151,65;157,69;167,26;163,6;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
47;125,15;137,87;148,6;151,44;163,34;162,41;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
48;123,76;123,44;133,92;148,23;157,64;156,11;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
49;121,86;115,95;133,81;138,31;153,08;155,8;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
50;121,86;112,79;123,53;125,08;138,46;149,81;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
51;123,25;107,88;113,58;121,49;131,51;138,76;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
52;123,53;112,11;116,04;118,39;131,51;144,08;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
53;126,35;112,79;109,05;118,39;128,36;138,76;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
54;141,29;117,92;118,11;120,36;127,52;140,36;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
55;156,75;113,96;112,07;113,54;122,04;146,74;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
56;143,87;107,88;97,07;101,8;99,97;100,55;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
57;129,5;99,52;92,99;95,8;94,4;97,25;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
58;121,56;97,11;91,62;95,8;96,89;96,69;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
59;120,85;95,74;92,99;97,86;96,32;98,77;0,07674;0,10864;0,12858;0,14536;0,15644;0,16694;35,31227233;38,60388499;38,96207173;38,34450838;37,72694503;37,10938168;35,1;23,08;22,56;22,56;20,2;17,6;25;25;25;25;25;25;150;121;108;95;84,5;74;230.22;206,22;181,72;157,22;138,72;120,22;5,392819567;5,392819567;10000000;10000000;10000000;10000000;8,798929188;8,798929188;10000000;10000000;10000000;10000000
