;('District heating_m', 'Heat storage_m');('Heat storage_m', 'District heating_m');('Heat storage_m', 'None')
;flow;flow;storage_content
2030-01-01 00:00:00;50,65;0,0;6642,55
2030-01-01 01:00:00;44,25;0,0;6686,22
2030-01-01 02:00:00;38,38;0,0;6724,01
2030-01-01 03:00:00;34,28;0,0;6757,71
2030-01-01 04:00:00;30,5;0,0;6787,62
2030-01-01 05:00:00;27,22;0,0;6814,25
2030-01-01 06:00:00;24,35;0,0;6838,0
2030-01-01 07:00:00;21,58;0,0;6858,98
2030-01-01 08:00:00;18,82;0,0;6877,2
2030-01-01 09:00:00;19,15;0,0;6895,75
2030-01-01 10:00:00;21,11;0,0;6916,26
2030-01-01 11:00:00;25,37;0,0;6941,02
2030-01-01 12:00:00;29,45;0,0;6969,87
2030-01-01 13:00:00;29,7;0,0;6998,96
2030-01-01 14:00:00;28,6;0,0;7026,95
2030-01-01 15:00:00;27,15;0,0;7053,49
2030-01-01 16:00:00;27,94;0,0;7080,82
2030-01-01 17:00:00;27,73;0,0;7107,93
2030-01-01 18:00:00;27,29;0,0;7134,6
2030-01-01 19:00:00;26,45;0,0;7160,43
2030-01-01 20:00:00;25,91;0,0;7185,72
2030-01-01 21:00:00;25,0;0,0;7210,09
2030-01-01 22:00:00;24,04;0,0;7233,5
2030-01-01 23:00:00;23,04;0,0;7255,9
2030-01-02 00:00:00;22,36;0,0;7277,63
2030-01-02 01:00:00;21,7;0,0;7298,7
2030-01-02 02:00:00;21,42;0,0;7319,48
2030-01-02 03:00:00;21,19;0,0;7340,02
2030-01-02 04:00:00;8,12;0,0;7347,51
2030-01-02 05:00:00;20,85;0,0;7367,72
2030-01-02 06:00:00;20,73;0,0;7387,81
2030-01-02 07:00:00;20,04;0,0;7407,2
2030-01-02 08:00:00;19,08;0,0;7425,63
2030-01-02 09:00:00;20,92;0,0;7445,9
2030-01-02 10:00:00;25,52;0,0;7470,77
2030-01-02 11:00:00;32,65;0,0;7502,77
2030-01-02 12:00:00;37,71;0,0;7539,82
2030-01-02 13:00:00;39,52;0,0;7578,69
2030-01-02 14:00:00;37,99;0,0;7616,02
2030-01-02 15:00:00;36,98;0,0;7652,34
2030-01-02 16:00:00;38,12;0,0;7689,79
2030-01-02 17:00:00;37,86;0,0;7726,97
2030-01-02 18:00:00;37,26;0,0;7763,55
2030-01-02 19:00:00;36,18;0,0;7799,06
2030-01-02 20:00:00;34,97;0,0;7833,35
2030-01-02 21:00:00;34,02;0,0;7866,69
2030-01-02 22:00:00;32,66;0,0;7898,66
2030-01-02 23:00:00;31,22;0,0;7929,2
2030-01-03 00:00:00;29,36;0,0;7957,87
2030-01-03 01:00:00;27,77;0,0;7984,94
2030-01-03 02:00:00;25,42;0,0;8009,67
2030-01-03 03:00:00;24,04;0,0;8033,0
2030-01-03 04:00:00;22,69;0,0;8054,99
2030-01-03 05:00:00;21,38;0,0;8075,67
2030-01-03 06:00:00;20,1;0,0;8095,06
2030-01-03 07:00:00;18,6;0,0;8112,95
2030-01-03 08:00:00;17,59;0,0;8129,84
2030-01-03 09:00:00;20,14;0,0;8149,27
2030-01-03 10:00:00;24,1;0,0;8172,66
2030-01-03 11:00:00;33,71;0,0;8205,65
2030-01-03 12:00:00;37,98;0,0;8242,91
2030-01-03 13:00:00;35,7;0,0;8277,9
2030-01-03 14:00:00;32,96;0,0;8310,13
2030-01-03 15:00:00;31,41;0,0;8340,82
2030-01-03 16:00:00;31,64;0,0;8371,73
2030-01-03 17:00:00;31,29;0,0;8402,29
2030-01-03 18:00:00;30,36;0,0;8431,92
2030-01-03 19:00:00;29,39;0,0;8460,58
2030-01-03 20:00:00;28,38;0,0;8488,22
2030-01-03 21:00:00;27,69;0,0;8515,17
2030-01-03 22:00:00;26,67;0,0;8541,09
2030-01-03 23:00:00;25,61;0,0;8565,96
2030-01-04 00:00:00;24,53;0,0;8589,75
2030-01-04 01:00:00;23,44;0,0;8612,43
2030-01-04 02:00:00;22,32;0,0;8634,0
2030-01-04 03:00:00;21,2;0,0;8654,44
2030-01-04 04:00:00;21,14;0,0;8674,83
2030-01-04 05:00:00;20,49;0,0;8694,57
2030-01-04 06:00:00;19,85;0,0;8713,66
2030-01-04 07:00:00;18,63;0,0;8731,53
2030-01-04 08:00:00;17,48;0,0;8748,25
2030-01-04 09:00:00;16,22;0,0;8763,7
2030-01-04 10:00:00;17,67;0,0;8780,6
2030-01-04 11:00:00;21,41;0,0;8801,25
2030-01-04 12:00:00;23,69;0,0;8824,17
2030-01-04 13:00:00;23,02;0,0;8846,42
2030-01-04 14:00:00;20,95;0,0;8866,6
2030-01-04 15:00:00;20,21;0,0;8886,03
2030-01-04 16:00:00;22,57;0,0;8907,83
2030-01-04 17:00:00;22,61;0,0;8929,66
2030-01-04 18:00:00;21,99;0,0;8950,87
2030-01-04 19:00:00;21,27;0,0;8971,36
2030-01-04 20:00:00;20,46;0,0;8991,03
2030-01-04 21:00:00;19,58;0,0;9009,82
2030-01-04 22:00:00;18,28;0,0;9027,31
2030-01-04 23:00:00;17,61;0,0;9044,13
2030-01-05 00:00:00;16,24;0,0;9059,58
2030-01-05 01:00:00;15,87;0,0;9074,66
2030-01-05 02:00:00;14,85;0,0;9088,72
2030-01-05 03:00:00;14,16;0,0;9102,09
2030-01-05 04:00:00;13,49;0,0;9114,79
2030-01-05 05:00:00;13,2;0,0;9127,19
2030-01-05 06:00:00;12,61;0,0;9139,0
2030-01-05 07:00:00;12,37;0,0;9150,57
2030-01-05 08:00:00;12,54;0,0;9162,32
2030-01-05 09:00:00;15,76;0,0;9177,28
2030-01-05 10:00:00;18,56;0,0;9195,04
2030-01-05 11:00:00;20,91;0,0;9215,15
2030-01-05 12:00:00;22,66;0,0;9237,01
2030-01-05 13:00:00;23,7;0,0;9259,9
2030-01-05 14:00:00;23,55;0,0;9282,64
2030-01-05 15:00:00;22,49;0,0;9304,33
2030-01-05 16:00:00;21,18;0,0;9324,69
2030-01-05 17:00:00;20,39;0,0;9344,27
2030-01-05 18:00:00;19,16;0,0;9362,62
2030-01-05 19:00:00;18,19;0,0;9379,99
2030-01-05 20:00:00;16,82;0,0;9395,99
2030-01-05 21:00:00;15,73;0,0;9410,91
2030-01-05 22:00:00;14,27;0,0;9424,35
2030-01-05 23:00:00;12,74;0,0;9436,27
2030-01-06 00:00:00;11,17;0,0;9446,62
2030-01-06 01:00:00;9,56;0,0;9455,36
2030-01-06 02:00:00;7,93;0,0;9462,46
2030-01-06 03:00:00;6,98;0,0;9468,62
2030-01-06 04:00:00;5,75;0,0;9473,54
2030-01-06 05:00:00;4,89;0,0;9477,6
2030-01-06 06:00:00;4,08;0,0;9480,85
2030-01-06 07:00:00;3,31;0,0;9483,33
2030-01-06 08:00:00;3,3;0,0;9485,8
2030-01-06 09:00:00;7,54;0,0;9492,51
2030-01-06 10:00:00;12,36;0,0;9504,04
2030-01-06 11:00:00;17,39;0,0;9520,6
2030-01-06 12:00:00;21,12;0,0;9540,89
2030-01-06 13:00:00;23,51;0,0;9563,56
2030-01-06 14:00:00;23,88;0,0;9586,61
2030-01-06 15:00:00;22,73;0,0;9608,51
2030-01-06 16:00:00;20,15;0,0;9627,82
2030-01-06 17:00:00;18,97;0,0;9645,94
2030-01-06 18:00:00;17,31;0,0;9662,41
2030-01-06 19:00:00;15,88;0,0;9677,45
2030-01-06 20:00:00;14,39;0,0;9691,0
2030-01-06 21:00:00;12,84;0,0;9703,0
2030-01-06 22:00:00;10,89;0,0;9713,04
2030-01-06 23:00:00;9,22;0,0;9721,42
2030-01-07 00:00:00;7,54;0,0;9728,11
2030-01-07 01:00:00;5,47;0,0;9732,74
2030-01-07 02:00:00;3,72;0,0;9735,6
2030-01-07 03:00:00;2,32;0,0;9737,07
2030-01-07 04:00:00;0,96;0,0;9737,18
2030-01-07 05:00:00;0,0;0,36;9735,96
2030-01-07 06:00:00;0,0;1,3;9733,82
2030-01-07 07:00:00;0,0;3,12;9729,85
2030-01-07 08:00:00;0,0;4,14;9724,86
2030-01-07 09:00:00;0,0;2,46;9721,55
2030-01-07 10:00:00;1,91;0,0;9722,62
2030-01-07 11:00:00;10,06;0,0;9731,83
2030-01-07 12:00:00;14,55;0,0;9745,53
2030-01-07 13:00:00;15,77;0,0;9760,44
2030-01-07 14:00:00;14,16;0,0;9773,76
2030-01-07 15:00:00;12,5;0,0;9785,4
2030-01-07 16:00:00;12,77;0,0;9797,32
2030-01-07 17:00:00;12,65;0,0;9809,12
2030-01-07 18:00:00;11,91;0,0;9820,18
2030-01-07 19:00:00;11,09;0,0;9830,41
2030-01-07 20:00:00;10,56;0,0;9840,11
2030-01-07 21:00:00;9,65;0,0;9848,9
2030-01-07 22:00:00;8,7;0,0;9856,74
2030-01-07 23:00:00;7,7;0,0;9863,58
2030-01-08 00:00:00;7,03;0,0;9869,75
2030-01-08 01:00:00;6,01;0,0;9874,9
2030-01-08 02:00:00;5,69;0,0;9879,73
2030-01-08 03:00:00;5,42;0,0;9884,29
2030-01-08 04:00:00;5,21;0,0;9888,64
2030-01-08 05:00:00;5,04;0,0;9892,81
2030-01-08 06:00:00;4,9;0,0;9896,85
2030-01-08 07:00:00;4,2;0,0;9900,18
2030-01-08 08:00:00;3,22;0,0;9902,54
2030-01-08 09:00:00;5,0;0,0;9906,68
2030-01-08 10:00:00;9,11;0,0;9914,92
2030-01-08 11:00:00;16,13;0,0;9930,19
2030-01-08 12:00:00;20,68;0,0;9950,0
2030-01-08 13:00:00;22,45;0,0;9971,59
2030-01-08 14:00:00;21,63;0,0;9992,35
2030-01-08 15:00:00;20,93;0,0;10012,41
2030-01-08 16:00:00;22,61;0,0;10034,14
2030-01-08 17:00:00;21,78;0,0;10055,04
2030-01-08 18:00:00;20,49;0,0;10074,65
2030-01-08 19:00:00;18,63;0,0;10092,4
2030-01-08 20:00:00;16,56;0,0;10108,09
2030-01-08 21:00:00;14,69;0,0;10121,89
2030-01-08 22:00:00;12,36;0,0;10133,37
2030-01-08 23:00:00;10,28;0,0;10142,76
2030-01-09 00:00:00;5,97;0,0;10147,85
2030-01-09 01:00:00;1,37;0,0;10148,33
2030-01-09 02:00:00;0,0;97,1;10050,34
2030-01-09 03:00:00;0,0;100,76;9948,7
2030-01-09 04:00:00;0,0;104,03;9843,8
2030-01-09 05:00:00;0,0;14,35;9828,59
2030-01-09 06:00:00;0,0;17,19;9810,54
2030-01-09 07:00:00;0,0;20,53;9789,15
2030-01-09 08:00:00;0,0;23,01;9765,29
2030-01-09 09:00:00;0,0;23,5;9740,94
2030-01-09 10:00:00;0,0;19,47;9720,62
2030-01-09 11:00:00;0,0;12,61;9707,17
2030-01-09 12:00:00;0,0;6,35;9699,97
2030-01-09 13:00:00;0,0;3,67;9695,45
2030-01-09 14:00:00;0,0;3,58;9691,03
2030-01-09 15:00:00;0,0;4,5;9685,68
2030-01-09 16:00:00;0,0;5,9;9678,94
2030-01-09 17:00:00;0,0;7,95;9670,14
2030-01-09 18:00:00;0,0;10,34;9658,96
2030-01-09 19:00:00;0,0;12,83;9645,28
2030-01-09 20:00:00;0,0;15,78;9628,67
2030-01-09 21:00:00;0,0;18,48;9609,35
2030-01-09 22:00:00;0,0;21,22;9587,29
2030-01-09 23:00:00;0,0;24,37;9562,09
2030-01-10 00:00:00;0,0;26,14;9535,11
2030-01-10 01:00:00;0,0;27,44;9506,83
2030-01-10 02:00:00;0,0;28,61;9477,39
2030-01-10 03:00:00;0,0;29,66;9446,91
2030-01-10 04:00:00;0,0;30,26;9415,82
2030-01-10 05:00:00;0,0;31,11;9383,89
2030-01-10 06:00:00;0,0;31,55;9351,52
2030-01-10 07:00:00;0,0;32,85;9317,85
2030-01-10 08:00:00;0,0;33,71;9283,33
2030-01-10 09:00:00;0,0;34,98;9247,54
2030-01-10 10:00:00;0,0;33,54;9213,19
2030-01-10 11:00:00;0,0;30,17;9182,22
2030-01-10 12:00:00;0,0;27,94;9153,48
2030-01-10 13:00:00;0,0;22,29;9130,39
2030-01-10 14:00:00;0,0;21,46;9108,14
2030-01-10 15:00:00;0,0;20,64;9086,71
2030-01-10 16:00:00;0,0;19,14;9066,77
2030-01-10 17:00:00;0,0;19,62;9046,36
2030-01-10 18:00:00;0,0;20,88;9024,69
2030-01-10 19:00:00;0,0;22,35;9001,55
2030-01-10 20:00:00;0,0;24,35;8976,42
2030-01-10 21:00:00;0,0;26,17;8949,47
2030-01-10 22:00:00;0,0;28,09;8920,59
2030-01-10 23:00:00;0,0;30,1;8889,71
2030-01-11 00:00:00;0,0;32,9;8856,04
2030-01-11 01:00:00;0,0;35,84;8819,43
2030-01-11 02:00:00;0,0;38,89;8779,77
2030-01-11 03:00:00;0,0;40,96;8738,05
2030-01-11 04:00:00;0,0;42,96;8694,32
2030-01-11 05:00:00;0,0;45,28;8648,28
2030-01-11 06:00:00;0,0;46,89;8600,64
2030-01-11 07:00:00;0,0;49,0;8550,88
2030-01-11 08:00:00;0,0;50,63;8499,51
2030-01-11 09:00:00;0,0;48,07;8450,7
2030-01-11 10:00:00;0,0;42,15;8407,81
2030-01-11 11:00:00;0,0;34,92;8372,16
2030-01-11 12:00:00;0,0;29,8;8341,63
2030-01-11 13:00:00;0,0;28,38;8312,52
2030-01-11 14:00:00;0,0;30,7;8281,09
2030-01-11 15:00:00;0,0;32,9;8247,47
2030-01-11 16:00:00;0,0;32,86;8213,89
2030-01-11 17:00:00;0,0;34,23;8178,94
2030-01-11 18:00:00;0,0;35,97;8142,27
2030-01-11 19:00:00;0,0;37,82;8103,74
2030-01-11 20:00:00;0,0;40,13;8062,9
2030-01-11 21:00:00;0,0;42,2;8019,99
2030-01-11 22:00:00;0,0;44,33;7974,97
2030-01-11 23:00:00;0,0;46,86;7927,41
2030-01-12 00:00:00;0,0;48,75;7877,97
2030-01-12 01:00:00;0,0;50,62;7826,66
2030-01-12 02:00:00;0,0;52,46;7773,51
2030-01-12 03:00:00;0,0;53,94;7718,9
2030-01-12 04:00:00;0,0;54,99;7663,24
2030-01-12 05:00:00;0,0;56,31;7606,26
2030-01-12 06:00:00;0,0;57,25;7548,34
2030-01-12 07:00:00;0,0;58,12;7489,57
2030-01-12 08:00:00;0,0;58,57;7430,34
2030-01-12 09:00:00;0,0;58,22;7371,48
2030-01-12 10:00:00;0,0;56,62;7314,21
2030-01-12 11:00:00;0,0;53,68;7259,9
2030-01-12 12:00:00;0,0;51,12;7208,14
2030-01-12 13:00:00;0,0;48,64;7158,87
2030-01-12 14:00:00;0,0;47,08;7111,17
2030-01-12 15:00:00;0,0;46,58;7063,98
2030-01-12 16:00:00;0,0;48,44;7014,93
2030-01-12 17:00:00;0,0;49,09;6965,22
2030-01-12 18:00:00;0,0;50,21;6914,4
2030-01-12 19:00:00;0,0;51,45;6862,35
2030-01-12 20:00:00;0,0;52,44;6809,31
2030-01-12 21:00:00;0,0;53,46;6755,26
2030-01-12 22:00:00;0,0;54,87;6699,8
2030-01-12 23:00:00;0,0;55,99;6643,22
2030-01-13 00:00:00;0,0;57,12;6585,52
2030-01-13 01:00:00;0,0;58,26;6526,69
2030-01-13 02:00:00;0,0;59,05;6467,07
2030-01-13 03:00:00;0,0;59,8;6406,71
2030-01-13 04:00:00;0,0;60,15;6346,0
2030-01-13 05:00:00;0,0;60,8;6284,64
2030-01-13 06:00:00;0,0;61,08;6223,01
2030-01-13 07:00:00;0,0;61,66;6160,8
2030-01-13 08:00:00;0,0;60,81;6099,46
2030-01-13 09:00:00;0,0;54,75;6044,18
2030-01-13 10:00:00;0,0;50,11;5993,55
2030-01-13 11:00:00;0,0;44,55;5948,47
2030-01-13 12:00:00;0,0;39,32;5908,63
2030-01-13 13:00:00;0,0;34,79;5873,33
2030-01-13 14:00:00;0,0;33,86;5838,96
2030-01-13 15:00:00;0,0;35,35;5803,1
2030-01-13 16:00:00;0,0;38,12;5764,47
2030-01-13 17:00:00;0,0;39,56;5724,41
2030-01-13 18:00:00;0,0;41,53;5682,38
2030-01-13 19:00:00;0,0;43,33;5638,55
2030-01-13 20:00:00;0,0;45,24;5592,82
2030-01-13 21:00:00;0,0;47,23;5545,1
2030-01-13 22:00:00;0,0;49,66;5494,95
2030-01-13 23:00:00;0,0;51,82;5442,65
2030-01-14 00:00:00;0,0;54,75;5387,43
2030-01-14 01:00:00;0,0;58,15;5328,81
2030-01-14 02:00:00;0,0;61,69;5266,65
2030-01-14 03:00:00;0,0;64,26;5201,93
2030-01-14 04:00:00;0,0;66,79;5134,68
2030-01-14 05:00:00;0,0;69,65;5064,58
2030-01-14 06:00:00;0,0;71,8;4992,34
2030-01-14 07:00:00;0,0;74,47;4917,43
2030-01-14 08:00:00;0,0;77,02;4839,99
2030-01-14 09:00:00;0,0;78,2;4761,37
2030-01-14 10:00:00;0,0;77,17;4683,79
2030-01-14 11:00:00;0,0;72,25;4611,12
2030-01-14 12:00:00;0,0;68,92;4541,8
2030-01-14 13:00:00;0,0;65,9;4475,5
2030-01-14 14:00:00;0,0;66,54;4408,57
2030-01-14 15:00:00;0,0;67,14;4341,04
2030-01-14 16:00:00;0,0;67,21;4273,45
2030-01-14 17:00:00;0,0;64,94;4208,14
2030-01-14 18:00:00;0,0;62,96;4144,82
2030-01-14 19:00:00;0,0;60,79;4083,67
2030-01-14 20:00:00;0,0;58,47;4024,84
2030-01-14 21:00:00;0,0;55,67;3968,82
2030-01-14 22:00:00;0,0;53,09;3915,39
2030-01-14 23:00:00;0,0;50,43;3864,62
2030-01-15 00:00:00;0,0;48,08;3816,2
2030-01-15 01:00:00;0,0;45,37;3770,49
2030-01-15 02:00:00;0,0;42,62;3727,54
2030-01-15 03:00:00;0,0;40,55;3686,67
2030-01-15 04:00:00;0,0;38,9;3647,45
2030-01-15 05:00:00;0,0;36,98;3610,16
2030-01-15 06:00:00;0,0;35,45;3574,39
2030-01-15 07:00:00;0,0;34,58;3539,51
2030-01-15 08:00:00;0,0;34,05;3505,14
2030-01-15 09:00:00;0,0;27,82;3477,02
2030-01-15 10:00:00;0,0;20,48;3456,24
2030-01-15 11:00:00;0,0;11,72;3444,22
2030-01-15 12:00:00;0,0;4,71;3439,21
2030-01-15 13:00:00;0,0;2,1;3436,81
2030-01-15 14:00:00;0,0;1,79;3434,72
2030-01-15 15:00:00;0,0;2,58;3431,84
2030-01-15 16:00:00;0,0;2,26;3429,28
2030-01-15 17:00:00;0,0;0,42;3428,56
2030-01-15 18:00:00;0,87;0,0;3429,13
2030-01-15 19:00:00;2,14;0,0;3430,97
2030-01-15 20:00:00;3,4;0,0;3434,07
2030-01-15 21:00:00;4,64;0,0;3438,41
2030-01-15 22:00:00;6,22;0,0;3444,33
2030-01-15 23:00:00;7,49;0,0;3451,52
2030-01-16 00:00:00;6,93;0,0;3458,15
2030-01-16 01:00:00;6,5;0,0;3464,35
2030-01-16 02:00:00;0,0;87,69;3376,36
2030-01-16 03:00:00;5,55;0,0;3381,61
2030-01-16 04:00:00;5,54;0,0;3386,86
2030-01-16 05:00:00;4,81;0,0;3391,38
2030-01-16 06:00:00;4,72;0,0;3395,8
2030-01-16 07:00:00;3,69;0,0;3399,19
2030-01-16 08:00:00;2,7;0,0;3401,59
2030-01-16 09:00:00;1,91;0,0;3403,21
2030-01-16 10:00:00;3,51;0,0;3406,42
2030-01-16 11:00:00;7,01;0,0;3413,14
2030-01-16 12:00:00;9,7;0,0;3422,54
2030-01-16 13:00:00;9,84;0,0;3432,08
2030-01-16 14:00:00;7,92;0,0;3439,71
2030-01-16 15:00:00;7,31;0,0;3446,71
2030-01-16 16:00:00;9,78;0,0;3456,19
2030-01-16 17:00:00;9,53;0,0;3465,42
2030-01-16 18:00:00;8,94;0,0;3474,05
2030-01-16 19:00:00;7,87;0,0;3481,62
2030-01-16 20:00:00;6,67;0,0;3487,99
2030-01-16 21:00:00;5,36;0,0;3493,05
2030-01-16 22:00:00;3,96;0,0;3496,71
2030-01-16 23:00:00;2,49;0,0;3498,9
2030-01-17 00:00:00;1,33;0,0;3499,92
2030-01-17 01:00:00;0,0;0,56;3499,06
2030-01-17 02:00:00;0,0;2,54;3496,21
2030-01-17 03:00:00;0,0;4,23;3491,68
2030-01-17 04:00:00;0,0;4,85;3486,52
2030-01-17 05:00:00;0,0;5,72;3480,5
2030-01-17 06:00:00;0,0;6,53;3473,67
2030-01-17 07:00:00;0,0;7,89;3465,48
2030-01-17 08:00:00;0,0;9,51;3455,67
2030-01-17 09:00:00;0,0;11,27;3444,1
2030-01-17 10:00:00;0,0;10,69;3433,1
2030-01-17 11:00:00;0,0;7,52;3425,28
2030-01-17 12:00:00;0,0;5,82;3419,17
2030-01-17 13:00:00;0,0;6,7;3412,17
2030-01-17 14:00:00;0,0;8,95;3402,92
2030-01-17 15:00:00;0,0;9,47;3393,16
2030-01-17 16:00:00;0,0;7,17;3385,69
2030-01-17 17:00:00;0,0;7,2;3378,19
2030-01-17 18:00:00;0,0;8,22;3369,68
2030-01-17 19:00:00;0,0;9,02;3360,36
2030-01-17 20:00:00;0,0;10,26;3349,8
2030-01-17 21:00:00;0,0;11,24;3338,27
2030-01-17 22:00:00;0,0;12,62;3325,37
2030-01-17 23:00:00;0,0;14,43;3310,65
2030-01-18 00:00:00;0,0;14,9;3295,46
2030-01-18 01:00:00;0,0;15,65;3279,52
2030-01-18 02:00:00;0,0;16,36;3262,88
2030-01-18 03:00:00;0,0;17,05;3245,54
2030-01-18 04:00:00;0,0;17,72;3227,54
2030-01-18 05:00:00;0,0;18,01;3209,25
2030-01-18 06:00:00;0,0;18,61;3190,36
2030-01-18 07:00:00;0,0;19,44;3170,64
2030-01-18 08:00:00;0,0;20,15;3150,22
2030-01-18 09:00:00;0,0;20,6;3129,34
2030-01-18 10:00:00;0,0;19,34;3109,73
2030-01-18 11:00:00;0,0;15,5;3093,96
2030-01-18 12:00:00;0,0;11,34;3082,35
2030-01-18 13:00:00;0,0;9,92;3072,16
2030-01-18 14:00:00;0,0;10,45;3061,44
2030-01-18 15:00:00;0,0;10,3;3050,88
2030-01-18 16:00:00;0,0;8,24;3042,37
2030-01-18 17:00:00;0,0;8,3;3033,8
2030-01-18 18:00:00;0,0;9,47;3024,07
2030-01-18 19:00:00;0,0;10,87;3012,93
2030-01-18 20:00:00;0,0;12,45;3000,22
2030-01-18 21:00:00;0,0;14,54;2985,41
2030-01-18 22:00:00;0,0;16,08;2969,08
2030-01-18 23:00:00;0,0;17,66;2951,16
2030-01-19 00:00:00;0,0;23,24;2927,66
2030-01-19 01:00:00;0,0;30,06;2897,34
2030-01-19 02:00:00;0,0;37,38;2859,71
2030-01-19 03:00:00;0,0;42,95;2816,51
2030-01-19 04:00:00;0,0;48,21;2768,06
2030-01-19 05:00:00;0,0;53,48;2714,33
2030-01-19 06:00:00;0,0;58,04;2656,06
2030-01-19 07:00:00;0,0;62,51;2593,31
2030-01-19 08:00:00;0,0;65,11;2527,97
2030-01-19 09:00:00;0,0;65,26;2462,5
2030-01-19 10:00:00;0,0;66,02;2396,26
2030-01-19 11:00:00;0,0;66,16;2329,89
2030-01-19 12:00:00;0,0;64,64;2265,05
2030-01-19 13:00:00;0,0;62,83;2202,02
2030-01-19 14:00:00;0,0;63,1;2138,73
2030-01-19 15:00:00;0,0;63,58;2074,96
2030-01-19 16:00:00;0,0;67,03;2007,75
2030-01-19 17:00:00;0,0;68,53;1939,05
2030-01-19 18:00:00;0,0;69,96;1868,91
2030-01-19 19:00:00;0,0;71,35;1797,4
2030-01-19 20:00:00;0,0;72,7;1724,54
2030-01-19 21:00:00;0,0;74,01;1650,38
2030-01-19 22:00:00;0,0;75,3;1574,93
2030-01-19 23:00:00;0,0;76,21;1498,59
2030-01-20 00:00:00;0,0;74,53;1423,93
2030-01-20 01:00:00;0,0;71,77;1352,03
2030-01-20 02:00:00;0,0;68,64;1283,27
2030-01-20 03:00:00;0,0;66,28;1216,88
2030-01-20 04:00:00;0,0;63,81;1152,97
2030-01-20 05:00:00;0,0;61,61;1091,26
2030-01-20 06:00:00;0,0;59,37;1031,79
2030-01-20 07:00:00;0,0;57,48;974,22
2030-01-20 08:00:00;0,0;54,89;919,25
2030-01-20 09:00:00;0,0;49,7;869,46
2030-01-20 10:00:00;0,0;42,71;826,67
2030-01-20 11:00:00;0,0;39,94;786,66
2030-01-20 12:00:00;0,0;38,45;748,15
2030-01-20 13:00:00;0,0;28,77;719,32
2030-01-20 14:00:00;0,0;22,4;696,85
2030-01-20 15:00:00;0,0;18,91;677,88
2030-01-20 16:00:00;0,0;21,19;656,63
2030-01-20 17:00:00;0,0;19,63;636,94
2030-01-20 18:00:00;0,0;18,15;618,73
2030-01-20 19:00:00;0,0;16,37;602,31
2030-01-20 20:00:00;0,0;14,95;587,31
2030-01-20 21:00:00;0,0;13,58;573,68
2030-01-20 22:00:00;0,0;11,88;561,74
2030-01-20 23:00:00;0,0;10,53;551,16
2030-01-21 00:00:00;0,0;11,38;539,73
2030-01-21 01:00:00;0,0;12,16;527,52
2030-01-21 02:00:00;0,0;13,49;513,98
2030-01-21 03:00:00;0,0;14,3;499,64
2030-01-21 04:00:00;0,0;15,18;484,42
2030-01-21 05:00:00;0,0;16,12;468,26
2030-01-21 06:00:00;0,0;16,74;451,48
2030-01-21 07:00:00;0,0;18,31;433,13
2030-01-21 08:00:00;0,0;18,77;414,33
2030-01-21 09:00:00;0,0;16,24;398,06
2030-01-21 10:00:00;0,0;11,64;386,38
2030-01-21 11:00:00;0,0;4,47;381,88
2030-01-21 12:00:00;0,92;0,0;382,76
2030-01-21 13:00:00;2,78;0,0;385,51
2030-01-21 14:00:00;1,22;0,0;386,7
2030-01-21 15:00:00;0,0;0,72;385,94
2030-01-21 16:00:00;0,0;0,23;385,67
2030-01-21 17:00:00;0,0;0,23;385,4
2030-01-21 18:00:00;0,0;0,87;384,5
2030-01-21 19:00:00;0,0;1,62;382,85
2030-01-21 20:00:00;0,0;2,45;380,37
2030-01-21 21:00:00;0,0;3,34;376,99
2030-01-21 22:00:00;0,0;4,29;372,67
2030-01-21 23:00:00;0,0;4,92;367,72
2030-01-22 00:00:00;0,0;5,54;362,14
2030-01-22 01:00:00;0,0;6,16;355,95
2030-01-22 02:00:00;0,0;6,77;349,14
2030-01-22 03:00:00;0,0;7,02;342,09
2030-01-22 04:00:00;0,0;7,58;334,49
2030-01-22 05:00:00;0,0;7,42;327,04
2030-01-22 06:00:00;0,0;7,54;319,46
2030-01-22 07:00:00;0,0;7,87;311,57
2030-01-22 08:00:00;0,0;8,07;303,47
2030-01-22 09:00:00;0,0;5,81;297,63
2030-01-22 10:00:00;0,0;1,56;296,05
2030-01-22 11:00:00;5,96;0,0;301,98
2030-01-22 12:00:00;10,62;0,0;312,58
2030-01-22 13:00:00;11,98;0,0;324,54
2030-01-22 14:00:00;10,06;0,0;334,57
2030-01-22 15:00:00;8,5;0,0;343,04
2030-01-22 16:00:00;9,75;0,0;352,76
2030-01-22 17:00:00;9,15;0,0;361,88
2030-01-22 18:00:00;7,79;0,0;369,64
2030-01-22 19:00:00;6,25;0,0;375,86
2030-01-22 20:00:00;4,54;0,0;380,37
2030-01-22 21:00:00;2,72;0,0;383,05
2030-01-22 22:00:00;0,79;0,0;383,8
2030-01-22 23:00:00;0,0;1,23;382,54
2030-01-23 00:00:00;0,0;3,67;378,84
2030-01-23 01:00:00;0,0;6,92;371,89
2030-01-23 02:00:00;0,0;10,35;361,51
2030-01-23 03:00:00;0,0;12,46;349,01
2030-01-23 04:00:00;0,0;14,87;334,11
2030-01-23 05:00:00;0,0;17,27;316,81
2030-01-23 06:00:00;0,0;18,94;297,83
2030-01-23 07:00:00;0,0;21,47;276,34
2030-01-23 08:00:00;0,0;22,46;253,86
2030-01-23 09:00:00;0,0;18,76;235,07
2030-01-23 10:00:00;0,0;14,87;220,19
