;('District heating_m', 'Heat storage_m');('Heat storage_m', 'District heating_m');('Heat storage_m', 'None')
;flow;flow;storage_content
2030-06-29 04:00:00;0,0;0,0;5133,9
2030-06-29 05:00:00;0,0;0,0;5133,45
2030-06-29 06:00:00;0,0;0,0;5133,0
2030-06-29 07:00:00;0,0;0,0;5132,55
2030-06-29 08:00:00;0,0;0,0;5132,11
2030-06-29 09:00:00;0,0;0,0;5131,66
2030-06-29 10:00:00;0,0;0,0;5131,21
2030-06-29 11:00:00;0,0;0,0;5130,76
2030-06-29 12:00:00;0,0;0,0;5130,32
2030-06-29 13:00:00;0,0;0,0;5129,87
2030-06-29 14:00:00;0,0;0,0;5129,42
2030-06-29 15:00:00;0,0;0,0;5128,97
2030-06-29 16:00:00;0,0;0,0;5128,53
2030-06-29 17:00:00;0,0;0,0;5128,08
2030-06-29 18:00:00;0,0;0,0;5127,63
2030-06-29 19:00:00;0,0;0,0;5127,18
2030-06-29 20:00:00;0,0;0,0;5126,74
2030-06-29 21:00:00;0,0;0,0;5126,29
2030-06-29 22:00:00;0,0;0,0;5125,84
2030-06-29 23:00:00;0,0;0,0;5125,39
2030-06-30 00:00:00;0,0;0,0;5124,95
2030-06-30 01:00:00;0,0;0,0;5124,5
2030-06-30 02:00:00;0,0;0,0;5124,05
2030-06-30 03:00:00;0,0;0,0;5123,61
2030-06-30 04:00:00;0,0;0,0;5123,16
2030-06-30 05:00:00;0,0;0,0;5122,71
2030-06-30 06:00:00;0,0;0,0;5122,26
2030-06-30 07:00:00;0,0;0,0;5121,82
2030-06-30 08:00:00;0,0;0,0;5121,37
2030-06-30 09:00:00;0,0;0,0;5120,92
2030-06-30 10:00:00;0,0;0,0;5120,48
2030-06-30 11:00:00;0,0;0,0;5120,03
2030-06-30 12:00:00;0,0;0,0;5119,58
2030-06-30 13:00:00;0,0;0,0;5119,14
2030-06-30 14:00:00;0,0;0,0;5118,69
2030-06-30 15:00:00;0,0;0,0;5118,24
2030-06-30 16:00:00;0,0;0,0;5117,8
2030-06-30 17:00:00;0,0;0,0;5117,35
2030-06-30 18:00:00;0,0;0,0;5116,9
2030-06-30 19:00:00;0,0;0,0;5116,46
2030-06-30 20:00:00;0,0;0,0;5116,01
2030-06-30 21:00:00;0,0;0,0;5115,56
2030-06-30 22:00:00;0,0;0,0;5115,12
2030-06-30 23:00:00;0,0;0,0;5114,67
2030-07-01 00:00:00;0,0;0,0;5114,22
2030-07-01 01:00:00;0,0;0,0;5113,78
2030-07-01 02:00:00;0,0;0,0;5113,33
2030-07-01 03:00:00;0,0;0,0;5112,89
2030-07-01 04:00:00;0,0;0,0;5112,44
2030-07-01 05:00:00;0,0;0,0;5111,99
2030-07-01 06:00:00;0,0;0,0;5111,55
2030-07-01 07:00:00;0,0;0,0;5111,1
2030-07-01 08:00:00;0,0;0,0;5110,66
2030-07-01 09:00:00;0,0;0,0;5110,21
2030-07-01 10:00:00;0,0;0,0;5109,76
2030-07-01 11:00:00;0,0;0,0;5109,32
2030-07-01 12:00:00;0,0;0,0;5108,87
2030-07-01 13:00:00;0,0;0,0;5108,43
2030-07-01 14:00:00;0,0;0,0;5107,98
2030-07-01 15:00:00;0,0;0,0;5107,53
2030-07-01 16:00:00;0,0;0,0;5107,09
2030-07-01 17:00:00;0,0;0,0;5106,64
2030-07-01 18:00:00;0,0;0,0;5106,2
2030-07-01 19:00:00;0,0;0,0;5105,75
2030-07-01 20:00:00;0,0;0,0;5105,31
2030-07-01 21:00:00;0,0;0,0;5104,86
2030-07-01 22:00:00;0,0;0,0;5104,42
2030-07-01 23:00:00;0,0;0,0;5103,97
2030-07-02 00:00:00;0,0;0,0;5103,53
2030-07-02 01:00:00;0,0;0,0;5103,08
2030-07-02 02:00:00;0,0;0,0;5102,63
2030-07-02 03:00:00;0,0;0,0;5102,19
2030-07-02 04:00:00;0,0;0,0;5101,74
2030-07-02 05:00:00;0,0;0,0;5101,3
2030-07-02 06:00:00;0,0;0,0;5100,85
2030-07-02 07:00:00;0,0;0,0;5100,41
2030-07-02 08:00:00;0,0;0,0;5099,96
2030-07-02 09:00:00;0,0;0,0;5099,52
2030-07-02 10:00:00;0,0;0,0;5099,07
2030-07-02 11:00:00;0,0;0,0;5098,63
2030-07-02 12:00:00;0,0;0,0;5098,18
2030-07-02 13:00:00;0,0;0,0;5097,74
2030-07-02 14:00:00;0,0;0,0;5097,29
2030-07-02 15:00:00;0,0;0,0;5096,85
2030-07-02 16:00:00;0,0;0,0;5096,41
2030-07-02 17:00:00;0,0;0,0;5095,96
2030-07-02 18:00:00;0,0;0,0;5095,52
2030-07-02 19:00:00;0,0;0,0;5095,07
2030-07-02 20:00:00;0,0;0,0;5094,63
2030-07-02 21:00:00;0,0;0,0;5094,18
2030-07-02 22:00:00;0,0;0,0;5093,74
2030-07-02 23:00:00;0,0;0,0;5093,29
2030-07-03 00:00:00;0,0;0,0;5092,85
2030-07-03 01:00:00;0,0;0,0;5092,4
2030-07-03 02:00:00;0,0;0,0;5091,96
2030-07-03 03:00:00;0,0;0,0;5091,52
2030-07-03 04:00:00;0,0;0,0;5091,07
2030-07-03 05:00:00;0,0;0,0;5090,63
2030-07-03 06:00:00;0,0;0,0;5090,18
2030-07-03 07:00:00;0,0;0,0;5089,74
2030-07-03 08:00:00;0,0;0,0;5089,3
2030-07-03 09:00:00;0,0;0,0;5088,85
2030-07-03 10:00:00;0,0;0,0;5088,41
2030-07-03 11:00:00;0,0;0,0;5087,96
2030-07-03 12:00:00;0,0;0,0;5087,52
2030-07-03 13:00:00;0,0;0,0;5087,08
2030-07-03 14:00:00;0,0;0,0;5086,63
2030-07-03 15:00:00;0,0;0,0;5086,19
2030-07-03 16:00:00;0,0;0,0;5085,74
2030-07-03 17:00:00;0,0;0,0;5085,3
2030-07-03 18:00:00;0,0;0,0;5084,86
2030-07-03 19:00:00;0,0;0,0;5084,41
2030-07-03 20:00:00;0,0;0,0;5083,97
2030-07-03 21:00:00;0,0;0,0;5083,53
2030-07-03 22:00:00;0,0;0,0;5083,08
2030-07-03 23:00:00;0,0;0,0;5082,64
2030-07-04 00:00:00;0,0;0,0;5082,2
2030-07-04 01:00:00;0,0;0,0;5081,75
2030-07-04 02:00:00;0,0;0,0;5081,31
2030-07-04 03:00:00;0,0;0,0;5080,86
2030-07-04 04:00:00;0,0;0,0;5080,42
2030-07-04 05:00:00;0,0;0,0;5079,98
2030-07-04 06:00:00;0,0;0,0;5079,53
2030-07-04 07:00:00;0,0;0,0;5079,09
2030-07-04 08:00:00;0,0;0,0;5078,65
2030-07-04 09:00:00;0,0;0,0;5078,21
2030-07-04 10:00:00;0,0;0,0;5077,76
2030-07-04 11:00:00;0,0;0,0;5077,32
2030-07-04 12:00:00;0,0;0,0;5076,88
2030-07-04 13:00:00;0,0;0,0;5076,43
2030-07-04 14:00:00;0,0;0,0;5075,99
2030-07-04 15:00:00;93,25;0,0;5168,8
2030-07-04 16:00:00;93,25;0,0;5261,6
2030-07-04 17:00:00;93,25;0,0;5354,4
2030-07-04 18:00:00;93,25;0,0;5447,18
2030-07-04 19:00:00;93,25;0,0;5539,96
2030-07-04 20:00:00;93,25;0,0;5632,73
2030-07-04 21:00:00;0,0;0,0;5632,24
2030-07-04 22:00:00;0,0;0,0;5631,75
2030-07-04 23:00:00;0,0;0,0;5631,26
2030-07-05 00:00:00;0,0;0,0;5630,76
2030-07-05 01:00:00;0,0;0,0;5630,27
2030-07-05 02:00:00;0,0;0,0;5629,78
2030-07-05 03:00:00;0,0;0,0;5629,29
2030-07-05 04:00:00;0,0;0,0;5628,8
2030-07-05 05:00:00;0,0;0,0;5628,31
2030-07-05 06:00:00;0,0;0,0;5627,82
2030-07-05 07:00:00;0,0;0,0;5627,33
2030-07-05 08:00:00;93,25;0,0;5720,09
2030-07-05 09:00:00;93,25;0,0;5812,84
2030-07-05 10:00:00;93,25;0,0;5905,59
2030-07-05 11:00:00;93,25;0,0;5998,33
2030-07-05 12:00:00;93,25;0,0;6091,06
2030-07-05 13:00:00;93,25;0,0;6183,78
2030-07-05 14:00:00;93,25;0,0;6276,49
2030-07-05 15:00:00;93,25;0,0;6369,2
2030-07-05 16:00:00;93,25;0,0;6461,9
2030-07-05 17:00:00;93,25;0,0;6554,58
2030-07-05 18:00:00;93,25;0,0;6647,27
2030-07-05 19:00:00;93,25;0,0;6739,94
2030-07-05 20:00:00;93,25;0,0;6832,6
2030-07-05 21:00:00;0,0;0,0;6832,01
2030-07-05 22:00:00;0,0;0,0;6831,41
2030-07-05 23:00:00;0,0;0,0;6830,82
2030-07-06 00:00:00;0,0;0,0;6830,22
2030-07-06 01:00:00;0,0;0,0;6829,62
2030-07-06 02:00:00;0,0;0,0;6829,03
2030-07-06 03:00:00;0,0;0,0;6828,43
2030-07-06 04:00:00;0,0;0,0;6827,84
2030-07-06 05:00:00;0,0;0,0;6827,24
2030-07-06 06:00:00;0,0;0,0;6826,65
2030-07-06 07:00:00;0,0;0,0;6826,05
2030-07-06 08:00:00;0,0;0,0;6825,45
2030-07-06 09:00:00;0,0;0,0;6824,86
2030-07-06 10:00:00;0,0;0,0;6824,26
2030-07-06 11:00:00;0,0;0,0;6823,67
2030-07-06 12:00:00;0,0;0,0;6823,07
2030-07-06 13:00:00;0,0;0,0;6822,48
2030-07-06 14:00:00;0,0;0,0;6821,88
2030-07-06 15:00:00;0,0;0,0;6821,29
2030-07-06 16:00:00;0,0;0,0;6820,69
2030-07-06 17:00:00;93,25;0,0;6913,35
2030-07-06 18:00:00;0,0;0,0;6912,75
2030-07-06 19:00:00;0,0;0,0;6912,14
2030-07-06 20:00:00;0,0;0,0;6911,54
2030-07-06 21:00:00;0,0;0,0;6910,94
2030-07-06 22:00:00;0,0;0,0;6910,33
2030-07-06 23:00:00;0,0;0,0;6909,73
2030-07-07 00:00:00;0,0;0,0;6909,13
2030-07-07 01:00:00;0,0;0,0;6908,52
2030-07-07 02:00:00;0,0;0,0;6907,92
2030-07-07 03:00:00;0,0;0,0;6907,32
2030-07-07 04:00:00;0,0;0,0;6906,72
2030-07-07 05:00:00;0,0;0,0;6906,11
2030-07-07 06:00:00;0,0;0,0;6905,51
2030-07-07 07:00:00;0,0;0,0;6904,91
2030-07-07 08:00:00;0,0;0,0;6904,31
2030-07-07 09:00:00;93,25;0,0;6996,96
2030-07-07 10:00:00;0,0;0,0;6996,35
2030-07-07 11:00:00;93,25;0,0;7088,99
2030-07-07 12:00:00;93,25;0,0;7181,62
2030-07-07 13:00:00;93,25;0,0;7274,25
2030-07-07 14:00:00;93,25;0,0;7366,87
2030-07-07 15:00:00;93,25;0,0;7459,48
2030-07-07 16:00:00;93,25;0,0;7552,08
2030-07-07 17:00:00;93,25;0,0;7644,68
2030-07-07 18:00:00;93,25;0,0;7737,26
2030-07-07 19:00:00;93,25;0,0;7829,84
2030-07-07 20:00:00;93,25;0,0;7922,41
2030-07-07 21:00:00;93,25;0,0;8014,97
2030-07-07 22:00:00;93,25;0,0;8107,53
2030-07-07 23:00:00;93,25;0,0;8200,07
2030-07-08 00:00:00;0,0;0,0;8199,36
2030-07-08 01:00:00;0,0;0,0;8198,64
2030-07-08 02:00:00;0,0;0,0;8197,93
2030-07-08 03:00:00;0,0;0,0;8197,21
2030-07-08 04:00:00;0,0;0,0;8196,5
2030-07-08 05:00:00;0,0;0,0;8195,78
2030-07-08 06:00:00;0,0;0,0;8195,07
2030-07-08 07:00:00;0,0;0,0;8194,35
2030-07-08 08:00:00;93,25;0,0;8286,89
2030-07-08 09:00:00;93,25;0,0;8379,42
2030-07-08 10:00:00;93,25;0,0;8471,94
2030-07-08 11:00:00;93,25;0,0;8564,45
2030-07-08 12:00:00;93,25;0,0;8656,96
2030-07-08 13:00:00;93,25;0,0;8749,46
2030-07-08 14:00:00;93,25;0,0;8841,95
2030-07-08 15:00:00;93,25;0,0;8934,43
2030-07-08 16:00:00;93,25;0,0;9026,9
2030-07-08 17:00:00;93,25;0,0;9119,37
2030-07-08 18:00:00;93,25;0,0;9211,83
2030-07-08 19:00:00;93,25;0,0;9304,28
2030-07-08 20:00:00;93,25;0,0;9396,72
2030-07-08 21:00:00;0,0;0,0;9395,9
2030-07-08 22:00:00;0,0;0,0;9395,08
2030-07-08 23:00:00;0,0;0,0;9394,26
2030-07-09 00:00:00;0,0;0,0;9393,44
2030-07-09 01:00:00;0,0;0,0;9392,62
2030-07-09 02:00:00;0,0;0,0;9391,8
2030-07-09 03:00:00;0,0;0,0;9390,98
2030-07-09 04:00:00;0,0;0,0;9390,16
2030-07-09 05:00:00;0,0;0,0;9389,34
2030-07-09 06:00:00;0,0;0,0;9388,52
2030-07-09 07:00:00;0,0;0,0;9387,7
2030-07-09 08:00:00;0,0;0,0;9386,88
2030-07-09 09:00:00;0,0;0,0;9386,06
2030-07-09 10:00:00;0,0;0,0;9385,25
2030-07-09 11:00:00;0,0;0,0;9384,43
2030-07-09 12:00:00;0,0;0,0;9383,61
2030-07-09 13:00:00;0,0;0,0;9382,79
2030-07-09 14:00:00;0,0;0,0;9381,97
2030-07-09 15:00:00;0,0;0,0;9381,15
2030-07-09 16:00:00;0,0;0,0;9380,33
2030-07-09 17:00:00;0,0;0,0;9379,52
2030-07-09 18:00:00;0,0;0,0;9378,7
2030-07-09 19:00:00;0,0;0,0;9377,88
2030-07-09 20:00:00;0,0;0,0;9377,06
2030-07-09 21:00:00;0,0;0,0;9376,24
2030-07-09 22:00:00;0,0;0,0;9375,42
2030-07-09 23:00:00;0,0;0,0;9374,61
2030-07-10 00:00:00;0,0;0,0;9373,79
2030-07-10 01:00:00;0,0;0,0;9372,97
2030-07-10 02:00:00;0,0;0,0;9372,15
2030-07-10 03:00:00;0,0;0,0;9371,33
2030-07-10 04:00:00;0,0;0,0;9370,52
2030-07-10 05:00:00;0,0;0,0;9369,7
2030-07-10 06:00:00;0,0;0,0;9368,88
2030-07-10 07:00:00;0,0;0,0;9368,06
2030-07-10 08:00:00;0,0;0,0;9367,25
2030-07-10 09:00:00;0,0;0,0;9366,43
2030-07-10 10:00:00;0,0;0,0;9365,61
2030-07-10 11:00:00;0,0;0,0;9364,8
2030-07-10 12:00:00;0,0;0,0;9363,98
2030-07-10 13:00:00;0,0;0,0;9363,16
2030-07-10 14:00:00;0,0;0,0;9362,34
2030-07-10 15:00:00;0,0;0,0;9361,53
2030-07-10 16:00:00;0,0;0,0;9360,71
2030-07-10 17:00:00;0,0;0,0;9359,89
2030-07-10 18:00:00;0,0;0,0;9359,08
2030-07-10 19:00:00;0,0;0,0;9358,26
2030-07-10 20:00:00;0,0;0,0;9357,44
2030-07-10 21:00:00;0,0;0,0;9356,63
2030-07-10 22:00:00;0,0;0,0;9355,81
2030-07-10 23:00:00;0,0;0,0;9355,0
2030-07-11 00:00:00;0,0;0,0;9354,18
2030-07-11 01:00:00;0,0;0,0;9353,36
2030-07-11 02:00:00;0,0;0,0;9352,55
2030-07-11 03:00:00;0,0;0,0;9351,73
2030-07-11 04:00:00;0,0;0,0;9350,91
2030-07-11 05:00:00;0,0;0,0;9350,1
2030-07-11 06:00:00;0,0;0,0;9349,28
2030-07-11 07:00:00;0,0;0,0;9348,47
2030-07-11 08:00:00;0,0;0,0;9347,65
2030-07-11 09:00:00;0,0;0,0;9346,84
2030-07-11 10:00:00;93,25;0,0;9439,27
2030-07-11 11:00:00;93,25;0,0;9531,7
2030-07-11 12:00:00;93,25;0,0;9624,12
2030-07-11 13:00:00;0,0;0,0;9623,28
2030-07-11 14:00:00;0,0;0,0;9622,45
2030-07-11 15:00:00;0,0;0,0;9621,61
2030-07-11 16:00:00;0,0;0,0;9620,77
2030-07-11 17:00:00;93,25;0,0;9713,18
2030-07-11 18:00:00;93,25;0,0;9805,59
2030-07-11 19:00:00;93,25;0,0;9897,98
2030-07-11 20:00:00;93,25;0,0;9990,37
2030-07-11 21:00:00;0,0;0,0;9989,5
2030-07-11 22:00:00;0,0;0,0;9988,63
2030-07-11 23:00:00;0,0;0,0;9987,76
2030-07-12 00:00:00;0,0;0,0;9986,89
2030-07-12 01:00:00;0,0;0,0;9986,02
2030-07-12 02:00:00;0,0;0,0;9985,14
2030-07-12 03:00:00;0,0;0,0;9984,27
2030-07-12 04:00:00;0,0;0,0;9983,4
2030-07-12 05:00:00;0,0;0,0;9982,53
2030-07-12 06:00:00;0,0;0,0;9981,66
2030-07-12 07:00:00;0,0;0,0;9980,79
2030-07-12 08:00:00;0,0;0,0;9979,92
2030-07-12 09:00:00;0,0;0,0;9979,05
2030-07-12 10:00:00;0,0;0,0;9978,18
2030-07-12 11:00:00;0,0;0,0;9977,31
2030-07-12 12:00:00;0,0;0,0;9976,43
2030-07-12 13:00:00;0,0;0,0;9975,56
2030-07-12 14:00:00;0,0;0,0;9974,69
2030-07-12 15:00:00;0,0;0,0;9973,82
2030-07-12 16:00:00;0,0;0,0;9972,95
2030-07-12 17:00:00;10,54;0,0;9982,62
2030-07-12 18:00:00;38,33;0,0;10020,09
2030-07-12 19:00:00;0,0;0,0;10019,21
2030-07-12 20:00:00;0,0;0,0;10018,34
2030-07-12 21:00:00;0,0;0,0;10017,46
2030-07-12 22:00:00;0,0;0,0;10016,59
2030-07-12 23:00:00;0,0;0,0;10015,72
2030-07-13 00:00:00;0,0;0,0;10014,84
2030-07-13 01:00:00;0,0;0,0;10013,97
2030-07-13 02:00:00;0,0;0,0;10013,09
2030-07-13 03:00:00;0,0;0,0;10012,22
2030-07-13 04:00:00;0,0;0,0;10011,35
2030-07-13 05:00:00;0,0;0,0;10010,47
2030-07-13 06:00:00;0,0;0,0;10009,6
2030-07-13 07:00:00;0,0;0,0;10008,73
2030-07-13 08:00:00;0,0;0,0;10007,85
2030-07-13 09:00:00;0,0;0,0;10006,98
2030-07-13 10:00:00;0,0;0,0;10006,11
2030-07-13 11:00:00;0,0;0,0;10005,23
2030-07-13 12:00:00;0,0;0,0;10004,36
2030-07-13 13:00:00;0,0;0,0;10003,49
2030-07-13 14:00:00;0,0;0,0;10002,62
2030-07-13 15:00:00;0,0;0,0;10001,74
2030-07-13 16:00:00;0,0;0,0;10000,87
2030-07-13 17:00:00;0,0;0,0;10000,0
2030-07-13 18:00:00;58,13;0,0;10057,26
2030-07-13 19:00:00;93,25;0,0;10149,63
2030-07-13 20:00:00;57,61;0,0;10206,36
2030-07-13 21:00:00;0,0;0,0;10205,47
2030-07-13 22:00:00;0,0;0,0;10204,58
2030-07-13 23:00:00;0,0;0,0;10203,69
2030-07-14 00:00:00;0,0;0,0;10202,79
2030-07-14 01:00:00;0,0;0,0;10201,9
2030-07-14 02:00:00;0,0;0,0;10201,01
2030-07-14 03:00:00;0,0;0,0;10200,12
2030-07-14 04:00:00;0,0;0,0;10199,23
2030-07-14 05:00:00;0,0;0,0;10198,34
2030-07-14 06:00:00;0,0;0,0;10197,45
2030-07-14 07:00:00;0,0;0,0;10196,56
2030-07-14 08:00:00;0,0;0,0;10195,68
2030-07-14 09:00:00;0,0;0,0;10194,79
2030-07-14 10:00:00;0,0;0,0;10193,9
2030-07-14 11:00:00;0,0;0,0;10193,01
2030-07-14 12:00:00;0,0;0,0;10192,12
2030-07-14 13:00:00;0,0;0,0;10191,23
2030-07-14 14:00:00;0,0;0,0;10190,34
2030-07-14 15:00:00;0,0;0,0;10189,45
2030-07-14 16:00:00;0,0;0,0;10188,56
2030-07-14 17:00:00;0,0;0,0;10187,67
2030-07-14 18:00:00;52,03;0,0;10238,81
2030-07-14 19:00:00;49,02;0,0;10286,94
2030-07-14 20:00:00;0,0;0,0;10286,05
2030-07-14 21:00:00;0,0;0,0;10285,15
2030-07-14 22:00:00;0,0;0,0;10284,25
2030-07-14 23:00:00;0,0;0,0;10283,35
2030-07-15 00:00:00;0,0;0,0;10282,46
2030-07-15 01:00:00;0,0;0,0;10281,56
2030-07-15 02:00:00;0,0;0,0;10280,66
2030-07-15 03:00:00;0,0;0,0;10279,77
2030-07-15 04:00:00;0,0;0,0;10278,87
2030-07-15 05:00:00;0,0;0,0;10277,97
2030-07-15 06:00:00;0,0;0,0;10277,08
2030-07-15 07:00:00;0,0;0,0;10276,18
2030-07-15 08:00:00;0,0;0,0;10275,28
2030-07-15 09:00:00;0,0;0,0;10274,39
2030-07-15 10:00:00;0,0;0,0;10273,49
2030-07-15 11:00:00;0,0;0,0;10272,59
2030-07-15 12:00:00;0,0;0,0;10271,7
2030-07-15 13:00:00;0,0;0,0;10270,8
2030-07-15 14:00:00;0,0;0,0;10269,9
2030-07-15 15:00:00;0,0;0,0;10269,01
2030-07-15 16:00:00;0,0;0,0;10268,11
2030-07-15 17:00:00;0,0;0,0;10267,22
2030-07-15 18:00:00;0,0;0,0;10266,32
2030-07-15 19:00:00;0,0;0,0;10265,42
2030-07-15 20:00:00;0,0;0,0;10264,53
2030-07-15 21:00:00;0,0;0,0;10263,63
2030-07-15 22:00:00;0,0;0,0;10262,74
2030-07-15 23:00:00;0,0;0,0;10261,84
2030-07-16 00:00:00;0,0;0,02;10260,92
2030-07-16 01:00:00;0,0;1,58;10258,45
2030-07-16 02:00:00;0,0;4,02;10253,53
2030-07-16 03:00:00;0,0;6,06;10246,58
2030-07-16 04:00:00;0,0;7,52;10238,16
2030-07-16 05:00:00;0,0;7,86;10229,41
2030-07-16 06:00:00;0,0;7,56;10220,96
2030-07-16 07:00:00;0,0;6,85;10213,22
2030-07-16 08:00:00;0,0;5,97;10206,36
2030-07-16 09:00:00;0,0;4,82;10200,65
2030-07-16 10:00:00;0,0;3,32;10196,44
2030-07-16 11:00:00;0,0;1,53;10194,02
2030-07-16 12:00:00;0,0;0,05;10193,09
2030-07-16 13:00:00;0,0;0,0;10192,2
2030-07-16 14:00:00;0,0;0,0;10191,31
2030-07-16 15:00:00;0,0;0,0;10190,42
2030-07-16 16:00:00;0,0;0,0;10189,53
2030-07-16 17:00:00;0,0;0,0;10188,64
2030-07-16 18:00:00;0,0;0,0;10187,75
2030-07-16 19:00:00;0,0;0,0;10186,86
2030-07-16 20:00:00;0,0;0,0;10185,98
2030-07-16 21:00:00;0,0;0,0;10185,09
2030-07-16 22:00:00;0,0;1,1;10183,1
2030-07-16 23:00:00;0,0;3,24;10178,97
2030-07-17 00:00:00;0,0;4,88;10173,2
2030-07-17 01:00:00;0,0;7,17;10165,14
2030-07-17 02:00:00;0,0;9,56;10154,69
2030-07-17 03:00:00;0,0;12,15;10141,65
2030-07-17 04:00:00;0,0;14,32;10126,45
2030-07-17 05:00:00;0,0;13,81;10111,75
2030-07-17 06:00:00;0,0;12,73;10098,14
2030-07-17 07:00:00;0,0;12,38;10084,88
2030-07-17 08:00:00;0,0;11,22;10072,78
2030-07-17 09:00:00;0,0;10,71;10061,19
2030-07-17 10:00:00;0,0;8,32;10051,99
2030-07-17 11:00:00;0,0;6,49;10044,62
2030-07-17 12:00:00;0,0;4,09;10039,66
2030-07-17 13:00:00;0,0;3,18;10035,6
2030-07-17 14:00:00;0,0;3,54;10031,18
2030-07-17 15:00:00;0,0;3,94;10026,37
2030-07-17 16:00:00;0,0;3,86;10021,64
2030-07-17 17:00:00;0,0;4,74;10016,02
2030-07-17 18:00:00;0,0;7,14;10008,0
2030-07-17 19:00:00;0,0;10,07;9997,06
2030-07-17 20:00:00;0,0;12,99;9983,2
2030-07-17 21:00:00;0,0;18,18;9964,15
2030-07-17 22:00:00;0,0;23,73;9939,55
2030-07-17 23:00:00;0,0;29,48;9909,21
2030-07-18 00:00:00;0,0;33,58;9874,76
2030-07-18 01:00:00;0,0;38,64;9835,26
2030-07-18 02:00:00;0,0;42,41;9791,99
2030-07-18 03:00:00;0,0;45,32;9745,81
2030-07-18 04:00:00;0,0;47,33;9697,63
2030-07-18 05:00:00;0,0;45,04;9651,75
2030-07-18 06:00:00;0,0;40,93;9609,97
2030-07-18 07:00:00;0,0;35,78;9573,35
2030-07-18 08:00:00;0,0;30,25;9542,27
2030-07-18 09:00:00;0,0;25,31;9516,13
2030-07-18 10:00:00;0,0;19,21;9496,09
2030-07-18 11:00:00;0,0;10,88;9484,39
2030-07-18 12:00:00;0,0;4,98;9478,58
2030-07-18 13:00:00;0,0;2,89;9474,87
2030-07-18 14:00:00;0,0;1,92;9472,12
2030-07-18 15:00:00;0,0;1,09;9470,2
2030-07-18 16:00:00;0,0;0,46;9468,92
2030-07-18 17:00:00;0,0;0,54;9467,55
2030-07-18 18:00:00;0,0;1,29;9465,43
2030-07-18 19:00:00;51,2;0,0;9515,8
2030-07-18 20:00:00;0,0;8,01;9506,96
2030-07-18 21:00:00;0,0;15,1;9491,02
2030-07-18 22:00:00;0,0;22,34;9467,86
2030-07-18 23:00:00;0,0;29,81;9437,22
2030-07-19 00:00:00;0,0;33,36;9403,04
2030-07-19 01:00:00;0,0;36,81;9365,4
2030-07-19 02:00:00;0,0;39,22;9325,37
2030-07-19 03:00:00;0,0;41,28;9283,28
2030-07-19 04:00:00;0,0;42,69;9239,78
2030-07-19 05:00:00;0,0;40,71;9198,26
2030-07-19 06:00:00;0,0;36,72;9160,74
2030-07-19 07:00:00;0,0;32,12;9127,83
2030-07-19 08:00:00;0,0;26,38;9100,65
2030-07-19 09:00:00;0,0;21,37;9078,48
2030-07-19 10:00:00;0,0;14,26;9063,43
2030-07-19 11:00:00;0,0;6,02;9056,62
2030-07-19 12:00:00;0,0;2,01;9053,82
2030-07-19 13:00:00;0,0;0,75;9052,29
2030-07-19 14:00:00;0,0;0,03;9051,47
2030-07-19 15:00:00;0,0;0,0;9050,68
2030-07-19 16:00:00;0,0;0,0;9049,89
2030-07-19 17:00:00;93,25;0,0;9142,35
2030-07-19 18:00:00;93,25;0,0;9234,81
2030-07-19 19:00:00;93,25;0,0;9327,25
2030-07-19 20:00:00;92,95;0,0;9419,39
2030-07-19 21:00:00;0,0;1,39;9417,17
2030-07-19 22:00:00;0,0;2,87;9413,48
2030-07-19 23:00:00;0,0;5,78;9406,88
2030-07-20 00:00:00;0,0;9,34;9396,71
2030-07-20 01:00:00;0,0;12,68;9383,21
2030-07-20 02:00:00;0,0;15,42;9366,97
2030-07-20 03:00:00;0,0;18,23;9347,92
2030-07-20 04:00:00;0,0;19,41;9327,7
2030-07-20 05:00:00;0,0;20,24;9306,64
2030-07-20 06:00:00;0,0;20,09;9285,74
2030-07-20 07:00:00;0,0;19,62;9265,31
2030-07-20 08:00:00;0,0;19,26;9245,24
2030-07-20 09:00:00;0,0;19,11;9225,32
2030-07-20 10:00:00;0,0;18,52;9206,0
2030-07-20 11:00:00;0,0;17,09;9188,11
2030-07-20 12:00:00;0,0;15,83;9171,47
2030-07-20 13:00:00;0,0;14,49;9156,19
2030-07-20 14:00:00;0,0;13,06;9142,33
2030-07-20 15:00:00;0,0;14,08;9127,45
2030-07-20 16:00:00;68,41;0,0;9195,06
2030-07-20 17:00:00;70,83;0,0;9265,09
2030-07-20 18:00:00;73,03;0,0;9337,31
2030-07-20 19:00:00;73,09;0,0;9409,58
2030-07-20 20:00:00;76,71;0,0;9485,47
2030-07-20 21:00:00;0,0;21,52;9463,12
2030-07-20 22:00:00;0,0;16,55;9445,75
2030-07-20 23:00:00;0,0;18,65;9426,27
2030-07-21 00:00:00;0,0;15,27;9410,18
2030-07-21 01:00:00;0,0;15,0;9394,36
2030-07-21 02:00:00;0,0;17,31;9376,23
2030-07-21 03:00:00;0,0;15,28;9360,13
2030-07-21 04:00:00;0,0;13,32;9345,99
2030-07-21 05:00:00;0,0;11,9;9333,28
2030-07-21 06:00:00;0,0;9,68;9322,78
2030-07-21 07:00:00;0,0;6,97;9315,0
2030-07-21 08:00:00;79,57;0,0;9393,75
2030-07-21 09:00:00;85,14;0,0;9478,07
2030-07-21 10:00:00;91,96;0,0;9569,21
2030-07-21 11:00:00;92,57;0,0;9660,94
