;('Biogas_feedin_existing_n', 'Gas_n');('Biogas_feedin_new_n', 'Gas_n');('Gas_n', 'Gas_demand_total_n');('Gas_n', 'Gas_storage_n');('Gas_n', 'GuD_n');('Gas_n', 'Material_demand_Gas_n');('Gas_n', 'excess_b_gas_n');('Gas_storage_n', 'Gas_n');('Hydrogen_feedin_n', 'Gas_n');('Import_Gas_n', 'Gas_n');('Methanisation_n', 'Gas_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-06-27 17:00:00;231,28;0,0;100,99;9,12;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 18:00:00;231,28;0,0;93,77;16,33;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 19:00:00;231,28;0,0;85,33;24,77;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 20:00:00;231,28;0,0;72,4;37,7;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 21:00:00;231,28;0,0;64,25;45,85;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 22:00:00;231,28;0,0;56,93;174,13;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-27 23:00:00;231,28;0,0;52,59;178,47;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 00:00:00;231,28;0,0;50,54;180,51;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 01:00:00;231,28;0,0;49,9;181,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 02:00:00;231,28;0,0;49,25;181,81;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 03:00:00;231,28;0,0;54,22;176,84;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 04:00:00;231,28;0,0;72,27;158,79;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 05:00:00;231,28;0,0;93,28;137,78;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 06:00:00;231,28;0,0;108,23;122,83;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 07:00:00;231,28;0,0;115,57;115,49;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 08:00:00;231,28;0,0;115,1;115,96;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 09:00:00;231,28;0,0;115,29;115,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 10:00:00;231,28;0,0;116,05;115,0;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 11:00:00;231,28;0,0;115,37;115,69;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 12:00:00;231,28;0,0;114,82;116,23;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 13:00:00;231,28;0,0;114,22;116,84;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 14:00:00;231,28;0,0;114,21;116,84;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 15:00:00;231,28;0,0;112,38;118,68;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 16:00:00;231,28;0,0;107,43;123,63;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 17:00:00;231,28;0,0;100,96;130,1;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 18:00:00;231,28;0,0;93,73;137,32;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 19:00:00;231,28;0,0;85,24;145,82;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 20:00:00;231,28;0,0;72,3;158,76;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 21:00:00;231,28;0,0;64,2;166,86;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 22:00:00;231,28;0,0;56,87;174,19;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-28 23:00:00;231,28;0,0;52,53;178,52;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 00:00:00;231,28;0,0;50,46;180,6;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 01:00:00;231,28;0,0;49,79;181,27;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 02:00:00;231,28;0,0;49,11;181,95;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 03:00:00;231,28;0,0;54,07;176,98;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 04:00:00;231,28;0,0;72,07;158,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 05:00:00;231,28;0,0;92,57;138,49;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 06:00:00;231,28;0,0;107,61;123,45;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 07:00:00;231,28;0,0;115,11;115,95;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 08:00:00;231,28;0,0;114,91;116,15;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 09:00:00;231,28;0,0;115,09;115,96;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 10:00:00;231,28;0,0;115,8;115,26;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 11:00:00;231,28;0,0;115,14;115,91;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 12:00:00;231,28;0,0;114,66;116,4;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 13:00:00;231,28;0,0;114,12;116,94;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 14:00:00;231,28;0,0;114,12;116,94;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 15:00:00;231,28;0,0;112,26;118,79;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 16:00:00;231,28;0,0;107,36;123,69;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 17:00:00;231,28;0,0;100,89;130,17;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 18:00:00;231,28;0,0;93,65;137,41;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 19:00:00;231,28;0,0;85,04;146,02;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 20:00:00;231,28;0,0;72,09;158,97;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 21:00:00;231,28;0,0;64,07;166,98;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 22:00:00;231,28;0,0;56,87;174,19;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-29 23:00:00;231,28;0,0;53,7;177,36;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 00:00:00;231,28;0,0;53,63;177,43;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 01:00:00;231,28;0,0;55,13;175,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 02:00:00;231,28;0,0;56,04;175,02;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 03:00:00;231,28;0,0;62,34;168,72;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 04:00:00;231,28;0,0;81,3;149,76;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 05:00:00;231,28;0,0;102,0;129,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 06:00:00;231,28;0,0;117,47;113,59;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 07:00:00;231,28;0,0;124,84;106,21;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 08:00:00;231,28;0,0;124,56;106,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 09:00:00;231,28;0,0;124,56;106,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 10:00:00;231,28;0,0;124,98;106,08;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 11:00:00;231,28;0,0;124,0;107,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 12:00:00;231,28;0,0;123,44;107,62;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 13:00:00;231,28;0,0;122,58;108,48;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 14:00:00;231,28;0,0;122,09;108,97;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 15:00:00;231,28;0,0;119,67;111,39;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 16:00:00;231,28;0,0;115,07;115,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 17:00:00;231,28;0,0;108,48;122,58;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 18:00:00;231,28;0,0;101,68;129,37;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 19:00:00;231,28;0,0;93,96;137,1;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 20:00:00;231,28;0,0;82,45;148,61;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 21:00:00;231,28;0,0;73,42;157,64;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 22:00:00;231,28;0,0;65,76;165,3;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-06-30 23:00:00;231,28;0,0;58,77;172,29;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 00:00:00;231,28;0,0;54,86;176,2;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 01:00:00;231,28;0,0;52,9;178,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 02:00:00;231,28;0,0;51,44;179,62;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 03:00:00;231,28;0,0;55,83;175,22;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 04:00:00;231,28;0,0;73,21;157,84;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 05:00:00;231,28;0,0;91,85;139,2;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 06:00:00;231,28;0,0;106,87;124,18;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 07:00:00;231,28;0,0;114,57;116,49;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 08:00:00;231,28;0,0;114,68;116,38;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 09:00:00;231,28;0,0;114,86;116,19;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 10:00:00;231,28;0,0;115,5;115,56;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 11:00:00;231,28;0,0;114,88;116,18;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 12:00:00;231,28;0,0;114,46;116,59;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 13:00:00;231,28;0,0;114,0;117,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 14:00:00;231,28;0,0;114,0;117,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 15:00:00;231,28;0,0;112,13;118,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 16:00:00;231,28;0,0;107,29;123,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 17:00:00;231,28;0,0;100,81;130,25;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 18:00:00;231,28;0,0;93,55;137,51;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 19:00:00;231,28;0,0;84,8;146,26;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 20:00:00;231,28;0,0;71,84;159,22;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 21:00:00;231,28;0,0;63,93;167,13;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 22:00:00;231,28;0,0;56,61;174,44;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-01 23:00:00;231,28;0,0;52,29;178,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 00:00:00;231,28;0,0;25,86;205,2;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 01:00:00;231,28;0,0;25,07;205,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 02:00:00;231,28;0,0;23,91;207,15;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 03:00:00;231,28;0,0;26,81;204,24;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 04:00:00;231,28;0,0;30,52;200,54;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 05:00:00;231,28;0,0;35,79;195,27;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 06:00:00;231,28;0,0;39,42;191,64;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 07:00:00;231,28;0,0;38,89;192,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 08:00:00;231,28;0,0;38,63;192,43;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 09:00:00;231,28;0,0;37,91;193,14;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 10:00:00;231,28;0,0;38,68;192,38;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 11:00:00;231,28;0,0;36,7;194,36;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 12:00:00;231,28;0,0;31,58;199,48;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 13:00:00;231,28;0,0;26,56;204,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 14:00:00;231,28;0,0;23,96;207,1;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 15:00:00;231,28;0,0;19,68;211,37;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 16:00:00;231,28;0,0;15,76;215,3;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 17:00:00;231,28;0,0;14,29;216,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 18:00:00;231,28;0,0;12,66;218,39;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 19:00:00;231,28;0,0;11,68;219,37;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 20:00:00;231,28;0,0;10,39;220,67;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 21:00:00;231,28;0,0;9,6;221,46;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 22:00:00;231,28;0,0;9,46;221,6;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-02 23:00:00;231,28;0,0;9,05;222,01;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 00:00:00;231,28;0,0;13,38;217,67;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 01:00:00;231,28;0,0;13,72;217,34;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 02:00:00;231,28;0,0;14,63;216,43;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 03:00:00;231,28;0,0;15,36;215,69;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 04:00:00;231,28;0,0;16,79;214,27;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 05:00:00;231,28;0,0;17,33;213,73;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 06:00:00;231,28;0,0;16,71;214,35;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 07:00:00;231,28;0,0;16,77;214,29;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 08:00:00;231,28;0,0;15,56;215,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 09:00:00;231,28;0,0;15,06;216,0;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 10:00:00;231,28;0,0;15,17;215,89;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 11:00:00;231,28;0,0;15,21;215,84;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 12:00:00;231,28;0,0;15,14;215,91;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 13:00:00;231,28;0,0;12,95;218,11;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 14:00:00;231,28;0,0;12,55;218,51;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 15:00:00;231,28;0,0;12,55;218,51;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 16:00:00;231,28;0,0;13,06;218,0;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 17:00:00;231,28;0,0;16,09;214,97;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 18:00:00;231,28;0,0;16,76;214,3;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 19:00:00;231,28;0,0;16,73;214,33;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 20:00:00;231,28;0,0;17,8;92,3;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 21:00:00;231,28;0,0;19,38;211,68;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 22:00:00;231,28;0,0;19,45;211,61;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-03 23:00:00;231,28;0,0;22,12;208,94;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 00:00:00;231,28;0,0;53,3;177,76;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 01:00:00;231,28;0,0;56,27;174,79;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 02:00:00;231,28;0,0;58,49;172,57;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 03:00:00;231,28;0,0;65,88;165,18;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 04:00:00;231,28;0,0;85,45;145,61;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 05:00:00;231,28;0,0;104,9;126,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 06:00:00;231,28;0,0;118,96;112,1;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 07:00:00;231,28;0,0;125,07;105,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 08:00:00;231,28;0,0;123,02;108,04;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 09:00:00;231,28;0,0;120,72;110,34;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 10:00:00;231,28;0,0;118,59;112,47;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 11:00:00;231,28;0,0;116,9;114,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 12:00:00;231,28;0,0;115,73;115,33;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 13:00:00;231,28;0,0;115,3;115,76;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 14:00:00;231,28;0,0;115,86;115,2;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 15:00:00;231,28;0,0;114,57;116,49;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 16:00:00;231,28;0,0;109,93;121,13;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 17:00:00;231,28;0,0;104,28;5,83;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 18:00:00;231,28;0,0;98,33;11,78;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 19:00:00;231,28;0,0;91,41;18,69;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 20:00:00;231,28;0,0;81,53;28,58;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 21:00:00;231,28;0,0;77,15;32,96;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 22:00:00;231,28;0,0;75,56;155,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-04 23:00:00;231,28;0,0;78,5;152,56;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 00:00:00;231,28;0,0;84,31;146,75;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 01:00:00;231,28;0,0;92,54;138,52;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 02:00:00;231,28;0,0;99,39;131,67;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 03:00:00;231,28;0,0;110,75;120,31;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 04:00:00;231,28;0,0;132,78;98,28;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 05:00:00;231,28;0,0;145,07;85,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 06:00:00;231,28;0,0;149,08;81,97;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 07:00:00;231,28;0,0;144,08;86,98;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 08:00:00;231,28;0,0;130,93;0,0;120,95;0,22;0,0;20,82;0,0;0,0;0,0
2030-07-05 09:00:00;231,28;0,0;122,14;0,0;120,95;0,22;0,0;12,03;0,0;0,0;0,0
2030-07-05 10:00:00;231,28;0,0;117,51;0,0;120,95;0,22;0,0;7,41;0,0;0,0;0,0
2030-07-05 11:00:00;231,28;0,0;114,88;0,0;120,95;0,22;0,0;4,77;0,0;0,0;0,0
2030-07-05 12:00:00;231,28;0,0;114,46;0,0;120,95;0,22;0,0;4,35;0,0;0,0;0,0
2030-07-05 13:00:00;231,28;0,0;114,0;17,98;99,08;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 14:00:00;231,28;0,0;113,99;0,0;117,06;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 15:00:00;231,28;0,0;112,13;0,0;120,95;0,22;0,0;2,02;0,0;0,0;0,0
2030-07-05 16:00:00;231,28;0,0;107,29;2,82;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 17:00:00;231,28;0,0;100,81;9,3;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 18:00:00;231,28;0,0;93,55;16,55;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 19:00:00;231,28;0,0;84,79;25,31;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 20:00:00;231,28;0,0;71,84;38,27;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 21:00:00;231,28;0,0;63,93;46,18;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 22:00:00;231,28;0,0;56,61;174,45;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-05 23:00:00;231,28;0,0;52,28;178,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 00:00:00;231,28;0,0;50,47;180,58;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 01:00:00;231,28;0,0;49,81;181,25;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 02:00:00;231,28;0,0;49,13;181,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 03:00:00;231,28;0,0;54,1;176,96;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 04:00:00;231,28;0,0;72,11;158,95;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 05:00:00;231,28;0,0;92,7;138,36;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 06:00:00;231,28;0,0;107,72;123,34;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 07:00:00;231,28;0,0;115,19;115,87;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 08:00:00;231,28;0,0;114,94;116,12;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 09:00:00;231,28;0,0;115,13;115,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 10:00:00;231,28;0,0;115,85;115,21;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 11:00:00;231,28;0,0;115,18;115,88;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 12:00:00;231,28;0,0;114,69;116,37;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 13:00:00;231,28;0,0;114,14;116,92;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 14:00:00;231,28;0,0;114,13;116,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 15:00:00;231,28;0,0;112,28;118,78;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 16:00:00;231,28;0,0;107,37;123,68;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 17:00:00;231,28;0,0;100,9;130,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 18:00:00;231,28;0,0;93,67;137,39;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 19:00:00;231,28;0,0;85,07;145,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 20:00:00;231,28;0,0;72,13;158,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 21:00:00;231,28;0,0;64,1;166,96;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 22:00:00;231,28;0,0;56,78;174,28;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-06 23:00:00;231,28;0,0;52,44;178,62;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 00:00:00;231,28;0,0;51,12;179,94;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 01:00:00;231,28;0,0;50,33;180,72;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 02:00:00;231,28;0,0;49,44;181,61;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 03:00:00;231,28;0,0;54,71;176,35;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 04:00:00;231,28;0,0;72,85;158,21;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 05:00:00;231,28;0,0;91,01;140,05;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 06:00:00;231,28;0,0;107,7;123,36;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 07:00:00;231,28;0,0;116,81;114,25;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 08:00:00;231,28;0,0;116,87;0,0;114,19;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 09:00:00;231,28;0,0;116,28;0,0;120,95;0,22;0,0;6,18;0,0;0,0;0,0
2030-07-07 10:00:00;231,28;0,0;116,31;114,75;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 11:00:00;231,28;0,0;115,24;0,0;120,95;0,22;0,0;5,14;0,0;0,0;0,0
2030-07-07 12:00:00;231,28;0,0;115,31;0,0;120,95;0,22;0,0;5,21;0,0;0,0;0,0
2030-07-07 13:00:00;231,28;0,0;114,99;0,0;120,95;0,22;0,0;4,88;0,0;0,0;0,0
2030-07-07 14:00:00;231,28;0,0;114,65;116,41;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 15:00:00;231,28;0,0;112,78;0,0;118,28;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 16:00:00;231,28;0,0;107,94;2,16;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-07-07 17:00:00;231,28;0,0;101,54;8,57;120,95;0,22;0,0;0,0;0,0;0,0;0,0
