;('Biogas_feedin_existing_n', 'Gas_n');('Biogas_feedin_new_n', 'Gas_n');('Gas_n', 'Gas_demand_total_n');('Gas_n', 'Gas_storage_n');('Gas_n', 'GuD_n');('Gas_n', 'Material_demand_Gas_n');('Gas_n', 'excess_b_gas_n');('Gas_storage_n', 'Gas_n');('Hydrogen_feedin_n', 'Gas_n');('Import_Gas_n', 'Gas_n');('Methanisation_n', 'Gas_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-04-15 15:00:00;231,28;0,0;230,0;1,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 16:00:00;231,28;0,0;215,79;0,0;120,95;0,22;0,0;105,69;0,0;0,0;0,0
2030-04-15 17:00:00;231,28;0,0;207,17;23,89;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 18:00:00;231,28;0,0;206,94;24,12;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 19:00:00;231,28;0,0;211,65;19,41;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 20:00:00;231,28;0,0;216,31;14,75;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 21:00:00;231,28;0,0;220,58;0,0;35,24;0,22;0,0;24,76;0,0;0,0;0,0
2030-04-15 22:00:00;231,28;0,0;220,91;10,15;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-15 23:00:00;231,28;0,0;230,86;0,0;120,95;0,22;0,0;120,75;0,0;0,0;0,0
2030-04-16 00:00:00;231,28;0,0;210,76;0,0;120,95;0,22;0,0;100,66;0,0;0,0;0,0
2030-04-16 01:00:00;231,28;0,0;213,53;0,0;120,95;0,22;0,0;103,42;0,0;0,0;0,0
2030-04-16 02:00:00;231,28;0,0;223,37;0,0;120,95;0,22;0,0;113,26;0,0;0,0;0,0
2030-04-16 03:00:00;231,28;0,0;226,33;0,0;120,95;0,22;0,0;116,22;0,0;0,0;0,0
2030-04-16 04:00:00;231,28;0,0;233,09;0,0;120,95;0,22;0,0;122,98;0,0;0,0;0,0
2030-04-16 05:00:00;231,28;0,0;238,36;0,0;120,95;0,22;0,0;128,26;0,0;0,0;0,0
2030-04-16 06:00:00;231,28;0,0;236,22;0,0;120,95;0,22;0,0;126,11;0,0;0,0;0,0
2030-04-16 07:00:00;231,28;0,0;226,75;0,0;120,95;0,22;0,0;116,64;0,0;0,0;0,0
2030-04-16 08:00:00;231,28;0,0;220,49;0,0;120,95;0,22;0,0;110,39;0,0;0,0;0,0
2030-04-16 09:00:00;231,28;0,0;218,99;12,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-16 10:00:00;231,28;0,0;213,3;0,0;120,95;0,22;0,0;103,19;0,0;0,0;0,0
2030-04-16 11:00:00;231,28;0,0;195,05;0,0;120,95;0,22;0,0;84,94;0,0;0,0;0,0
2030-04-16 12:00:00;231,28;0,0;183,54;0,0;120,95;0,22;0,0;73,44;0,0;0,0;0,0
2030-04-16 13:00:00;231,28;0,0;175,1;0,0;120,95;0,22;0,0;64,99;0,0;0,0;0,0
2030-04-16 14:00:00;231,28;0,0;174,04;0,0;120,95;0,22;0,0;63,93;0,0;0,0;0,0
2030-04-16 15:00:00;231,28;0,0;174,58;0,0;120,95;0,22;0,0;64,48;0,0;0,0;0,0
2030-04-16 16:00:00;231,28;0,0;173,82;0,0;120,95;0,22;0,0;63,71;0,0;0,0;0,0
2030-04-16 17:00:00;231,28;0,0;174,2;0,0;120,95;0,22;0,0;64,1;0,0;0,0;0,0
2030-04-16 18:00:00;231,28;0,0;176,89;0,0;120,95;0,22;0,0;66,78;0,0;0,0;0,0
2030-04-16 19:00:00;231,28;0,0;183,55;0,0;120,95;0,22;0,0;73,44;0,0;0,0;0,0
2030-04-16 20:00:00;231,28;0,0;187,94;0,0;120,95;0,22;0,0;77,83;0,0;0,0;0,0
2030-04-16 21:00:00;231,28;0,0;193,45;0,0;120,95;0,22;0,0;83,34;0,0;0,0;0,0
2030-04-16 22:00:00;231,28;0,0;198,22;0,0;120,95;0,22;0,0;88,11;0,0;0,0;0,0
2030-04-16 23:00:00;231,28;0,0;204,57;0,0;120,95;0,22;0,0;94,46;0,0;0,0;0,0
2030-04-17 00:00:00;231,28;0,0;221,88;0,0;120,95;0,22;0,0;111,77;0,0;0,0;0,0
2030-04-17 01:00:00;231,28;0,0;233,28;0,0;120,95;0,22;0,0;123,18;0,0;0,0;0,0
2030-04-17 02:00:00;231,28;0,0;239,6;0,0;120,95;0,22;0,0;129,5;0,0;0,0;0,0
2030-04-17 03:00:00;231,28;0,0;244,9;0,0;120,95;0,22;0,0;134,79;0,0;0,0;0,0
2030-04-17 04:00:00;231,28;0,0;254,18;0,0;120,95;0,22;0,0;144,07;0,0;0,0;0,0
2030-04-17 05:00:00;231,28;0,0;262,93;0,0;120,95;0,22;0,0;152,82;0,0;0,0;0,0
2030-04-17 06:00:00;231,28;0,0;238,69;0,0;120,95;0,22;0,0;128,59;0,0;0,0;0,0
2030-04-17 07:00:00;231,28;0,0;225,08;0,0;5,98;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 08:00:00;231,28;0,0;203,95;27,11;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 09:00:00;231,28;0,0;188,77;42,29;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 10:00:00;231,28;0,0;166,92;64,13;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 11:00:00;231,28;0,0;145,72;85,34;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 12:00:00;231,28;0,0;128,21;102,85;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 13:00:00;231,28;0,0;111,32;119,73;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 14:00:00;231,28;0,0;106,88;124,17;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 15:00:00;231,28;0,0;102,21;128,85;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 16:00:00;231,28;0,0;97,63;12,48;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 17:00:00;231,28;0,0;107,09;3,01;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-17 18:00:00;231,28;0,0;121,14;0,0;120,95;0,22;0,0;11,03;0,0;0,0;0,0
2030-04-17 19:00:00;231,28;0,0;136,86;0,0;120,95;0,22;0,0;26,76;0,0;0,0;0,0
2030-04-17 20:00:00;231,28;0,0;150,99;0,0;120,95;0,22;0,0;40,89;0,0;0,0;0,0
2030-04-17 21:00:00;231,28;0,0;166,64;0,0;120,95;0,22;0,0;56,53;0,0;0,0;0,0
2030-04-17 22:00:00;231,28;0,0;178,14;0,0;120,95;0,22;0,0;68,04;0,0;0,0;0,0
2030-04-17 23:00:00;231,28;0,0;194,39;0,0;120,95;0,22;0,0;84,28;0,0;0,0;0,0
2030-04-18 00:00:00;231,28;0,0;233,46;0,0;120,95;0,22;0,0;123,36;0,0;0,0;0,0
2030-04-18 01:00:00;231,28;0,0;243,91;0,0;120,95;0,22;0,0;133,81;0,0;0,0;0,0
2030-04-18 02:00:00;231,28;0,0;255,69;0,0;120,95;0,22;0,0;145,59;0,0;0,0;0,0
2030-04-18 03:00:00;231,28;0,0;266,13;0,0;120,95;0,22;0,0;156,02;0,0;0,0;0,0
2030-04-18 04:00:00;231,28;0,0;289,49;0,0;120,95;0,22;0,0;179,38;0,0;0,0;0,0
2030-04-18 05:00:00;231,28;0,0;313,29;0,0;120,95;0,22;0,0;203,19;0,0;0,0;0,0
2030-04-18 06:00:00;231,28;0,0;332,08;0,0;120,95;0,22;0,0;221,97;0,0;0,0;0,0
2030-04-18 07:00:00;231,28;0,0;332,84;0,0;120,95;0,22;0,0;222,73;0,0;0,0;0,0
2030-04-18 08:00:00;231,28;0,0;322,3;0,0;120,95;0,22;0,0;212,19;0,0;0,0;0,0
2030-04-18 09:00:00;231,28;0,0;303,61;0,0;120,95;0,22;0,0;193,5;0,0;0,0;0,0
2030-04-18 10:00:00;231,28;0,0;281,35;0,0;120,95;0,22;0,0;171,24;0,0;0,0;0,0
2030-04-18 11:00:00;231,28;0,0;257,29;0,0;120,95;0,22;0,0;147,18;0,0;0,0;0,0
2030-04-18 12:00:00;231,28;0,0;236,97;0,0;120,95;0,22;0,0;126,86;0,0;0,0;0,0
2030-04-18 13:00:00;231,28;0,0;223,74;0,0;120,95;0,22;0,0;113,63;0,0;0,0;0,0
2030-04-18 14:00:00;231,28;0,0;218,33;0,0;120,95;0,22;0,0;108,23;0,0;0,0;0,0
2030-04-18 15:00:00;231,28;0,0;206,01;0,0;120,95;0,22;0,0;95,9;0,0;0,0;0,0
2030-04-18 16:00:00;231,28;0,0;198,17;0,0;120,95;0,22;0,0;88,06;0,0;0,0;0,0
2030-04-18 17:00:00;231,28;0,0;195,03;0,0;120,95;0,22;0,0;84,92;0,0;0,0;0,0
2030-04-18 18:00:00;231,28;0,0;194,79;0,0;120,95;0,22;0,0;84,68;0,0;0,0;0,0
2030-04-18 19:00:00;231,28;0,0;198,76;0,0;120,95;0,22;0,0;88,66;0,0;0,0;0,0
2030-04-18 20:00:00;231,28;0,0;203,19;0,0;120,95;0,22;0,0;93,08;0,0;0,0;0,0
2030-04-18 21:00:00;231,28;0,0;207,94;0,0;120,95;0,22;0,0;97,84;0,0;0,0;0,0
2030-04-18 22:00:00;231,28;0,0;211,5;0,0;120,95;0,22;0,0;101,39;0,0;0,0;0,0
2030-04-18 23:00:00;231,28;0,0;225,97;0,0;120,95;0,22;0,0;115,86;0,0;0,0;0,0
2030-04-19 00:00:00;231,28;0,0;241,89;0,0;120,95;0,22;0,0;131,78;0,0;0,0;0,0
2030-04-19 01:00:00;231,28;0,0;251,56;0,0;120,95;0,22;0,0;141,46;0,0;0,0;0,0
2030-04-19 02:00:00;231,28;0,0;263,38;0,0;120,95;0,22;0,0;153,27;0,0;0,0;0,0
2030-04-19 03:00:00;231,28;0,0;273,0;0,0;120,95;0,22;0,0;162,89;0,0;0,0;0,0
2030-04-19 04:00:00;231,28;0,0;295,28;0,0;120,95;0,22;0,0;185,17;0,0;0,0;0,0
2030-04-19 05:00:00;231,28;0,0;320,69;0,0;120,95;0,22;0,0;210,59;0,0;0,0;0,0
2030-04-19 06:00:00;231,28;0,0;354,16;0,0;120,95;0,22;0,0;244,05;0,0;0,0;0,0
2030-04-19 07:00:00;231,28;0,0;366,49;0,0;120,95;0,22;0,0;256,39;0,0;0,0;0,0
2030-04-19 08:00:00;231,28;0,0;358,95;0,0;120,95;0,22;0,0;248,85;0,0;0,0;0,0
2030-04-19 09:00:00;231,28;0,0;341,29;0,0;120,95;0,22;0,0;231,18;0,0;0,0;0,0
2030-04-19 10:00:00;231,28;0,0;318,67;0,0;120,95;0,22;0,0;208,56;0,0;0,0;0,0
2030-04-19 11:00:00;231,28;0,0;295,16;0,0;120,95;0,22;0,0;185,05;0,0;0,0;0,0
2030-04-19 12:00:00;231,28;0,0;279,39;0,0;120,95;0,22;0,0;169,29;0,0;0,0;0,0
2030-04-19 13:00:00;231,28;0,0;277,42;0,0;0,0;0,22;0,0;46,36;0,0;0,0;0,0
2030-04-19 14:00:00;231,28;0,0;279,94;0,0;0,0;0,22;0,0;48,88;0,0;0,0;0,0
2030-04-19 15:00:00;231,28;0,0;279,14;0,0;0,0;0,22;0,0;48,09;0,0;0,0;0,0
2030-04-19 16:00:00;231,28;0,0;277,63;0,0;0,0;0,22;0,0;46,57;0,0;0,0;0,0
2030-04-19 17:00:00;231,28;0,0;276,86;0,0;42,22;0,22;0,0;88,02;0,0;0,0;0,0
2030-04-19 18:00:00;231,28;0,0;272,43;0,0;120,95;0,22;0,0;162,33;0,0;0,0;0,0
2030-04-19 19:00:00;231,28;0,0;268,62;0,0;120,95;0,22;0,0;158,51;0,0;0,0;0,0
2030-04-19 20:00:00;231,28;0,0;261,28;0,0;120,95;0,22;0,0;151,18;0,0;0,0;0,0
2030-04-19 21:00:00;231,28;0,0;255,12;0,0;120,95;0,22;0,0;145,02;0,0;0,0;0,0
2030-04-19 22:00:00;231,28;0,0;246,09;0,0;120,95;0,22;0,0;135,98;0,0;0,0;0,0
2030-04-19 23:00:00;231,28;0,0;249,56;0,0;120,95;0,22;0,0;139,45;0,0;0,0;0,0
2030-04-20 00:00:00;231,28;0,0;248,78;0,0;120,95;0,22;0,0;138,68;0,0;0,0;0,0
2030-04-20 01:00:00;231,28;0,0;248,01;0,0;120,95;0,22;0,0;137,9;0,0;0,0;0,0
2030-04-20 02:00:00;231,28;0,0;250,41;0,0;120,95;0,22;0,0;140,3;0,0;0,0;0,0
2030-04-20 03:00:00;231,28;0,0;253,59;0,0;120,95;0,22;0,0;143,48;0,0;0,0;0,0
2030-04-20 04:00:00;231,28;0,0;270,96;0,0;120,95;0,22;0,0;160,85;0,0;0,0;0,0
2030-04-20 05:00:00;231,28;0,0;292,5;0,0;120,95;0,22;0,0;182,39;0,0;0,0;0,0
2030-04-20 06:00:00;231,28;0,0;325,28;0,0;120,95;0,22;0,0;215,17;0,0;0,0;0,0
2030-04-20 07:00:00;231,28;0,0;339,64;0,0;120,95;0,22;0,0;229,53;0,0;0,0;0,0
2030-04-20 08:00:00;231,28;0,0;340,06;0,0;120,95;0,22;0,0;229,95;0,0;0,0;0,0
2030-04-20 09:00:00;231,28;0,0;332,68;0,0;120,95;0,22;0,0;222,57;0,0;0,0;0,0
2030-04-20 10:00:00;231,28;0,0;324,39;0,0;120,95;0,22;0,0;214,28;0,0;0,0;0,0
2030-04-20 11:00:00;231,28;0,0;315,3;0,0;120,95;0,22;0,0;205,19;0,0;0,0;0,0
2030-04-20 12:00:00;231,28;0,0;306,16;0,0;120,95;0,22;0,0;196,06;0,0;0,0;0,0
2030-04-20 13:00:00;231,28;0,0;297,9;0,0;120,95;0,22;0,0;187,79;0,0;0,0;0,0
2030-04-20 14:00:00;231,28;0,0;294,01;0,0;120,95;0,22;0,0;183,9;0,0;0,0;0,0
2030-04-20 15:00:00;231,28;0,0;284,06;0,0;120,95;0,22;0,0;173,96;0,0;0,0;0,0
2030-04-20 16:00:00;231,28;0,0;280,31;0,0;120,95;0,22;0,0;170,21;0,0;0,0;0,0
2030-04-20 17:00:00;231,28;0,0;274,15;0,0;120,95;0,22;0,0;164,04;0,0;0,0;0,0
2030-04-20 18:00:00;231,28;0,0;261,75;0,0;120,95;0,22;0,0;151,64;0,0;0,0;0,0
2030-04-20 19:00:00;231,28;0,0;251,4;0,0;120,95;0,22;0,0;141,3;0,0;0,0;0,0
2030-04-20 20:00:00;231,28;0,0;241,19;0,0;120,95;0,22;0,0;131,08;0,0;0,0;0,0
2030-04-20 21:00:00;231,28;0,0;235,12;0,0;76,21;0,22;0,0;80,27;0,0;0,0;0,0
2030-04-20 22:00:00;231,28;0,0;227,54;3,52;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-20 23:00:00;231,28;0,0;231,66;0,0;0,0;0,22;0,0;0,61;0,0;0,0;0,0
2030-04-21 00:00:00;231,28;0,0;233,21;0,0;0,0;0,22;0,0;2,15;0,0;0,0;0,0
2030-04-21 01:00:00;231,28;0,0;234,58;0,0;0,0;0,22;0,0;3,52;0,0;0,0;0,0
2030-04-21 02:00:00;231,28;0,0;238,69;0,0;0,0;0,22;0,0;7,63;0,0;0,0;0,0
2030-04-21 03:00:00;231,28;0,0;244,32;0,0;0,0;0,22;0,0;13,27;0,0;0,0;0,0
2030-04-21 04:00:00;231,28;0,0;263,71;0,0;0,0;0,22;0,0;32,66;0,0;0,0;0,0
2030-04-21 05:00:00;231,28;0,0;288,1;0,0;0,0;0,22;0,0;57,04;0,0;0,0;0,0
2030-04-21 06:00:00;231,28;0,0;316,82;0,0;0,0;0,22;0,0;85,76;0,0;0,0;0,0
2030-04-21 07:00:00;231,28;0,0;331,0;0,0;0,0;0,22;0,0;99,94;0,0;0,0;0,0
2030-04-21 08:00:00;231,28;0,0;335,48;0,0;110,05;0,22;0,0;214,47;0,0;0,0;0,0
2030-04-21 09:00:00;231,28;0,0;332,41;0,0;0,0;0,22;0,0;101,35;0,0;0,0;0,0
2030-04-21 10:00:00;231,28;0,0;326,12;0,0;0,0;0,22;0,0;95,06;0,0;0,0;0,0
2030-04-21 11:00:00;231,28;0,0;319,05;0,0;120,95;0,22;0,0;208,94;0,0;0,0;0,0
2030-04-21 12:00:00;231,28;0,0;301,43;0,0;120,95;0,22;0,0;191,33;0,0;0,0;0,0
2030-04-21 13:00:00;231,28;0,0;283,71;0,0;120,95;0,22;0,0;173,6;0,0;0,0;0,0
2030-04-21 14:00:00;231,28;0,0;273,57;0,0;120,95;0,22;0,0;163,46;0,0;0,0;0,0
2030-04-21 15:00:00;231,28;0,0;260,94;0,0;120,95;0,22;0,0;150,83;0,0;0,0;0,0
2030-04-21 16:00:00;231,28;0,0;254,66;0,0;0,0;0,22;0,0;23,6;0,0;0,0;0,0
2030-04-21 17:00:00;231,28;0,0;244,34;0,0;0,0;0,22;0,0;13,28;0,0;0,0;0,0
2030-04-21 18:00:00;231,28;0,0;235,38;0,0;0,0;0,22;0,0;4,32;0,0;0,0;0,0
2030-04-21 19:00:00;231,28;0,0;225,89;5,16;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-21 20:00:00;231,28;0,0;216,66;14,39;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-21 21:00:00;231,28;0,0;209,92;0,0;21,14;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-21 22:00:00;231,28;0,0;202,33;0,0;28,73;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-21 23:00:00;231,28;0,0;205,14;0,0;25,92;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 00:00:00;231,28;0,0;202,52;0,0;120,95;0,22;0,0;92,42;0,0;0,0;0,0
2030-04-22 01:00:00;231,28;0,0;202,86;0,0;120,95;0,22;0,0;92,75;0,0;0,0;0,0
2030-04-22 02:00:00;231,28;0,0;208,82;0,0;50,26;0,22;0,0;28,02;0,0;0,0;0,0
2030-04-22 03:00:00;231,28;0,0;213,1;0,0;17,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 04:00:00;231,28;0,0;231,1;0,0;41,98;0,22;0,0;42,03;0,0;0,0;0,0
2030-04-22 05:00:00;231,28;0,0;251,94;0,0;80,32;0,22;0,0;101,2;0,0;0,0;0,0
2030-04-22 06:00:00;231,28;0,0;273,44;0,0;120,95;0,22;0,0;163,33;0,0;0,0;0,0
2030-04-22 07:00:00;231,28;0,0;280,02;0,0;120,95;0,22;0,0;169,91;0,0;0,0;0,0
2030-04-22 08:00:00;231,28;0,0;272,85;0,0;19,18;0,22;0,0;60,97;0,0;0,0;0,0
2030-04-22 09:00:00;231,28;0,0;255,07;0,0;0,0;0,22;0,0;24,01;0,0;0,0;0,0
2030-04-22 10:00:00;231,28;0,0;231,39;0,0;0,0;0,22;0,0;0,33;0,0;0,0;0,0
2030-04-22 11:00:00;231,28;0,0;207,79;0,0;23,27;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 12:00:00;231,28;0,0;188,61;0,0;42,44;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 13:00:00;231,28;0,0;179,12;51,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 14:00:00;231,28;0,0;175,22;0,0;55,84;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 15:00:00;231,28;0,0;165,29;65,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 16:00:00;231,28;0,0;161,4;0,0;120,95;0,22;0,0;51,3;0,0;0,0;0,0
2030-04-22 17:00:00;231,28;0,0;154,2;0,0;120,95;0,22;0,0;44,09;0,0;0,0;0,0
2030-04-22 18:00:00;231,28;0,0;143,61;0,0;103,89;0,22;0,0;16,43;0,0;0,0;0,0
2030-04-22 19:00:00;231,28;0,0;136,37;0,0;94,69;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 20:00:00;231,28;0,0;131,58;0,0;99,48;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 21:00:00;231,28;0,0;130,6;0,0;100,46;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 22:00:00;231,28;0,0;127,99;0,0;103,07;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-22 23:00:00;231,28;0,0;138,14;0,0;92,92;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 00:00:00;231,28;0,0;97,21;12,89;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 01:00:00;231,28;0,0;106,06;4,04;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 02:00:00;231,28;0,0;110,51;0,0;120,54;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 03:00:00;231,28;0,0;116,39;0,0;114,67;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 04:00:00;231,28;0,0;122,17;26,91;81,98;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 05:00:00;231,28;0,0;126,72;104,34;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 06:00:00;231,28;0,0;132,03;99,03;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 07:00:00;231,28;0,0;131,36;99,7;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 08:00:00;231,28;0,0;123,74;107,32;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 09:00:00;231,28;0,0;116,31;114,75;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 10:00:00;231,28;0,0;105,47;125,59;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 11:00:00;231,28;0,0;92,2;138,86;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 12:00:00;231,28;0,0;84,56;146,5;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 13:00:00;231,28;0,0;72,62;158,44;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 14:00:00;231,28;0,0;61,11;169,94;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 15:00:00;231,28;0,0;56,2;174,86;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 16:00:00;231,28;0,0;52,27;178,79;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 17:00:00;231,28;0,0;49,34;181,72;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 18:00:00;231,28;0,0;46,57;184,49;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 19:00:00;231,28;0,0;44,53;186,52;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 20:00:00;231,28;0,0;45,93;185,13;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 21:00:00;231,28;0,0;55,72;175,33;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 22:00:00;231,28;0,0;67,11;163,95;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-23 23:00:00;231,28;0,0;82,76;148,29;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 00:00:00;231,28;0,0;99,79;131,27;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 01:00:00;231,28;0,0;118,14;112,91;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 02:00:00;231,28;0,0;129,96;101,1;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 03:00:00;231,28;0,0;140,4;90,66;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 04:00:00;231,28;0,0;154,27;76,79;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 05:00:00;231,28;0,0;163,81;67,25;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 06:00:00;231,28;0,0;148,47;82,59;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 07:00:00;231,28;0,0;143,83;87,23;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 08:00:00;231,28;0,0;134,0;97,06;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 09:00:00;231,28;0,0;128,13;102,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 10:00:00;231,28;0,0;116,03;115,03;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 11:00:00;231,28;0,0;102,53;128,53;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 12:00:00;231,28;0,0;92,28;138,78;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 13:00:00;231,28;0,0;80,82;150,23;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 14:00:00;231,28;0,0;81,52;149,54;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 15:00:00;231,28;0,0;80,5;150,56;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 16:00:00;231,28;0,0;78,12;152,93;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 17:00:00;231,28;0,0;87,46;143,6;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 18:00:00;231,28;0,0;98,28;132,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 19:00:00;231,28;0,0;108,7;1,41;120,95;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 20:00:00;231,28;0,0;116,39;0,0;120,95;0,22;0,0;6,28;0,0;0,0;0,0
2030-04-24 21:00:00;231,28;0,0;124,68;0,0;120,95;0,22;0,0;14,58;0,0;0,0;0,0
2030-04-24 22:00:00;231,28;0,0;128,97;102,09;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-24 23:00:00;231,28;0,0;167,42;63,64;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 00:00:00;231,28;0,0;157,06;73,99;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 01:00:00;231,28;0,0;155,29;75,77;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 02:00:00;231,28;0,0;158,72;0,0;72,34;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 03:00:00;231,28;0,0;163,65;7,3;60,11;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 04:00:00;231,28;0,0;177,16;0,0;53,9;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 05:00:00;231,28;0,0;199,98;0,0;120,95;0,22;0,0;89,87;0,0;0,0;0,0
2030-04-25 06:00:00;231,28;0,0;225,29;0,0;55,42;0,22;0,0;49,65;0,0;0,0;0,0
2030-04-25 07:00:00;231,28;0,0;228,57;2,48;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 08:00:00;231,28;0,0;222,4;0,0;120,95;0,22;0,0;112,29;0,0;0,0;0,0
2030-04-25 09:00:00;231,28;0,0;215,39;0,0;120,95;0,22;0,0;105,29;0,0;0,0;0,0
2030-04-25 10:00:00;231,28;0,0;203,78;0,0;27,28;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 11:00:00;231,28;0,0;185,21;0,0;120,95;0,22;0,0;75,11;0,0;0,0;0,0
2030-04-25 12:00:00;231,28;0,0;172,69;0,0;120,95;0,22;0,0;62,59;0,0;0,0;0,0
2030-04-25 13:00:00;231,28;0,0;165,47;0,0;120,95;0,22;0,0;55,37;0,0;0,0;0,0
2030-04-25 14:00:00;231,28;0,0;160,42;70,64;0,0;0,22;0,0;0,0;0,0;0,0;0,0
2030-04-25 15:00:00;231,28;0,0;147,83;0,0;120,95;0,22;0,0;37,72;0,0;0,0;0,0
