;('Battery_n', 'Electricity_n');('Biogas_n', 'Electricity_n');('Biomasse_elec_n', 'Electricity_n');('Electricity_n', 'Battery_n');('Electricity_n', 'Electric boiler_n');('Electricity_n', 'Electricity_demand_total_n');('Electricity_n', 'Electrolysis_n');('Electricity_n', 'Export_Electricity_n');('Electricity_n', 'HS<->North');('Electricity_n', 'Heatpump_air_n');('Electricity_n', 'Heatpump_water_n');('Electricity_n', 'North<->Middel');('Electricity_n', 'Pumped_hydro_storage_n');('Electricity_n', 'excess_b_el_n');('Fuelcell_n', 'Electricity_n');('GuD_n', 'Electricity_n');('HS<->North', 'Electricity_n');('Hydro power plant_n', 'Electricity_n');('North<->Middel', 'Electricity_n');('PV_open_n', 'Electricity_n');('PV_rooftop_n', 'Electricity_n');('Pumped_hydro_storage_n', 'Electricity_n');('Wind_n', 'Electricity_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;0,0;0,0;0,0;0,0;0,0;202,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;67,02;24,8;0,0;0,0;0,0;0,0;55,78
2030-01-01 01:00:00;0,0;0,0;0,0;0,0;0,0;190,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;87,63;24,8;0,0;0,0;0,0;0,0;24,09
2030-01-01 02:00:00;0,0;0,0;0,0;0,0;0,0;192,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;99,67;24,8;0,0;0,0;0,0;0,0;13,36
2030-01-01 03:00:00;0,0;0,0;0,0;0,0;0,0;197,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;92,13;24,8;0,0;0,0;0,0;0,0;25,82
2030-01-01 04:00:00;0,0;0,0;0,0;0,0;0,0;202,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;92,48;24,8;0,0;0,0;0,0;0,0;30,42
2030-01-01 05:00:00;0,0;0,0;0,0;0,0;0,0;217,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;94,83;24,8;0,0;0,0;0,0;0,0;43,43
2030-01-01 06:00:00;0,0;0,0;0,0;0,0;0,0;217,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;106,48;24,8;0,0;0,0;0,0;0,0;31,46
2030-01-01 07:00:00;0,0;0,0;0,0;0,0;0,0;228,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;70,26;24,8;0,0;0,0;0,0;0,0;79,42
2030-01-01 08:00:00;0,0;0,0;0,0;0,0;0,0;251,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;88,23;83,77
2030-01-01 09:00:00;0,0;0,0;0,0;0,0;0,0;272,5;0,0;0,0;0,0;0,0;0,0;0,0;135,09;0,0;0,0;54,43;0,0;24,8;0,0;1,72;0,0;0,0;326,64
2030-01-01 10:00:00;0,0;0,0;0,0;0,0;0,0;284,17;30,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;4,14;0,0;0,0;231,31
2030-01-01 11:00:00;0,0;0,0;0,0;0,0;0,0;277,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;7,05;0,0;6,86;184,14
2030-01-01 12:00:00;0,0;0,0;0,0;0,0;0,0;262,33;91,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;6,44;0,0;0,0;268,53
2030-01-01 13:00:00;0,0;0,0;0,0;0,0;0,0;257,09;192,86;0,0;0,0;0,0;0,0;0,0;19,03;0,0;0,0;54,43;0,0;24,8;0,0;5,59;0,0;0,0;384,17
2030-01-01 14:00:00;0,0;0,0;0,0;0,0;0,0;269,34;0,0;0,0;0,0;0,0;0,0;0,0;143,49;0,0;0,0;54,43;0,0;24,8;0,0;5,85;0,0;0,0;327,76
2030-01-01 15:00:00;0,0;0,0;0,0;0,0;0,0;281,83;192,86;0,0;0,0;0,0;0,0;0,0;193,28;0,0;0,0;54,43;0,0;24,8;0,0;2,71;0,0;0,0;586,03
2030-01-01 16:00:00;0,0;0,0;0,0;0,0;0,0;277,9;130,83;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,01;0,0;0,0;329,49
2030-01-01 17:00:00;0,0;0,0;0,0;0,0;0,0;264,72;189,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;374,84
2030-01-01 18:00:00;0,0;0,0;0,0;0,0;0,0;280,56;0,0;0,0;0,0;0,0;0,0;35,85;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;237,19
2030-01-01 19:00:00;0,0;0,0;0,0;0,0;0,0;313,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;14,35;219,95
2030-01-01 20:00:00;0,0;0,0;0,0;0,0;0,0;305,27;0,0;0,0;6,34;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;232,38
2030-01-01 21:00:00;0,0;0,0;0,0;0,0;0,0;281,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;107,25;94,94
2030-01-01 22:00:00;0,0;0,0;0,0;0,0;0,0;268,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;155,56;33,75
2030-01-01 23:00:00;0,0;0,0;0,0;0,0;0,0;261,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;161,45;24,8;0,0;0,0;0,0;0,0;21,22
2030-01-02 00:00:00;0,0;0,0;0,0;0,0;0,0;203,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;83,31;24,8;0,0;0,0;0,0;0,0;41,43
2030-01-02 01:00:00;0,0;0,0;0,0;0,0;0,0;204,84;0,0;0,0;0,0;0,0;0,0;0,0;89,38;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;214,99
2030-01-02 02:00:00;0,0;0,0;0,0;0,0;0,0;202,19;192,86;0,0;0,0;0,0;0,0;0,0;190,98;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;506,8
2030-01-02 03:00:00;0,0;0,0;0,0;0,0;0,0;202,46;192,86;0,0;0,0;0,0;0,0;0,0;168,78;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;484,87
2030-01-02 04:00:00;0,0;0,0;0,0;0,0;0,0;204,13;192,86;0,0;109,78;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;715,55
2030-01-02 05:00:00;0,0;0,0;0,0;0,0;0,0;220,44;192,86;0,0;0,0;0,0;0,0;0,0;152,95;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;487,03
2030-01-02 06:00:00;0,0;0,0;0,0;0,0;0,0;231,89;97,47;0,0;0,0;0,0;0,0;0,0;236,35;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;486,48
2030-01-02 07:00:00;0,0;0,0;0,0;0,0;0,0;277,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;36,31;24,8;0,0;0,0;0,0;0,0;161,98
2030-01-02 08:00:00;0,0;0,0;0,0;0,0;0,0;281,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;44,0;158,55
2030-01-02 09:00:00;0,0;0,0;0,0;0,0;0,0;258,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;1,13;0,0;32,0;145,97
2030-01-02 10:00:00;0,0;0,0;0,0;0,0;0,0;245,39;0,0;0,0;19,71;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;3,04;0,0;0,0;182,82
2030-01-02 11:00:00;0,0;0,0;0,0;0,0;0,0;245,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;4,66;0,0;47,23;114,85
2030-01-02 12:00:00;0,0;0,0;0,0;0,0;0,0;246,89;89,03;0,0;0,0;0,0;0,0;1,82;0,0;0,0;0,0;54,43;0,0;24,8;0,0;5,12;0,0;0,0;253,4
2030-01-02 13:00:00;0,0;0,0;0,0;0,0;0,0;242,06;47,42;0,0;0,0;0,0;0,0;0,0;154,02;0,0;0,0;54,43;0,0;24,8;0,0;4,36;0,0;0,0;359,91
2030-01-02 14:00:00;0,0;0,0;0,0;0,0;0,0;243,32;0,0;0,0;0,0;0,0;0,0;20,41;0,0;0,0;0,0;54,43;0,0;24,8;0,0;3,06;0,0;0,0;181,45
2030-01-02 15:00:00;0,0;0,0;0,0;0,0;0,0;248,27;120,76;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;1,11;0,0;0,0;288,69
2030-01-02 16:00:00;0,0;0,0;0,0;0,0;0,0;251,44;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;8,54;24,8;0,0;0,01;0,0;0,0;163,66
2030-01-02 17:00:00;0,0;0,0;0,0;0,0;0,0;250,38;0,0;0,0;5,35;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;176,5
2030-01-02 18:00:00;0,0;0,0;0,0;0,0;0,0;263,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;122,52;24,8;0,0;0,0;0,0;0,0;62,21
2030-01-02 19:00:00;0,0;0,0;0,0;0,0;0,0;307,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;205,8;22,64
2030-01-02 20:00:00;0,0;0,0;0,0;0,0;0,0;317,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;229,35;24,8;0,0;0,0;0,0;0,0;8,89
2030-01-02 21:00:00;0,0;0,0;0,0;0,0;0,0;297,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;216,38;24,8;0,0;0,0;0,0;0,0;1,71
2030-01-02 22:00:00;0,0;0,0;0,0;0,0;0,0;274,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;194,72;24,8;0,0;0,0;0,0;0,0;0,35
2030-01-02 23:00:00;0,0;0,0;0,0;0,0;0,0;262,76;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;183,53;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 00:00:00;0,0;0,0;0,0;0,0;0,0;241,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;162,49;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 01:00:00;0,0;0,0;0,0;0,0;0,0;242,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;163,22;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 02:00:00;0,0;0,0;0,0;0,0;0,0;243,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;164,4;24,8;0,0;0,0;0,0;0,0;0,04
2030-01-03 03:00:00;0,0;0,0;0,0;0,0;0,0;245,77;0,0;0,0;0,0;0,0;0,0;0,0;257,25;0,0;0,0;54,43;423,79;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 04:00:00;0,0;0,0;0,0;0,0;0,0;262,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;183,06;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 05:00:00;0,0;0,0;0,0;0,0;0,0;294,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;215,2;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-03 06:00:00;0,0;0,0;0,0;0,0;0,0;342,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;263,37;24,8;0,0;0,0;0,0;0,0;0,02
2030-01-03 07:00:00;0,0;0,0;0,0;0,0;0,0;410,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;331,16;24,8;0,0;0,0;0,0;0,0;0,27
2030-01-03 08:00:00;0,0;0,0;0,0;0,0;0,0;456,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;88,59;24,8;0,0;0,0;0,0;288,0;0,58
2030-01-03 09:00:00;0,0;0,0;0,0;0,0;0,0;448,88;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;77,31;24,8;0,0;2,69;0,0;288,0;1,66
2030-01-03 10:00:00;0,0;0,0;0,0;0,0;0,0;432,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;336,37;24,8;0,0;4,81;0,0;0,0;12,36
2030-01-03 11:00:00;0,0;0,0;0,0;0,0;0,0;428,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;110,7;24,8;0,0;4,21;0,0;209,66;24,49
2030-01-03 12:00:00;0,0;0,0;0,0;0,0;0,0;414,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,55;24,8;0,0;4,31;0,0;288,0;42,1
2030-01-03 13:00:00;0,0;0,0;0,0;0,0;0,0;395,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;2,95;24,8;0,0;3,32;0,0;288,0;21,96
2030-01-03 14:00:00;0,0;0,0;0,0;0,0;0,0;390,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;300,93;24,8;0,0;2,25;0,0;0,0;8,32
2030-01-03 15:00:00;0,0;0,0;0,0;0,0;0,0;402,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;12,58;24,8;0,0;0,52;0,0;288,0;22,61
2030-01-03 16:00:00;0,0;0,0;0,0;0,0;0,0;409,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;179,83;150,39
2030-01-03 17:00:00;0,0;0,0;0,0;0,0;0,0;394,54;0,0;0,0;36,03;0,0;0,0;0,0;160,06;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;511,4
2030-01-03 18:00:00;0,0;0,0;0,0;0,0;0,0;386,85;0,0;0,0;10,78;0,0;0,0;0,0;212,93;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;531,34
2030-01-03 19:00:00;0,0;0,0;0,0;0,0;0,0;388,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;57,6;252,04
2030-01-03 20:00:00;0,0;0,0;0,0;0,0;0,0;377,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;69,25;24,8;0,0;0,0;0,0;0,0;229,26
2030-01-03 21:00:00;0,0;0,0;0,0;0,0;0,0;348,93;0,0;0,0;0,0;0,0;0,0;0,0;54,85;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;324,56
2030-01-03 22:00:00;0,0;0,0;0,0;0,0;0,0;325,2;0,0;0,0;0,0;0,0;0,0;0,0;38,71;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;284,69
2030-01-03 23:00:00;0,0;0,0;0,0;0,0;0,0;305,35;0,0;0,0;0,0;0,0;0,0;0,0;106,32;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;332,44
2030-01-04 00:00:00;0,0;0,0;0,0;0,0;0,0;254,27;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;186,99;24,8;0,0;0,0;0,0;0,0;276,05
2030-01-04 01:00:00;0,0;0,0;0,0;0,0;0,0;254,5;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;169,0;24,8;0,0;0,0;0,0;0,0;294,27
2030-01-04 02:00:00;0,0;0,0;0,0;0,0;0,0;254,33;58,24;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;521,34
2030-01-04 03:00:00;0,0;0,0;0,0;0,0;0,0;256,28;192,86;72,78;36,41;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;767,11
2030-01-04 04:00:00;0,0;0,0;0,0;0,0;0,0;271,78;192,86;420,73;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1094,15
2030-01-04 05:00:00;0,0;0,0;0,0;0,0;0,0;305,46;95,48;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;609,71
2030-01-04 06:00:00;0,0;0,0;0,0;0,0;0,0;354,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;74,16;24,8;0,0;0,0;0,0;0,0;200,91
2030-01-04 07:00:00;0,0;0,0;0,0;0,0;0,0;423,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;238,22;24,8;0,0;0,0;0,0;0,0;105,88
2030-01-04 08:00:00;0,0;0,0;0,0;0,0;0,0;466,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;282,21;104,79
2030-01-04 09:00:00;0,0;0,0;0,0;0,0;0,0;459,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;28,2;24,8;0,0;2,58;0,0;288,0;61,62
2030-01-04 10:00:00;0,0;0,0;0,0;0,0;0,0;446,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;284,03;24,8;0,0;5,22;0,0;0,0;77,75
2030-01-04 11:00:00;0,0;0,0;0,0;0,0;0,0;444,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;292,07;24,8;0,0;7,74;0,0;0,0;65,8
2030-01-04 12:00:00;0,0;0,0;0,0;0,0;0,0;430,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;213,24;24,8;0,0;9,17;0,0;0,0;128,9
2030-01-04 13:00:00;0,0;0,0;0,0;0,0;0,0;408,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;276,9;24,8;0,0;7,76;0,0;0,0;44,91
2030-01-04 14:00:00;0,0;0,0;0,0;0,0;0,0;407,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;303,73;24,8;0,0;7,4;0,0;0,0;16,96
2030-01-04 15:00:00;0,0;0,0;0,0;0,0;0,0;416,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;320,44;24,8;0,0;2,29;0,0;0,0;14,54
2030-01-04 16:00:00;0,0;0,0;0,0;0,0;0,0;422,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;30,27;24,8;0,0;0,01;0,0;288,0;25,28
2030-01-04 17:00:00;0,0;0,0;0,0;0,0;0,0;406,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;271,5;55,45
2030-01-04 18:00:00;0,0;0,0;0,0;0,0;0,0;393,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;246,88;67,51
2030-01-04 19:00:00;0,0;0,0;0,0;0,0;0,0;394,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;221,53;93,97
2030-01-04 20:00:00;0,0;0,0;0,0;0,0;0,0;387,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;260,11;24,8;0,0;0,0;0,0;0,0;48,24
2030-01-04 21:00:00;0,0;0,0;0,0;0,0;0,0;350,34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;182,65;24,8;0,0;0,0;0,0;0,0;88,47
2030-01-04 22:00:00;0,0;0,0;0,0;0,0;0,0;326,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;164,44;24,8;0,0;0,0;0,0;0,0;83,04
2030-01-04 23:00:00;0,0;0,0;0,0;0,0;0,0;307,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;136,4;24,8;0,0;0,0;0,0;0,0;92,07
2030-01-05 00:00:00;0,0;0,0;0,0;0,0;0,0;271,5;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;89,82;24,8;0,0;0,0;0,0;0,0;390,45
2030-01-05 01:00:00;0,0;0,0;0,0;0,0;0,0;249,47;183,73;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;641,98
2030-01-05 02:00:00;0,0;0,0;0,0;0,0;0,0;245,87;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;32,57;24,8;0,0;0,0;0,0;0,0;422,07
2030-01-05 03:00:00;0,0;0,0;0,0;0,0;0,0;246,12;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;210,51;24,8;0,0;0,0;0,0;0,0;244,37
2030-01-05 04:00:00;0,0;0,0;0,0;0,0;0,0;260,19;123,11;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;592,07
2030-01-05 05:00:00;0,0;0,0;0,0;0,0;0,0;288,66;2,76;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;500,2
2030-01-05 06:00:00;0,0;0,0;0,0;0,0;0,0;323,64;154,73;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;687,14
2030-01-05 07:00:00;0,0;0,0;0,0;0,0;0,0;356,27;0,0;0,0;0,0;0,0;0,0;0,0;39,64;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;316,68
2030-01-05 08:00:00;0,0;0,0;0,0;0,0;0,0;412,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;126,17;207,19
2030-01-05 09:00:00;0,0;0,0;0,0;0,0;0,0;452,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;9,02;0,0;246,82;117,12
2030-01-05 10:00:00;0,0;0,0;0,0;0,0;0,0;464,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;21,24;24,8;0,0;17,9;0,0;288,0;57,74
2030-01-05 11:00:00;0,0;0,0;0,0;0,0;0,0;459,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;19,64;24,8;0,0;24,78;0,0;288,0;48,17
2030-01-05 12:00:00;0,0;0,0;0,0;0,0;0,0;428,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;27,43;0,0;277,85;43,49
2030-01-05 13:00:00;0,0;0,0;0,0;0,0;0,0;408,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;24,91;0,0;203,11;100,82
2030-01-05 14:00:00;0,0;0,0;0,0;0,0;0,0;416,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;98,72;24,8;0,0;18,29;0,0;122,78;97,61
2030-01-05 15:00:00;0,0;0,0;0,0;0,0;0,0;422,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;7,24;0,0;221,6;114,16
2030-01-05 16:00:00;0,0;0,0;0,0;0,0;0,0;419,44;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,01;0,0;68,86;271,34
2030-01-05 17:00:00;0,0;0,0;0,0;0,0;0,0;393,78;0,0;124,8;0,0;0,0;0,0;0,0;98,62;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;537,97
2030-01-05 18:00:00;0,0;0,0;0,0;0,0;0,0;381,27;0,0;213,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;515,82
2030-01-05 19:00:00;0,0;0,0;0,0;0,0;0,0;368,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;78,9;210,57
2030-01-05 20:00:00;0,0;0,0;0,0;0,0;0,0;343,63;0,0;208,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;473,3
2030-01-05 21:00:00;0,0;0,0;0,0;0,0;0,0;309,49;192,86;94,33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;517,46
2030-01-05 22:00:00;0,0;0,0;0,0;0,0;0,0;288,57;189,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;398,42
2030-01-05 23:00:00;0,0;0,0;0,0;0,0;0,0;277,83;192,86;0,0;0,0;0,0;0,0;0,0;196,92;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;588,38
2030-01-06 00:00:00;0,0;0,0;0,0;0,0;0,0;244,61;192,86;432,95;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1079,2
2030-01-06 01:00:00;0,0;0,0;0,0;0,0;0,0;227,34;192,86;539,9;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1168,87
2030-01-06 02:00:00;0,0;0,0;0,0;0,0;0,0;225,54;192,86;541,94;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1169,11
2030-01-06 03:00:00;0,0;0,0;0,0;0,0;0,0;226,65;192,86;512,54;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1140,82
2030-01-06 04:00:00;0,0;0,0;0,0;0,0;0,0;241,35;192,86;427,44;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1070,43
2030-01-06 05:00:00;0,0;0,0;0,0;0,0;0,0;270,87;192,86;330,77;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1003,28
2030-01-06 06:00:00;0,0;0,0;0,0;0,0;0,0;306,79;192,86;349,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1057,43
2030-01-06 07:00:00;0,0;0,0;0,0;0,0;0,0;339,24;192,86;590,65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1043,53
