;('Battery_n', 'Electricity_n');('Biogas_n', 'Electricity_n');('Biomasse_elec_n', 'Electricity_n');('Electricity_n', 'Battery_n');('Electricity_n', 'Electric boiler_n');('Electricity_n', 'Electricity_demand_total_n');('Electricity_n', 'Electrolysis_n');('Electricity_n', 'Export_Electricity_n');('Electricity_n', 'HS<->North');('Electricity_n', 'Heatpump_air_n');('Electricity_n', 'Heatpump_water_n');('Electricity_n', 'North<->Middel');('Electricity_n', 'Pumped_hydro_storage_n');('Electricity_n', 'excess_b_el_n');('Fuelcell_n', 'Electricity_n');('GuD_n', 'Electricity_n');('HS<->North', 'Electricity_n');('Hydro power plant_n', 'Electricity_n');('North<->Middel', 'Electricity_n');('PV_open_n', 'Electricity_n');('PV_rooftop_n', 'Electricity_n');('Pumped_hydro_storage_n', 'Electricity_n');('Wind_n', 'Electricity_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-21 01:00:00;0,0;0,0;0,0;0,0;0,0;227,47;192,86;0,0;0,0;0,0;0,0;0,0;151,33;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;492,43
2030-01-21 02:00:00;0,0;0,0;0,0;0,0;0,0;227,65;192,86;14,12;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;643,41
2030-01-21 03:00:00;0,0;0,0;0,0;0,0;0,0;227,95;192,86;409,62;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1039,2
2030-01-21 04:00:00;0,0;0,0;0,0;0,0;0,0;243,25;192,86;544,97;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1189,85
2030-01-21 05:00:00;0,0;0,0;0,0;0,0;0,0;273,62;192,86;640,0;0,0;0,0;0,0;0,0;173,09;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1200,34
2030-01-21 06:00:00;0,0;0,0;0,0;0,0;0,0;316,57;192,86;640,0;0,0;0,0;0,0;0,0;131,9;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1202,11
2030-01-21 07:00:00;0,0;0,0;0,0;0,0;0,0;383,19;192,86;640,0;0,0;0,0;0,0;71,78;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1208,6
2030-01-21 08:00:00;0,0;0,0;0,0;0,0;0,0;419,77;192,86;640,0;36,6;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 09:00:00;0,0;0,0;0,0;0,0;0,0;412,21;192,86;640,0;46,18;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;2,02;0,0;0,0;1210,0
2030-01-21 10:00:00;0,0;0,0;0,0;0,0;0,0;398,9;192,86;640,0;65,34;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;7,88;0,0;0,0;1210,0
2030-01-21 11:00:00;0,0;0,0;0,0;0,0;0,0;394,46;192,86;640,0;78,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;16,09;0,0;0,0;1210,0
2030-01-21 12:00:00;0,0;0,0;0,0;0,0;0,0;381,14;192,86;640,0;388,18;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;24,96;0,0;288,0;1210,0
2030-01-21 13:00:00;0,0;0,0;0,0;0,0;0,0;363,32;192,86;640,0;117,08;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;24,04;0,0;0,0;1210,0
2030-01-21 14:00:00;0,0;0,0;0,0;0,0;0,0;358,65;192,86;640,0;125,22;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;27,5;0,0;0,0;1210,0
2030-01-21 15:00:00;0,0;0,0;0,0;0,0;0,0;367,25;192,86;640,0;104,24;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;15,13;0,0;0,0;1210,0
2030-01-21 16:00:00;0,0;0,0;0,0;0,0;0,0;375,3;192,86;640,0;81,86;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,8;0,0;0,0;1210,0
2030-01-21 17:00:00;0,0;0,0;0,0;0,0;0,0;360,98;192,86;640,0;95,38;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 18:00:00;0,0;0,0;0,0;0,0;0,0;351,64;192,86;640,0;104,72;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 19:00:00;0,0;0,0;0,0;0,0;0,0;357,75;192,86;640,0;0,0;0,0;0,0;98,61;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 20:00:00;0,0;0,0;0,0;0,0;0,0;351,2;192,86;640,0;105,17;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 21:00:00;0,0;0,0;0,0;0,0;0,0;323,61;192,86;640,0;209,81;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;77,06;1210,0
2030-01-21 22:00:00;0,0;0,0;0,0;0,0;0,0;299,89;192,86;640,0;156,47;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-21 23:00:00;0,0;0,0;0,0;0,0;0,0;279,59;192,86;640,0;176,78;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 00:00:00;0,0;0,0;0,0;0,0;0,0;205,52;192,86;640,0;250,84;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 01:00:00;0,0;0,0;0,0;0,0;0,0;211,86;192,86;596,51;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 02:00:00;0,0;0,0;0,0;0,0;0,0;207,57;192,86;600,8;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 03:00:00;0,0;0,0;0,0;0,0;0,0;207,67;192,86;600,7;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 04:00:00;0,0;0,0;0,0;0,0;0,0;209,26;192,86;599,1;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1210,0
2030-01-22 05:00:00;0,0;0,0;0,0;0,0;0,0;225,56;192,86;575,32;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1202,52
2030-01-22 06:00:00;0,0;0,0;0,0;0,0;0,0;249,78;192,86;319,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;682,53
2030-01-22 07:00:00;0,0;0,0;0,0;0,0;0,0;314,21;158,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;393,57
2030-01-22 08:00:00;0,0;0,0;0,0;0,0;0,0;347,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;103,4;165,24
2030-01-22 09:00:00;0,0;0,0;0,0;0,0;0,0;343,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;1,76;0,0;102,19;160,09
2030-01-22 10:00:00;0,0;0,0;0,0;0,0;0,0;336,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;4,09;0,0;128,4;124,96
2030-01-22 11:00:00;0,0;0,0;0,0;0,0;0,0;336,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;6,37;0,0;191,46;59,53
2030-01-22 12:00:00;0,0;0,0;0,0;0,0;0,0;328,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;8,71;0,0;190,62;50,15
2030-01-22 13:00:00;0,0;0,0;0,0;0,0;0,0;304,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;8,65;0,0;168,37;48,17
2030-01-22 14:00:00;0,0;0,0;0,0;0,0;0,0;280,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;6,29;0,0;147,24;48,0
2030-01-22 15:00:00;0,0;0,0;0,0;0,0;0,0;272,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;3,35;0,0;39,03;151,35
2030-01-22 16:00:00;0,0;0,0;0,0;0,0;0,0;271,78;62,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,27;0,0;0,0;254,83
2030-01-22 17:00:00;0,0;0,0;0,0;0,0;0,0;261,73;192,86;341,67;0,0;0,0;0,0;0,0;6,72;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;723,76
2030-01-22 18:00:00;0,0;0,0;0,0;0,0;0,0;269,73;192,86;640,0;0,0;0,0;0,0;0,0;128,48;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;1151,85
2030-01-22 19:00:00;0,0;0,0;0,0;0,0;0,0;303,33;67,53;640,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;931,63
2030-01-22 20:00:00;0,0;0,0;0,0;0,0;0,0;311,46;192,86;268,66;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;981,76
2030-01-22 21:00:00;0,0;0,0;0,0;0,0;0,0;280,12;192,86;0,0;0,0;0,0;0,0;0,0;211,55;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;605,3
2030-01-22 22:00:00;0,0;0,0;0,0;0,0;0,0;262,55;192,86;0,0;0,0;0,0;0,0;0,0;209,14;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;585,32
2030-01-22 23:00:00;0,0;0,0;0,0;0,0;0,0;242,7;192,86;0,0;0,0;0,0;0,0;0,0;206,49;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;562,83
2030-01-23 00:00:00;0,0;0,0;0,0;0,0;0,0;203,77;192,86;16,46;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;621,87
2030-01-23 01:00:00;0,0;0,0;0,0;0,0;0,0;204,16;107,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;0,0;232,47
2030-01-23 02:00:00;0,0;0,0;0,0;0,0;0,0;200,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;73,11;24,8;0,0;0,0;0,0;0,0;48,44
2030-01-23 03:00:00;0,0;0,0;0,0;0,0;0,0;200,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;37,86;24,8;0,0;0,0;0,0;0,0;83,19
2030-01-23 04:00:00;0,0;0,0;0,0;0,0;0,0;201,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;52,92;24,8;0,0;0,0;0,0;0,0;69,01
2030-01-23 05:00:00;0,0;0,0;0,0;0,0;0,0;216,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;61,18;24,8;0,0;0,0;0,0;0,0;75,81
2030-01-23 06:00:00;0,0;0,0;0,0;0,0;0,0;227,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;111,07;24,8;0,0;0,0;0,0;0,0;37,63
2030-01-23 07:00:00;0,0;0,0;0,0;0,0;0,0;274,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;174,72;24,8;0,0;0,0;0,0;0,0;21,0
2030-01-23 08:00:00;0,0;0,0;0,0;0,0;0,0;277,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;152,6;24,8;0,0;0,0;0,0;0,0;45,41
2030-01-23 09:00:00;0,0;0,0;0,0;0,0;0,0;251,25;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;114,88;24,8;0,0;0,0;0,0;0,0;57,14
2030-01-23 10:00:00;0,0;0,0;0,0;0,0;0,0;241,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;71,62;24,8;0,0;0,41;0,0;0,0;90,1
2030-01-23 11:00:00;0,0;0,0;0,0;0,0;0,0;238,85;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;127,54;24,8;0,0;0,9;0,0;0,0;31,17
2030-01-23 12:00:00;0,0;0,0;0,0;0,0;0,0;234,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;119,67;24,8;0,0;1,11;0,0;0,0;34,92
2030-01-23 13:00:00;0,0;0,0;0,0;0,0;0,0;226,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;99,93;24,8;0,0;1,01;0,0;0,0;46,05
2030-01-23 14:00:00;0,0;0,0;0,0;0,0;0,0;230,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;117,0;24,8;0,0;0,65;0,0;0,0;33,42
2030-01-23 15:00:00;0,0;0,0;0,0;0,0;0,0;235,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;142,08;24,8;0,0;0,18;0,0;0,0;13,59
2030-01-23 16:00:00;0,0;0,0;0,0;0,0;0,0;238,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;152,5;24,8;0,0;0,0;0,0;0,0;7,16
2030-01-23 17:00:00;0,0;0,0;0,0;0,0;0,0;240,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;160,71;24,8;0,0;0,0;0,0;0,0;0,7
2030-01-23 18:00:00;0,0;0,0;0,0;0,0;0,0;256,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;177,05;24,8;0,0;0,0;0,0;0,0;0,03
2030-01-23 19:00:00;0,0;0,0;0,0;0,0;0,0;296,44;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;217,21;0,0
2030-01-23 20:00:00;0,0;0,0;0,0;0,0;0,0;306,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;226,79;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-23 21:00:00;0,0;0,0;0,0;0,0;0,0;276,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;197,47;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-23 22:00:00;0,0;0,0;0,0;0,0;0,0;259,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;179,91;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-23 23:00:00;0,0;0,0;0,0;0,0;0,0;246,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;166,91;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 00:00:00;0,0;0,0;0,0;0,0;0,0;222,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;142,92;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 01:00:00;0,0;0,0;0,0;0,0;0,0;221,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;142,33;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 02:00:00;0,0;0,0;0,0;0,0;0,0;221,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;142,0;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 03:00:00;0,0;0,0;0,0;0,0;0,0;221,91;0,0;0,0;0,0;0,0;0,0;0,0;271,52;0,0;0,0;54,43;414,2;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 04:00:00;0,0;0,0;0,0;0,0;0,0;237,51;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;158,28;24,8;0,0;0,0;0,0;0,0;0,0
2030-01-24 05:00:00;0,0;0,0;0,0;0,0;0,0;269,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;189,76;24,8;0,0;0,0;0,0;0,0;0,06
2030-01-24 06:00:00;0,0;0,0;0,0;0,0;0,0;315,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;235,49;24,8;0,0;0,0;0,0;0,0;0,4
2030-01-24 07:00:00;0,0;0,0;0,0;0,0;0,0;385,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;305,22;24,8;0,0;0,0;0,0;0,0;0,78
2030-01-24 08:00:00;0,0;0,0;0,0;0,0;0,0;428,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;60,29;24,8;0,0;0,0;0,0;288,0;0,85
2030-01-24 09:00:00;0,0;0,0;0,0;0,0;0,0;424,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;343,79;24,8;0,0;1,41;0,0;0,0;0,53
2030-01-24 10:00:00;0,0;0,0;0,0;0,0;0,0;414,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;331,77;24,8;0,0;3,23;0,0;0,0;0,15
2030-01-24 11:00:00;0,0;0,0;0,0;0,0;0,0;414,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;330,66;24,8;0,0;4,61;0,0;0,0;0,0
2030-01-24 12:00:00;0,0;0,0;0,0;0,0;0,0;401,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;317,38;24,8;0,0;5,08;0,0;0,0;0,02
2030-01-24 13:00:00;0,0;0,0;0,0;0,0;0,0;382,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;298,8;24,8;0,0;4,65;0,0;0,0;0,27
2030-01-24 14:00:00;0,0;0,0;0,0;0,0;0,0;379,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;296,4;24,8;0,0;3,4;0,0;0,0;0,46
2030-01-24 15:00:00;0,0;0,0;0,0;0,0;0,0;386,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;303,23;24,8;0,0;1,7;0,0;0,0;2,2
2030-01-24 16:00:00;0,0;0,0;0,0;0,0;0,0;393,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;21,03;24,8;0,0;0,11;0,0;288,0;5,22
2030-01-24 17:00:00;0,0;0,0;0,0;0,0;0,0;377,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;8,4;24,8;0,0;0,0;0,0;288,0;1,59
2030-01-24 18:00:00;0,0;0,0;0,0;0,0;0,0;365,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;284,94;0,93
2030-01-24 19:00:00;0,0;0,0;0,0;0,0;0,0;367,81;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;282,95;5,63
2030-01-24 20:00:00;0,0;0,0;0,0;0,0;0,0;358,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;268,11;24,8;0,0;0,0;0,0;0,0;10,87
2030-01-24 21:00:00;0,0;0,0;0,0;0,0;0,0;322,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;223,95;24,8;0,0;0,0;0,0;0,0;19,61
2030-01-24 22:00:00;0,0;0,0;0,0;0,0;0,0;303,99;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;175,75;24,8;0,0;0,0;0,0;0,0;49,0
2030-01-24 23:00:00;0,0;0,0;0,0;0,0;0,0;284,0;0,0;0,0;0,0;0,0;0,0;0,0;61,86;0,0;0,0;54,43;231,7;24,8;0,0;0,0;0,0;0,0;34,92
2030-01-25 00:00:00;0,0;0,0;0,0;0,0;0,0;226,1;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;387,84;24,8;0,0;0,0;0,0;0,0;47,04
2030-01-25 01:00:00;0,0;0,0;0,0;0,0;0,0;224,77;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;420,8;24,8;0,0;0,0;0,0;0,0;12,74
2030-01-25 02:00:00;0,0;0,0;0,0;0,0;0,0;223,88;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;422,44;24,8;0,0;0,0;0,0;0,0;10,21
2030-01-25 03:00:00;0,0;0,0;0,0;0,0;0,0;224,24;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;430,35;24,8;0,0;0,0;0,0;0,0;2,66
2030-01-25 04:00:00;0,0;0,0;0,0;0,0;0,0;239,78;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;442,68;24,8;0,0;0,0;0,0;0,0;5,88
2030-01-25 05:00:00;0,0;0,0;0,0;0,0;0,0;270,48;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;464,91;24,8;0,0;0,0;0,0;0,0;14,33
2030-01-25 06:00:00;0,0;0,0;0,0;0,0;0,0;316,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;193,07;24,8;0,0;0,0;0,0;0,0;44,37
2030-01-25 07:00:00;0,0;0,0;0,0;0,0;0,0;387,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;262,95;24,8;0,0;0,0;0,0;0,0;45,66
2030-01-25 08:00:00;0,0;0,0;0,0;0,0;0,0;425,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;37,12;24,8;0,0;0,0;0,0;288,0;21,11
2030-01-25 09:00:00;0,0;0,0;0,0;0,0;0,0;419,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;11,68;24,8;0,0;12,79;0,0;288,0;27,89
2030-01-25 10:00:00;0,0;0,0;0,0;0,0;0,0;406,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;13,83;24,8;0,0;16,28;0,0;288,0;8,9
2030-01-25 11:00:00;0,0;0,0;0,0;0,0;0,0;406,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;128,28;24,8;0,0;25,16;0,0;164,13;9,26
2030-01-25 12:00:00;0,0;0,0;0,0;0,0;0,0;393,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;281,47;24,8;0,0;31,19;0,0;0,0;1,48
2030-01-25 13:00:00;0,0;0,0;0,0;0,0;0,0;369,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;256,29;24,8;0,0;29,24;0,0;0,0;4,92
2030-01-25 14:00:00;0,0;0,0;0,0;0,0;0,0;368,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;270,96;24,8;0,0;15,71;0,0;0,0;2,99
2030-01-25 15:00:00;0,0;0,0;0,0;0,0;0,0;377,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;286,27;24,8;0,0;7,75;0,0;0,0;4,7
2030-01-25 16:00:00;0,0;0,0;0,0;0,0;0,0;386,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,77;24,8;0,0;0,15;0,0;288,0;17,89
2030-01-25 17:00:00;0,0;0,0;0,0;0,0;0,0;368,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;272,8;16,29
2030-01-25 18:00:00;0,0;0,0;0,0;0,0;0,0;356,55;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;254,27;23,05
2030-01-25 19:00:00;0,0;0,0;0,0;0,0;0,0;353,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;263,73;24,8;0,0;0,0;0,0;0,0;10,93
2030-01-25 20:00:00;0,0;0,0;0,0;0,0;0,0;342,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;249,45;24,8;0,0;0,0;0,0;0,0;13,8
2030-01-25 21:00:00;0,0;0,0;0,0;0,0;0,0;308,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;215,86;24,8;0,0;0,0;0,0;0,0;13,85
2030-01-25 22:00:00;0,0;0,0;0,0;0,0;0,0;287,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;198,05;24,8;0,0;0,0;0,0;0,0;10,21
2030-01-25 23:00:00;0,0;0,0;0,0;0,0;0,0;267,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;175,55;24,8;0,0;0,0;0,0;0,0;12,38
2030-01-26 00:00:00;0,0;0,0;0,0;0,0;0,0;229,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;145,5;24,8;0,0;0,0;0,0;0,0;4,46
2030-01-26 01:00:00;0,0;0,0;0,0;0,0;0,0;208,29;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;408,2;24,8;0,0;0,0;0,0;0,0;8,86
2030-01-26 02:00:00;0,0;0,0;0,0;0,0;0,0;206,38;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;368,89;24,8;0,0;0,0;0,0;0,0;46,26
2030-01-26 03:00:00;0,0;0,0;0,0;0,0;0,0;207,03;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;347,44;24,8;0,0;0,0;0,0;0,0;68,36
2030-01-26 04:00:00;0,0;0,0;0,0;0,0;0,0;221,81;0,0;0,0;0,0;0,0;0,0;0,0;288,0;0,0;0,0;54,43;416,05;24,8;0,0;0,0;0,0;0,0;14,53
2030-01-26 05:00:00;0,0;0,0;0,0;0,0;0,0;248,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;163,0;24,8;0,0;0,0;0,0;0,0;6,67
2030-01-26 06:00:00;0,0;0,0;0,0;0,0;0,0;281,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;191,74;24,8;0,0;0,0;0,0;0,0;10,87
2030-01-26 07:00:00;0,0;0,0;0,0;0,0;0,0;313,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;82,22;24,8;0,0;0,0;0,0;137,61;14,54
2030-01-26 08:00:00;0,0;0,0;0,0;0,0;0,0;370,83;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;24,8;0,0;0,0;0,0;278,12;13,48
