;('Battery_e', 'Electricity_e');('Biogas_e', 'Electricity_e');('Biomasse_elec_e', 'Electricity_e');('East<->Middel', 'Electricity_e');('Electricity_e', 'Battery_e');('Electricity_e', 'East<->Middel');('Electricity_e', 'Electric boiler_e');('Electricity_e', 'Electricity_demand_total_e');('Electricity_e', 'Electrolysis_e');('Electricity_e', 'Export_Electricity_e');('Electricity_e', 'HS<->East');('Electricity_e', 'Heatpump_air_e');('Electricity_e', 'Heatpump_water_e');('Electricity_e', 'Pumped_hydro_storage_e');('Electricity_e', 'excess_b_el_e');('Fuelcell_e', 'Electricity_e');('GuD_e', 'Electricity_e');('HS<->East', 'Electricity_e');('Hydro power plant_e', 'Electricity_e');('PV_open_e', 'Electricity_e');('PV_rooftop_e', 'Electricity_e');('Pumped_hydro_storage_e', 'Electricity_e');('Wind_e', 'Electricity_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-04-11 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;347,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;231,63;0,0;16,29;0,0;0,0;1,08
2030-04-11 17:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;352,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;7,4;0,0;85,1;1,55
2030-04-11 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;378,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,58;0,0;277,46;1,65
2030-04-11 19:00:00;49,39;0,0;0,0;0,0;0,0;0,0;0,0;440,77;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;288,0;4,43
2030-04-11 20:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;465,33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;198,18;8,89
2030-04-11 21:00:00;46,19;0,0;0,0;0,0;0,0;0,0;0,0;421,26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;267,23;8,89
2030-04-11 22:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;376,26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;106,19;11,8
2030-04-11 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;399,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;297,78;0,0;0,0;0,0;0,0;2,69
2030-04-12 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;321,48;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;220,88;0,0;0,0;0,0;0,0;1,65
2030-04-12 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;319,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;206,75;0,0;0,0;0,0;0,0;13,58
2030-04-12 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;327,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;45,82;0,0;0,0;0,0;0,0;182,69
2030-04-12 03:00:00;0,0;0,0;0,0;0,0;2,51;0,0;0,0;334,13;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;550,86
2030-04-12 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;361,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,55;0,0;0,0;0,0;0,0;0,0;328,65
2030-04-12 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;413,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;68,02;0,0;0,0;0,0;0,0;0,0;345,67
2030-04-12 06:00:00;0,0;0,0;0,0;0,0;52,69;0,0;0,0;493,03;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,62;0,0;0,0;757,32
2030-04-12 07:00:00;49,68;0,0;0,0;0,0;0,0;0,0;0,0;597,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;49,98;0,0;0,0;8,72;0,0;0,0;489,48
2030-04-12 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;646,15;214,22;0,0;0,0;0,0;0,0;260,75;0,0;0,0;0,0;0,0;0,0;15,17;0,0;0,0;1105,94
2030-04-12 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;636,75;214,22;948,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,23;0,0;0,0;1777,35
2030-04-12 10:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;622,89;214,22;561,96;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;26,37;0,0;0,0;1820,0
2030-04-12 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;629,33;214,22;1005,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,36;0,0;0,0;1820,0
2030-04-12 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;619,38;214,22;1011,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,34;0,0;0,0;1820,0
2030-04-12 13:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;589,92;214,22;594,61;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;26,05;0,0;0,0;1820,0
2030-04-12 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;585,07;214,22;595,43;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;22,02;0,0;0,0;1820,0
2030-04-12 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;588,86;214,22;918,98;0,0;0,0;0,0;114,96;0,0;0,0;0,0;0,0;0,0;17,02;0,0;0,0;1820,0
2030-04-12 16:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;593,6;214,22;571,81;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;11,58;0,0;0,0;1815,35
2030-04-12 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;566,12;214,22;1004,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,55;0,0;0,0;1779,09
2030-04-12 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;541,46;214,22;422,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;1177,95
2030-04-12 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;549,14;178,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;727,89
2030-04-12 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;557,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,84;0,0;0,0;0,0;0,0;0,0;552,16
2030-04-12 21:00:00;105,77;0,0;0,0;0,0;0,0;0,0;0,0;504,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;0,0;299,42
2030-04-12 22:00:00;29,02;0,0;0,0;0,0;0,0;0,0;0,0;448,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;0,0;320,71
2030-04-12 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;415,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;129,94;0,0;0,0;0,0;0,0;187,06
2030-04-13 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;367,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;139,47;0,0;0,0;0,0;0,0;129,28
2030-04-13 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;336,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;145,08;0,0;0,0;0,0;0,0;92,09
2030-04-13 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;344,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;171,95;0,0;0,0;0,0;0,0;73,26
2030-04-13 03:00:00;0,0;0,0;0,0;0,0;149,76;0,0;0,0;349,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;211,57;0,0;0,0;0,0;0,0;188,69
2030-04-13 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;378,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;208,93;0,0;0,0;0,0;0,0;70,77
2030-04-13 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;422,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;268,51;0,0;0,0;0,0;0,0;55,07
2030-04-13 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;475,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;309,33;0,0;1,65;0,0;0,0;65,49
2030-04-13 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;532,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;394,32;0,0;4,35;0,0;0,0;34,54
2030-04-13 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;601,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;434,86;0,0;7,62;0,0;0,0;60,15
2030-04-13 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;672,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;539,3;0,0;10,49;0,0;0,0;24,16
2030-04-13 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;700,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;559,57;0,0;12,37;0,0;0,0;29,28
2030-04-13 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;701,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;414,75;0,0;13,41;0,0;153,28;20,63
2030-04-13 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;653,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;529,3;0,0;12,89;0,0;0,0;11,87
2030-04-13 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;619,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;466,19;0,0;12,33;0,0;0,0;42,5
2030-04-13 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;632,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;269,2;0,0;11,72;0,0;0,0;252,31
2030-04-13 15:00:00;44,0;0,0;0,0;0,0;0,0;0,0;0,0;651,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;84,57;0,0;9,2;0,0;288,0;126,98
2030-04-13 16:00:00;109,09;0,0;0,0;0,0;0,0;0,0;0,0;644,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;6,82;0,0;288,0;141,34
2030-04-13 17:00:00;131,29;0,0;0,0;0,0;0,0;0,0;0,0;580,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;3,41;0,0;288,0;58,71
2030-04-13 18:00:00;153,07;0,0;0,0;0,0;0,0;0,0;0,0;561,95;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,38;0,0;288,0;21,56
2030-04-13 19:00:00;136,07;0,0;0,0;0,0;0,0;0,0;0,0;563,76;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;288,0;40,74
2030-04-13 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;553,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;249,92;204,17
2030-04-13 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;496,81;214,22;154,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;865,95
2030-04-13 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;449,3;214,22;1093,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1756,63
2030-04-13 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;433,75;214,22;1100,0;0,0;0,0;0,0;72,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;385,72;214,22;1100,0;0,0;0,0;0,0;120,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 01:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;347,26;214,22;811,21;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 02:00:00;0,0;0,0;0,0;0,0;159,31;59,77;0,0;352,51;214,22;746,19;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 03:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;354,59;214,22;803,88;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 04:00:00;0,0;0,0;0,0;0,0;73,29;0,0;0,0;380,74;214,22;863,76;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 05:00:00;0,0;0,0;0,0;0,0;49,9;0,0;0,0;423,11;214,22;1100,0;0,0;0,0;0,0;32,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-14 06:00:00;0,0;0,0;0,0;0,0;36,12;0,0;0,0;471,85;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,19;0,0;0,0;1820,0
2030-04-14 07:00:00;8,95;0,0;0,0;0,0;0,0;0,0;0,0;520,37;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,64;0,0;0,0;1820,0
2030-04-14 08:00:00;67,23;0,0;0,0;0,0;0,0;0,0;0,0;584,81;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,8;0,0;0,0;1820,0
2030-04-14 09:00:00;148,26;0,0;0,0;0,0;0,0;0,0;0,0;662,74;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;1820,0
2030-04-14 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;683,84;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,15;0,0;163,91;1820,0
2030-04-14 11:00:00;153,34;0,0;0,0;0,0;0,0;0,0;0,0;679,29;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,17;0,0;0,0;1820,0
2030-04-14 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;635,69;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,86;0,0;105,04;1820,0
2030-04-14 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;602,73;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,14;0,0;66,8;1820,0
2030-04-14 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;627,18;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;33,56;0,0;87,83;1820,0
2030-04-14 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;643,64;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,92;0,0;135,9;1799,04
2030-04-14 16:00:00;106,15;0,0;0,0;0,0;0,0;0,0;0,0;627,03;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,64;0,0;0,0;1819,46
2030-04-14 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;572,91;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,78;0,0;58,34;1820,0
2030-04-14 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;546,1;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,78;0,0;38,53;1820,0
2030-04-14 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;543,89;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,11;1820,0
2030-04-14 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;534,15;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,4;1819,97
2030-04-14 21:00:00;89,58;0,0;0,0;0,0;0,0;0,0;0,0;480,95;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;197,36;1508,22
2030-04-14 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;442,45;214,22;765,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1421,95
2030-04-14 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;426,92;214,22;1100,0;0,0;0,0;0,0;43,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1784,41
2030-04-15 00:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;348,75;214,22;742,61;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1752,89
2030-04-15 01:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;344,3;214,22;768,21;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1774,04
2030-04-15 02:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;348,5;214,22;809,98;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-15 03:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;351,68;214,22;806,8;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-15 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;377,07;214,22;1100,0;117,02;0,0;0,0;11,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-15 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;425,57;214,22;1100,0;80,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-15 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;501,8;214,22;1100,0;0,0;0,0;0,0;6,45;0,0;0,0;0,0;0,0;0,0;2,47;0,0;0,0;1820,0
2030-04-15 07:00:00;67,89;0,0;0,0;0,0;0,0;0,0;0,0;611,36;214,22;1067,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,5;0,0;0,0;1820,0
2030-04-15 08:00:00;137,61;0,0;0,0;0,0;0,0;0,0;0,0;651,78;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,39;0,0;0,0;1820,0
2030-04-15 09:00:00;125,31;0,0;0,0;0,0;0,0;0,0;0,0;640,3;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,2;0,0;0,0;1820,0
2030-04-15 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;632,85;214,22;991,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,67;0,0;0,0;1820,0
2030-04-15 11:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;638,39;214,22;340,54;212,96;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;33,41;0,0;0,0;1820,0
2030-04-15 12:00:00;99,33;0,0;0,0;0,0;0,0;0,0;0,0;624,09;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,98;0,0;0,0;1820,0
2030-04-15 13:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;593,25;214,22;443,5;136,55;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;14,82;0,0;0,0;1820,0
2030-04-15 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;585,43;214,22;510,11;78,54;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;15,6;0,0;0,0;1820,0
2030-04-15 15:00:00;128,73;0,0;0,0;0,0;0,0;0,0;0,0;595,73;156,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,81;0,0;75,33;515,67
2030-04-15 16:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;598,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,43;0,0;178,48;242,67
2030-04-15 17:00:00;56,55;0,0;0,0;0,0;0,0;0,0;0,0;569,55;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,22;0,0;0,0;1820,0
2030-04-15 18:00:00;38,34;0,0;0,0;0,0;0,0;0,0;0,0;545,27;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,14;0,0;0,0;1820,0
2030-04-15 19:00:00;47,2;0,0;0,0;0,0;0,0;0,0;0,0;552,99;214,22;1100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1820,0
2030-04-15 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;555,9;214,22;1023,51;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1793,63
2030-04-15 21:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;507,28;214,22;376,5;215,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1473,17
2030-04-15 22:00:00;0,0;0,0;0,0;0,0;159,31;141,97;0,0;450,34;214,22;316,13;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1569,97
2030-04-15 23:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;409,92;214,22;0,0;236,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1020,11
2030-04-16 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;286,51;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,96;238,55
2030-04-16 01:00:00;18,37;0,0;0,0;0,0;0,0;0,0;0,0;288,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;159,02;110,72
2030-04-16 02:00:00;139,02;0,0;0,0;0,0;0,0;0,0;0,0;292,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;153,04
2030-04-16 03:00:00;151,09;0,0;0,0;0,0;0,0;0,0;0,0;289,05;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;137,96
2030-04-16 04:00:00;114,64;0,0;0,0;0,0;0,0;0,0;0,0;292,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177,81
2030-04-16 05:00:00;36,64;0,0;0,0;0,0;0,0;0,0;0,0;314,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;277,85
2030-04-16 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;360,38;49,83;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,61;0,0;0,0;406,61
2030-04-16 07:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;472,44;214,22;0,0;5,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,23;0,0;0,0;840,91
2030-04-16 08:00:00;0,0;0,0;0,0;0,0;159,31;34,64;0,0;528,51;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,67;0,0;0,0;916,01
2030-04-16 09:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;519,83;214,22;213,95;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;26,45;0,0;0,0;1368,85
2030-04-16 10:00:00;0,0;0,0;0,0;0,0;32,91;0,0;0,0;522,55;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,56;0,0;0,0;739,12
2030-04-16 11:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;522,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;33,13;0,0;180,86;50,32
2030-04-16 12:00:00;86,6;0,0;0,0;0,0;0,0;0,0;0,0;511,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;34,18;0,0;288,0;3,39
2030-04-16 13:00:00;50,51;0,0;0,0;0,0;0,0;0,0;0,0;475,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;27,28;0,0;288,0;10,99
2030-04-16 14:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;433,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;1,04;0,0;22,18;0,0;109,49;42,45
2030-04-16 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;407,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;255,98;0,0;18,1;0,0;0,0;34,58
2030-04-16 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;395,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;251,91;0,0;9,74;0,0;0,0;34,4
2030-04-16 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;386,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;3,76;0,0;230,79;52,53
2030-04-16 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;393,29;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;1,02;0,0;226,94;66,38
2030-04-16 19:00:00;21,32;0,0;0,0;0,0;0,0;0,0;0,0;450,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;288,0;42,26
2030-04-16 20:00:00;39,91;0,0;0,0;0,0;0,0;0,0;0,0;477,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;231,12;107,37
2030-04-16 21:00:00;0,0;0,0;0,0;0,0;88,02;0,0;0,0;430,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;0,0;419,53
2030-04-16 22:00:00;135,79;0,0;0,0;0,0;0,0;0,0;0,0;400,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;0,0;165,44
