;('Battery_e', 'Electricity_e');('Biogas_e', 'Electricity_e');('Biomasse_elec_e', 'Electricity_e');('East<->Middel', 'Electricity_e');('Electricity_e', 'Battery_e');('Electricity_e', 'East<->Middel');('Electricity_e', 'Electric boiler_e');('Electricity_e', 'Electricity_demand_total_e');('Electricity_e', 'Electrolysis_e');('Electricity_e', 'Export_Electricity_e');('Electricity_e', 'HS<->East');('Electricity_e', 'Heatpump_air_e');('Electricity_e', 'Heatpump_water_e');('Electricity_e', 'Pumped_hydro_storage_e');('Electricity_e', 'excess_b_el_e');('Fuelcell_e', 'Electricity_e');('GuD_e', 'Electricity_e');('HS<->East', 'Electricity_e');('Hydro power plant_e', 'Electricity_e');('PV_open_e', 'Electricity_e');('PV_rooftop_e', 'Electricity_e');('Pumped_hydro_storage_e', 'Electricity_e');('Wind_e', 'Electricity_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-05-25 21:00:00;158,88;0,0;0,0;0,0;0,0;0,0;0,0;464,34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;288,0;17,46
2030-05-25 22:00:00;93,89;0,0;0,0;0,0;0,0;0,0;0,0;421,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;288,0;39,52
2030-05-25 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;391,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;319,88;0,0;0,0;0,0;0,0;71,3
2030-05-26 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;350,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;203,47;0,0;0,0;0,0;0,0;146,74
2030-05-26 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;307,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;168,66;0,0;0,0;0,0;0,0;139,01
2030-05-26 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;304,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,4;0,0;0,0;0,0;0,0;270,5
2030-05-26 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;312,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;234,65;0,0;0,0;0,0;0,0;78,22
2030-05-26 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;344,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;335,76;0,0;0,0;0,0;0,0;8,94
2030-05-26 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;374,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;370,39;0,0;0,11;0,0;0,0;4,43
2030-05-26 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;414,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;406,47;0,0;0,58;0,0;0,0;7,07
2030-05-26 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;450,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;419,1;0,0;1,33;0,0;0,0;30,45
2030-05-26 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;512,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;431,28;0,0;1,84;0,0;0,0;79,19
2030-05-26 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;598,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;338,6;0,0;2,35;0,0;0,0;257,48
2030-05-26 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;627,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;254,8;0,0;2,77;0,0;0,0;369,84
2030-05-26 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;627,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;84,49;0,0;2,96;0,0;0,0;539,7
2030-05-26 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;599,31;214,22;0,0;0,0;0,0;0,0;65,68;0,0;0,0;0,0;0,0;0,0;3,05;0,0;0,0;876,16
2030-05-26 13:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;569,79;214,22;218,98;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;2,85;0,0;0,0;1447,44
2030-05-26 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;581,97;214,22;0,0;0,0;0,0;0,0;288,0;0,0;0,0;0,0;365,79;0,0;2,54;0,0;0,0;875,16
2030-05-26 15:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;600,65;214,22;304,27;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;2,09;0,0;0,0;1564,36
2030-05-26 16:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;588,47;214,22;510,25;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;1,53;0,0;0,0;1758,72
2030-05-26 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;542,19;214,22;753,99;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,94;0,0;0,0;1509,55
2030-05-26 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;516,09;214,22;190,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,38;0,0;0,0;920,78
2030-05-26 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;512,99;214,22;132,64;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;859,8
2030-05-26 20:00:00;7,9;0,0;0,0;0,0;0,0;0,0;0,0;485,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;477,13
2030-05-26 21:00:00;156,55;0,0;0,0;0,0;0,0;0,0;0,0;435,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;279,29
2030-05-26 22:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;407,34;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,03;170,0
2030-05-26 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;382,42;141,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;523,62
2030-05-27 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;306,16;129,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;435,17
2030-05-27 01:00:00;54,56;0,0;0,0;0,0;0,0;0,0;0,0;298,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;243,55
2030-05-27 02:00:00;89,32;0,0;0,0;0,0;0,0;0,0;0,0;296,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,19;177,52
2030-05-27 03:00:00;105,87;0,0;0,0;0,0;0,0;0,0;0,0;303,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;197,19
2030-05-27 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;333,51;75,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;409,41
2030-05-27 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;372,92;162,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,97;0,0;0,0;534,41
2030-05-27 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;453,63;172,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,32;0,0;0,0;624,93
2030-05-27 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;539,08;75,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,25;0,0;0,0;612,94
2030-05-27 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;577,33;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,35;0,0;70,78;502,21
2030-05-27 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;589,49;157,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,33;0,0;0,0;740,06
2030-05-27 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;584,75;59,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,25;0,0;0,0;632,75
2030-05-27 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;586,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,99;0,0;11,79;0,0;0,0;534,26
2030-05-27 12:00:00;0,0;0,0;0,0;0,0;44,52;0,0;0,0;578,74;214,22;0,0;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;21,94;0,0;0,0;1103,54
2030-05-27 13:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;549,49;214,22;340,9;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;18,89;0,0;0,0;1533,02
2030-05-27 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;549,7;214,22;520,63;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;17,0;0,0;0,0;1714,86
2030-05-27 15:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;572,27;214,22;317,01;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;13,27;0,0;0,0;1537,53
2030-05-27 16:00:00;0,0;0,0;0,0;0,0;114,79;0,0;0,0;571,98;214,22;0,0;0,0;0,0;0,0;156,7;0,0;0,0;0,0;0,0;0,0;9,13;0,0;0,0;1048,56
2030-05-27 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;539,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;85,9;0,0;6,47;0,0;133,83;214,7
2030-05-27 18:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;516,06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;3,13;0,0;199,25;55,41
2030-05-27 19:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;513,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,76;0,0;172,55;81,7
2030-05-27 20:00:00;95,59;0,0;0,0;0,0;0,0;0,0;0,0;500,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;142,03;164,19
2030-05-27 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;450,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;148,27;203,63
2030-05-27 22:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;409,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;40,91;110,4
2030-05-27 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;373,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;318,37;0,0;0,0;0,0;0,0;54,71
2030-05-28 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;270,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;102,28;0,0;0,0;0,0;0,0;168,38
2030-05-28 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;274,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;188,67;0,0;0,0;0,0;0,0;85,48
2030-05-28 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;276,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;243,63;0,0;0,0;0,0;0,0;32,57
2030-05-28 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;279,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;270,51;0,0;0,0;0,0;0,0;8,77
2030-05-28 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;287,42;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;257,88;0,0;0,0;0,0;0,0;29,55
2030-05-28 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;305,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,92;0,0;2,19;0,0;0,0;238,07
2030-05-28 06:00:00;0,0;0,0;0,0;7,39;159,31;0,0;0,0;358,96;115,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;619,74
2030-05-28 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;442,04;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;197,15;0,0;13,52;0,0;0,0;231,36
2030-05-28 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;475,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;295,37;0,0;17,56;0,0;0,0;162,39
2030-05-28 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;477,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;317,81;0,0;21,03;0,0;0,0;139,01
2030-05-28 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;469,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;151,19;0,0;24,64;0,0;0,0;293,53
2030-05-28 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;469,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;263,47;0,0;28,48;0,0;0,0;177,85
2030-05-28 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;457,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;354,01;0,0;34,24;0,0;0,0;68,88
2030-05-28 13:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;418,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;518,89;0,0;32,58;0,0;0,0;26,8
2030-05-28 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;375,72;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;653,38;0,0;29,13;0,0;0,0;66,73
2030-05-28 15:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;353,71;214,22;0,0;0,0;0,0;0,0;288,0;0,0;0,0;0,0;930,46;0,0;21,88;0,0;0,0;62,89
2030-05-28 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;342,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;273,0;0,0;17,44;0,0;0,0;51,78
2030-05-28 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;329,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;311,83;0,0;11,5;0,0;0,0;5,81
2030-05-28 18:00:00;95,59;0,0;0,0;0,0;0,0;0,0;0,0;333,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;3,97;0,0;134,72;0,14
2030-05-28 19:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;380,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,93;0,0;120,83;0,0
2030-05-28 20:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;419,18;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;160,92;0,0
2030-05-28 21:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;382,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;124,05;0,0
2030-05-28 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;347,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;347,56;0,0;0,0;0,0;0,0;0,0
2030-05-28 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;313,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;313,78;0,0;0,0;0,0;0,0;0,03
2030-05-29 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;252,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;251,62;0,0;0,0;0,0;0,0;0,91
2030-05-29 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;249,96;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;249,7;0,0;0,0;0,0;0,0;0,26
2030-05-29 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;250,65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;250,53;0,0;0,0;0,0;0,0;0,13
2030-05-29 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;253,75;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;253,63;0,0;0,0;0,0;0,0;0,13
2030-05-29 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;258,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;257,57;0,0;0,0;0,0;0,0;0,5
2030-05-29 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;267,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;265,13;0,0;1,71;0,0;0,0;0,31
2030-05-29 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;312,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;307,1;0,0;4,33;0,0;0,0;1,36
2030-05-29 07:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;373,58;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;736,57;0,0;8,53;0,0;0,0;2,0
2030-05-29 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;337,78;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;299,04;0,0;10,43;0,0;0,0;28,3
2030-05-29 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;319,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;241,67;0,0;14,48;0,0;0,0;63,54
2030-05-29 10:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;313,2;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;569,97;0,0;16,18;0,0;0,0;100,57
2030-05-29 11:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;311,29;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;581,62;0,0;14,61;0,0;0,0;88,58
2030-05-29 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;319,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;175,73;0,0;14,72;0,0;0,0;128,68
2030-05-29 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;307,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;198,28;0,0;10,08;0,0;0,0;99,22
2030-05-29 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;307,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,95;0,0;8,3;0,0;0,0;209,2
2030-05-29 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;315,75;27,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,45;0,0;0,0;338,41
2030-05-29 16:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;321,44;214,22;0,0;0,0;0,0;0,0;79,96;0,0;0,0;0,0;0,0;0,0;2,76;0,0;0,0;772,16
2030-05-29 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;315,9;144,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,91;0,0;0,0;458,0
2030-05-29 18:00:00;141,56;0,0;0,0;0,0;0,0;0,0;0,0;321,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,46;0,0;0,0;179,45
2030-05-29 19:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;371,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,07;0,0;59,17;53,88
2030-05-29 20:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;401,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,95;0,0;0,0;0,0;0,0;78,79;64,61
2030-05-29 21:00:00;111,66;0,0;0,0;0,0;0,0;0,0;0,0;374,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;262,55
2030-05-29 22:00:00;1,67;0,0;0,0;0,0;0,0;0,0;0,0;355,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;197,47;0,0;0,0;0,0;0,0;155,99
2030-05-29 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;301,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,51;0,0;0,0;0,0;0,0;301,18
2030-05-30 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;269,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;51,31;0,0;0,0;0,0;0,0;218,1
2030-05-30 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;237,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;138,15;0,0;0,0;0,0;0,0;99,82
2030-05-30 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;237,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;100,32;0,0;0,0;0,0;0,0;137,26
2030-05-30 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;240,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,78;0,0;0,0;0,0;0,0;148,37
2030-05-30 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;246,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;202,0;0,0;0,0;0,0;0,0;44,23
2030-05-30 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;251,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;213,51;0,0;2,33;0,0;0,0;35,29
2030-05-30 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;260,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;193,09;0,0;8,44;0,0;0,0;59,3
2030-05-30 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;273,86;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;199,09;0,0;17,84;0,0;0,0;56,93
2030-05-30 08:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;276,49;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;602,03;0,0;28,46;0,0;0,0;19,53
2030-05-30 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;336,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;296,51;0,0;36,32;0,0;0,0;3,31
2030-05-30 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;369,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;324,28;0,0;40,5;0,0;0,0;4,43
2030-05-30 11:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;352,12;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;673,33;0,0;43,67;0,0;0,0;8,64
2030-05-30 12:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;340,17;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;618,12;0,0;43,46;0,0;0,0;52,11
2030-05-30 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;335,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;211,09;0,0;40,44;0,0;0,0;83,9
2030-05-30 14:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;344,7;214,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;528,79;0,0;37,03;0,0;0,0;152,4
2030-05-30 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;354,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;75,45;0,0;29,24;0,0;0,0;249,85
2030-05-30 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;336,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;157,51;0,0;20,59;0,0;0,0;158,82
2030-05-30 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;305,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;202,49;0,0;12,0;0,0;0,0;90,63
2030-05-30 18:00:00;95,59;0,0;0,0;0,0;0,0;0,0;0,0;322,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;219,58;0,0;3,46;0,0;0,0;3,68
2030-05-30 19:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;372,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,94;0,0;212,06;0,0
2030-05-30 20:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;380,56;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;221,12;0,13
2030-05-30 21:00:00;159,31;0,0;0,0;0,0;0,0;0,0;0,0;350,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;189,08;2,34
2030-05-30 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;346,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;305,97;0,0;0,0;0,0;0,0;40,33
2030-05-30 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;372,57;117,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;490,17
2030-05-31 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;315,45;214,22;0,0;49,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;579,55
2030-05-31 01:00:00;0,0;0,0;0,0;0,0;132,63;0,0;0,0;312,25;214,22;0,0;0,0;0,0;0,0;201,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;861,0
2030-05-31 02:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;314,86;214,22;454,5;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1430,89
2030-05-31 03:00:00;0,0;0,0;0,0;0,0;159,31;0,0;0,0;323,42;214,22;279,19;0,0;0,0;0,0;288,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1264,13
2030-05-31 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;357,05;214,22;0,0;0,0;0,0;0,0;274,04;0,0;0,0;0,0;0,0;0,0;0,09;0,0;0,0;845,21
