;('Biogas_e', 'District heating_e');('Biomasse_heat_e', 'District heating_e');('District heating_e', 'Heat storage_e');('District heating_e', 'Heat_demand_total_e');('District heating_e', 'excess_b_distheat_e');('Electric boiler_e', 'District heating_e');('GuD_e', 'District heating_e');('Heat storage_e', 'District heating_e');('Heatpump_air_e', 'District heating_e');('Heatpump_water_e', 'District heating_e');('ST_e', 'District heating_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-02-22 01:00:00;0,0;0,0;32,44;62,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 02:00:00;0,0;0,0;25,88;68,67;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 03:00:00;0,0;0,0;21,5;73,05;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 04:00:00;0,0;0,0;17,19;77,36;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 05:00:00;0,0;0,0;13,34;81,21;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 06:00:00;0,0;0,0;9,99;84,56;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 07:00:00;0,0;0,0;7,92;86,64;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 08:00:00;0,0;0,0;8,47;86,08;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 09:00:00;0,0;0,0;8,97;85,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 10:00:00;0,0;0,0;11,45;83,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 11:00:00;0,0;0,0;15,52;79,03;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 12:00:00;0,0;0,0;18,24;76,31;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 13:00:00;0,0;0,0;18,68;75,87;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 14:00:00;0,0;0,0;17,16;77,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 15:00:00;0,0;0,0;16,07;78,48;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 16:00:00;0,0;0,0;16,59;77,96;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 17:00:00;0,0;0,0;14,21;80,34;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 18:00:00;0,0;0,0;12,25;82,3;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 19:00:00;0,0;0,0;9,75;84,81;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 20:00:00;0,0;0,0;7,48;87,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 21:00:00;0,0;0,0;4,73;89,83;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 22:00:00;0,0;0,0;1,85;92,7;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-22 23:00:00;0,0;0,0;0,0;95,26;0,0;0,0;94,55;0,71;0,0;0,0;0,0
2030-02-23 00:00:00;0,0;0,0;0,0;96,2;0,0;0,0;94,55;1,64;0,0;0,0;0,0
2030-02-23 01:00:00;0,0;0,0;0,0;96,95;0,0;0,0;94,55;2,4;0,0;0,0;0,0
2030-02-23 02:00:00;0,0;0,0;0,0;97,15;0,0;0,0;94,55;2,6;0,0;0,0;0,0
2030-02-23 03:00:00;0,0;0,0;0,0;98,0;0,0;0,0;0,0;98,0;0,0;0,0;0,0
2030-02-23 04:00:00;0,0;0,0;0,0;98,0;0,0;0,0;0,0;98,0;0,0;0,0;0,0
2030-02-23 05:00:00;0,0;0,0;0,0;98,27;0,0;0,0;94,55;3,72;0,0;0,0;0,0
2030-02-23 06:00:00;0,0;0,0;0,0;98,09;0,0;0,0;94,55;3,53;0,0;0,0;0,0
2030-02-23 07:00:00;0,0;0,0;0,0;98,63;0,0;0,0;94,55;4,07;0,0;0,0;0,0
2030-02-23 08:00:00;0,0;0,0;0,0;97,55;0,0;0,0;94,55;2,99;0,0;0,0;0,0
2030-02-23 09:00:00;0,0;0,0;0,0;95,05;0,0;0,0;94,55;0,5;0,0;0,0;0,0
2030-02-23 10:00:00;0,0;0,0;1,89;92,67;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 11:00:00;0,0;0,0;3,64;90,92;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 12:00:00;0,0;0,0;5,44;89,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 13:00:00;0,0;0,0;6,87;87,68;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 14:00:00;0,0;0,0;7,47;87,09;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 15:00:00;0,0;0,0;7,94;86,61;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 16:00:00;0,0;0,0;7,5;87,05;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 17:00:00;0,0;0,0;6,48;88,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 18:00:00;0,0;0,0;4,85;89,7;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 19:00:00;0,0;0,0;4,25;90,3;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 20:00:00;0,0;0,0;3,63;90,92;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-23 21:00:00;0,0;0,0;0,0;95,25;0,0;0,0;94,55;0,7;0,0;0,0;0,0
2030-02-23 22:00:00;0,0;0,0;0,0;95,11;0,0;0,0;94,55;0,55;0,0;0,0;0,0
2030-02-23 23:00:00;0,0;0,0;0,0;95,14;0,0;0,0;94,55;0,59;0,0;0,0;0,0
2030-02-24 00:00:00;0,0;0,0;0,0;96,27;0,0;0,0;94,55;1,72;0,0;0,0;0,0
2030-02-24 01:00:00;0,0;0,0;0,0;97,86;0,0;0,0;94,55;3,3;0,0;0,0;0,0
2030-02-24 02:00:00;0,0;0,0;0,0;99,12;0,0;0,0;94,55;4,56;0,0;0,0;0,0
2030-02-24 03:00:00;0,0;0,0;0,0;100,39;0,0;0,0;94,55;5,84;0,0;0,0;0,0
2030-02-24 04:00:00;0,0;0,0;0,0;101,68;0,0;0,0;94,55;7,13;0,0;0,0;0,0
2030-02-24 05:00:00;0,0;0,0;0,0;102,57;0,0;0,0;94,55;8,02;0,0;0,0;0,0
2030-02-24 06:00:00;0,0;0,0;0,0;103,42;0,0;0,0;94,55;8,86;0,0;0,0;0,0
2030-02-24 07:00:00;0,0;0,0;0,0;103,4;0,0;0,0;94,55;8,85;0,0;0,0;0,0
2030-02-24 08:00:00;0,0;0,0;0,0;100,79;0,0;0,0;94,55;6,24;0,0;0,0;0,0
2030-02-24 09:00:00;0,0;0,0;0,0;98,19;0,0;0,0;94,55;3,64;0,0;0,0;0,0
2030-02-24 10:00:00;0,0;0,0;0,0;95,31;0,0;0,0;94,55;0,75;0,0;0,0;0,0
2030-02-24 11:00:00;0,0;0,0;1,94;92,61;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 12:00:00;0,0;0,0;3,94;90,61;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 13:00:00;0,0;0,0;5,53;89,02;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 14:00:00;0,0;0,0;6,67;87,89;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 15:00:00;0,0;0,0;6,89;87,67;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 16:00:00;0,0;0,0;5,7;88,86;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 17:00:00;0,0;0,0;2,57;91,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 18:00:00;0,0;0,0;2,3;92,25;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 19:00:00;0,0;0,0;0,03;94,53;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-24 20:00:00;0,0;0,0;0,0;96,19;0,0;0,0;94,55;1,64;0,0;0,0;0,0
2030-02-24 21:00:00;0,0;0,0;0,0;98,33;0,0;0,0;94,55;3,78;0,0;0,0;0,0
2030-02-24 22:00:00;0,0;0,0;0,0;100,17;0,0;0,0;94,55;5,62;0,0;0,0;0,0
2030-02-24 23:00:00;0,0;0,0;0,0;102,87;0,0;0,0;94,55;8,32;0,0;0,0;0,0
2030-02-25 00:00:00;0,0;0,0;0,0;105,7;0,0;0,0;94,55;11,14;0,0;0,0;0,0
2030-02-25 01:00:00;0,0;0,0;0,0;107,39;0,0;0,0;94,55;12,84;0,0;0,0;0,0
2030-02-25 02:00:00;0,0;0,0;0,0;109,43;0,0;0,0;94,55;14,88;0,0;0,0;0,0
2030-02-25 03:00:00;0,0;0,0;0,0;110,64;0,0;0,0;0,0;110,64;0,0;0,0;0,0
2030-02-25 04:00:00;0,0;0,0;0,0;112,16;0,0;0,0;0,0;112,16;0,0;0,0;0,0
2030-02-25 05:00:00;0,0;0,0;0,0;113,24;0,0;0,0;94,55;18,69;0,0;0,0;0,0
2030-02-25 06:00:00;0,0;0,0;0,0;114,24;0,0;0,0;94,55;19,68;0,0;0,0;0,0
2030-02-25 07:00:00;0,0;0,0;0,0;114,85;0,0;0,0;94,55;20,3;0,0;0,0;0,0
2030-02-25 08:00:00;0,0;0,0;0,0;115,47;0,0;0,0;94,55;20,92;0,0;0,0;0,0
2030-02-25 09:00:00;0,0;0,0;0,0;116,61;0,0;0,0;94,55;22,06;0,0;0,0;0,0
2030-02-25 10:00:00;0,0;0,0;0,0;116,13;0,0;0,0;94,55;21,58;0,0;0,0;0,0
2030-02-25 11:00:00;0,0;0,0;0,0;113,46;0,0;0,0;94,55;18,91;0,0;0,0;0,0
2030-02-25 12:00:00;0,0;0,0;0,0;111,45;0,0;0,0;94,55;16,9;0,0;0,0;0,0
2030-02-25 13:00:00;0,0;0,0;0,0;103,31;0,0;0,0;94,55;8,76;0,0;0,0;0,0
2030-02-25 14:00:00;0,0;0,0;0,0;98,97;0,0;0,0;94,55;4,42;0,0;0,0;0,0
2030-02-25 15:00:00;0,0;0,0;0,0;95,3;0,0;0,0;94,55;0,74;0,0;0,0;0,0
2030-02-25 16:00:00;0,0;0,0;3,21;91,34;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-25 17:00:00;0,0;0,0;1,52;93,03;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-25 18:00:00;0,0;0,0;1,15;93,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-25 19:00:00;0,0;0,0;0,18;94,37;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-25 20:00:00;0,0;0,0;0,0;95,13;0,0;0,0;94,55;0,58;0,0;0,0;0,0
2030-02-25 21:00:00;0,0;0,0;0,0;96,42;0,0;0,0;94,55;1,86;0,0;0,0;0,0
2030-02-25 22:00:00;0,0;0,0;0,0;97,84;0,0;0,0;94,55;3,29;0,0;0,0;0,0
2030-02-25 23:00:00;0,0;0,0;0,0;98,97;0,0;0,0;94,55;4,42;0,0;0,0;0,0
2030-02-26 00:00:00;0,0;0,0;0,0;100,56;0,0;0,0;94,55;6,01;0,0;0,0;0,0
2030-02-26 01:00:00;0,0;0,0;0,0;101,82;0,0;0,0;94,55;7,26;0,0;0,0;0,0
2030-02-26 02:00:00;0,0;0,0;0,0;103,09;0,0;0,0;94,55;8,54;0,0;0,0;0,0
2030-02-26 03:00:00;0,0;0,0;0,0;104,38;0,0;0,0;94,55;9,83;0,0;0,0;0,0
2030-02-26 04:00:00;0,0;0,0;0,0;105,27;0,0;0,0;94,55;10,71;0,0;0,0;0,0
2030-02-26 05:00:00;0,0;0,0;0,0;105,7;0,0;0,0;94,55;11,15;0,0;0,0;0,0
2030-02-26 06:00:00;0,0;0,0;0,0;106,46;0,0;0,0;94,55;11,91;0,0;0,0;0,0
2030-02-26 07:00:00;0,0;0,0;0,0;106,89;0,0;0,0;94,55;12,34;0,0;0,0;0,0
2030-02-26 08:00:00;0,0;0,0;0,0;103,64;0,0;0,0;94,55;9,09;0,0;0,0;0,0
2030-02-26 09:00:00;0,0;0,0;0,0;97,28;0,0;0,0;94,55;2,73;0,0;0,0;0,0
2030-02-26 10:00:00;0,0;0,0;4,43;90,13;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 11:00:00;0,0;0,0;13,05;81,51;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 12:00:00;0,0;0,0;18,46;76,09;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 13:00:00;0,0;0,0;19,84;74,71;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 14:00:00;0,0;0,0;18,93;75,62;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 15:00:00;0,0;0,0;18,73;75,83;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 16:00:00;0,0;0,0;19,07;75,48;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 17:00:00;0,0;0,0;16,71;77,85;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 18:00:00;0,0;0,0;14,23;80,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 19:00:00;0,0;0,0;11,44;83,11;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 20:00:00;0,0;0,0;8,01;86,55;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 21:00:00;0,0;0,0;4,74;89,82;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 22:00:00;0,0;0,0;1,32;93,24;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-26 23:00:00;0,0;0,0;0,0;96,78;0,0;0,0;94,55;2,22;0,0;0,0;0,0
2030-02-27 00:00:00;0,0;0,0;0,0;100,82;0,0;0,0;94,55;6,27;0,0;0,0;0,0
2030-02-27 01:00:00;0,0;0,0;0,0;105,41;0,0;0,0;94,55;10,86;0,0;0,0;0,0
2030-02-27 02:00:00;0,0;0,0;0,0;109,74;0,0;0,0;94,55;15,19;0,0;0,0;0,0
2030-02-27 03:00:00;0,0;0,0;0,0;112,91;0,0;0,0;94,55;18,36;0,0;0,0;0,0
2030-02-27 04:00:00;0,0;0,0;0,0;115,99;0,0;0,0;94,55;21,44;0,0;0,0;0,0
2030-02-27 05:00:00;0,0;0,0;0,0;118,58;0,0;0,0;94,55;24,03;0,0;0,0;0,0
2030-02-27 06:00:00;0,0;0,0;0,0;121,06;0,0;0,0;94,55;26,51;0,0;0,0;0,0
2030-02-27 07:00:00;0,0;0,0;0,0;122,72;0,0;0,0;94,55;28,17;0,0;0,0;0,0
2030-02-27 08:00:00;0,0;0,0;0,0;121,84;0,0;0,0;94,55;27,29;0,0;0,0;0,0
2030-02-27 09:00:00;0,0;0,0;0,0;121,53;0,0;0,0;94,55;26,98;0,0;0,0;0,0
2030-02-27 10:00:00;0,0;0,0;0,0;116,73;0,0;0,0;94,55;22,18;0,0;0,0;0,0
2030-02-27 11:00:00;0,0;0,0;0,0;110,98;0,0;0,0;94,55;16,43;0,0;0,0;0,0
2030-02-27 12:00:00;0,0;0,0;0,0;103,93;0,0;0,0;94,55;9,38;0,0;0,0;0,0
2030-02-27 13:00:00;0,0;0,0;0,0;101,4;0,0;0,0;94,55;6,85;0,0;0,0;0,0
2030-02-27 14:00:00;0,0;0,0;0,0;103,69;0,0;0,0;94,55;9,13;0,0;0,0;0,0
2030-02-27 15:00:00;0,0;0,0;0,0;107,27;0,0;0,0;94,55;12,71;0,0;0,0;0,0
2030-02-27 16:00:00;0,0;0,0;0,0;106,77;0,0;0,0;94,55;12,22;0,0;0,0;0,0
2030-02-27 17:00:00;0,0;0,0;0,0;109,18;0,0;0,0;94,55;14,63;0,0;0,0;0,0
2030-02-27 18:00:00;0,0;0,0;0,0;109,1;0,0;0,0;94,55;14,55;0,0;0,0;0,0
2030-02-27 19:00:00;0,0;0,0;0,0;108,91;0,0;0,0;94,55;14,35;0,0;0,0;0,0
2030-02-27 20:00:00;0,0;0,0;0,0;108,62;0,0;0,0;94,55;14,06;0,0;0,0;0,0
2030-02-27 21:00:00;0,0;0,0;0,0;108,25;0,0;0,0;94,55;13,7;0,0;0,0;0,0
2030-02-27 22:00:00;0,0;0,0;0,0;107,83;0,0;0,0;94,55;13,28;0,0;0,0;0,0
2030-02-27 23:00:00;0,0;0,0;0,0;107,36;0,0;0,0;0,0;107,36;0,0;0,0;0,0
2030-02-28 00:00:00;0,0;0,0;0,0;106,44;0,0;0,0;0,0;106,44;0,0;0,0;0,0
2030-02-28 01:00:00;0,0;0,0;0,0;105,43;0,0;0,0;0,0;105,43;0,0;0,0;0,0
2030-02-28 02:00:00;0,0;0,0;0,0;103,95;0,0;0,0;0,0;103,95;0,0;0,0;0,0
2030-02-28 03:00:00;0,0;0,0;0,0;103,18;0,0;0,0;0,0;103,18;0,0;0,0;0,0
2030-02-28 04:00:00;0,0;0,0;0,0;102,44;0,0;0,0;0,0;102,44;0,0;0,0;0,0
2030-02-28 05:00:00;0,0;0,0;0,0;101,71;0,0;0,0;0,0;101,71;0,0;0,0;0,0
2030-02-28 06:00:00;0,0;0,0;0,0;100,98;0,0;0,0;94,55;6,43;0,0;0,0;0,0
2030-02-28 07:00:00;0,0;0,0;0,0;99,96;0,0;0,0;94,55;5,4;0,0;0,0;0,0
2030-02-28 08:00:00;0,0;0,0;0,93;93,62;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 09:00:00;0,0;0,0;7,43;87,12;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 10:00:00;0,0;0,0;13,9;80,66;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 11:00:00;0,0;0,0;21,09;73,47;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 12:00:00;0,0;0,0;26,68;67,87;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 13:00:00;0,0;0,0;30,85;63,7;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 14:00:00;0,0;0,0;30,68;63,87;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 15:00:00;0,0;0,0;29,91;64,64;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 16:00:00;0,0;0,0;30,87;63,68;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 17:00:00;0,0;0,0;29,11;65,44;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 18:00:00;0,0;0,0;30,13;64,42;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 19:00:00;0,0;0,0;32,04;62,52;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 20:00:00;0,0;0,0;33,69;60,87;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 21:00:00;0,0;0,0;35,82;58,74;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 22:00:00;0,0;0,0;38,06;56,49;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-02-28 23:00:00;0,0;0,0;39,98;54,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 00:00:00;0,0;0,0;40,34;54,21;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 01:00:00;0,0;0,0;40,87;53,68;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 02:00:00;0,0;0,0;41,3;53,25;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 03:00:00;0,0;0,0;41,64;52,91;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 04:00:00;0,0;0,0;41,92;52,63;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 05:00:00;0,0;0,0;42,15;52,41;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 06:00:00;0,0;0,0;42,33;52,22;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 07:00:00;0,0;0,0;43,28;51,27;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 08:00:00;0,0;0,0;46,66;47,89;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 09:00:00;0,0;0,0;42,47;52,08;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 10:00:00;0,0;0,0;45,26;49,29;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 11:00:00;0,0;0,0;49,74;44,81;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 12:00:00;0,0;0,0;53,76;40,79;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 13:00:00;0,0;0,0;57,89;36,66;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 14:00:00;0,0;0,0;58,71;35,84;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 15:00:00;0,0;0,0;62,38;32,17;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 16:00:00;0,0;0,0;68,48;26,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 17:00:00;0,0;0,0;67,86;26,69;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 18:00:00;0,0;0,0;67,2;27,35;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 19:00:00;0,0;0,0;66,95;27,61;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 20:00:00;0,0;0,0;66,61;27,94;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 21:00:00;0,0;0,0;65,8;28,76;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 22:00:00;0,0;0,0;65,29;29,26;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-01 23:00:00;0,0;0,0;64,34;30,21;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 00:00:00;0,0;0,0;63,32;31,24;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 01:00:00;0,0;0,0;62,64;31,91;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 02:00:00;0,0;0,0;61,55;33,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 03:00:00;0,0;0,0;61,24;33,31;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 04:00:00;0,0;0,0;60,57;33,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 05:00:00;0,0;0,0;60,32;34,23;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 06:00:00;0,0;0,0;60,11;34,44;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 07:00:00;0,0;0,0;60,77;33,78;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 08:00:00;0,0;0,0;66,87;27,69;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 09:00:00;0,0;0,0;72,61;21,95;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 10:00:00;0,0;0,0;82,04;12,51;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 11:00:00;0,0;0,0;87,54;7,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 12:00:00;0,0;0,0;90,23;4,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 13:00:00;0,0;0,0;89,13;5,42;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 14:00:00;0,0;0,0;88,16;6,4;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 15:00:00;0,0;0,0;86,41;8,14;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 16:00:00;0,0;0,0;84,33;10,22;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 17:00:00;0,0;0,0;81,57;12,98;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 18:00:00;0,0;0,0;79,39;15,16;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 19:00:00;0,0;0,0;77,11;17,45;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 20:00:00;0,0;0,0;74,74;19,81;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 21:00:00;0,0;0,0;72,32;22,24;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 22:00:00;0,0;0,0;69,84;24,71;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-02 23:00:00;0,0;0,0;0,0;27,65;0,0;0,0;0,0;27,65;0,0;0,0;0,0
2030-03-03 00:00:00;0,0;0,0;0,0;31,9;0,0;0,0;0,0;31,9;0,0;0,0;0,0
2030-03-03 01:00:00;0,0;0,0;0,0;36,37;0,0;0,0;0,0;36,37;0,0;0,0;0,0
2030-03-03 02:00:00;0,0;0,0;0,0;41,43;0,0;0,0;0,0;41,43;0,0;0,0;0,0
2030-03-03 03:00:00;0,0;0,0;0,0;45,04;0,0;0,0;0,0;45,04;0,0;0,0;0,0
2030-03-03 04:00:00;0,0;0,0;38,31;48,19;0,0;0,0;86,49;0,0;0,0;0,0;0,0
2030-03-03 05:00:00;0,0;0,0;0,0;50,84;0,0;0,0;0,0;50,84;0,0;0,0;0,0
2030-03-03 06:00:00;0,0;0,0;42,01;52,54;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 07:00:00;0,0;0,0;42,84;51,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 08:00:00;0,0;0,0;49,22;45,33;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 09:00:00;0,0;0,0;54,36;40,19;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 10:00:00;0,0;0,0;54,58;39,97;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 11:00:00;0,0;0,0;55,26;39,29;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 12:00:00;0,0;0,0;57,41;37,14;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 13:00:00;0,0;0,0;60,83;33,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 14:00:00;0,0;0,0;63,07;31,48;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 15:00:00;0,0;0,0;62,54;32,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 16:00:00;0,0;0,0;62,04;32,51;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 17:00:00;0,0;0,0;58,83;35,72;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 18:00:00;0,0;0,0;55,93;38,63;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 19:00:00;0,0;0,0;52,8;41,75;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 20:00:00;0,0;0,0;49,5;45,06;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 21:00:00;0,0;0,0;46,05;48,5;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 22:00:00;0,0;0,0;42,49;52,07;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-03-03 23:00:00;0,0;0,0;0,0;55,72;0,0;0,0;0,0;55,72;0,0;0,0;0,0
2030-03-04 00:00:00;0,0;0,0;0,0;58,22;0,0;0,0;0,0;58,22;0,0;0,0;0,0
2030-03-04 01:00:00;0,0;0,0;0,0;61,03;0,0;0,0;0,0;61,03;0,0;0,0;0,0
