;('Biogas_e', 'District heating_e');('Biomasse_heat_e', 'District heating_e');('District heating_e', 'Heat storage_e');('District heating_e', 'Heat_demand_total_e');('District heating_e', 'excess_b_distheat_e');('Electric boiler_e', 'District heating_e');('GuD_e', 'District heating_e');('Heat storage_e', 'District heating_e');('Heatpump_air_e', 'District heating_e');('Heatpump_water_e', 'District heating_e');('ST_e', 'District heating_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-05-24 21:00:00;0,0;0,0;0,0;49,96;0,0;0,0;0,0;49,96;0,0;0,0;0,0
2030-05-24 22:00:00;0,0;0,0;0,0;52,06;0,0;0,0;20,64;31,42;0,0;0,0;0,0
2030-05-24 23:00:00;0,0;0,0;0,0;54,68;0,0;0,0;0,0;54,68;0,0;0,0;0,0
2030-05-25 00:00:00;0,0;0,0;0,0;55,39;0,0;0,0;0,0;55,39;0,0;0,0;0,0
2030-05-25 01:00:00;0,0;0,0;0,0;55,55;0,0;0,0;0,0;55,55;0,0;0,0;0,0
2030-05-25 02:00:00;0,0;0,0;0,0;56,37;0,0;0,0;0,0;56,37;0,0;0,0;0,0
2030-05-25 03:00:00;0,0;0,0;0,0;56,75;0,0;0,0;0,0;56,75;0,0;0,0;0,0
2030-05-25 04:00:00;0,0;0,0;0,0;56,24;0,0;0,0;0,0;56,24;0,0;0,0;0,0
2030-05-25 05:00:00;0,0;0,0;0,0;52,9;0,0;0,0;0,0;52,9;0,0;0,0;0,0
2030-05-25 06:00:00;0,0;0,0;0,0;51,05;0,0;0,0;0,0;51,05;0,0;0,0;0,0
2030-05-25 07:00:00;0,0;0,0;0,0;46,86;0,0;0,0;0,0;46,86;0,0;0,0;0,0
2030-05-25 08:00:00;0,0;0,0;0,0;41,88;0,0;0,0;0,0;41,88;0,0;0,0;0,0
2030-05-25 09:00:00;0,0;0,0;0,0;36,45;0,0;0,0;0,0;36,45;0,0;0,0;0,0
2030-05-25 10:00:00;0,0;0,0;0,0;32,15;0,0;0,0;0,0;32,15;0,0;0,0;0,0
2030-05-25 11:00:00;0,0;0,0;0,0;28,6;0,0;0,0;0,0;28,6;0,0;0,0;0,0
2030-05-25 12:00:00;0,0;0,0;67,36;27,19;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-25 13:00:00;0,0;0,0;0,0;27,7;0,0;0,0;5,2;22,5;0,0;0,0;0,0
2030-05-25 14:00:00;0,0;0,0;0,0;29,46;0,0;0,0;0,0;29,46;0,0;0,0;0,0
2030-05-25 15:00:00;0,0;0,0;0,0;29,18;0,0;0,0;0,0;29,18;0,0;0,0;0,0
2030-05-25 16:00:00;0,0;0,0;0,0;28,9;0,0;0,0;0,0;28,9;0,0;0,0;0,0
2030-05-25 17:00:00;0,0;0,0;0,0;30,4;0,0;0,0;0,0;30,4;0,0;0,0;0,0
2030-05-25 18:00:00;0,0;0,0;0,0;31,7;0,0;0,0;0,0;31,7;0,0;0,0;0,0
2030-05-25 19:00:00;0,0;0,0;0,0;33,96;0,0;0,0;0,0;33,96;0,0;0,0;0,0
2030-05-25 20:00:00;0,0;0,0;0,0;35,61;0,0;0,0;8,34;27,27;0,0;0,0;0,0
2030-05-25 21:00:00;0,0;0,0;0,0;37,75;0,0;0,0;0,0;37,75;0,0;0,0;0,0
2030-05-25 22:00:00;0,0;0,0;0,0;39,58;0,0;0,0;0,0;39,58;0,0;0,0;0,0
2030-05-25 23:00:00;0,0;0,0;0,0;41,86;0,0;0,0;0,0;41,86;0,0;0,0;0,0
2030-05-26 00:00:00;0,0;0,0;0,0;43,4;0,0;0,0;0,0;43,4;0,0;0,0;0,0
2030-05-26 01:00:00;0,0;0,0;0,0;45,72;0,0;0,0;0,0;45,72;0,0;0,0;0,0
2030-05-26 02:00:00;0,0;0,0;0,0;47,29;0,0;0,0;0,0;47,29;0,0;0,0;0,0
2030-05-26 03:00:00;0,0;0,0;0,0;48,82;0,0;0,0;0,0;48,82;0,0;0,0;0,0
2030-05-26 04:00:00;0,0;0,0;0,0;48,67;0,0;0,0;0,0;48,67;0,0;0,0;0,0
2030-05-26 05:00:00;0,0;0,0;0,0;39,56;0,0;0,0;0,0;39,56;0,0;0,0;0,0
2030-05-26 06:00:00;0,0;0,0;0,0;28,49;0,0;0,0;0,0;28,49;0,0;0,0;0,0
2030-05-26 07:00:00;0,0;0,0;0,0;20,17;0,0;0,0;0,0;20,17;0,0;0,0;0,0
2030-05-26 08:00:00;0,0;0,0;0,0;14,97;0,0;0,0;0,0;14,97;0,0;0,0;0,0
2030-05-26 09:00:00;0,0;0,0;0,0;7,98;0,0;0,0;0,0;7,98;0,0;0,0;0,0
2030-05-26 10:00:00;0,0;0,0;0,0;6,97;0,0;0,0;0,0;6,97;0,0;0,0;0,0
2030-05-26 11:00:00;0,0;0,0;0,0;6,07;0,0;0,0;0,0;6,07;0,0;0,0;0,0
2030-05-26 12:00:00;0,0;0,0;0,0;9,15;0,0;0,0;0,0;9,15;0,0;0,0;0,0
2030-05-26 13:00:00;0,0;0,0;0,0;9,68;0,0;0,0;0,0;9,68;0,0;0,0;0,0
2030-05-26 14:00:00;0,0;0,0;0,0;9,01;0,0;0,0;0,0;9,01;0,0;0,0;0,0
2030-05-26 15:00:00;0,0;0,0;0,0;5,63;0,0;0,0;0,0;5,63;0,0;0,0;0,0
2030-05-26 16:00:00;0,0;0,0;0,0;7,12;0,0;0,0;0,0;7,12;0,0;0,0;0,0
2030-05-26 17:00:00;0,0;0,0;0,0;7,94;0,0;0,0;0,0;7,94;0,0;0,0;0,0
2030-05-26 18:00:00;0,0;0,0;0,0;9,49;0,0;0,0;0,0;9,49;0,0;0,0;0,0
2030-05-26 19:00:00;0,0;0,0;0,0;13,31;0,0;0,0;0,0;13,31;0,0;0,0;0,0
2030-05-26 20:00:00;0,0;0,0;0,0;17,76;0,0;0,0;0,0;17,76;0,0;0,0;0,0
2030-05-26 21:00:00;0,0;0,0;0,0;21,84;0,0;0,0;0,0;21,84;0,0;0,0;0,0
2030-05-26 22:00:00;0,0;0,0;0,0;26,05;0,0;0,0;0,0;26,05;0,0;0,0;0,0
2030-05-26 23:00:00;0,0;0,0;0,0;30,36;0,0;0,0;0,0;30,36;0,0;0,0;0,0
2030-05-27 00:00:00;0,0;0,0;0,0;32,27;0,0;0,0;0,0;32,27;0,0;0,0;0,0
2030-05-27 01:00:00;0,0;0,0;0,0;33,53;0,0;0,0;0,0;33,53;0,0;0,0;0,0
2030-05-27 02:00:00;0,0;0,0;0,0;34,96;0,0;0,0;0,0;34,96;0,0;0,0;0,0
2030-05-27 03:00:00;0,0;0,0;0,0;35,83;0,0;0,0;0,0;35,83;0,0;0,0;0,0
2030-05-27 04:00:00;0,0;0,0;0,0;35,71;0,0;0,0;0,0;35,71;0,0;0,0;0,0
2030-05-27 05:00:00;0,0;0,0;0,0;32,88;0,0;0,0;0,0;32,88;0,0;0,0;0,0
2030-05-27 06:00:00;0,0;0,0;0,0;28,56;0,0;0,0;0,0;28,56;0,0;0,0;0,0
2030-05-27 07:00:00;0,0;0,0;0,0;23,51;0,0;0,0;0,0;23,51;0,0;0,0;0,0
2030-05-27 08:00:00;0,0;0,0;0,0;18,4;0,0;0,0;0,0;18,4;0,0;0,0;0,0
2030-05-27 09:00:00;0,0;0,0;0,0;15,09;0,0;0,0;0,0;15,09;0,0;0,0;0,0
2030-05-27 10:00:00;0,0;0,0;0,0;11,32;0,0;0,0;0,0;11,32;0,0;0,0;0,0
2030-05-27 11:00:00;0,0;0,0;0,0;5,13;0,0;0,0;0,0;5,13;0,0;0,0;0,0
2030-05-27 12:00:00;0,0;0,0;0,0;1,87;0,0;0,0;0,0;1,87;0,0;0,0;0,0
2030-05-27 13:00:00;0,0;0,0;0,0;0,59;0,0;0,0;0,0;0,59;0,0;0,0;0,0
2030-05-27 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-27 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-27 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-27 17:00:00;0,0;0,0;94,55;0,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 18:00:00;0,0;0,0;94,55;0,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 19:00:00;0,0;0,0;94,55;0,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 20:00:00;0,0;0,0;94,55;0,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 21:00:00;0,0;0,0;94,55;0,0;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 22:00:00;0,0;0,0;93,55;1,01;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-27 23:00:00;0,0;0,0;0,0;5,93;0,0;0,0;0,0;5,93;0,0;0,0;0,0
2030-05-28 00:00:00;0,0;0,0;0,0;17,82;0,0;0,0;0,0;17,82;0,0;0,0;0,0
2030-05-28 01:00:00;0,0;0,0;0,0;30,71;0,0;0,0;0,0;30,71;0,0;0,0;0,0
2030-05-28 02:00:00;0,0;0,0;0,0;39,05;0,0;0,0;0,0;39,05;0,0;0,0;0,0
2030-05-28 03:00:00;0,0;0,0;0,0;46,83;0,0;0,0;0,0;46,83;0,0;0,0;0,0
2030-05-28 04:00:00;0,0;0,0;0,0;50,85;0,0;0,0;0,0;50,85;0,0;0,0;0,0
2030-05-28 05:00:00;0,0;0,0;0,0;47,9;0,0;0,0;0,0;47,9;0,0;0,0;0,0
2030-05-28 06:00:00;0,0;0,0;0,0;42,7;0,0;0,0;0,0;42,7;0,0;0,0;0,0
2030-05-28 07:00:00;0,0;0,0;0,0;36,7;0,0;0,0;0,0;36,7;0,0;0,0;0,0
2030-05-28 08:00:00;0,0;0,0;0,0;30,04;0,0;0,0;0,0;30,04;0,0;0,0;0,0
2030-05-28 09:00:00;0,0;0,0;0,0;24,41;0,0;0,0;0,0;24,41;0,0;0,0;0,0
2030-05-28 10:00:00;0,0;0,0;0,0;17,38;0,0;0,0;0,0;17,38;0,0;0,0;0,0
2030-05-28 11:00:00;0,0;0,0;0,0;8,63;0,0;0,0;0,0;8,63;0,0;0,0;0,0
2030-05-28 12:00:00;0,0;0,0;0,0;4,15;0,0;0,0;0,0;4,15;0,0;0,0;0,0
2030-05-28 13:00:00;0,0;0,0;0,0;2,23;0,0;0,0;0,0;2,23;0,0;0,0;0,0
2030-05-28 14:00:00;0,0;0,0;0,0;1,43;0,0;0,0;0,0;1,43;0,0;0,0;0,0
2030-05-28 15:00:00;0,0;0,0;0,0;0,78;0,0;0,0;0,0;0,78;0,0;0,0;0,0
2030-05-28 16:00:00;0,0;0,0;0,0;0,22;0,0;0,0;0,0;0,22;0,0;0,0;0,0
2030-05-28 17:00:00;0,0;0,0;0,0;0,48;0,0;0,0;0,0;0,48;0,0;0,0;0,0
2030-05-28 18:00:00;0,0;0,0;93,13;1,42;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-28 19:00:00;0,0;0,0;90,68;3,88;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-28 20:00:00;0,0;0,0;86,06;8,49;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-28 21:00:00;0,0;0,0;77,86;16,69;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-28 22:00:00;0,0;0,0;0,0;25,53;0,0;0,0;0,0;25,53;0,0;0,0;0,0
2030-05-28 23:00:00;0,0;0,0;0,0;34,21;0,0;0,0;0,0;34,21;0,0;0,0;0,0
2030-05-29 00:00:00;0,0;0,0;0,0;39,61;0,0;0,0;0,0;39,61;0,0;0,0;0,0
2030-05-29 01:00:00;0,0;0,0;0,0;45,03;0,0;0,0;0,0;45,03;0,0;0,0;0,0
2030-05-29 02:00:00;0,0;0,0;0,0;48,96;0,0;0,0;0,0;48,96;0,0;0,0;0,0
2030-05-29 03:00:00;0,0;0,0;0,0;52,1;0,0;0,0;0,0;52,1;0,0;0,0;0,0
2030-05-29 04:00:00;0,0;0,0;0,0;53,67;0,0;0,0;0,0;53,67;0,0;0,0;0,0
2030-05-29 05:00:00;0,0;0,0;0,0;48,87;0,0;0,0;0,0;48,87;0,0;0,0;0,0
2030-05-29 06:00:00;0,0;0,0;0,0;42,26;0,0;0,0;0,0;42,26;0,0;0,0;0,0
2030-05-29 07:00:00;0,0;0,0;0,0;35,2;0,0;0,0;0,0;35,2;0,0;0,0;0,0
2030-05-29 08:00:00;0,0;0,0;0,0;27,38;0,0;0,0;0,0;27,38;0,0;0,0;0,0
2030-05-29 09:00:00;0,0;0,0;0,0;21,98;0,0;0,0;0,0;21,98;0,0;0,0;0,0
2030-05-29 10:00:00;0,0;0,0;0,0;15,77;0,0;0,0;0,0;15,77;0,0;0,0;0,0
2030-05-29 11:00:00;0,0;0,0;0,0;7,2;0,0;0,0;0,0;7,2;0,0;0,0;0,0
2030-05-29 12:00:00;0,0;0,0;0,0;2,79;0,0;0,0;0,0;2,79;0,0;0,0;0,0
2030-05-29 13:00:00;0,0;0,0;0,0;1,32;0,0;0,0;0,0;1,32;0,0;0,0;0,0
2030-05-29 14:00:00;0,0;0,0;0,0;0,44;0,0;0,0;0,0;0,44;0,0;0,0;0,0
2030-05-29 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-29 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-29 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-29 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-05-29 19:00:00;0,0;0,0;94,28;0,27;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-29 20:00:00;0,0;0,0;92,82;1,73;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-05-29 21:00:00;0,0;0,0;0,0;4,25;0,0;0,0;0,0;4,25;0,0;0,0;0,0
2030-05-29 22:00:00;0,0;0,0;0,0;9,23;0,0;0,0;0,0;9,23;0,0;0,0;0,0
2030-05-29 23:00:00;0,0;0,0;0,0;16,75;0,0;0,0;0,0;16,75;0,0;0,0;0,0
2030-05-30 00:00:00;0,0;0,0;0,0;21,71;0,0;0,0;0,0;21,71;0,0;0,0;0,0
2030-05-30 01:00:00;0,0;0,0;0,0;26,24;0,0;0,0;0,0;26,24;0,0;0,0;0,0
2030-05-30 02:00:00;0,0;0,0;0,0;30,02;0,0;0,0;0,0;30,02;0,0;0,0;0,0
2030-05-30 03:00:00;0,0;0,0;0,0;33,04;0,0;0,0;0,0;33,04;0,0;0,0;0,0
2030-05-30 04:00:00;0,0;0,0;0,0;34,51;0,0;0,0;0,0;34,51;0,0;0,0;0,0
2030-05-30 05:00:00;0,0;0,0;0,0;33,51;0,0;0,0;0,0;33,51;0,0;0,0;0,0
2030-05-30 06:00:00;0,0;0,0;0,0;32,33;0,0;0,0;0,0;32,33;0,0;0,0;0,0
2030-05-30 07:00:00;0,0;0,0;0,0;30,83;0,0;0,0;0,0;30,83;0,0;0,0;0,0
2030-05-30 08:00:00;0,0;0,0;0,0;30,74;0,0;0,0;0,0;30,74;0,0;0,0;0,0
2030-05-30 09:00:00;0,0;0,0;0,0;29,49;0,0;0,0;0,0;29,49;0,0;0,0;0,0
2030-05-30 10:00:00;0,0;0,0;0,0;26,86;0,0;0,0;0,0;26,86;0,0;0,0;0,0
2030-05-30 11:00:00;0,0;0,0;0,0;21,05;0,0;0,0;0,0;21,05;0,0;0,0;0,0
2030-05-30 12:00:00;0,0;0,0;0,0;16,57;0,0;0,0;0,0;16,57;0,0;0,0;0,0
2030-05-30 13:00:00;0,0;0,0;0,0;17,29;0,0;0,0;0,0;17,29;0,0;0,0;0,0
2030-05-30 14:00:00;0,0;0,0;0,0;17,11;0,0;0,0;0,0;17,11;0,0;0,0;0,0
2030-05-30 15:00:00;0,0;0,0;0,0;16,25;0,0;0,0;0,0;16,25;0,0;0,0;0,0
2030-05-30 16:00:00;0,0;0,0;0,0;12,75;0,0;0,0;0,0;12,75;0,0;0,0;0,0
2030-05-30 17:00:00;0,0;0,0;0,0;11,9;0,0;0,0;0,0;11,9;0,0;0,0;0,0
2030-05-30 18:00:00;0,0;0,0;0,0;12,99;0,0;0,0;0,0;12,99;0,0;0,0;0,0
2030-05-30 19:00:00;0,0;0,0;0,0;13,96;0,0;0,0;0,0;13,96;0,0;0,0;0,0
2030-05-30 20:00:00;0,0;0,0;0,0;16,68;0,0;0,0;0,0;16,68;0,0;0,0;0,0
2030-05-30 21:00:00;0,0;0,0;0,0;22,41;0,0;0,0;0,0;22,41;0,0;0,0;0,0
2030-05-30 22:00:00;0,0;0,0;0,0;28,72;0,0;0,0;0,0;28,72;0,0;0,0;0,0
2030-05-30 23:00:00;0,0;0,0;0,0;35,51;0,0;0,0;0,0;35,51;0,0;0,0;0,0
2030-05-31 00:00:00;0,0;0,0;0,0;41,85;0,0;0,0;0,0;41,85;0,0;0,0;0,0
2030-05-31 01:00:00;0,0;0,0;0,0;48,81;0,0;0,0;0,0;48,81;0,0;0,0;0,0
2030-05-31 02:00:00;0,0;0,0;0,0;53,1;0,0;0,0;0,0;53,1;0,0;0,0;0,0
2030-05-31 03:00:00;0,0;0,0;0,0;57,21;0,0;0,0;0,0;57,21;0,0;0,0;0,0
2030-05-31 04:00:00;0,0;0,0;0,0;59,54;0,0;0,0;0,0;59,54;0,0;0,0;0,0
2030-05-31 05:00:00;0,0;0,0;0,0;59,89;0,0;0,0;0,0;59,89;0,0;0,0;0,0
2030-05-31 06:00:00;0,0;0,0;0,0;59,38;0,0;0,0;0,0;59,38;0,0;0,0;0,0
2030-05-31 07:00:00;0,0;0,0;0,0;58,53;0,0;0,0;0,0;58,53;0,0;0,0;0,0
2030-05-31 08:00:00;0,0;0,0;0,0;57,41;0,0;0,0;0,0;57,41;0,0;0,0;0,0
2030-05-31 09:00:00;0,0;0,0;0,0;57,06;0,0;0,0;0,0;57,06;0,0;0,0;0,0
2030-05-31 10:00:00;0,0;0,0;0,0;54,54;0,0;0,0;0,0;54,54;0,0;0,0;0,0
2030-05-31 11:00:00;0,0;0,0;0,0;50,55;0,0;0,0;0,0;50,55;0,0;0,0;0,0
2030-05-31 12:00:00;0,0;0,0;0,0;47,62;0,0;0,0;0,0;47,62;0,0;0,0;0,0
2030-05-31 13:00:00;0,0;0,0;0,0;47,02;0,0;0,0;0,0;47,02;0,0;0,0;0,0
2030-05-31 14:00:00;0,0;0,0;0,0;48,4;0,0;0,0;0,0;48,4;0,0;0,0;0,0
2030-05-31 15:00:00;0,0;0,0;0,0;48,08;0,0;0,0;0,0;48,08;0,0;0,0;0,0
2030-05-31 16:00:00;0,0;0,0;0,0;45,2;0,0;0,0;0,0;45,2;0,0;0,0;0,0
2030-05-31 17:00:00;0,0;0,0;0,0;45,44;0,0;0,0;0,0;45,44;0,0;0,0;0,0
2030-05-31 18:00:00;0,0;0,0;0,0;46,86;0,0;0,0;0,0;46,86;0,0;0,0;0,0
2030-05-31 19:00:00;0,0;0,0;0,0;49,75;0,0;0,0;0,0;49,75;0,0;0,0;0,0
2030-05-31 20:00:00;0,0;0,0;0,0;51,76;0,0;0,0;0,0;51,76;0,0;0,0;0,0
2030-05-31 21:00:00;0,0;0,0;0,0;51,84;0,0;0,0;0,0;51,84;0,0;0,0;0,0
2030-05-31 22:00:00;0,0;0,0;0,0;51,78;0,0;0,0;0,0;51,78;0,0;0,0;0,0
2030-05-31 23:00:00;0,0;0,0;0,0;52,01;0,0;0,0;0,0;52,01;0,0;0,0;0,0
2030-06-01 00:00:00;0,0;0,0;0,0;50,06;0,0;0,0;0,0;50,06;0,0;0,0;0,0
2030-06-01 01:00:00;0,0;0,0;0,0;47,88;0,0;0,0;0,0;47,88;0,0;0,0;0,0
2030-06-01 02:00:00;0,0;0,0;0,0;46,29;0,0;0,0;0,0;46,29;0,0;0,0;0,0
2030-06-01 03:00:00;0,0;0,0;0,0;45,04;0,0;0,0;0,0;45,04;0,0;0,0;0,0
2030-06-01 04:00:00;0,0;0,0;0,0;43,76;0,0;0,0;0,0;43,76;0,0;0,0;0,0
2030-06-01 05:00:00;0,0;0,0;0,0;39,89;0,0;0,0;0,0;39,89;0,0;0,0;0,0
2030-06-01 06:00:00;0,0;0,0;0,0;33,86;0,0;0,0;0,0;33,86;0,0;0,0;0,0
2030-06-01 07:00:00;0,0;0,0;0,0;27,99;0,0;0,0;0,0;27,99;0,0;0,0;0,0
2030-06-01 08:00:00;0,0;0,0;0,0;23,18;0,0;0,0;0,0;23,18;0,0;0,0;0,0
2030-06-01 09:00:00;0,0;0,0;0,0;17,72;0,0;0,0;0,0;17,72;0,0;0,0;0,0
2030-06-01 10:00:00;0,0;0,0;0,0;13,1;0,0;0,0;0,0;13,1;0,0;0,0;0,0
2030-06-01 11:00:00;0,0;0,0;61,8;8,32;0,0;0,0;70,11;0,0;0,0;0,0;0,0
2030-06-01 12:00:00;0,0;0,0;70,39;5,09;0,0;0,0;75,47;0,0;0,0;0,0;0,0
2030-06-01 13:00:00;0,0;0,0;0,0;2,95;0,0;0,0;0,0;2,95;0,0;0,0;0,0
2030-06-01 14:00:00;0,0;0,0;80,21;1,68;0,0;0,0;81,89;0,0;0,0;0,0;0,0
2030-06-01 15:00:00;0,0;0,0;54,42;1,27;0,0;0,0;55,69;0,0;0,0;0,0;0,0
2030-06-01 16:00:00;0,0;0,0;0,0;1,6;0,0;0,0;0,0;1,6;0,0;0,0;0,0
2030-06-01 17:00:00;0,0;0,0;0,0;1,96;0,0;0,0;0,0;1,96;0,0;0,0;0,0
2030-06-01 18:00:00;0,0;0,0;0,0;3,45;0,0;0,0;0,0;3,45;0,0;0,0;0,0
2030-06-01 19:00:00;0,0;0,0;0,0;6,46;0,0;0,0;0,0;6,46;0,0;0,0;0,0
2030-06-01 20:00:00;0,0;0,0;0,0;9,22;0,0;0,0;0,0;9,22;0,0;0,0;0,0
2030-06-01 21:00:00;0,0;0,0;0,0;10,47;0,0;0,0;0,0;10,47;0,0;0,0;0,0
2030-06-01 22:00:00;0,0;0,0;0,0;12,04;0,0;0,0;0,0;12,04;0,0;0,0;0,0
2030-06-01 23:00:00;0,0;0,0;0,0;13,17;0,0;0,0;0,0;13,17;0,0;0,0;0,0
2030-06-02 00:00:00;0,0;0,0;0,0;15,03;0,0;0,0;0,0;15,03;0,0;0,0;0,0
2030-06-02 01:00:00;0,0;0,0;0,0;16,52;0,0;0,0;0,0;16,52;0,0;0,0;0,0
2030-06-02 02:00:00;0,0;0,0;0,0;17,15;0,0;0,0;0,0;17,15;0,0;0,0;0,0
2030-06-02 03:00:00;0,0;0,0;0,0;18,07;0,0;0,0;0,0;18,07;0,0;0,0;0,0
2030-06-02 04:00:00;0,0;0,0;0,0;18,54;0,0;0,0;0,0;18,54;0,0;0,0;0,0
2030-06-02 05:00:00;0,0;0,0;0,0;17,26;0,0;0,0;0,0;17,26;0,0;0,0;0,0
2030-06-02 06:00:00;0,0;0,0;0,0;14,89;0,0;0,0;0,0;14,89;0,0;0,0;0,0
2030-06-02 07:00:00;0,0;0,0;0,0;13,02;0,0;0,0;0,0;13,02;0,0;0,0;0,0
2030-06-02 08:00:00;0,0;0,0;83,98;10,58;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 09:00:00;0,0;0,0;86,19;8,36;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 10:00:00;0,0;0,0;88,05;6,5;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 11:00:00;0,0;0,0;90,29;4,26;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 12:00:00;0,0;0,0;92,11;2,45;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 13:00:00;0,0;0,0;92,99;1,56;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 14:00:00;0,0;0,0;0,0;0,97;0,0;0,0;0,0;0,97;0,0;0,0;0,0
2030-06-02 15:00:00;0,0;0,0;86,66;0,67;0,0;0,0;87,33;0,0;0,0;0,0;0,0
2030-06-02 16:00:00;0,0;0,0;94,03;0,53;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 17:00:00;0,0;0,0;93,69;0,86;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 18:00:00;0,0;0,0;94,04;0,51;0,0;0,0;94,55;0,0;0,0;0,0;0,0
2030-06-02 19:00:00;0,0;0,0;32,78;0,75;0,0;0,0;33,53;0,0;0,0;0,0;0,0
2030-06-02 20:00:00;0,0;0,0;0,0;1,09;0,0;0,0;0,0;1,09;0,0;0,0;0,0
2030-06-02 21:00:00;0,0;0,0;0,0;2,35;0,0;0,0;0,0;2,35;0,0;0,0;0,0
2030-06-02 22:00:00;0,0;0,0;0,0;5,59;0,0;0,0;0,0;5,59;0,0;0,0;0,0
2030-06-02 23:00:00;0,0;0,0;0,0;10,64;0,0;0,0;0,0;10,64;0,0;0,0;0,0
2030-06-03 00:00:00;0,0;0,0;0,0;16,03;0,0;0,0;0,0;16,03;0,0;0,0;0,0
2030-06-03 01:00:00;0,0;0,0;0,0;21,62;0,0;0,0;0,0;21,62;0,0;0,0;0,0
2030-06-03 02:00:00;0,0;0,0;0,0;25,67;0,0;0,0;0,0;25,67;0,0;0,0;0,0
2030-06-03 03:00:00;0,0;0,0;0,0;29,17;0,0;0,0;0,0;29,17;0,0;0,0;0,0
2030-06-03 04:00:00;0,0;0,0;0,0;30,45;0,0;0,0;0,0;30,45;0,0;0,0;0,0
2030-06-03 05:00:00;0,0;0,0;0,0;25,88;0,0;0,0;0,0;25,88;0,0;0,0;0,0
2030-06-03 06:00:00;0,0;0,0;0,0;19,91;0,0;0,0;0,0;19,91;0,0;0,0;0,0
2030-06-03 07:00:00;0,0;0,0;0,0;14,02;0,0;0,0;0,0;14,02;0,0;0,0;0,0
2030-06-03 08:00:00;0,0;0,0;0,0;8,65;0,0;0,0;0,0;8,65;0,0;0,0;0,0
2030-06-03 09:00:00;0,0;0,0;0,0;4,23;0,0;0,0;0,0;4,23;0,0;0,0;0,0
2030-06-03 10:00:00;0,0;0,0;0,0;1,19;0,0;0,0;0,0;1,19;0,0;0,0;0,0
2030-06-03 11:00:00;0,0;0,0;0,0;0,21;0,0;0,0;0,0;0,21;0,0;0,0;0,0
2030-06-03 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-03 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-03 14:00:00;0,0;0,0;0,0;0,27;0,0;0,0;0,0;0,27;0,0;0,0;0,0
2030-06-03 15:00:00;0,0;0,0;0,0;0,69;0,0;0,0;0,0;0,69;0,0;0,0;0,0
2030-06-03 16:00:00;0,0;0,0;0,0;0,54;0,0;0,0;0,0;0,54;0,0;0,0;0,0
2030-06-03 17:00:00;0,0;0,0;0,0;1,1;0,0;0,0;0,0;1,1;0,0;0,0;0,0
2030-06-03 18:00:00;0,0;0,0;0,0;2,13;0,0;0,0;0,0;2,13;0,0;0,0;0,0
2030-06-03 19:00:00;0,0;0,0;0,0;3,98;0,0;0,0;0,0;3,98;0,0;0,0;0,0
2030-06-03 20:00:00;0,0;0,0;0,0;7,82;0,0;0,0;0,0;7,82;0,0;0,0;0,0
2030-06-03 21:00:00;0,0;0,0;0,0;13,25;0,0;0,0;0,0;13,25;0,0;0,0;0,0
