;('Import_Oil_m', 'Oil_fuel_m');('Import_Synthetic_fuel_m', 'Oil_fuel_m');('Oil_fuel_m', 'Material_demand_Oil_m');('Oil_fuel_m', 'Mobility_demand_total_m');('Oil_fuel_m', 'Oil_demand_total_m');('Oil_fuel_m', 'excess_b_oil_fuel_m');('PtL_m', 'Oil_fuel_m')
;flow;flow;flow;flow;flow;flow;flow
2030-01-15 00:00:00;651,78;0,0;25,45;519,15;107,18;0,0;0,0
2030-01-15 01:00:00;649,72;0,0;25,45;519,15;105,13;0,0;0,0
2030-01-15 02:00:00;647,63;0,0;25,45;519,15;103,04;0,0;0,0
2030-01-15 03:00:00;646,06;0,0;25,45;519,15;101,47;0,0;0,0
2030-01-15 04:00:00;644,81;0,0;25,45;519,15;100,21;0,0;0,0
2030-01-15 05:00:00;643,35;0,0;25,45;519,15;98,76;0,0;0,0
2030-01-15 06:00:00;642,19;0,0;25,45;519,15;97,6;0,0;0,0
2030-01-15 07:00:00;641,53;0,0;25,45;519,15;96,94;0,0;0,0
2030-01-15 08:00:00;641,14;0,0;25,45;519,15;96,54;0,0;0,0
2030-01-15 09:00:00;636,41;0,0;25,45;519,15;91,81;0,0;0,0
2030-01-15 10:00:00;630,84;0,0;25,45;519,15;86,24;0,0;0,0
2030-01-15 11:00:00;624,2;0,0;25,45;519,15;79,6;0,0;0,0
2030-01-15 12:00:00;618,89;0,0;25,45;519,15;74,29;0,0;0,0
2030-01-15 13:00:00;616,91;0,0;25,45;519,15;72,31;0,0;0,0
2030-01-15 14:00:00;616,67;0,0;25,45;519,15;72,08;0,0;0,0
2030-01-15 15:00:00;617,27;0,0;25,45;519,15;72,67;0,0;0,0
2030-01-15 16:00:00;617,03;0,0;25,45;519,15;72,43;0,0;0,0
2030-01-15 17:00:00;615,64;0,0;25,45;519,15;71,04;0,0;0,0
2030-01-15 18:00:00;614,65;0,0;25,45;519,15;70,06;0,0;0,0
2030-01-15 19:00:00;613,69;0,0;25,45;519,15;69,09;0,0;0,0
2030-01-15 20:00:00;612,74;0,0;25,45;519,15;68,14;0,0;0,0
2030-01-15 21:00:00;611,8;0,0;25,45;519,15;67,2;0,0;0,0
2030-01-15 22:00:00;610,59;0,0;25,45;519,15;66,0;0,0;0,0
2030-01-15 23:00:00;609,64;0,0;25,45;519,15;65,04;0,0;0,0
2030-01-16 00:00:00;610,06;0,0;25,45;519,15;65,46;0,0;0,0
2030-01-16 01:00:00;610,38;0,0;25,45;519,15;65,79;0,0;0,0
2030-01-16 02:00:00;611,09;0,0;25,45;519,15;66,5;0,0;0,0
2030-01-16 03:00:00;611,1;0,0;25,45;519,15;66,51;0,0;0,0
2030-01-16 04:00:00;611,11;0,0;25,45;519,15;66,51;0,0;0,0
2030-01-16 05:00:00;611,66;0,0;25,45;519,15;67,07;0,0;0,0
2030-01-16 06:00:00;611,74;0,0;25,45;519,15;67,14;0,0;0,0
2030-01-16 07:00:00;612,52;0,0;25,45;519,15;67,92;0,0;0,0
2030-01-16 08:00:00;613,27;0,0;25,45;519,15;68,67;0,0;0,0
2030-01-16 09:00:00;613,86;0,0;25,45;519,15;69,27;0,0;0,0
2030-01-16 10:00:00;612,65;0,0;25,45;519,15;68,06;0,0;0,0
2030-01-16 11:00:00;610,0;0,0;25,45;519,15;65,4;0,0;0,0
2030-01-16 12:00:00;607,96;0,0;25,45;519,15;63,36;0,0;0,0
2030-01-16 13:00:00;607,85;0,0;25,45;519,15;63,25;0,0;0,0
2030-01-16 14:00:00;609,31;0,0;25,45;519,15;64,71;0,0;0,0
2030-01-16 15:00:00;609,77;0,0;25,45;519,15;65,17;0,0;0,0
2030-01-16 16:00:00;607,9;0,0;25,45;519,15;63,3;0,0;0,0
2030-01-16 17:00:00;608,09;0,0;25,45;519,15;63,49;0,0;0,0
2030-01-16 18:00:00;608,54;0,0;25,45;519,15;63,94;0,0;0,0
2030-01-16 19:00:00;609,34;0,0;25,45;519,15;64,75;0,0;0,0
2030-01-16 20:00:00;610,26;0,0;25,45;519,15;65,66;0,0;0,0
2030-01-16 21:00:00;611,25;0,0;25,45;519,15;66,65;0,0;0,0
2030-01-16 22:00:00;612,31;0,0;25,45;519,15;67,71;0,0;0,0
2030-01-16 23:00:00;613,42;0,0;25,45;519,15;68,83;0,0;0,0
2030-01-17 00:00:00;614,31;0,0;25,45;519,15;69,71;0,0;0,0
2030-01-17 01:00:00;615,74;0,0;25,45;519,15;71,14;0,0;0,0
2030-01-17 02:00:00;617,24;0,0;25,45;519,15;72,64;0,0;0,0
2030-01-17 03:00:00;618,52;0,0;25,45;519,15;73,92;0,0;0,0
2030-01-17 04:00:00;618,99;0,0;25,45;519,15;74,4;0,0;0,0
2030-01-17 05:00:00;619,65;0,0;25,45;519,15;75,05;0,0;0,0
2030-01-17 06:00:00;620,26;0,0;25,45;519,15;75,67;0,0;0,0
2030-01-17 07:00:00;621,3;0,0;25,45;519,15;76,7;0,0;0,0
2030-01-17 08:00:00;622,52;0,0;25,45;519,15;77,93;0,0;0,0
2030-01-17 09:00:00;623,86;0,0;25,45;519,15;79,26;0,0;0,0
2030-01-17 10:00:00;623,42;0,0;25,45;519,15;78,83;0,0;0,0
2030-01-17 11:00:00;621,02;0,0;25,45;519,15;76,42;0,0;0,0
2030-01-17 12:00:00;619,72;0,0;25,45;519,15;75,13;0,0;0,0
2030-01-17 13:00:00;620,39;0,0;25,45;519,15;75,8;0,0;0,0
2030-01-17 14:00:00;622,1;0,0;25,45;519,15;77,5;0,0;0,0
2030-01-17 15:00:00;622,5;0,0;25,45;519,15;77,9;0,0;0,0
2030-01-17 16:00:00;620,76;0,0;25,45;519,15;76,16;0,0;0,0
2030-01-17 17:00:00;620,77;0,0;25,45;519,15;76,18;0,0;0,0
2030-01-17 18:00:00;621,55;0,0;25,45;519,15;76,95;0,0;0,0
2030-01-17 19:00:00;622,16;0,0;25,45;519,15;77,56;0,0;0,0
2030-01-17 20:00:00;623,1;0,0;25,45;519,15;78,5;0,0;0,0
2030-01-17 21:00:00;623,84;0,0;25,45;519,15;79,24;0,0;0,0
2030-01-17 22:00:00;624,88;0,0;25,45;519,15;80,28;0,0;0,0
2030-01-17 23:00:00;626,26;0,0;25,45;519,15;81,66;0,0;0,0
2030-01-18 00:00:00;626,62;0,0;25,45;519,15;82,02;0,0;0,0
2030-01-18 01:00:00;627,18;0,0;25,45;519,15;82,58;0,0;0,0
2030-01-18 02:00:00;627,72;0,0;25,45;519,15;83,12;0,0;0,0
2030-01-18 03:00:00;628,24;0,0;25,45;519,15;83,65;0,0;0,0
2030-01-18 04:00:00;628,75;0,0;25,45;519,15;84,15;0,0;0,0
2030-01-18 05:00:00;628,97;0,0;25,45;519,15;84,38;0,0;0,0
2030-01-18 06:00:00;629,43;0,0;25,45;519,15;84,83;0,0;0,0
2030-01-18 07:00:00;630,05;0,0;25,45;519,15;85,46;0,0;0,0
2030-01-18 08:00:00;630,6;0,0;25,45;519,15;86,0;0,0;0,0
2030-01-18 09:00:00;630,93;0,0;25,45;519,15;86,34;0,0;0,0
2030-01-18 10:00:00;629,98;0,0;25,45;519,15;85,38;0,0;0,0
2030-01-18 11:00:00;627,07;0,0;25,45;519,15;82,47;0,0;0,0
2030-01-18 12:00:00;623,91;0,0;25,45;519,15;79,32;0,0;0,0
2030-01-18 13:00:00;622,84;0,0;25,45;519,15;78,24;0,0;0,0
2030-01-18 14:00:00;623,24;0,0;25,45;519,15;78,64;0,0;0,0
2030-01-18 15:00:00;623,13;0,0;25,45;519,15;78,53;0,0;0,0
2030-01-18 16:00:00;621,56;0,0;25,45;519,15;76,96;0,0;0,0
2030-01-18 17:00:00;621,61;0,0;25,45;519,15;77,01;0,0;0,0
2030-01-18 18:00:00;622,5;0,0;25,45;519,15;77,9;0,0;0,0
2030-01-18 19:00:00;623,56;0,0;25,45;519,15;78,96;0,0;0,0
2030-01-18 20:00:00;624,76;0,0;25,45;519,15;80,16;0,0;0,0
2030-01-18 21:00:00;626,34;0,0;25,45;519,15;81,75;0,0;0,0
2030-01-18 22:00:00;627,51;0,0;25,45;519,15;82,91;0,0;0,0
2030-01-18 23:00:00;628,71;0,0;25,45;519,15;84,11;0,0;0,0
2030-01-19 00:00:00;632,94;0,0;25,45;519,15;88,34;0,0;0,0
2030-01-19 01:00:00;638,11;0,0;25,45;519,15;93,51;0,0;0,0
2030-01-19 02:00:00;643,66;0,0;25,45;519,15;99,06;0,0;0,0
2030-01-19 03:00:00;647,88;0,0;25,45;519,15;103,28;0,0;0,0
2030-01-19 04:00:00;651,87;0,0;25,45;519,15;107,28;0,0;0,0
2030-01-19 05:00:00;655,87;0,0;25,45;519,15;111,28;0,0;0,0
2030-01-19 06:00:00;659,33;0,0;25,45;519,15;114,73;0,0;0,0
2030-01-19 07:00:00;662,72;0,0;25,45;519,15;118,12;0,0;0,0
2030-01-19 08:00:00;664,69;0,0;25,45;519,15;120,09;0,0;0,0
2030-01-19 09:00:00;664,8;0,0;25,45;519,15;120,2;0,0;0,0
2030-01-19 10:00:00;665,38;0,0;25,45;519,15;120,78;0,0;0,0
2030-01-19 11:00:00;665,49;0,0;25,45;519,15;120,89;0,0;0,0
2030-01-19 12:00:00;664,33;0,0;25,45;519,15;119,73;0,0;0,0
2030-01-19 13:00:00;662,96;0,0;25,45;519,15;118,36;0,0;0,0
2030-01-19 14:00:00;663,17;0,0;25,45;519,15;118,57;0,0;0,0
2030-01-19 15:00:00;663,53;0,0;25,45;519,15;118,93;0,0;0,0
2030-01-19 16:00:00;666,14;0,0;25,45;519,15;121,55;0,0;0,0
2030-01-19 17:00:00;667,28;0,0;25,45;519,15;122,68;0,0;0,0
2030-01-19 18:00:00;668,37;0,0;25,45;519,15;123,77;0,0;0,0
2030-01-19 19:00:00;669,42;0,0;25,45;519,15;124,82;0,0;0,0
2030-01-19 20:00:00;670,44;0,0;25,45;519,15;125,85;0,0;0,0
2030-01-19 21:00:00;671,44;0,0;25,45;519,15;126,84;0,0;0,0
2030-01-19 22:00:00;672,42;0,0;25,45;519,15;127,82;0,0;0,0
2030-01-19 23:00:00;673,11;0,0;25,45;519,15;128,51;0,0;0,0
2030-01-20 00:00:00;671,83;0,0;25,45;519,15;127,24;0,0;0,0
2030-01-20 01:00:00;669,74;0,0;25,45;519,15;125,14;0,0;0,0
2030-01-20 02:00:00;667,36;0,0;25,45;519,15;122,77;0,0;0,0
2030-01-20 03:00:00;665,58;0,0;25,45;519,15;120,98;0,0;0,0
2030-01-20 04:00:00;663,7;0,0;25,45;519,15;119,1;0,0;0,0
2030-01-20 05:00:00;662,03;0,0;25,45;519,15;117,43;0,0;0,0
2030-01-20 06:00:00;660,34;0,0;25,45;519,15;115,74;0,0;0,0
2030-01-20 07:00:00;658,9;0,0;25,45;519,15;114,31;0,0;0,0
2030-01-20 08:00:00;656,94;0,0;25,45;519,15;112,34;0,0;0,0
2030-01-20 09:00:00;653,01;0,0;25,45;519,15;108,41;0,0;0,0
2030-01-20 10:00:00;647,71;0,0;25,45;519,15;103,11;0,0;0,0
2030-01-20 11:00:00;645,6;0,0;25,45;519,15;101,01;0,0;0,0
2030-01-20 12:00:00;644,47;0,0;25,45;519,15;99,87;0,0;0,0
2030-01-20 13:00:00;637,13;0,0;25,45;519,15;92,53;0,0;0,0
2030-01-20 14:00:00;632,3;0,0;25,45;519,15;87,7;0,0;0,0
2030-01-20 15:00:00;629,66;0,0;25,45;519,15;85,06;0,0;0,0
2030-01-20 16:00:00;631,38;0,0;25,45;519,15;86,79;0,0;0,0
2030-01-20 17:00:00;630,2;0,0;25,45;519,15;85,61;0,0;0,0
2030-01-20 18:00:00;629,08;0,0;25,45;519,15;84,48;0,0;0,0
2030-01-20 19:00:00;627,73;0,0;25,45;519,15;83,13;0,0;0,0
2030-01-20 20:00:00;626,65;0,0;25,45;519,15;82,05;0,0;0,0
2030-01-20 21:00:00;625,61;0,0;25,45;519,15;81,01;0,0;0,0
2030-01-20 22:00:00;624,33;0,0;25,45;519,15;79,73;0,0;0,0
2030-01-20 23:00:00;623,3;0,0;25,45;519,15;78,71;0,0;0,0
2030-01-21 00:00:00;623,95;0,0;25,45;519,15;79,35;0,0;0,0
2030-01-21 01:00:00;624,54;0,0;25,45;519,15;79,94;0,0;0,0
2030-01-21 02:00:00;625,55;0,0;25,45;519,15;80,95;0,0;0,0
2030-01-21 03:00:00;626,16;0,0;25,45;519,15;81,56;0,0;0,0
2030-01-21 04:00:00;626,82;0,0;25,45;519,15;82,23;0,0;0,0
2030-01-21 05:00:00;627,54;0,0;25,45;519,15;82,94;0,0;0,0
2030-01-21 06:00:00;628,01;0,0;25,45;519,15;83,41;0,0;0,0
2030-01-21 07:00:00;629,2;0,0;25,45;519,15;84,6;0,0;0,0
2030-01-21 08:00:00;629,54;0,0;25,45;519,15;84,95;0,0;0,0
2030-01-21 09:00:00;627,63;0,0;25,45;519,15;83,03;0,0;0,0
2030-01-21 10:00:00;624,14;0,0;25,45;519,15;79,54;0,0;0,0
2030-01-21 11:00:00;618,7;0,0;25,45;519,15;74,11;0,0;0,0
2030-01-21 12:00:00;614,62;0,0;25,45;519,15;70,02;0,0;0,0
2030-01-21 13:00:00;613,2;0,0;25,45;519,15;68,61;0,0;0,0
2030-01-21 14:00:00;614,39;0,0;25,45;519,15;69,79;0,0;0,0
2030-01-21 15:00:00;615,86;0,0;25,45;519,15;71,27;0,0;0,0
2030-01-21 16:00:00;615,49;0,0;25,45;519,15;70,89;0,0;0,0
2030-01-21 17:00:00;615,49;0,0;25,45;519,15;70,89;0,0;0,0
2030-01-21 18:00:00;615,98;0,0;25,45;519,15;71,38;0,0;0,0
2030-01-21 19:00:00;616,54;0,0;25,45;519,15;71,94;0,0;0,0
2030-01-21 20:00:00;617,17;0,0;25,45;519,15;72,57;0,0;0,0
2030-01-21 21:00:00;617,85;0,0;25,45;519,15;73,25;0,0;0,0
2030-01-21 22:00:00;618,57;0,0;25,45;519,15;73,97;0,0;0,0
2030-01-21 23:00:00;619,05;0,0;25,45;519,15;74,45;0,0;0,0
2030-01-22 00:00:00;619,52;0,0;25,45;519,15;74,92;0,0;0,0
2030-01-22 01:00:00;619,99;0,0;25,45;519,15;75,39;0,0;0,0
2030-01-22 02:00:00;620,45;0,0;25,45;519,15;75,85;0,0;0,0
2030-01-22 03:00:00;620,64;0,0;25,45;519,15;76,04;0,0;0,0
2030-01-22 04:00:00;621,06;0,0;25,45;519,15;76,46;0,0;0,0
2030-01-22 05:00:00;620,94;0,0;25,45;519,15;76,35;0,0;0,0
2030-01-22 06:00:00;621,03;0,0;25,45;519,15;76,44;0,0;0,0
2030-01-22 07:00:00;621,28;0,0;25,45;519,15;76,69;0,0;0,0
2030-01-22 08:00:00;621,43;0,0;25,45;519,15;76,84;0,0;0,0
2030-01-22 09:00:00;619,72;0,0;25,45;519,15;75,12;0,0;0,0
2030-01-22 10:00:00;616,49;0,0;25,45;519,15;71,9;0,0;0,0
2030-01-22 11:00:00;610,8;0,0;25,45;519,15;66,2;0,0;0,0
2030-01-22 12:00:00;607,26;0,0;25,45;519,15;62,66;0,0;0,0
2030-01-22 13:00:00;606,23;0,0;25,45;519,15;61,63;0,0;0,0
2030-01-22 14:00:00;607,69;0,0;25,45;519,15;63,09;0,0;0,0
2030-01-22 15:00:00;608,87;0,0;25,45;519,15;64,27;0,0;0,0
2030-01-22 16:00:00;607,92;0,0;25,45;519,15;63,32;0,0;0,0
2030-01-22 17:00:00;608,38;0,0;25,45;519,15;63,78;0,0;0,0
2030-01-22 18:00:00;609,4;0,0;25,45;519,15;64,81;0,0;0,0
2030-01-22 19:00:00;610,58;0,0;25,45;519,15;65,98;0,0;0,0
2030-01-22 20:00:00;611,87;0,0;25,45;519,15;67,27;0,0;0,0
2030-01-22 21:00:00;613,25;0,0;25,45;519,15;68,66;0,0;0,0
2030-01-22 22:00:00;614,72;0,0;25,45;519,15;70,12;0,0;0,0
2030-01-22 23:00:00;616,24;0,0;25,45;519,15;71,65;0,0;0,0
2030-01-23 00:00:00;618,09;0,0;25,45;519,15;73,5;0,0;0,0
2030-01-23 01:00:00;620,56;0,0;25,45;519,15;75,97;0,0;0,0
2030-01-23 02:00:00;623,16;0,0;25,45;519,15;78,56;0,0;0,0
2030-01-23 03:00:00;624,77;0,0;25,45;519,15;80,17;0,0;0,0
2030-01-23 04:00:00;626,59;0,0;25,45;519,15;82,0;0,0;0,0
2030-01-23 05:00:00;628,41;0,0;25,45;519,15;83,82;0,0;0,0
2030-01-23 06:00:00;629,68;0,0;25,45;519,15;85,08;0,0;0,0
2030-01-23 07:00:00;631,6;0,0;25,45;519,15;87,0;0,0;0,0
2030-01-23 08:00:00;632,34;0,0;25,45;519,15;87,75;0,0;0,0
2030-01-23 09:00:00;629,54;0,0;25,45;519,15;84,95;0,0;0,0
2030-01-23 10:00:00;626,59;0,0;25,45;519,15;81,99;0,0;0,0
2030-01-23 11:00:00;621,95;0,0;25,45;519,15;77,36;0,0;0,0
2030-01-23 12:00:00;618,26;0,0;25,45;519,15;73,67;0,0;0,0
2030-01-23 13:00:00;618,03;0,0;25,45;519,15;73,43;0,0;0,0
2030-01-23 14:00:00;619,72;0,0;25,45;519,15;75,12;0,0;0,0
2030-01-23 15:00:00;621,14;0,0;25,45;519,15;76,54;0,0;0,0
2030-01-23 16:00:00;621,24;0,0;25,45;519,15;76,65;0,0;0,0
2030-01-23 17:00:00;621,43;0,0;25,45;519,15;76,83;0,0;0,0
2030-01-23 18:00:00;621,79;0,0;25,45;519,15;77,19;0,0;0,0
2030-01-23 19:00:00;622,44;0,0;25,45;519,15;77,84;0,0;0,0
2030-01-23 20:00:00;623,13;0,0;25,45;519,15;78,53;0,0;0,0
2030-01-23 21:00:00;623,87;0,0;25,45;519,15;79,27;0,0;0,0
2030-01-23 22:00:00;624,63;0,0;25,45;519,15;80,03;0,0;0,0
2030-01-23 23:00:00;625,15;0,0;25,45;519,15;80,55;0,0;0,0
2030-01-24 00:00:00;625,1;0,0;25,45;519,15;80,5;0,0;0,0
2030-01-24 01:00:00;624,98;0,0;25,45;519,15;80,38;0,0;0,0
2030-01-24 02:00:00;624,79;0,0;25,45;519,15;80,2;0,0;0,0
2030-01-24 03:00:00;624,29;0,0;25,45;519,15;79,69;0,0;0,0
2030-01-24 04:00:00;623,98;0,0;25,45;519,15;79,38;0,0;0,0
2030-01-24 05:00:00;623,64;0,0;25,45;519,15;79,04;0,0;0,0
2030-01-24 06:00:00;623,28;0,0;25,45;519,15;78,68;0,0;0,0
2030-01-24 07:00:00;623,36;0,0;25,45;519,15;78,76;0,0;0,0
2030-01-24 08:00:00;622,82;0,0;25,45;519,15;78,22;0,0;0,0
2030-01-24 09:00:00;619,82;0,0;25,45;519,15;75,23;0,0;0,0
2030-01-24 10:00:00;615,5;0,0;25,45;519,15;70,9;0,0;0,0
2030-01-24 11:00:00;609,82;0,0;25,45;519,15;65,23;0,0;0,0
2030-01-24 12:00:00;606,05;0,0;25,45;519,15;61,45;0,0;0,0
2030-01-24 13:00:00;604,54;0,0;25,45;519,15;59,94;0,0;0,0
2030-01-24 14:00:00;604,97;0,0;25,45;519,15;60,37;0,0;0,0
2030-01-24 15:00:00;605,63;0,0;25,45;519,15;61,03;0,0;0,0
2030-01-24 16:00:00;604,72;0,0;25,45;519,15;60,12;0,0;0,0
2030-01-24 17:00:00;604,74;0,0;25,45;519,15;60,14;0,0;0,0
2030-01-24 18:00:00;605,34;0,0;25,45;519,15;60,74;0,0;0,0
2030-01-24 19:00:00;606,07;0,0;25,45;519,15;61,47;0,0;0,0
2030-01-24 20:00:00;606,65;0,0;25,45;519,15;62,05;0,0;0,0
2030-01-24 21:00:00;607,56;0,0;25,45;519,15;62,97;0,0;0,0
2030-01-24 22:00:00;608,56;0,0;25,45;519,15;63,96;0,0;0,0
2030-01-24 23:00:00;609,62;0,0;25,45;519,15;65,02;0,0;0,0
2030-01-25 00:00:00;611,28;0,0;25,45;519,15;66,69;0,0;0,0
2030-01-25 01:00:00;613,06;0,0;25,45;519,15;68,46;0,0;0,0
2030-01-25 02:00:00;614,92;0,0;25,45;519,15;70,32;0,0;0,0
2030-01-25 03:00:00;616,3;0,0;25,45;519,15;71,71;0,0;0,0
2030-01-25 04:00:00;617,41;0,0;25,45;519,15;72,81;0,0;0,0
2030-01-25 05:00:00;618,74;0,0;25,45;519,15;74,15;0,0;0,0
2030-01-25 06:00:00;619,81;0,0;25,45;519,15;75,21;0,0;0,0
2030-01-25 07:00:00;621,01;0,0;25,45;519,15;76,41;0,0;0,0
2030-01-25 08:00:00;621,56;0,0;25,45;519,15;76,96;0,0;0,0
2030-01-25 09:00:00;617,02;0,0;25,45;519,15;72,42;0,0;0,0
2030-01-25 10:00:00;613,48;0,0;25,45;519,15;68,88;0,0;0,0
2030-01-25 11:00:00;606,25;0,0;25,45;519,15;61,66;0,0;0,0
2030-01-25 12:00:00;600,12;0,0;25,45;519,15;55,52;0,0;0,0
2030-01-25 13:00:00;595,81;0,0;25,45;519,15;51,21;0,0;0,0
2030-01-25 14:00:00;594,49;0,0;25,45;519,15;49,89;0,0;0,0
2030-01-25 15:00:00;593,87;0,0;25,45;519,15;49,27;0,0;0,0
2030-01-25 16:00:00;594,86;0,0;25,45;519,15;50,26;0,0;0,0
2030-01-25 17:00:00;596,24;0,0;25,45;519,15;51,64;0,0;0,0
2030-01-25 18:00:00;598,54;0,0;25,45;519,15;53,94;0,0;0,0
2030-01-25 19:00:00;601,09;0,0;25,45;519,15;56,49;0,0;0,0
2030-01-25 20:00:00;603,57;0,0;25,45;519,15;58,97;0,0;0,0
2030-01-25 21:00:00;606,44;0,0;25,45;519,15;61,84;0,0;0,0
2030-01-25 22:00:00;609,45;0,0;25,45;519,15;64,85;0,0;0,0
2030-01-25 23:00:00;612,57;0,0;25,45;519,15;67,97;0,0;0,0
2030-01-26 00:00:00;615,77;0,0;25,45;519,15;71,18;0,0;0,0
2030-01-26 01:00:00;619,33;0,0;25,45;519,15;74,73;0,0;0,0
2030-01-26 02:00:00;622,69;0,0;25,45;519,15;78,1;0,0;0,0
2030-01-26 03:00:00;625,28;0,0;25,45;519,15;80,68;0,0;0,0
2030-01-26 04:00:00;627,8;0,0;25,45;519,15;83,2;0,0;0,0
2030-01-26 05:00:00;630,26;0,0;25,45;519,15;85,66;0,0;0,0
2030-01-26 06:00:00;632,41;0,0;25,45;519,15;87,81;0,0;0,0
2030-01-26 07:00:00;634,21;0,0;25,45;519,15;89,61;0,0;0,0
2030-01-26 08:00:00;633,74;0,0;25,45;519,15;89,14;0,0;0,0
2030-01-26 09:00:00;626,6;0,0;25,45;519,15;82,0;0,0;0,0
2030-01-26 10:00:00;620,59;0,0;25,45;519,15;76,0;0,0;0,0
2030-01-26 11:00:00;615,41;0,0;25,45;519,15;70,81;0,0;0,0
2030-01-26 12:00:00;610,65;0,0;25,45;519,15;66,05;0,0;0,0
2030-01-26 13:00:00;607,46;0,0;25,45;519,15;62,86;0,0;0,0
2030-01-26 14:00:00;605,47;0,0;25,45;519,15;60,87;0,0;0,0
2030-01-26 15:00:00;606,71;0,0;25,45;519,15;62,11;0,0;0,0
2030-01-26 16:00:00;611,15;0,0;25,45;519,15;66,55;0,0;0,0
2030-01-26 17:00:00;612,75;0,0;25,45;519,15;68,15;0,0;0,0
2030-01-26 18:00:00;614,12;0,0;25,45;519,15;69,52;0,0;0,0
2030-01-26 19:00:00;615,48;0,0;25,45;519,15;70,89;0,0;0,0
2030-01-26 20:00:00;617,12;0,0;25,45;519,15;72,52;0,0;0,0
2030-01-26 21:00:00;618,51;0,0;25,45;519,15;73,91;0,0;0,0
2030-01-26 22:00:00;619,89;0,0;25,45;519,15;75,29;0,0;0,0
2030-01-26 23:00:00;621,26;0,0;25,45;519,15;76,66;0,0;0,0
2030-01-27 00:00:00;621,81;0,0;25,45;519,15;77,21;0,0;0,0
2030-01-27 01:00:00;621,97;0,0;25,45;519,15;77,38;0,0;0,0
2030-01-27 02:00:00;622,3;0,0;25,45;519,15;77,7;0,0;0,0
2030-01-27 03:00:00;622,28;0,0;25,45;519,15;77,69;0,0;0,0
2030-01-27 04:00:00;622,46;0,0;25,45;519,15;77,86;0,0;0,0
2030-01-27 05:00:00;622,33;0,0;25,45;519,15;77,73;0,0;0,0
2030-01-27 06:00:00;622,41;0,0;25,45;519,15;77,81;0,0;0,0
2030-01-27 07:00:00;622,48;0,0;25,45;519,15;77,88;0,0;0,0
2030-01-27 08:00:00;621,44;0,0;25,45;519,15;76,84;0,0;0,0
2030-01-27 09:00:00;618,34;0,0;25,45;519,15;73,74;0,0;0,0
2030-01-27 10:00:00;615,71;0,0;25,45;519,15;71,11;0,0;0,0
2030-01-27 11:00:00;612,35;0,0;25,45;519,15;67,75;0,0;0,0
2030-01-27 12:00:00;610,42;0,0;25,45;519,15;65,82;0,0;0,0
2030-01-27 13:00:00;609,34;0,0;25,45;519,15;64,74;0,0;0,0
2030-01-27 14:00:00;608,65;0,0;25,45;519,15;64,05;0,0;0,0
2030-01-27 15:00:00;609,46;0,0;25,45;519,15;64,87;0,0;0,0
2030-01-27 16:00:00;610,82;0,0;25,45;519,15;66,23;0,0;0,0
2030-01-27 17:00:00;610,8;0,0;25,45;519,15;66,2;0,0;0,0
2030-01-27 18:00:00;610,78;0,0;25,45;519,15;66,18;0,0;0,0
2030-01-27 19:00:00;611,31;0,0;25,45;519,15;66,71;0,0;0,0
2030-01-27 20:00:00;611,09;0,0;25,45;519,15;66,49;0,0;0,0
2030-01-27 21:00:00;611,1;0,0;25,45;519,15;66,5;0,0;0,0
2030-01-27 22:00:00;611,38;0,0;25,45;519,15;66,79;0,0;0,0
2030-01-27 23:00:00;611,42;0,0;25,45;519,15;66,83;0,0;0,0
2030-01-28 00:00:00;611,73;0,0;25,45;519,15;67,13;0,0;0,0
2030-01-28 01:00:00;612,06;0,0;25,45;519,15;67,46;0,0;0,0
2030-01-28 02:00:00;612,69;0,0;25,45;519,15;68,09;0,0;0,0
2030-01-28 03:00:00;612,82;0,0;25,45;519,15;68,22;0,0;0,0
2030-01-28 04:00:00;613,2;0,0;25,45;519,15;68,61;0,0;0,0
2030-01-28 05:00:00;613,32;0,0;25,45;519,15;68,72;0,0;0,0
2030-01-28 06:00:00;613,69;0,0;25,45;519,15;69,09;0,0;0,0
2030-01-28 07:00:00;614,25;0,0;25,45;519,15;69,66;0,0;0,0
2030-01-28 08:00:00;614,19;0,0;25,45;519,15;69,6;0,0;0,0
2030-01-28 09:00:00;612,78;0,0;25,45;519,15;68,18;0,0;0,0
2030-01-28 10:00:00;604,94;0,0;25,45;519,15;60,35;0,0;0,0
2030-01-28 11:00:00;600,72;0,0;25,45;519,15;56,13;0,0;0,0
2030-01-28 12:00:00;595,8;0,0;25,45;519,15;51,2;0,0;0,0
2030-01-28 13:00:00;594,19;0,0;25,45;519,15;49,6;0,0;0,0
2030-01-28 14:00:00;594,92;0,0;25,45;519,15;50,32;0,0;0,0
2030-01-28 15:00:00;596,16;0,0;25,45;519,15;51,56;0,0;0,0
2030-01-28 16:00:00;595,9;0,0;25,45;519,15;51,31;0,0;0,0
2030-01-28 17:00:00;595,26;0,0;25,45;519,15;50,66;0,0;0,0
2030-01-28 18:00:00;595,05;0,0;25,45;519,15;50,45;0,0;0,0
2030-01-28 19:00:00;595,15;0,0;25,45;519,15;50,56;0,0;0,0
2030-01-28 20:00:00;595,05;0,0;25,45;519,15;50,45;0,0;0,0
2030-01-28 21:00:00;594,97;0,0;25,45;519,15;50,37;0,0;0,0
2030-01-28 22:00:00;595,18;0,0;25,45;519,15;50,58;0,0;0,0
2030-01-28 23:00:00;594,88;0,0;25,45;519,15;50,28;0,0;0,0
