;('Biogas_s', 'District heating_s');('Biomasse_heat_s', 'District heating_s');('District heating_s', 'Heat storage_s');('District heating_s', 'Heat_demand_total_s');('District heating_s', 'excess_b_distheat_s');('Electric boiler_s', 'District heating_s');('GuD_s', 'District heating_s');('Heat storage_s', 'District heating_s');('Heatpump_air_s', 'District heating_s');('Heatpump_water_s', 'District heating_s');('ST_s', 'District heating_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-06-06 00:00:00;0,0;0,0;0,0;16,99;0,0;0,0;0,0;16,99;0,0;0,0;0,0
2030-06-06 01:00:00;0,0;0,0;0,0;19,26;0,0;0,0;0,0;19,26;0,0;0,0;0,0
2030-06-06 02:00:00;0,0;0,0;0,0;20,83;0,0;0,0;0,0;20,83;0,0;0,0;0,0
2030-06-06 03:00:00;0,0;0,0;0,0;22,55;0,0;0,0;0,0;22,55;0,0;0,0;0,0
2030-06-06 04:00:00;0,0;0,0;0,0;22,57;0,0;0,0;0,0;22,57;0,0;0,0;0,0
2030-06-06 05:00:00;0,0;0,0;0,0;21,88;0,0;0,0;0,0;21,88;0,0;0,0;0,0
2030-06-06 06:00:00;0,0;0,0;0,0;21,2;0,0;0,0;0,0;21,2;0,0;0,0;0,0
2030-06-06 07:00:00;0,0;0,0;0,0;18,64;0,0;0,0;0,0;18,64;0,0;0,0;0,0
2030-06-06 08:00:00;0,0;0,0;0,0;17,23;0,0;0,0;0,0;17,23;0,0;0,0;0,0
2030-06-06 09:00:00;0,0;0,0;0,0;14,88;0,0;0,0;0,0;14,88;0,0;0,0;0,0
2030-06-06 10:00:00;0,0;0,0;0,0;11,16;0,0;0,0;0,0;11,16;0,0;0,0;0,0
2030-06-06 11:00:00;0,0;0,0;0,0;8,73;0,0;0,0;0,0;8,73;0,0;0,0;0,0
2030-06-06 12:00:00;0,0;0,0;0,0;3,81;0,0;0,0;0,0;3,81;0,0;0,0;0,0
2030-06-06 13:00:00;0,0;0,0;0,0;2,38;0,0;0,0;0,0;2,38;0,0;0,0;0,0
2030-06-06 14:00:00;0,0;0,0;0,0;2,31;0,0;0,0;0,0;2,31;0,0;0,0;0,0
2030-06-06 15:00:00;0,0;0,0;0,0;1,05;0,0;0,0;0,0;1,05;0,0;0,0;0,0
2030-06-06 16:00:00;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,1;0,0;0,0;0,0
2030-06-06 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-06 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-06 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-06 20:00:00;0,0;0,0;0,0;0,08;0,0;0,0;0,0;0,08;0,0;0,0;0,0
2030-06-06 21:00:00;0,0;0,0;0,0;1,2;0,0;0,0;0,0;1,2;0,0;0,0;0,0
2030-06-06 22:00:00;0,0;0,0;0,0;6,28;0,0;0,0;0,0;6,28;0,0;0,0;0,0
2030-06-06 23:00:00;0,0;0,0;0,0;12,28;0,0;0,0;0,0;12,28;0,0;0,0;0,0
2030-06-07 00:00:00;0,0;0,0;0,0;17,99;0,0;0,0;0,0;17,99;0,0;0,0;0,0
2030-06-07 01:00:00;0,0;0,0;0,0;24,27;0,0;0,0;0,0;24,27;0,0;0,0;0,0
2030-06-07 02:00:00;0,0;0,0;0,0;28,78;0,0;0,0;0,0;28,78;0,0;0,0;0,0
2030-06-07 03:00:00;0,0;0,0;0,0;32,45;0,0;0,0;0,0;32,45;0,0;0,0;0,0
2030-06-07 04:00:00;0,0;0,0;0,0;34,02;0,0;0,0;0,0;34,02;0,0;0,0;0,0
2030-06-07 05:00:00;0,0;0,0;0,0;31,72;0,0;0,0;0,0;31,72;0,0;0,0;0,0
2030-06-07 06:00:00;0,0;0,0;0,0;27,91;0,0;0,0;0,0;27,91;0,0;0,0;0,0
2030-06-07 07:00:00;0,0;0,0;0,0;23,71;0,0;0,0;0,0;23,71;0,0;0,0;0,0
2030-06-07 08:00:00;0,0;0,0;0,0;19,71;0,0;0,0;0,0;19,71;0,0;0,0;0,0
2030-06-07 09:00:00;0,0;0,0;0,0;16,74;0,0;0,0;0,0;16,74;0,0;0,0;0,0
2030-06-07 10:00:00;0,0;0,0;0,0;11,78;0,0;0,0;0,0;11,78;0,0;0,0;0,0
2030-06-07 11:00:00;0,0;0,0;0,0;5,65;0,0;0,0;0,0;5,65;0,0;0,0;0,0
2030-06-07 12:00:00;0,0;0,0;0,0;2,08;0,0;0,0;0,0;2,08;0,0;0,0;0,0
2030-06-07 13:00:00;0,0;0,0;0,0;0,96;0,0;0,0;0,0;0,96;0,0;0,0;0,0
2030-06-07 14:00:00;0,0;0,0;0,0;0,64;0,0;0,0;0,0;0,64;0,0;0,0;0,0
2030-06-07 15:00:00;0,0;0,0;0,0;0,34;0,0;0,0;0,0;0,34;0,0;0,0;0,0
2030-06-07 16:00:00;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,01;0,0;0,0;0,0
2030-06-07 17:00:00;0,0;0,0;0,0;0,06;0,0;0,0;0,0;0,06;0,0;0,0;0,0
2030-06-07 18:00:00;0,0;0,0;0,0;0,52;0,0;0,0;0,0;0,52;0,0;0,0;0,0
2030-06-07 19:00:00;0,0;0,0;62,06;2,15;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-07 20:00:00;0,0;0,0;58,62;5,58;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-07 21:00:00;0,0;0,0;0,0;10,35;0,0;0,0;0,0;10,35;0,0;0,0;0,0
2030-06-07 22:00:00;0,0;0,0;0,0;15,06;0,0;0,0;0,0;15,06;0,0;0,0;0,0
2030-06-07 23:00:00;0,0;0,0;0,0;19,88;0,0;0,0;0,0;19,88;0,0;0,0;0,0
2030-06-08 00:00:00;0,0;0,0;0,0;21,55;0,0;0,0;0,0;21,55;0,0;0,0;0,0
2030-06-08 01:00:00;0,0;0,0;0,0;22,83;0,0;0,0;0,0;22,83;0,0;0,0;0,0
2030-06-08 02:00:00;0,0;0,0;0,0;23,79;0,0;0,0;0,0;23,79;0,0;0,0;0,0
2030-06-08 03:00:00;0,0;0,0;0,0;24,73;0,0;0,0;0,0;24,73;0,0;0,0;0,0
2030-06-08 04:00:00;0,0;0,0;0,0;24,77;0,0;0,0;0,0;24,77;0,0;0,0;0,0
2030-06-08 05:00:00;0,0;0,0;0,0;22,82;0,0;0,0;0,0;22,82;0,0;0,0;0,0
2030-06-08 06:00:00;0,0;0,0;0,0;22,29;0,0;0,0;0,0;22,29;0,0;0,0;0,0
2030-06-08 07:00:00;0,0;0,0;0,0;17,13;0,0;0,0;0,0;17,13;0,0;0,0;0,0
2030-06-08 08:00:00;0,0;0,0;0,0;13,82;0,0;0,0;0,0;13,82;0,0;0,0;0,0
2030-06-08 09:00:00;0,0;0,0;0,0;11,65;0,0;0,0;0,0;11,65;0,0;0,0;0,0
2030-06-08 10:00:00;0,0;0,0;0,0;6,21;0,0;0,0;0,0;6,21;0,0;0,0;0,0
2030-06-08 11:00:00;0,0;0,0;0,0;2,36;0,0;0,0;0,0;2,36;0,0;0,0;0,0
2030-06-08 12:00:00;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,0
2030-06-08 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-08 14:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 15:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 16:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 17:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 18:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 19:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 20:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 21:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 22:00:00;0,0;0,0;64,2;0,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-06-08 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 06:00:00;0,0;0,0;63,46;0,03;0,0;0,0;63,49;0,0;0,0;0,0;0,0
2030-06-09 07:00:00;0,0;0,0;62,0;0,11;0,0;0,0;62,11;0,0;0,0;0,0;0,0
2030-06-09 08:00:00;0,0;0,0;0,0;0,14;0,0;0,0;0,0;0,14;0,0;0,0;0,0
2030-06-09 09:00:00;0,0;0,0;0,0;0,12;0,0;0,0;0,0;0,12;0,0;0,0;0,0
2030-06-09 10:00:00;0,0;0,0;29,75;0,08;0,0;0,0;29,83;0,0;0,0;0,0;0,0
2030-06-09 11:00:00;0,0;0,0;54,86;0,04;0,0;0,0;54,9;0,0;0,0;0,0;0,0
2030-06-09 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-09 19:00:00;0,0;0,0;0,0;0,01;0,0;0,0;0,0;0,01;0,0;0,0;0,0
2030-06-09 20:00:00;0,0;0,0;0,0;0,12;0,0;0,0;0,0;0,12;0,0;0,0;0,0
2030-06-09 21:00:00;0,0;0,0;0,0;0,44;0,0;0,0;0,0;0,44;0,0;0,0;0,0
2030-06-09 22:00:00;0,0;0,0;0,0;0,86;0,0;0,0;0,0;0,86;0,0;0,0;0,0
2030-06-09 23:00:00;0,0;0,0;0,0;1,19;0,0;0,0;0,0;1,19;0,0;0,0;0,0
2030-06-10 00:00:00;0,0;0,0;0,0;1,9;0,0;0,0;0,0;1,9;0,0;0,0;0,0
2030-06-10 01:00:00;0,0;0,0;0,0;1,93;0,0;0,0;0,0;1,93;0,0;0,0;0,0
2030-06-10 02:00:00;0,0;0,0;0,0;1,93;0,0;0,0;0,0;1,93;0,0;0,0;0,0
2030-06-10 03:00:00;0,0;0,0;0,0;2,06;0,0;0,0;0,0;2,06;0,0;0,0;0,0
2030-06-10 04:00:00;0,0;0,0;0,0;2,25;0,0;0,0;0,0;2,25;0,0;0,0;0,0
2030-06-10 05:00:00;0,0;0,0;0,0;2,21;0,0;0,0;0,0;2,21;0,0;0,0;0,0
2030-06-10 06:00:00;0,0;0,0;0,0;1,92;0,0;0,0;0,0;1,92;0,0;0,0;0,0
2030-06-10 07:00:00;0,0;0,0;0,0;1,65;0,0;0,0;0,0;1,65;0,0;0,0;0,0
2030-06-10 08:00:00;0,0;0,0;0,0;1,66;0,0;0,0;0,0;1,66;0,0;0,0;0,0
2030-06-10 09:00:00;0,0;0,0;0,0;1,79;0,0;0,0;0,0;1,79;0,0;0,0;0,0
2030-06-10 10:00:00;0,0;0,0;0,0;1,52;0,0;0,0;0,0;1,52;0,0;0,0;0,0
2030-06-10 11:00:00;0,0;0,0;0,0;0,75;0,0;0,0;0,0;0,75;0,0;0,0;0,0
2030-06-10 12:00:00;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,4;0,0;0,0;0,0
2030-06-10 13:00:00;0,0;0,0;0,0;0,28;0,0;0,0;0,0;0,28;0,0;0,0;0,0
2030-06-10 14:00:00;0,0;0,0;0,0;0,38;0,0;0,0;0,0;0,38;0,0;0,0;0,0
2030-06-10 15:00:00;0,0;0,0;0,0;0,25;0,0;0,0;0,0;0,25;0,0;0,0;0,0
2030-06-10 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-10 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-10 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-10 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-10 20:00:00;0,0;0,0;0,0;0,03;0,0;0,0;0,0;0,03;0,0;0,0;0,0
2030-06-10 21:00:00;0,0;0,0;0,0;0,06;0,0;0,0;0,0;0,06;0,0;0,0;0,0
2030-06-10 22:00:00;0,0;0,0;0,0;0,14;0,0;0,0;0,0;0,14;0,0;0,0;0,0
2030-06-10 23:00:00;0,0;0,0;0,0;0,39;0,0;0,0;0,0;0,39;0,0;0,0;0,0
2030-06-11 00:00:00;0,0;0,0;0,0;0,44;0,0;0,0;0,0;0,44;0,0;0,0;0,0
2030-06-11 01:00:00;0,0;0,0;0,0;0,34;0,0;0,0;0,0;0,34;0,0;0,0;0,0
2030-06-11 02:00:00;0,0;0,0;0,0;0,35;0,0;0,0;0,0;0,35;0,0;0,0;0,0
2030-06-11 03:00:00;0,0;0,0;0,0;0,36;0,0;0,0;0,0;0,36;0,0;0,0;0,0
2030-06-11 04:00:00;0,0;0,0;0,0;0,28;0,0;0,0;0,0;0,28;0,0;0,0;0,0
2030-06-11 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-11 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-12 22:00:00;0,0;0,0;0,0;0,13;0,0;0,0;0,0;0,13;0,0;0,0;0,0
2030-06-12 23:00:00;0,0;0,0;0,0;1,31;0,0;0,0;0,0;1,31;0,0;0,0;0,0
2030-06-13 00:00:00;0,0;0,0;0,0;2,23;0,0;0,0;0,0;2,23;0,0;0,0;0,0
2030-06-13 01:00:00;0,0;0,0;0,0;3,02;0,0;0,0;0,0;3,02;0,0;0,0;0,0
2030-06-13 02:00:00;0,0;0,0;0,0;3,6;0,0;0,0;0,0;3,6;0,0;0,0;0,0
2030-06-13 03:00:00;0,0;0,0;0,0;4,6;0,0;0,0;0,0;4,6;0,0;0,0;0,0
2030-06-13 04:00:00;0,0;0,0;0,0;5,59;0,0;0,0;0,0;5,59;0,0;0,0;0,0
2030-06-13 05:00:00;0,0;0,0;0,0;6,52;0,0;0,0;0,0;6,52;0,0;0,0;0,0
2030-06-13 06:00:00;0,0;0,0;0,0;7,12;0,0;0,0;0,0;7,12;0,0;0,0;0,0
2030-06-13 07:00:00;0,0;0,0;0,0;8,02;0,0;0,0;0,0;8,02;0,0;0,0;0,0
2030-06-13 08:00:00;0,0;0,0;0,0;9,32;0,0;0,0;0,0;9,32;0,0;0,0;0,0
2030-06-13 09:00:00;0,0;0,0;0,0;10,39;0,0;0,0;0,0;10,39;0,0;0,0;0,0
2030-06-13 10:00:00;0,0;0,0;0,0;9,64;0,0;0,0;0,0;9,64;0,0;0,0;0,0
2030-06-13 11:00:00;0,0;0,0;0,0;6,94;0,0;0,0;0,0;6,94;0,0;0,0;0,0
2030-06-13 12:00:00;0,0;0,0;0,0;5,32;0,0;0,0;0,0;5,32;0,0;0,0;0,0
2030-06-13 13:00:00;0,0;0,0;0,0;5,64;0,0;0,0;0,0;5,64;0,0;0,0;0,0
2030-06-13 14:00:00;0,0;0,0;0,0;6,99;0,0;0,0;0,0;6,99;0,0;0,0;0,0
2030-06-13 15:00:00;0,0;0,0;0,0;7,65;0,0;0,0;0,0;7,65;0,0;0,0;0,0
2030-06-13 16:00:00;0,0;0,0;0,0;5,67;0,0;0,0;0,0;5,67;0,0;0,0;0,0
2030-06-13 17:00:00;0,0;0,0;0,0;6,31;0,0;0,0;0,0;6,31;0,0;0,0;0,0
2030-06-13 18:00:00;0,0;0,0;0,0;7,3;0,0;0,0;0,0;7,3;0,0;0,0;0,0
2030-06-13 19:00:00;0,0;0,0;0,0;9,58;0,0;0,0;0,0;9,58;0,0;0,0;0,0
2030-06-13 20:00:00;0,0;0,0;0,0;9,96;0,0;0,0;0,0;9,96;0,0;0,0;0,0
2030-06-13 21:00:00;0,0;0,0;0,0;12,15;0,0;0,0;0,0;12,15;0,0;0,0;0,0
2030-06-13 22:00:00;0,0;0,0;0,0;14,51;0,0;0,0;0,0;14,51;0,0;0,0;0,0
2030-06-13 23:00:00;0,0;0,0;0,0;17,52;0,0;0,0;0,0;17,52;0,0;0,0;0,0
2030-06-14 00:00:00;0,0;0,0;0,0;20,22;0,0;0,0;0,0;20,22;0,0;0,0;0,0
2030-06-14 01:00:00;0,0;0,0;0,0;23,5;0,0;0,0;0,0;23,5;0,0;0,0;0,0
2030-06-14 02:00:00;0,0;0,0;0,0;25,93;0,0;0,0;0,0;25,93;0,0;0,0;0,0
2030-06-14 03:00:00;0,0;0,0;0,0;27,87;0,0;0,0;0,0;27,87;0,0;0,0;0,0
2030-06-14 04:00:00;0,0;0,0;0,0;28,77;0,0;0,0;0,0;28,77;0,0;0,0;0,0
2030-06-14 05:00:00;0,0;0,0;0,0;26,24;0,0;0,0;0,0;26,24;0,0;0,0;0,0
2030-06-14 06:00:00;0,0;0,0;0,0;24,33;0,0;0,0;0,0;24,33;0,0;0,0;0,0
2030-06-14 07:00:00;0,0;0,0;0,0;24,54;0,0;0,0;0,0;24,54;0,0;0,0;0,0
2030-06-14 08:00:00;0,0;0,0;0,0;25,51;0,0;0,0;0,0;25,51;0,0;0,0;0,0
2030-06-14 09:00:00;0,0;0,0;0,0;27,8;0,0;0,0;0,0;27,8;0,0;0,0;0,0
2030-06-14 10:00:00;0,0;0,0;0,0;25,9;0,0;0,0;0,0;25,9;0,0;0,0;0,0
2030-06-14 11:00:00;0,0;0,0;0,0;19,45;0,0;0,0;0,0;19,45;0,0;0,0;0,0
2030-06-14 12:00:00;0,0;0,0;0,0;15,14;0,0;0,0;0,0;15,14;0,0;0,0;0,0
2030-06-14 13:00:00;0,0;0,0;0,0;15,73;0,0;0,0;0,0;15,73;0,0;0,0;0,0
2030-06-14 14:00:00;0,0;0,0;0,0;14,51;0,0;0,0;0,0;14,51;0,0;0,0;0,0
2030-06-14 15:00:00;0,0;0,0;0,0;14,17;0,0;0,0;0,0;14,17;0,0;0,0;0,0
2030-06-14 16:00:00;0,0;0,0;0,0;10,12;0,0;0,0;0,0;10,12;0,0;0,0;0,0
2030-06-14 17:00:00;0,0;0,0;0,0;7,17;0,0;0,0;0,0;7,17;0,0;0,0;0,0
2030-06-14 18:00:00;0,0;0,0;0,0;5,88;0,0;0,0;0,0;5,88;0,0;0,0;0,0
2030-06-14 19:00:00;0,0;0,0;0,0;6,53;0,0;0,0;0,0;6,53;0,0;0,0;0,0
2030-06-14 20:00:00;0,0;0,0;0,0;9,23;0,0;0,0;0,0;9,23;0,0;0,0;0,0
2030-06-14 21:00:00;0,0;0,0;0,0;12,96;0,0;0,0;0,0;12,96;0,0;0,0;0,0
2030-06-14 22:00:00;0,0;0,0;0,0;16,79;0,0;0,0;0,0;16,79;0,0;0,0;0,0
2030-06-14 23:00:00;0,0;0,0;0,0;21,09;0,0;0,0;0,0;21,09;0,0;0,0;0,0
2030-06-15 00:00:00;0,0;0,0;0,0;24,64;0,0;0,0;0,0;24,64;0,0;0,0;0,0
2030-06-15 01:00:00;0,0;0,0;0,0;28,5;0,0;0,0;0,0;28,5;0,0;0,0;0,0
2030-06-15 02:00:00;0,0;0,0;0,0;31,24;0,0;0,0;0,0;31,24;0,0;0,0;0,0
2030-06-15 03:00:00;0,0;0,0;0,0;33,42;0,0;0,0;0,0;33,42;0,0;0,0;0,0
2030-06-15 04:00:00;0,0;0,0;0,0;34,29;0,0;0,0;0,0;34,29;0,0;0,0;0,0
2030-06-15 05:00:00;0,0;0,0;0,0;30,86;0,0;0,0;0,0;30,86;0,0;0,0;0,0
2030-06-15 06:00:00;0,0;0,0;0,0;26,18;0,0;0,0;0,0;26,18;0,0;0,0;0,0
2030-06-15 07:00:00;0,0;0,0;0,0;20,36;0,0;0,0;0,0;20,36;0,0;0,0;0,0
2030-06-15 08:00:00;0,0;0,0;0,0;14,17;0,0;0,0;0,0;14,17;0,0;0,0;0,0
2030-06-15 09:00:00;0,0;0,0;0,0;7,7;0,0;0,0;0,0;7,7;0,0;0,0;0,0
2030-06-15 10:00:00;0,0;0,0;0,0;2,61;0,0;0,0;0,0;2,61;0,0;0,0;0,0
2030-06-15 11:00:00;0,0;0,0;0,0;0,78;0,0;0,0;0,0;0,78;0,0;0,0;0,0
2030-06-15 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-15 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-06-16 00:00:00;0,0;0,0;0,0;0,18;0,0;0,0;0,0;0,18;0,0;0,0;0,0
