;('Biogas_s', 'District heating_s');('Biomasse_heat_s', 'District heating_s');('District heating_s', 'Heat storage_s');('District heating_s', 'Heat_demand_total_s');('District heating_s', 'excess_b_distheat_s');('Electric boiler_s', 'District heating_s');('GuD_s', 'District heating_s');('Heat storage_s', 'District heating_s');('Heatpump_air_s', 'District heating_s');('Heatpump_water_s', 'District heating_s');('ST_s', 'District heating_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-04-14 10:00:00;0,0;0,0;0,0;33,87;0,0;0,0;0,0;33,87;0,0;0,0;0,0
2030-04-14 11:00:00;0,0;0,0;0,0;27,98;0,0;0,0;0,0;27,98;0,0;0,0;0,0
2030-04-14 12:00:00;0,0;0,0;0,0;22,77;0,0;0,0;0,0;22,77;0,0;0,0;0,0
2030-04-14 13:00:00;0,0;0,0;0,0;18,55;0,0;0,0;0,0;18,55;0,0;0,0;0,0
2030-04-14 14:00:00;0,0;0,0;0,0;15,67;0,0;0,0;0,0;15,67;0,0;0,0;0,0
2030-04-14 15:00:00;0,0;0,0;0,0;14,02;0,0;0,0;0,0;14,02;0,0;0,0;0,0
2030-04-14 16:00:00;0,0;0,0;0,0;14,25;0,0;0,0;0,0;14,25;0,0;0,0;0,0
2030-04-14 17:00:00;0,0;0,0;0,0;16,57;0,0;0,0;0,0;16,57;0,0;0,0;0,0
2030-04-14 18:00:00;0,0;0,0;0,0;20,78;0,0;0,0;0,0;20,78;0,0;0,0;0,0
2030-04-14 19:00:00;0,0;0,0;0,0;26,15;0,0;0,0;0,0;26,15;0,0;0,0;0,0
2030-04-14 20:00:00;0,0;0,0;0,0;31,32;0,0;0,0;0,0;31,32;0,0;0,0;0,0
2030-04-14 21:00:00;0,0;0,0;0,0;36,69;0,0;0,0;0,0;36,69;0,0;0,0;0,0
2030-04-14 22:00:00;0,0;0,0;0,0;42,23;0,0;0,0;0,0;42,23;0,0;0,0;0,0
2030-04-14 23:00:00;0,0;0,0;0,0;47,65;0,0;0,0;0,0;47,65;0,0;0,0;0,0
2030-04-15 00:00:00;0,0;0,0;0,0;52,19;0,0;0,0;0,0;52,19;0,0;0,0;0,0
2030-04-15 01:00:00;0,0;0,0;0,0;56,91;0,0;0,0;0,0;56,91;0,0;0,0;0,0
2030-04-15 02:00:00;0,0;0,0;0,0;60,43;0,0;0,0;0,0;60,43;0,0;0,0;0,0
2030-04-15 03:00:00;0,0;0,0;0,0;63,79;0,0;0,0;0,0;63,79;0,0;0,0;0,0
2030-04-15 04:00:00;0,0;0,0;0,0;66,55;0,0;0,0;0,0;66,55;0,0;0,0;0,0
2030-04-15 05:00:00;0,0;0,0;0,0;68,19;0,0;0,0;0,0;68,19;0,0;0,0;0,0
2030-04-15 06:00:00;0,0;0,0;0,0;65,41;0,0;0,0;0,0;65,41;0,0;0,0;0,0
2030-04-15 07:00:00;0,0;0,0;0,0;61,46;0,0;0,0;0,0;61,46;0,0;0,0;0,0
2030-04-15 08:00:00;0,0;0,0;7,3;56,9;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 09:00:00;0,0;0,0;11,2;53,01;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 10:00:00;0,0;0,0;16,58;47,63;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 11:00:00;0,0;0,0;0,0;41,17;0,0;0,0;0,0;41,17;0,0;0,0;0,0
2030-04-15 12:00:00;0,0;0,0;28,3;35,9;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 13:00:00;0,0;0,0;0,0;33,13;0,0;0,0;0,0;33,13;0,0;0,0;0,0
2030-04-15 14:00:00;0,0;0,0;0,0;32,12;0,0;0,0;0,0;32,12;0,0;0,0;0,0
2030-04-15 15:00:00;0,0;0,0;33,06;31,14;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 16:00:00;0,0;0,0;34,62;29,58;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 17:00:00;0,0;0,0;32,89;31,31;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 18:00:00;0,0;0,0;28,73;35,47;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 19:00:00;0,0;0,0;23,82;40,38;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-15 20:00:00;0,0;0,0;0,0;44,78;0,0;0,0;9,2;35,58;0,0;0,0;0,0
2030-04-15 21:00:00;0,0;0,0;0,0;49,07;0,0;0,0;0,0;49,07;0,0;0,0;0,0
2030-04-15 22:00:00;0,0;0,0;0,0;53,42;0,0;0,0;0,0;53,42;0,0;0,0;0,0
2030-04-15 23:00:00;0,0;0,0;0,0;58,08;0,0;0,0;0,0;58,08;0,0;0,0;0,0
2030-04-16 00:00:00;0,0;0,0;0,0;60,41;0,0;0,0;0,0;60,41;0,0;0,0;0,0
2030-04-16 01:00:00;0,0;0,0;0,0;62,52;0,0;0,0;0,0;62,52;0,0;0,0;0,0
2030-04-16 02:00:00;0,0;0,0;0,0;64,21;0,0;0,0;0,0;64,21;0,0;0,0;0,0
2030-04-16 03:00:00;0,0;0,0;0,0;65,72;0,0;0,0;0,0;65,72;0,0;0,0;0,0
2030-04-16 04:00:00;0,0;0,0;0,0;66,85;0,0;0,0;0,0;66,85;0,0;0,0;0,0
2030-04-16 05:00:00;0,0;0,0;0,0;67,6;0,0;0,0;0,0;67,6;0,0;0,0;0,0
2030-04-16 06:00:00;0,0;0,0;0,0;66,77;0,0;0,0;0,0;66,77;0,0;0,0;0,0
2030-04-16 07:00:00;0,0;0,0;0,0;66,29;0,0;0,0;0,0;66,29;0,0;0,0;0,0
2030-04-16 08:00:00;0,0;0,0;0,0;64,35;0,0;0,0;0,0;64,35;0,0;0,0;0,0
2030-04-16 09:00:00;0,0;0,0;0,0;63,63;0,0;0,0;0,0;63,63;0,0;0,0;0,0
2030-04-16 10:00:00;0,0;0,0;0,0;61,74;0,0;0,0;0,0;61,74;0,0;0,0;0,0
2030-04-16 11:00:00;0,0;0,0;5,83;58,37;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 12:00:00;0,0;0,0;8,21;55,99;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 13:00:00;0,0;0,0;8,85;55,35;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 14:00:00;0,0;0,0;8,32;55,88;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 15:00:00;0,0;0,0;8,67;55,53;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 16:00:00;0,0;0,0;10,58;53,62;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 17:00:00;0,0;0,0;10,17;54,03;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 18:00:00;0,0;0,0;8,94;55,26;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 19:00:00;0,0;0,0;7,51;56,69;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 20:00:00;0,0;0,0;6,62;57,58;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 21:00:00;0,0;0,0;6,15;58,05;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 22:00:00;0,0;0,0;5,7;58,5;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-16 23:00:00;0,0;0,0;5,27;58,93;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 00:00:00;0,0;0,0;5,08;59,12;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 01:00:00;0,0;0,0;4,93;59,27;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 02:00:00;0,0;0,0;5,04;59,16;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 03:00:00;0,0;0,0;5,21;58,99;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 04:00:00;0,0;0,0;5,18;59,02;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 05:00:00;0,0;0,0;5,4;58,8;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 06:00:00;0,0;0,0;6,85;57,36;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 07:00:00;0,0;0,0;8,54;55,66;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 08:00:00;0,0;0,0;10,24;53,96;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 09:00:00;0,0;0,0;11,26;52,94;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 10:00:00;0,0;0,0;13,63;50,57;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 11:00:00;0,0;0,0;17,72;46,48;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 12:00:00;0,0;0,0;21,06;43,14;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 13:00:00;0,0;0,0;22,22;41,98;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 14:00:00;0,0;0,0;21,95;42,25;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 15:00:00;0,0;0,0;22,74;41,46;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 16:00:00;0,0;0,0;25,09;39,11;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 17:00:00;0,0;0,0;24,86;39,34;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 18:00:00;0,0;0,0;23,79;40,41;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 19:00:00;0,0;0,0;22,48;41,72;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 20:00:00;0,0;0,0;21,21;42,99;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 21:00:00;0,0;0,0;19,81;44,39;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 22:00:00;0,0;0,0;18,07;46,13;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-17 23:00:00;0,0;0,0;15,74;48,46;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 00:00:00;0,0;0,0;14,7;49,5;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 01:00:00;0,0;0,0;12,27;51,93;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 02:00:00;0,0;0,0;11,39;52,81;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 03:00:00;0,0;0,0;10,37;53,83;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 04:00:00;0,0;0,0;9,63;54,57;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 05:00:00;0,0;0,0;9,2;55,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 06:00:00;0,0;0,0;10,28;53,92;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 07:00:00;0,0;0,0;10,74;53,47;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 08:00:00;0,0;0,0;12,33;51,87;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 09:00:00;0,0;0,0;11,17;53,03;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 10:00:00;0,0;0,0;12,62;51,58;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 11:00:00;0,0;0,0;15,34;48,86;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 12:00:00;0,0;0,0;18,27;45,93;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 13:00:00;0,0;0,0;22,47;41,73;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 14:00:00;0,0;0,0;25,98;38,22;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 15:00:00;0,0;0,0;28,9;35,3;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 16:00:00;0,0;0,0;32,29;31,91;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 17:00:00;0,0;0,0;32,54;31,66;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 18:00:00;0,0;0,0;31,35;32,85;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 19:00:00;0,0;0,0;29,67;34,53;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 20:00:00;0,0;0,0;26,76;37,44;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 21:00:00;0,0;0,0;23,52;40,68;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 22:00:00;0,0;0,0;20,0;44,2;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-18 23:00:00;0,0;0,0;16,27;47,93;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 00:00:00;0,0;0,0;12,13;52,08;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 01:00:00;0,0;0,0;7,57;56,63;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 02:00:00;0,0;0,0;4,28;59,92;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 03:00:00;0,0;0,0;1,03;63,17;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 04:00:00;0,0;0,0;0,0;65,92;0,0;0,0;64,2;1,72;0,0;0,0;0,0
2030-04-19 05:00:00;0,0;0,0;0,0;67,39;0,0;0,0;64,2;3,19;0,0;0,0;0,0
2030-04-19 06:00:00;0,0;0,0;0,0;64,28;0,0;0,0;64,2;0,08;0,0;0,0;0,0
2030-04-19 07:00:00;0,0;0,0;2,89;61,31;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 08:00:00;0,0;0,0;6,11;58,09;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 09:00:00;0,0;0,0;7,47;56,73;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 10:00:00;0,0;0,0;10,33;53,88;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 11:00:00;0,0;0,0;13,83;50,37;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 12:00:00;0,0;0,0;17,61;46,59;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 13:00:00;0,0;0,0;20,11;44,1;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 14:00:00;0,0;0,0;20,72;43,48;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 15:00:00;0,0;0,0;21,81;42,39;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 16:00:00;0,0;0,0;23,83;40,37;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 17:00:00;0,0;0,0;22,64;41,56;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 18:00:00;0,0;0,0;19,8;44,4;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 19:00:00;0,0;0,0;16,1;48,1;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 20:00:00;0,0;0,0;12,14;52,06;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 21:00:00;0,0;0,0;8,21;55,99;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 22:00:00;0,0;0,0;3,9;60,3;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-19 23:00:00;0,0;0,0;0,0;64,51;0,0;0,0;64,2;0,31;0,0;0,0;0,0
2030-04-20 00:00:00;0,0;0,0;0,0;66,65;0,0;0,0;64,2;2,45;0,0;0,0;0,0
2030-04-20 01:00:00;0,0;0,0;0,0;68,84;0,0;0,0;64,2;4,64;0,0;0,0;0,0
2030-04-20 02:00:00;0,0;0,0;0,0;70,67;0,0;0,0;64,2;6,47;0,0;0,0;0,0
2030-04-20 03:00:00;0,0;0,0;0,0;72,37;0,0;0,0;64,2;8,17;0,0;0,0;0,0
2030-04-20 04:00:00;0,0;0,0;0,0;73,73;0,0;0,0;64,2;9,53;0,0;0,0;0,0
2030-04-20 05:00:00;0,0;0,0;0,0;74,5;0,0;0,0;64,2;10,3;0,0;0,0;0,0
2030-04-20 06:00:00;0,0;0,0;0,0;69,66;0,0;0,0;64,2;5,46;0,0;0,0;0,0
2030-04-20 07:00:00;0,0;0,0;0,15;64,06;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 08:00:00;0,0;0,0;6,81;57,39;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 09:00:00;0,0;0,0;13,83;50,37;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 10:00:00;0,0;0,0;20,44;43,76;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 11:00:00;0,0;0,0;26,74;37,46;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 12:00:00;0,0;0,0;31,88;32,32;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 13:00:00;0,0;0,0;36,2;28,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 14:00:00;0,0;0,0;39,2;25,0;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 15:00:00;0,0;0,0;40,73;23,47;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 16:00:00;0,0;0,0;40,59;23,61;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 17:00:00;0,0;0,0;38,41;25,79;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 18:00:00;0,0;0,0;34,05;30,15;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 19:00:00;0,0;0,0;28,69;35,52;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 20:00:00;0,0;0,0;25,92;38,29;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 21:00:00;0,0;0,0;22,99;41,21;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-20 22:00:00;0,0;0,0;0,0;43,85;0,0;0,0;0,0;43,85;0,0;0,0;0,0
2030-04-20 23:00:00;0,0;0,0;0,0;46,44;0,0;0,0;0,0;46,44;0,0;0,0;0,0
2030-04-21 00:00:00;0,0;0,0;0,0;47,54;0,0;0,0;0,0;47,54;0,0;0,0;0,0
2030-04-21 01:00:00;0,0;0,0;0,0;48,43;0,0;0,0;0,0;48,43;0,0;0,0;0,0
2030-04-21 02:00:00;0,0;0,0;0,0;49,14;0,0;0,0;0,0;49,14;0,0;0,0;0,0
2030-04-21 03:00:00;0,0;0,0;0,0;49,72;0,0;0,0;0,0;49,72;0,0;0,0;0,0
2030-04-21 04:00:00;0,0;0,0;0,0;50,19;0,0;0,0;0,0;50,19;0,0;0,0;0,0
2030-04-21 05:00:00;0,0;0,0;0,0;50,33;0,0;0,0;0,0;50,33;0,0;0,0;0,0
2030-04-21 06:00:00;0,0;0,0;0,0;49,41;0,0;0,0;0,0;49,41;0,0;0,0;0,0
2030-04-21 07:00:00;0,0;0,0;0,0;48,54;0,0;0,0;0,0;48,54;0,0;0,0;0,0
2030-04-21 08:00:00;0,0;0,0;0,0;46,82;0,0;0,0;0,0;46,82;0,0;0,0;0,0
2030-04-21 09:00:00;0,0;0,0;0,0;45,14;0,0;0,0;0,0;45,14;0,0;0,0;0,0
2030-04-21 10:00:00;0,0;0,0;0,0;43,82;0,0;0,0;0,0;43,82;0,0;0,0;0,0
2030-04-21 11:00:00;0,0;0,0;0,0;42,46;0,0;0,0;0,0;42,46;0,0;0,0;0,0
2030-04-21 12:00:00;0,0;0,0;0,0;40,58;0,0;0,0;0,0;40,58;0,0;0,0;0,0
2030-04-21 13:00:00;0,0;0,0;0,0;39,57;0,0;0,0;0,0;39,57;0,0;0,0;0,0
2030-04-21 14:00:00;0,0;0,0;0,0;38,85;0,0;0,0;0,0;38,85;0,0;0,0;0,0
2030-04-21 15:00:00;0,0;0,0;0,0;38,43;0,0;0,0;0,0;38,43;0,0;0,0;0,0
2030-04-21 16:00:00;0,0;0,0;0,0;38,33;0,0;0,0;0,0;38,33;0,0;0,0;0,0
2030-04-21 17:00:00;0,0;0,0;0,0;38,8;0,0;0,0;1,47;37,33;0,0;0,0;0,0
2030-04-21 18:00:00;0,0;0,0;0,0;39,88;0,0;0,0;0,0;39,88;0,0;0,0;0,0
2030-04-21 19:00:00;0,0;0,0;0,0;41,13;0,0;0,0;0,0;41,13;0,0;0,0;0,0
2030-04-21 20:00:00;0,0;0,0;0,0;40,36;0,0;0,0;0,0;40,36;0,0;0,0;0,0
2030-04-21 21:00:00;0,0;0,0;0,0;39,92;0,0;0,0;0,0;39,92;0,0;0,0;0,0
2030-04-21 22:00:00;0,0;0,0;0,0;37,74;0,0;0,0;0,0;37,74;0,0;0,0;0,0
2030-04-21 23:00:00;0,0;0,0;0,0;36,03;0,0;0,0;0,0;36,03;0,0;0,0;0,0
2030-04-22 00:00:00;0,0;0,0;0,0;35,39;0,0;0,0;0,0;35,39;0,0;0,0;0,0
2030-04-22 01:00:00;0,0;0,0;0,14;34,32;0,0;0,0;34,46;0,0;0,0;0,0;0,0
2030-04-22 02:00:00;0,0;0,0;0,0;33,96;0,0;0,0;0,0;33,96;0,0;0,0;0,0
2030-04-22 03:00:00;0,0;0,0;0,0;33,18;0,0;0,0;0,0;33,18;0,0;0,0;0,0
2030-04-22 04:00:00;0,0;0,0;0,0;32,65;0,0;0,0;0,0;32,65;0,0;0,0;0,0
2030-04-22 05:00:00;0,0;0,0;0,0;31,9;0,0;0,0;0,0;31,9;0,0;0,0;0,0
2030-04-22 06:00:00;0,0;0,0;0,0;28,97;0,0;0,0;0,0;28,97;0,0;0,0;0,0
2030-04-22 07:00:00;0,0;0,0;0,0;25,34;0,0;0,0;0,0;25,34;0,0;0,0;0,0
2030-04-22 08:00:00;0,0;0,0;42,0;22,2;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 09:00:00;0,0;0,0;44,29;19,91;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 10:00:00;0,0;0,0;46,1;18,1;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 11:00:00;0,0;0,0;49,71;14,5;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 12:00:00;0,0;0,0;53,45;10,75;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 13:00:00;0,0;0,0;53,24;10,96;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 14:00:00;0,0;0,0;50,96;13,24;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 15:00:00;0,0;0,0;50,02;14,18;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 16:00:00;0,0;0,0;51,01;13,19;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 17:00:00;0,0;0,0;50,1;14,1;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 18:00:00;0,0;0,0;48,88;15,32;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 19:00:00;0,0;0,0;47,52;16,68;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 20:00:00;0,0;0,0;46,29;17,91;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 21:00:00;0,0;0,0;44,52;19,68;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 22:00:00;0,0;0,0;42,89;21,31;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-22 23:00:00;0,0;0,0;40,72;23,48;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 00:00:00;0,0;0,0;39,16;25,04;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 01:00:00;0,0;0,0;36,64;27,56;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 02:00:00;0,0;0,0;34,98;29,23;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 03:00:00;0,0;0,0;33,33;30,87;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 04:00:00;0,0;0,0;31,94;32,26;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 05:00:00;0,0;0,0;31,79;32,41;0,0;0,0;64,2;0,0;0,0;0,0;0,0
2030-04-23 06:00:00;0,0;0,0;0,0;29,32;0,0;0,0;0,0;29,32;0,0;0,0;0,0
2030-04-23 07:00:00;0,0;0,0;0,0;25,44;0,0;0,0;0,0;25,44;0,0;0,0;0,0
2030-04-23 08:00:00;0,0;0,0;0,0;21,81;0,0;0,0;0,0;21,81;0,0;0,0;0,0
2030-04-23 09:00:00;0,0;0,0;0,0;18,89;0,0;0,0;0,0;18,89;0,0;0,0;0,0
2030-04-23 10:00:00;0,0;0,0;0,0;14,56;0,0;0,0;0,0;14,56;0,0;0,0;0,0
2030-04-23 11:00:00;0,0;0,0;0,0;8,83;0,0;0,0;0,0;8,83;0,0;0,0;0,0
2030-04-23 12:00:00;0,0;0,0;0,0;3,85;0,0;0,0;0,0;3,85;0,0;0,0;0,0
2030-04-23 13:00:00;0,0;0,0;0,0;2,06;0,0;0,0;0,0;2,06;0,0;0,0;0,0
2030-04-23 14:00:00;0,0;0,0;0,0;1,58;0,0;0,0;0,0;1,58;0,0;0,0;0,0
2030-04-23 15:00:00;0,0;0,0;0,0;0,97;0,0;0,0;0,0;0,97;0,0;0,0;0,0
2030-04-23 16:00:00;0,0;0,0;0,0;0,45;0,0;0,0;0,0;0,45;0,0;0,0;0,0
2030-04-23 17:00:00;0,0;0,0;0,0;0,62;0,0;0,0;0,0;0,62;0,0;0,0;0,0
2030-04-23 18:00:00;0,0;0,0;0,0;1,72;0,0;0,0;0,0;1,72;0,0;0,0;0,0
2030-04-23 19:00:00;0,0;0,0;0,0;4,77;0,0;0,0;0,0;4,77;0,0;0,0;0,0
2030-04-23 20:00:00;0,0;0,0;0,0;9,45;0,0;0,0;0,0;9,45;0,0;0,0;0,0
2030-04-23 21:00:00;0,0;0,0;0,0;14,26;0,0;0,0;0,0;14,26;0,0;0,0;0,0
2030-04-23 22:00:00;0,0;0,0;0,0;19,35;0,0;0,0;0,0;19,35;0,0;0,0;0,0
2030-04-23 23:00:00;0,0;0,0;0,0;24,64;0,0;0,0;0,0;24,64;0,0;0,0;0,0
2030-04-24 00:00:00;0,0;0,0;0,0;29,4;0,0;0,0;0,0;29,4;0,0;0,0;0,0
2030-04-24 01:00:00;0,0;0,0;0,0;34,68;0,0;0,0;0,0;34,68;0,0;0,0;0,0
2030-04-24 02:00:00;0,0;0,0;0,0;38,4;0,0;0,0;0,0;38,4;0,0;0,0;0,0
2030-04-24 03:00:00;0,0;0,0;0,0;41,99;0,0;0,0;0,0;41,99;0,0;0,0;0,0
2030-04-24 04:00:00;0,0;0,0;0,0;45,01;0,0;0,0;0,0;45,01;0,0;0,0;0,0
2030-04-24 05:00:00;0,0;0,0;0,0;45,99;0,0;0,0;0,0;45,99;0,0;0,0;0,0
2030-04-24 06:00:00;0,0;0,0;0,0;42,35;0,0;0,0;0,0;42,35;0,0;0,0;0,0
2030-04-24 07:00:00;0,0;0,0;0,0;37,72;0,0;0,0;0,0;37,72;0,0;0,0;0,0
2030-04-24 08:00:00;0,0;0,0;0,0;33,95;0,0;0,0;0,0;33,95;0,0;0,0;0,0
2030-04-24 09:00:00;0,0;0,0;0,0;31,66;0,0;0,0;0,0;31,66;0,0;0,0;0,0
2030-04-24 10:00:00;0,0;0,0;0,0;28,35;0,0;0,0;0,0;28,35;0,0;0,0;0,0
