;('Import_Oil_s', 'Oil_fuel_s');('Import_Synthetic_fuel_s', 'Oil_fuel_s');('Oil_fuel_s', 'Material_demand_Oil_s');('Oil_fuel_s', 'Mobility_demand_total_s');('Oil_fuel_s', 'Oil_demand_total_s');('Oil_fuel_s', 'excess_b_oil_fuel_s');('PtL_s', 'Oil_fuel_s')
;flow;flow;flow;flow;flow;flow;flow
2030-07-20 05:00:00;348,35;0,0;19,61;321,87;6,87;0,0;0,0
2030-07-20 06:00:00;346,76;0,0;19,61;321,87;5,27;0,0;0,0
2030-07-20 07:00:00;344,7;0,0;19,61;321,87;3,22;0,0;0,0
2030-07-20 08:00:00;343,86;0,0;19,61;321,87;2,37;0,0;0,0
2030-07-20 09:00:00;343,01;0,0;19,61;321,87;1,52;0,0;0,0
2030-07-20 10:00:00;342,26;0,0;19,61;321,87;0,77;0,0;0,0
2030-07-20 11:00:00;342,01;0,0;19,61;321,87;0,52;0,0;0,0
2030-07-20 12:00:00;341,8;0,0;19,61;321,87;0,32;0,0;0,0
2030-07-20 13:00:00;341,67;0,0;19,61;321,87;0,19;0,0;0,0
2030-07-20 14:00:00;341,63;0,0;19,61;321,87;0,14;0,0;0,0
2030-07-20 15:00:00;341,68;0,0;19,61;321,87;0,2;0,0;0,0
2030-07-20 16:00:00;341,93;0,0;19,61;321,87;0,45;0,0;0,0
2030-07-20 17:00:00;342,31;0,0;19,61;321,87;0,82;0,0;0,0
2030-07-20 18:00:00;342,5;0,0;19,61;321,87;1,01;0,0;0,0
2030-07-20 19:00:00;343,11;0,0;19,61;321,87;1,63;0,0;0,0
2030-07-20 20:00:00;344,3;0,0;19,61;321,87;2,81;0,0;0,0
2030-07-20 21:00:00;345,75;0,0;19,61;321,87;4,26;0,0;0,0
2030-07-20 22:00:00;346,75;0,0;19,61;321,87;5,27;0,0;0,0
2030-07-20 23:00:00;348,04;0,0;19,61;321,87;6,55;0,0;0,0
2030-07-21 00:00:00;348,4;0,0;19,61;321,87;6,92;0,0;0,0
2030-07-21 01:00:00;348,65;0,0;19,61;321,87;7,17;0,0;0,0
2030-07-21 02:00:00;348,79;0,0;19,61;321,87;7,31;0,0;0,0
2030-07-21 03:00:00;349,04;0,0;19,61;321,87;7,55;0,0;0,0
2030-07-21 04:00:00;349,06;0,0;19,61;321,87;7,57;0,0;0,0
2030-07-21 05:00:00;347,1;0,0;19,61;321,87;5,61;0,0;0,0
2030-07-21 06:00:00;345,59;0,0;19,61;321,87;4,1;0,0;0,0
2030-07-21 07:00:00;344,61;0,0;19,61;321,87;3,12;0,0;0,0
2030-07-21 08:00:00;343,62;0,0;19,61;321,87;2,13;0,0;0,0
2030-07-21 09:00:00;342,34;0,0;19,61;321,87;0,86;0,0;0,0
2030-07-21 10:00:00;341,68;0,0;19,61;321,87;0,19;0,0;0,0
2030-07-21 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-21 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-22 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-23 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-24 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-25 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-26 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-27 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 07:00:00;341,49;0,0;19,61;321,87;0,01;0,0;0,0
2030-07-28 08:00:00;341,61;0,0;19,61;321,87;0,13;0,0;0,0
2030-07-28 09:00:00;341,76;0,0;19,61;321,87;0,27;0,0;0,0
2030-07-28 10:00:00;341,86;0,0;19,61;321,87;0,37;0,0;0,0
2030-07-28 11:00:00;341,92;0,0;19,61;321,87;0,44;0,0;0,0
2030-07-28 12:00:00;341,85;0,0;19,61;321,87;0,37;0,0;0,0
2030-07-28 13:00:00;341,68;0,0;19,61;321,87;0,19;0,0;0,0
2030-07-28 14:00:00;341,5;0,0;19,61;321,87;0,01;0,0;0,0
2030-07-28 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-28 19:00:00;341,49;0,0;19,61;321,87;0,01;0,0;0,0
2030-07-28 20:00:00;341,59;0,0;19,61;321,87;0,11;0,0;0,0
2030-07-28 21:00:00;341,83;0,0;19,61;321,87;0,34;0,0;0,0
2030-07-28 22:00:00;342,32;0,0;19,61;321,87;0,84;0,0;0,0
2030-07-28 23:00:00;342,84;0,0;19,61;321,87;1,36;0,0;0,0
2030-07-29 00:00:00;343,34;0,0;19,61;321,87;1,86;0,0;0,0
2030-07-29 01:00:00;343,85;0,0;19,61;321,87;2,37;0,0;0,0
2030-07-29 02:00:00;344,24;0,0;19,61;321,87;2,75;0,0;0,0
2030-07-29 03:00:00;344,57;0,0;19,61;321,87;3,09;0,0;0,0
2030-07-29 04:00:00;344,75;0,0;19,61;321,87;3,27;0,0;0,0
2030-07-29 05:00:00;344,56;0,0;19,61;321,87;3,07;0,0;0,0
2030-07-29 06:00:00;344,06;0,0;19,61;321,87;2,57;0,0;0,0
2030-07-29 07:00:00;343,38;0,0;19,61;321,87;1,89;0,0;0,0
2030-07-29 08:00:00;342,54;0,0;19,61;321,87;1,06;0,0;0,0
2030-07-29 09:00:00;341,96;0,0;19,61;321,87;0,47;0,0;0,0
2030-07-29 10:00:00;341,49;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-29 21:00:00;341,5;0,0;19,61;321,87;0,01;0,0;0,0
2030-07-29 22:00:00;342,28;0,0;19,61;321,87;0,8;0,0;0,0
2030-07-29 23:00:00;343,11;0,0;19,61;321,87;1,63;0,0;0,0
2030-07-30 00:00:00;344,1;0,0;19,61;321,87;2,62;0,0;0,0
2030-07-30 01:00:00;345,8;0,0;19,61;321,87;4,31;0,0;0,0
2030-07-30 02:00:00;347,8;0,0;19,61;321,87;6,31;0,0;0,0
2030-07-30 03:00:00;350,27;0,0;19,61;321,87;8,79;0,0;0,0
2030-07-30 04:00:00;353,41;0,0;19,61;321,87;11,93;0,0;0,0
2030-07-30 05:00:00;354,14;0,0;19,61;321,87;12,66;0,0;0,0
2030-07-30 06:00:00;353,01;0,0;19,61;321,87;11,52;0,0;0,0
2030-07-30 07:00:00;350,91;0,0;19,61;321,87;9,43;0,0;0,0
2030-07-30 08:00:00;348,34;0,0;19,61;321,87;6,85;0,0;0,0
2030-07-30 09:00:00;345,83;0,0;19,61;321,87;4,35;0,0;0,0
2030-07-30 10:00:00;343,74;0,0;19,61;321,87;2,25;0,0;0,0
2030-07-30 11:00:00;342,26;0,0;19,61;321,87;0,78;0,0;0,0
2030-07-30 12:00:00;341,49;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-30 22:00:00;341,51;0,0;19,61;321,87;0,03;0,0;0,0
2030-07-30 23:00:00;342,58;0,0;19,61;321,87;1,1;0,0;0,0
2030-07-31 00:00:00;344,15;0,0;19,61;321,87;2,66;0,0;0,0
2030-07-31 01:00:00;346,36;0,0;19,61;321,87;4,88;0,0;0,0
2030-07-31 02:00:00;349,61;0,0;19,61;321,87;8,12;0,0;0,0
2030-07-31 03:00:00;352,34;0,0;19,61;321,87;10,85;0,0;0,0
2030-07-31 04:00:00;354,59;0,0;19,61;321,87;13,1;0,0;0,0
2030-07-31 05:00:00;354,54;0,0;19,61;321,87;13,05;0,0;0,0
2030-07-31 06:00:00;352,65;0,0;19,61;321,87;11,17;0,0;0,0
2030-07-31 07:00:00;349,9;0,0;19,61;321,87;8,42;0,0;0,0
2030-07-31 08:00:00;346,22;0,0;19,61;321,87;4,73;0,0;0,0
2030-07-31 09:00:00;343,63;0,0;19,61;321,87;2,14;0,0;0,0
2030-07-31 10:00:00;342,12;0,0;19,61;321,87;0,64;0,0;0,0
2030-07-31 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-07-31 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-01 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 05:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 06:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 07:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 08:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 09:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 10:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 11:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 12:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 13:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 14:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 15:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 16:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 17:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 18:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 19:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 20:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 21:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 22:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-02 23:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-03 00:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-03 01:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-03 02:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-03 03:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
2030-08-03 04:00:00;341,48;0,0;19,61;321,87;0,0;0,0;0,0
