;('Import_Oil_s', 'Oil_fuel_s');('Import_Synthetic_fuel_s', 'Oil_fuel_s');('Oil_fuel_s', 'Material_demand_Oil_s');('Oil_fuel_s', 'Mobility_demand_total_s');('Oil_fuel_s', 'Oil_demand_total_s');('Oil_fuel_s', 'excess_b_oil_fuel_s');('PtL_s', 'Oil_fuel_s')
;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;385,52;0,0;19,61;321,87;44,04;0,0;0,0
2030-01-01 01:00:00;391,2;0,0;19,61;321,87;49,72;0,0;0,0
2030-01-01 02:00:00;396,07;0,0;19,61;321,87;54,59;0,0;0,0
2030-01-01 03:00:00;399,81;0,0;19,61;321,87;58,33;0,0;0,0
2030-01-01 04:00:00;402,89;0,0;19,61;321,87;61,4;0,0;0,0
2030-01-01 05:00:00;405,61;0,0;19,61;321,87;64,12;0,0;0,0
2030-01-01 06:00:00;407,73;0,0;19,61;321,87;66,25;0,0;0,0
2030-01-01 07:00:00;409,8;0,0;19,61;321,87;68,32;0,0;0,0
2030-01-01 08:00:00;411,74;0,0;19,61;321,87;70,25;0,0;0,0
2030-01-01 09:00:00;412,63;0,0;19,61;321,87;71,14;0,0;0,0
2030-01-01 10:00:00;412,42;0,0;19,61;321,87;70,93;0,0;0,0
2030-01-01 11:00:00;410,71;0,0;19,61;321,87;69,23;0,0;0,0
2030-01-01 12:00:00;409,6;0,0;19,61;321,87;68,11;0,0;0,0
2030-01-01 13:00:00;409,85;0,0;19,61;321,87;68,37;0,0;0,0
2030-01-01 14:00:00;411,08;0,0;19,61;321,87;69,6;0,0;0,0
2030-01-01 15:00:00;411,78;0,0;19,61;321,87;70,3;0,0;0,0
2030-01-01 16:00:00;411,27;0,0;19,61;321,87;69,78;0,0;0,0
2030-01-01 17:00:00;411,06;0,0;19,61;321,87;69,58;0,0;0,0
2030-01-01 18:00:00;411,11;0,0;19,61;321,87;69,62;0,0;0,0
2030-01-01 19:00:00;411,14;0,0;19,61;321,87;69,66;0,0;0,0
2030-01-01 20:00:00;411,17;0,0;19,61;321,87;69,69;0,0;0,0
2030-01-01 21:00:00;411,19;0,0;19,61;321,87;69,71;0,0;0,0
2030-01-01 22:00:00;411,21;0,0;19,61;321,87;69,73;0,0;0,0
2030-01-01 23:00:00;411,22;0,0;19,61;321,87;69,74;0,0;0,0
2030-01-02 00:00:00;411,06;0,0;19,61;321,87;69,57;0,0;0,0
2030-01-02 01:00:00;411,04;0,0;19,61;321,87;69,56;0,0;0,0
2030-01-02 02:00:00;410,49;0,0;19,61;321,87;69,01;0,0;0,0
2030-01-02 03:00:00;410,23;0,0;19,61;321,87;68,75;0,0;0,0
2030-01-02 04:00:00;409,97;0,0;19,61;321,87;68,49;0,0;0,0
2030-01-02 05:00:00;409,7;0,0;19,61;321,87;68,22;0,0;0,0
2030-01-02 06:00:00;409,43;0,0;19,61;321,87;67,95;0,0;0,0
2030-01-02 07:00:00;409,45;0,0;19,61;321,87;67,97;0,0;0,0
2030-01-02 08:00:00;409,62;0,0;19,61;321,87;68,14;0,0;0,0
2030-01-02 09:00:00;408,97;0,0;19,61;321,87;67,49;0,0;0,0
2030-01-02 10:00:00;407,59;0,0;19,61;321,87;66,1;0,0;0,0
2030-01-02 11:00:00;405,24;0,0;19,61;321,87;63,76;0,0;0,0
2030-01-02 12:00:00;402,94;0,0;19,61;321,87;61,46;0,0;0,0
2030-01-02 13:00:00;402,25;0,0;19,61;321,87;60,76;0,0;0,0
2030-01-02 14:00:00;402,78;0,0;19,61;321,87;61,3;0,0;0,0
2030-01-02 15:00:00;403,05;0,0;19,61;321,87;61,56;0,0;0,0
2030-01-02 16:00:00;402,0;0,0;19,61;321,87;60,51;0,0;0,0
2030-01-02 17:00:00;402,03;0,0;19,61;321,87;60,55;0,0;0,0
2030-01-02 18:00:00;402,25;0,0;19,61;321,87;60,77;0,0;0,0
2030-01-02 19:00:00;402,73;0,0;19,61;321,87;61,24;0,0;0,0
2030-01-02 20:00:00;403,1;0,0;19,61;321,87;61,62;0,0;0,0
2030-01-02 21:00:00;403,51;0,0;19,61;321,87;62,03;0,0;0,0
2030-01-02 22:00:00;404,14;0,0;19,61;321,87;62,66;0,0;0,0
2030-01-02 23:00:00;404,64;0,0;19,61;321,87;63,15;0,0;0,0
2030-01-03 00:00:00;406,23;0,0;19,61;321,87;64,75;0,0;0,0
2030-01-03 01:00:00;408,16;0,0;19,61;321,87;66,68;0,0;0,0
2030-01-03 02:00:00;410,04;0,0;19,61;321,87;68,56;0,0;0,0
2030-01-03 03:00:00;411,47;0,0;19,61;321,87;69,99;0,0;0,0
2030-01-03 04:00:00;412,91;0,0;19,61;321,87;71,42;0,0;0,0
2030-01-03 05:00:00;414,17;0,0;19,61;321,87;72,68;0,0;0,0
2030-01-03 06:00:00;415,41;0,0;19,61;321,87;73,93;0,0;0,0
2030-01-03 07:00:00;416,76;0,0;19,61;321,87;75,28;0,0;0,0
2030-01-03 08:00:00;417,68;0,0;19,61;321,87;76,2;0,0;0,0
2030-01-03 09:00:00;415,33;0,0;19,61;321,87;73,85;0,0;0,0
2030-01-03 10:00:00;411,3;0,0;19,61;321,87;69,82;0,0;0,0
2030-01-03 11:00:00;406,45;0,0;19,61;321,87;64,97;0,0;0,0
2030-01-03 12:00:00;402,84;0,0;19,61;321,87;61,36;0,0;0,0
2030-01-03 13:00:00;401,51;0,0;19,61;321,87;60,02;0,0;0,0
2030-01-03 14:00:00;402,04;0,0;19,61;321,87;60,56;0,0;0,0
2030-01-03 15:00:00;403,51;0,0;19,61;321,87;62,03;0,0;0,0
2030-01-03 16:00:00;404,7;0,0;19,61;321,87;63,22;0,0;0,0
2030-01-03 17:00:00;405,7;0,0;19,61;321,87;64,22;0,0;0,0
2030-01-03 18:00:00;407,19;0,0;19,61;321,87;65,7;0,0;0,0
2030-01-03 19:00:00;408,72;0,0;19,61;321,87;67,24;0,0;0,0
2030-01-03 20:00:00;410,12;0,0;19,61;321,87;68,64;0,0;0,0
2030-01-03 21:00:00;411,71;0,0;19,61;321,87;70,23;0,0;0,0
2030-01-03 22:00:00;413,16;0,0;19,61;321,87;71,67;0,0;0,0
2030-01-03 23:00:00;414,79;0,0;19,61;321,87;73,31;0,0;0,0
2030-01-04 00:00:00;415,9;0,0;19,61;321,87;74,42;0,0;0,0
2030-01-04 01:00:00;417,15;0,0;19,61;321,87;75,67;0,0;0,0
2030-01-04 02:00:00;418,39;0,0;19,61;321,87;76,9;0,0;0,0
2030-01-04 03:00:00;419,43;0,0;19,61;321,87;77,94;0,0;0,0
2030-01-04 04:00:00;420,44;0,0;19,61;321,87;78,95;0,0;0,0
2030-01-04 05:00:00;421,42;0,0;19,61;321,87;79,94;0,0;0,0
2030-01-04 06:00:00;422,39;0,0;19,61;321,87;80,91;0,0;0,0
2030-01-04 07:00:00;423,64;0,0;19,61;321,87;82,15;0,0;0,0
2030-01-04 08:00:00;424,66;0,0;19,61;321,87;83,18;0,0;0,0
2030-01-04 09:00:00;422,28;0,0;19,61;321,87;80,79;0,0;0,0
2030-01-04 10:00:00;418,99;0,0;19,61;321,87;77,51;0,0;0,0
2030-01-04 11:00:00;414,78;0,0;19,61;321,87;73,3;0,0;0,0
2030-01-04 12:00:00;411,67;0,0;19,61;321,87;70,18;0,0;0,0
2030-01-04 13:00:00;410,69;0,0;19,61;321,87;69,2;0,0;0,0
2030-01-04 14:00:00;411,71;0,0;19,61;321,87;70,22;0,0;0,0
2030-01-04 15:00:00;413,35;0,0;19,61;321,87;71,86;0,0;0,0
2030-01-04 16:00:00;414,69;0,0;19,61;321,87;73,2;0,0;0,0
2030-01-04 17:00:00;414,53;0,0;19,61;321,87;73,05;0,0;0,0
2030-01-04 18:00:00;414,68;0,0;19,61;321,87;73,2;0,0;0,0
2030-01-04 19:00:00;414,75;0,0;19,61;321,87;73,27;0,0;0,0
2030-01-04 20:00:00;414,75;0,0;19,61;321,87;73,26;0,0;0,0
2030-01-04 21:00:00;414,69;0,0;19,61;321,87;73,21;0,0;0,0
2030-01-04 22:00:00;414,59;0,0;19,61;321,87;73,1;0,0;0,0
2030-01-04 23:00:00;414,45;0,0;19,61;321,87;72,96;0,0;0,0
2030-01-05 00:00:00;413,55;0,0;19,61;321,87;72,07;0,0;0,0
2030-01-05 01:00:00;412,37;0,0;19,61;321,87;70,88;0,0;0,0
2030-01-05 02:00:00;411,07;0,0;19,61;321,87;69,59;0,0;0,0
2030-01-05 03:00:00;410,23;0,0;19,61;321,87;68,74;0,0;0,0
2030-01-05 04:00:00;409,2;0,0;19,61;321,87;67,71;0,0;0,0
2030-01-05 05:00:00;408,32;0,0;19,61;321,87;66,83;0,0;0,0
2030-01-05 06:00:00;407,44;0,0;19,61;321,87;65,96;0,0;0,0
2030-01-05 07:00:00;406,56;0,0;19,61;321,87;65,08;0,0;0,0
2030-01-05 08:00:00;405,86;0,0;19,61;321,87;64,38;0,0;0,0
2030-01-05 09:00:00;404,46;0,0;19,61;321,87;62,98;0,0;0,0
2030-01-05 10:00:00;402,27;0,0;19,61;321,87;60,78;0,0;0,0
2030-01-05 11:00:00;399,02;0,0;19,61;321,87;57,54;0,0;0,0
2030-01-05 12:00:00;396,46;0,0;19,61;321,87;54,98;0,0;0,0
2030-01-05 13:00:00;393,98;0,0;19,61;321,87;52,5;0,0;0,0
2030-01-05 14:00:00;392,95;0,0;19,61;321,87;51,47;0,0;0,0
2030-01-05 15:00:00;392,56;0,0;19,61;321,87;51,07;0,0;0,0
2030-01-05 16:00:00;393,68;0,0;19,61;321,87;52,19;0,0;0,0
2030-01-05 17:00:00;392,91;0,0;19,61;321,87;51,42;0,0;0,0
2030-01-05 18:00:00;392,29;0,0;19,61;321,87;50,81;0,0;0,0
2030-01-05 19:00:00;391,87;0,0;19,61;321,87;50,38;0,0;0,0
2030-01-05 20:00:00;391,29;0,0;19,61;321,87;49,8;0,0;0,0
2030-01-05 21:00:00;390,7;0,0;19,61;321,87;49,22;0,0;0,0
2030-01-05 22:00:00;390,12;0,0;19,61;321,87;48,64;0,0;0,0
2030-01-05 23:00:00;389,72;0,0;19,61;321,87;48,23;0,0;0,0
2030-01-06 00:00:00;389,88;0,0;19,61;321,87;48,39;0,0;0,0
2030-01-06 01:00:00;390,3;0,0;19,61;321,87;48,82;0,0;0,0
2030-01-06 02:00:00;390,64;0,0;19,61;321,87;49,15;0,0;0,0
2030-01-06 03:00:00;391,02;0,0;19,61;321,87;49,53;0,0;0,0
2030-01-06 04:00:00;391,26;0,0;19,61;321,87;49,77;0,0;0,0
2030-01-06 05:00:00;391,51;0,0;19,61;321,87;50,02;0,0;0,0
2030-01-06 06:00:00;391,76;0,0;19,61;321,87;50,28;0,0;0,0
2030-01-06 07:00:00;391,85;0,0;19,61;321,87;50,36;0,0;0,0
2030-01-06 08:00:00;391,55;0,0;19,61;321,87;50,07;0,0;0,0
2030-01-06 09:00:00;387,5;0,0;19,61;321,87;46,02;0,0;0,0
2030-01-06 10:00:00;383,41;0,0;19,61;321,87;41,93;0,0;0,0
2030-01-06 11:00:00;379,28;0,0;19,61;321,87;37,8;0,0;0,0
2030-01-06 12:00:00;376,09;0,0;19,61;321,87;34,6;0,0;0,0
2030-01-06 13:00:00;373,92;0,0;19,61;321,87;32,44;0,0;0,0
2030-01-06 14:00:00;373,2;0,0;19,61;321,87;31,72;0,0;0,0
2030-01-06 15:00:00;374,3;0,0;19,61;321,87;32,81;0,0;0,0
2030-01-06 16:00:00;376,6;0,0;19,61;321,87;35,12;0,0;0,0
2030-01-06 17:00:00;377,32;0,0;19,61;321,87;35,84;0,0;0,0
2030-01-06 18:00:00;378,25;0,0;19,61;321,87;36,77;0,0;0,0
2030-01-06 19:00:00;379,05;0,0;19,61;321,87;37,57;0,0;0,0
2030-01-06 20:00:00;379,86;0,0;19,61;321,87;38,38;0,0;0,0
2030-01-06 21:00:00;380,87;0,0;19,61;321,87;39,39;0,0;0,0
2030-01-06 22:00:00;381,73;0,0;19,61;321,87;40,25;0,0;0,0
2030-01-06 23:00:00;382,59;0,0;19,61;321,87;41,11;0,0;0,0
2030-01-07 00:00:00;383,64;0,0;19,61;321,87;42,16;0,0;0,0
2030-01-07 01:00:00;384,71;0,0;19,61;321,87;43,23;0,0;0,0
2030-01-07 02:00:00;385,99;0,0;19,61;321,87;44,5;0,0;0,0
2030-01-07 03:00:00;386,75;0,0;19,61;321,87;45,27;0,0;0,0
2030-01-07 04:00:00;387,49;0,0;19,61;321,87;46,0;0,0;0,0
2030-01-07 05:00:00;388,37;0,0;19,61;321,87;46,89;0,0;0,0
2030-01-07 06:00:00;388,89;0,0;19,61;321,87;47,41;0,0;0,0
2030-01-07 07:00:00;389,85;0,0;19,61;321,87;48,37;0,0;0,0
2030-01-07 08:00:00;390,95;0,0;19,61;321,87;49,46;0,0;0,0
2030-01-07 09:00:00;391,76;0,0;19,61;321,87;50,27;0,0;0,0
2030-01-07 10:00:00;391,71;0,0;19,61;321,87;50,23;0,0;0,0
2030-01-07 11:00:00;390,55;0,0;19,61;321,87;49,06;0,0;0,0
2030-01-07 12:00:00;389,97;0,0;19,61;321,87;48,49;0,0;0,0
2030-01-07 13:00:00;387,86;0,0;19,61;321,87;46,38;0,0;0,0
2030-01-07 14:00:00;387,58;0,0;19,61;321,87;46,09;0,0;0,0
2030-01-07 15:00:00;387,29;0,0;19,61;321,87;45,81;0,0;0,0
2030-01-07 16:00:00;386,57;0,0;19,61;321,87;45,08;0,0;0,0
2030-01-07 17:00:00;386,56;0,0;19,61;321,87;45,08;0,0;0,0
2030-01-07 18:00:00;387,06;0,0;19,61;321,87;45,58;0,0;0,0
2030-01-07 19:00:00;387,45;0,0;19,61;321,87;45,97;0,0;0,0
2030-01-07 20:00:00;388,06;0,0;19,61;321,87;46,58;0,0;0,0
2030-01-07 21:00:00;388,54;0,0;19,61;321,87;47,06;0,0;0,0
2030-01-07 22:00:00;389,22;0,0;19,61;321,87;47,74;0,0;0,0
2030-01-07 23:00:00;389,76;0,0;19,61;321,87;48,28;0,0;0,0
2030-01-08 00:00:00;390,31;0,0;19,61;321,87;48,83;0,0;0,0
2030-01-08 01:00:00;390,69;0,0;19,61;321,87;49,2;0,0;0,0
2030-01-08 02:00:00;391,05;0,0;19,61;321,87;49,56;0,0;0,0
2030-01-08 03:00:00;391,39;0,0;19,61;321,87;49,91;0,0;0,0
2030-01-08 04:00:00;391,55;0,0;19,61;321,87;50,06;0,0;0,0
2030-01-08 05:00:00;391,86;0,0;19,61;321,87;50,37;0,0;0,0
2030-01-08 06:00:00;391,98;0,0;19,61;321,87;50,49;0,0;0,0
2030-01-08 07:00:00;392,56;0,0;19,61;321,87;51,07;0,0;0,0
2030-01-08 08:00:00;393,11;0,0;19,61;321,87;51,62;0,0;0,0
2030-01-08 09:00:00;393,37;0,0;19,61;321,87;51,88;0,0;0,0
2030-01-08 10:00:00;392,76;0,0;19,61;321,87;51,28;0,0;0,0
2030-01-08 11:00:00;390,67;0,0;19,61;321,87;49,18;0,0;0,0
2030-01-08 12:00:00;389,12;0,0;19,61;321,87;47,63;0,0;0,0
2030-01-08 13:00:00;386,02;0,0;19,61;321,87;44,54;0,0;0,0
2030-01-08 14:00:00;384,22;0,0;19,61;321,87;42,74;0,0;0,0
2030-01-08 15:00:00;383,22;0,0;19,61;321,87;41,73;0,0;0,0
2030-01-08 16:00:00;382,88;0,0;19,61;321,87;41,4;0,0;0,0
2030-01-08 17:00:00;382,74;0,0;19,61;321,87;41,25;0,0;0,0
2030-01-08 18:00:00;382,76;0,0;19,61;321,87;41,28;0,0;0,0
2030-01-08 19:00:00;382,84;0,0;19,61;321,87;41,35;0,0;0,0
2030-01-08 20:00:00;383,14;0,0;19,61;321,87;41,65;0,0;0,0
2030-01-08 21:00:00;383,31;0,0;19,61;321,87;41,83;0,0;0,0
2030-01-08 22:00:00;383,51;0,0;19,61;321,87;42,02;0,0;0,0
2030-01-08 23:00:00;383,9;0,0;19,61;321,87;42,42;0,0;0,0
2030-01-09 00:00:00;384,34;0,0;19,61;321,87;42,85;0,0;0,0
2030-01-09 01:00:00;384,8;0,0;19,61;321,87;43,32;0,0;0,0
2030-01-09 02:00:00;385,47;0,0;19,61;321,87;43,98;0,0;0,0
2030-01-09 03:00:00;385,81;0,0;19,61;321,87;44,33;0,0;0,0
2030-01-09 04:00:00;386,33;0,0;19,61;321,87;44,85;0,0;0,0
2030-01-09 05:00:00;386,68;0,0;19,61;321,87;45,2;0,0;0,0
2030-01-09 06:00:00;387,02;0,0;19,61;321,87;45,54;0,0;0,0
2030-01-09 07:00:00;387,83;0,0;19,61;321,87;46,35;0,0;0,0
2030-01-09 08:00:00;388,63;0,0;19,61;321,87;47,14;0,0;0,0
2030-01-09 09:00:00;389,86;0,0;19,61;321,87;48,38;0,0;0,0
2030-01-09 10:00:00;389,97;0,0;19,61;321,87;48,48;0,0;0,0
2030-01-09 11:00:00;388,8;0,0;19,61;321,87;47,31;0,0;0,0
2030-01-09 12:00:00;388,22;0,0;19,61;321,87;46,73;0,0;0,0
2030-01-09 13:00:00;388,77;0,0;19,61;321,87;47,28;0,0;0,0
2030-01-09 14:00:00;390,17;0,0;19,61;321,87;48,69;0,0;0,0
2030-01-09 15:00:00;390,7;0,0;19,61;321,87;49,22;0,0;0,0
2030-01-09 16:00:00;389,45;0,0;19,61;321,87;47,97;0,0;0,0
2030-01-09 17:00:00;388,61;0,0;19,61;321,87;47,12;0,0;0,0
2030-01-09 18:00:00;388,51;0,0;19,61;321,87;47,02;0,0;0,0
2030-01-09 19:00:00;387,88;0,0;19,61;321,87;46,4;0,0;0,0
2030-01-09 20:00:00;388,12;0,0;19,61;321,87;46,63;0,0;0,0
2030-01-09 21:00:00;386,79;0,0;19,61;321,87;45,3;0,0;0,0
2030-01-09 22:00:00;386,22;0,0;19,61;321,87;44,74;0,0;0,0
2030-01-09 23:00:00;385,65;0,0;19,61;321,87;44,17;0,0;0,0
2030-01-10 00:00:00;385,26;0,0;19,61;321,87;43,78;0,0;0,0
2030-01-10 01:00:00;384,89;0,0;19,61;321,87;43,41;0,0;0,0
2030-01-10 02:00:00;383,99;0,0;19,61;321,87;42,51;0,0;0,0
2030-01-10 03:00:00;383,4;0,0;19,61;321,87;41,92;0,0;0,0
2030-01-10 04:00:00;382,99;0,0;19,61;321,87;41,51;0,0;0,0
2030-01-10 05:00:00;382,6;0,0;19,61;321,87;41,12;0,0;0,0
2030-01-10 06:00:00;382,23;0,0;19,61;321,87;40,75;0,0;0,0
2030-01-10 07:00:00;382,18;0,0;19,61;321,87;40,69;0,0;0,0
2030-01-10 08:00:00;382,47;0,0;19,61;321,87;40,98;0,0;0,0
2030-01-10 09:00:00;381,97;0,0;19,61;321,87;40,48;0,0;0,0
2030-01-10 10:00:00;380,58;0,0;19,61;321,87;39,1;0,0;0,0
2030-01-10 11:00:00;378,05;0,0;19,61;321,87;36,57;0,0;0,0
2030-01-10 12:00:00;376,09;0,0;19,61;321,87;34,61;0,0;0,0
2030-01-10 13:00:00;375,79;0,0;19,61;321,87;34,3;0,0;0,0
2030-01-10 14:00:00;376,39;0,0;19,61;321,87;34,9;0,0;0,0
2030-01-10 15:00:00;376,7;0,0;19,61;321,87;35,22;0,0;0,0
2030-01-10 16:00:00;375,51;0,0;19,61;321,87;34,03;0,0;0,0
2030-01-10 17:00:00;375,19;0,0;19,61;321,87;33,71;0,0;0,0
2030-01-10 18:00:00;375,2;0,0;19,61;321,87;33,72;0,0;0,0
2030-01-10 19:00:00;376,17;0,0;19,61;321,87;34,69;0,0;0,0
2030-01-10 20:00:00;375,66;0,0;19,61;321,87;34,18;0,0;0,0
2030-01-10 21:00:00;375,62;0,0;19,61;321,87;34,14;0,0;0,0
2030-01-10 22:00:00;375,77;0,0;19,61;321,87;34,29;0,0;0,0
2030-01-10 23:00:00;376,13;0,0;19,61;321,87;34,65;0,0;0,0
2030-01-11 00:00:00;376,54;0,0;19,61;321,87;35,05;0,0;0,0
2030-01-11 01:00:00;377,16;0,0;19,61;321,87;35,67;0,0;0,0
2030-01-11 02:00:00;377,83;0,0;19,61;321,87;36,34;0,0;0,0
2030-01-11 03:00:00;378,36;0,0;19,61;321,87;36,87;0,0;0,0
2030-01-11 04:00:00;378,72;0,0;19,61;321,87;37,23;0,0;0,0
2030-01-11 05:00:00;379,24;0,0;19,61;321,87;37,76;0,0;0,0
2030-01-11 06:00:00;379,6;0,0;19,61;321,87;38,12;0,0;0,0
2030-01-11 07:00:00;380,25;0,0;19,61;321,87;38,76;0,0;0,0
2030-01-11 08:00:00;381,03;0,0;19,61;321,87;39,55;0,0;0,0
2030-01-11 09:00:00;381,72;0,0;19,61;321,87;40,23;0,0;0,0
2030-01-11 10:00:00;381,02;0,0;19,61;321,87;39,54;0,0;0,0
2030-01-11 11:00:00;379,35;0,0;19,61;321,87;37,86;0,0;0,0
2030-01-11 12:00:00;378,25;0,0;19,61;321,87;36,76;0,0;0,0
2030-01-11 13:00:00;378,44;0,0;19,61;321,87;36,96;0,0;0,0
2030-01-11 14:00:00;379,32;0,0;19,61;321,87;37,84;0,0;0,0
2030-01-11 15:00:00;379,68;0,0;19,61;321,87;38,2;0,0;0,0
2030-01-11 16:00:00;378,47;0,0;19,61;321,87;36,99;0,0;0,0
2030-01-11 17:00:00;378,81;0,0;19,61;321,87;37,32;0,0;0,0
2030-01-11 18:00:00;379,51;0,0;19,61;321,87;38,03;0,0;0,0
2030-01-11 19:00:00;380,49;0,0;19,61;321,87;39,0;0,0;0,0
2030-01-11 20:00:00;380,47;0,0;19,61;321,87;38,99;0,0;0,0
2030-01-11 21:00:00;381,31;0,0;19,61;321,87;39,82;0,0;0,0
2030-01-11 22:00:00;381,84;0,0;19,61;321,87;40,36;0,0;0,0
2030-01-11 23:00:00;382,57;0,0;19,61;321,87;41,09;0,0;0,0
2030-01-12 00:00:00;383,51;0,0;19,61;321,87;42,03;0,0;0,0
2030-01-12 01:00:00;384,68;0,0;19,61;321,87;43,19;0,0;0,0
2030-01-12 02:00:00;385,36;0,0;19,61;321,87;43,87;0,0;0,0
2030-01-12 03:00:00;386,02;0,0;19,61;321,87;44,54;0,0;0,0
2030-01-12 04:00:00;386,67;0,0;19,61;321,87;45,18;0,0;0,0
2030-01-12 05:00:00;387,3;0,0;19,61;321,87;45,82;0,0;0,0
2030-01-12 06:00:00;387,93;0,0;19,61;321,87;46,45;0,0;0,0
2030-01-12 07:00:00;388,37;0,0;19,61;321,87;46,89;0,0;0,0
2030-01-12 08:00:00;388,42;0,0;19,61;321,87;46,93;0,0;0,0
2030-01-12 09:00:00;387,13;0,0;19,61;321,87;45,65;0,0;0,0
2030-01-12 10:00:00;386,18;0,0;19,61;321,87;44,7;0,0;0,0
2030-01-12 11:00:00;384,95;0,0;19,61;321,87;43,47;0,0;0,0
2030-01-12 12:00:00;384,16;0,0;19,61;321,87;42,68;0,0;0,0
2030-01-12 13:00:00;383,54;0,0;19,61;321,87;42,05;0,0;0,0
2030-01-12 14:00:00;383,1;0,0;19,61;321,87;41,62;0,0;0,0
2030-01-12 15:00:00;383,13;0,0;19,61;321,87;41,65;0,0;0,0
2030-01-12 16:00:00;383,95;0,0;19,61;321,87;42,46;0,0;0,0
2030-01-12 17:00:00;384,32;0,0;19,61;321,87;42,83;0,0;0,0
2030-01-12 18:00:00;384,73;0,0;19,61;321,87;43,24;0,0;0,0
2030-01-12 19:00:00;385,17;0,0;19,61;321,87;43,69;0,0;0,0
2030-01-12 20:00:00;385,64;0,0;19,61;321,87;44,16;0,0;0,0
2030-01-12 21:00:00;386,32;0,0;19,61;321,87;44,83;0,0;0,0
2030-01-12 22:00:00;386,85;0,0;19,61;321,87;45,37;0,0;0,0
2030-01-12 23:00:00;387,4;0,0;19,61;321,87;45,91;0,0;0,0
2030-01-13 00:00:00;387,59;0,0;19,61;321,87;46,1;0,0;0,0
2030-01-13 01:00:00;387,74;0,0;19,61;321,87;46,25;0,0;0,0
2030-01-13 02:00:00;387,86;0,0;19,61;321,87;46,38;0,0;0,0
2030-01-13 03:00:00;387,78;0,0;19,61;321,87;46,3;0,0;0,0
2030-01-13 04:00:00;387,66;0,0;19,61;321,87;46,18;0,0;0,0
2030-01-13 05:00:00;387,69;0,0;19,61;321,87;46,2;0,0;0,0
2030-01-13 06:00:00;387,52;0,0;19,61;321,87;46,04;0,0;0,0
2030-01-13 07:00:00;387,34;0,0;19,61;321,87;45,85;0,0;0,0
2030-01-13 08:00:00;386,59;0,0;19,61;321,87;45,1;0,0;0,0
2030-01-13 09:00:00;381,32;0,0;19,61;321,87;39,84;0,0;0,0
2030-01-13 10:00:00;375,65;0,0;19,61;321,87;34,17;0,0;0,0
2030-01-13 11:00:00;369,65;0,0;19,61;321,87;28,16;0,0;0,0
2030-01-13 12:00:00;365,56;0,0;19,61;321,87;24,08;0,0;0,0
2030-01-13 13:00:00;365,43;0,0;19,61;321,87;23,95;0,0;0,0
2030-01-13 14:00:00;364,26;0,0;19,61;321,87;22,77;0,0;0,0
2030-01-13 15:00:00;362,99;0,0;19,61;321,87;21,5;0,0;0,0
2030-01-13 16:00:00;365,54;0,0;19,61;321,87;24,05;0,0;0,0
2030-01-13 17:00:00;366,48;0,0;19,61;321,87;25,0;0,0;0,0
2030-01-13 18:00:00;367,72;0,0;19,61;321,87;26,23;0,0;0,0
2030-01-13 19:00:00;368,87;0,0;19,61;321,87;27,38;0,0;0,0
2030-01-13 20:00:00;370,08;0,0;19,61;321,87;28,6;0,0;0,0
2030-01-13 21:00:00;371,53;0,0;19,61;321,87;30,04;0,0;0,0
2030-01-13 22:00:00;372,85;0,0;19,61;321,87;31,37;0,0;0,0
2030-01-13 23:00:00;374,38;0,0;19,61;321,87;32,9;0,0;0,0
2030-01-14 00:00:00;376,32;0,0;19,61;321,87;34,84;0,0;0,0
2030-01-14 01:00:00;378,71;0,0;19,61;321,87;37,22;0,0;0,0
2030-01-14 02:00:00;381,19;0,0;19,61;321,87;39,71;0,0;0,0
2030-01-14 03:00:00;383,04;0,0;19,61;321,87;41,56;0,0;0,0
2030-01-14 04:00:00;384,7;0,0;19,61;321,87;43,21;0,0;0,0
2030-01-14 05:00:00;386,49;0,0;19,61;321,87;45,01;0,0;0,0
2030-01-14 06:00:00;387,92;0,0;19,61;321,87;46,44;0,0;0,0
2030-01-14 07:00:00;389,6;0,0;19,61;321,87;48,12;0,0;0,0
2030-01-14 08:00:00;390,66;0,0;19,61;321,87;49,18;0,0;0,0
2030-01-14 09:00:00;387,01;0,0;19,61;321,87;45,53;0,0;0,0
2030-01-14 10:00:00;382,18;0,0;19,61;321,87;40,69;0,0;0,0
2030-01-14 11:00:00;376,66;0,0;19,61;321,87;35,17;0,0;0,0
2030-01-14 12:00:00;372,32;0,0;19,61;321,87;30,84;0,0;0,0
2030-01-14 13:00:00;370,42;0,0;19,61;321,87;28,94;0,0;0,0
2030-01-14 14:00:00;370,87;0,0;19,61;321,87;29,39;0,0;0,0
2030-01-14 15:00:00;372,37;0,0;19,61;321,87;30,88;0,0;0,0
2030-01-14 16:00:00;374,43;0,0;19,61;321,87;32,95;0,0;0,0
2030-01-14 17:00:00;374,77;0,0;19,61;321,87;33,29;0,0;0,0
2030-01-14 18:00:00;375,31;0,0;19,61;321,87;33,83;0,0;0,0
2030-01-14 19:00:00;375,8;0,0;19,61;321,87;34,32;0,0;0,0
2030-01-14 20:00:00;376,44;0,0;19,61;321,87;34,95;0,0;0,0
2030-01-14 21:00:00;376,88;0,0;19,61;321,87;35,4;0,0;0,0
2030-01-14 22:00:00;377,3;0,0;19,61;321,87;35,81;0,0;0,0
2030-01-14 23:00:00;377,69;0,0;19,61;321,87;36,21;0,0;0,0
