;('Biogas_feedin_existing_m', 'Gas_m');('Biogas_feedin_new_m', 'Gas_m');('Gas_m', 'Gas_demand_total_m');('Gas_m', 'Gas_storage_m');('Gas_m', 'GuD_m');('Gas_m', 'Material_demand_Gas_m');('Gas_m', 'excess_b_gas_m');('Gas_storage_m', 'Gas_m');('Hydrogen_feedin_m', 'Gas_m');('Import_Gas_m', 'Gas_m');('Methanisation_m', 'Gas_m')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-02-18 03:00:00;388,17;0,0;339,23;48,58;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-02-18 04:00:00;388,17;0,0;372,62;15,19;0,0;0,36;0,0;0,0;0,0;0,0;0,0
2030-02-18 05:00:00;388,17;0,0;412,34;0,0;216,87;0,36;0,0;241,39;0,0;0,0;0,0
2030-02-18 06:00:00;388,17;0,0;470,88;0,0;216,87;0,36;0,0;0,0;0,0;299,94;0,0
2030-02-18 07:00:00;388,17;0,0;505,14;0,0;216,87;0,36;0,0;334,19;0,0;0,0;0,0
2030-02-18 08:00:00;388,17;0,0;518,07;0,0;216,87;0,36;0,0;347,12;0,0;0,0;0,0
2030-02-18 09:00:00;388,17;0,0;512,21;0,0;216,87;0,36;0,0;341,27;0,0;0,0;0,0
2030-02-18 10:00:00;388,17;0,0;500,97;0,0;216,87;0,36;0,0;330,03;0,0;0,0;0,0
2030-02-18 11:00:00;388,17;0,0;488,26;0,0;216,87;0,36;0,0;317,32;0,0;0,0;0,0
2030-02-18 12:00:00;388,17;0,0;478,37;0,0;216,87;0,36;0,0;307,42;0,0;0,0;0,0
2030-02-18 13:00:00;388,17;0,0;457,09;0,0;216,87;0,36;0,0;286,15;0,0;0,0;0,0
2030-02-18 14:00:00;388,17;0,0;449,23;0,0;216,87;0,36;0,0;0,0;0,0;278,29;0,0
2030-02-18 15:00:00;388,17;0,0;432,24;0,0;216,87;0,36;0,0;261,3;0,0;0,0;0,0
2030-02-18 16:00:00;388,17;0,0;419,7;0,0;216,87;0,36;0,0;248,75;0,0;0,0;0,0
2030-02-18 17:00:00;388,17;0,0;414,23;0,0;216,87;0,36;0,0;243,28;0,0;0,0;0,0
2030-02-18 18:00:00;388,17;0,0;403,39;0,0;216,87;0,36;0,0;232,44;0,0;0,0;0,0
2030-02-18 19:00:00;388,17;0,0;394,2;0,0;216,87;0,36;0,0;223,26;0,0;0,0;0,0
2030-02-18 20:00:00;388,17;0,0;387,43;0,0;216,87;0,36;0,0;216,48;0,0;0,0;0,0
2030-02-18 21:00:00;388,17;0,0;383,33;0,0;216,87;0,36;0,0;212,39;0,0;0,0;0,0
2030-02-18 22:00:00;388,17;0,0;377,19;0,0;216,87;0,36;0,0;0,0;0,0;206,24;0,0
2030-02-18 23:00:00;388,17;0,0;389,16;0,0;216,87;0,36;0,0;218,22;0,0;0,0;0,0
2030-02-19 00:00:00;388,17;0,0;355,39;0,0;216,87;0,36;0,0;184,45;0,0;0,0;0,0
2030-02-19 01:00:00;388,17;0,0;362,12;0,0;216,87;0,36;0,0;191,18;0,0;0,0;0,0
2030-02-19 02:00:00;388,17;0,0;371,67;0,0;216,87;0,36;0,0;0,0;0,0;200,73;0,0
2030-02-19 03:00:00;388,17;0,0;375,7;0,0;216,87;0,36;0,0;204,76;0,0;0,0;0,0
2030-02-19 04:00:00;388,17;0,0;386,06;0,0;216,87;0,36;0,0;215,11;0,0;0,0;0,0
2030-02-19 05:00:00;388,17;0,0;391,94;0,0;0,0;0,36;0,0;0,0;0,0;4,12;0,0
2030-02-19 06:00:00;388,17;0,0;434,62;0,0;216,87;0,36;0,0;263,67;0,0;0,0;0,0
2030-02-19 07:00:00;388,17;0,0;447,79;0,0;216,87;0,36;0,0;0,0;0,0;276,85;0,0
2030-02-19 08:00:00;388,17;0,0;446,85;0,0;216,87;0,36;0,0;275,91;0,0;0,0;0,0
2030-02-19 09:00:00;388,17;0,0;431,71;0,0;216,87;0,36;0,0;260,77;0,0;0,0;0,0
2030-02-19 10:00:00;388,17;0,0;414,8;0,0;216,87;0,36;0,0;243,85;0,0;0,0;0,0
2030-02-19 11:00:00;388,17;0,0;389,37;0,0;216,87;0,36;0,0;218,43;0,0;0,0;0,0
2030-02-19 12:00:00;388,17;0,0;356,46;0,0;216,87;0,36;0,0;185,51;0,0;0,0;0,0
2030-02-19 13:00:00;388,17;0,0;334,92;0,0;216,87;0,36;0,0;163,98;0,0;0,0;0,0
2030-02-19 14:00:00;388,17;0,0;320,32;0,0;216,87;0,36;0,0;149,38;0,0;0,0;0,0
2030-02-19 15:00:00;388,17;0,0;308,07;0,0;216,87;0,36;0,0;0,0;0,0;137,13;0,0
2030-02-19 16:00:00;388,17;0,0;301,58;0,0;216,87;0,36;0,0;130,64;0,0;0,0;0,0
2030-02-19 17:00:00;388,17;0,0;304,69;0,0;216,87;0,36;0,0;133,75;0,0;0,0;0,0
2030-02-19 18:00:00;388,17;0,0;294,44;0,0;216,87;0,36;0,0;123,5;0,0;0,0;0,0
2030-02-19 19:00:00;388,17;0,0;299,48;0,0;216,87;0,36;0,0;0,0;0,0;128,53;0,0
2030-02-19 20:00:00;388,17;0,0;303,98;0,0;216,87;0,36;0,0;133,04;0,0;0,0;0,0
2030-02-19 21:00:00;388,17;0,0;315,86;0,0;216,87;0,36;0,0;144,92;0,0;0,0;0,0
2030-02-19 22:00:00;388,17;0,0;317,16;0,0;216,87;0,36;0,0;0,0;0,0;146,21;0,0
2030-02-19 23:00:00;388,17;0,0;335,78;0,0;216,87;0,36;0,0;164,83;0,0;0,0;0,0
2030-02-20 00:00:00;388,17;0,0;377,25;0,0;216,87;0,36;0,0;206,31;0,0;0,0;0,0
2030-02-20 01:00:00;388,17;0,0;390,78;0,0;216,87;0,36;0,0;219,83;0,0;0,0;0,0
2030-02-20 02:00:00;388,17;0,0;403,89;0,0;216,87;0,36;0,0;0,0;0,0;232,94;0,0
2030-02-20 03:00:00;388,17;0,0;428,13;0,0;216,87;0,36;0,0;257,18;0,0;0,0;0,0
2030-02-20 04:00:00;388,17;0,0;449,0;0,0;216,87;0,36;0,0;278,06;0,0;0,0;0,0
2030-02-20 05:00:00;388,17;0,0;474,55;0,0;216,87;0,36;0,0;303,61;0,0;0,0;0,0
2030-02-20 06:00:00;388,17;0,0;458,91;0,0;216,87;0,36;0,0;0,0;0,0;287,97;0,0
2030-02-20 07:00:00;388,17;0,0;470,67;0,0;216,87;0,36;0,0;299,73;0,0;0,0;0,0
2030-02-20 08:00:00;388,17;0,0;467,88;0,0;216,87;0,36;0,0;296,94;0,0;0,0;0,0
2030-02-20 09:00:00;388,17;0,0;444,8;0,0;216,87;0,36;0,0;273,86;0,0;0,0;0,0
2030-02-20 10:00:00;388,17;0,0;425,53;0,0;216,87;0,36;0,0;254,58;0,0;0,0;0,0
2030-02-20 11:00:00;388,17;0,0;412,01;0,0;216,87;0,36;0,0;241,07;0,0;0,0;0,0
2030-02-20 12:00:00;388,17;0,0;394,61;0,0;216,87;0,36;0,0;223,66;0,0;0,0;0,0
2030-02-20 13:00:00;388,17;0,0;370,95;0,0;216,87;0,36;0,0;200,01;0,0;0,0;0,0
2030-02-20 14:00:00;388,17;0,0;372,49;0,0;216,87;0,36;0,0;0,0;0,0;201,54;0,0
2030-02-20 15:00:00;388,17;0,0;380,52;0,0;216,87;0,36;0,0;209,58;0,0;0,0;0,0
2030-02-20 16:00:00;388,17;0,0;385,35;0,0;216,87;0,36;0,0;214,41;0,0;0,0;0,0
2030-02-20 17:00:00;388,17;0,0;399,85;0,0;216,87;0,36;0,0;228,9;0,0;0,0;0,0
2030-02-20 18:00:00;388,17;0,0;408,3;0,0;216,87;0,36;0,0;0,0;0,0;237,35;0,0
2030-02-20 19:00:00;388,17;0,0;419,24;0,0;216,87;0,36;0,0;248,29;0,0;0,0;0,0
2030-02-20 20:00:00;388,17;0,0;418,86;0,0;216,87;0,36;0,0;247,92;0,0;0,0;0,0
2030-02-20 21:00:00;388,17;0,0;439,32;0,0;216,87;0,36;0,0;268,38;0,0;0,0;0,0
2030-02-20 22:00:00;388,17;0,0;434,42;0,0;216,87;0,36;0,0;263,47;0,0;0,0;0,0
2030-02-20 23:00:00;388,17;0,0;454,77;0,0;216,87;0,36;0,0;283,83;0,0;0,0;0,0
2030-02-21 00:00:00;388,17;0,0;481,12;0,0;216,87;0,36;0,0;310,18;0,0;0,0;0,0
2030-02-21 01:00:00;388,17;0,0;483,15;0,0;216,87;0,36;0,0;312,21;0,0;0,0;0,0
2030-02-21 02:00:00;388,17;0,0;491,89;0,0;216,87;0,36;0,0;0,0;0,0;320,95;0,0
2030-02-21 03:00:00;388,17;0,0;498,77;0,0;216,87;0,36;0,0;327,83;0,0;0,0;0,0
2030-02-21 04:00:00;388,17;0,0;527,65;0,0;0,0;0,36;0,0;139,84;0,0;0,0;0,0
2030-02-21 05:00:00;388,17;0,0;564,91;0,0;216,87;0,36;0,0;393,97;0,0;0,0;0,0
2030-02-21 06:00:00;388,17;0,0;632,95;0,0;216,87;0,36;0,0;462,01;0,0;0,0;0,0
2030-02-21 07:00:00;388,17;0,0;671,14;0,0;216,87;0,36;0,0;500,19;0,0;0,0;0,0
2030-02-21 08:00:00;388,17;0,0;655,68;0,0;216,87;0,36;0,0;484,74;0,0;0,0;0,0
2030-02-21 09:00:00;388,17;0,0;626,28;0,0;216,87;0,36;0,0;455,33;0,0;0,0;0,0
2030-02-21 10:00:00;388,17;0,0;589,26;0,0;216,87;0,36;0,0;0,0;0,0;418,32;0,0
2030-02-21 11:00:00;388,17;0,0;564,51;0,0;216,87;0,36;0,0;393,56;0,0;0,0;0,0
2030-02-21 12:00:00;388,17;0,0;536,55;0,0;216,87;0,36;0,0;365,6;0,0;0,0;0,0
2030-02-21 13:00:00;388,17;0,0;524,55;0,0;216,87;0,36;0,0;353,61;0,0;0,0;0,0
2030-02-21 14:00:00;388,17;0,0;529,5;0,0;216,87;0,36;0,0;358,56;0,0;0,0;0,0
2030-02-21 15:00:00;388,17;0,0;525,3;0,0;216,87;0,36;0,0;354,35;0,0;0,0;0,0
2030-02-21 16:00:00;388,17;0,0;520,58;0,0;216,87;0,36;0,0;349,63;0,0;0,0;0,0
2030-02-21 17:00:00;388,17;0,0;514,98;0,0;216,87;0,36;0,0;344,03;0,0;0,0;0,0
2030-02-21 18:00:00;388,17;0,0;498,57;0,0;216,87;0,36;0,0;0,0;0,0;327,62;0,0
2030-02-21 19:00:00;388,17;0,0;472,34;0,0;216,87;0,36;0,0;301,4;0,0;0,0;0,0
2030-02-21 20:00:00;388,17;0,0;450,34;0,0;216,87;0,36;0,0;279,4;0,0;0,0;0,0
2030-02-21 21:00:00;388,17;0,0;435,59;0,0;216,87;0,36;0,0;264,65;0,0;0,0;0,0
2030-02-21 22:00:00;388,17;0,0;422,6;0,0;216,87;0,36;0,0;251,66;0,0;0,0;0,0
2030-02-21 23:00:00;388,17;0,0;425,48;0,0;216,87;0,36;0,0;254,53;0,0;0,0;0,0
2030-02-22 00:00:00;388,17;0,0;408,37;0,0;216,87;0,36;0,0;237,42;0,0;0,0;0,0
2030-02-22 01:00:00;388,17;0,0;407,19;0,0;216,87;0,36;0,0;236,25;0,0;0,0;0,0
2030-02-22 02:00:00;388,17;0,0;411,72;0,0;216,87;0,36;0,0;0,0;0,0;240,78;0,0
2030-02-22 03:00:00;388,17;0,0;415,89;0,0;216,87;0,36;0,0;244,95;0,0;0,0;0,0
2030-02-22 04:00:00;388,17;0,0;441,36;0,0;216,87;0,36;0,0;270,41;0,0;0,0;0,0
2030-02-22 05:00:00;388,17;0,0;474,22;0,0;216,87;0,36;0,0;303,28;0,0;0,0;0,0
2030-02-22 06:00:00;388,17;0,0;533,12;0,0;216,87;0,36;0,0;0,0;0,0;362,18;0,0
2030-02-22 07:00:00;388,17;0,0;565,37;0,0;216,87;0,36;0,0;394,43;0,0;0,0;0,0
2030-02-22 08:00:00;388,17;0,0;556,41;0,0;216,87;0,36;0,0;385,47;0,0;0,0;0,0
2030-02-22 09:00:00;388,17;0,0;534,18;0,0;216,87;0,36;0,0;363,23;0,0;0,0;0,0
2030-02-22 10:00:00;388,17;0,0;505,22;0,0;216,87;0,36;0,0;334,28;0,0;0,0;0,0
2030-02-22 11:00:00;388,17;0,0;472,25;0,0;216,87;0,36;0,0;301,31;0,0;0,0;0,0
2030-02-22 12:00:00;388,17;0,0;444,64;0,0;216,87;0,36;0,0;273,69;0,0;0,0;0,0
2030-02-22 13:00:00;388,17;0,0;424,8;0,0;216,87;0,36;0,0;253,86;0,0;0,0;0,0
2030-02-22 14:00:00;388,17;0,0;420,49;0,0;216,87;0,36;0,0;0,0;0,0;249,54;0,0
2030-02-22 15:00:00;388,17;0,0;411,04;0,0;216,87;0,36;0,0;240,09;0,0;0,0;0,0
2030-02-22 16:00:00;388,17;0,0;403,29;0,0;216,87;0,36;0,0;232,35;0,0;0,0;0,0
2030-02-22 17:00:00;388,17;0,0;396,16;0,0;216,87;0,36;0,0;225,22;0,0;0,0;0,0
2030-02-22 18:00:00;388,17;0,0;385,67;0,0;216,87;0,36;0,0;214,72;0,0;0,0;0,0
2030-02-22 19:00:00;388,17;0,0;367,76;0,0;216,87;0,36;0,0;196,82;0,0;0,0;0,0
2030-02-22 20:00:00;388,17;0,0;355,87;0,0;216,87;0,36;0,0;184,92;0,0;0,0;0,0
2030-02-22 21:00:00;388,17;0,0;350,87;0,0;216,87;0,36;0,0;179,92;0,0;0,0;0,0
2030-02-22 22:00:00;388,17;0,0;345,23;0,0;216,87;0,36;0,0;0,0;0,0;174,29;0,0
2030-02-22 23:00:00;388,17;0,0;355,14;0,0;216,87;0,36;0,0;184,2;0,0;0,0;0,0
2030-02-23 00:00:00;388,17;0,0;373,42;0,0;216,87;0,36;0,0;202,48;0,0;0,0;0,0
2030-02-23 01:00:00;388,17;0,0;384,49;0,0;216,87;0,36;0,0;213,54;0,0;0,0;0,0
2030-02-23 02:00:00;388,17;0,0;402,85;0,0;216,87;0,36;0,0;0,0;0,0;231,9;0,0
2030-02-23 03:00:00;388,17;0,0;417,83;0,0;0,0;0,36;0,0;30,02;0,0;0,0;0,0
2030-02-23 04:00:00;388,17;0,0;452,44;0,0;0,0;0,36;0,0;64,63;0,0;0,0;0,0
2030-02-23 05:00:00;388,17;0,0;494,87;0,0;216,87;0,36;0,0;323,92;0,0;0,0;0,0
2030-02-23 06:00:00;388,17;0,0;566,1;0,0;216,87;0,36;0,0;395,16;0,0;0,0;0,0
2030-02-23 07:00:00;388,17;0,0;609,67;0,0;216,87;0,36;0,0;0,0;0,0;438,72;0,0
2030-02-23 08:00:00;388,17;0,0;613,49;0,0;216,87;0,36;0,0;442,55;0,0;0,0;0,0
2030-02-23 09:00:00;388,17;0,0;603,59;0,0;216,87;0,36;0,0;432,65;0,0;0,0;0,0
2030-02-23 10:00:00;388,17;0,0;591,04;0,0;216,87;0,36;0,0;420,09;0,0;0,0;0,0
2030-02-23 11:00:00;388,17;0,0;577,29;0,0;216,87;0,36;0,0;406,35;0,0;0,0;0,0
2030-02-23 12:00:00;388,17;0,0;562,42;0,0;216,87;0,36;0,0;391,48;0,0;0,0;0,0
2030-02-23 13:00:00;388,17;0,0;550,17;0,0;216,87;0,36;0,0;379,23;0,0;0,0;0,0
2030-02-23 14:00:00;388,17;0,0;546,13;0,0;216,87;0,36;0,0;375,18;0,0;0,0;0,0
2030-02-23 15:00:00;388,17;0,0;536,31;0,0;216,87;0,36;0,0;365,37;0,0;0,0;0,0
2030-02-23 16:00:00;388,17;0,0;532,03;0,0;216,87;0,36;0,0;361,09;0,0;0,0;0,0
2030-02-23 17:00:00;388,17;0,0;522,33;0,0;216,87;0,36;0,0;351,38;0,0;0,0;0,0
2030-02-23 18:00:00;388,17;0,0;513,25;0,0;216,87;0,36;0,0;342,31;0,0;0,0;0,0
2030-02-23 19:00:00;388,17;0,0;495,24;0,0;216,87;0,36;0,0;0,0;0,0;324,29;0,0
2030-02-23 20:00:00;388,17;0,0;483,24;0,0;216,87;0,36;0,0;312,29;0,0;0,0;0,0
2030-02-23 21:00:00;388,17;0,0;479,46;0,0;216,87;0,36;0,0;308,51;0,0;0,0;0,0
2030-02-23 22:00:00;388,17;0,0;475,61;0,0;216,87;0,36;0,0;304,66;0,0;0,0;0,0
2030-02-23 23:00:00;388,17;0,0;488,77;0,0;216,87;0,36;0,0;0,0;0,0;317,83;0,0
2030-02-24 00:00:00;388,17;0,0;514,27;0,0;216,87;0,36;0,0;343,33;0,0;0,0;0,0
2030-02-24 01:00:00;388,17;0,0;526,75;0,0;216,87;0,36;0,0;355,81;0,0;0,0;0,0
2030-02-24 02:00:00;388,17;0,0;544,55;0,0;216,87;0,36;0,0;373,6;0,0;0,0;0,0
2030-02-24 03:00:00;388,17;0,0;562,67;0,0;216,87;0,36;0,0;391,73;0,0;0,0;0,0
2030-02-24 04:00:00;388,17;0,0;596,85;0,0;216,87;0,36;0,0;425,91;0,0;0,0;0,0
2030-02-24 05:00:00;388,17;0,0;649,54;0,0;216,87;0,36;0,0;478,6;0,0;0,0;0,0
2030-02-24 06:00:00;388,17;0,0;730,41;0,0;216,87;0,36;0,0;559,46;0,0;0,0;0,0
2030-02-24 07:00:00;388,17;0,0;771,98;0,0;216,87;0,36;0,0;0,0;0,0;601,04;0,0
2030-02-24 08:00:00;388,17;0,0;751,63;0,0;216,87;0,36;0,0;580,69;0,0;0,0;0,0
2030-02-24 09:00:00;388,17;0,0;727,24;0,0;216,87;0,36;0,0;556,3;0,0;0,0;0,0
2030-02-24 10:00:00;388,17;0,0;690,05;0,0;216,87;0,36;0,0;519,11;0,0;0,0;0,0
2030-02-24 11:00:00;388,17;0,0;669,99;0,0;216,87;0,36;0,0;499,05;0,0;0,0;0,0
2030-02-24 12:00:00;388,17;0,0;653,55;0,0;216,87;0,36;0,0;482,6;0,0;0,0;0,0
2030-02-24 13:00:00;388,17;0,0;630,59;0,0;216,87;0,36;0,0;459,65;0,0;0,0;0,0
2030-02-24 14:00:00;388,17;0,0;619,51;0,0;216,87;0,36;0,0;448,57;0,0;0,0;0,0
2030-02-24 15:00:00;388,17;0,0;599,2;0,0;216,87;0,36;0,0;428,25;0,0;0,0;0,0
2030-02-24 16:00:00;388,17;0,0;592,3;0,0;216,87;0,36;0,0;421,35;0,0;0,0;0,0
2030-02-24 17:00:00;388,17;0,0;595,07;0,0;216,87;0,36;0,0;424,13;0,0;0,0;0,0
2030-02-24 18:00:00;388,17;0,0;577,7;0,0;216,87;0,36;0,0;406,76;0,0;0,0;0,0
2030-02-24 19:00:00;388,17;0,0;555,76;0,0;216,87;0,36;0,0;0,0;0,0;384,82;0,0
2030-02-24 20:00:00;388,17;0,0;536,28;0,0;216,87;0,36;0,0;365,34;0,0;0,0;0,0
2030-02-24 21:00:00;388,17;0,0;528,6;0,0;216,87;0,36;0,0;357,65;0,0;0,0;0,0
2030-02-24 22:00:00;388,17;0,0;522,04;0,0;216,87;0,36;0,0;351,1;0,0;0,0;0,0
2030-02-24 23:00:00;388,17;0,0;529,39;0,0;216,87;0,36;0,0;358,44;0,0;0,0;0,0
2030-02-25 00:00:00;388,17;0,0;515,65;0,0;216,87;0,36;0,0;344,71;0,0;0,0;0,0
2030-02-25 01:00:00;388,17;0,0;510,55;0,0;216,87;0,36;0,0;339,61;0,0;0,0;0,0
2030-02-25 02:00:00;388,17;0,0;511,54;0,0;216,87;0,36;0,0;340,59;0,0;0,0;0,0
2030-02-25 03:00:00;388,17;0,0;513,29;0,0;0,0;0,36;0,0;0,0;0,0;125,47;0,0
2030-02-25 04:00:00;388,17;0,0;536,17;0,0;0,0;0,36;0,0;148,36;0,0;0,0;0,0
2030-02-25 05:00:00;388,17;0,0;569,78;0,0;172,79;0,36;0,0;354,76;0,0;0,0;0,0
2030-02-25 06:00:00;388,17;0,0;633,56;0,0;216,87;0,36;0,0;462,62;0,0;0,0;0,0
2030-02-25 07:00:00;388,17;0,0;672,5;0,0;216,87;0,36;0,0;501,56;0,0;0,0;0,0
2030-02-25 08:00:00;388,17;0,0;674,42;0,0;216,87;0,36;0,0;503,47;0,0;0,0;0,0
2030-02-25 09:00:00;388,17;0,0;662,2;0,0;216,87;0,36;0,0;491,26;0,0;0,0;0,0
2030-02-25 10:00:00;388,17;0,0;639,44;0,0;216,87;0,36;0,0;0,0;0,0;468,49;0,0
2030-02-25 11:00:00;388,17;0,0;614,26;0,0;216,87;0,36;0,0;443,32;0,0;0,0;0,0
2030-02-25 12:00:00;388,17;0,0;596,64;0,0;216,87;0,36;0,0;425,7;0,0;0,0;0,0
2030-02-25 13:00:00;388,17;0,0;556,89;0,0;216,87;0,36;0,0;385,95;0,0;0,0;0,0
2030-02-25 14:00:00;388,17;0,0;534,66;0,0;216,87;0,36;0,0;363,71;0,0;0,0;0,0
2030-02-25 15:00:00;388,17;0,0;507,18;0,0;216,87;0,36;0,0;336,23;0,0;0,0;0,0
2030-02-25 16:00:00;388,17;0,0;484,66;0,0;216,87;0,36;0,0;313,72;0,0;0,0;0,0
2030-02-25 17:00:00;388,17;0,0;474,26;0,0;216,87;0,36;0,0;303,32;0,0;0,0;0,0
2030-02-25 18:00:00;388,17;0,0;460,18;0,0;216,87;0,36;0,0;289,24;0,0;0,0;0,0
2030-02-25 19:00:00;388,17;0,0;437,13;0,0;216,87;0,36;0,0;266,19;0,0;0,0;0,0
2030-02-25 20:00:00;388,17;0,0;420,66;0,0;216,87;0,36;0,0;249,72;0,0;0,0;0,0
2030-02-25 21:00:00;388,17;0,0;415,42;0,0;216,87;0,36;0,0;244,48;0,0;0,0;0,0
2030-02-25 22:00:00;388,17;0,0;411,23;0,0;216,87;0,36;0,0;0,0;0,0;240,29;0,0
2030-02-25 23:00:00;388,17;0,0;423,8;0,0;216,87;0,36;0,0;252,85;0,0;0,0;0,0
2030-02-26 00:00:00;388,17;0,0;412,04;0,0;216,87;0,36;0,0;241,1;0,0;0,0;0,0
2030-02-26 01:00:00;388,17;0,0;433,42;0,0;216,87;0,36;0,0;262,48;0,0;0,0;0,0
2030-02-26 02:00:00;388,17;0,0;458,06;0,0;216,87;0,36;0,0;0,0;0,0;287,11;0,0
2030-02-26 03:00:00;388,17;0,0;467,96;0,0;216,87;0,36;0,0;297,01;0,0;0,0;0,0
2030-02-26 04:00:00;388,17;0,0;490,67;0,0;216,87;0,36;0,0;319,73;0,0;0,0;0,0
2030-02-26 05:00:00;388,17;0,0;502,43;0,0;216,87;0,36;0,0;331,48;0,0;0,0;0,0
2030-02-26 06:00:00;388,17;0,0;570,07;0,0;216,87;0,36;0,0;399,12;0,0;0,0;0,0
2030-02-26 07:00:00;388,17;0,0;612,48;0,0;216,87;0,36;0,0;441,54;0,0;0,0;0,0
2030-02-26 08:00:00;388,17;0,0;615,04;0,0;216,87;0,36;0,0;444,09;0,0;0,0;0,0
2030-02-26 09:00:00;388,17;0,0;615,21;0,0;216,87;0,36;0,0;444,26;0,0;0,0;0,0
2030-02-26 10:00:00;388,17;0,0;625,48;0,0;216,87;0,36;0,0;0,0;0,0;454,53;0,0
2030-02-26 11:00:00;388,17;0,0;615,27;0,0;216,87;0,36;0,0;444,32;0,0;0,0;0,0
2030-02-26 12:00:00;388,17;0,0;597,1;0,0;216,87;0,36;0,0;426,16;0,0;0,0;0,0
2030-02-26 13:00:00;388,17;0,0;579,77;0,0;216,87;0,36;0,0;408,82;0,0;0,0;0,0
2030-02-26 14:00:00;388,17;0,0;565,91;0,0;216,87;0,36;0,0;394,97;0,0;0,0;0,0
2030-02-26 15:00:00;388,17;0,0;525,69;0,0;216,87;0,36;0,0;354,75;0,0;0,0;0,0
2030-02-26 16:00:00;388,17;0,0;522,04;0,0;216,87;0,36;0,0;351,1;0,0;0,0;0,0
2030-02-26 17:00:00;388,17;0,0;509,5;0,0;216,87;0,36;0,0;338,56;0,0;0,0;0,0
2030-02-26 18:00:00;388,17;0,0;495,97;0,0;216,87;0,36;0,0;325,02;0,0;0,0;0,0
2030-02-26 19:00:00;388,17;0,0;500,8;0,0;216,87;0,36;0,0;329,86;0,0;0,0;0,0
2030-02-26 20:00:00;388,17;0,0;514,99;0,0;216,87;0,36;0,0;344,04;0,0;0,0;0,0
2030-02-26 21:00:00;388,17;0,0;524,47;0,0;216,87;0,36;0,0;353,52;0,0;0,0;0,0
2030-02-26 22:00:00;388,17;0,0;521,7;0,0;216,87;0,36;0,0;350,76;0,0;0,0;0,0
2030-02-26 23:00:00;388,17;0,0;541,88;0,0;216,87;0,36;0,0;370,94;0,0;0,0;0,0
2030-02-27 00:00:00;388,17;0,0;577,77;0,0;216,87;0,36;0,0;406,83;0,0;0,0;0,0
2030-02-27 01:00:00;388,17;0,0;583,42;0,0;216,87;0,36;0,0;412,48;0,0;0,0;0,0
2030-02-27 02:00:00;388,17;0,0;592,46;0,0;216,87;0,36;0,0;0,0;0,0;421,51;0,0
2030-02-27 03:00:00;388,17;0,0;616,76;0,0;216,87;0,36;0,0;445,82;0,0;0,0;0,0
2030-02-27 04:00:00;388,17;0,0;627,38;0,0;216,87;0,36;0,0;456,43;0,0;0,0;0,0
2030-02-27 05:00:00;388,17;0,0;654,98;0,0;216,87;0,36;0,0;484,04;0,0;0,0;0,0
2030-02-27 06:00:00;388,17;0,0;650,55;0,0;216,87;0,36;0,0;479,61;0,0;0,0;0,0
2030-02-27 07:00:00;388,17;0,0;670,87;0,0;216,87;0,36;0,0;499,93;0,0;0,0;0,0
2030-02-27 08:00:00;388,17;0,0;647,36;0,0;216,87;0,36;0,0;476,41;0,0;0,0;0,0
2030-02-27 09:00:00;388,17;0,0;630,93;0,0;216,87;0,36;0,0;459,99;0,0;0,0;0,0
2030-02-27 10:00:00;388,17;0,0;608,95;0,0;216,87;0,36;0,0;0,0;0,0;438,0;0,0
2030-02-27 11:00:00;388,17;0,0;575,28;0,0;216,87;0,36;0,0;404,33;0,0;0,0;0,0
2030-02-27 12:00:00;388,17;0,0;548,85;0,0;216,87;0,36;0,0;377,9;0,0;0,0;0,0
2030-02-27 13:00:00;388,17;0,0;541,48;0,0;216,87;0,36;0,0;370,54;0,0;0,0;0,0
2030-02-27 14:00:00;388,17;0,0;530,62;0,0;216,87;0,36;0,0;359,68;0,0;0,0;0,0
2030-02-27 15:00:00;388,17;0,0;536,69;0,0;216,87;0,36;0,0;365,75;0,0;0,0;0,0
2030-02-27 16:00:00;388,17;0,0;534,57;0,0;216,87;0,36;0,0;363,63;0,0;0,0;0,0
2030-02-27 17:00:00;388,17;0,0;554,29;0,0;216,87;0,36;0,0;383,35;0,0;0,0;0,0
2030-02-27 18:00:00;388,17;0,0;560,3;0,0;216,87;0,36;0,0;0,0;0,0;389,36;0,0
2030-02-27 19:00:00;388,17;0,0;560,83;0,0;216,87;0,36;0,0;389,89;0,0;0,0;0,0
2030-02-27 20:00:00;388,17;0,0;559,75;0,0;216,87;0,36;0,0;388,81;0,0;0,0;0,0
2030-02-27 21:00:00;388,17;0,0;579,64;0,0;216,87;0,36;0,0;408,69;0,0;0,0;0,0
2030-02-27 22:00:00;388,17;0,0;589,14;0,0;216,87;0,36;0,0;418,2;0,0;0,0;0,0
2030-02-27 23:00:00;388,17;0,0;604,65;0,0;0,0;0,36;0,0;216,84;0,0;0,0;0,0
2030-02-28 00:00:00;388,17;0,0;640,53;0,0;0,0;0,36;0,0;252,71;0,0;0,0;0,0
2030-02-28 01:00:00;388,17;0,0;648,83;0,0;0,0;0,36;0,0;261,02;0,0;0,0;0,0
2030-02-28 02:00:00;388,17;0,0;666,71;0,0;0,0;0,36;0,0;0,0;0,0;278,89;0,0
2030-02-28 03:00:00;388,17;0,0;682,18;0,0;0,0;0,36;0,0;294,37;0,0;0,0;0,0
