;('Biogas_feedin_existing_m', 'Gas_m');('Biogas_feedin_new_m', 'Gas_m');('Gas_m', 'Gas_demand_total_m');('Gas_m', 'Gas_storage_m');('Gas_m', 'GuD_m');('Gas_m', 'Material_demand_Gas_m');('Gas_m', 'excess_b_gas_m');('Gas_storage_m', 'Gas_m');('Hydrogen_feedin_m', 'Gas_m');('Import_Gas_m', 'Gas_m');('Methanisation_m', 'Gas_m')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;388,17;0,0;252,32;0,0;216,87;0,36;0,0;0,0;0,0;81,37;0,0
2030-01-01 01:00:00;388,17;0,0;273,0;0,0;216,87;0,36;0,0;0,0;0,0;102,05;0,0
2030-01-01 02:00:00;388,17;0,0;291,25;0,0;216,87;0,36;0,0;0,0;0,0;120,3;0,0
2030-01-01 03:00:00;388,17;0,0;319,3;0,0;216,87;0,36;0,0;0,0;0,0;148,35;0,0
2030-01-01 04:00:00;388,17;0,0;343,31;0,0;216,87;0,36;0,0;0,0;0,0;172,36;0,0
2030-01-01 05:00:00;388,17;0,0;371,75;0,0;216,87;0,36;0,0;0,0;0,0;200,81;0,0
2030-01-01 06:00:00;388,17;0,0;358,2;0,0;216,87;0,36;0,0;0,0;0,0;187,25;0,0
2030-01-01 07:00:00;388,17;0,0;373,86;0,0;216,87;0,36;0,0;0,0;0,0;202,91;0,0
2030-01-01 08:00:00;388,17;0,0;385,37;0,0;216,87;0,36;0,0;0,0;0,0;214,43;0,0
2030-01-01 09:00:00;388,17;0,0;370,99;0,0;216,87;0,36;0,0;0,0;0,0;200,05;0,0
2030-01-01 10:00:00;388,17;0,0;358,61;0,0;216,87;0,36;0,0;0,0;0,0;187,66;0,0
2030-01-01 11:00:00;388,17;0,0;347,03;0,0;216,87;0,36;0,0;0,0;0,0;176,09;0,0
2030-01-01 12:00:00;388,17;0,0;330,88;0,0;216,87;0,36;0,0;0,0;0,0;159,94;0,0
2030-01-01 13:00:00;388,17;0,0;313,81;0,0;216,87;0,36;0,0;0,0;0,0;142,86;0,0
2030-01-01 14:00:00;388,17;0,0;315,9;0,0;216,87;0,36;0,0;0,0;0,0;144,96;0,0
2030-01-01 15:00:00;388,17;0,0;322,22;0,0;216,87;0,36;0,0;0,0;0,0;151,27;0,0
2030-01-01 16:00:00;388,17;0,0;323,3;0,0;216,87;0,36;0,0;0,0;0,0;152,36;0,0
2030-01-01 17:00:00;388,17;0,0;331,02;0,0;216,87;0,36;0,0;0,0;0,0;160,08;0,0
2030-01-01 18:00:00;388,17;0,0;335,52;0,0;216,87;0,36;0,0;0,0;0,0;164,58;0,0
2030-01-01 19:00:00;388,17;0,0;344,41;0,0;216,87;0,36;0,0;0,0;0,0;173,47;0,0
2030-01-01 20:00:00;388,17;0,0;339,89;0,0;216,87;0,36;0,0;0,0;0,0;168,95;0,0
2030-01-01 21:00:00;388,17;0,0;358,1;0,0;216,87;0,36;0,0;0,0;0,0;187,16;0,0
2030-01-01 22:00:00;388,17;0,0;350,01;0,0;216,87;0,36;0,0;0,0;0,0;179,07;0,0
2030-01-01 23:00:00;388,17;0,0;367,07;0,0;216,87;0,36;0,0;0,0;0,0;196,12;0,0
2030-01-02 00:00:00;388,17;0,0;324,32;0,0;216,87;0,36;0,0;0,0;0,0;153,38;0,0
2030-01-02 01:00:00;388,17;0,0;327,64;0,0;216,87;0,36;0,0;0,0;0,0;156,7;0,0
2030-01-02 02:00:00;388,17;0,0;329,62;0,0;216,87;0,36;0,0;0,0;0,0;158,67;0,0
2030-01-02 03:00:00;388,17;0,0;343,51;0,0;216,87;0,36;0,0;0,0;0,0;172,57;0,0
2030-01-02 04:00:00;388,17;0,0;354,93;0,0;186,92;0,36;0,0;0,0;0,0;154,03;0,0
2030-01-02 05:00:00;388,17;0,0;370,97;0,0;216,87;0,36;0,0;0,0;0,0;200,03;0,0
2030-01-02 06:00:00;388,17;0,0;352,71;0,0;216,87;0,36;0,0;0,0;0,0;181,77;0,0
2030-01-02 07:00:00;388,17;0,0;360,82;0,0;216,87;0,36;0,0;0,0;0,0;189,88;0,0
2030-01-02 08:00:00;388,17;0,0;366,4;0,0;216,87;0,36;0,0;0,0;0,0;195,45;0,0
2030-01-02 09:00:00;388,17;0,0;349,68;0,0;216,87;0,36;0,0;0,0;0,0;178,73;0,0
2030-01-02 10:00:00;388,17;0,0;330,45;0,0;216,87;0,36;0,0;0,0;0,0;159,51;0,0
2030-01-02 11:00:00;388,17;0,0;310,01;0,0;216,87;0,36;0,0;0,0;0,0;139,06;0,0
2030-01-02 12:00:00;388,17;0,0;291,55;0,0;216,87;0,36;0,0;0,0;0,0;120,61;0,0
2030-01-02 13:00:00;388,17;0,0;271,66;0,0;216,87;0,36;0,0;0,0;0,0;100,72;0,0
2030-01-02 14:00:00;388,17;0,0;275,29;0,0;216,87;0,36;0,0;0,0;0,0;104,34;0,0
2030-01-02 15:00:00;388,17;0,0;279,91;0,0;216,87;0,36;0,0;0,0;0,0;108,96;0,0
2030-01-02 16:00:00;388,17;0,0;279,61;0,0;216,87;0,36;0,0;0,0;0,0;108,66;0,0
2030-01-02 17:00:00;388,17;0,0;287,55;0,0;216,87;0,36;0,0;0,0;0,0;116,61;0,0
2030-01-02 18:00:00;388,17;0,0;292,45;0,0;216,87;0,36;0,0;0,0;0,0;121,51;0,0
2030-01-02 19:00:00;388,17;0,0;301,33;0,0;216,87;0,36;0,0;0,0;0,0;130,38;0,0
2030-01-02 20:00:00;388,17;0,0;299,97;0,0;216,87;0,36;0,0;0,0;0,0;129,03;0,0
2030-01-02 21:00:00;388,17;0,0;316,16;0,0;216,87;0,36;0,0;0,0;0,0;145,21;0,0
2030-01-02 22:00:00;388,17;0,0;311,42;0,0;216,87;0,36;0,0;0,0;0,0;140,48;0,0
2030-01-02 23:00:00;388,17;0,0;328,39;0,0;216,87;0,36;0,0;0,0;0,0;157,45;0,0
2030-01-03 00:00:00;388,17;0,0;353,1;0,0;216,87;0,36;0,0;0,0;0,0;182,15;0,0
2030-01-03 01:00:00;388,17;0,0;356,35;0,0;216,87;0,36;0,0;0,0;0,0;185,4;0,0
2030-01-03 02:00:00;388,17;0,0;367,58;0,0;216,87;0,36;0,0;0,0;0,0;196,64;0,0
2030-01-03 03:00:00;388,17;0,0;376,81;0,0;216,87;0,36;0,0;0,0;0,0;205,86;0,0
2030-01-03 04:00:00;388,17;0,0;405,98;0,0;216,87;0,36;0,0;0,0;0,0;235,03;0,0
2030-01-03 05:00:00;388,17;0,0;443,17;0,0;216,87;0,36;0,0;0,0;0,0;272,22;0,0
2030-01-03 06:00:00;388,17;0,0;503,71;0,0;216,87;0,36;0,0;0,0;0,0;332,76;0,0
2030-01-03 07:00:00;388,17;0,0;539,36;0,0;216,87;0,36;0,0;0,0;0,0;368,41;0,0
2030-01-03 08:00:00;388,17;0,0;549,66;0,0;216,87;0,36;0,0;0,0;0,0;378,72;0,0
2030-01-03 09:00:00;388,17;0,0;536,49;0,0;216,87;0,36;0,0;0,0;0,0;365,54;0,0
2030-01-03 10:00:00;388,17;0,0;516,21;0,0;216,87;0,36;0,0;0,0;0,0;345,26;0,0
2030-01-03 11:00:00;388,17;0,0;478,12;0,0;216,87;0,36;0,0;0,0;0,0;307,18;0,0
2030-01-03 12:00:00;388,17;0,0;455,79;0,0;216,87;0,36;0,0;0,0;0,0;284,84;0,0
2030-01-03 13:00:00;388,17;0,0;453,8;0,0;216,87;0,36;0,0;0,0;0,0;282,85;0,0
2030-01-03 14:00:00;388,17;0,0;459,03;0,0;216,87;0,36;0,0;0,0;0,0;288,09;0,0
2030-01-03 15:00:00;388,17;0,0;452,29;0,0;216,87;0,36;0,0;0,0;0,0;281,34;0,0
2030-01-03 16:00:00;388,17;0,0;445,55;0,0;216,87;0,36;0,0;0,0;0,0;274,61;0,0
2030-01-03 17:00:00;388,17;0,0;432,78;0,0;216,87;0,36;0,0;0,0;0,0;261,83;0,0
2030-01-03 18:00:00;388,17;0,0;419,12;0,0;216,87;0,36;0,0;0,0;0,0;248,18;0,0
2030-01-03 19:00:00;388,17;0,0;399,26;0,0;216,87;0,36;0,0;0,0;0,0;228,31;0,0
2030-01-03 20:00:00;388,17;0,0;383,87;0,0;216,87;0,36;0,0;0,0;0,0;212,93;0,0
2030-01-03 21:00:00;388,17;0,0;373,06;0,0;216,87;0,36;0,0;0,0;0,0;202,12;0,0
2030-01-03 22:00:00;388,17;0,0;362,95;0,0;216,87;0,36;0,0;0,0;0,0;192,01;0,0
2030-01-03 23:00:00;388,17;0,0;368,01;0,0;216,87;0,36;0,0;0,0;0,0;197,06;0,0
2030-01-04 00:00:00;388,17;0,0;368,2;0,0;216,87;0,36;0,0;0,0;0,0;197,25;0,0
2030-01-04 01:00:00;388,17;0,0;369,96;0,0;216,87;0,36;0,0;0,0;0,0;199,02;0,0
2030-01-04 02:00:00;388,17;0,0;377,5;0,0;216,87;0,36;0,0;0,0;0,0;206,55;0,0
2030-01-04 03:00:00;388,17;0,0;385,95;0,0;216,87;0,36;0,0;0,0;0,0;215,0;0,0
2030-01-04 04:00:00;388,17;0,0;411,27;0,0;216,87;0,36;0,0;0,0;0,0;240,33;0,0
2030-01-04 05:00:00;388,17;0,0;446,55;0,0;216,87;0,36;0,0;0,0;0,0;275,61;0,0
2030-01-04 06:00:00;388,17;0,0;505,41;0,0;216,87;0,36;0,0;0,0;0,0;334,47;0,0
2030-01-04 07:00:00;388,17;0,0;540,47;0,0;216,87;0,36;0,0;0,0;0,0;369,52;0,0
2030-01-04 08:00:00;388,17;0,0;551,24;0,0;216,87;0,36;0,0;0,0;0,0;380,29;0,0
2030-01-04 09:00:00;388,17;0,0;549,49;0,0;216,87;0,36;0,0;0,0;0,0;378,55;0,0
2030-01-04 10:00:00;388,17;0,0;536,74;0,0;216,87;0,36;0,0;0,0;0,0;365,79;0,0
2030-01-04 11:00:00;388,17;0,0;516,27;0,0;216,87;0,36;0,0;0,0;0,0;345,33;0,0
2030-01-04 12:00:00;388,17;0,0;499,86;0,0;216,87;0,36;0,0;0,0;0,0;328,92;0,0
2030-01-04 13:00:00;388,17;0,0;492,96;0,0;216,87;0,36;0,0;0,0;0,0;322,01;0,0
2030-01-04 14:00:00;388,17;0,0;496,15;0,0;216,87;0,36;0,0;0,0;0,0;325,21;0,0
2030-01-04 15:00:00;388,17;0,0;486,97;0,0;216,87;0,36;0,0;0,0;0,0;316,03;0,0
2030-01-04 16:00:00;388,17;0,0;473,78;0,0;216,87;0,36;0,0;0,0;0,0;302,83;0,0
2030-01-04 17:00:00;388,17;0,0;459,83;0,0;216,87;0,36;0,0;0,0;0,0;288,89;0,0
2030-01-04 18:00:00;388,17;0,0;445,2;0,0;216,87;0,36;0,0;0,0;0,0;274,26;0,0
2030-01-04 19:00:00;388,17;0,0;424,46;0,0;216,87;0,36;0,0;0,0;0,0;253,51;0,0
2030-01-04 20:00:00;388,17;0,0;408,33;0,0;216,87;0,36;0,0;0,0;0,0;237,39;0,0
2030-01-04 21:00:00;388,17;0,0;398,08;0,0;216,87;0,36;0,0;0,0;0,0;227,13;0,0
2030-01-04 22:00:00;388,17;0,0;388,78;0,0;216,87;0,36;0,0;0,0;0,0;217,84;0,0
2030-01-04 23:00:00;388,17;0,0;392,68;0,0;216,87;0,36;0,0;0,0;0,0;221,74;0,0
2030-01-05 00:00:00;388,17;0,0;397,56;0,0;216,87;0,36;0,0;0,0;0,0;226,61;0,0
2030-01-05 01:00:00;388,17;0,0;397,28;0,0;216,87;0,36;0,0;0,0;0,0;226,33;0,0
2030-01-05 02:00:00;388,17;0,0;404,71;0,0;216,87;0,36;0,0;0,0;0,0;233,76;0,0
2030-01-05 03:00:00;388,17;0,0;411,9;0,0;216,87;0,36;0,0;0,0;0,0;240,96;0,0
2030-01-05 04:00:00;388,17;0,0;439,41;0,0;216,87;0,36;0,0;0,0;0,0;268,47;0,0
2030-01-05 05:00:00;388,17;0,0;474,29;0,0;216,87;0,36;0,0;0,0;0,0;303,35;0,0
2030-01-05 06:00:00;388,17;0,0;535,24;0,0;216,87;0,36;0,0;0,0;0,0;364,3;0,0
2030-01-05 07:00:00;388,17;0,0;569,23;0,0;216,87;0,36;0,0;0,0;0,0;398,29;0,0
2030-01-05 08:00:00;388,17;0,0;576,38;0,0;216,87;0,36;0,0;0,0;0,0;405,43;0,0
2030-01-05 09:00:00;388,17;0,0;560,57;0,0;216,87;0,36;0,0;0,0;0,0;389,62;0,0
2030-01-05 10:00:00;388,17;0,0;543,15;0,0;216,87;0,36;0,0;0,0;0,0;372,21;0,0
2030-01-05 11:00:00;388,17;0,0;526,37;0,0;216,87;0,36;0,0;0,0;0,0;355,43;0,0
2030-01-05 12:00:00;388,17;0,0;510,94;0,0;216,87;0,36;0,0;0,0;0,0;340,0;0,0
2030-01-05 13:00:00;388,17;0,0;498,32;0,0;216,87;0,36;0,0;0,0;0,0;327,38;0,0
2030-01-05 14:00:00;388,17;0,0;495,55;0,0;216,87;0,36;0,0;0,0;0,0;324,61;0,0
2030-01-05 15:00:00;388,17;0,0;487,31;0,0;216,87;0,36;0,0;0,0;0,0;316,37;0,0
2030-01-05 16:00:00;388,17;0,0;485,12;0,0;216,87;0,36;0,0;0,0;0,0;314,18;0,0
2030-01-05 17:00:00;388,17;0,0;473,53;0,0;216,87;0,36;0,0;0,0;0,0;302,59;0,0
2030-01-05 18:00:00;388,17;0,0;460,45;0,0;216,87;0,36;0,0;0,0;0,0;289,51;0,0
2030-01-05 19:00:00;388,17;0,0;439,39;0,0;216,87;0,36;0,0;0,0;0,0;268,45;0,0
2030-01-05 20:00:00;388,17;0,0;423,91;0,0;216,87;0,36;0,0;0,0;0,0;252,97;0,0
2030-01-05 21:00:00;388,17;0,0;413,93;0,0;216,87;0,36;0,0;0,0;0,0;242,99;0,0
2030-01-05 22:00:00;388,17;0,0;405,09;0,0;216,87;0,36;0,0;0,0;0,0;234,14;0,0
2030-01-05 23:00:00;388,17;0,0;411,73;0,0;216,87;0,36;0,0;0,0;0,0;240,79;0,0
2030-01-06 00:00:00;388,17;0,0;417,97;0,0;216,87;0,36;0,0;0,0;0,0;247,03;0,0
2030-01-06 01:00:00;388,17;0,0;421,63;0,0;216,87;0,36;0,0;0,0;0,0;250,68;0,0
2030-01-06 02:00:00;388,17;0,0;431,16;0,0;216,87;0,36;0,0;0,0;0,0;260,22;0,0
2030-01-06 03:00:00;388,17;0,0;439,2;0,0;216,87;0,36;0,0;0,0;0,0;268,25;0,0
2030-01-06 04:00:00;388,17;0,0;468,81;0,0;216,87;0,36;0,0;0,0;0,0;297,87;0,0
2030-01-06 05:00:00;388,17;0,0;506,23;0,0;216,87;0,36;0,0;0,0;0,0;335,28;0,0
2030-01-06 06:00:00;388,17;0,0;570,46;0,0;216,87;0,36;0,0;0,0;0,0;399,51;0,0
2030-01-06 07:00:00;388,17;0,0;608,34;0,0;216,87;0,36;0,0;0,0;0,0;437,39;0,0
2030-01-06 08:00:00;388,17;0,0;616,45;0,0;216,87;0,36;0,0;0,0;0,0;445,5;0,0
2030-01-06 09:00:00;388,17;0,0;596,89;0,0;216,87;0,36;0,0;0,0;0,0;425,95;0,0
2030-01-06 10:00:00;388,17;0,0;572,72;0,0;216,87;0,36;0,0;0,0;0,0;401,78;0,0
2030-01-06 11:00:00;388,17;0,0;547,24;0,0;216,87;0,36;0,0;0,0;0,0;376,3;0,0
2030-01-06 12:00:00;388,17;0,0;525,08;0,0;216,87;0,36;0,0;0,0;0,0;354,13;0,0
2030-01-06 13:00:00;388,17;0,0;507,69;0,0;216,87;0,36;0,0;0,0;0,0;336,74;0,0
2030-01-06 14:00:00;388,17;0,0;503,21;0,0;216,87;0,36;0,0;0,0;0,0;332,27;0,0
2030-01-06 15:00:00;388,17;0,0;495,2;0,0;216,87;0,36;0,0;0,0;0,0;324,26;0,0
2030-01-06 16:00:00;388,17;0,0;496,74;0,0;216,87;0,36;0,0;0,0;0,0;325,8;0,0
2030-01-06 17:00:00;388,17;0,0;486,18;0,0;216,87;0,36;0,0;0,0;0,0;315,23;0,0
2030-01-06 18:00:00;388,17;0,0;474,02;0,0;216,87;0,36;0,0;0,0;0,0;303,08;0,0
2030-01-06 19:00:00;388,17;0,0;453,08;0,0;216,87;0,36;0,0;0,0;0,0;282,14;0,0
2030-01-06 20:00:00;388,17;0,0;436,73;0,0;216,87;0,36;0,0;0,0;0,0;265,79;0,0
2030-01-06 21:00:00;388,17;0,0;427,72;0,0;216,87;0,36;0,0;0,0;0,0;256,77;0,0
2030-01-06 22:00:00;388,17;0,0;420,28;0,0;216,87;0,36;0,0;0,0;0,0;249,34;0,0
2030-01-06 23:00:00;388,17;0,0;427,55;0,0;216,87;0,36;0,0;0,0;0,0;256,61;0,0
2030-01-07 00:00:00;388,17;0,0;433,29;0,0;216,87;0,36;0,0;0,0;0,0;262,35;0,0
2030-01-07 01:00:00;388,17;0,0;438,48;0,0;216,87;0,36;0,0;0,0;0,0;267,53;0,0
2030-01-07 02:00:00;388,17;0,0;448,56;0,0;216,87;0,36;0,0;0,0;0,0;277,62;0,0
2030-01-07 03:00:00;388,17;0,0;458,04;0,0;216,87;0,36;0,0;0,0;0,0;287,1;0,0
2030-01-07 04:00:00;388,17;0,0;488,36;0,0;216,87;0,36;0,0;0,0;0,0;317,42;0,0
2030-01-07 05:00:00;388,17;0,0;527,85;0,0;216,87;0,36;0,0;0,0;0,0;356,9;0,0
2030-01-07 06:00:00;388,17;0,0;594,68;0,0;216,87;0,36;0,0;0,0;0,0;423,74;0,0
2030-01-07 07:00:00;388,17;0,0;637,66;0,0;216,87;0,36;0,0;0,0;0,0;466,72;0,0
2030-01-07 08:00:00;388,17;0,0;649,17;0,0;216,87;0,36;0,0;0,0;0,0;478,23;0,0
2030-01-07 09:00:00;388,17;0,0;636,81;0,0;216,87;0,36;0,0;0,0;0,0;465,87;0,0
2030-01-07 10:00:00;388,17;0,0;613,41;0,0;216,87;0,36;0,0;0,0;0,0;442,47;0,0
2030-01-07 11:00:00;388,17;0,0;578,01;0,0;216,87;0,36;0,0;0,0;0,0;407,06;0,0
2030-01-07 12:00:00;388,17;0,0;552,91;0,0;216,87;0,36;0,0;0,0;0,0;381,96;0,0
2030-01-07 13:00:00;388,17;0,0;538,48;0,0;216,87;0,36;0,0;0,0;0,0;367,54;0,0
2030-01-07 14:00:00;388,17;0,0;539,85;0,0;216,87;0,36;0,0;0,0;0,0;368,91;0,0
2030-01-07 15:00:00;388,17;0,0;533,35;0,0;216,87;0,36;0,0;0,0;0,0;362,41;0,0
2030-01-07 16:00:00;388,17;0,0;526,17;0,0;216,87;0,36;0,0;0,0;0,0;355,23;0,0
2030-01-07 17:00:00;388,17;0,0;512,29;0,0;216,87;0,36;0,0;0,0;0,0;341,34;0,0
2030-01-07 18:00:00;388,17;0,0;497,07;0,0;216,87;0,36;0,0;0,0;0,0;326,13;0,0
2030-01-07 19:00:00;388,17;0,0;473,23;0,0;216,87;0,36;0,0;0,0;0,0;302,29;0,0
2030-01-07 20:00:00;388,17;0,0;452,93;0,0;216,87;0,36;0,0;0,0;0,0;281,98;0,0
2030-01-07 21:00:00;388,17;0,0;441,62;0,0;216,87;0,36;0,0;0,0;0,0;270,68;0,0
2030-01-07 22:00:00;388,17;0,0;431,14;0,0;216,87;0,36;0,0;0,0;0,0;260,19;0,0
2030-01-07 23:00:00;388,17;0,0;436,55;0,0;216,87;0,36;0,0;0,0;0,0;265,6;0,0
2030-01-08 00:00:00;388,17;0,0;387,18;0,0;216,87;0,36;0,0;0,0;0,0;216,23;0,0
2030-01-08 01:00:00;388,17;0,0;391,03;0,0;216,87;0,36;0,0;0,0;0,0;220,08;0,0
2030-01-08 02:00:00;388,17;0,0;396,21;0,0;216,87;0,36;0,0;0,0;0,0;225,26;0,0
2030-01-08 03:00:00;388,17;0,0;395,78;0,0;216,87;0,36;0,0;0,0;0,0;224,84;0,0
2030-01-08 04:00:00;388,17;0,0;403,42;0,0;216,87;0,36;0,0;0,0;0,0;232,47;0,0
2030-01-08 05:00:00;388,17;0,0;406,61;0,0;216,87;0,36;0,0;0,0;0,0;235,66;0,0
2030-01-08 06:00:00;388,17;0,0;456,41;0,0;216,87;0,36;0,0;0,0;0,0;285,46;0,0
2030-01-08 07:00:00;388,17;0,0;472,25;0,0;216,87;0,36;0,0;0,0;0,0;301,3;0,0
2030-01-08 08:00:00;388,17;0,0;483,34;0,0;216,87;0,36;0,0;0,0;0,0;312,4;0,0
2030-01-08 09:00:00;388,17;0,0;470,98;0,0;216,87;0,36;0,0;0,0;0,0;300,04;0,0
2030-01-08 10:00:00;388,17;0,0;453,5;0,0;216,87;0,36;0,0;0,0;0,0;282,55;0,0
2030-01-08 11:00:00;388,17;0,0;422,48;0,0;216,87;0,36;0,0;0,0;0,0;251,53;0,0
2030-01-08 12:00:00;388,17;0,0;393,28;0,0;216,87;0,36;0,0;0,0;0,0;222,33;0,0
2030-01-08 13:00:00;388,17;0,0;376,17;0,0;216,87;0,36;0,0;0,0;0,0;205,23;0,0
2030-01-08 14:00:00;388,17;0,0;367,44;0,0;216,87;0,36;0,0;0,0;0,0;196,49;0,0
2030-01-08 15:00:00;388,17;0,0;356,53;0,0;216,87;0,36;0,0;0,0;0,0;185,58;0,0
2030-01-08 16:00:00;388,17;0,0;347,25;0,0;216,87;0,36;0,0;0,0;0,0;176,31;0,0
2030-01-08 17:00:00;388,17;0,0;345,58;0,0;216,87;0,36;0,0;0,0;0,0;174,64;0,0
2030-01-08 18:00:00;388,17;0,0;330,61;0,0;216,87;0,36;0,0;0,0;0,0;159,66;0,0
2030-01-08 19:00:00;388,17;0,0;332,94;0,0;216,87;0,36;0,0;0,0;0,0;162,0;0,0
2030-01-08 20:00:00;388,17;0,0;335,52;0,0;216,87;0,36;0,0;0,0;0,0;164,58;0,0
2030-01-08 21:00:00;388,17;0,0;344,52;0,0;216,87;0,36;0,0;0,0;0,0;173,57;0,0
2030-01-08 22:00:00;388,17;0,0;342,33;0,0;216,87;0,36;0,0;0,0;0,0;171,39;0,0
2030-01-08 23:00:00;388,17;0,0;358,44;0,0;216,87;0,36;0,0;0,0;0,0;187,5;0,0
2030-01-09 00:00:00;388,17;0,0;402,01;0,0;216,87;0,36;0,0;0,0;0,0;231,07;0,0
2030-01-09 01:00:00;388,17;0,0;417,32;0,0;216,87;0,36;0,0;0,0;0,0;246,37;0,0
2030-01-09 02:00:00;388,17;0,0;432,99;0,0;0,0;0,36;0,0;0,0;0,0;45,18;0,0
2030-01-09 03:00:00;388,17;0,0;462,46;0,0;0,0;0,36;0,0;0,0;0,0;74,65;0,0
2030-01-09 04:00:00;388,17;0,0;486,88;0,0;0,0;0,36;0,0;0,0;0,0;99,07;0,0
2030-01-09 05:00:00;388,17;0,0;519,52;0,0;216,87;0,36;0,0;0,0;0,0;348,57;0,0
2030-01-09 06:00:00;388,17;0,0;501,86;0,0;216,87;0,36;0,0;0,0;0,0;330,92;0,0
2030-01-09 07:00:00;388,17;0,0;520,63;0,0;216,87;0,36;0,0;0,0;0,0;349,68;0,0
2030-01-09 08:00:00;388,17;0,0;531,87;0,0;216,87;0,36;0,0;0,0;0,0;360,92;0,0
2030-01-09 09:00:00;388,17;0,0;517,53;0,0;216,87;0,36;0,0;0,0;0,0;346,58;0,0
2030-01-09 10:00:00;388,17;0,0;497,62;0,0;216,87;0,36;0,0;0,0;0,0;326,67;0,0
2030-01-09 11:00:00;388,17;0,0;478,41;0,0;216,87;0,36;0,0;0,0;0,0;307,47;0,0
2030-01-09 12:00:00;388,17;0,0;455,01;0,0;216,87;0,36;0,0;0,0;0,0;284,07;0,0
2030-01-09 13:00:00;388,17;0,0;428,46;0,0;216,87;0,36;0,0;0,0;0,0;257,52;0,0
2030-01-09 14:00:00;388,17;0,0;426,73;0,0;216,87;0,36;0,0;0,0;0,0;255,79;0,0
2030-01-09 15:00:00;388,17;0,0;431,84;0,0;216,87;0,36;0,0;0,0;0,0;260,89;0,0
2030-01-09 16:00:00;388,17;0,0;439,92;0,0;216,87;0,36;0,0;0,0;0,0;268,98;0,0
2030-01-09 17:00:00;388,17;0,0;453,12;0,0;216,87;0,36;0,0;0,0;0,0;282,17;0,0
2030-01-09 18:00:00;388,17;0,0;463,55;0,0;216,87;0,36;0,0;0,0;0,0;292,61;0,0
2030-01-09 19:00:00;388,17;0,0;478,27;0,0;216,87;0,36;0,0;0,0;0,0;307,32;0,0
2030-01-09 20:00:00;388,17;0,0;479,72;0,0;216,87;0,36;0,0;0,0;0,0;308,77;0,0
2030-01-09 21:00:00;388,17;0,0;505,73;0,0;216,87;0,36;0,0;0,0;0,0;334,79;0,0
2030-01-09 22:00:00;388,17;0,0;500,62;0,0;216,87;0,36;0,0;0,0;0,0;329,67;0,0
2030-01-09 23:00:00;388,17;0,0;525,69;0,0;216,87;0,36;0,0;0,0;0,0;354,74;0,0
2030-01-10 00:00:00;388,17;0,0;560,2;0,0;216,87;0,36;0,0;0,0;0,0;389,25;0,0
2030-01-10 01:00:00;388,17;0,0;561,96;0,0;216,87;0,36;0,0;0,0;0,0;391,02;0,0
2030-01-10 02:00:00;388,17;0,0;567,98;0,0;216,87;0,36;0,0;0,0;0,0;397,03;0,0
2030-01-10 03:00:00;388,17;0,0;578,08;0,0;216,87;0,36;0,0;0,0;0,0;407,14;0,0
2030-01-10 04:00:00;388,17;0,0;602,97;0,0;216,87;0,36;0,0;0,0;0,0;432,03;0,0
2030-01-10 05:00:00;388,17;0,0;651,37;0,0;216,87;0,36;0,0;0,0;0,0;480,43;0,0
2030-01-10 06:00:00;388,17;0,0;729,82;0,0;216,87;0,36;0,0;0,0;0,0;558,87;0,0
2030-01-10 07:00:00;388,17;0,0;778,41;0,0;216,87;0,36;0,0;0,0;0,0;607,46;0,0
2030-01-10 08:00:00;388,17;0,0;786,67;0,0;216,87;0,36;0,0;0,0;0,0;615,73;0,0
2030-01-10 09:00:00;388,17;0,0;788,25;0,0;216,87;0,36;0,0;0,0;0,0;617,31;0,0
2030-01-10 10:00:00;388,17;0,0;773,23;0,0;216,87;0,36;0,0;0,0;0,0;602,29;0,0
2030-01-10 11:00:00;388,17;0,0;756,64;0,0;216,87;0,36;0,0;0,0;0,0;585,69;0,0
2030-01-10 12:00:00;388,17;0,0;734,56;0,0;216,87;0,36;0,0;0,0;0,0;563,62;0,0
2030-01-10 13:00:00;388,17;0,0;699,37;0,0;216,87;0,36;0,0;0,0;0,0;528,43;0,0
2030-01-10 14:00:00;388,17;0,0;697,98;0,0;216,87;0,36;0,0;0,0;0,0;527,04;0,0
2030-01-10 15:00:00;388,17;0,0;676,87;0,0;216,87;0,36;0,0;0,0;0,0;505,92;0,0
2030-01-10 16:00:00;388,17;0,0;656,87;0,0;216,87;0,36;0,0;0,0;0,0;485,93;0,0
2030-01-10 17:00:00;388,17;0,0;644,03;0,0;216,87;0,36;0,0;0,0;0,0;473,09;0,0
2030-01-10 18:00:00;388,17;0,0;624,76;0,0;216,87;0,36;0,0;0,0;0,0;453,81;0,0
2030-01-10 19:00:00;388,17;0,0;599,71;0,0;216,87;0,36;0,0;0,0;0,0;428,77;0,0
2030-01-10 20:00:00;388,17;0,0;579,78;0,0;216,87;0,36;0,0;0,0;0,0;408,84;0,0
2030-01-10 21:00:00;388,17;0,0;572,99;0,0;216,87;0,36;0,0;0,0;0,0;402,05;0,0
2030-01-10 22:00:00;388,17;0,0;567,16;0,0;216,87;0,36;0,0;0,0;0,0;396,21;0,0
2030-01-10 23:00:00;388,17;0,0;576,81;0,0;216,87;0,36;0,0;0,0;0,0;405,87;0,0
2030-01-11 00:00:00;388,17;0,0;588,06;0,0;216,87;0,36;0,0;0,0;0,0;417,12;0,0
