;('Electricity_HS', 'HS<->East');('Electricity_HS', 'HS<->Middle');('Electricity_HS', 'HS<->North');('Electricity_HS', 'HS<->Swest');('Electricity_HS', 'HöS<->HS');('HS<->East', 'Electricity_HS');('HS<->Middle', 'Electricity_HS');('HS<->North', 'Electricity_HS');('HS<->Swest', 'Electricity_HS');('HöS<->HS', 'Electricity_HS')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;0,0;164,16;67,02;300,0;0,0;0,0;0,0;0,0;0,0;531,18
2030-01-01 01:00:00;147,41;173,2;87,63;300,0;0,0;0,0;0,0;0,0;0,0;708,25
2030-01-01 02:00:00;172,26;183,61;99,67;300,0;0,0;0,0;0,0;0,0;0,0;755,55
2030-01-01 03:00:00;142,62;176,24;92,13;300,0;0,0;0,0;0,0;0,0;0,0;710,99
2030-01-01 04:00:00;159,04;176,87;92,48;300,0;0,0;0,0;0,0;0,0;0,0;728,39
2030-01-01 05:00:00;136,54;192,46;94,83;300,0;0,0;0,0;0,0;0,0;0,0;723,83
2030-01-01 06:00:00;0,0;202,0;106,48;300,0;0,0;0,0;0,0;0,0;0,0;608,48
2030-01-01 07:00:00;0,0;166,6;70,26;0,0;0,0;0,0;0,0;0,0;0,0;236,85
2030-01-01 08:00:00;0,0;21,07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,07
2030-01-01 09:00:00;0,0;0,0;0,0;54,11;0,0;54,11;0,0;0,0;0,0;0,0
2030-01-01 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 13:00:00;0,0;0,0;0,0;18,94;0,0;18,94;0,0;0,0;0,0;0,0
2030-01-01 14:00:00;0,0;0,0;0,0;76,53;0,0;0,0;0,0;0,0;0,0;76,53
2030-01-01 15:00:00;0,0;0,0;0,0;69,12;0,0;69,12;0,0;0,0;0,0;0,0
2030-01-01 16:00:00;0,0;0,0;0,0;38,44;0,0;38,44;0,0;0,0;0,0;0,0
2030-01-01 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 20:00:00;0,0;15,4;0,0;0,0;0,0;9,06;0,0;6,34;0,0;0,0
2030-01-01 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-01 23:00:00;0,0;295,51;161,45;79,88;0,0;0,0;0,0;0,0;0,0;536,84
2030-01-02 00:00:00;0,0;163,51;83,31;300,0;0,0;0,0;0,0;0,0;0,0;546,83
2030-01-02 01:00:00;0,0;0,0;0,0;89,29;0,0;0,0;0,0;0,0;0,0;89,29
2030-01-02 02:00:00;0,0;0,0;0,0;102,41;0,0;102,41;0,0;0,0;0,0;0,0
2030-01-02 03:00:00;0,0;0,0;0,0;39,31;0,0;39,31;0,0;0,0;0,0;0,0
2030-01-02 04:00:00;0,0;0,0;0,0;300,0;0,0;112,36;77,86;109,78;0,0;0,0
2030-01-02 05:00:00;0,0;0,0;0,0;96,64;0,0;96,64;0,0;0,0;0,0;0,0
2030-01-02 06:00:00;0,0;0,0;0,0;35,4;0,0;35,4;0,0;0,0;0,0;0,0
2030-01-02 07:00:00;0,0;160,95;36,31;0,0;0,0;0,0;0,0;0,0;0,0;197,26
2030-01-02 08:00:00;0,0;170,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;170,09
2030-01-02 09:00:00;0,0;143,14;0,0;0,0;0,0;64,98;0,0;0,0;0,0;78,16
2030-01-02 10:00:00;0,0;80,47;0,0;0,0;0,0;60,76;0,0;19,71;0,0;0,0
2030-01-02 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-02 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-02 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-02 14:00:00;0,0;46,86;0,0;0,0;0,0;46,86;0,0;0,0;0,0;0,0
2030-01-02 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-02 16:00:00;0,0;117,3;8,54;0,0;0,0;62,45;0,0;0,0;0,0;63,4
2030-01-02 17:00:00;0,0;5,35;0,0;0,0;0,0;0,0;0,0;5,35;0,0;0,0
2030-01-02 18:00:00;46,97;76,56;122,52;9,33;0,0;0,0;0,0;0,0;0,0;255,39
2030-01-02 19:00:00;0,0;0,0;0,0;56,54;0,0;0,0;0,0;0,0;0,0;56,54
2030-01-02 20:00:00;282,02;234,65;229,35;251,59;0,0;0,0;0,0;0,0;0,0;997,61
2030-01-02 21:00:00;327,29;341,67;216,38;272,48;0,0;0,0;0,0;0,0;0,0;1157,82
2030-01-02 22:00:00;386,58;346,73;194,72;300,0;0,0;0,0;0,0;0,0;0,0;1228,03
2030-01-02 23:00:00;364,77;321,82;183,53;300,0;0,0;0,0;0,0;0,0;0,0;1170,12
2030-01-03 00:00:00;317,99;257,26;162,49;300,0;0,0;0,0;0,0;0,0;0,0;1037,73
2030-01-03 01:00:00;477,59;446,6;163,22;300,0;0,0;0,0;0,0;0,0;0,0;1387,41
2030-01-03 02:00:00;477,49;445,11;164,4;300,0;0,0;0,0;0,0;0,0;0,0;1387,0
2030-01-03 03:00:00;763,74;696,21;423,79;300,0;0,0;0,0;0,0;0,0;0,0;2183,74
2030-01-03 04:00:00;508,29;469,89;183,06;300,0;0,0;0,0;0,0;0,0;0,0;1461,24
2030-01-03 05:00:00;409,84;377,02;215,2;300,0;0,0;0,0;0,0;0,0;0,0;1302,06
2030-01-03 06:00:00;501,07;406,54;263,37;300,0;0,0;0,0;0,0;0,0;0,0;1470,97
2030-01-03 07:00:00;628,6;535,36;331,16;300,0;0,0;0,0;0,0;0,0;0,0;1795,12
2030-01-03 08:00:00;271,96;146,3;88,59;0,0;0,0;0,0;0,0;0,0;0,0;506,85
2030-01-03 09:00:00;428,47;197,87;77,31;0,0;0,0;0,0;0,0;0,0;0,0;703,64
2030-01-03 10:00:00;645,0;498,13;336,37;300,0;0,0;0,0;0,0;0,0;0,0;1779,5
2030-01-03 11:00:00;617,48;470,24;110,7;293,03;0,0;0,0;0,0;0,0;0,0;1491,44
2030-01-03 12:00:00;584,76;188,93;0,55;0,0;0,0;0,0;0,0;0,0;0,0;774,23
2030-01-03 13:00:00;120,33;0,0;2,95;0,0;0,0;0,0;0,0;0,0;0,0;123,28
2030-01-03 14:00:00;581,34;488,31;300,93;300,0;0,0;0,0;0,0;0,0;0,0;1670,58
2030-01-03 15:00:00;136,7;29,62;12,58;0,0;0,0;0,0;0,0;0,0;0,0;178,91
2030-01-03 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-03 17:00:00;0,0;0,0;0,0;36,03;0,0;0,0;0,0;36,03;0,0;0,0
2030-01-03 18:00:00;0,0;0,0;0,0;10,78;0,0;0,0;0,0;10,78;0,0;0,0
2030-01-03 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-03 20:00:00;76,26;21,29;69,25;172,31;0,0;0,0;0,0;0,0;0,0;339,11
2030-01-03 21:00:00;19,89;0,0;0,0;35,02;0,0;0,0;0,0;0,0;0,0;54,91
2030-01-03 22:00:00;7,64;0,0;0,0;20,27;0,0;0,0;0,0;0,0;0,0;27,91
2030-01-03 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-04 00:00:00;164,06;137,32;186,99;0,0;0,0;0,0;0,0;0,0;0,0;488,37
2030-01-04 01:00:00;135,53;170,07;169,0;300,0;0,0;0,0;0,0;0,0;0,0;774,61
2030-01-04 02:00:00;0,0;95,89;0,0;300,0;0,0;0,0;0,0;0,0;0,0;395,89
2030-01-04 03:00:00;0,0;0,0;0,0;280,55;0,0;244,14;0,0;36,41;0,0;0,0
2030-01-04 04:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-04 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-04 06:00:00;97,42;163,67;74,16;45,55;0,0;0,0;0,0;0,0;0,0;380,8
2030-01-04 07:00:00;395,63;402,82;238,22;234,92;0,0;0,0;0,0;0,0;0,0;1271,58
2030-01-04 08:00:00;64,63;28,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,43
2030-01-04 09:00:00;168,12;71,24;28,2;0,0;0,0;0,0;0,0;0,0;0,0;267,56
2030-01-04 10:00:00;544,35;454,61;284,03;8,79;0,0;0,0;0,0;0,0;0,0;1291,78
2030-01-04 11:00:00;547,49;433,59;292,07;300,0;0,0;0,0;0,0;0,0;0,0;1573,15
2030-01-04 12:00:00;421,57;322,1;213,24;182,11;0,0;0,0;0,0;0,0;0,0;1139,02
2030-01-04 13:00:00;659,26;590,33;276,9;275,27;0,0;0,0;0,0;0,0;0,0;1801,76
2030-01-04 14:00:00;715,15;632,25;303,73;300,0;0,0;0,0;0,0;0,0;0,0;1951,14
2030-01-04 15:00:00;590,12;515,86;320,44;0,0;0,0;0,0;0,0;0,0;0,0;1426,42
2030-01-04 16:00:00;142,23;69,27;30,27;0,0;0,0;0,0;0,0;0,0;0,0;241,77
2030-01-04 17:00:00;65,15;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;71,15
2030-01-04 18:00:00;8,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,94
2030-01-04 19:00:00;29,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,35
2030-01-04 20:00:00;487,64;471,14;260,11;297,82;0,0;0,0;0,0;0,0;0,0;1516,71
2030-01-04 21:00:00;349,04;365,35;182,65;187,92;0,0;0,0;0,0;0,0;0,0;1084,96
2030-01-04 22:00:00;323,28;330,91;164,44;162,26;0,0;0,0;0,0;0,0;0,0;980,88
2030-01-04 23:00:00;349,04;403,9;136,4;120,72;0,0;0,0;0,0;0,0;0,0;1010,06
2030-01-05 00:00:00;13,25;110,96;89,82;0,0;0,0;0,0;0,0;0,0;0,0;214,03
2030-01-05 01:00:00;0,0;0,0;0,0;51,28;0,0;33,8;17,48;0,0;0,0;0,0
2030-01-05 02:00:00;0,0;33,84;32,57;300,0;0,0;0,0;0,0;0,0;0,0;366,41
2030-01-05 03:00:00;77,27;429,04;210,51;300,0;0,0;0,0;0,0;0,0;0,0;1016,83
2030-01-05 04:00:00;0,0;0,0;0,0;72,65;0,0;72,65;0,0;0,0;0,0;0,0
2030-01-05 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 08:00:00;0,0;54,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,8
2030-01-05 09:00:00;113,87;0,0;0,0;0,0;0,0;0,0;0,0;0,0;113,87;0,0
2030-01-05 10:00:00;187,22;143,16;21,24;0,0;0,0;0,0;0,0;0,0;306,64;44,98
2030-01-05 11:00:00;196,83;133,15;19,64;0,0;0,0;0,0;0,0;0,0;349,62;0,0
2030-01-05 12:00:00;148,18;68,44;0,0;0,0;0,0;0,0;0,0;0,0;216,62;0,0
2030-01-05 13:00:00;163,28;291,08;0,0;0,0;0,0;0,0;0,0;0,0;41,5;412,86
2030-01-05 14:00:00;472,24;477,71;98,72;0,0;0,0;0,0;0,0;0,0;0,0;1048,67
2030-01-05 15:00:00;457,76;493,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;951,38
2030-01-05 16:00:00;4,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,93;0,0
2030-01-05 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-05 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 01:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-06 02:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-06 03:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-06 04:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-06 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 18:00:00;0,0;9,93;0,0;0,0;0,0;0,0;0,0;0,0;9,93;0,0
2030-01-06 19:00:00;56,54;35,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,36
2030-01-06 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-06 21:00:00;442,09;417,82;206,71;0,0;0,0;0,0;0,0;0,0;0,0;1066,62
2030-01-06 22:00:00;423,12;390,71;194,87;195,82;0,0;0,0;0,0;0,0;0,0;1204,52
2030-01-06 23:00:00;418,32;372,46;188,92;271,09;0,0;0,0;0,0;0,0;0,0;1250,78
2030-01-07 00:00:00;510,05;569,59;140,09;300,0;0,0;0,0;0,0;0,0;0,0;1519,73
2030-01-07 01:00:00;783,68;759,72;336,62;300,0;0,0;0,0;0,0;0,0;0,0;2180,02
2030-01-07 02:00:00;782,84;758,07;427,28;300,0;0,0;0,0;0,0;0,0;0,0;2268,2
2030-01-07 03:00:00;778,93;758,7;428,4;300,0;0,0;0,0;0,0;0,0;0,0;2266,03
2030-01-07 04:00:00;801,34;782,63;442,18;300,0;0,0;0,0;0,0;0,0;0,0;2326,15
2030-01-07 05:00:00;426,08;353,33;187,72;300,0;0,0;0,0;0,0;0,0;0,0;1267,13
2030-01-07 06:00:00;526,16;438,71;237,79;300,0;0,0;0,0;0,0;0,0;0,0;1502,67
2030-01-07 07:00:00;653,63;570,25;304,48;300,0;0,0;0,0;0,0;0,0;0,0;1828,36
2030-01-07 08:00:00;748,51;666,31;351,96;300,0;0,0;0,0;0,0;0,0;0,0;2066,78
2030-01-07 09:00:00;292,39;165,14;61,12;0,0;0,0;0,0;0,0;0,0;0,0;518,65
2030-01-07 10:00:00;593,97;492,5;147,78;300,0;0,0;0,0;0,0;0,0;0,0;1534,24
2030-01-07 11:00:00;415,55;307,74;50,67;0,0;0,0;0,0;0,0;0,0;0,0;773,97
2030-01-07 12:00:00;680,08;565,51;327,33;300,0;0,0;0,0;0,0;0,0;0,0;1872,92
2030-01-07 13:00:00;621,06;519,74;276,54;300,0;0,0;0,0;0,0;0,0;0,0;1717,35
2030-01-07 14:00:00;601,24;512,61;273,39;300,0;0,0;0,0;0,0;0,0;0,0;1687,25
2030-01-07 15:00:00;637,67;566,11;298,93;300,0;0,0;0,0;0,0;0,0;0,0;1802,71
2030-01-07 16:00:00;263,17;186,24;19,92;0,0;0,0;0,0;0,0;0,0;0,0;469,33
2030-01-07 17:00:00;163,08;73,53;0,0;0,0;0,0;0,0;0,0;0,0;0,0;236,61
2030-01-07 18:00:00;113,85;35,59;0,0;0,0;0,0;0,0;0,0;0,0;0,0;149,44
2030-01-07 19:00:00;223,33;195,82;0,0;109,89;0,0;0,0;0,0;0,0;0,0;529,05
2030-01-07 20:00:00;506,27;479,79;239,38;300,0;0,0;0,0;0,0;0,0;0,0;1525,43
2030-01-07 21:00:00;407,61;392,03;187,28;259,02;0,0;0,0;0,0;0,0;0,0;1245,94
2030-01-07 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-07 23:00:00;0,0;0,0;0,0;300,0;0,0;0,0;300,0;0,0;0,0;0,0
2030-01-08 00:00:00;0,0;0,0;0,0;300,0;0,0;0,0;0,0;0,0;0,0;300,0
2030-01-08 01:00:00;238,57;213,43;92,36;300,0;0,0;0,0;0,0;0,0;0,0;844,35
2030-01-08 02:00:00;662,89;674,66;75,15;300,0;0,0;0,0;0,0;0,0;0,0;1712,71
2030-01-08 03:00:00;715,57;713,19;395,48;300,0;0,0;0,0;0,0;0,0;0,0;2124,24
2030-01-08 04:00:00;742,48;727,24;399,72;300,0;0,0;0,0;0,0;0,0;0,0;2169,43
2030-01-08 05:00:00;621,9;481,41;135,73;300,0;0,0;0,0;0,0;0,0;0,0;1539,05
2030-01-08 06:00:00;405,22;336,24;168,53;300,0;0,0;0,0;0,0;0,0;0,0;1210,0
2030-01-08 07:00:00;534,33;461,58;234,56;300,0;0,0;0,0;0,0;0,0;0,0;1530,48
2030-01-08 08:00:00;263,56;51,89;0,0;0,0;0,0;0,0;0,0;0,0;0,0;315,45
2030-01-08 09:00:00;129,19;27,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;156,64
2030-01-08 10:00:00;67,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;67,32
2030-01-08 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-08 12:00:00;1,94;0,0;0,0;0,0;0,0;0,0;0,0;1,94;0,0;0,0
2030-01-08 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-08 14:00:00;17,64;0,0;0,0;0,0;0,0;0,0;0,0;17,64;0,0;0,0
2030-01-08 15:00:00;275,29;245,12;0,0;0,0;0,0;0,0;0,0;0,0;0,0;520,4
2030-01-08 16:00:00;108,35;96,68;0,0;0,0;0,0;0,0;0,0;23,99;0,0;181,04
2030-01-08 17:00:00;1,11;0,0;0,0;0,0;0,0;0,0;0,0;1,11;0,0;0,0
2030-01-08 18:00:00;36,7;10,46;0,0;0,0;0,0;0,0;0,0;47,16;0,0;0,0
2030-01-08 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-08 20:00:00;140,43;50,66;0,0;0,0;0,0;0,0;0,0;0,0;0,0;191,09
2030-01-08 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-08 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-08 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 14:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 17:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-09 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 08:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 13:00:00;0,0;0,0;0,0;104,44;0,0;0,0;0,0;104,44;0,0;0,0
2030-01-10 14:00:00;0,0;0,0;0,0;103,93;0,0;0,0;0,0;103,93;0,0;0,0
2030-01-10 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 16:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 17:00:00;0,0;0,0;0,0;31,41;0,0;0,0;0,0;31,41;0,0;0,0
2030-01-10 18:00:00;0,0;0,0;0,0;45,35;0,0;0,0;0,0;45,35;0,0;0,0
2030-01-10 19:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 20:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 21:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 22:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-10 23:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 00:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 01:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 05:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 06:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 07:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 08:00:00;0,0;33,82;0,0;0,0;0,0;0,0;0,0;33,82;0,0;0,0
2030-01-11 09:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 10:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 11:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 12:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 13:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 14:00:00;0,0;0,0;0,0;43,48;0,0;0,0;0,0;43,48;0,0;0,0
2030-01-11 15:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
2030-01-11 16:00:00;0,0;0,0;0,0;3,32;0,0;0,0;0,0;3,32;0,0;0,0
2030-01-11 17:00:00;0,0;0,0;0,0;11,53;0,0;0,0;0,0;11,53;0,0;0,0
2030-01-11 18:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
