;('Biogas_feedin_existing_e', 'Gas_e');('Biogas_feedin_new_e', 'Gas_e');('Gas_e', 'Gas_demand_total_e');('Gas_e', 'Gas_storage_e');('Gas_e', 'GuD_e');('Gas_e', 'Material_demand_Gas_e');('Gas_e', 'excess_b_gas_e');('Gas_storage_e', 'Gas_e');('Hydrogen_feedin_e', 'Gas_e');('Import_Gas_e', 'Gas_e');('Methanisation_e', 'Gas_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-03-21 20:00:00;419,76;0,0;554,85;0,0;219,89;0,37;0,0;355,35;0,0;0,0;0,0
2030-03-21 21:00:00;419,76;0,0;548,58;0,0;219,89;0,37;0,0;349,08;0,0;0,0;0,0
2030-03-21 22:00:00;419,76;0,0;542,86;0,0;219,89;0,37;0,0;343,37;0,0;0,0;0,0
2030-03-21 23:00:00;419,76;0,0;557,35;0,0;219,89;0,37;0,0;357,85;0,0;0,0;0,0
2030-03-22 00:00:00;419,76;0,0;568,95;0,0;0,0;0,37;0,0;149,56;0,0;0,0;0,0
2030-03-22 01:00:00;419,76;0,0;581,19;0,0;0,0;0,37;0,0;161,81;0,0;0,0;0,0
2030-03-22 02:00:00;419,76;0,0;600,07;0,0;0,0;0,37;0,0;180,68;0,0;0,0;0,0
2030-03-22 03:00:00;419,76;0,0;616,34;0,0;0,0;0,37;0,0;196,95;0,0;0,0;0,0
2030-03-22 04:00:00;419,76;0,0;658,71;0,0;0,0;0,37;0,0;239,32;0,0;0,0;0,0
2030-03-22 05:00:00;419,76;0,0;710,73;0,0;168,6;0,37;0,0;459,94;0,0;0,0;0,0
2030-03-22 06:00:00;419,76;0,0;789,34;0,0;219,89;0,37;0,0;589,84;0,0;0,0;0,0
2030-03-22 07:00:00;419,76;0,0;811,07;0,0;219,89;0,37;0,0;611,57;0,0;0,0;0,0
2030-03-22 08:00:00;419,76;0,0;795,84;0,0;219,89;0,37;0,0;596,34;0,0;0,0;0,0
2030-03-22 09:00:00;419,76;0,0;765,99;0,0;219,89;0,37;0,0;566,5;0,0;0,0;0,0
2030-03-22 10:00:00;419,76;0,0;722,8;0,0;219,89;0,37;0,0;523,3;0,0;0,0;0,0
2030-03-22 11:00:00;419,76;0,0;669,3;0,0;219,89;0,37;0,0;469,8;0,0;0,0;0,0
2030-03-22 12:00:00;419,76;0,0;626,46;0,0;219,89;0,37;0,0;426,97;0,0;0,0;0,0
2030-03-22 13:00:00;419,76;0,0;600,62;0,0;219,89;0,37;0,0;401,13;0,0;0,0;0,0
2030-03-22 14:00:00;419,76;0,0;593,52;0,0;219,89;0,37;0,0;394,02;0,0;0,0;0,0
2030-03-22 15:00:00;419,76;0,0;571,53;0,0;219,89;0,37;0,0;372,03;0,0;0,0;0,0
2030-03-22 16:00:00;419,76;0,0;552,81;0,0;219,89;0,37;0,0;353,32;0,0;0,0;0,0
2030-03-22 17:00:00;419,76;0,0;545,84;0,0;219,89;0,37;0,0;346,34;0,0;0,0;0,0
2030-03-22 18:00:00;419,76;0,0;545,89;0,0;219,89;0,37;0,0;346,39;0,0;0,0;0,0
2030-03-22 19:00:00;419,76;0,0;530,65;0,0;219,89;0,37;0,0;331,15;0,0;0,0;0,0
2030-03-22 20:00:00;419,76;0,0;523,1;0,0;219,89;0,37;0,0;323,61;0,0;0,0;0,0
2030-03-22 21:00:00;419,76;0,0;523,63;0,0;219,89;0,37;0,0;324,13;0,0;0,0;0,0
2030-03-22 22:00:00;419,76;0,0;526,03;0,0;219,89;0,37;0,0;326,54;0,0;0,0;0,0
2030-03-22 23:00:00;419,76;0,0;547,58;0,0;219,89;0,37;0,0;348,08;0,0;0,0;0,0
2030-03-23 00:00:00;419,76;0,0;577,19;0,0;219,89;0,37;0,0;377,69;0,0;0,0;0,0
2030-03-23 01:00:00;419,76;0,0;593,22;0,0;219,89;0,37;0,0;393,73;0,0;0,0;0,0
2030-03-23 02:00:00;419,76;0,0;616,92;0,0;219,89;0,37;0,0;417,43;0,0;0,0;0,0
2030-03-23 03:00:00;419,76;0,0;641,11;0,0;219,89;0,37;0,0;441,62;0,0;0,0;0,0
2030-03-23 04:00:00;419,76;0,0;684,72;0,0;219,89;0,37;0,0;485,23;0,0;0,0;0,0
2030-03-23 05:00:00;419,76;0,0;750,6;0,0;219,89;0,37;0,0;551,11;0,0;0,0;0,0
2030-03-23 06:00:00;419,76;0,0;842,52;0,0;219,89;0,37;0,0;643,03;0,0;0,0;0,0
2030-03-23 07:00:00;419,76;0,0;874,9;0,0;219,89;0,37;0,0;675,41;0,0;0,0;0,0
2030-03-23 08:00:00;419,76;0,0;865,64;0,0;219,89;0,37;0,0;666,15;0,0;0,0;0,0
2030-03-23 09:00:00;419,76;0,0;847,17;0,0;219,89;0,37;0,0;647,67;0,0;0,0;0,0
2030-03-23 10:00:00;419,76;0,0;819,56;0,0;219,89;0,37;0,0;620,07;0,0;0,0;0,0
2030-03-23 11:00:00;419,76;0,0;796,7;0,0;219,89;0,37;0,0;597,21;0,0;0,0;0,0
2030-03-23 12:00:00;419,76;0,0;767,85;0,0;219,89;0,37;0,0;568,36;0,0;0,0;0,0
2030-03-23 13:00:00;419,76;0,0;740,31;0,0;219,89;0,37;0,0;540,81;0,0;0,0;0,0
2030-03-23 14:00:00;419,76;0,0;737,02;0,0;219,89;0,37;0,0;537,53;0,0;0,0;0,0
2030-03-23 15:00:00;419,76;0,0;716,23;0,0;219,89;0,37;0,0;516,73;0,0;0,0;0,0
2030-03-23 16:00:00;419,76;0,0;707,32;0,0;219,89;0,37;0,0;507,82;0,0;0,0;0,0
2030-03-23 17:00:00;419,76;0,0;702,91;0,0;219,89;0,37;0,0;503,41;0,0;0,0;0,0
2030-03-23 18:00:00;419,76;0,0;696,68;0,0;219,89;0,37;0,0;497,19;0,0;0,0;0,0
2030-03-23 19:00:00;419,76;0,0;680,86;0,0;219,89;0,37;0,0;481,36;0,0;0,0;0,0
2030-03-23 20:00:00;419,76;0,0;668,84;0,0;219,89;0,37;0,0;469,34;0,0;0,0;0,0
2030-03-23 21:00:00;419,76;0,0;671,06;0,0;219,89;0,37;0,0;471,57;0,0;0,0;0,0
2030-03-23 22:00:00;419,76;0,0;673,05;0,0;219,89;0,37;0,0;473,55;0,0;0,0;0,0
2030-03-23 23:00:00;419,76;0,0;694,11;0,0;219,89;0,37;0,0;494,62;0,0;0,0;0,0
2030-03-24 00:00:00;419,76;0,0;696,56;0,0;219,89;0,37;0,0;497,06;0,0;0,0;0,0
2030-03-24 01:00:00;419,76;0,0;695,87;0,0;219,89;0,37;0,0;496,37;0,0;0,0;0,0
2030-03-24 02:00:00;419,76;0,0;701,34;0,0;219,89;0,37;0,0;501,85;0,0;0,0;0,0
2030-03-24 03:00:00;419,76;0,0;711,19;0,0;219,89;0,37;0,0;511,69;0,0;0,0;0,0
2030-03-24 04:00:00;419,76;0,0;741,31;0,0;219,89;0,37;0,0;541,82;0,0;0,0;0,0
2030-03-24 05:00:00;419,76;0,0;796,9;0,0;219,89;0,37;0,0;597,4;0,0;0,0;0,0
2030-03-24 06:00:00;419,76;0,0;882,37;0,0;219,89;0,37;0,0;682,87;0,0;0,0;0,0
2030-03-24 07:00:00;419,76;0,0;906,19;0,0;219,89;0,37;0,0;706,69;0,0;0,0;0,0
2030-03-24 08:00:00;419,76;0,0;892,95;0,0;219,89;0,37;0,0;693,45;0,0;0,0;0,0
2030-03-24 09:00:00;419,76;0,0;868,98;0,0;219,89;0,37;0,0;669,49;0,0;0,0;0,0
2030-03-24 10:00:00;419,76;0,0;835,29;0,0;219,89;0,37;0,0;635,79;0,0;0,0;0,0
2030-03-24 11:00:00;419,76;0,0;804,41;0,0;219,89;0,37;0,0;604,91;0,0;0,0;0,0
2030-03-24 12:00:00;419,76;0,0;767,66;0,0;219,89;0,37;0,0;568,16;0,0;0,0;0,0
2030-03-24 13:00:00;419,76;0,0;731,64;0,0;219,89;0,37;0,0;532,14;0,0;0,0;0,0
2030-03-24 14:00:00;419,76;0,0;720,02;0,0;0,0;0,37;0,0;300,64;0,0;0,0;0,0
2030-03-24 15:00:00;419,76;0,0;686,3;0,0;219,89;0,37;0,0;486,81;0,0;0,0;0,0
2030-03-24 16:00:00;419,76;0,0;666,83;0,0;219,89;0,37;0,0;467,33;0,0;0,0;0,0
2030-03-24 17:00:00;419,76;0,0;654,24;0,0;219,89;0,37;0,0;454,74;0,0;0,0;0,0
2030-03-24 18:00:00;419,76;0,0;643,39;0,0;219,89;0,37;0,0;443,9;0,0;0,0;0,0
2030-03-24 19:00:00;419,76;0,0;618,25;0,0;219,89;0,37;0,0;418,76;0,0;0,0;0,0
2030-03-24 20:00:00;419,76;0,0;598,19;0,0;219,89;0,37;0,0;398,7;0,0;0,0;0,0
2030-03-24 21:00:00;419,76;0,0;592,07;0,0;219,89;0,37;0,0;392,57;0,0;0,0;0,0
2030-03-24 22:00:00;419,76;0,0;584,67;0,0;219,89;0,37;0,0;385,17;0,0;0,0;0,0
2030-03-24 23:00:00;419,76;0,0;597,57;0,0;219,89;0,37;0,0;398,07;0,0;0,0;0,0
2030-03-25 00:00:00;419,76;0,0;593,91;0,0;219,89;0,37;0,0;394,42;0,0;0,0;0,0
2030-03-25 01:00:00;419,76;0,0;598,82;0,0;219,89;0,37;0,0;399,33;0,0;0,0;0,0
2030-03-25 02:00:00;419,76;0,0;609,96;0,0;0,0;0,37;0,0;190,58;0,0;0,0;0,0
2030-03-25 03:00:00;419,76;0,0;623,71;0,0;0,0;0,37;0,0;204,32;0,0;0,0;0,0
2030-03-25 04:00:00;419,76;0,0;658,17;0,0;219,89;0,37;0,0;458,67;0,0;0,0;0,0
2030-03-25 05:00:00;419,76;0,0;715,9;0,0;219,89;0,37;0,0;516,41;0,0;0,0;0,0
2030-03-25 06:00:00;419,76;0,0;798,13;0,0;219,89;0,37;0,0;598,64;0,0;0,0;0,0
2030-03-25 07:00:00;419,76;0,0;810,41;0,0;219,89;0,37;0,0;610,92;0,0;0,0;0,0
2030-03-25 08:00:00;419,76;0,0;807,44;0,0;219,89;0,37;0,0;607,94;0,0;0,0;0,0
2030-03-25 09:00:00;419,76;0,0;798,45;0,0;219,89;0,37;0,0;598,95;0,0;0,0;0,0
2030-03-25 10:00:00;419,76;0,0;756,83;0,0;219,89;0,37;0,0;557,33;0,0;0,0;0,0
2030-03-25 11:00:00;419,76;0,0;712,08;0,0;219,89;0,37;0,0;512,58;0,0;0,0;0,0
2030-03-25 12:00:00;419,76;0,0;690,28;0,0;219,89;0,37;0,0;490,79;0,0;0,0;0,0
2030-03-25 13:00:00;419,76;0,0;669,88;0,0;219,89;0,37;0,0;470,38;0,0;0,0;0,0
2030-03-25 14:00:00;419,76;0,0;671,67;0,0;219,89;0,37;0,0;472,18;0,0;0,0;0,0
2030-03-25 15:00:00;419,76;0,0;655,68;0,0;219,89;0,37;0,0;456,18;0,0;0,0;0,0
2030-03-25 16:00:00;419,76;0,0;635,49;0,0;219,89;0,37;0,0;436,0;0,0;0,0;0,0
2030-03-25 17:00:00;419,76;0,0;626,88;0,0;219,89;0,37;0,0;427,38;0,0;0,0;0,0
2030-03-25 18:00:00;419,76;0,0;613,44;0,0;219,89;0,37;0,0;413,94;0,0;0,0;0,0
2030-03-25 19:00:00;419,76;0,0;589,78;0,0;219,89;0,37;0,0;390,28;0,0;0,0;0,0
2030-03-25 20:00:00;419,76;0,0;571,2;0,0;219,89;0,37;0,0;371,71;0,0;0,0;0,0
2030-03-25 21:00:00;419,76;0,0;564,19;0,0;219,89;0,37;0,0;364,69;0,0;0,0;0,0
2030-03-25 22:00:00;419,76;0,0;557,9;0,0;219,89;0,37;0,0;358,4;0,0;0,0;0,0
2030-03-25 23:00:00;419,76;0,0;570,65;0,0;219,89;0,37;0,0;371,15;0,0;0,0;0,0
2030-03-26 00:00:00;419,76;0,0;517,51;0,0;219,89;0,37;0,0;318,01;0,0;0,0;0,0
2030-03-26 01:00:00;419,76;0,0;527,7;0,0;219,89;0,37;0,0;328,21;0,0;0,0;0,0
2030-03-26 02:00:00;419,76;0,0;539,35;0,0;219,89;0,37;0,0;339,86;0,0;0,0;0,0
2030-03-26 03:00:00;419,76;0,0;542,71;0,0;219,89;0,37;0,0;343,21;0,0;0,0;0,0
2030-03-26 04:00:00;419,76;0,0;556,72;0,0;0,0;0,37;0,0;137,34;0,0;0,0;0,0
2030-03-26 05:00:00;419,76;0,0;562,05;0,0;0,0;0,37;0,0;142,67;0,0;0,0;0,0
2030-03-26 06:00:00;419,76;0,0;620,79;0,0;0,0;0,37;0,0;201,4;0,0;0,0;0,0
2030-03-26 07:00:00;419,76;0,0;653,2;0,0;0,0;0,37;0,0;233,81;0,0;0,0;0,0
2030-03-26 08:00:00;419,76;0,0;646,92;0,0;219,89;0,37;0,0;447,43;0,0;0,0;0,0
2030-03-26 09:00:00;419,76;0,0;643,28;0,0;107,72;0,37;0,0;331,61;0,0;0,0;0,0
2030-03-26 10:00:00;419,76;0,0;640,88;0,0;0,0;0,37;0,0;221,5;0,0;0,0;0,0
2030-03-26 11:00:00;419,76;0,0;608,34;0,0;0,0;0,37;0,0;188,95;0,0;0,0;0,0
2030-03-26 12:00:00;419,76;0,0;577,2;0,0;0,0;0,37;0,0;157,82;0,0;0,0;0,0
2030-03-26 13:00:00;419,76;0,0;568,19;0,0;0,0;0,37;0,0;148,8;0,0;0,0;0,0
2030-03-26 14:00:00;419,76;0,0;556,06;0,0;0,0;0,37;0,0;136,67;0,0;0,0;0,0
2030-03-26 15:00:00;419,76;0,0;522,12;0,0;0,0;0,37;0,0;102,74;0,0;0,0;0,0
2030-03-26 16:00:00;419,76;0,0;514,02;0,0;0,0;0,37;0,0;94,63;0,0;0,0;0,0
2030-03-26 17:00:00;419,76;0,0;497,35;0,0;0,0;0,37;0,0;77,96;0,0;0,0;0,0
2030-03-26 18:00:00;419,76;0,0;480,85;0,0;0,0;0,37;0,0;61,47;0,0;0,0;0,0
2030-03-26 19:00:00;419,76;0,0;476,47;0,0;0,0;0,37;0,0;57,08;0,0;0,0;0,0
2030-03-26 20:00:00;419,76;0,0;479,48;0,0;0,0;0,37;0,0;60,09;0,0;0,0;0,0
2030-03-26 21:00:00;419,76;0,0;477,3;0,0;0,0;0,37;0,0;57,91;0,0;0,0;0,0
2030-03-26 22:00:00;419,76;0,0;462,26;0,0;0,0;0,37;0,0;42,87;0,0;0,0;0,0
2030-03-26 23:00:00;419,76;0,0;471,92;0,0;0,0;0,37;0,0;52,54;0,0;0,0;0,0
2030-03-27 00:00:00;419,76;0,0;487,09;0,0;0,0;0,37;0,0;67,7;0,0;0,0;0,0
2030-03-27 01:00:00;419,76;0,0;493,41;0,0;0,0;0,37;0,0;74,02;0,0;0,0;0,0
2030-03-27 02:00:00;419,76;0,0;486,0;0,0;0,0;0,37;0,0;66,61;0,0;0,0;0,0
2030-03-27 03:00:00;419,76;0,0;501,67;0,0;0,0;0,37;0,0;82,28;0,0;0,0;0,0
2030-03-27 04:00:00;419,76;0,0;513,58;0,0;0,0;0,37;0,0;94,2;0,0;0,0;0,0
2030-03-27 05:00:00;419,76;0,0;533,71;0,0;0,0;0,37;0,0;114,32;0,0;0,0;0,0
2030-03-27 06:00:00;419,76;0,0;503,32;0,0;0,0;0,37;0,0;83,93;0,0;0,0;0,0
2030-03-27 07:00:00;419,76;0,0;508,53;0,0;0,0;0,37;0,0;89,14;0,0;0,0;0,0
2030-03-27 08:00:00;419,76;0,0;510,0;0,0;219,89;0,37;0,0;310,51;0,0;0,0;0,0
2030-03-27 09:00:00;419,76;0,0;496,6;0,0;219,89;0,37;0,0;297,1;0,0;0,0;0,0
2030-03-27 10:00:00;419,76;0,0;483,16;0,0;219,89;0,37;0,0;283,67;0,0;0,0;0,0
2030-03-27 11:00:00;419,76;0,0;469,64;0,0;219,89;0,37;0,0;270,14;0,0;0,0;0,0
2030-03-27 12:00:00;419,76;0,0;453,73;0,0;219,89;0,37;0,0;254,24;0,0;0,0;0,0
2030-03-27 13:00:00;419,76;0,0;434,48;0,0;219,89;0,37;0,0;234,99;0,0;0,0;0,0
2030-03-27 14:00:00;419,76;0,0;439,96;0,0;219,89;0,37;0,0;240,47;0,0;0,0;0,0
2030-03-27 15:00:00;419,76;0,0;441,59;0,0;219,89;0,37;0,0;242,09;0,0;0,0;0,0
2030-03-27 16:00:00;419,76;0,0;431,28;0,0;219,89;0,37;0,0;231,78;0,0;0,0;0,0
2030-03-27 17:00:00;419,76;0,0;439,72;0,0;219,89;0,37;0,0;240,22;0,0;0,0;0,0
2030-03-27 18:00:00;419,76;0,0;444,86;0,0;219,89;0,37;0,0;245,37;0,0;0,0;0,0
2030-03-27 19:00:00;419,76;0,0;459,37;0,0;219,89;0,37;0,0;259,87;0,0;0,0;0,0
2030-03-27 20:00:00;419,76;0,0;453,52;0,0;219,89;0,37;0,0;254,02;0,0;0,0;0,0
2030-03-27 21:00:00;419,76;0,0;474,0;0,0;0,0;0,37;0,0;54,61;0,0;0,0;0,0
2030-03-27 22:00:00;419,76;0,0;465,07;0,0;0,0;0,37;0,0;45,68;0,0;0,0;0,0
2030-03-27 23:00:00;419,76;0,0;487,01;0,0;0,0;0,37;0,0;67,62;0,0;0,0;0,0
2030-03-28 00:00:00;419,76;0,0;507,72;0,0;0,0;0,37;0,0;88,33;0,0;0,0;0,0
2030-03-28 01:00:00;419,76;0,0;513,47;0,0;0,0;0,37;0,0;94,08;0,0;0,0;0,0
2030-03-28 02:00:00;419,76;0,0;527,05;0,0;0,0;0,37;0,0;107,67;0,0;0,0;0,0
2030-03-28 03:00:00;419,76;0,0;538,42;0,0;0,0;0,37;0,0;119,04;0,0;0,0;0,0
2030-03-28 04:00:00;419,76;0,0;576,83;0,0;0,0;0,37;0,0;157,45;0,0;0,0;0,0
2030-03-28 05:00:00;419,76;0,0;624,58;0,0;0,0;0,37;0,0;205,19;0,0;0,0;0,0
2030-03-28 06:00:00;419,76;0,0;696,58;0,0;178,84;0,37;0,0;456,03;0,0;0,0;0,0
2030-03-28 07:00:00;419,76;0,0;723,44;0,0;219,89;0,37;0,0;523,94;0,0;0,0;0,0
2030-03-28 08:00:00;419,76;0,0;722,05;0,0;219,89;0,37;0,0;522,56;0,0;0,0;0,0
2030-03-28 09:00:00;419,76;0,0;709,15;0,0;219,89;0,37;0,0;509,66;0,0;0,0;0,0
2030-03-28 10:00:00;419,76;0,0;660,85;0,0;219,89;0,37;0,0;461,35;0,0;0,0;0,0
2030-03-28 11:00:00;419,76;0,0;621,25;0,0;219,89;0,37;0,0;421,75;0,0;0,0;0,0
2030-03-28 12:00:00;419,76;0,0;587,92;0,0;219,89;0,37;0,0;388,43;0,0;0,0;0,0
2030-03-28 13:00:00;419,76;0,0;559,93;0,0;219,89;0,37;0,0;360,43;0,0;0,0;0,0
2030-03-28 14:00:00;419,76;0,0;549,05;0,0;219,89;0,37;0,0;349,55;0,0;0,0;0,0
2030-03-28 15:00:00;419,76;0,0;534,76;0,0;219,89;0,37;0,0;335,27;0,0;0,0;0,0
2030-03-28 16:00:00;419,76;0,0;507,95;0,0;219,89;0,37;0,0;308,46;0,0;0,0;0,0
2030-03-28 17:00:00;419,76;0,0;491,52;0,0;219,89;0,37;0,0;292,03;0,0;0,0;0,0
2030-03-28 18:00:00;419,76;0,0;482,5;0,0;219,89;0,37;0,0;283,01;0,0;0,0;0,0
2030-03-28 19:00:00;419,76;0,0;458,72;0,0;219,89;0,37;0,0;259,23;0,0;0,0;0,0
2030-03-28 20:00:00;419,76;0,0;442,24;0,0;219,89;0,37;0,0;242,75;0,0;0,0;0,0
2030-03-28 21:00:00;419,76;0,0;432,38;0,0;123,71;0,37;0,0;136,7;0,0;0,0;0,0
2030-03-28 22:00:00;419,76;0,0;422,41;0,0;33,05;0,37;0,0;36,07;0,0;0,0;0,0
2030-03-28 23:00:00;419,76;0,0;432,15;0,0;0,0;0,37;0,0;12,76;0,0;0,0;0,0
2030-03-29 00:00:00;419,76;0,0;420,7;0,0;0,0;0,37;0,0;1,31;0,0;0,0;0,0
2030-03-29 01:00:00;419,76;0,0;424,32;0,0;0,0;0,37;0,0;4,93;0,0;0,0;0,0
2030-03-29 02:00:00;419,76;0,0;434,0;0,0;0,0;0,37;0,0;14,61;0,0;0,0;0,0
2030-03-29 03:00:00;419,76;0,0;443,77;0,0;0,0;0,37;0,0;24,38;0,0;0,0;0,0
2030-03-29 04:00:00;419,76;0,0;478,48;0,0;0,0;0,37;0,0;59,1;0,0;0,0;0,0
2030-03-29 05:00:00;419,76;0,0;521,34;0,0;0,0;0,37;0,0;101,95;0,0;0,0;0,0
2030-03-29 06:00:00;419,76;0,0;589,05;0,0;0,0;0,37;0,0;169,66;0,0;0,0;0,0
2030-03-29 07:00:00;419,76;0,0;625,48;0,0;0,0;0,37;0,0;206,09;0,0;0,0;0,0
2030-03-29 08:00:00;419,76;0,0;636,08;0,0;219,89;0,37;0,0;436,59;0,0;0,0;0,0
2030-03-29 09:00:00;419,76;0,0;638,69;0,0;0,0;0,37;0,0;219,31;0,0;0,0;0,0
2030-03-29 10:00:00;419,76;0,0;628,22;0,0;0,0;0,37;0,0;208,83;0,0;0,0;0,0
2030-03-29 11:00:00;419,76;0,0;607,11;0,0;0,0;0,37;0,0;187,73;0,0;0,0;0,0
2030-03-29 12:00:00;419,76;0,0;588,3;0,0;219,89;0,37;0,0;388,8;0,0;0,0;0,0
2030-03-29 13:00:00;419,76;0,0;559,65;0,0;0,0;0,37;0,0;140,27;0,0;0,0;0,0
2030-03-29 14:00:00;419,76;0,0;549,18;0,0;144,35;0,37;0,0;274,14;0,0;0,0;0,0
2030-03-29 15:00:00;419,76;0,0;524,84;0,0;219,89;0,37;0,0;325,34;0,0;0,0;0,0
2030-03-29 16:00:00;419,76;0,0;496,25;0,0;219,89;0,37;0,0;296,76;0,0;0,0;0,0
2030-03-29 17:00:00;419,76;0,0;475,56;0,0;219,89;0,37;0,0;276,06;0,0;0,0;0,0
2030-03-29 18:00:00;419,76;0,0;458,74;0,0;219,89;0,37;0,0;259,24;0,0;0,0;0,0
2030-03-29 19:00:00;419,76;0,0;434,14;0,0;219,89;0,37;0,0;234,65;0,0;0,0;0,0
2030-03-29 20:00:00;419,76;0,0;415,88;0,0;219,89;0,37;0,0;216,39;0,0;0,0;0,0
2030-03-29 21:00:00;419,76;0,0;403,69;0,0;219,89;0,37;0,0;204,2;0,0;0,0;0,0
2030-03-29 22:00:00;419,76;0,0;388,33;0,0;31,05;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-29 23:00:00;419,76;0,0;395,73;23,66;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-30 00:00:00;419,76;0,0;392,57;26,82;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-30 01:00:00;419,76;0,0;401,39;17,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-30 02:00:00;419,76;0,0;412,79;6,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-30 03:00:00;419,76;0,0;423,85;0,0;0,0;0,37;0,0;4,46;0,0;0,0;0,0
2030-03-30 04:00:00;419,76;0,0;458,88;0,0;0,0;0,37;0,0;39,5;0,0;0,0;0,0
2030-03-30 05:00:00;419,76;0,0;500,77;0,0;0,0;0,37;0,0;81,38;0,0;0,0;0,0
2030-03-30 06:00:00;419,76;0,0;565,43;0,0;0,0;0,37;0,0;146,04;0,0;0,0;0,0
2030-03-30 07:00:00;419,76;0,0;600,05;0,0;219,89;0,37;0,0;400,55;0,0;0,0;0,0
2030-03-30 08:00:00;419,76;0,0;607,23;0,0;219,89;0,37;0,0;407,73;0,0;0,0;0,0
2030-03-30 09:00:00;419,76;0,0;591,11;0,0;219,89;0,37;0,0;391,61;0,0;0,0;0,0
2030-03-30 10:00:00;419,76;0,0;574,62;0,0;219,89;0,37;0,0;375,12;0,0;0,0;0,0
2030-03-30 11:00:00;419,76;0,0;563,18;0,0;219,89;0,37;0,0;363,68;0,0;0,0;0,0
2030-03-30 12:00:00;419,76;0,0;550,62;0,0;219,89;0,37;0,0;351,12;0,0;0,0;0,0
2030-03-30 13:00:00;419,76;0,0;521,61;0,0;219,89;0,37;0,0;322,12;0,0;0,0;0,0
2030-03-30 14:00:00;419,76;0,0;502,61;0,0;219,89;0,37;0,0;303,12;0,0;0,0;0,0
2030-03-30 15:00:00;419,76;0,0;476,25;0,0;219,89;0,37;0,0;276,76;0,0;0,0;0,0
2030-03-30 16:00:00;419,76;0,0;464,67;0,0;219,89;0,37;0,0;265,18;0,0;0,0;0,0
2030-03-30 17:00:00;419,76;0,0;451,37;0,0;219,89;0,37;0,0;251,87;0,0;0,0;0,0
2030-03-30 18:00:00;419,76;0,0;433,04;0,0;219,89;0,37;0,0;233,55;0,0;0,0;0,0
2030-03-30 19:00:00;419,76;0,0;419,17;0,0;219,89;0,37;0,0;219,68;0,0;0,0;0,0
2030-03-30 20:00:00;419,76;0,0;405,04;0,0;165,19;0,37;0,0;150,84;0,0;0,0;0,0
2030-03-30 21:00:00;419,76;0,0;393,63;0,0;44,88;0,37;0,0;19,12;0,0;0,0;0,0
2030-03-30 22:00:00;419,76;0,0;381,71;37,67;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-30 23:00:00;419,76;0,0;394,02;25,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-31 00:00:00;419,76;0,0;400,97;18,41;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-31 01:00:00;419,76;0,0;409,71;9,68;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-03-31 02:00:00;419,76;0,0;424,46;0,0;0,0;0,37;0,0;5,07;0,0;0,0;0,0
2030-03-31 03:00:00;419,76;0,0;437,62;0,0;61,74;0,37;0,0;79,97;0,0;0,0;0,0
2030-03-31 04:00:00;419,76;0,0;473,61;0,0;16,47;0,37;0,0;70,7;0,0;0,0;0,0
2030-03-31 05:00:00;419,76;0,0;518,96;0,0;0,0;0,37;0,0;99,57;0,0;0,0;0,0
2030-03-31 06:00:00;419,76;0,0;582,8;0,0;0,0;0,37;0,0;163,41;0,0;0,0;0,0
2030-03-31 07:00:00;419,76;0,0;616,15;0,0;0,0;0,37;0,0;196,77;0,0;0,0;0,0
2030-03-31 08:00:00;419,76;0,0;619,78;0,0;0,0;0,37;0,0;200,4;0,0;0,0;0,0
2030-03-31 09:00:00;419,76;0,0;600,23;0,0;17,14;0,37;0,0;197,99;0,0;0,0;0,0
2030-03-31 10:00:00;419,76;0,0;580,2;0,0;219,89;0,37;0,0;380,7;0,0;0,0;0,0
2030-03-31 11:00:00;419,76;0,0;565,23;0,0;219,89;0,37;0,0;365,74;0,0;0,0;0,0
2030-03-31 12:00:00;419,76;0,0;551,45;0,0;219,89;0,37;0,0;351,95;0,0;0,0;0,0
2030-03-31 13:00:00;419,76;0,0;538,48;0,0;219,89;0,37;0,0;338,99;0,0;0,0;0,0
2030-03-31 14:00:00;419,76;0,0;532,52;0,0;219,89;0,37;0,0;333,03;0,0;0,0;0,0
2030-03-31 15:00:00;419,76;0,0;516,39;0,0;0,0;0,37;0,0;97,0;0,0;0,0;0,0
2030-03-31 16:00:00;419,76;0,0;512,78;0,0;219,89;0,37;0,0;313,28;0,0;0,0;0,0
2030-03-31 17:00:00;419,76;0,0;503,58;0,0;219,89;0,37;0,0;304,08;0,0;0,0;0,0
2030-03-31 18:00:00;419,76;0,0;487,86;0,0;219,89;0,37;0,0;288,37;0,0;0,0;0,0
2030-03-31 19:00:00;419,76;0,0;470,46;0,0;219,89;0,37;0,0;270,96;0,0;0,0;0,0
2030-03-31 20:00:00;419,76;0,0;454,17;0,0;219,89;0,37;0,0;254,68;0,0;0,0;0,0
