;('Biogas_feedin_existing_e', 'Gas_e');('Biogas_feedin_new_e', 'Gas_e');('Gas_e', 'Gas_demand_total_e');('Gas_e', 'Gas_storage_e');('Gas_e', 'GuD_e');('Gas_e', 'Material_demand_Gas_e');('Gas_e', 'excess_b_gas_e');('Gas_storage_e', 'Gas_e');('Hydrogen_feedin_e', 'Gas_e');('Import_Gas_e', 'Gas_e');('Methanisation_e', 'Gas_e')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-07-22 18:00:00;419,76;0,0;171,92;247,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-22 19:00:00;419,76;0,0;156,24;263,15;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-22 20:00:00;419,76;0,0;132,93;286,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-22 21:00:00;419,76;0,0;118,15;301,23;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-22 22:00:00;419,76;0,0;103,97;315,42;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-22 23:00:00;419,76;0,0;96,47;322,92;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 00:00:00;419,76;0,0;51,75;367,64;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 01:00:00;419,76;0,0;50,04;369,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 02:00:00;419,76;0,0;47,32;372,07;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 03:00:00;419,76;0,0;52,91;366,47;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 04:00:00;419,76;0,0;60,1;359,29;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 05:00:00;419,76;0,0;69,73;349,66;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 06:00:00;419,76;0,0;78,3;341,09;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 07:00:00;419,76;0,0;77,4;341,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 08:00:00;419,76;0,0;77,78;341,61;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 09:00:00;419,76;0,0;75,6;343,79;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 10:00:00;419,76;0,0;77,42;341,97;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 11:00:00;419,76;0,0;72,07;347,31;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 12:00:00;419,76;0,0;62,85;356,54;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 13:00:00;419,76;0,0;53,49;365,9;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 14:00:00;419,76;0,0;48,94;370,44;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 15:00:00;419,76;0,0;40,96;378,43;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 16:00:00;419,76;0,0;33,7;385,69;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 17:00:00;419,76;0,0;30,43;388,96;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 18:00:00;419,76;0,0;25,73;393,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 19:00:00;419,76;0,0;24,83;394,56;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 20:00:00;419,76;0,0;22,17;397,21;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 21:00:00;419,76;0,0;20,72;398,67;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 22:00:00;419,76;0,0;20,13;399,26;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-23 23:00:00;419,76;0,0;19,54;399,85;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 00:00:00;419,76;0,0;30,27;389,12;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 01:00:00;419,76;0,0;36,83;382,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 02:00:00;419,76;0,0;45,67;373,72;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 03:00:00;419,76;0,0;49,8;369,59;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 04:00:00;419,76;0,0;57,45;361,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 05:00:00;419,76;0,0;60,6;358,79;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 06:00:00;419,76;0,0;56,28;363,11;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 07:00:00;419,76;0,0;53,62;365,77;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 08:00:00;419,76;0,0;43,56;375,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 09:00:00;419,76;0,0;36,78;382,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 10:00:00;419,76;0,0;31,97;387,42;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 11:00:00;419,76;0,0;30,31;389,08;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 12:00:00;419,76;0,0;30,36;389,02;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 13:00:00;419,76;0,0;26,47;392,91;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 14:00:00;419,76;0,0;24,96;394,42;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 15:00:00;419,76;0,0;24,82;394,56;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 16:00:00;419,76;0,0;26,17;393,22;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 17:00:00;419,76;0,0;33,05;386,33;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 18:00:00;419,76;0,0;34,5;384,89;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 19:00:00;419,76;0,0;33,73;385,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 20:00:00;419,76;0,0;37,58;381,81;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 21:00:00;419,76;0,0;41,22;378,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 22:00:00;419,76;0,0;39,4;379,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-24 23:00:00;419,76;0,0;42,39;376,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 00:00:00;419,76;0,0;93,41;325,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 01:00:00;419,76;0,0;92,11;327,28;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 02:00:00;419,76;0,0;90,55;328,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 03:00:00;419,76;0,0;100,39;319,0;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 04:00:00;419,76;0,0;133,58;285,81;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 05:00:00;419,76;0,0;168,3;251,08;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 06:00:00;419,76;0,0;199,22;220,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 07:00:00;419,76;0,0;215,83;203,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 08:00:00;419,76;0,0;214,0;205,38;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 09:00:00;419,76;0,0;212,15;207,23;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 10:00:00;419,76;0,0;212,02;207,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 11:00:00;419,76;0,0;209,43;209,96;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 12:00:00;419,76;0,0;209,63;209,76;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 13:00:00;419,76;0,0;208,71;210,67;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 14:00:00;419,76;0,0;207,75;211,64;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 15:00:00;419,76;0,0;204,48;214,9;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 16:00:00;419,76;0,0;195,41;223,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 17:00:00;419,76;0,0;184,0;235,39;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 18:00:00;419,76;0,0;172,3;247,09;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 19:00:00;419,76;0,0;156,75;262,64;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 20:00:00;419,76;0,0;133,44;285,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 21:00:00;419,76;0,0;118,53;300,86;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 22:00:00;419,76;0,0;104,26;315,13;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-25 23:00:00;419,76;0,0;96,78;322,61;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 00:00:00;419,76;0,0;93,83;325,56;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 01:00:00;419,76;0,0;92,57;326,82;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 02:00:00;419,76;0,0;91,02;328,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 03:00:00;419,76;0,0;100,97;318,41;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 04:00:00;419,76;0,0;134,33;285,06;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 05:00:00;419,76;0,0;169,67;249,71;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 06:00:00;419,76;0,0;200,86;218,53;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 07:00:00;419,76;0,0;217,54;201,85;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 08:00:00;419,76;0,0;215,12;204,27;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 09:00:00;419,76;0,0;213,02;206,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 10:00:00;419,76;0,0;212,84;206,55;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 11:00:00;419,76;0,0;210,04;209,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 12:00:00;419,76;0,0;210,26;209,13;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 13:00:00;419,76;0,0;209,24;210,14;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 14:00:00;419,76;0,0;208,18;211,21;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 15:00:00;419,76;0,0;204,94;214,45;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 16:00:00;419,76;0,0;195,75;223,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 17:00:00;419,76;0,0;184,38;235,01;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 18:00:00;419,76;0,0;172,84;246,54;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 19:00:00;419,76;0,0;157,49;261,9;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 20:00:00;419,76;0,0;134,2;285,19;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 21:00:00;419,76;0,0;119,09;300,3;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 22:00:00;419,76;0,0;104,69;314,7;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-26 23:00:00;419,76;0,0;97,24;322,15;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 00:00:00;419,76;0,0;92,56;326,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 01:00:00;419,76;0,0;91,19;328,2;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 02:00:00;419,76;0,0;89,61;329,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 03:00:00;419,76;0,0;99,22;320,16;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 04:00:00;419,76;0,0;132,08;287,3;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 05:00:00;419,76;0,0;165,57;253,81;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 06:00:00;419,76;0,0;195,96;223,43;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 07:00:00;419,76;0,0;212,44;206,95;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 08:00:00;419,76;0,0;211,79;207,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 09:00:00;419,76;0,0;210,42;208,97;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 10:00:00;419,76;0,0;210,4;208,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 11:00:00;419,76;0,0;208,21;211,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 12:00:00;419,76;0,0;208,37;211,01;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 13:00:00;419,76;0,0;207,66;211,73;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 14:00:00;419,76;0,0;206,91;212,48;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 15:00:00;419,76;0,0;203,58;215,8;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 16:00:00;419,76;0,0;194,73;224,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 17:00:00;419,76;0,0;183,25;236,14;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 18:00:00;419,76;0,0;171,21;248,18;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 19:00:00;419,76;0,0;155,27;264,11;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 20:00:00;419,76;0,0;131,94;287,44;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 21:00:00;419,76;0,0;117,43;301,96;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 22:00:00;419,76;0,0;103,41;315,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-27 23:00:00;419,76;0,0;95,87;323,51;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 00:00:00;419,76;0,0;91,24;328,14;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 01:00:00;419,76;0,0;90,16;329,23;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 02:00:00;419,76;0,0;89,08;330,3;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 03:00:00;419,76;0,0;98,06;321,33;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 04:00:00;419,76;0,0;130,68;288,71;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 05:00:00;419,76;0,0;170,08;249,3;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 06:00:00;419,76;0,0;196,7;222,68;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 07:00:00;419,76;0,0;209,41;209,98;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 08:00:00;419,76;0,0;207,77;0,0;219,89;0,37;0,0;8,27;0,0;0,0;0,0
2030-07-28 09:00:00;419,76;0,0;208,1;0,0;219,89;0,37;0,0;8,61;0,0;0,0;0,0
2030-07-28 10:00:00;419,76;0,0;209,67;0,0;219,89;0,37;0,0;10,18;0,0;0,0;0,0
2030-07-28 11:00:00;419,76;0,0;208,34;0,0;219,89;0,37;0,0;8,84;0,0;0,0;0,0
2030-07-28 12:00:00;419,76;0,0;207,18;0,0;219,89;0,37;0,0;7,69;0,0;0,0;0,0
2030-07-28 13:00:00;419,76;0,0;205,9;213,49;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 14:00:00;419,76;0,0;205,89;213,5;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 15:00:00;419,76;0,0;202,62;216,77;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 16:00:00;419,76;0,0;193,55;209,68;16,15;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 17:00:00;419,76;0,0;181,93;237,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 18:00:00;419,76;0,0;168,97;250,41;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 19:00:00;419,76;0,0;154,04;265,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 20:00:00;419,76;0,0;130,78;126,21;162,4;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 21:00:00;419,76;0,0;115,92;303,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 22:00:00;419,76;0,0;102,73;316,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-28 23:00:00;419,76;0,0;94,91;324,48;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 00:00:00;419,76;0,0;91,06;328,33;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 01:00:00;419,76;0,0;89,92;329,46;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 02:00:00;419,76;0,0;88,78;330,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 03:00:00;419,76;0,0;97,74;321,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 04:00:00;419,76;0,0;130,27;289,12;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 05:00:00;419,76;0,0;168,58;250,81;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 06:00:00;419,76;0,0;195,39;223,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 07:00:00;419,76;0,0;208,45;210,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 08:00:00;419,76;0,0;207,36;0,0;219,89;0,37;0,0;7,86;0,0;0,0;0,0
2030-07-29 09:00:00;419,76;0,0;207,69;0,0;219,89;0,37;0,0;8,2;0,0;0,0;0,0
2030-07-29 10:00:00;419,76;0,0;209,13;0,0;219,89;0,37;0,0;9,64;0,0;0,0;0,0
2030-07-29 11:00:00;419,76;0,0;207,87;0,0;219,89;0,37;0,0;8,37;0,0;0,0;0,0
2030-07-29 12:00:00;419,76;0,0;206,84;0,0;219,89;0,37;0,0;7,34;0,0;0,0;0,0
2030-07-29 13:00:00;419,76;0,0;205,69;0,0;219,89;0,37;0,0;6,19;0,0;0,0;0,0
2030-07-29 14:00:00;419,76;0,0;205,68;0,0;219,89;0,37;0,0;6,18;0,0;0,0;0,0
2030-07-29 15:00:00;419,76;0,0;202,38;0,0;219,89;0,37;0,0;2,88;0,0;0,0;0,0
2030-07-29 16:00:00;419,76;0,0;193,42;6,07;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 17:00:00;419,76;0,0;181,79;17,71;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 18:00:00;419,76;0,0;168,8;30,7;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 19:00:00;419,76;0,0;153,61;45,88;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 20:00:00;419,76;0,0;130,34;69,16;219,89;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 21:00:00;419,76;0,0;115,67;300,23;3,49;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 22:00:00;419,76;0,0;102,48;316,9;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-29 23:00:00;419,76;0,0;94,67;324,72;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 00:00:00;419,76;0,0;47,79;371,6;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 01:00:00;419,76;0,0;46,13;373,26;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 02:00:00;419,76;0,0;43,63;375,76;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 03:00:00;419,76;0,0;49,24;370,15;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 04:00:00;419,76;0,0;56,03;363,36;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 05:00:00;419,76;0,0;65,67;353,72;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 06:00:00;419,76;0,0;72,6;346,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 07:00:00;419,76;0,0;71,27;348,11;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 08:00:00;419,76;0,0;70,62;348,77;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 09:00:00;419,76;0,0;68,82;350,57;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 10:00:00;419,76;0,0;71,14;348,24;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 11:00:00;419,76;0,0;66,46;352,93;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 12:00:00;419,76;0,0;57,3;362,09;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 13:00:00;419,76;0,0;48,63;370,76;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 14:00:00;419,76;0,0;44,54;374,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 15:00:00;419,76;0,0;36,74;382,65;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 16:00:00;419,76;0,0;29,44;389,95;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 17:00:00;419,76;0,0;26,35;393,04;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 18:00:00;419,76;0,0;22,97;396,42;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 19:00:00;419,76;0,0;21,56;397,82;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 20:00:00;419,76;0,0;19,16;400,23;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 21:00:00;419,76;0,0;17,82;401,57;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 22:00:00;419,76;0,0;17,45;401,94;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-30 23:00:00;419,76;0,0;16,54;402,84;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 00:00:00;419,76;0,0;24,54;394,85;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 01:00:00;419,76;0,0;25,22;394,16;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 02:00:00;419,76;0,0;27,21;392,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 03:00:00;419,76;0,0;28,29;391,1;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 04:00:00;419,76;0,0;31,22;388,17;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 05:00:00;419,76;0,0;32,51;386,87;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 06:00:00;419,76;0,0;31,23;388,15;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 07:00:00;419,76;0,0;31,4;387,99;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 08:00:00;419,76;0,0;28,7;390,69;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 09:00:00;419,76;0,0;27,58;391,8;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 10:00:00;419,76;0,0;27,8;391,59;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 11:00:00;419,76;0,0;27,76;391,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 12:00:00;419,76;0,0;27,76;391,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 13:00:00;419,76;0,0;23,73;395,66;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 14:00:00;419,76;0,0;22,9;396,48;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 15:00:00;419,76;0,0;22,87;396,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 16:00:00;419,76;0,0;23,9;395,48;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 17:00:00;419,76;0,0;29,57;389,81;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 18:00:00;419,76;0,0;30,69;388,7;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 19:00:00;419,76;0,0;30,56;388,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 20:00:00;419,76;0,0;32,71;386,68;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 21:00:00;419,76;0,0;35,66;383,73;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 22:00:00;419,76;0,0;35,56;383,83;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-07-31 23:00:00;419,76;0,0;38,87;380,52;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 00:00:00;419,76;0,0;90,6;328,78;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 01:00:00;419,76;0,0;89,37;330,02;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 02:00:00;419,76;0,0;88,23;331,16;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 03:00:00;419,76;0,0;97,16;322,22;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 04:00:00;419,76;0,0;129,45;289,93;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 05:00:00;419,76;0,0;166,2;253,19;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 06:00:00;419,76;0,0;193,09;226,3;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 07:00:00;419,76;0,0;206,34;213,05;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 08:00:00;419,76;0,0;206,45;212,93;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 09:00:00;419,76;0,0;206,83;212,56;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 10:00:00;419,76;0,0;207,75;211,64;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 11:00:00;419,76;0,0;206,89;212,5;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 12:00:00;419,76;0,0;206,04;213,35;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 13:00:00;419,76;0,0;205,17;214,22;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 14:00:00;419,76;0,0;205,12;214,27;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 15:00:00;419,76;0,0;201,75;217,63;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 16:00:00;419,76;0,0;193,04;226,34;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 17:00:00;419,76;0,0;181,44;237,95;0,0;0,37;0,0;0,0;0,0;0,0;0,0
2030-08-01 18:00:00;419,76;0,0;168,33;251,06;0,0;0,37;0,0;0,0;0,0;0,0;0,0
