;('Import_Oil_n', 'Oil_fuel_n');('Import_Synthetic_fuel_n', 'Oil_fuel_n');('Oil_fuel_n', 'Material_demand_Oil_n');('Oil_fuel_n', 'Mobility_demand_total_n');('Oil_fuel_n', 'Oil_demand_total_n');('Oil_fuel_n', 'excess_b_oil_fuel_n');('PtL_n', 'Oil_fuel_n')
;flow;flow;flow;flow;flow;flow;flow
2030-02-23 07:00:00;307,13;0,0;15,8;265,84;25,49;0,0;0,0
2030-02-23 08:00:00;306,22;0,0;15,8;265,84;24,58;0,0;0,0
2030-02-23 09:00:00;305,51;0,0;15,8;265,84;23,86;0,0;0,0
2030-02-23 10:00:00;304,71;0,0;15,8;265,84;23,07;0,0;0,0
2030-02-23 11:00:00;304,03;0,0;15,8;265,84;22,39;0,0;0,0
2030-02-23 12:00:00;303,5;0,0;15,8;265,84;21,85;0,0;0,0
2030-02-23 13:00:00;303,12;0,0;15,8;265,84;21,48;0,0;0,0
2030-02-23 14:00:00;302,94;0,0;15,8;265,84;21,3;0,0;0,0
2030-02-23 15:00:00;302,97;0,0;15,8;265,84;21,32;0,0;0,0
2030-02-23 16:00:00;303,21;0,0;15,8;265,84;21,57;0,0;0,0
2030-02-23 17:00:00;303,69;0,0;15,8;265,84;22,04;0,0;0,0
2030-02-23 18:00:00;303,89;0,0;15,8;265,84;22,24;0,0;0,0
2030-02-23 19:00:00;303,93;0,0;15,8;265,84;22,29;0,0;0,0
2030-02-23 20:00:00;304,14;0,0;15,8;265,84;22,5;0,0;0,0
2030-02-23 21:00:00;304,36;0,0;15,8;265,84;22,72;0,0;0,0
2030-02-23 22:00:00;304,59;0,0;15,8;265,84;22,95;0,0;0,0
2030-02-23 23:00:00;304,66;0,0;15,8;265,84;23,02;0,0;0,0
2030-02-24 00:00:00;304,89;0,0;15,8;265,84;23,24;0,0;0,0
2030-02-24 01:00:00;304,78;0,0;15,8;265,84;23,14;0,0;0,0
2030-02-24 02:00:00;304,64;0,0;15,8;265,84;23,0;0,0;0,0
2030-02-24 03:00:00;304,65;0,0;15,8;265,84;23,01;0,0;0,0
2030-02-24 04:00:00;304,65;0,0;15,8;265,84;23,01;0,0;0,0
2030-02-24 05:00:00;304,66;0,0;15,8;265,84;23,01;0,0;0,0
2030-02-24 06:00:00;304,49;0,0;15,8;265,84;22,85;0,0;0,0
2030-02-24 07:00:00;304,3;0,0;15,8;265,84;22,66;0,0;0,0
2030-02-24 08:00:00;303,58;0,0;15,8;265,84;21,94;0,0;0,0
2030-02-24 09:00:00;302,79;0,0;15,8;265,84;21,15;0,0;0,0
2030-02-24 10:00:00;301,59;0,0;15,8;265,84;19,95;0,0;0,0
2030-02-24 11:00:00;300,82;0,0;15,8;265,84;19,18;0,0;0,0
2030-02-24 12:00:00;300,04;0,0;15,8;265,84;18,39;0,0;0,0
2030-02-24 13:00:00;299,42;0,0;15,8;265,84;17,77;0,0;0,0
2030-02-24 14:00:00;299,15;0,0;15,8;265,84;17,51;0,0;0,0
2030-02-24 15:00:00;298,94;0,0;15,8;265,84;17,29;0,0;0,0
2030-02-24 16:00:00;299,45;0,0;15,8;265,84;17,8;0,0;0,0
2030-02-24 17:00:00;299,39;0,0;15,8;265,84;17,74;0,0;0,0
2030-02-24 18:00:00;299,85;0,0;15,8;265,84;18,21;0,0;0,0
2030-02-24 19:00:00;300,22;0,0;15,8;265,84;18,57;0,0;0,0
2030-02-24 20:00:00;300,79;0,0;15,8;265,84;19,15;0,0;0,0
2030-02-24 21:00:00;301,24;0,0;15,8;265,84;19,6;0,0;0,0
2030-02-24 22:00:00;301,88;0,0;15,8;265,84;20,24;0,0;0,0
2030-02-24 23:00:00;302,56;0,0;15,8;265,84;20,92;0,0;0,0
2030-02-25 00:00:00;305,32;0,0;15,8;265,84;23,67;0,0;0,0
2030-02-25 01:00:00;308,68;0,0;15,8;265,84;27,04;0,0;0,0
2030-02-25 02:00:00;312,31;0,0;15,8;265,84;30,67;0,0;0,0
2030-02-25 03:00:00;314,77;0,0;15,8;265,84;33,13;0,0;0,0
2030-02-25 04:00:00;317,24;0,0;15,8;265,84;35,6;0,0;0,0
2030-02-25 05:00:00;319,2;0,0;15,8;265,84;37,56;0,0;0,0
2030-02-25 06:00:00;321,28;0,0;15,8;265,84;39,63;0,0;0,0
2030-02-25 07:00:00;322,17;0,0;15,8;265,84;40,52;0,0;0,0
2030-02-25 08:00:00;319,06;0,0;15,8;265,84;37,42;0,0;0,0
2030-02-25 09:00:00;315,9;0,0;15,8;265,84;34,26;0,0;0,0
2030-02-25 10:00:00;311,77;0,0;15,8;265,84;30,13;0,0;0,0
2030-02-25 11:00:00;306,91;0,0;15,8;265,84;25,27;0,0;0,0
2030-02-25 12:00:00;302,95;0,0;15,8;265,84;21,31;0,0;0,0
2030-02-25 13:00:00;300,8;0,0;15,8;265,84;19,16;0,0;0,0
2030-02-25 14:00:00;300,18;0,0;15,8;265,84;18,53;0,0;0,0
2030-02-25 15:00:00;300,06;0,0;15,8;265,84;18,42;0,0;0,0
2030-02-25 16:00:00;300,55;0,0;15,8;265,84;18,91;0,0;0,0
2030-02-25 17:00:00;303,77;0,0;15,8;265,84;22,12;0,0;0,0
2030-02-25 18:00:00;305,16;0,0;15,8;265,84;23,52;0,0;0,0
2030-02-25 19:00:00;306,56;0,0;15,8;265,84;24,92;0,0;0,0
2030-02-25 20:00:00;308,13;0,0;15,8;265,84;26,48;0,0;0,0
2030-02-25 21:00:00;309,54;0,0;15,8;265,84;27,9;0,0;0,0
2030-02-25 22:00:00;311,12;0,0;15,8;265,84;29,47;0,0;0,0
2030-02-25 23:00:00;312,54;0,0;15,8;265,84;30,9;0,0;0,0
2030-02-26 00:00:00;313,1;0,0;15,8;265,84;31,46;0,0;0,0
2030-02-26 01:00:00;313,04;0,0;15,8;265,84;31,4;0,0;0,0
2030-02-26 02:00:00;312,83;0,0;15,8;265,84;31,19;0,0;0,0
2030-02-26 03:00:00;312,68;0,0;15,8;265,84;31,03;0,0;0,0
2030-02-26 04:00:00;312,44;0,0;15,8;265,84;30,8;0,0;0,0
2030-02-26 05:00:00;312,15;0,0;15,8;265,84;30,51;0,0;0,0
2030-02-26 06:00:00;311,63;0,0;15,8;265,84;29,99;0,0;0,0
2030-02-26 07:00:00;311,1;0,0;15,8;265,84;29,46;0,0;0,0
2030-02-26 08:00:00;307,64;0,0;15,8;265,84;26,0;0,0;0,0
2030-02-26 09:00:00;303,91;0,0;15,8;265,84;22,27;0,0;0,0
2030-02-26 10:00:00;300,85;0,0;15,8;265,84;19,21;0,0;0,0
2030-02-26 11:00:00;296,68;0,0;15,8;265,84;15,03;0,0;0,0
2030-02-26 12:00:00;295,77;0,0;15,8;265,84;14,13;0,0;0,0
2030-02-26 13:00:00;295,19;0,0;15,8;265,84;13,54;0,0;0,0
2030-02-26 14:00:00;295,54;0,0;15,8;265,84;13,9;0,0;0,0
2030-02-26 15:00:00;295,34;0,0;15,8;265,84;13,7;0,0;0,0
2030-02-26 16:00:00;293,91;0,0;15,8;265,84;12,27;0,0;0,0
2030-02-26 17:00:00;291,74;0,0;15,8;265,84;10,09;0,0;0,0
2030-02-26 18:00:00;292,15;0,0;15,8;265,84;10,51;0,0;0,0
2030-02-26 19:00:00;292,76;0,0;15,8;265,84;11,11;0,0;0,0
2030-02-26 20:00:00;293,68;0,0;15,8;265,84;12,04;0,0;0,0
2030-02-26 21:00:00;294,57;0,0;15,8;265,84;12,93;0,0;0,0
2030-02-26 22:00:00;295,56;0,0;15,8;265,84;13,92;0,0;0,0
2030-02-26 23:00:00;296,63;0,0;15,8;265,84;14,98;0,0;0,0
2030-02-27 00:00:00;299,46;0,0;15,8;265,84;17,82;0,0;0,0
2030-02-27 01:00:00;302,55;0,0;15,8;265,84;20,91;0,0;0,0
2030-02-27 02:00:00;305,84;0,0;15,8;265,84;24,2;0,0;0,0
2030-02-27 03:00:00;308,28;0,0;15,8;265,84;26,63;0,0;0,0
2030-02-27 04:00:00;310,55;0,0;15,8;265,84;28,9;0,0;0,0
2030-02-27 05:00:00;312,47;0,0;15,8;265,84;30,82;0,0;0,0
2030-02-27 06:00:00;314,16;0,0;15,8;265,84;32,52;0,0;0,0
2030-02-27 07:00:00;315,33;0,0;15,8;265,84;33,68;0,0;0,0
2030-02-27 08:00:00;316,08;0,0;15,8;265,84;34,44;0,0;0,0
2030-02-27 09:00:00;316,45;0,0;15,8;265,84;34,81;0,0;0,0
2030-02-27 10:00:00;316,01;0,0;15,8;265,84;34,37;0,0;0,0
2030-02-27 11:00:00;313,66;0,0;15,8;265,84;32,02;0,0;0,0
2030-02-27 12:00:00;311,51;0,0;15,8;265,84;29,86;0,0;0,0
2030-02-27 13:00:00;310,09;0,0;15,8;265,84;28,45;0,0;0,0
2030-02-27 14:00:00;308,41;0,0;15,8;265,84;26,77;0,0;0,0
2030-02-27 15:00:00;306,77;0,0;15,8;265,84;25,13;0,0;0,0
2030-02-27 16:00:00;305,48;0,0;15,8;265,84;23,84;0,0;0,0
2030-02-27 17:00:00;307,07;0,0;15,8;265,84;25,43;0,0;0,0
2030-02-27 18:00:00;308,68;0,0;15,8;265,84;27,03;0,0;0,0
2030-02-27 19:00:00;310,63;0,0;15,8;265,84;28,98;0,0;0,0
2030-02-27 20:00:00;312,56;0,0;15,8;265,84;30,92;0,0;0,0
2030-02-27 21:00:00;314,77;0,0;15,8;265,84;33,13;0,0;0,0
2030-02-27 22:00:00;316,92;0,0;15,8;265,84;35,28;0,0;0,0
2030-02-27 23:00:00;319,31;0,0;15,8;265,84;37,67;0,0;0,0
2030-02-28 00:00:00;320,91;0,0;15,8;265,84;39,27;0,0;0,0
2030-02-28 01:00:00;322,47;0,0;15,8;265,84;40,83;0,0;0,0
2030-02-28 02:00:00;324,0;0,0;15,8;265,84;42,36;0,0;0,0
2030-02-28 03:00:00;324,99;0,0;15,8;265,84;43,34;0,0;0,0
2030-02-28 04:00:00;325,89;0,0;15,8;265,84;44,25;0,0;0,0
2030-02-28 05:00:00;326,73;0,0;15,8;265,84;45,08;0,0;0,0
2030-02-28 06:00:00;327,51;0,0;15,8;265,84;45,86;0,0;0,0
2030-02-28 07:00:00;327,94;0,0;15,8;265,84;46,3;0,0;0,0
2030-02-28 08:00:00;328,35;0,0;15,8;265,84;46,7;0,0;0,0
2030-02-28 09:00:00;328,77;0,0;15,8;265,84;47,13;0,0;0,0
2030-02-28 10:00:00;328,14;0,0;15,8;265,84;46,5;0,0;0,0
2030-02-28 11:00:00;326,52;0,0;15,8;265,84;44,87;0,0;0,0
2030-02-28 12:00:00;325,45;0,0;15,8;265,84;43,81;0,0;0,0
2030-02-28 13:00:00;321,43;0,0;15,8;265,84;39,78;0,0;0,0
2030-02-28 14:00:00;319,13;0,0;15,8;265,84;37,49;0,0;0,0
2030-02-28 15:00:00;317,38;0,0;15,8;265,84;35,74;0,0;0,0
2030-02-28 16:00:00;315,64;0,0;15,8;265,84;34,0;0,0;0,0
2030-02-28 17:00:00;316,51;0,0;15,8;265,84;34,86;0,0;0,0
2030-02-28 18:00:00;316,99;0,0;15,8;265,84;35,34;0,0;0,0
2030-02-28 19:00:00;317,76;0,0;15,8;265,84;36,12;0,0;0,0
2030-02-28 20:00:00;318,48;0,0;15,8;265,84;36,84;0,0;0,0
2030-02-28 21:00:00;319,27;0,0;15,8;265,84;37,63;0,0;0,0
2030-02-28 22:00:00;320,13;0,0;15,8;265,84;38,48;0,0;0,0
2030-02-28 23:00:00;321,2;0,0;15,8;265,84;39,56;0,0;0,0
2030-03-01 00:00:00;322,3;0,0;15,8;265,84;40,66;0,0;0,0
2030-03-01 01:00:00;323,48;0,0;15,8;265,84;41,84;0,0;0,0
2030-03-01 02:00:00;324,35;0,0;15,8;265,84;42,71;0,0;0,0
2030-03-01 03:00:00;325,22;0,0;15,8;265,84;43,58;0,0;0,0
2030-03-01 04:00:00;325,91;0,0;15,8;265,84;44,26;0,0;0,0
2030-03-01 05:00:00;326,91;0,0;15,8;265,84;45,27;0,0;0,0
2030-03-01 06:00:00;327,08;0,0;15,8;265,84;45,44;0,0;0,0
2030-03-01 07:00:00;327,34;0,0;15,8;265,84;45,7;0,0;0,0
2030-03-01 08:00:00;327,4;0,0;15,8;265,84;45,75;0,0;0,0
2030-03-01 09:00:00;328,09;0,0;15,8;265,84;46,45;0,0;0,0
2030-03-01 10:00:00;327,39;0,0;15,8;265,84;45,75;0,0;0,0
2030-03-01 11:00:00;325,5;0,0;15,8;265,84;43,85;0,0;0,0
2030-03-01 12:00:00;324,6;0,0;15,8;265,84;42,96;0,0;0,0
2030-03-01 13:00:00;323,45;0,0;15,8;265,84;41,81;0,0;0,0
2030-03-01 14:00:00;323,86;0,0;15,8;265,84;42,22;0,0;0,0
2030-03-01 15:00:00;323,77;0,0;15,8;265,84;42,12;0,0;0,0
2030-03-01 16:00:00;322,27;0,0;15,8;265,84;40,63;0,0;0,0
2030-03-01 17:00:00;322,57;0,0;15,8;265,84;40,93;0,0;0,0
2030-03-01 18:00:00;323,32;0,0;15,8;265,84;41,68;0,0;0,0
2030-03-01 19:00:00;324,37;0,0;15,8;265,84;42,73;0,0;0,0
2030-03-01 20:00:00;325,53;0,0;15,8;265,84;43,89;0,0;0,0
2030-03-01 21:00:00;326,62;0,0;15,8;265,84;44,98;0,0;0,0
2030-03-01 22:00:00;327,94;0,0;15,8;265,84;46,29;0,0;0,0
2030-03-01 23:00:00;329,32;0,0;15,8;265,84;47,67;0,0;0,0
2030-03-02 00:00:00;330,75;0,0;15,8;265,84;49,11;0,0;0,0
2030-03-02 01:00:00;332,4;0,0;15,8;265,84;50,76;0,0;0,0
2030-03-02 02:00:00;334,11;0,0;15,8;265,84;52,46;0,0;0,0
2030-03-02 03:00:00;335,34;0,0;15,8;265,84;53,7;0,0;0,0
2030-03-02 04:00:00;336,55;0,0;15,8;265,84;54,91;0,0;0,0
2030-03-02 05:00:00;337,57;0,0;15,8;265,84;55,93;0,0;0,0
2030-03-02 06:00:00;338,56;0,0;15,8;265,84;56,91;0,0;0,0
2030-03-02 07:00:00;338,65;0,0;15,8;265,84;57,01;0,0;0,0
2030-03-02 08:00:00;336,91;0,0;15,8;265,84;55,26;0,0;0,0
2030-03-02 09:00:00;334,78;0,0;15,8;265,84;53,14;0,0;0,0
2030-03-02 10:00:00;332,61;0,0;15,8;265,84;50,97;0,0;0,0
2030-03-02 11:00:00;331,24;0,0;15,8;265,84;49,6;0,0;0,0
2030-03-02 12:00:00;330,18;0,0;15,8;265,84;48,54;0,0;0,0
2030-03-02 13:00:00;329,41;0,0;15,8;265,84;47,77;0,0;0,0
2030-03-02 14:00:00;329,28;0,0;15,8;265,84;47,64;0,0;0,0
2030-03-02 15:00:00;329,29;0,0;15,8;265,84;47,65;0,0;0,0
2030-03-02 16:00:00;330,47;0,0;15,8;265,84;48,83;0,0;0,0
2030-03-02 17:00:00;331,75;0,0;15,8;265,84;50,11;0,0;0,0
2030-03-02 18:00:00;332,64;0,0;15,8;265,84;51,0;0,0;0,0
2030-03-02 19:00:00;333,57;0,0;15,8;265,84;51,93;0,0;0,0
2030-03-02 20:00:00;334,54;0,0;15,8;265,84;52,89;0,0;0,0
2030-03-02 21:00:00;335,53;0,0;15,8;265,84;53,89;0,0;0,0
2030-03-02 22:00:00;336,54;0,0;15,8;265,84;54,9;0,0;0,0
2030-03-02 23:00:00;337,4;0,0;15,8;265,84;55,76;0,0;0,0
2030-03-03 00:00:00;337,92;0,0;15,8;265,84;56,27;0,0;0,0
2030-03-03 01:00:00;338,39;0,0;15,8;265,84;56,74;0,0;0,0
2030-03-03 02:00:00;338,65;0,0;15,8;265,84;57,0;0,0;0,0
2030-03-03 03:00:00;338,86;0,0;15,8;265,84;57,21;0,0;0,0
2030-03-03 04:00:00;339,02;0,0;15,8;265,84;57,38;0,0;0,0
2030-03-03 05:00:00;339,16;0,0;15,8;265,84;57,52;0,0;0,0
2030-03-03 06:00:00;339,1;0,0;15,8;265,84;57,46;0,0;0,0
2030-03-03 07:00:00;338,32;0,0;15,8;265,84;56,67;0,0;0,0
2030-03-03 08:00:00;334,02;0,0;15,8;265,84;52,37;0,0;0,0
2030-03-03 09:00:00;329,6;0,0;15,8;265,84;47,96;0,0;0,0
2030-03-03 10:00:00;325,24;0,0;15,8;265,84;43,6;0,0;0,0
2030-03-03 11:00:00;321,03;0,0;15,8;265,84;39,39;0,0;0,0
2030-03-03 12:00:00;317,42;0,0;15,8;265,84;35,78;0,0;0,0
2030-03-03 13:00:00;314,56;0,0;15,8;265,84;32,91;0,0;0,0
2030-03-03 14:00:00;312,56;0,0;15,8;265,84;30,91;0,0;0,0
2030-03-03 15:00:00;312,23;0,0;15,8;265,84;30,58;0,0;0,0
2030-03-03 16:00:00;313,19;0,0;15,8;265,84;31,55;0,0;0,0
2030-03-03 17:00:00;315,74;0,0;15,8;265,84;34,1;0,0;0,0
2030-03-03 18:00:00;317,13;0,0;15,8;265,84;35,48;0,0;0,0
2030-03-03 19:00:00;318,73;0,0;15,8;265,84;37,09;0,0;0,0
2030-03-03 20:00:00;320,23;0,0;15,8;265,84;38,59;0,0;0,0
2030-03-03 21:00:00;321,76;0,0;15,8;265,84;40,12;0,0;0,0
2030-03-03 22:00:00;323,49;0,0;15,8;265,84;41,85;0,0;0,0
2030-03-03 23:00:00;325,09;0,0;15,8;265,84;43,44;0,0;0,0
2030-03-04 00:00:00;327,04;0,0;15,8;265,84;45,39;0,0;0,0
2030-03-04 01:00:00;329,21;0,0;15,8;265,84;47,57;0,0;0,0
2030-03-04 02:00:00;331,44;0,0;15,8;265,84;49,8;0,0;0,0
2030-03-04 03:00:00;333,21;0,0;15,8;265,84;51,57;0,0;0,0
2030-03-04 04:00:00;334,79;0,0;15,8;265,84;53,15;0,0;0,0
2030-03-04 05:00:00;336,16;0,0;15,8;265,84;54,52;0,0;0,0
2030-03-04 06:00:00;337,48;0,0;15,8;265,84;55,84;0,0;0,0
2030-03-04 07:00:00;337,91;0,0;15,8;265,84;56,27;0,0;0,0
2030-03-04 08:00:00;335,52;0,0;15,8;265,84;53,88;0,0;0,0
2030-03-04 09:00:00;333,79;0,0;15,8;265,84;52,15;0,0;0,0
2030-03-04 10:00:00;330,71;0,0;15,8;265,84;49,06;0,0;0,0
2030-03-04 11:00:00;326,55;0,0;15,8;265,84;44,91;0,0;0,0
2030-03-04 12:00:00;323,4;0,0;15,8;265,84;41,76;0,0;0,0
2030-03-04 13:00:00;322,36;0,0;15,8;265,84;40,72;0,0;0,0
2030-03-04 14:00:00;322,8;0,0;15,8;265,84;41,15;0,0;0,0
2030-03-04 15:00:00;323,06;0,0;15,8;265,84;41,41;0,0;0,0
2030-03-04 16:00:00;322,26;0,0;15,8;265,84;40,61;0,0;0,0
2030-03-04 17:00:00;324,79;0,0;15,8;265,84;43,14;0,0;0,0
2030-03-04 18:00:00;326,17;0,0;15,8;265,84;44,53;0,0;0,0
2030-03-04 19:00:00;327,73;0,0;15,8;265,84;46,09;0,0;0,0
2030-03-04 20:00:00;329,31;0,0;15,8;265,84;47,67;0,0;0,0
2030-03-04 21:00:00;330,73;0,0;15,8;265,84;49,09;0,0;0,0
2030-03-04 22:00:00;332,32;0,0;15,8;265,84;50,68;0,0;0,0
2030-03-04 23:00:00;333,92;0,0;15,8;265,84;52,28;0,0;0,0
2030-03-05 00:00:00;334,51;0,0;15,8;265,84;52,86;0,0;0,0
2030-03-05 01:00:00;334,98;0,0;15,8;265,84;53,34;0,0;0,0
2030-03-05 02:00:00;335,19;0,0;15,8;265,84;53,55;0,0;0,0
2030-03-05 03:00:00;335,48;0,0;15,8;265,84;53,84;0,0;0,0
2030-03-05 04:00:00;335,71;0,0;15,8;265,84;54,07;0,0;0,0
2030-03-05 05:00:00;335,73;0,0;15,8;265,84;54,09;0,0;0,0
2030-03-05 06:00:00;335,86;0,0;15,8;265,84;54,22;0,0;0,0
2030-03-05 07:00:00;335,3;0,0;15,8;265,84;53,65;0,0;0,0
2030-03-05 08:00:00;335,66;0,0;15,8;265,84;54,02;0,0;0,0
2030-03-05 09:00:00;333,58;0,0;15,8;265,84;51,94;0,0;0,0
2030-03-05 10:00:00;332,28;0,0;15,8;265,84;50,64;0,0;0,0
2030-03-05 11:00:00;327,74;0,0;15,8;265,84;46,09;0,0;0,0
2030-03-05 12:00:00;324,49;0,0;15,8;265,84;42,85;0,0;0,0
2030-03-05 13:00:00;324,09;0,0;15,8;265,84;42,45;0,0;0,0
2030-03-05 14:00:00;322,37;0,0;15,8;265,84;40,72;0,0;0,0
2030-03-05 15:00:00;322,7;0,0;15,8;265,84;41,06;0,0;0,0
2030-03-05 16:00:00;321,34;0,0;15,8;265,84;39,69;0,0;0,0
2030-03-05 17:00:00;322,25;0,0;15,8;265,84;40,6;0,0;0,0
2030-03-05 18:00:00;322,67;0,0;15,8;265,84;41,02;0,0;0,0
2030-03-05 19:00:00;323,17;0,0;15,8;265,84;41,52;0,0;0,0
2030-03-05 20:00:00;323,73;0,0;15,8;265,84;42,08;0,0;0,0
2030-03-05 21:00:00;324,34;0,0;15,8;265,84;42,7;0,0;0,0
2030-03-05 22:00:00;325,0;0,0;15,8;265,84;43,35;0,0;0,0
2030-03-05 23:00:00;325,69;0,0;15,8;265,84;44,04;0,0;0,0
2030-03-06 00:00:00;326,74;0,0;15,8;265,84;45,1;0,0;0,0
2030-03-06 01:00:00;328,03;0,0;15,8;265,84;46,39;0,0;0,0
2030-03-06 02:00:00;329,23;0,0;15,8;265,84;47,58;0,0;0,0
2030-03-06 03:00:00;330,11;0,0;15,8;265,84;48,47;0,0;0,0
2030-03-06 04:00:00;331,16;0,0;15,8;265,84;49,52;0,0;0,0
2030-03-06 05:00:00;331,87;0,0;15,8;265,84;50,23;0,0;0,0
2030-03-06 06:00:00;332,22;0,0;15,8;265,84;50,57;0,0;0,0
2030-03-06 07:00:00;331,06;0,0;15,8;265,84;49,42;0,0;0,0
2030-03-06 08:00:00;328,62;0,0;15,8;265,84;46,98;0,0;0,0
2030-03-06 09:00:00;327,46;0,0;15,8;265,84;45,81;0,0;0,0
2030-03-06 10:00:00;323,76;0,0;15,8;265,84;42,12;0,0;0,0
2030-03-06 11:00:00;319,91;0,0;15,8;265,84;38,27;0,0;0,0
2030-03-06 12:00:00;316,34;0,0;15,8;265,84;34,69;0,0;0,0
2030-03-06 13:00:00;315,04;0,0;15,8;265,84;33,4;0,0;0,0
2030-03-06 14:00:00;315,53;0,0;15,8;265,84;33,89;0,0;0,0
2030-03-06 15:00:00;316,24;0,0;15,8;265,84;34,6;0,0;0,0
2030-03-06 16:00:00;315,44;0,0;15,8;265,84;33,8;0,0;0,0
2030-03-06 17:00:00;316,93;0,0;15,8;265,84;35,28;0,0;0,0
2030-03-06 18:00:00;317,57;0,0;15,8;265,84;35,93;0,0;0,0
2030-03-06 19:00:00;318,25;0,0;15,8;265,84;36,61;0,0;0,0
2030-03-06 20:00:00;319,13;0,0;15,8;265,84;37,49;0,0;0,0
2030-03-06 21:00:00;319,89;0,0;15,8;265,84;38,24;0,0;0,0
2030-03-06 22:00:00;320,82;0,0;15,8;265,84;39,18;0,0;0,0
2030-03-06 23:00:00;321,62;0,0;15,8;265,84;39,98;0,0;0,0
2030-03-07 00:00:00;322,26;0,0;15,8;265,84;40,62;0,0;0,0
2030-03-07 01:00:00;322,88;0,0;15,8;265,84;41,23;0,0;0,0
2030-03-07 02:00:00;323,48;0,0;15,8;265,84;41,84;0,0;0,0
2030-03-07 03:00:00;323,91;0,0;15,8;265,84;42,27;0,0;0,0
2030-03-07 04:00:00;324,13;0,0;15,8;265,84;42,49;0,0;0,0
2030-03-07 05:00:00;324,49;0,0;15,8;265,84;42,84;0,0;0,0
2030-03-07 06:00:00;324,65;0,0;15,8;265,84;43,01;0,0;0,0
2030-03-07 07:00:00;324,97;0,0;15,8;265,84;43,33;0,0;0,0
2030-03-07 08:00:00;325,46;0,0;15,8;265,84;43,82;0,0;0,0
2030-03-07 09:00:00;326,5;0,0;15,8;265,84;44,85;0,0;0,0
2030-03-07 10:00:00;326,18;0,0;15,8;265,84;44,54;0,0;0,0
2030-03-07 11:00:00;324,53;0,0;15,8;265,84;42,89;0,0;0,0
2030-03-07 12:00:00;323,55;0,0;15,8;265,84;41,9;0,0;0,0
2030-03-07 13:00:00;323,9;0,0;15,8;265,84;42,25;0,0;0,0
2030-03-07 14:00:00;325,04;0,0;15,8;265,84;43,4;0,0;0,0
2030-03-07 15:00:00;325,1;0,0;15,8;265,84;43,46;0,0;0,0
2030-03-07 16:00:00;323,2;0,0;15,8;265,84;41,55;0,0;0,0
2030-03-07 17:00:00;323,02;0,0;15,8;265,84;41,37;0,0;0,0
2030-03-07 18:00:00;323,23;0,0;15,8;265,84;41,58;0,0;0,0
2030-03-07 19:00:00;323,67;0,0;15,8;265,84;42,03;0,0;0,0
2030-03-07 20:00:00;324,36;0,0;15,8;265,84;42,72;0,0;0,0
2030-03-07 21:00:00;325,3;0,0;15,8;265,84;43,66;0,0;0,0
2030-03-07 22:00:00;325,3;0,0;15,8;265,84;43,66;0,0;0,0
2030-03-07 23:00:00;325,93;0,0;15,8;265,84;44,29;0,0;0,0
2030-03-08 00:00:00;326,43;0,0;15,8;265,84;44,79;0,0;0,0
2030-03-08 01:00:00;327,28;0,0;15,8;265,84;45,64;0,0;0,0
2030-03-08 02:00:00;328,01;0,0;15,8;265,84;46,37;0,0;0,0
2030-03-08 03:00:00;328,59;0,0;15,8;265,84;46,94;0,0;0,0
2030-03-08 04:00:00;328,99;0,0;15,8;265,84;47,34;0,0;0,0
2030-03-08 05:00:00;329,54;0,0;15,8;265,84;47,89;0,0;0,0
2030-03-08 06:00:00;329,74;0,0;15,8;265,84;48,1;0,0;0,0
2030-03-08 07:00:00;328,51;0,0;15,8;265,84;46,87;0,0;0,0
2030-03-08 08:00:00;327,87;0,0;15,8;265,84;46,22;0,0;0,0
2030-03-08 09:00:00;327,85;0,0;15,8;265,84;46,2;0,0;0,0
2030-03-08 10:00:00;325,19;0,0;15,8;265,84;43,55;0,0;0,0
2030-03-08 11:00:00;321,69;0,0;15,8;265,84;40,05;0,0;0,0
2030-03-08 12:00:00;317,8;0,0;15,8;265,84;36,16;0,0;0,0
2030-03-08 13:00:00;315,33;0,0;15,8;265,84;33,68;0,0;0,0
2030-03-08 14:00:00;315,54;0,0;15,8;265,84;33,89;0,0;0,0
2030-03-08 15:00:00;314,94;0,0;15,8;265,84;33,3;0,0;0,0
2030-03-08 16:00:00;312,54;0,0;15,8;265,84;30,9;0,0;0,0
2030-03-08 17:00:00;312,89;0,0;15,8;265,84;31,24;0,0;0,0
2030-03-08 18:00:00;314,52;0,0;15,8;265,84;32,88;0,0;0,0
2030-03-08 19:00:00;314,98;0,0;15,8;265,84;33,34;0,0;0,0
2030-03-08 20:00:00;315,63;0,0;15,8;265,84;33,98;0,0;0,0
2030-03-08 21:00:00;316,14;0,0;15,8;265,84;34,49;0,0;0,0
2030-03-08 22:00:00;316,66;0,0;15,8;265,84;35,01;0,0;0,0
2030-03-08 23:00:00;317,35;0,0;15,8;265,84;35,71;0,0;0,0
2030-03-09 00:00:00;317,91;0,0;15,8;265,84;36,26;0,0;0,0
2030-03-09 01:00:00;318,97;0,0;15,8;265,84;37,33;0,0;0,0
2030-03-09 02:00:00;318,9;0,0;15,8;265,84;37,26;0,0;0,0
2030-03-09 03:00:00;319,08;0,0;15,8;265,84;37,43;0,0;0,0
2030-03-09 04:00:00;319,39;0,0;15,8;265,84;37,75;0,0;0,0
2030-03-09 05:00:00;319,7;0,0;15,8;265,84;38,06;0,0;0,0
2030-03-09 06:00:00;319,83;0,0;15,8;265,84;38,19;0,0;0,0
