;('Import_Oil_e', 'Oil_fuel_e');('Import_Synthetic_fuel_e', 'Oil_fuel_e');('Oil_fuel_e', 'Material_demand_Oil_e');('Oil_fuel_e', 'Mobility_demand_total_e');('Oil_fuel_e', 'Oil_demand_total_e');('Oil_fuel_e', 'excess_b_oil_fuel_e');('PtL_e', 'Oil_fuel_e')
;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;550,51;0,0;26,18;485,24;39,09;0,0;0,0
2030-01-01 01:00:00;555,72;0,0;26,18;485,24;44,3;0,0;0,0
2030-01-01 02:00:00;560,64;0,0;26,18;485,24;49,22;0,0;0,0
2030-01-01 03:00:00;564,28;0,0;26,18;485,24;52,86;0,0;0,0
2030-01-01 04:00:00;567,31;0,0;26,18;485,24;55,89;0,0;0,0
2030-01-01 05:00:00;570,17;0,0;26,18;485,24;58,75;0,0;0,0
2030-01-01 06:00:00;572,36;0,0;26,18;485,24;60,94;0,0;0,0
2030-01-01 07:00:00;574,42;0,0;26,18;485,24;63,0;0,0;0,0
2030-01-01 08:00:00;576,44;0,0;26,18;485,24;65,02;0,0;0,0
2030-01-01 09:00:00;577,43;0,0;26,18;485,24;66,0;0,0;0,0
2030-01-01 10:00:00;576,41;0,0;26,18;485,24;64,99;0,0;0,0
2030-01-01 11:00:00;572,6;0,0;26,18;485,24;61,18;0,0;0,0
2030-01-01 12:00:00;570,17;0,0;26,18;485,24;58,75;0,0;0,0
2030-01-01 13:00:00;570,23;0,0;26,18;485,24;58,81;0,0;0,0
2030-01-01 14:00:00;573,6;0,0;26,18;485,24;62,18;0,0;0,0
2030-01-01 15:00:00;575,38;0,0;26,18;485,24;63,96;0,0;0,0
2030-01-01 16:00:00;573,92;0,0;26,18;485,24;62,5;0,0;0,0
2030-01-01 17:00:00;573,85;0,0;26,18;485,24;62,42;0,0;0,0
2030-01-01 18:00:00;574,55;0,0;26,18;485,24;63,13;0,0;0,0
2030-01-01 19:00:00;575,32;0,0;26,18;485,24;63,9;0,0;0,0
2030-01-01 20:00:00;576,13;0,0;26,18;485,24;64,71;0,0;0,0
2030-01-01 21:00:00;576,99;0,0;26,18;485,24;65,57;0,0;0,0
2030-01-01 22:00:00;577,88;0,0;26,18;485,24;66,46;0,0;0,0
2030-01-01 23:00:00;578,79;0,0;26,18;485,24;67,37;0,0;0,0
2030-01-02 00:00:00;579,72;0,0;26,18;485,24;68,3;0,0;0,0
2030-01-02 01:00:00;580,67;0,0;26,18;485,24;69,25;0,0;0,0
2030-01-02 02:00:00;581,64;0,0;26,18;485,24;70,22;0,0;0,0
2030-01-02 03:00:00;582,3;0,0;26,18;485,24;70,88;0,0;0,0
2030-01-02 04:00:00;582,93;0,0;26,18;485,24;71,51;0,0;0,0
2030-01-02 05:00:00;583,54;0,0;26,18;485,24;72,12;0,0;0,0
2030-01-02 06:00:00;584,13;0,0;26,18;485,24;72,71;0,0;0,0
2030-01-02 07:00:00;584,91;0,0;26,18;485,24;73,49;0,0;0,0
2030-01-02 08:00:00;585,89;0,0;26,18;485,24;74,46;0,0;0,0
2030-01-02 09:00:00;583,28;0,0;26,18;485,24;71,86;0,0;0,0
2030-01-02 10:00:00;581,4;0,0;26,18;485,24;69,98;0,0;0,0
2030-01-02 11:00:00;577,8;0,0;26,18;485,24;66,38;0,0;0,0
2030-01-02 12:00:00;572,72;0,0;26,18;485,24;61,3;0,0;0,0
2030-01-02 13:00:00;572,9;0,0;26,18;485,24;61,48;0,0;0,0
2030-01-02 14:00:00;572,92;0,0;26,18;485,24;61,5;0,0;0,0
2030-01-02 15:00:00;572,76;0,0;26,18;485,24;61,33;0,0;0,0
2030-01-02 16:00:00;571,91;0,0;26,18;485,24;60,49;0,0;0,0
2030-01-02 17:00:00;572,47;0,0;26,18;485,24;61,05;0,0;0,0
2030-01-02 18:00:00;573,67;0,0;26,18;485,24;62,25;0,0;0,0
2030-01-02 19:00:00;575,03;0,0;26,18;485,24;63,61;0,0;0,0
2030-01-02 20:00:00;576,84;0,0;26,18;485,24;65,42;0,0;0,0
2030-01-02 21:00:00;578,48;0,0;26,18;485,24;67,06;0,0;0,0
2030-01-02 22:00:00;580,2;0,0;26,18;485,24;68,77;0,0;0,0
2030-01-02 23:00:00;581,98;0,0;26,18;485,24;70,55;0,0;0,0
2030-01-03 00:00:00;583,81;0,0;26,18;485,24;72,39;0,0;0,0
2030-01-03 01:00:00;585,99;0,0;26,18;485,24;74,57;0,0;0,0
2030-01-03 02:00:00;588,25;0,0;26,18;485,24;76,82;0,0;0,0
2030-01-03 03:00:00;589,93;0,0;26,18;485,24;78,51;0,0;0,0
2030-01-03 04:00:00;591,28;0,0;26,18;485,24;79,86;0,0;0,0
2030-01-03 05:00:00;592,87;0,0;26,18;485,24;81,45;0,0;0,0
2030-01-03 06:00:00;593,83;0,0;26,18;485,24;82,41;0,0;0,0
2030-01-03 07:00:00;595,53;0,0;26,18;485,24;84,11;0,0;0,0
2030-01-03 08:00:00;597,14;0,0;26,18;485,24;85,71;0,0;0,0
2030-01-03 09:00:00;596,63;0,0;26,18;485,24;85,21;0,0;0,0
2030-01-03 10:00:00;593,05;0,0;26,18;485,24;81,63;0,0;0,0
2030-01-03 11:00:00;588,16;0,0;26,18;485,24;76,74;0,0;0,0
2030-01-03 12:00:00;581,32;0,0;26,18;485,24;69,9;0,0;0,0
2030-01-03 13:00:00;577,82;0,0;26,18;485,24;66,4;0,0;0,0
2030-01-03 14:00:00;577,87;0,0;26,18;485,24;66,45;0,0;0,0
2030-01-03 15:00:00;578,89;0,0;26,18;485,24;67,47;0,0;0,0
2030-01-03 16:00:00;579,4;0,0;26,18;485,24;67,97;0,0;0,0
2030-01-03 17:00:00;579,65;0,0;26,18;485,24;68,23;0,0;0,0
2030-01-03 18:00:00;580,73;0,0;26,18;485,24;69,31;0,0;0,0
2030-01-03 19:00:00;581,9;0,0;26,18;485,24;70,47;0,0;0,0
2030-01-03 20:00:00;582,82;0,0;26,18;485,24;71,4;0,0;0,0
2030-01-03 21:00:00;584,08;0,0;26,18;485,24;72,65;0,0;0,0
2030-01-03 22:00:00;585,38;0,0;26,18;485,24;73,96;0,0;0,0
2030-01-03 23:00:00;586,42;0,0;26,18;485,24;75,0;0,0;0,0
2030-01-04 00:00:00;587,46;0,0;26,18;485,24;76,04;0,0;0,0
2030-01-04 01:00:00;588,49;0,0;26,18;485,24;77,07;0,0;0,0
2030-01-04 02:00:00;589,53;0,0;26,18;485,24;78,1;0,0;0,0
2030-01-04 03:00:00;590,24;0,0;26,18;485,24;78,82;0,0;0,0
2030-01-04 04:00:00;590,92;0,0;26,18;485,24;79,5;0,0;0,0
2030-01-04 05:00:00;591,25;0,0;26,18;485,24;79,83;0,0;0,0
2030-01-04 06:00:00;591,83;0,0;26,18;485,24;80,41;0,0;0,0
2030-01-04 07:00:00;592,91;0,0;26,18;485,24;81,49;0,0;0,0
2030-01-04 08:00:00;593,92;0,0;26,18;485,24;82,5;0,0;0,0
2030-01-04 09:00:00;595,97;0,0;26,18;485,24;84,55;0,0;0,0
2030-01-04 10:00:00;595,15;0,0;26,18;485,24;83,73;0,0;0,0
2030-01-04 11:00:00;592,36;0,0;26,18;485,24;80,94;0,0;0,0
2030-01-04 12:00:00;590,54;0,0;26,18;485,24;79,12;0,0;0,0
2030-01-04 13:00:00;590,93;0,0;26,18;485,24;79,5;0,0;0,0
2030-01-04 14:00:00;593,09;0,0;26,18;485,24;81,67;0,0;0,0
2030-01-04 15:00:00;593,51;0,0;26,18;485,24;82,09;0,0;0,0
2030-01-04 16:00:00;591,18;0,0;26,18;485,24;79,76;0,0;0,0
2030-01-04 17:00:00;591,14;0,0;26,18;485,24;79,72;0,0;0,0
2030-01-04 18:00:00;591,66;0,0;26,18;485,24;80,24;0,0;0,0
2030-01-04 19:00:00;592,28;0,0;26,18;485,24;80,86;0,0;0,0
2030-01-04 20:00:00;592,98;0,0;26,18;485,24;81,56;0,0;0,0
2030-01-04 21:00:00;593,74;0,0;26,18;485,24;82,32;0,0;0,0
2030-01-04 22:00:00;594,55;0,0;26,18;485,24;83,12;0,0;0,0
2030-01-04 23:00:00;595,4;0,0;26,18;485,24;83,97;0,0;0,0
2030-01-05 00:00:00;597,53;0,0;26,18;485,24;86,11;0,0;0,0
2030-01-05 01:00:00;600,15;0,0;26,18;485,24;88,73;0,0;0,0
2030-01-05 02:00:00;602,96;0,0;26,18;485,24;91,54;0,0;0,0
2030-01-05 03:00:00;604,98;0,0;26,18;485,24;93,56;0,0;0,0
2030-01-05 04:00:00;607,0;0,0;26,18;485,24;95,58;0,0;0,0
2030-01-05 05:00:00;609,03;0,0;26,18;485,24;97,61;0,0;0,0
2030-01-05 06:00:00;610,75;0,0;26,18;485,24;99,33;0,0;0,0
2030-01-05 07:00:00;612,12;0,0;26,18;485,24;100,7;0,0;0,0
2030-01-05 08:00:00;612,8;0,0;26,18;485,24;101,37;0,0;0,0
2030-01-05 09:00:00;610,71;0,0;26,18;485,24;99,29;0,0;0,0
2030-01-05 10:00:00;605,25;0,0;26,18;485,24;93,83;0,0;0,0
2030-01-05 11:00:00;603,8;0,0;26,18;485,24;92,38;0,0;0,0
2030-01-05 12:00:00;604,72;0,0;26,18;485,24;93,3;0,0;0,0
2030-01-05 13:00:00;605,49;0,0;26,18;485,24;94,07;0,0;0,0
2030-01-05 14:00:00;603,9;0,0;26,18;485,24;92,48;0,0;0,0
2030-01-05 15:00:00;605,1;0,0;26,18;485,24;93,68;0,0;0,0
2030-01-05 16:00:00;607,19;0,0;26,18;485,24;95,77;0,0;0,0
2030-01-05 17:00:00;608,16;0,0;26,18;485,24;96,74;0,0;0,0
2030-01-05 18:00:00;609,14;0,0;26,18;485,24;97,72;0,0;0,0
2030-01-05 19:00:00;610,13;0,0;26,18;485,24;98,71;0,0;0,0
2030-01-05 20:00:00;611,13;0,0;26,18;485,24;99,7;0,0;0,0
2030-01-05 21:00:00;612,13;0,0;26,18;485,24;100,7;0,0;0,0
2030-01-05 22:00:00;613,13;0,0;26,18;485,24;101,71;0,0;0,0
2030-01-05 23:00:00;614,14;0,0;26,18;485,24;102,72;0,0;0,0
2030-01-06 00:00:00;614,52;0,0;26,18;485,24;103,1;0,0;0,0
2030-01-06 01:00:00;613,9;0,0;26,18;485,24;102,48;0,0;0,0
2030-01-06 02:00:00;613,72;0,0;26,18;485,24;102,3;0,0;0,0
2030-01-06 03:00:00;613,17;0,0;26,18;485,24;101,75;0,0;0,0
2030-01-06 04:00:00;612,84;0,0;26,18;485,24;101,42;0,0;0,0
2030-01-06 05:00:00;612,47;0,0;26,18;485,24;101,05;0,0;0,0
2030-01-06 06:00:00;612,08;0,0;26,18;485,24;100,66;0,0;0,0
2030-01-06 07:00:00;611,66;0,0;26,18;485,24;100,24;0,0;0,0
2030-01-06 08:00:00;610,6;0,0;26,18;485,24;99,18;0,0;0,0
2030-01-06 09:00:00;605,93;0,0;26,18;485,24;94,51;0,0;0,0
2030-01-06 10:00:00;605,57;0,0;26,18;485,24;94,15;0,0;0,0
2030-01-06 11:00:00;601,92;0,0;26,18;485,24;90,5;0,0;0,0
2030-01-06 12:00:00;596,12;0,0;26,18;485,24;84,7;0,0;0,0
2030-01-06 13:00:00;593,01;0,0;26,18;485,24;81,59;0,0;0,0
2030-01-06 14:00:00;590,13;0,0;26,18;485,24;78,71;0,0;0,0
2030-01-06 15:00:00;589,78;0,0;26,18;485,24;78,36;0,0;0,0
2030-01-06 16:00:00;591,77;0,0;26,18;485,24;80,34;0,0;0,0
2030-01-06 17:00:00;592,16;0,0;26,18;485,24;80,74;0,0;0,0
2030-01-06 18:00:00;592,68;0,0;26,18;485,24;81,26;0,0;0,0
2030-01-06 19:00:00;593,3;0,0;26,18;485,24;81,88;0,0;0,0
2030-01-06 20:00:00;593,68;0,0;26,18;485,24;82,26;0,0;0,0
2030-01-06 21:00:00;594,4;0,0;26,18;485,24;82,98;0,0;0,0
2030-01-06 22:00:00;595,18;0,0;26,18;485,24;83,76;0,0;0,0
2030-01-06 23:00:00;596,0;0,0;26,18;485,24;84,58;0,0;0,0
2030-01-07 00:00:00;597,8;0,0;26,18;485,24;86,38;0,0;0,0
2030-01-07 01:00:00;599,44;0,0;26,18;485,24;88,02;0,0;0,0
2030-01-07 02:00:00;601,46;0,0;26,18;485,24;90,04;0,0;0,0
2030-01-07 03:00:00;602,65;0,0;26,18;485,24;91,23;0,0;0,0
2030-01-07 04:00:00;603,81;0,0;26,18;485,24;92,39;0,0;0,0
2030-01-07 05:00:00;605,25;0,0;26,18;485,24;93,83;0,0;0,0
2030-01-07 06:00:00;606,09;0,0;26,18;485,24;94,67;0,0;0,0
2030-01-07 07:00:00;607,69;0,0;26,18;485,24;96,27;0,0;0,0
2030-01-07 08:00:00;608,59;0,0;26,18;485,24;97,17;0,0;0,0
2030-01-07 09:00:00;606,54;0,0;26,18;485,24;95,12;0,0;0,0
2030-01-07 10:00:00;602,33;0,0;26,18;485,24;90,91;0,0;0,0
2030-01-07 11:00:00;596,88;0,0;26,18;485,24;85,45;0,0;0,0
2030-01-07 12:00:00;591,17;0,0;26,18;485,24;79,75;0,0;0,0
2030-01-07 13:00:00;588,44;0,0;26,18;485,24;77,02;0,0;0,0
2030-01-07 14:00:00;588,46;0,0;26,18;485,24;77,03;0,0;0,0
2030-01-07 15:00:00;588,87;0,0;26,18;485,24;77,45;0,0;0,0
2030-01-07 16:00:00;589,23;0,0;26,18;485,24;77,8;0,0;0,0
2030-01-07 17:00:00;589,99;0,0;26,18;485,24;78,57;0,0;0,0
2030-01-07 18:00:00;591,67;0,0;26,18;485,24;80,25;0,0;0,0
2030-01-07 19:00:00;593,2;0,0;26,18;485,24;81,78;0,0;0,0
2030-01-07 20:00:00;595,15;0,0;26,18;485,24;83,73;0,0;0,0
2030-01-07 21:00:00;596,9;0,0;26,18;485,24;85,48;0,0;0,0
2030-01-07 22:00:00;598,71;0,0;26,18;485,24;87,29;0,0;0,0
2030-01-07 23:00:00;600,88;0,0;26,18;485,24;89,45;0,0;0,0
2030-01-08 00:00:00;602,8;0,0;26,18;485,24;91,38;0,0;0,0
2030-01-08 01:00:00;605,07;0,0;26,18;485,24;93,65;0,0;0,0
2030-01-08 02:00:00;606,76;0,0;26,18;485,24;95,34;0,0;0,0
2030-01-08 03:00:00;608,11;0,0;26,18;485,24;96,69;0,0;0,0
2030-01-08 04:00:00;609,71;0,0;26,18;485,24;98,29;0,0;0,0
2030-01-08 05:00:00;610,98;0,0;26,18;485,24;99,56;0,0;0,0
2030-01-08 06:00:00;612,21;0,0;26,18;485,24;100,79;0,0;0,0
2030-01-08 07:00:00;613,6;0,0;26,18;485,24;102,17;0,0;0,0
2030-01-08 08:00:00;615,17;0,0;26,18;485,24;103,74;0,0;0,0
2030-01-08 09:00:00;617,45;0,0;26,18;485,24;106,03;0,0;0,0
2030-01-08 10:00:00;617,76;0,0;26,18;485,24;106,34;0,0;0,0
2030-01-08 11:00:00;615,87;0,0;26,18;485,24;104,45;0,0;0,0
2030-01-08 12:00:00;614,96;0,0;26,18;485,24;103,54;0,0;0,0
2030-01-08 13:00:00;615,97;0,0;26,18;485,24;104,55;0,0;0,0
2030-01-08 14:00:00;618,43;0,0;26,18;485,24;107,01;0,0;0,0
2030-01-08 15:00:00;619,08;0,0;26,18;485,24;107,66;0,0;0,0
2030-01-08 16:00:00;616,63;0,0;26,18;485,24;105,21;0,0;0,0
2030-01-08 17:00:00;616,71;0,0;26,18;485,24;105,29;0,0;0,0
2030-01-08 18:00:00;617,64;0,0;26,18;485,24;106,21;0,0;0,0
2030-01-08 19:00:00;619,31;0,0;26,18;485,24;107,88;0,0;0,0
2030-01-08 20:00:00;619,58;0,0;26,18;485,24;108,16;0,0;0,0
2030-01-08 21:00:00;620,74;0,0;26,18;485,24;109,32;0,0;0,0
2030-01-08 22:00:00;621,66;0,0;26,18;485,24;110,24;0,0;0,0
2030-01-08 23:00:00;622,92;0,0;26,18;485,24;111,49;0,0;0,0
2030-01-09 00:00:00;624,22;0,0;26,18;485,24;112,8;0,0;0,0
2030-01-09 01:00:00;625,57;0,0;26,18;485,24;114,15;0,0;0,0
2030-01-09 02:00:00;626,96;0,0;26,18;485,24;115,53;0,0;0,0
2030-01-09 03:00:00;628,06;0,0;26,18;485,24;116,63;0,0;0,0
2030-01-09 04:00:00;628,83;0,0;26,18;485,24;117,41;0,0;0,0
2030-01-09 05:00:00;629,55;0,0;26,18;485,24;118,13;0,0;0,0
2030-01-09 06:00:00;630,23;0,0;26,18;485,24;118,81;0,0;0,0
2030-01-09 07:00:00;631,39;0,0;26,18;485,24;119,97;0,0;0,0
2030-01-09 08:00:00;631,53;0,0;26,18;485,24;120,11;0,0;0,0
2030-01-09 09:00:00;626,67;0,0;26,18;485,24;115,25;0,0;0,0
2030-01-09 10:00:00;619,77;0,0;26,18;485,24;108,35;0,0;0,0
2030-01-09 11:00:00;611,89;0,0;26,18;485,24;100,47;0,0;0,0
2030-01-09 12:00:00;605,43;0,0;26,18;485,24;94,01;0,0;0,0
2030-01-09 13:00:00;602,75;0,0;26,18;485,24;91,33;0,0;0,0
2030-01-09 14:00:00;603,35;0,0;26,18;485,24;91,93;0,0;0,0
2030-01-09 15:00:00;605,16;0,0;26,18;485,24;93,74;0,0;0,0
2030-01-09 16:00:00;605,72;0,0;26,18;485,24;94,29;0,0;0,0
2030-01-09 17:00:00;607,8;0,0;26,18;485,24;96,37;0,0;0,0
2030-01-09 18:00:00;610,62;0,0;26,18;485,24;99,2;0,0;0,0
2030-01-09 19:00:00;613,69;0,0;26,18;485,24;102,27;0,0;0,0
2030-01-09 20:00:00;616,96;0,0;26,18;485,24;105,54;0,0;0,0
2030-01-09 21:00:00;620,07;0,0;26,18;485,24;108,65;0,0;0,0
2030-01-09 22:00:00;623,59;0,0;26,18;485,24;112,17;0,0;0,0
2030-01-09 23:00:00;627,21;0,0;26,18;485,24;115,79;0,0;0,0
2030-01-10 00:00:00;631,55;0,0;26,18;485,24;120,13;0,0;0,0
2030-01-10 01:00:00;636,04;0,0;26,18;485,24;124,62;0,0;0,0
2030-01-10 02:00:00;640,65;0,0;26,18;485,24;129,22;0,0;0,0
2030-01-10 03:00:00;643,79;0,0;26,18;485,24;132,37;0,0;0,0
2030-01-10 04:00:00;646,82;0,0;26,18;485,24;135,39;0,0;0,0
2030-01-10 05:00:00;650,06;0,0;26,18;485,24;138,64;0,0;0,0
2030-01-10 06:00:00;652,34;0,0;26,18;485,24;140,92;0,0;0,0
2030-01-10 07:00:00;655,3;0,0;26,18;485,24;143,88;0,0;0,0
2030-01-10 08:00:00;656,87;0,0;26,18;485,24;145,45;0,0;0,0
2030-01-10 09:00:00;651,62;0,0;26,18;485,24;140,2;0,0;0,0
2030-01-10 10:00:00;644,57;0,0;26,18;485,24;133,15;0,0;0,0
2030-01-10 11:00:00;636,48;0,0;26,18;485,24;125,06;0,0;0,0
2030-01-10 12:00:00;630,06;0,0;26,18;485,24;118,64;0,0;0,0
2030-01-10 13:00:00;627,78;0,0;26,18;485,24;116,36;0,0;0,0
2030-01-10 14:00:00;628,61;0,0;26,18;485,24;117,19;0,0;0,0
2030-01-10 15:00:00;631,17;0,0;26,18;485,24;119,75;0,0;0,0
2030-01-10 16:00:00;633,15;0,0;26,18;485,24;121,72;0,0;0,0
2030-01-10 17:00:00;634,09;0,0;26,18;485,24;122,66;0,0;0,0
2030-01-10 18:00:00;635,19;0,0;26,18;485,24;123,77;0,0;0,0
2030-01-10 19:00:00;636,59;0,0;26,18;485,24;125,17;0,0;0,0
2030-01-10 20:00:00;637,7;0,0;26,18;485,24;126,28;0,0;0,0
2030-01-10 21:00:00;639,11;0,0;26,18;485,24;127,69;0,0;0,0
2030-01-10 22:00:00;640,23;0,0;26,18;485,24;128,81;0,0;0,0
2030-01-10 23:00:00;641,64;0,0;26,18;485,24;130,22;0,0;0,0
2030-01-11 00:00:00;642,45;0,0;26,18;485,24;131,03;0,0;0,0
2030-01-11 01:00:00;642,89;0,0;26,18;485,24;131,47;0,0;0,0
2030-01-11 02:00:00;643,25;0,0;26,18;485,24;131,83;0,0;0,0
2030-01-11 03:00:00;643,54;0,0;26,18;485,24;132,12;0,0;0,0
2030-01-11 04:00:00;643,77;0,0;26,18;485,24;132,35;0,0;0,0
2030-01-11 05:00:00;643,64;0,0;26,18;485,24;132,22;0,0;0,0
2030-01-11 06:00:00;643,76;0,0;26,18;485,24;132,34;0,0;0,0
2030-01-11 07:00:00;644,36;0,0;26,18;485,24;132,94;0,0;0,0
2030-01-11 08:00:00;644,26;0,0;26,18;485,24;132,84;0,0;0,0
2030-01-11 09:00:00;641,94;0,0;26,18;485,24;130,52;0,0;0,0
2030-01-11 10:00:00;635,48;0,0;26,18;485,24;124,06;0,0;0,0
2030-01-11 11:00:00;627,96;0,0;26,18;485,24;116,53;0,0;0,0
2030-01-11 12:00:00;622,85;0,0;26,18;485,24;111,43;0,0;0,0
2030-01-11 13:00:00;618,2;0,0;26,18;485,24;106,78;0,0;0,0
2030-01-11 14:00:00;616,2;0,0;26,18;485,24;104,78;0,0;0,0
2030-01-11 15:00:00;615,59;0,0;26,18;485,24;104,17;0,0;0,0
2030-01-11 16:00:00;616,36;0,0;26,18;485,24;104,94;0,0;0,0
2030-01-11 17:00:00;617,23;0,0;26,18;485,24;105,8;0,0;0,0
2030-01-11 18:00:00;618,77;0,0;26,18;485,24;107,35;0,0;0,0
2030-01-11 19:00:00;620,52;0,0;26,18;485,24;109,1;0,0;0,0
2030-01-11 20:00:00;622,42;0,0;26,18;485,24;111,0;0,0;0,0
2030-01-11 21:00:00;624,44;0,0;26,18;485,24;113,02;0,0;0,0
2030-01-11 22:00:00;626,88;0,0;26,18;485,24;115,46;0,0;0,0
2030-01-11 23:00:00;629,13;0,0;26,18;485,24;117,71;0,0;0,0
2030-01-12 00:00:00;632,06;0,0;26,18;485,24;120,64;0,0;0,0
2030-01-12 01:00:00;636,06;0,0;26,18;485,24;124,64;0,0;0,0
2030-01-12 02:00:00;639,95;0,0;26,18;485,24;128,53;0,0;0,0
2030-01-12 03:00:00;642,74;0,0;26,18;485,24;131,31;0,0;0,0
2030-01-12 04:00:00;645,79;0,0;26,18;485,24;134,37;0,0;0,0
2030-01-12 05:00:00;648,84;0,0;26,18;485,24;137,42;0,0;0,0
2030-01-12 06:00:00;651,27;0,0;26,18;485,24;139,85;0,0;0,0
2030-01-12 07:00:00;653,63;0,0;26,18;485,24;142,2;0,0;0,0
2030-01-12 08:00:00;654,98;0,0;26,18;485,24;143,56;0,0;0,0
2030-01-12 09:00:00;654,93;0,0;26,18;485,24;143,51;0,0;0,0
2030-01-12 10:00:00;654,58;0,0;26,18;485,24;143,16;0,0;0,0
2030-01-12 11:00:00;654,95;0,0;26,18;485,24;143,53;0,0;0,0
2030-01-12 12:00:00;655,25;0,0;26,18;485,24;143,82;0,0;0,0
2030-01-12 13:00:00;655,8;0,0;26,18;485,24;144,38;0,0;0,0
2030-01-12 14:00:00;656,65;0,0;26,18;485,24;145,23;0,0;0,0
2030-01-12 15:00:00;658,17;0,0;26,18;485,24;146,75;0,0;0,0
2030-01-12 16:00:00;659,78;0,0;26,18;485,24;148,36;0,0;0,0
2030-01-12 17:00:00;658,98;0,0;26,18;485,24;147,56;0,0;0,0
2030-01-12 18:00:00;657,94;0,0;26,18;485,24;146,52;0,0;0,0
2030-01-12 19:00:00;657,33;0,0;26,18;485,24;145,91;0,0;0,0
2030-01-12 20:00:00;655,71;0,0;26,18;485,24;144,28;0,0;0,0
2030-01-12 21:00:00;654,21;0,0;26,18;485,24;142,79;0,0;0,0
2030-01-12 22:00:00;652,61;0,0;26,18;485,24;141,19;0,0;0,0
2030-01-12 23:00:00;650,93;0,0;26,18;485,24;139,51;0,0;0,0
2030-01-13 00:00:00;649,49;0,0;26,18;485,24;138,06;0,0;0,0
2030-01-13 01:00:00;648,65;0,0;26,18;485,24;137,23;0,0;0,0
2030-01-13 02:00:00;645,07;0,0;26,18;485,24;133,65;0,0;0,0
2030-01-13 03:00:00;643,06;0,0;26,18;485,24;131,64;0,0;0,0
2030-01-13 04:00:00;641,37;0,0;26,18;485,24;129,94;0,0;0,0
2030-01-13 05:00:00;639,7;0,0;26,18;485,24;128,28;0,0;0,0
2030-01-13 06:00:00;638,37;0,0;26,18;485,24;126,95;0,0;0,0
2030-01-13 07:00:00;637,1;0,0;26,18;485,24;125,68;0,0;0,0
2030-01-13 08:00:00;635,57;0,0;26,18;485,24;124,15;0,0;0,0
2030-01-13 09:00:00;633,1;0,0;26,18;485,24;121,68;0,0;0,0
2030-01-13 10:00:00;630,51;0,0;26,18;485,24;119,09;0,0;0,0
2030-01-13 11:00:00;628,15;0,0;26,18;485,24;116,73;0,0;0,0
2030-01-13 12:00:00;626,37;0,0;26,18;485,24;114,95;0,0;0,0
2030-01-13 13:00:00;624,95;0,0;26,18;485,24;113,53;0,0;0,0
2030-01-13 14:00:00;624,55;0,0;26,18;485,24;113,13;0,0;0,0
2030-01-13 15:00:00;624,64;0,0;26,18;485,24;113,21;0,0;0,0
2030-01-13 16:00:00;625,21;0,0;26,18;485,24;113,79;0,0;0,0
2030-01-13 17:00:00;623,17;0,0;26,18;485,24;111,74;0,0;0,0
2030-01-13 18:00:00;620,92;0,0;26,18;485,24;109,5;0,0;0,0
2030-01-13 19:00:00;618,52;0,0;26,18;485,24;107,1;0,0;0,0
2030-01-13 20:00:00;616,3;0,0;26,18;485,24;104,88;0,0;0,0
2030-01-13 21:00:00;614,33;0,0;26,18;485,24;102,91;0,0;0,0
2030-01-13 22:00:00;610,78;0,0;26,18;485,24;99,36;0,0;0,0
2030-01-13 23:00:00;607,97;0,0;26,18;485,24;96,55;0,0;0,0
2030-01-14 00:00:00;607,29;0,0;26,18;485,24;95,87;0,0;0,0
2030-01-14 01:00:00;606,85;0,0;26,18;485,24;95,43;0,0;0,0
2030-01-14 02:00:00;606,28;0,0;26,18;485,24;94,85;0,0;0,0
2030-01-14 03:00:00;606,13;0,0;26,18;485,24;94,7;0,0;0,0
2030-01-14 04:00:00;605,79;0,0;26,18;485,24;94,37;0,0;0,0
2030-01-14 05:00:00;605,83;0,0;26,18;485,24;94,41;0,0;0,0
2030-01-14 06:00:00;605,97;0,0;26,18;485,24;94,54;0,0;0,0
2030-01-14 07:00:00;606,37;0,0;26,18;485,24;94,95;0,0;0,0
2030-01-14 08:00:00;606,74;0,0;26,18;485,24;95,32;0,0;0,0
2030-01-14 09:00:00;609,42;0,0;26,18;485,24;98,0;0,0;0,0
2030-01-14 10:00:00;608,16;0,0;26,18;485,24;96,74;0,0;0,0
2030-01-14 11:00:00;605,54;0,0;26,18;485,24;94,12;0,0;0,0
2030-01-14 12:00:00;603,95;0,0;26,18;485,24;92,53;0,0;0,0
2030-01-14 13:00:00;604,31;0,0;26,18;485,24;92,89;0,0;0,0
2030-01-14 14:00:00;606,15;0,0;26,18;485,24;94,72;0,0;0,0
2030-01-14 15:00:00;606,5;0,0;26,18;485,24;95,08;0,0;0,0
2030-01-14 16:00:00;604,13;0,0;26,18;485,24;92,71;0,0;0,0
2030-01-14 17:00:00;604,37;0,0;26,18;485,24;92,95;0,0;0,0
2030-01-14 18:00:00;603,97;0,0;26,18;485,24;92,54;0,0;0,0
2030-01-14 19:00:00;604,48;0,0;26,18;485,24;93,06;0,0;0,0
2030-01-14 20:00:00;604,78;0,0;26,18;485,24;93,35;0,0;0,0
2030-01-14 21:00:00;605,11;0,0;26,18;485,24;93,69;0,0;0,0
2030-01-14 22:00:00;605,48;0,0;26,18;485,24;94,06;0,0;0,0
2030-01-14 23:00:00;605,88;0,0;26,18;485,24;94,46;0,0;0,0
