;('Biogas_feedin_existing_s', 'Gas_s');('Biogas_feedin_new_s', 'Gas_s');('Gas_s', 'Gas_demand_total_s');('Gas_s', 'Gas_storage_s');('Gas_s', 'GuD_s');('Gas_s', 'Material_demand_Gas_s');('Gas_s', 'excess_b_gas_s');('Gas_storage_s', 'Gas_s');('Hydrogen_feedin_s', 'Gas_s');('Import_Gas_s', 'Gas_s');('Methanisation_s', 'Gas_s')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-07-26 11:00:00;327,16;0,0;196,53;130,36;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 12:00:00;327,16;0,0;196,72;130,16;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 13:00:00;327,16;0,0;195,84;131,04;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 14:00:00;327,16;0,0;194,92;131,97;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 15:00:00;327,16;0,0;191,86;0,0;149,3;0,28;0,0;14,28;0,0;0,0;0,0
2030-07-26 16:00:00;327,16;0,0;183,33;0,0;149,3;0,28;0,0;5,75;0,0;0,0;0,0
2030-07-26 17:00:00;327,16;0,0;172,63;4,95;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 18:00:00;327,16;0,0;161,69;15,89;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 19:00:00;327,16;0,0;147,15;30,43;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 20:00:00;327,16;0,0;125,3;52,28;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 21:00:00;327,16;0,0;111,27;66,31;149,3;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 22:00:00;327,16;0,0;97,86;229,02;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-26 23:00:00;327,16;0,0;90,86;236,03;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 00:00:00;327,16;0,0;88,07;238,82;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 01:00:00;327,16;0,0;86,89;240,0;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 02:00:00;327,16;0,0;85,44;241,44;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 03:00:00;327,16;0,0;94,79;232,1;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 04:00:00;327,16;0,0;126,1;200,79;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 05:00:00;327,16;0,0;159,35;167,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 06:00:00;327,16;0,0;188,64;138,25;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 07:00:00;327,16;0,0;204,29;122,59;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 08:00:00;327,16;0,0;201,92;124,96;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 09:00:00;327,16;0,0;199,92;126,97;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 10:00:00;327,16;0,0;199,74;127,15;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 11:00:00;327,16;0,0;197,07;129,81;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 12:00:00;327,16;0,0;197,29;129,6;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 13:00:00;327,16;0,0;196,32;130,57;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 14:00:00;327,16;0,0;195,3;131,59;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 15:00:00;327,16;0,0;192,26;134,62;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 16:00:00;327,16;0,0;183,63;143,25;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 17:00:00;327,16;0,0;172,97;153,92;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 18:00:00;327,16;0,0;162,18;164,7;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 19:00:00;327,16;0,0;147,81;179,07;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 20:00:00;327,16;0,0;125,97;200,91;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 21:00:00;327,16;0,0;111,77;215,11;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 22:00:00;327,16;0,0;98,25;228,64;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-27 23:00:00;327,16;0,0;91,26;235,62;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 00:00:00;327,16;0,0;89,03;237,85;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 01:00:00;327,16;0,0;88,0;238,88;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 02:00:00;327,16;0,0;87,72;239,16;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 03:00:00;327,16;0,0;96,34;230,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 04:00:00;327,16;0,0;126,4;200,49;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 05:00:00;327,16;0,0;157,52;169,36;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 06:00:00;327,16;0,0;187,98;138,9;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 07:00:00;327,16;0,0;204,49;122,39;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 08:00:00;327,16;0,0;205,57;121,32;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 09:00:00;327,16;0,0;204,79;122,1;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 10:00:00;327,16;0,0;203,3;123,59;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 11:00:00;327,16;0,0;202,01;124,88;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 12:00:00;327,16;0,0;200,82;126,07;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 13:00:00;327,16;0,0;199,58;127,31;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 14:00:00;327,16;0,0;197,87;129,01;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 15:00:00;327,16;0,0;194,34;132,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 16:00:00;327,16;0,0;186,68;140,21;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 17:00:00;327,16;0,0;175,47;151,42;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 18:00:00;327,16;0,0;163,94;162,95;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 19:00:00;327,16;0,0;148,55;178,33;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 20:00:00;327,16;0,0;125,98;200,9;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 21:00:00;327,16;0,0;114,32;212,57;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 22:00:00;327,16;0,0;102,75;224,13;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-28 23:00:00;327,16;0,0;96,91;229,98;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 00:00:00;327,16;0,0;95,4;231,49;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 01:00:00;327,16;0,0;96,23;230,66;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 02:00:00;327,16;0,0;96,33;230,56;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 03:00:00;327,16;0,0;106,99;219,9;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 04:00:00;327,16;0,0;139,0;187,89;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 05:00:00;327,16;0,0;171,38;155,51;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 06:00:00;327,16;0,0;198,64;128,24;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 07:00:00;327,16;0,0;211,57;115,31;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 08:00:00;327,16;0,0;205,96;120,92;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 09:00:00;327,16;0,0;201,67;125,22;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 10:00:00;327,16;0,0;199,63;127,25;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 11:00:00;327,16;0,0;196,98;129,9;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 12:00:00;327,16;0,0;197,19;129,69;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 13:00:00;327,16;0,0;196,24;130,65;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 14:00:00;327,16;0,0;195,24;131,65;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 15:00:00;327,16;0,0;192,2;134,69;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 16:00:00;327,16;0,0;183,58;143,3;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 17:00:00;327,16;0,0;172,91;153,97;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 18:00:00;327,16;0,0;162,1;164,78;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 19:00:00;327,16;0,0;147,71;179,18;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 20:00:00;327,16;0,0;125,87;201,02;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 21:00:00;327,16;0,0;111,75;215,14;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 22:00:00;327,16;0,0;101,35;225,53;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-29 23:00:00;327,16;0,0;97,67;229,22;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 00:00:00;327,16;0,0;56,96;269,92;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 01:00:00;327,16;0,0;62,31;264,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 02:00:00;327,16;0,0;68,12;258,77;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 03:00:00;327,16;0,0;82,9;243,99;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 04:00:00;327,16;0,0;101,94;224,94;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 05:00:00;327,16;0,0;113,72;213,16;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 06:00:00;327,16;0,0;116,54;210,35;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 07:00:00;327,16;0,0;107,57;219,32;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 08:00:00;327,16;0,0;97,59;229,29;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 09:00:00;327,16;0,0;86,11;240,78;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 10:00:00;327,16;0,0;78,8;248,08;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 11:00:00;327,16;0,0;69,02;257,87;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 12:00:00;327,16;0,0;57,25;269,63;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 13:00:00;327,16;0,0;48,31;278,57;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 14:00:00;327,16;0,0;43,66;283,23;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 15:00:00;327,16;0,0;36,31;290,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 16:00:00;327,16;0,0;29,69;297,2;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 17:00:00;327,16;0,0;27,04;299,84;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 18:00:00;327,16;0,0;23,33;303,55;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 19:00:00;327,16;0,0;22,06;304,82;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 20:00:00;327,16;0,0;19,7;307,19;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 21:00:00;327,16;0,0;18,28;308,6;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 22:00:00;327,16;0,0;18,0;308,89;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-30 23:00:00;327,16;0,0;21,26;305,62;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 00:00:00;327,16;0,0;34,19;292,69;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 01:00:00;327,16;0,0;43,76;283,13;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 02:00:00;327,16;0,0;59,0;267,88;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 03:00:00;327,16;0,0;70,59;256,29;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 04:00:00;327,16;0,0;82,75;244,13;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 05:00:00;327,16;0,0;84,04;242,84;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 06:00:00;327,16;0,0;75,26;251,62;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 07:00:00;327,16;0,0;64,38;262,51;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 08:00:00;327,16;0,0;46,68;280,21;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 09:00:00;327,16;0,0;35,04;291,85;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 10:00:00;327,16;0,0;29,3;297,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 11:00:00;327,16;0,0;26,54;300,34;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 12:00:00;327,16;0,0;26,57;300,32;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 13:00:00;327,16;0,0;22,82;304,06;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 14:00:00;327,16;0,0;21,9;304,98;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 15:00:00;327,16;0,0;21,84;305,05;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 16:00:00;327,16;0,0;23,02;303,86;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 17:00:00;327,16;0,0;28,65;298,24;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 18:00:00;327,16;0,0;29,48;297,4;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 19:00:00;327,16;0,0;29,25;297,63;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 20:00:00;327,16;0,0;31,57;295,31;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 21:00:00;327,16;0,0;34,42;292,46;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 22:00:00;327,16;0,0;34,09;292,8;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-07-31 23:00:00;327,16;0,0;37,16;289,73;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 00:00:00;327,16;0,0;87,12;239,76;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 01:00:00;327,16;0,0;85,87;241,02;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 02:00:00;327,16;0,0;84,39;242,49;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 03:00:00;327,16;0,0;93,5;233,39;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 04:00:00;327,16;0,0;124,44;202,45;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 05:00:00;327,16;0,0;156,32;170,56;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 06:00:00;327,16;0,0;185,02;141,87;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 07:00:00;327,16;0,0;200,52;126,36;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 08:00:00;327,16;0,0;199,46;127,42;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 09:00:00;327,16;0,0;198,0;128,89;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 10:00:00;327,16;0,0;197,93;128,95;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 11:00:00;327,16;0,0;195,73;131,16;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 12:00:00;327,16;0,0;195,89;130,99;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 13:00:00;327,16;0,0;195,14;131,74;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 14:00:00;327,16;0,0;194,36;132,53;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 15:00:00;327,16;0,0;191,27;135,62;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 16:00:00;327,16;0,0;182,88;144,01;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 17:00:00;327,16;0,0;172,14;154,75;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 18:00:00;327,16;0,0;160,97;165,91;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 19:00:00;327,16;0,0;146,18;180,71;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 20:00:00;327,16;0,0;124,31;202,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 21:00:00;327,16;0,0;110,55;216,34;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 22:00:00;327,16;0,0;97,3;229,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-01 23:00:00;327,16;0,0;90,26;236,63;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 00:00:00;327,16;0,0;88,93;237,96;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 01:00:00;327,16;0,0;87,89;239,0;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 02:00:00;327,16;0,0;87,58;239,3;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 03:00:00;327,16;0,0;96,2;230,69;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 04:00:00;327,16;0,0;126,24;200,64;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 05:00:00;327,16;0,0;157,29;169,59;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 06:00:00;327,16;0,0;187,68;139,21;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 07:00:00;327,16;0,0;204,12;122,77;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 08:00:00;327,16;0,0;204,77;122,12;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 09:00:00;327,16;0,0;203,45;123,43;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 10:00:00;327,16;0,0;201,61;125,28;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 11:00:00;327,16;0,0;200,07;126,82;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 12:00:00;327,16;0,0;199,19;127,7;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 13:00:00;327,16;0,0;198,66;128,22;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 14:00:00;327,16;0,0;197,68;129,2;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 15:00:00;327,16;0,0;194,21;132,67;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 16:00:00;327,16;0,0;186,55;140,34;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 17:00:00;327,16;0,0;175,34;151,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 18:00:00;327,16;0,0;163,8;163,09;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 19:00:00;327,16;0,0;148,35;178,53;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 20:00:00;327,16;0,0;125,4;201,48;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 21:00:00;327,16;0,0;112,83;214,06;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 22:00:00;327,16;0,0;99,31;227,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-02 23:00:00;327,16;0,0;91,41;235,47;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 00:00:00;327,16;0,0;91,17;235,72;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 01:00:00;327,16;0,0;90,34;236,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 02:00:00;327,16;0,0;90,61;236,27;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 03:00:00;327,16;0,0;99,37;227,51;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 04:00:00;327,16;0,0;129,57;197,32;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 05:00:00;327,16;0,0;162,32;164,57;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 06:00:00;327,16;0,0;194,36;132,52;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 07:00:00;327,16;0,0;211,45;115,43;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 08:00:00;327,16;0,0;210,88;116,0;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 09:00:00;327,16;0,0;208,83;118,06;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 10:00:00;327,16;0,0;206,0;120,88;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 11:00:00;327,16;0,0;204,07;122,82;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 12:00:00;327,16;0,0;202,79;124,1;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 13:00:00;327,16;0,0;202,02;124,86;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 14:00:00;327,16;0,0;200,6;126,28;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 15:00:00;327,16;0,0;197,05;129,83;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 16:00:00;327,16;0,0;189,35;137,54;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 17:00:00;327,16;0,0;178,05;148,83;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 18:00:00;327,16;0,0;166,9;159,98;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 19:00:00;327,16;0,0;151,81;175,08;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 20:00:00;327,16;0,0;128,42;198,46;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 21:00:00;327,16;0,0;115,71;211,17;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 22:00:00;327,16;0,0;101,64;225,24;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-03 23:00:00;327,16;0,0;93,46;233,42;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 00:00:00;327,16;0,0;89,62;237,27;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 01:00:00;327,16;0,0;88,64;238,24;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 02:00:00;327,16;0,0;88,52;238,37;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 03:00:00;327,16;0,0;97,18;229,71;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 04:00:00;327,16;0,0;127,39;199,5;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 05:00:00;327,16;0,0;160,17;166,72;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 06:00:00;327,16;0,0;191,89;134,99;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 07:00:00;327,16;0,0;208,4;118,49;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 08:00:00;327,16;0,0;207,39;119,5;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 09:00:00;327,16;0,0;205,11;121,78;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 10:00:00;327,16;0,0;202,96;123,92;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 11:00:00;327,16;0,0;201,3;125,58;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 12:00:00;327,16;0,0;200,3;126,59;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 13:00:00;327,16;0,0;199,7;127,19;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 14:00:00;327,16;0,0;198,58;128,3;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 15:00:00;327,16;0,0;195,09;131,8;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 16:00:00;327,16;0,0;187,41;139,47;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 17:00:00;327,16;0,0;176,18;150,7;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 18:00:00;327,16;0,0;164,75;162,13;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 19:00:00;327,16;0,0;149,42;177,47;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 20:00:00;327,16;0,0;126,33;200,55;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 21:00:00;327,16;0,0;113,72;213,17;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 22:00:00;327,16;0,0;100,03;226,86;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-04 23:00:00;327,16;0,0;92,05;234,84;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 00:00:00;327,16;0,0;87,47;239,41;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 01:00:00;327,16;0,0;86,24;240,64;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 02:00:00;327,16;0,0;85,37;241,52;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 03:00:00;327,16;0,0;98,85;228,03;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 04:00:00;327,16;0,0;133,56;193,33;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 05:00:00;327,16;0,0;167,46;159,43;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 06:00:00;327,16;0,0;195,78;131,1;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 07:00:00;327,16;0,0;209,47;117,41;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 08:00:00;327,16;0,0;205,02;121,86;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 09:00:00;327,16;0,0;199,77;127,12;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 10:00:00;327,16;0,0;198,6;128,29;0,0;0,28;0,0;0,0;0,0;0,0;0,0
2030-08-05 11:00:00;327,16;0,0;196,22;130,66;0,0;0,28;0,0;0,0;0,0;0,0;0,0
