;('Biogas_n', 'District heating_n');('Biomasse_heat_n', 'District heating_n');('District heating_n', 'Heat storage_n');('District heating_n', 'Heat_demand_total_n');('District heating_n', 'excess_b_distheat_n');('Electric boiler_n', 'District heating_n');('GuD_n', 'District heating_n');('Heat storage_n', 'District heating_n');('Heatpump_air_n', 'District heating_n');('Heatpump_water_n', 'District heating_n');('ST_n', 'District heating_n')
;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow;flow
2030-01-01 00:00:00;0,0;0,0;0,0;52,28;0,0;0,0;52,01;0,28;0,0;0,0;0,0
2030-01-01 01:00:00;0,0;0,0;0,0;59,02;0,0;0,0;52,01;7,01;0,0;0,0;0,0
2030-01-01 02:00:00;0,0;0,0;0,0;64,6;0,0;0,0;52,01;12,59;0,0;0,0;0,0
2030-01-01 03:00:00;0,0;0,0;0,0;69,24;0,0;0,0;52,01;17,23;0,0;0,0;0,0
2030-01-01 04:00:00;0,0;0,0;0,0;72,89;0,0;0,0;52,01;20,88;0,0;0,0;0,0
2030-01-01 05:00:00;0,0;0,0;0,0;76,14;0,0;0,0;52,01;24,13;0,0;0,0;0,0
2030-01-01 06:00:00;0,0;0,0;0,0;78,68;0,0;0,0;52,01;26,67;0,0;0,0;0,0
2030-01-01 07:00:00;0,0;0,0;0,0;81,17;0,0;0,0;52,01;29,16;0,0;0,0;0,0
2030-01-01 08:00:00;0,0;0,0;0,0;83,51;0,0;0,0;52,01;31,5;0,0;0,0;0,0
2030-01-01 09:00:00;0,0;0,0;0,0;84,56;0,0;0,0;52,01;32,55;0,0;0,0;0,0
2030-01-01 10:00:00;0,0;0,0;0,0;84,03;0,0;0,0;52,01;32,02;0,0;0,0;0,0
2030-01-01 11:00:00;0,0;0,0;0,0;81,84;0,0;0,0;52,01;29,83;0,0;0,0;0,0
2030-01-01 12:00:00;0,0;0,0;0,0;80,18;0,0;0,0;52,01;28,17;0,0;0,0;0,0
2030-01-01 13:00:00;0,0;0,0;0,0;80,43;0,0;0,0;52,01;28,42;0,0;0,0;0,0
2030-01-01 14:00:00;0,0;0,0;0,0;82,14;0,0;0,0;52,01;30,13;0,0;0,0;0,0
2030-01-01 15:00:00;0,0;0,0;0,0;83,22;0,0;0,0;52,01;31,21;0,0;0,0;0,0
2030-01-01 16:00:00;0,0;0,0;0,0;82,36;0,0;0,0;52,01;30,35;0,0;0,0;0,0
2030-01-01 17:00:00;0,0;0,0;0,0;82,09;0,0;0,0;52,01;30,08;0,0;0,0;0,0
2030-01-01 18:00:00;0,0;0,0;0,0;82,13;0,0;0,0;52,01;30,12;0,0;0,0;0,0
2030-01-01 19:00:00;0,0;0,0;0,0;82,16;0,0;0,0;52,01;30,15;0,0;0,0;0,0
2030-01-01 20:00:00;0,0;0,0;0,0;82,19;0,0;0,0;52,01;30,18;0,0;0,0;0,0
2030-01-01 21:00:00;0,0;0,0;0,0;81,99;0,0;0,0;52,01;29,98;0,0;0,0;0,0
2030-01-01 22:00:00;0,0;0,0;0,0;81,98;0,0;0,0;52,01;29,97;0,0;0,0;0,0
2030-01-01 23:00:00;0,0;0,0;0,0;81,97;0,0;0,0;52,01;29,96;0,0;0,0;0,0
2030-01-02 00:00:00;0,0;0,0;0,0;81,74;0,0;0,0;52,01;29,73;0,0;0,0;0,0
2030-01-02 01:00:00;0,0;0,0;0,0;81,7;0,0;0,0;52,01;29,69;0,0;0,0;0,0
2030-01-02 02:00:00;0,0;0,0;0,0;81,23;0,0;0,0;52,01;29,22;0,0;0,0;0,0
2030-01-02 03:00:00;0,0;0,0;0,0;80,7;0,0;0,0;52,01;28,69;0,0;0,0;0,0
2030-01-02 04:00:00;0,0;0,0;0,0;80,36;0,0;0,0;52,01;28,35;0,0;0,0;0,0
2030-01-02 05:00:00;0,0;0,0;0,0;80,02;0,0;0,0;52,01;28,01;0,0;0,0;0,0
2030-01-02 06:00:00;0,0;0,0;0,0;79,67;0,0;0,0;52,01;27,66;0,0;0,0;0,0
2030-01-02 07:00:00;0,0;0,0;0,0;79,69;0,0;0,0;52,01;27,68;0,0;0,0;0,0
2030-01-02 08:00:00;0,0;0,0;0,0;80,12;0,0;0,0;52,01;28,11;0,0;0,0;0,0
2030-01-02 09:00:00;0,0;0,0;0,0;79,33;0,0;0,0;52,01;27,33;0,0;0,0;0,0
2030-01-02 10:00:00;0,0;0,0;0,0;77,41;0,0;0,0;52,01;25,4;0,0;0,0;0,0
2030-01-02 11:00:00;0,0;0,0;0,0;74,48;0,0;0,0;52,01;22,47;0,0;0,0;0,0
2030-01-02 12:00:00;0,0;0,0;0,0;71,61;0,0;0,0;52,01;19,6;0,0;0,0;0,0
2030-01-02 13:00:00;0,0;0,0;0,0;70,74;0,0;0,0;52,01;18,73;0,0;0,0;0,0
2030-01-02 14:00:00;0,0;0,0;0,0;71,4;0,0;0,0;52,01;19,4;0,0;0,0;0,0
2030-01-02 15:00:00;0,0;0,0;0,0;71,73;0,0;0,0;52,01;19,72;0,0;0,0;0,0
2030-01-02 16:00:00;0,0;0,0;0,0;70,42;0,0;0,0;52,01;18,41;0,0;0,0;0,0
2030-01-02 17:00:00;0,0;0,0;0,0;70,45;0,0;0,0;52,01;18,44;0,0;0,0;0,0
2030-01-02 18:00:00;0,0;0,0;0,0;70,73;0,0;0,0;52,01;18,72;0,0;0,0;0,0
2030-01-02 19:00:00;0,0;0,0;0,0;71,32;0,0;0,0;52,01;19,31;0,0;0,0;0,0
2030-01-02 20:00:00;0,0;0,0;0,0;71,78;0,0;0,0;52,01;19,77;0,0;0,0;0,0
2030-01-02 21:00:00;0,0;0,0;0,0;72,29;0,0;0,0;52,01;20,28;0,0;0,0;0,0
2030-01-02 22:00:00;0,0;0,0;0,0;73,07;0,0;0,0;52,01;21,06;0,0;0,0;0,0
2030-01-02 23:00:00;0,0;0,0;0,0;73,68;0,0;0,0;52,01;21,67;0,0;0,0;0,0
2030-01-03 00:00:00;0,0;0,0;0,0;75,67;0,0;0,0;52,01;23,66;0,0;0,0;0,0
2030-01-03 01:00:00;0,0;0,0;0,0;78,06;0,0;0,0;52,01;26,05;0,0;0,0;0,0
2030-01-03 02:00:00;0,0;0,0;0,0;80,62;0,0;0,0;52,01;28,61;0,0;0,0;0,0
2030-01-03 03:00:00;0,0;0,0;0,0;82,43;0,0;0,0;52,01;30,42;0,0;0,0;0,0
2030-01-03 04:00:00;0,0;0,0;0,0;84,23;0,0;0,0;52,01;32,22;0,0;0,0;0,0
2030-01-03 05:00:00;0,0;0,0;0,0;85,81;0,0;0,0;52,01;33,8;0,0;0,0;0,0
2030-01-03 06:00:00;0,0;0,0;0,0;87,37;0,0;0,0;52,01;35,36;0,0;0,0;0,0
2030-01-03 07:00:00;0,0;0,0;0,0;89,06;0,0;0,0;52,01;37,05;0,0;0,0;0,0
2030-01-03 08:00:00;0,0;0,0;0,0;90,21;0,0;0,0;52,01;38,2;0,0;0,0;0,0
2030-01-03 09:00:00;0,0;0,0;0,0;86,42;0,0;0,0;52,01;34,41;0,0;0,0;0,0
2030-01-03 10:00:00;0,0;0,0;0,0;81,64;0,0;0,0;52,01;29,63;0,0;0,0;0,0
2030-01-03 11:00:00;0,0;0,0;0,0;75,39;0,0;0,0;52,01;23,38;0,0;0,0;0,0
2030-01-03 12:00:00;0,0;0,0;0,0;70,41;0,0;0,0;52,01;18,4;0,0;0,0;0,0
2030-01-03 13:00:00;0,0;0,0;0,0;68,75;0,0;0,0;52,01;16,74;0,0;0,0;0,0
2030-01-03 14:00:00;0,0;0,0;0,0;69,61;0,0;0,0;52,01;17,6;0,0;0,0;0,0
2030-01-03 15:00:00;0,0;0,0;0,0;71,7;0,0;0,0;52,01;19,69;0,0;0,0;0,0
2030-01-03 16:00:00;0,0;0,0;0,0;73,12;0,0;0,0;52,01;21,11;0,0;0,0;0,0
2030-01-03 17:00:00;0,0;0,0;0,0;74,57;0,0;0,0;52,01;22,56;0,0;0,0;0,0
2030-01-03 18:00:00;0,0;0,0;0,0;76,43;0,0;0,0;52,01;24,42;0,0;0,0;0,0
2030-01-03 19:00:00;0,0;0,0;0,0;78,35;0,0;0,0;52,01;26,34;0,0;0,0;0,0
2030-01-03 20:00:00;0,0;0,0;0,0;80,54;0,0;0,0;52,01;28,53;0,0;0,0;0,0
2030-01-03 21:00:00;0,0;0,0;0,0;82,58;0,0;0,0;52,01;30,57;0,0;0,0;0,0
2030-01-03 22:00:00;0,0;0,0;0,0;84,65;0,0;0,0;52,01;32,64;0,0;0,0;0,0
2030-01-03 23:00:00;0,0;0,0;0,0;86,74;0,0;0,0;52,01;34,73;0,0;0,0;0,0
2030-01-04 00:00:00;0,0;0,0;0,0;88,4;0,0;0,0;52,01;36,39;0,0;0,0;0,0
2030-01-04 01:00:00;0,0;0,0;0,0;90,47;0,0;0,0;52,01;38,47;0,0;0,0;0,0
2030-01-04 02:00:00;0,0;0,0;0,0;92,57;0,0;0,0;52,01;40,56;0,0;0,0;0,0
2030-01-04 03:00:00;0,0;0,0;0,0;94,01;0,0;0,0;52,01;42,0;0,0;0,0;0,0
2030-01-04 04:00:00;0,0;0,0;0,0;95,6;0,0;0,0;52,01;43,59;0,0;0,0;0,0
2030-01-04 05:00:00;0,0;0,0;0,0;97,17;0,0;0,0;52,01;45,16;0,0;0,0;0,0
2030-01-04 06:00:00;0,0;0,0;0,0;98,49;0,0;0,0;52,01;46,48;0,0;0,0;0,0
2030-01-04 07:00:00;0,0;0,0;0,0;100,14;0,0;0,0;52,01;48,13;0,0;0,0;0,0
2030-01-04 08:00:00;0,0;0,0;0,0;101,49;0,0;0,0;52,01;49,49;0,0;0,0;0,0
2030-01-04 09:00:00;0,0;0,0;0,0;98,62;0,0;0,0;52,01;46,61;0,0;0,0;0,0
2030-01-04 10:00:00;0,0;0,0;0,0;94,14;0,0;0,0;52,01;42,13;0,0;0,0;0,0
2030-01-04 11:00:00;0,0;0,0;0,0;88,46;0,0;0,0;52,01;36,45;0,0;0,0;0,0
2030-01-04 12:00:00;0,0;0,0;0,0;84,81;0,0;0,0;52,01;32,81;0,0;0,0;0,0
2030-01-04 13:00:00;0,0;0,0;0,0;83,55;0,0;0,0;52,01;31,54;0,0;0,0;0,0
2030-01-04 14:00:00;0,0;0,0;0,0;84,57;0,0;0,0;52,01;32,56;0,0;0,0;0,0
2030-01-04 15:00:00;0,0;0,0;0,0;86,62;0,0;0,0;52,01;34,61;0,0;0,0;0,0
2030-01-04 16:00:00;0,0;0,0;0,0;88,43;0,0;0,0;52,01;36,42;0,0;0,0;0,0
2030-01-04 17:00:00;0,0;0,0;0,0;88,22;0,0;0,0;52,01;36,21;0,0;0,0;0,0
2030-01-04 18:00:00;0,0;0,0;0,0;88,17;0,0;0,0;52,01;36,16;0,0;0,0;0,0
2030-01-04 19:00:00;0,0;0,0;0,0;88,22;0,0;0,0;52,01;36,21;0,0;0,0;0,0
2030-01-04 20:00:00;0,0;0,0;0,0;87,96;0,0;0,0;52,01;35,95;0,0;0,0;0,0
2030-01-04 21:00:00;0,0;0,0;0,0;87,61;0,0;0,0;52,01;35,6;0,0;0,0;0,0
2030-01-04 22:00:00;0,0;0,0;0,0;87,41;0,0;0,0;52,01;35,4;0,0;0,0;0,0
2030-01-04 23:00:00;0,0;0,0;0,0;86,96;0,0;0,0;52,01;34,95;0,0;0,0;0,0
2030-01-05 00:00:00;0,0;0,0;0,0;85,77;0,0;0,0;52,01;33,77;0,0;0,0;0,0
2030-01-05 01:00:00;0,0;0,0;0,0;84,47;0,0;0,0;52,01;32,46;0,0;0,0;0,0
2030-01-05 02:00:00;0,0;0,0;0,0;82,84;0,0;0,0;52,01;30,83;0,0;0,0;0,0
2030-01-05 03:00:00;0,0;0,0;0,0;81,77;0,0;0,0;52,01;29,77;0,0;0,0;0,0
2030-01-05 04:00:00;0,0;0,0;0,0;80,71;0,0;0,0;52,01;28,7;0,0;0,0;0,0
2030-01-05 05:00:00;0,0;0,0;0,0;79,41;0,0;0,0;52,01;27,4;0,0;0,0;0,0
2030-01-05 06:00:00;0,0;0,0;0,0;78,53;0,0;0,0;52,01;26,52;0,0;0,0;0,0
2030-01-05 07:00:00;0,0;0,0;0,0;77,45;0,0;0,0;52,01;25,45;0,0;0,0;0,0
2030-01-05 08:00:00;0,0;0,0;0,0;76,83;0,0;0,0;52,01;24,82;0,0;0,0;0,0
2030-01-05 09:00:00;0,0;0,0;0,0;74,67;0,0;0,0;52,01;22,66;0,0;0,0;0,0
2030-01-05 10:00:00;0,0;0,0;0,0;72,15;0,0;0,0;52,01;20,14;0,0;0,0;0,0
2030-01-05 11:00:00;0,0;0,0;0,0;68,35;0,0;0,0;52,01;16,34;0,0;0,0;0,0
2030-01-05 12:00:00;0,0;0,0;0,0;64,97;0,0;0,0;52,01;12,96;0,0;0,0;0,0
2030-01-05 13:00:00;0,0;0,0;0,0;62,35;0,0;0,0;52,01;10,34;0,0;0,0;0,0
2030-01-05 14:00:00;0,0;0,0;0,0;61,13;0,0;0,0;52,01;9,12;0,0;0,0;0,0
2030-01-05 15:00:00;0,0;0,0;0,0;60,93;0,0;0,0;52,01;8,92;0,0;0,0;0,0
2030-01-05 16:00:00;0,0;0,0;0,0;61,92;0,0;0,0;52,01;9,92;0,0;0,0;0,0
2030-01-05 17:00:00;0,0;0,0;0,0;61,18;0,0;0,0;52,01;9,17;0,0;0,0;0,0
2030-01-05 18:00:00;0,0;0,0;0,0;60,44;0,0;0,0;52,01;8,44;0,0;0,0;0,0
2030-01-05 19:00:00;0,0;0,0;0,0;59,71;0,0;0,0;52,01;7,7;0,0;0,0;0,0
2030-01-05 20:00:00;0,0;0,0;0,0;58,97;0,0;0,0;52,01;6,96;0,0;0,0;0,0
2030-01-05 21:00:00;0,0;0,0;0,0;58,24;0,0;0,0;52,01;6,23;0,0;0,0;0,0
2030-01-05 22:00:00;0,0;0,0;0,0;57,5;0,0;0,0;52,01;5,49;0,0;0,0;0,0
2030-01-05 23:00:00;0,0;0,0;0,0;56,77;0,0;0,0;52,01;4,76;0,0;0,0;0,0
2030-01-06 00:00:00;0,0;0,0;0,0;56,94;0,0;0,0;52,01;4,93;0,0;0,0;0,0
2030-01-06 01:00:00;0,0;0,0;0,0;57,44;0,0;0,0;52,01;5,43;0,0;0,0;0,0
2030-01-06 02:00:00;0,0;0,0;0,0;57,83;0,0;0,0;52,01;5,83;0,0;0,0;0,0
2030-01-06 03:00:00;0,0;0,0;0,0;58,07;0,0;0,0;52,01;6,06;0,0;0,0;0,0
2030-01-06 04:00:00;0,0;0,0;0,0;58,32;0,0;0,0;52,01;6,31;0,0;0,0;0,0
2030-01-06 05:00:00;0,0;0,0;0,0;58,6;0,0;0,0;52,01;6,59;0,0;0,0;0,0
2030-01-06 06:00:00;0,0;0,0;0,0;58,89;0,0;0,0;52,01;6,88;0,0;0,0;0,0
2030-01-06 07:00:00;0,0;0,0;0,0;58,98;0,0;0,0;52,01;6,97;0,0;0,0;0,0
2030-01-06 08:00:00;0,0;0,0;0,0;58,82;0,0;0,0;52,01;6,81;0,0;0,0;0,0
2030-01-06 09:00:00;0,0;0,0;0,0;54,63;0,0;0,0;52,01;2,62;0,0;0,0;0,0
2030-01-06 10:00:00;0,0;0,0;2,6;49,41;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 11:00:00;0,0;0,0;8,04;43,96;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 12:00:00;0,0;0,0;12,42;39,59;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 13:00:00;0,0;0,0;15,57;36,44;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 14:00:00;0,0;0,0;16,2;35,81;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 15:00:00;0,0;0,0;15,13;36,88;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 16:00:00;0,0;0,0;12,5;39,51;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 17:00:00;0,0;0,0;11,44;40,57;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 18:00:00;0,0;0,0;10,52;41,48;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 19:00:00;0,0;0,0;9,58;42,43;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 20:00:00;0,0;0,0;8,37;43,64;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 21:00:00;0,0;0,0;7,34;44,66;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 22:00:00;0,0;0,0;6,3;45,7;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-06 23:00:00;0,0;0,0;5,03;46,98;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-07 00:00:00;0,0;0,0;3,72;48,29;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-07 01:00:00;0,0;0,0;2,15;49,86;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-07 02:00:00;0,0;0,0;0,76;51,25;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-07 03:00:00;0,0;0,0;0,0;52,42;0,0;0,0;52,01;0,42;0,0;0,0;0,0
2030-01-07 04:00:00;0,0;0,0;0,0;53,36;0,0;0,0;52,01;1,35;0,0;0,0;0,0
2030-01-07 05:00:00;0,0;0,0;0,0;54,48;0,0;0,0;52,01;2,47;0,0;0,0;0,0
2030-01-07 06:00:00;0,0;0,0;0,0;55,15;0,0;0,0;52,01;3,14;0,0;0,0;0,0
2030-01-07 07:00:00;0,0;0,0;0,0;56,35;0,0;0,0;52,01;4,34;0,0;0,0;0,0
2030-01-07 08:00:00;0,0;0,0;0,0;57,5;0,0;0,0;52,01;5,49;0,0;0,0;0,0
2030-01-07 09:00:00;0,0;0,0;0,0;58,94;0,0;0,0;52,01;6,93;0,0;0,0;0,0
2030-01-07 10:00:00;0,0;0,0;0,0;59,37;0,0;0,0;52,01;7,36;0,0;0,0;0,0
2030-01-07 11:00:00;0,0;0,0;0,0;57,78;0,0;0,0;52,01;5,77;0,0;0,0;0,0
2030-01-07 12:00:00;0,0;0,0;0,0;56,88;0,0;0,0;52,01;4,87;0,0;0,0;0,0
2030-01-07 13:00:00;0,0;0,0;0,0;54,28;0,0;0,0;52,01;2,27;0,0;0,0;0,0
2030-01-07 14:00:00;0,0;0,0;0,0;53,84;0,0;0,0;52,01;1,83;0,0;0,0;0,0
2030-01-07 15:00:00;0,0;0,0;0,0;53,55;0,0;0,0;52,01;1,54;0,0;0,0;0,0
2030-01-07 16:00:00;0,0;0,0;0,0;52,65;0,0;0,0;52,01;0,64;0,0;0,0;0,0
2030-01-07 17:00:00;0,0;0,0;0,0;52,65;0,0;0,0;52,01;0,64;0,0;0,0;0,0
2030-01-07 18:00:00;0,0;0,0;0,0;53,28;0,0;0,0;52,01;1,27;0,0;0,0;0,0
2030-01-07 19:00:00;0,0;0,0;0,0;53,77;0,0;0,0;52,01;1,76;0,0;0,0;0,0
2030-01-07 20:00:00;0,0;0,0;0,0;54,53;0,0;0,0;52,01;2,52;0,0;0,0;0,0
2030-01-07 21:00:00;0,0;0,0;0,0;55,13;0,0;0,0;52,01;3,12;0,0;0,0;0,0
2030-01-07 22:00:00;0,0;0,0;0,0;55,98;0,0;0,0;52,01;3,97;0,0;0,0;0,0
2030-01-07 23:00:00;0,0;0,0;0,0;56,66;0,0;0,0;52,01;4,65;0,0;0,0;0,0
2030-01-08 00:00:00;0,0;0,0;0,0;57,11;0,0;0,0;52,01;5,11;0,0;0,0;0,0
2030-01-08 01:00:00;0,0;0,0;0,0;57,55;0,0;0,0;52,01;5,55;0,0;0,0;0,0
2030-01-08 02:00:00;0,0;0,0;0,0;57,98;0,0;0,0;52,01;5,97;0,0;0,0;0,0
2030-01-08 03:00:00;0,0;0,0;0,0;58,39;0,0;0,0;52,01;6,38;0,0;0,0;0,0
2030-01-08 04:00:00;0,0;0,0;0,0;58,57;0,0;0,0;52,01;6,56;0,0;0,0;0,0
2030-01-08 05:00:00;0,0;0,0;0,0;58,72;0,0;0,0;52,01;6,71;0,0;0,0;0,0
2030-01-08 06:00:00;0,0;0,0;0,0;59,06;0,0;0,0;52,01;7,05;0,0;0,0;0,0
2030-01-08 07:00:00;0,0;0,0;0,0;59,55;0,0;0,0;52,01;7,54;0,0;0,0;0,0
2030-01-08 08:00:00;0,0;0,0;0,0;60,21;0,0;0,0;52,01;8,2;0,0;0,0;0,0
2030-01-08 09:00:00;0,0;0,0;0,0;60,73;0,0;0,0;52,01;8,72;0,0;0,0;0,0
2030-01-08 10:00:00;0,0;0,0;0,0;60,44;0,0;0,0;52,01;8,43;0,0;0,0;0,0
2030-01-08 11:00:00;0,0;0,0;0,0;58,57;0,0;0,0;52,01;6,56;0,0;0,0;0,0
2030-01-08 12:00:00;0,0;0,0;0,0;57,45;0,0;0,0;52,01;5,44;0,0;0,0;0,0
2030-01-08 13:00:00;0,0;0,0;0,57;51,44;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 14:00:00;0,0;0,0;2,57;49,44;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 15:00:00;0,0;0,0;2,59;49,42;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 16:00:00;0,0;0,0;3,18;48,83;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 17:00:00;0,0;0,0;3,81;48,2;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 18:00:00;0,0;0,0;3,83;48,18;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 19:00:00;0,0;0,0;3,78;48,23;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 20:00:00;0,0;0,0;3,89;48,12;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 21:00:00;0,0;0,0;3,75;48,26;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 22:00:00;0,0;0,0;3,57;48,44;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-08 23:00:00;0,0;0,0;3,58;48,43;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 00:00:00;0,0;0,0;3,14;48,87;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 01:00:00;0,0;0,0;2,42;49,59;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 02:00:00;0,0;0,0;2,07;49,94;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 03:00:00;0,0;0,0;1,5;50,51;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 04:00:00;0,0;0,0;1,12;50,89;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 05:00:00;0,0;0,0;0,75;51,26;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 06:00:00;0,0;0,0;0,37;51,63;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 07:00:00;0,0;0,0;0,0;52,6;0,0;0,0;52,01;0,59;0,0;0,0;0,0
2030-01-09 08:00:00;0,0;0,0;0,0;53,56;0,0;0,0;52,01;1,55;0,0;0,0;0,0
2030-01-09 09:00:00;0,0;0,0;0,0;55,07;0,0;0,0;52,01;3,06;0,0;0,0;0,0
2030-01-09 10:00:00;0,0;0,0;0,0;54,96;0,0;0,0;52,01;2,95;0,0;0,0;0,0
2030-01-09 11:00:00;0,0;0,0;0,0;53,46;0,0;0,0;52,01;1,45;0,0;0,0;0,0
2030-01-09 12:00:00;0,0;0,0;0,0;52,7;0,0;0,0;52,01;0,69;0,0;0,0;0,0
2030-01-09 13:00:00;0,0;0,0;0,0;53,36;0,0;0,0;52,01;1,35;0,0;0,0;0,0
2030-01-09 14:00:00;0,0;0,0;0,0;55,08;0,0;0,0;52,01;3,07;0,0;0,0;0,0
2030-01-09 15:00:00;0,0;0,0;0,0;55,5;0,0;0,0;52,01;3,49;0,0;0,0;0,0
2030-01-09 16:00:00;0,0;0,0;0,0;53,68;0,0;0,0;52,01;1,67;0,0;0,0;0,0
2030-01-09 17:00:00;0,0;0,0;0,0;52,79;0,0;0,0;52,01;0,78;0,0;0,0;0,0
2030-01-09 18:00:00;0,0;0,0;0,04;51,97;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 19:00:00;0,0;0,0;0,69;51,32;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 20:00:00;0,0;0,0;1,35;50,66;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 21:00:00;0,0;0,0;1,81;50,2;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 22:00:00;0,0;0,0;2,92;49,09;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-09 23:00:00;0,0;0,0;3,87;48,14;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 00:00:00;0,0;0,0;4,62;47,38;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 01:00:00;0,0;0,0;5,37;46,63;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 02:00:00;0,0;0,0;6,12;45,89;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 03:00:00;0,0;0,0;6,64;45,37;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 04:00:00;0,0;0,0;7,35;44,66;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 05:00:00;0,0;0,0;7,84;44,17;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 06:00:00;0,0;0,0;8,08;43,92;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 07:00:00;0,0;0,0;8,36;43,65;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 08:00:00;0,0;0,0;8,01;44,0;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 09:00:00;0,0;0,0;8,41;43,6;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 10:00:00;0,0;0,0;11,01;41,0;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 11:00:00;0,0;0,0;14,03;37,98;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 12:00:00;0,0;0,0;16,06;35,95;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 13:00:00;0,0;0,0;16,19;35,82;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 14:00:00;0,0;0,0;15,18;36,83;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 15:00:00;0,0;0,0;14,95;37,06;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 16:00:00;0,0;0,0;16,41;35,6;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 17:00:00;0,0;0,0;16,57;35,44;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 18:00:00;0,0;0,0;16,74;35,27;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 19:00:00;0,0;0,0;16,43;35,58;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 20:00:00;0,0;0,0;16,49;35,52;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 21:00:00;0,0;0,0;16,32;35,69;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 22:00:00;0,0;0,0;16,11;35,9;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-10 23:00:00;0,0;0,0;15,86;36,15;0,0;0,0;52,01;0,0;0,0;0,0;0,0
2030-01-11 00:00:00;0,0;0,0;14,7;37,31;0,0;0,0;52,01;0,0;0,0;0,0;0,0
