,"(('BioHolz', 'BioTransformer'), 'flow')","(('BioHolz', 'Biomasse_Strom'), 'flow')","(('BioHolz', 'Biomasse_Waerme'), 'flow')","(('Import_Holz', 'BioHolz'), 'flow')"
2030-01-01 00:00:00,"712,3741443809038","0,0","0,0","712,3741443809038"
2030-01-01 01:00:00,"732,7183756918121","0,0","0,0","732,7183756918121"
2030-01-01 02:00:00,"757,2736935588314","0,0","0,0","757,2736935588314"
2030-01-01 03:00:00,"768,8492951222343","0,0","0,0","768,8492951222343"
2030-01-01 04:00:00,"868,2523283359494","0,0","0,0","868,2523283359494"
2030-01-01 05:00:00,"1056,6661097920344","0,0","0,0","1056,6661097920344"
2030-01-01 06:00:00,"1229,3227096036742","0,0","0,0","1229,3227096036742"
2030-01-01 07:00:00,"1303,3172223612357","0,0","0,0","1303,3172223612357"
2030-01-01 08:00:00,"1286,6190354481885","0,0","0,0","1286,6190354481885"
2030-01-01 09:00:00,"1233,1458680753537","0,0","0,0","1233,1458680753537"
2030-01-01 10:00:00,"1231,0905893099996","0,0","0,0","1231,0905893099996"
2030-01-01 11:00:00,"1186,9515470710758","0,0","0,0","1186,9515470710758"
2030-01-01 12:00:00,"1145,0737292164106","0,0","0,0","1145,0737292164106"
2030-01-01 13:00:00,"1123,1730129395876","0,0","0,0","1123,1730129395876"
2030-01-01 14:00:00,"1088,337831105662","0,0","0,0","1088,337831105662"
2030-01-01 15:00:00,"999,0393087024877","0,0","0,0","999,0393087024877"
2030-01-01 16:00:00,"1037,4278076992553","0,0","0,0","1037,4278076992553"
2030-01-01 17:00:00,"1025,6856840181624","0,0","0,0","1025,6856840181624"
2030-01-01 18:00:00,"975,6525328968073","0,0","0,0","975,6525328968073"
2030-01-01 19:00:00,"970,1024026521746","0,0","0,0","970,1024026521746"
2030-01-01 20:00:00,"975,0794687372237","0,0","0,0","975,0794687372237"
2030-01-01 21:00:00,"935,5015258865874","0,0","0,0","935,5015258865874"
2030-01-01 22:00:00,"841,4691036942222","0,0","0,0","841,4691036942222"
2030-01-01 23:00:00,"757,3430975975882","0,0","0,0","757,3430975975882"
2030-01-02 00:00:00,"773,3096636174857","0,0","0,0","773,3096636174857"
2030-01-02 01:00:00,"782,203167039721","0,0","0,0","782,203167039721"
2030-01-02 02:00:00,"798,705771256562","0,0","0,0","798,705771256562"
2030-01-02 03:00:00,"895,4822968801764","0,0","0,0","895,4822968801764"
2030-01-02 04:00:00,"992,5612504415424","0,0","0,0","992,5612504415424"
2030-01-02 05:00:00,"1279,366476399799","0,0","0,0","1279,366476399799"
2030-01-02 06:00:00,"1253,7132711570778","0,0","0,0","1253,7132711570778"
2030-01-02 07:00:00,"1285,9751998203076","0,0","0,0","1285,9751998203076"
2030-01-02 08:00:00,"1252,0258636973574","0,0","0,0","1252,0258636973574"
2030-01-02 09:00:00,"1225,7234200484781","0,0","0,0","1225,7234200484781"
2030-01-02 10:00:00,"1190,0166858739506","0,0","0,0","1190,0166858739506"
2030-01-02 11:00:00,"1133,9811935760847","0,0","0,0","1133,9811935760847"
2030-01-02 12:00:00,"1086,3980226190545","0,0","0,0","1086,3980226190545"
2030-01-02 13:00:00,"1063,9722729175603","0,0","0,0","1063,9722729175603"
2030-01-02 14:00:00,"1020,0894498915254","0,0","0,0","1020,0894498915254"
2030-01-02 15:00:00,"1039,887387688607","0,0","0,0","1039,887387688607"
2030-01-02 16:00:00,"1059,6774263822847","0,0","0,0","1059,6774263822847"
2030-01-02 17:00:00,"1117,8734180691224","0,0","0,0","1117,8734180691224"
2030-01-02 18:00:00,"1125,1265278371834","0,0","0,0","1125,1265278371834"
2030-01-02 19:00:00,"1100,3062497462372","0,0","0,0","1100,3062497462372"
2030-01-02 20:00:00,"1058,4028292629903","0,0","0,0","1058,4028292629903"
2030-01-02 21:00:00,"1051,7998660608844","0,0","0,0","1051,7998660608844"
2030-01-02 22:00:00,"997,5864550009126","0,0","0,0","997,5864550009126"
2030-01-02 23:00:00,"896,6831578679339","0,0","0,0","896,6831578679339"
2030-01-03 00:00:00,"969,384429767187","0,0","0,0","969,384429767187"
2030-01-03 01:00:00,"976,7113936160088","0,0","0,0","976,7113936160088"
2030-01-03 02:00:00,"990,6155082216646","0,0","0,0","990,6155082216646"
2030-01-03 03:00:00,"1043,3716564420158","0,0","0,0","1043,3716564420158"
2030-01-03 04:00:00,"1190,5736232807164","0,0","0,0","1190,5736232807164"
2030-01-03 05:00:00,"1571,9282874892494","0,0","0,0","1571,9282874892494"
2030-01-03 06:00:00,"1830,808787579824","0,0","0,0","1830,808787579824"
2030-01-03 07:00:00,"1954,9996159187062","0,0","0,0","1954,9996159187062"
2030-01-03 08:00:00,"1985,1910119012866","0,0","0,0","1985,1910119012866"
2030-01-03 09:00:00,"1963,35954018525","0,0","0,0","1963,35954018525"
2030-01-03 10:00:00,"1900,4907589264226","0,0","0,0","1900,4907589264226"
2030-01-03 11:00:00,"1859,5940970238162","0,0","0,0","1859,5940970238162"
2030-01-03 12:00:00,"1796,4249903882799","0,0","0,0","1796,4249903882799"
2030-01-03 13:00:00,"1714,0873143118647","0,0","0,0","1714,0873143118647"
2030-01-03 14:00:00,"1718,7231321012441","0,0","0,0","1718,7231321012441"
2030-01-03 15:00:00,"1666,9538266511238","0,0","0,0","1666,9538266511238"
2030-01-03 16:00:00,"1637,2839523272594","0,0","0,0","1637,2839523272594"
2030-01-03 17:00:00,"1620,862982418694","0,0","0,0","1620,862982418694"
2030-01-03 18:00:00,"1557,4998556136995","0,0","0,0","1557,4998556136995"
2030-01-03 19:00:00,"1450,7055498610318","0,0","0,0","1450,7055498610318"
2030-01-03 20:00:00,"1335,7063455982127","0,0","0,0","1335,7063455982127"
2030-01-03 21:00:00,"1242,5214346032378","0,0","0,0","1242,5214346032378"
2030-01-03 22:00:00,"1144,927159096366","0,0","0,0","1144,927159096366"
2030-01-03 23:00:00,"1012,2912109806214","0,0","0,0","1012,2912109806214"
2030-01-04 00:00:00,"1101,6080464094637","0,0","0,0","1101,6080464094637"
2030-01-04 01:00:00,"1091,7631428283282","0,0","0,0","1091,7631428283282"
2030-01-04 02:00:00,"1111,3109419132422","0,0","0,0","1111,3109419132422"
2030-01-04 03:00:00,"1154,7692469056963","0,0","0,0","1154,7692469056963"
2030-01-04 04:00:00,"1298,289175723815","0,0","0,0","1298,289175723815"
2030-01-04 05:00:00,"1727,4996991020696","0,0","0,0","1727,4996991020696"
2030-01-04 06:00:00,"1933,3361792275577","0,0","0,0","1933,3361792275577"
2030-01-04 07:00:00,"1971,776891839448","0,0","0,0","1971,776891839448"
2030-01-04 08:00:00,"2025,9127885067926","0,0","0,0","2025,9127885067926"
2030-01-04 09:00:00,"2008,3771623056643","0,0","0,0","2008,3771623056643"
2030-01-04 10:00:00,"1961,2025443896118","0,0","0,0","1961,2025443896118"
2030-01-04 11:00:00,"1956,7390922579605","0,0","0,0","1956,7390922579605"
2030-01-04 12:00:00,"1887,467329040227","0,0","0,0","1887,467329040227"
2030-01-04 13:00:00,"1787,8605547626742","0,0","0,0","1787,8605547626742"
2030-01-04 14:00:00,"1771,6548051320203","0,0","0,0","1771,6548051320203"
2030-01-04 15:00:00,"1747,2291314532351","0,0","0,0","1747,2291314532351"
2030-01-04 16:00:00,"1686,247626117277","0,0","0,0","1686,247626117277"
2030-01-04 17:00:00,"1689,9336527714179","0,0","0,0","1689,9336527714179"
2030-01-04 18:00:00,"1645,48227371552","0,0","0,0","1645,48227371552"
2030-01-04 19:00:00,"1574,830704467473","0,0","0,0","1574,830704467473"
2030-01-04 20:00:00,"1465,5925772918406","0,0","0,0","1465,5925772918406"
2030-01-04 21:00:00,"1418,9690006052308","0,0","0,0","1418,9690006052308"
2030-01-04 22:00:00,"1321,0710543423056","0,0","0,0","1321,0710543423056"
2030-01-04 23:00:00,"1140,756777163414","0,0","0,0","1140,756777163414"
2030-01-05 00:00:00,"1141,3162625507507","0,0","0,0","1141,3162625507507"
2030-01-05 01:00:00,"1131,554709069685","0,0","0,0","1131,554709069685"
2030-01-05 02:00:00,"1152,059945483846","0,0","0,0","1152,059945483846"
2030-01-05 03:00:00,"1196,9583600940616","0,0","0,0","1196,9583600940616"
2030-01-05 04:00:00,"1343,7073936654967","0,0","0,0","1343,7073936654967"
2030-01-05 05:00:00,"1786,876837263448","0,0","0,0","1786,876837263448"
2030-01-05 06:00:00,"2000,8267625957371","0,0","0,0","2000,8267625957371"
2030-01-05 07:00:00,"2042,543553843064","0,0","0,0","2042,543553843064"
2030-01-05 08:00:00,"2099,4400304441033","0,0","0,0","2099,4400304441033"
2030-01-05 09:00:00,"2081,2095041231364","0,0","0,0","2081,2095041231364"
2030-01-05 10:00:00,"2032,4220396961725","0,0","0,0","2032,4220396961725"
2030-01-05 11:00:00,"2027,6473310574927","0,0","0,0","2027,6473310574927"
2030-01-05 12:00:00,"1954,9865014863992","0,0","0,0","1954,9865014863992"
2030-01-05 13:00:00,"1850,17363903318","0,0","0,0","1850,17363903318"
2030-01-05 14:00:00,"1833,3312202922136","0,0","0,0","1833,3312202922136"
2030-01-05 15:00:00,"1808,7264939884903","0,0","0,0","1808,7264939884903"
2030-01-05 16:00:00,"1744,6880691888705","0,0","0,0","1744,6880691888705"
2030-01-05 17:00:00,"1749,6023285829917","0,0","0,0","1749,6023285829917"
2030-01-05 18:00:00,"1704,6128948515413","0,0","0,0","1704,6128948515413"
2030-01-05 19:00:00,"1630,975131250389","0,0","0,0","1630,975131250389"
2030-01-05 20:00:00,"1516,60725914803","0,0","0,0","1516,60725914803"
2030-01-05 21:00:00,"1469,4603354856165","0,0","0,0","1469,4603354856165"
2030-01-05 22:00:00,"1368,3682669431325","0,0","0,0","1368,3682669431325"
2030-01-05 23:00:00,"1181,4159768218435","0,0","0,0","1181,4159768218435"
2030-01-06 00:00:00,"742,8159908873413","0,0","0,0","742,8159908873413"
2030-01-06 01:00:00,"761,5333847207216","0,0","0,0","761,5333847207216"
2030-01-06 02:00:00,"781,4659953412792","0,0","0,0","781,4659953412792"
2030-01-06 03:00:00,"821,0244149008239","0,0","0,0","821,0244149008239"
2030-01-06 04:00:00,"968,499808592926","0,0","0,0","968,499808592926"
2030-01-06 05:00:00,"1265,320155390728","0,0","0,0","1265,320155390728"
2030-01-06 06:00:00,"1465,2652006232613","0,0","0,0","1465,2652006232613"
2030-01-06 07:00:00,"1574,6422930268898","0,0","0,0","1574,6422930268898"
2030-01-06 08:00:00,"1592,8151250049525","0,0","0,0","1592,8151250049525"
2030-01-06 09:00:00,"1554,6024906141959","0,0","0,0","1554,6024906141959"
2030-01-06 10:00:00,"1503,6198048333097","0,0","0,0","1503,6198048333097"
2030-01-06 11:00:00,"1449,170686227892","0,0","0,0","1449,170686227892"
2030-01-06 12:00:00,"1405,1404563164704","0,0","0,0","1405,1404563164704"
