,"(('BioTransformer', 'Festbrennstoffe'), 'flow')","(('Festbrennstoffe', 'Last_Biomasse_ges'), 'flow')","(('Import_Braunkohle', 'Festbrennstoffe'), 'flow')","(('Import_Steinkohle', 'Festbrennstoffe'), 'flow')"
2030-01-01 00:00:00,"712,3741443809038","759,7878065528412","0,0","47,41366217193737"
2030-01-01 01:00:00,"732,7183756918121","780,1320378637495","0,0","47,41366217193737"
2030-01-01 02:00:00,"757,2736935588314","804,6873557307688","0,0","47,41366217193737"
2030-01-01 03:00:00,"768,8492951222343","816,2629572941717","0,0","47,41366217193737"
2030-01-01 04:00:00,"868,2523283359494","915,6659905078868","0,0","47,41366217193737"
2030-01-01 05:00:00,"1056,6661097920344","1104,0797719639718","0,0","47,41366217193737"
2030-01-01 06:00:00,"1229,3227096036742","1276,7363717756116","0,0","47,41366217193737"
2030-01-01 07:00:00,"1303,3172223612357","1350,7308845331731","0,0","47,41366217193737"
2030-01-01 08:00:00,"1286,6190354481885","1334,0326976201259","0,0","47,41366217193737"
2030-01-01 09:00:00,"1233,1458680753537","1280,5595302472911","0,0","47,41366217193737"
2030-01-01 10:00:00,"1231,0905893099996","1278,504251481937","0,0","47,41366217193737"
2030-01-01 11:00:00,"1186,9515470710758","1234,3652092430132","0,0","47,41366217193737"
2030-01-01 12:00:00,"1145,0737292164106","1192,487391388348","0,0","47,41366217193737"
2030-01-01 13:00:00,"1123,1730129395876","1170,586675111525","0,0","47,41366217193737"
2030-01-01 14:00:00,"1088,337831105662","1135,7514932775994","0,0","47,41366217193737"
2030-01-01 15:00:00,"999,0393087024877","1046,452970874425","0,0","47,41366217193737"
2030-01-01 16:00:00,"1037,4278076992553","1084,8414698711927","0,0","47,41366217193737"
2030-01-01 17:00:00,"1025,6856840181624","1073,0993461900998","0,0","47,41366217193737"
2030-01-01 18:00:00,"975,6525328968073","1023,0661950687447","0,0","47,41366217193737"
2030-01-01 19:00:00,"970,1024026521746","1017,516064824112","0,0","47,41366217193737"
2030-01-01 20:00:00,"975,0794687372237","1022,4931309091611","0,0","47,41366217193737"
2030-01-01 21:00:00,"935,5015258865874","982,9151880585248","0,0","47,41366217193737"
2030-01-01 22:00:00,"841,4691036942222","888,8827658661596","0,0","47,41366217193737"
2030-01-01 23:00:00,"757,3430975975882","804,7567597695256","0,0","47,41366217193737"
2030-01-02 00:00:00,"773,3096636174857","820,7233257894231","0,0","47,41366217193737"
2030-01-02 01:00:00,"782,203167039721","829,6168292116585","0,0","47,41366217193737"
2030-01-02 02:00:00,"798,705771256562","846,1194334284994","0,0","47,41366217193737"
2030-01-02 03:00:00,"895,4822968801764","942,8959590521138","0,0","47,41366217193737"
2030-01-02 04:00:00,"992,5612504415424","1039,9749126134798","0,0","47,41366217193737"
2030-01-02 05:00:00,"1279,366476399799","1326,7801385717364","0,0","47,41366217193737"
2030-01-02 06:00:00,"1253,7132711570778","1301,1269333290152","0,0","47,41366217193737"
2030-01-02 07:00:00,"1285,9751998203076","1333,388861992245","0,0","47,41366217193737"
2030-01-02 08:00:00,"1252,0258636973574","1299,4395258692948","0,0","47,41366217193737"
2030-01-02 09:00:00,"1225,7234200484781","1273,1370822204156","0,0","47,41366217193737"
2030-01-02 10:00:00,"1190,0166858739506","1237,430348045888","0,0","47,41366217193737"
2030-01-02 11:00:00,"1133,9811935760847","1181,394855748022","0,0","47,41366217193737"
2030-01-02 12:00:00,"1086,3980226190545","1133,8116847909919","0,0","47,41366217193737"
2030-01-02 13:00:00,"1063,9722729175603","1111,3859350894977","0,0","47,41366217193737"
2030-01-02 14:00:00,"1020,0894498915254","1067,5031120634628","0,0","47,41366217193737"
2030-01-02 15:00:00,"1039,887387688607","1087,3010498605445","0,0","47,41366217193737"
2030-01-02 16:00:00,"1059,6774263822847","1107,091088554222","0,0","47,41366217193737"
2030-01-02 17:00:00,"1117,8734180691224","1165,2870802410598","0,0","47,41366217193737"
2030-01-02 18:00:00,"1125,1265278371834","1172,5401900091208","0,0","47,41366217193737"
2030-01-02 19:00:00,"1100,3062497462372","1147,7199119181746","0,0","47,41366217193737"
2030-01-02 20:00:00,"1058,4028292629903","1105,8164914349277","0,0","47,41366217193737"
2030-01-02 21:00:00,"1051,7998660608844","1099,2135282328218","0,0","47,41366217193737"
2030-01-02 22:00:00,"997,5864550009126","1045,00011717285","0,0","47,41366217193737"
2030-01-02 23:00:00,"896,6831578679339","944,0968200398713","0,0","47,41366217193737"
2030-01-03 00:00:00,"969,384429767187","1016,7980919391244","0,0","47,41366217193737"
2030-01-03 01:00:00,"976,7113936160088","1024,1250557879462","0,0","47,41366217193737"
2030-01-03 02:00:00,"990,6155082216646","1038,029170393602","0,0","47,41366217193737"
2030-01-03 03:00:00,"1043,3716564420158","1090,7853186139532","0,0","47,41366217193737"
2030-01-03 04:00:00,"1190,5736232807164","1237,9872854526539","0,0","47,41366217193737"
2030-01-03 05:00:00,"1571,9282874892494","1619,3419496611868","0,0","47,41366217193737"
2030-01-03 06:00:00,"1830,808787579824","1878,2224497517614","0,0","47,41366217193737"
2030-01-03 07:00:00,"1954,9996159187062","2002,4132780906436","0,0","47,41366217193737"
2030-01-03 08:00:00,"1985,1910119012866","2032,604674073224","0,0","47,41366217193737"
2030-01-03 09:00:00,"1963,35954018525","2010,7732023571873","0,0","47,41366217193737"
2030-01-03 10:00:00,"1900,4907589264226","1947,90442109836","0,0","47,41366217193737"
2030-01-03 11:00:00,"1859,5940970238162","1907,0077591957536","0,0","47,41366217193737"
2030-01-03 12:00:00,"1796,4249903882799","1843,8386525602173","0,0","47,41366217193737"
2030-01-03 13:00:00,"1714,0873143118647","1761,500976483802","0,0","47,41366217193737"
2030-01-03 14:00:00,"1718,7231321012441","1766,1367942731815","0,0","47,41366217193737"
2030-01-03 15:00:00,"1666,9538266511238","1714,3674888230612","0,0","47,41366217193737"
2030-01-03 16:00:00,"1637,2839523272594","1684,6976144991968","0,0","47,41366217193737"
2030-01-03 17:00:00,"1620,862982418694","1668,2766445906313","0,0","47,41366217193737"
2030-01-03 18:00:00,"1557,4998556136995","1604,913517785637","0,0","47,41366217193737"
2030-01-03 19:00:00,"1450,7055498610318","1498,1192120329692","0,0","47,41366217193737"
2030-01-03 20:00:00,"1335,7063455982127","1383,12000777015","0,0","47,41366217193737"
2030-01-03 21:00:00,"1242,5214346032378","1289,9350967751752","0,0","47,41366217193737"
2030-01-03 22:00:00,"1144,927159096366","1192,3408212683034","0,0","47,41366217193737"
2030-01-03 23:00:00,"1012,2912109806214","1059,7048731525588","0,0","47,41366217193737"
2030-01-04 00:00:00,"1101,6080464094637","1149,021708581401","0,0","47,41366217193737"
2030-01-04 01:00:00,"1091,7631428283282","1139,1768050002656","0,0","47,41366217193737"
2030-01-04 02:00:00,"1111,3109419132422","1158,7246040851796","0,0","47,41366217193737"
2030-01-04 03:00:00,"1154,7692469056963","1202,1829090776337","0,0","47,41366217193737"
2030-01-04 04:00:00,"1298,289175723815","1345,7028378957525","0,0","47,41366217193737"
2030-01-04 05:00:00,"1727,4996991020696","1774,913361274007","0,0","47,41366217193737"
2030-01-04 06:00:00,"1933,3361792275577","1980,7498413994952","0,0","47,41366217193737"
2030-01-04 07:00:00,"1971,776891839448","2019,1905540113853","0,0","47,41366217193737"
2030-01-04 08:00:00,"2025,9127885067926","2073,32645067873","0,0","47,41366217193737"
2030-01-04 09:00:00,"2008,3771623056643","2055,7908244776017","0,0","47,41366217193737"
2030-01-04 10:00:00,"1961,2025443896118","2008,6162065615492","0,0","47,41366217193737"
2030-01-04 11:00:00,"1956,7390922579605","2004,1527544298979","0,0","47,41366217193737"
2030-01-04 12:00:00,"1887,467329040227","1934,8809912121644","0,0","47,41366217193737"
2030-01-04 13:00:00,"1787,8605547626742","1835,2742169346116","0,0","47,41366217193737"
2030-01-04 14:00:00,"1771,6548051320203","1819,0684673039577","0,0","47,41366217193737"
2030-01-04 15:00:00,"1747,2291314532351","1794,6427936251725","0,0","47,41366217193737"
2030-01-04 16:00:00,"1686,247626117277","1733,6612882892143","0,0","47,41366217193737"
2030-01-04 17:00:00,"1689,9336527714179","1737,3473149433553","0,0","47,41366217193737"
2030-01-04 18:00:00,"1645,48227371552","1692,8959358874574","0,0","47,41366217193737"
2030-01-04 19:00:00,"1574,830704467473","1622,2443666394104","0,0","47,41366217193737"
2030-01-04 20:00:00,"1465,5925772918406","1513,006239463778","0,0","47,41366217193737"
2030-01-04 21:00:00,"1418,9690006052308","1466,3826627771682","0,0","47,41366217193737"
2030-01-04 22:00:00,"1321,0710543423056","1368,484716514243","0,0","47,41366217193737"
2030-01-04 23:00:00,"1140,756777163414","1188,1704393353514","0,0","47,41366217193737"
2030-01-05 00:00:00,"1141,3162625507507","1188,729924722688","0,0","47,41366217193737"
2030-01-05 01:00:00,"1131,554709069685","1178,9683712416224","0,0","47,41366217193737"
2030-01-05 02:00:00,"1152,059945483846","1199,4736076557833","0,0","47,41366217193737"
2030-01-05 03:00:00,"1196,9583600940616","1244,372022265999","0,0","47,41366217193737"
2030-01-05 04:00:00,"1343,7073936654967","1391,1210558374341","0,0","47,41366217193737"
2030-01-05 05:00:00,"1786,876837263448","1834,2904994353853","0,0","47,41366217193737"
2030-01-05 06:00:00,"2000,8267625957371","2048,2404247676745","0,0","47,41366217193737"
2030-01-05 07:00:00,"2042,543553843064","2089,9572160150014","0,0","47,41366217193737"
2030-01-05 08:00:00,"2099,4400304441033","2146,8536926160405","0,0","47,41366217193737"
2030-01-05 09:00:00,"2081,2095041231364","2128,6231662950736","0,0","47,41366217193737"
2030-01-05 10:00:00,"2032,4220396961725","2079,83570186811","0,0","47,41366217193737"
2030-01-05 11:00:00,"2027,6473310574927","2075,06099322943","0,0","47,41366217193737"
2030-01-05 12:00:00,"1954,9865014863992","2002,4001636583366","0,0","47,41366217193737"
2030-01-05 13:00:00,"1850,17363903318","1897,5873012051175","0,0","47,41366217193737"
2030-01-05 14:00:00,"1833,3312202922136","1880,744882464151","0,0","47,41366217193737"
2030-01-05 15:00:00,"1808,7264939884903","1856,1401561604278","0,0","47,41366217193737"
2030-01-05 16:00:00,"1744,6880691888705","1792,101731360808","0,0","47,41366217193737"
2030-01-05 17:00:00,"1749,6023285829917","1797,0159907549291","0,0","47,41366217193737"
2030-01-05 18:00:00,"1704,6128948515413","1752,0265570234787","0,0","47,41366217193737"
2030-01-05 19:00:00,"1630,975131250389","1678,3887934223264","0,0","47,41366217193737"
2030-01-05 20:00:00,"1516,60725914803","1564,0209213199673","0,0","47,41366217193737"
2030-01-05 21:00:00,"1469,4603354856165","1516,873997657554","0,0","47,41366217193737"
2030-01-05 22:00:00,"1368,3682669431325","1415,78192911507","0,0","47,41366217193737"
2030-01-05 23:00:00,"1181,4159768218435","1228,829638993781","0,0","47,41366217193737"
2030-01-06 00:00:00,"742,8159908873413","790,2296530592787","0,0","47,41366217193737"
2030-01-06 01:00:00,"761,5333847207216","808,947046892659","0,0","47,41366217193737"
2030-01-06 02:00:00,"781,4659953412792","828,8796575132166","0,0","47,41366217193737"
2030-01-06 03:00:00,"821,0244149008239","868,4380770727613","0,0","47,41366217193737"
2030-01-06 04:00:00,"968,499808592926","1015,9134707648634","0,0","47,41366217193737"
2030-01-06 05:00:00,"1265,320155390728","1312,7338175626653","0,0","47,41366217193737"
2030-01-06 06:00:00,"1465,2652006232613","1512,6788627951987","0,0","47,41366217193737"
2030-01-06 07:00:00,"1574,6422930268898","1622,0559551988272","0,0","47,41366217193737"
2030-01-06 08:00:00,"1592,8151250049525","1640,22878717689","0,0","47,41366217193737"
2030-01-06 09:00:00,"1554,6024906141959","1602,0161527861333","0,0","47,41366217193737"
2030-01-06 10:00:00,"1503,6198048333097","1551,033467005247","0,0","47,41366217193737"
2030-01-06 11:00:00,"1449,170686227892","1496,5843483998294","0,0","47,41366217193737"
2030-01-06 12:00:00,"1405,1404563164704","1452,5541184884078","0,0","47,41366217193737"
2030-01-06 13:00:00,"1367,3349109239227","1414,7485730958601","0,0","47,41366217193737"
2030-01-06 14:00:00,"1357,5006938312301","1404,9143560031675","0,0","47,41366217193737"
2030-01-06 15:00:00,"1333,449520275792","1380,8631824477295","0,0","47,41366217193737"
2030-01-06 16:00:00,"1337,3236807209812","1384,7373428929186","0,0","47,41366217193737"
2030-01-06 17:00:00,"1317,6030190288582","1365,0166812007956","0,0","47,41366217193737"
2030-01-06 18:00:00,"1282,0097020694136","1329,423364241351","0,0","47,41366217193737"
2030-01-06 19:00:00,"1197,1074124638283","1244,5210746357657","0,0","47,41366217193737"
2030-01-06 20:00:00,"1111,1875102632328","1158,6011724351702","0,0","47,41366217193737"
2030-01-06 21:00:00,"1021,9964382004439","1069,4101003723813","0,0","47,41366217193737"
2030-01-06 22:00:00,"915,01638322658","962,4300453985174","0,0","47,41366217193737"
2030-01-06 23:00:00,"805,2065357556735","852,6201979276109","0,0","47,41366217193737"
2030-01-07 00:00:00,"594,2766651752911","641,6903273472285","0,0","47,41366217193737"
2030-01-07 01:00:00,"615,6475786009163","663,0612407728537","0,0","47,41366217193737"
2030-01-07 02:00:00,"626,9596667801549","674,3733289520923","0,0","47,41366217193737"
2030-01-07 03:00:00,"659,056563793698","706,4702259656354","0,0","47,41366217193737"
2030-01-07 04:00:00,"804,4862331343387","851,8998953062761","0,0","47,41366217193737"
