,"(('Biogaseinspeisung_Bestandsanlagen', 'Gas'), 'flow')","(('Biogaseinspeisung_Neuanlagen', 'Gas'), 'flow')","(('Erdgasspeicher', 'Gas'), 'flow')","(('Gas', 'Erdgasspeicher'), 'flow')","(('Gas', 'GuD'), 'flow')","(('Gas', 'Last_Gas_ges'), 'flow')","(('Gas', 'Materialbedarf_Gas'), 'flow')","(('Gas', 'excess_b_gas2'), 'flow')","(('Import_Gas', 'Gas'), 'flow')","(('Methanisierung', 'Gas'), 'flow')","(('Wasserstoffeinspeisung', 'Gas'), 'flow')"
2030-01-15 04:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","793,3073259446165","3,170979198376459","0,0","1371,7807703125145","0,0","0,0"
2030-01-15 05:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","990,0105787225642","3,170979198376459","0,0","1568,4840230904624","0,0","0,0"
2030-01-15 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1056,0754608593916","3,170979198376459","0,0","1634,5489052272897","0,0","0,0"
2030-01-15 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1091,154066661377","3,170979198376459","0,0","1669,6275110292752","0,0","0,0"
2030-01-15 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1103,9723996872265","3,170979198376459","0,0","1682,4458440551246","0,0","0,0"
2030-01-15 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1075,669970058546","3,170979198376459","0,0","1654,143414426444","0,0","0,0"
2030-01-15 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1030,17057634464","3,170979198376459","0,0","1608,6440207125381","0,0","0,0"
2030-01-15 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","995,2926191706019","3,170979198376459","0,0","1573,7660635385","0,0","0,0"
2030-01-15 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","960,7502881926757","3,170979198376459","0,0","1539,2237325605738","0,0","0,0"
2030-01-15 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","897,6998864741148","3,170979198376459","0,0","1476,173330842013","0,0","0,0"
2030-01-15 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","862,6291356996292","3,170979198376459","0,0","1441,1025800675272","0,0","0,0"
2030-01-15 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","856,4783368409184","3,170979198376459","0,0","1434,9517812088166","0,0","0,0"
2030-01-15 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","870,5998312244498","3,170979198376459","0,0","1449,0732755923477","0,0","0,0"
2030-01-15 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","878,3311573561284","3,170979198376459","0,0","1456,8046017240265","0,0","0,0"
2030-01-15 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","884,7312177996419","3,170979198376459","0,0","1463,20466216754","0,0","0,0"
2030-01-15 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","883,0763251314888","3,170979198376459","0,0","1461,549769499387","0,0","0,0"
2030-01-15 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","870,6938658866985","3,170979198376459","0,0","1449,1673102545965","0,0","0,0"
2030-01-15 21:00:00,"0,0","0,0","0,0","0,0","0,0","820,5623309215197","3,170979198376459","0,0","823,7333101198961","0,0","0,0"
2030-01-15 22:00:00,"0,0","0,0","0,0","0,0","0,0","723,771972449898","3,170979198376459","0,0","726,9429516482745","0,0","0,0"
2030-01-15 23:00:00,"0,0","0,0","0,0","0,0","0,0","617,506597127656","3,170979198376459","0,0","620,6775763260325","0,0","0,0"
2030-01-16 00:00:00,"0,0","0,0","0,0","0,0","0,0","679,0667505166356","3,170979198376459","0,0","682,237729715012","0,0","0,0"
2030-01-16 01:00:00,"0,0","0,0","0,0","0,0","0,0","756,6466430045638","3,170979198376459","0,0","759,8176222029402","0,0","0,0"
2030-01-16 02:00:00,"0,0","0,0","0,0","0,0","0,0","748,8254458307422","3,170979198376459","0,0","751,9964250291187","0,0","0,0"
2030-01-16 03:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","788,4303070209223","3,170979198376459","0,0","1366,9037513888204","0,0","0,0"
2030-01-16 04:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","955,9818223243016","3,170979198376459","0,0","1534,4552666921995","0,0","0,0"
2030-01-16 05:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1247,6228756635323","3,170979198376459","0,0","1826,0963200314304","0,0","0,0"
2030-01-16 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1153,3127291579385","3,170979198376459","0,0","1731,7861735258366","0,0","0,0"
2030-01-16 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1159,6624152659372","3,170979198376459","0,0","1738,1358596338353","0,0","0,0"
2030-01-16 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1108,0639678222449","3,170979198376459","0,0","1686,537412190143","0,0","0,0"
2030-01-16 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1078,46409204043","3,170979198376459","0,0","1656,937536408328","0,0","0,0"
2030-01-16 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1018,9173110699752","3,170979198376459","0,0","1597,3907554378734","0,0","0,0"
2030-01-16 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","999,8727708877415","3,170979198376459","0,0","1578,3462152556394","0,0","0,0"
2030-01-16 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","991,8933545689447","3,170979198376459","0,0","1570,3667989368428","0,0","0,0"
2030-01-16 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","935,4970236009648","3,170979198376459","0,0","1513,970467968863","0,0","0,0"
2030-01-16 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","931,0685407829333","3,170979198376459","0,0","1509,5419851508314","0,0","0,0"
2030-01-16 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","942,5148347278152","3,170979198376459","0,0","1520,9882790957133","0,0","0,0"
2030-01-16 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","980,2078446116725","3,170979198376459","0,0","1558,6812889795706","0,0","0,0"
2030-01-16 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1035,3359004038334","3,170979198376459","0,0","1613,8093447717315","0,0","0,0"
2030-01-16 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1087,3709996286789","3,170979198376459","0,0","1665,844443996577","0,0","0,0"
2030-01-16 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1117,3458474389133","3,170979198376459","0,0","1695,8192918068114","0,0","0,0"
2030-01-16 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1138,3550748319894","3,170979198376459","0,0","1716,8285191998875","0,0","0,0"
2030-01-16 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1106,8704463016034","3,170979198376459","0,0","1685,3438906695014","0,0","0,0"
2030-01-16 22:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","992,1471030511925","3,170979198376459","0,0","1570,6205474190906","0,0","0,0"
2030-01-16 23:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","876,9490803137018","3,170979198376459","0,0","1455,4225246816","0,0","0,0"
2030-01-17 00:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1039,8387968622224","3,170979198376459","0,0","1618,3122412301204","0,0","0,0"
2030-01-17 01:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1060,5956336244644","3,170979198376459","0,0","1639,0690779923625","0,0","0,0"
2030-01-17 02:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1082,3105717588278","3,170979198376459","0,0","1660,7840161267259","0,0","0,0"
2030-01-17 03:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1135,4327652717075","3,170979198376459","0,0","1713,9062096396055","0,0","0,0"
2030-01-17 04:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1331,5598782990862","3,170979198376459","0,0","1910,0333226669843","0,0","0,0"
2030-01-17 05:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1725,5639233936815","3,170979198376459","0,0","2304,03736776158","0,0","0,0"
2030-01-17 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1933,1479253750877","3,170979198376459","0,0","2511,6213697429857","0,0","0,0"
2030-01-17 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2023,9306753614558","3,170979198376459","0,0","2602,4041197293536","0,0","0,0"
2030-01-17 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2038,467339910227","3,170979198376459","0,0","2616,940784278125","0,0","0,0"
2030-01-17 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2002,328802727839","3,170979198376459","0,0","2580,802247095737","0,0","0,0"
2030-01-17 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1950,0256873170733","3,170979198376459","0,0","2528,4991316849714","0,0","0,0"
2030-01-17 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1890,7217714656667","3,170979198376459","0,0","2469,195215833565","0,0","0,0"
2030-01-17 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1849,6918089984924","3,170979198376459","0,0","2428,1652533663905","0,0","0,0"
2030-01-17 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1815,5050084612471","3,170979198376459","0,0","2393,978452829145","0,0","0,0"
2030-01-17 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1805,900098857589","3,170979198376459","0,0","2384,373543225487","0,0","0,0"
2030-01-17 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1772,8099514561109","3,170979198376459","0,0","2351,283395824009","0,0","0,0"
2030-01-17 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1780,7968417110471","3,170979198376459","0,0","2359,270286078945","0,0","0,0"
2030-01-17 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1756,8323508531548","3,170979198376459","0,0","2335,305795221053","0,0","0,0"
2030-01-17 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1715,8301042557828","3,170979198376459","0,0","2294,303548623681","0,0","0,0"
2030-01-17 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1631,2080218901492","3,170979198376459","0,0","2209,6814662580473","0,0","0,0"
2030-01-17 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1545,3273471016155","3,170979198376459","0,0","2123,8007914695136","0,0","0,0"
2030-01-17 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1431,5173982768913","3,170979198376459","0,0","2009,9908426447894","0,0","0,0"
2030-01-17 22:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1283,2912455787255","3,170979198376459","0,0","1861,7646899466235","0,0","0,0"
2030-01-17 23:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1125,3443534281532","3,170979198376459","0,0","1703,8177977960513","0,0","0,0"
2030-01-18 00:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","928,3745207344626","3,170979198376459","0,0","1506,8479651023608","0,0","0,0"
2030-01-18 01:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","956,1688986437089","3,170979198376459","0,0","1534,642343011607","0,0","0,0"
2030-01-18 02:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","963,0349951850767","3,170979198376459","0,0","1541,5084395529748","0,0","0,0"
2030-01-18 03:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1010,9168922864856","3,170979198376459","0,0","1589,3903366543836","0,0","0,0"
2030-01-18 04:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1221,106489401266","3,170979198376459","0,0","1799,579933769164","0,0","0,0"
2030-01-18 05:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1573,3315668866849","3,170979198376459","0,0","2151,805011254583","0,0","0,0"
2030-01-18 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1769,2837132636307","3,170979198376459","0,0","2347,7571576315286","0,0","0,0"
2030-01-18 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1850,3414243017842","3,170979198376459","0,0","2428,8148686696823","0,0","0,0"
2030-01-18 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1857,9509291769273","3,170979198376459","0,0","2436,4243735448254","0,0","0,0"
2030-01-18 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1779,121946871432","3,170979198376459","0,0","2357,59539123933","0,0","0,0"
2030-01-18 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1714,6547456490398","3,170979198376459","0,0","2293,128190016938","0,0","0,0"
2030-01-18 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1664,130885068071","3,170979198376459","0,0","2242,604329435969","0,0","0,0"
2030-01-18 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1624,96153942684","3,170979198376459","0,0","2203,4349837947384","0,0","0,0"
2030-01-18 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1586,0639643845284","3,170979198376459","0,0","2164,5374087524265","0,0","0,0"
2030-01-18 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1574,9040179578615","3,170979198376459","0,0","2153,3774623257596","0,0","0,0"
2030-01-18 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1544,45277022604","3,170979198376459","0,0","2122,9262145939383","0,0","0,0"
2030-01-18 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1561,9436203532878","3,170979198376459","0,0","2140,417064721186","0,0","0,0"
2030-01-18 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1559,1775336167093","3,170979198376459","0,0","2137,6509779846074","0,0","0,0"
2030-01-18 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1526,5521112698684","3,170979198376459","0,0","2105,0255556377665","0,0","0,0"
2030-01-18 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1491,3706511270411","3,170979198376459","0,0","2069,844095494939","0,0","0,0"
2030-01-18 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1430,4107174230253","3,170979198376459","0,0","2008,8841617909234","0,0","0,0"
2030-01-18 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1322,8196349227974","3,170979198376459","0,0","1901,2930792906955","0,0","0,0"
2030-01-18 22:00:00,"0,0","0,0","0,0","0,0","0,0","1165,2830393120585","3,170979198376459","0,0","1168,454018510435","0,0","0,0"
2030-01-18 23:00:00,"0,0","0,0","0,0","0,0","0,0","1026,1103040879848","3,170979198376459","0,0","1029,2812832863613","0,0","0,0"
2030-01-19 00:00:00,"0,0","0,0","0,0","0,0","0,0","1155,4362106176054","3,170979198376459","0,0","1158,6071898159819","0,0","0,0"
2030-01-19 01:00:00,"0,0","0,0","0,0","0,0","0,0","1182,260646980445","3,170979198376459","0,0","1185,4316261788215","0,0","0,0"
2030-01-19 02:00:00,"0,0","0,0","0,0","0,0","0,0","1207,5033500389768","3,170979198376459","0,0","1210,6743292373533","0,0","0,0"
2030-01-19 03:00:00,"0,0","0,0","0,0","0,0","0,0","1266,7571936082168","3,170979198376459","0,0","1269,9281728065932","0,0","0,0"
2030-01-19 04:00:00,"0,0","0,0","0,0","0,0","0,0","1483,1261786393934","3,170979198376459","0,0","1486,2971578377699","0,0","0,0"
2030-01-19 05:00:00,"0,0","0,0","0,0","0,0","0,0","1927,185937074709","3,170979198376459","0,0","1930,3569162730855","0,0","0,0"
2030-01-19 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2164,6873097705457","3,170979198376459","0,0","2743,1607541384437","0,0","0,0"
2030-01-19 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2277,507227846507","3,170979198376459","0,0","2855,980672214405","0,0","0,0"
2030-01-19 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2294,8146316157754","3,170979198376459","0,0","2873,2880759836735","0,0","0,0"
2030-01-19 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2249,1986889192613","3,170979198376459","0,0","2827,6721332871593","0,0","0,0"
2030-01-19 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2185,944224065973","3,170979198376459","0,0","2764,417668433871","0,0","0,0"
2030-01-19 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2115,8050432264895","3,170979198376459","0,0","2694,278487594387","0,0","0,0"
2030-01-19 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2065,3910995117626","3,170979198376459","0,0","2643,8645438796602","0,0","0,0"
2030-01-19 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2023,3134092439439","3,170979198376459","0,0","2601,786853611842","0,0","0,0"
2030-01-19 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2012,2376914454494","3,170979198376459","0,0","2590,7111358133475","0,0","0,0"
2030-01-19 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1979,9340898306457","3,170979198376459","0,0","2558,4075341985435","0,0","0,0"
2030-01-19 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1991,1941682698875","3,170979198376459","0,0","2569,6676126377856","0,0","0,0"
2030-01-19 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1969,4404687198698","3,170979198376459","0,0","2547,913913087768","0,0","0,0"
2030-01-19 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1927,312892579367","3,170979198376459","0,0","2505,786336947265","0,0","0,0"
2030-01-19 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1828,360439153725","3,170979198376459","0,0","2406,833883521623","0,0","0,0"
2030-01-19 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1725,7094630408378","3,170979198376459","0,0","2304,182907408736","0,0","0,0"
2030-01-19 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1597,2242282851564","3,170979198376459","0,0","2175,6976726530547","0,0","0,0"
2030-01-19 22:00:00,"0,0","0,0","0,0","0,0","0,0","1433,2142255475997","3,170979198376459","0,0","1436,3852047459761","0,0","0,0"
2030-01-19 23:00:00,"0,0","0,0","0,0","0,0","0,0","1252,5133346498064","3,170979198376459","0,0","1255,684313848183","0,0","0,0"
2030-01-20 00:00:00,"0,0","0,0","0,0","0,0","0,0","1308,3262704692838","3,170979198376459","0,0","1311,4972496676603","0,0","0,0"
2030-01-20 01:00:00,"0,0","0,0","0,0","0,0","0,0","1315,3871670119825","3,170979198376459","0,0","1318,558146210359","0,0","0,0"
2030-01-20 02:00:00,"0,0","0,0","0,0","0,0","0,0","1334,0851839233933","3,170979198376459","0,0","1337,2561631217698","0,0","0,0"
2030-01-20 03:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1402,7885964667635","3,170979198376459","0,0","1981,2620408346615","0,0","0,0"
2030-01-20 04:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1607,3659708520233","3,170979198376459","0,0","2185,8394152199216","0,0","0,0"
2030-01-20 05:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2101,4430286163565","3,170979198376459","0,0","2679,916472984254","0,0","0,0"
2030-01-20 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2362,472893813331","3,170979198376459","0,0","2940,9463381812293","0,0","0,0"
2030-01-20 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2455,6807398822557","3,170979198376459","0,0","3034,154184250154","0,0","0,0"
2030-01-20 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2492,431758857567","3,170979198376459","0,0","3070,905203225465","0,0","0,0"
2030-01-20 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2468,690064671922","3,170979198376459","0,0","3047,1635090398195","0,0","0,0"
2030-01-20 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2400,796555900277","3,170979198376459","0,0","2979,270000268175","0,0","0,0"
2030-01-20 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2351,1515879227604","3,170979198376459","0,0","2929,625032290658","0,0","0,0"
2030-01-20 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2291,87172105206","3,170979198376459","0,0","2870,345165419958","0,0","0,0"
2030-01-20 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2211,051209722951","3,170979198376459","0,0","2789,5246540908493","0,0","0,0"
2030-01-20 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2211,885752602707","3,170979198376459","0,0","2790,359196970605","0,0","0,0"
2030-01-20 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2155,512684662957","3,170979198376459","0,0","2733,9861290308545","0,0","0,0"
2030-01-20 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2137,8654181319207","3,170979198376459","0,0","2716,338862499819","0,0","0,0"
2030-01-20 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2118,849845512562","3,170979198376459","0,0","2697,32328988046","0,0","0,0"
2030-01-20 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2051,8132928430714","3,170979198376459","0,0","2630,2867372109695","0,0","0,0"
2030-01-20 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1944,6525812400569","3,170979198376459","0,0","2523,126025607955","0,0","0,0"
2030-01-20 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1826,4129578672807","3,170979198376459","0,0","2404,886402235179","0,0","0,0"
2030-01-20 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1702,6891168801744","3,170979198376459","0,0","2281,1625612480725","0,0","0,0"
2030-01-20 22:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1561,7265712616884","3,170979198376459","0,0","2140,2000156295862","0,0","0,0"
2030-01-20 23:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1365,1630705928392","3,170979198376459","0,0","1943,6365149607373","0,0","0,0"
2030-01-21 00:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1349,124532145318","3,170979198376459","0,0","1927,597976513216","0,0","0,0"
2030-01-21 01:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1357,052015173896","3,170979198376459","0,0","1935,5254595417941","0,0","0,0"
2030-01-21 02:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1376,2157816025888","3,170979198376459","0,0","1954,6892259704869","0,0","0,0"
2030-01-21 03:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1447,0910365585696","3,170979198376459","0,0","2025,5644809264677","0,0","0,0"
2030-01-21 04:00:00,"0,0","0,0","0,0","0,0","0,0","1656,2782268682165","3,170979198376459","0,0","1659,449206066593","0,0","0,0"
2030-01-21 05:00:00,"0,0","0,0","0,0","0,0","0,0","2166,824679261912","3,170979198376459","0,0","2169,9956584602883","0,0","0,0"
2030-01-21 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2439,2620254146473","3,170979198376459","0,0","3017,735469782545","0,0","0,0"
2030-01-21 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2539,5017486227216","3,170979198376459","0,0","3117,9751929906197","0,0","0,0"
2030-01-21 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2577,480970010172","3,170979198376459","0,0","3155,9544143780695","0,0","0,0"
2030-01-21 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2552,385877640887","3,170979198376459","0,0","3130,859322008785","0,0","0,0"
2030-01-21 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2481,1132186447667","3,170979198376459","0,0","3059,5866630126648","0,0","0,0"
2030-01-21 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2429,6298712081852","3,170979198376459","0,0","3008,1033155760833","0,0","0,0"
2030-01-21 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2366,7831029958897","3,170979198376459","0,0","2945,256547363788","0,0","0,0"
2030-01-21 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2281,358395768172","3,170979198376459","0,0","2859,8318401360702","0,0","0,0"
2030-01-21 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2282,742263985986","3,170979198376459","0,0","2861,215708353884","0,0","0,0"
2030-01-21 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2224,814853887728","3,170979198376459","0,0","2803,2882982556257","0,0","0,0"
2030-01-21 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2205,741513538129","3,170979198376459","0,0","2784,214957906027","0,0","0,0"
2030-01-21 17:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2187,3434197130778","3,170979198376459","0,0","2765,8168640809754","0,0","0,0"
2030-01-21 18:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2118,2695428264624","3,170979198376459","0,0","2696,7429871943605","0,0","0,0"
2030-01-21 19:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","2006,1052295423494","3,170979198376459","0,0","2584,5786739102477","0,0","0,0"
2030-01-21 20:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1881,9354079893385","3,170979198376459","0,0","2460,4088523572364","0,0","0,0"
2030-01-21 21:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1754,5730396407987","3,170979198376459","0,0","2333,046484008697","0,0","0,0"
2030-01-21 22:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1610,5148109427232","3,170979198376459","0,0","2188,9882553106213","0,0","0,0"
2030-01-21 23:00:00,"0,0","0,0","0,0","0,0","0,0","1407,7611011805407","3,170979198376459","0,0","1410,9320803789171","0,0","0,0"
2030-01-22 00:00:00,"0,0","0,0","0,0","0,0","0,0","1141,090615221481","3,170979198376459","0,0","1144,2615944198574","0,0","0,0"
2030-01-22 01:00:00,"0,0","0,0","0,0","0,0","0,0","1162,4173656555417","3,170979198376459","0,0","1165,5883448539182","0,0","0,0"
2030-01-22 02:00:00,"0,0","0,0","0,0","0,0","0,0","1184,1894281333364","3,170979198376459","0,0","1187,3604073317128","0,0","0,0"
2030-01-22 03:00:00,"0,0","0,0","0,0","0,0","0,0","1212,3177588532299","3,170979198376459","0,0","1215,4887380516063","0,0","0,0"
2030-01-22 04:00:00,"0,0","0,0","0,0","0,0","0,0","1356,900514709509","3,170979198376459","0,0","1360,0714939078855","0,0","0,0"
2030-01-22 05:00:00,"0,0","0,0","0,0","0,0","0,0","1673,8925954179667","3,170979198376459","0,0","1677,0635746163432","0,0","0,0"
2030-01-22 06:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1866,9029511008487","3,170979198376459","0,0","2445,3763954687465","0,0","0,0"
2030-01-22 07:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1934,5747925639034","3,170979198376459","0,0","2513,0482369318015","0,0","0,0"
2030-01-22 08:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1932,095377136878","3,170979198376459","0,0","2510,5688215047758","0,0","0,0"
2030-01-22 09:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1884,2456662148268","3,170979198376459","0,0","2462,719110582725","0,0","0,0"
2030-01-22 10:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1877,2127403972718","3,170979198376459","0,0","2455,68618476517","0,0","0,0"
2030-01-22 11:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1824,9110829474594","3,170979198376459","0,0","2403,3845273153574","0,0","0,0"
2030-01-22 12:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1755,8259766002552","3,170979198376459","0,0","2334,2994209681533","0,0","0,0"
2030-01-22 13:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1707,1710825572254","3,170979198376459","0,0","2285,6445269251235","0,0","0,0"
2030-01-22 14:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1641,7084146935026","3,170979198376459","0,0","2220,1818590614007","0,0","0,0"
2030-01-22 15:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1534,428425005406","3,170979198376459","0,0","2112,901869373304","0,0","0,0"
2030-01-22 16:00:00,"0,0","0,0","0,0","0,0","575,3024651695216","1575,5735684707822","3,170979198376459","0,0","2154,0470128386805","0,0","0,0"
