,"(('Fernwaerme', 'Waermespeicher'), 'flow')","(('Waermespeicher', 'Fernwaerme'), 'flow')","(('Waermespeicher', 'None'), 'storage_content')"
2030-01-01 00:00:00,"7768,327211006932","7704,905188750141","38901,669144545645"
2030-01-01 01:00:00,"7768,327211006932","7716,040670258613","38950,5615146611"
2030-01-01 02:00:00,"7768,327211006932","7727,487627468032","38988,00266170785"
2030-01-01 03:00:00,"7768,327211006932","7735,807779700858","39017,12038978169"
2030-01-01 04:00:00,"7741,449400486648","7768,327211006932","38986,838335507404"
2030-01-01 05:00:00,"7621,237329331698","7768,327211006932","38836,3468521874"
2030-01-01 06:00:00,"7527,354974984624","7768,327211006932","38591,98614490223"
2030-01-01 07:00:00,"7490,022322612523","7768,327211006932","38310,31410571668"
2030-01-01 08:00:00,"7498,178421582547","7768,327211006932","38036,822741386575"
2030-01-01 09:00:00,"7528,152221654671","7768,327211006932","37793,32903925012"
2030-01-01 10:00:00,"7531,310555663353","7768,327211006932","37553,01491594787"
2030-01-01 11:00:00,"7556,773276715689","7768,327211006932","37338,18448110521"
2030-01-01 12:00:00,"7579,97884331651","7768,327211006932","37146,57835681881"
2030-01-01 13:00:00,"7590,123609682662","7768,327211006932","36965,13371653291"
2030-01-01 14:00:00,"7609,206892636735","7768,327211006932","36802,78819024595"
2030-01-01 15:00:00,"7657,1399871767435","7768,327211006932","36688,38992314616"
2030-01-01 16:00:00,"7635,1734782525","7768,327211006932","36552,03512837094"
2030-01-01 17:00:00,"7644,518682882639","7768,327211006932","36425,0374351817"
2030-01-01 18:00:00,"7672,708078774289","7768,327211006932","36326,24021843284"
2030-01-01 19:00:00,"7677,253413598845","7768,327211006932","36231,99695656569"
2030-01-01 20:00:00,"7676,800542124449","7768,327211006932","36137,30904594874"
2030-01-01 21:00:00,"7704,071254992037","7768,327211006932","36069,90010971959"
2030-01-01 22:00:00,"7761,880876439554","7768,327211006932","36060,30667636763"
2030-01-01 23:00:00,"7768,327211006932","7714,317855889281","36111,16976972777"
2030-01-02 00:00:00,"7768,327211006932","7739,316015178087","36137,03026599421"
2030-01-02 01:00:00,"7768,327211006932","7744,267005666522","36157,93751544391"
2030-01-02 02:00:00,"7768,327211006932","7751,365086139955","36171,74486026267"
2030-01-02 03:00:00,"7730,580783697572","7768,327211006932","36130,84244821425"
2030-01-02 04:00:00,"7672,151460352299","7768,327211006932","36031,51428155601"
2030-01-02 05:00:00,"7497,685085160759","7768,327211006932","35757,728406088776"
2030-01-02 06:00:00,"7511,53124894511","7768,327211006932","35497,81258222352"
2030-01-02 07:00:00,"7497,0050914050835","7768,327211006932","35223,39327847388"
2030-01-02 08:00:00,"7514,491519412298","7768,327211006932","34966,4843458157"
2030-01-02 09:00:00,"7529,746606895246","7768,327211006932","34724,85291594484"
2030-01-02 10:00:00,"7551,260668409109","7768,327211006932","34504,75662993009"
2030-01-02 11:00:00,"7583,2516587143","7768,327211006932","34316,670537621496"
2030-01-02 12:00:00,"7609,576836291986","7768,327211006932","34154,926033402146"
2030-01-02 13:00:00,"7620,057407025423","7768,327211006932","34003,67621212422"
