,demand,capex,pv_flh,wind_flh,co2,import_electricity_price,import_price,RES
221,1.1,0.9333333333333333,1.2,1.0666666666666667,0.9666666666666668,0.9,0.8,21276.251537675314
222,1.1,0.9333333333333333,0.9333333333333333,1.0666666666666667,0.9666666666666668,0.9,0.8,22765.754378558184
223,1.1,0.9333333333333333,0.9333333333333333,1.0666666666666667,0.9666666666666668,0.9,1.0666666666666667,23343.22211853191
224,1.0,1.2,1.2,1.2,0.8,1.3,1.2,18413.91187738458
225,1.0,1.2,1.2,1.2,0.8,0.9,1.2,18156.55412154895
226,1.0,1.2,1.2,1.2,1.1333333333333333,0.9,1.2,18156.55412154895
227,1.0,1.2,1.2,1.2,1.1333333333333333,0.9,0.9333333333333333,17146.82232330458
228,1.0,0.9333333333333333,1.2,1.2,1.1333333333333333,0.9,0.9333333333333333,18541.028413593114
229,1.0,0.9333333333333333,0.9333333333333333,1.2,1.1333333333333333,0.9,0.9333333333333333,19167.4214875674
230,1.2,0.9333333333333333,0.9333333333333333,1.2,1.1333333333333333,0.9,0.9333333333333333,24601.00787080434
231,1.2,0.9333333333333333,0.9333333333333333,0.9333333333333333,1.1333333333333333,0.9,0.9333333333333333,28104.0
232,1.2,0.8,0.8,0.8,0.9666666666666668,1.1,0.8,33428.10520698852
233,1.2,1.0666666666666667,0.8,0.8,0.9666666666666668,1.1,0.8,28104.0
234,1.2,1.0666666666666667,0.8,0.8,0.9666666666666668,1.1,1.0666666666666667,28104.0
235,1.2,1.0666666666666667,1.0666666666666667,0.8,0.9666666666666668,1.1,1.0666666666666667,29035.56177333125
236,1.2,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.9666666666666668,1.1,1.0666666666666667,25707.82648935689
237,1.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.9666666666666668,1.1,1.0666666666666667,20454.7207121565
238,1.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.9666666666666668,0.7,1.0666666666666667,20558.431458817162
239,1.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.3,0.7,1.0666666666666667,20558.431458817162
240,1.1,0.8,1.2,1.2,1.3,1.1,0.8,20948.753422611095
241,1.1,0.8,1.2,1.2,1.3,1.1,1.0666666666666667,22300.3059657107
242,1.1,1.0666666666666667,1.2,1.2,1.3,1.1,1.0666666666666667,21366.146695773292
