,"(('BioTransformer', 'Festbrennstoffe'), 'flow')","(('Festbrennstoffe', 'Last_Biomasse_ges'), 'flow')","(('Import_Braunkohle', 'Festbrennstoffe'), 'flow')","(('Import_Steinkohle', 'Festbrennstoffe'), 'flow')"
2030-01-01 00:00:00,"712,3741443809037","759,7878065528412","0,0","47,41366217193752"
2030-01-01 01:00:00,"732,7183757036927","780,1320378637495","0,0","47,41366217193752"
2030-01-01 02:00:00,"757,2736935588313","804,6873557307688","0,0","47,41366217193752"
2030-01-01 03:00:00,"768,8492951222341","816,2629572941717","0,0","47,41366217193752"
2030-01-01 04:00:00,"868,2523283359493","915,6659905078868","0,0","47,41366217193752"
2030-01-01 05:00:00,"1056,6661097920341","1104,0797719639718","0,0","47,41366217193752"
2030-01-01 06:00:00,"1229,322709603674","1276,7363717756116","0,0","47,41366217193752"
2030-01-01 07:00:00,"1303,3172223612355","1350,7308845331731","0,0","47,41366217193752"
2030-01-01 08:00:00,"1286,6190354481882","1334,0326976201259","0,0","47,41366217193752"
2030-01-01 09:00:00,"1233,1458680753535","1280,5595302472911","0,0","47,41366217193752"
2030-01-01 10:00:00,"1231,0905893099994","1278,504251481937","0,0","47,41366217193752"
2030-01-01 11:00:00,"1186,9515470710758","1234,3652092430132","0,0","47,41366217193752"
2030-01-01 12:00:00,"1145,0737292164104","1192,487391388348","0,0","47,41366217193752"
2030-01-01 13:00:00,"1123,1730129395874","1170,586675111525","0,0","47,41366217193752"
2030-01-01 14:00:00,"1088,3378311056617","1135,7514932775994","0,0","47,41366217193752"
2030-01-01 15:00:00,"999,0393087024876","1046,452970874425","0,0","47,41366217193752"
2030-01-01 16:00:00,"1037,427807699255","1084,8414698711927","0,0","47,41366217193752"
2030-01-01 17:00:00,"1025,6856840181622","1073,0993461900998","0,0","47,41366217193752"
2030-01-01 18:00:00,"975,6525328968072","1023,0661950687447","0,0","47,41366217193752"
2030-01-01 19:00:00,"970,1024026521745","1017,516064824112","0,0","47,41366217193752"
2030-01-01 20:00:00,"975,0794687372236","1022,4931309091611","0,0","47,41366217193752"
2030-01-01 21:00:00,"935,5015258865873","982,9151880585248","0,0","47,41366217193752"
2030-01-01 22:00:00,"841,4691036942221","888,8827658661596","0,0","47,41366217193752"
2030-01-01 23:00:00,"757,3430975975881","804,7567597695256","0,0","47,41366217193752"
2030-01-02 00:00:00,"773,3096636174856","820,7233257894231","0,0","47,41366217193752"
2030-01-02 01:00:00,"782,2031670397209","829,6168292116585","0,0","47,41366217193752"
2030-01-02 02:00:00,"798,7057712565619","846,1194334284994","0,0","47,41366217193752"
2030-01-02 03:00:00,"895,4822968801762","942,8959590521138","0,0","47,41366217193752"
2030-01-02 04:00:00,"992,5612504415423","1039,9749126134798","0,0","47,41366217193752"
2030-01-02 05:00:00,"1279,366476399799","1326,7801385717364","0,0","47,41366217193752"
2030-01-02 06:00:00,"1253,7132711570775","1301,1269333290152","0,0","47,41366217193752"
2030-01-02 07:00:00,"1285,9751998203074","1333,388861992245","0,0","47,41366217193752"
2030-01-02 08:00:00,"1252,0258636973572","1299,4395258692948","0,0","47,41366217193752"
2030-01-02 09:00:00,"1225,7234200484781","1273,1370822204156","0,0","47,41366217193752"
2030-01-02 10:00:00,"1190,0166858739503","1237,430348045888","0,0","47,41366217193752"
2030-01-02 11:00:00,"1133,9811935760845","1181,394855748022","0,0","47,41366217193752"
2030-01-02 12:00:00,"1086,3980226190542","1133,8116847909919","0,0","47,41366217193752"
