,"(('Batterie', 'Strom'), 'flow')","(('Biogas', 'Strom'), 'flow')","(('Biomasse_Strom', 'Strom'), 'flow')","(('GuD', 'Strom'), 'flow')","(('Import_Strom', 'Strom'), 'flow')","(('PV_Aufdach_Erfurt', 'Strom'), 'flow')","(('PV_Aufdach_Gera', 'Strom'), 'flow')","(('PV_Aufdach_Hildburghausen', 'Strom'), 'flow')","(('PV_Aufdach_Nordhausen', 'Strom'), 'flow')","(('PV_Freifeld_Erfurt', 'Strom'), 'flow')","(('PV_Freifeld_Gera', 'Strom'), 'flow')","(('PV_Freifeld_Hildburghausen', 'Strom'), 'flow')","(('PV_Freifeld_Nordhausen', 'Strom'), 'flow')","(('Pumpspeicherkraftwerk', 'Strom'), 'flow')","(('Strom', 'Batterie'), 'flow')","(('Strom', 'Elektrodenheizkessel'), 'flow')","(('Strom', 'Elektrolyse'), 'flow')","(('Strom', 'Export_Strom'), 'flow')","(('Strom', 'Last_Strom_ges'), 'flow')","(('Strom', 'Pumpspeicherkraftwerk'), 'flow')","(('Strom', 'Waermepumpe_Abwaerme'), 'flow')","(('Strom', 'Waermepumpe_Fluss'), 'flow')","(('Strom', 'excess_b_el2'), 'flow')","(('Wasserkraft', 'Strom'), 'flow')","(('Wind_Erfurt', 'Strom'), 'flow')","(('Wind_Gera', 'Strom'), 'flow')","(('Wind_Hildburghausen', 'Strom'), 'flow')","(('Wind_Nordhausen', 'Strom'), 'flow')","(('brezel', 'Strom'), 'flow')"
2030-01-01 00:00:00,"0,0","120,8075091324201","0,0","444,5","615,689243380416","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1138,5253136748108","0,0","15,714285714285714","0,0","0,0","24,8","56,45087332543776","122,85004905539476","89,73217192664097","46,076419235453976","0,0"
2030-01-01 01:00:00,"0,0","120,8075091324201","0,0","444,5","714,5998067865073","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1085,4479850641383","0,0","15,714285714285714","0,0","0,0","24,8","22,232158728848923","58,89741615034969","62,090500830340055","19,901545816624804","0,0"
2030-01-01 02:00:00,"0,0","120,8075091324201","0,0","444,5","706,5621468340908","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1026,8690680864095","0,0","15,714285714285714","0,0","0,0","24,8","10,284841131437435","41,12336822734067","50,13981922374855","11,032335918324346","0,0"
2030-01-01 03:00:00,"0,0","120,8075091324201","0,0","444,5","758,946227081456","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","138,9795845989504","0,0","366,6666666666667","0,0","995,9243751515545","0,0","15,714285714285714","0,0","0,0","24,8","22,49448291527316","66,23503160363926","58,17623602250898","21,325425376159863","0,0"
2030-01-01 04:00:00,"0,0","120,8075091324201","0,0","444,5","622,5702957208522","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1000,5557883974004","0,0","15,714285714285714","0,0","0,0","24,8","28,278530947256822","60,26718015053772","56,58343269302493","25,12979213426091","0,0"
2030-01-01 05:00:00,"0,0","120,8075091324201","0,0","444,5","665,99084490102","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1110,1633559705542","0,0","15,714285714285714","0,0","0,0","24,8","38,449090616363115","86,5162537640998","75,61159179588152","35,869018141722194","0,0"
2030-01-01 06:00:00,"0,0","120,8075091324201","0,0","444,5","792,1817493481449","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1174,8874532356676","0,0","15,714285714285714","0,0","0,0","24,8","27,935032589090827","59,193778841558085","61,86185768918141","25,988478016225088","0,0"
2030-01-01 07:00:00,"524,5322892685541","120,8075091324201","0,0","444,5","117,98249026320138","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1208,108339961841","0,0","15,714285714285714","0,0","0,0","24,8","71,7206914629015","126,17573915484355","94,36791102862868","65,60266203224438","0,0"
2030-01-01 08:00:00,"524,5322892685541","120,8075091324201","0,0","444,5","199,02800141231307","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1309,8638592373977","0,0","15,714285714285714","0,0","0,0","24,8","76,74891231268563","130,57327432082954","102,06635905369612","69,18846611785166","0,0"
2030-01-01 09:00:00,"0,0","120,8075091324201","0,0","444,5","0,0","0,0","0,0","0,0","0,0","102,82031074059684","19,252120175174074","4,197444863793107","98,98029149151512","0,0","258,64023622269343","0,0","366,6666666666667","0,0","1449,3939234206596","0,0","15,714285714285714","0,0","0,0","24,8","358,9291349582335","436,93536452352697","209,3988346098173","269,7941015292286","0,0"
2030-01-01 10:00:00,"123,99096735464877","120,8075091324201","0,0","444,5","0,0","0,0","0,0","0,0","0,0","118,69050536746055","38,94357067290165","9,33658911134314","122,27915237199547","0,0","0,0","0,0","366,6666666666667","0,0","1565,9029815713234","0,0","15,714285714285714","0,0","0,0","24,8","238,1634667087824","322,06829789602136","193,65028068174445","191,05359465495792","0,0"
2030-01-01 11:00:00,"128,9604135311198","120,8075091324201","0,0","444,5","0,0","0,0","0,0","0,0","0,0","206,5883600829546","66,84773994825031","13,630054956193353","209,43205380908338","0,0","0,0","0,0","366,6666666666667","0,0","1636,7239212031068","0,0","15,714285714285714","0,0","0,0","24,8","214,88593506126915","265,65146453617206","170,9046054693334","152,09673705726337","0,0"
2030-01-01 12:00:00,"0,0","120,8075091324201","0,0","444,5","0,0","0,0","0,0","0,0","0,0","274,9951430549296","76,55246308324135","17,334396547383268","270,3548012411968","0,0","216,1408734088011","0,0","366,6666666666667","55,149750846659515","1654,4395543990845","0,0","15,714285714285714","0,0","0,0","24,8","280,54014469221966","367,18417227802985","209,24813746223145","221,79436354384566","0,0"
2030-01-01 13:00:00,"0,0","120,8075091324201","0,0","444,5","0,0","0,0","0,0","0,0","0,0","237,90825856363895","53,01847430121766","14,24620320600679","224,54364721506326","0,0","524,5322892685541","0,0","366,6666666666667","0,0","1574,1270296108555","137,50854360150515","15,714285714285714","0,0","0,0","24,8","421,0255779199546","504,256382701115","256,133670504005","317,3090913184458","0,0"
