,"(('Fernwaerme', 'Waermespeicher'), 'flow')","(('Waermespeicher', 'Fernwaerme'), 'flow')","(('Waermespeicher', 'None'), 'storage_content')"
2030-01-01 00:00:00,"8844,348257264111","8624,64431349362","44437,586883163814"
2030-01-01 01:00:00,"8844,348257264111","8635,779795002094","44642,278165970274"
2030-01-01 02:00:00,"8844,348257264111","8647,22675221151","44835,5046322529"
2030-01-01 03:00:00,"8844,348257264111","8655,546904444338","45020,39408729351"
2030-01-01 04:00:00,"8844,348257264111","8714,944146270695","45145,87016890282"
2030-01-01 05:00:00,"8844,348257264111","8835,156217425647","45151,12323156903"
2030-01-01 06:00:00,"8759,657942755504","8844,348257264111","45062,493481558464"
2030-01-01 07:00:00,"8722,325290383402","8844,348257264111","44936,53881212149"
2030-01-01 08:00:00,"8730,481389353426","8844,348257264111","44818,75123119945"
2030-01-01 09:00:00,"8760,455189425551","8844,348257264111","44730,94772731597"
2030-01-01 10:00:00,"8763,613523434233","8844,348257264111","44646,31021829688"
2030-01-01 11:00:00,"8789,076244486569","8844,348257264111","44587,142814952786"
2030-01-01 12:00:00,"8812,28181108739","8844,348257264111","44551,186140565456"
2030-01-01 13:00:00,"8822,426577453542","8844,348257264111","44525,37736976413"
2030-01-01 14:00:00,"8841,509860407614","8844,348257264111","44518,654133732125"
2030-01-01 15:00:00,"8844,348257264111","8799,2535595806","44559,864578842455"
2030-01-01 16:00:00,"8844,348257264111","8821,220068504843","44579,10491941722"
2030-01-01 17:00:00,"8844,348257264111","8811,874863874706","44607,688785902414"
2030-01-01 18:00:00,"8844,348257264111","8783,685467983054","44664,4595543369"
2030-01-01 19:00:00,"8844,348257264111","8779,140133158498","44725,770704346396"
2030-01-01 20:00:00,"8844,348257264111","8779,593004632894","44786,62363348366"
2030-01-01 21:00:00,"8844,348257264111","8752,322291765306","44874,74196607044"
2030-01-01 22:00:00,"8844,348257264111","8694,512670317788","45020,66223178022"
2030-01-01 23:00:00,"8844,348257264111","8634,05698063276","45227,02545563185"
2030-01-02 00:00:00,"8844,348257264111","8659,055139921566","45408,372515003386"
2030-01-02 01:00:00,"8844,348257264111","8664,006130410002","45584,752761355565"
2030-01-02 02:00:00,"8844,348257264111","8671,104210883434","45754,01953805781"
2030-01-02 03:00:00,"8844,348257264111","8725,812763059772","45868,56299405747"
2030-01-02 04:00:00,"8844,348257264111","8784,242086405044","45924,66713279531"
2030-01-02 05:00:00,"8729,988052931638","8844,348257264111","45806,3000012555"
2030-01-02 06:00:00,"8743,83421671599","8844,348257264111","45701,78936103227"
2030-01-02 07:00:00,"8729,308059175963","8844,348257264111","45582,76168182237"
2030-01-02 08:00:00,"8746,794487183177","8844,348257264111","45481,23081578469"
2030-01-02 09:00:00,"8762,049574666125","8844,348257264111","45394,963895798035"
2030-01-02 10:00:00,"8783,563636179988","8844,348257264111","45330,218564114"
2030-01-02 11:00:00,"8815,55462648518","8844,348257264111","45297,46987176535"
2030-01-02 12:00:00,"8841,879804062866","8844,348257264111","45291,04921431779"
2030-01-02 13:00:00,"8844,348257264111","8836,33613973192","45295,109687806034"
2030-01-02 14:00:00,"8844,348257264111","8812,333121446829","45323,17282530306"
2030-01-02 15:00:00,"8844,348257264111","8823,68197007649","45339,88466566167"
2030-01-02 16:00:00,"8844,348257264111","8835,632118193425","45344,64489979528"
2030-01-02 17:00:00,"8824,342474314519","8844,348257264111","45320,68279657818"
2030-01-02 18:00:00,"8821,3831582668","8844,348257264111","45293,763468006866"
2030-01-02 19:00:00,"8836,411378132052","8844,348257264111","45281,87470801223"
2030-01-02 20:00:00,"8844,348257264111","8827,195949467354","45295,07617224071"
2030-01-02 21:00:00,"8844,348257264111","8817,644374200594","45317,828059908206"
2030-01-02 22:00:00,"8844,348257264111","8781,226233637622","45376,99610303647"
2030-01-02 23:00:00,"8844,348257264111","8711,154152059917","45506,23106533068"
2030-01-03 00:00:00,"8844,348257264111","8729,82546928695","45616,78343464739"
2030-01-03 01:00:00,"8844,348257264111","8736,946411215353","45720,20521634148"
2030-01-03 02:00:00,"8844,348257264111","8744,046814241367","45816,5175714591"
2030-01-03 03:00:00,"8844,348257264111","8772,955389745297","45883,9129478198"
2030-01-03 04:00:00,"8840,853428289187","8844,348257264111","45876,41474744018"
2030-01-03 05:00:00,"8627,173349148896","8844,348257264111","45655,23712213826"
2030-01-03 06:00:00,"8505,205057848474","8844,348257264111","45312,1105032837"
2030-01-03 07:00:00,"8446,397007064292","8844,348257264111","44910,20577144247"
2030-01-03 08:00:00,"8430,778169761368","8844,348257264111","44492,71726848618"
2030-01-03 09:00:00,"8444,389943461658","8844,348257264111","44088,87696510205"
2030-01-03 10:00:00,"8479,752470377705","8844,348257264111","43720,43442370044"
2030-01-03 11:00:00,"8502,053484299397","8844,348257264111","43374,32504283226"
2030-01-03 12:00:00,"8535,824154635517","8844,348257264111","43062,01653034367"
2030-01-03 13:00:00,"8580,73724627021","8844,348257264111","42794,6483584075"
2030-01-03 14:00:00,"8577,412393884995","8844,348257264111","42523,97866195911"
2030-01-03 15:00:00,"8598,119124968103","8844,348257264111","42274,039312524845"
2030-01-03 16:00:00,"8608,833857720725","8844,348257264111","42034,83650305145"
2030-01-03 17:00:00,"8608,019506655504","8844,348257264111","41794,84021295795"
2030-01-03 18:00:00,"8633,643359738819","8844,348257264111","41580,48871562408"
2030-01-03 19:00:00,"8685,893601698017","8844,348257264111","41418,40616241754"
2030-01-03 20:00:00,"8746,860618196544","8844,348257264111","41317,3047674123"
2030-01-03 21:00:00,"8797,372363489307","8844,348257264111","41266,72393879654"
2030-01-03 22:00:00,"8844,348257264111","8839,649779199197","41267,82189519779"
2030-01-03 23:00:00,"8844,348257264111","8753,893879733936","41354,675655267616"
2030-01-04 00:00:00,"8844,348257264111","8809,01532196762","41386,40039511319"
2030-01-04 01:00:00,"8844,348257264111","8805,245606423809","41421,892082519014"
2030-01-04 02:00:00,"8844,348257264111","8814,274391533232","41448,3518881657"
2030-01-04 03:00:00,"8844,348257264111","8836,991827976499","41452,09194875108"
2030-01-04 04:00:00,"8778,882678330945","8844,348257264111","41383,00967479538"
2030-01-04 05:00:00,"8532,147797470943","8844,348257264111","41067,19854740809"
2030-01-04 06:00:00,"8441,663526989938","8844,348257264111","40660,93070406065"
2030-01-04 07:00:00,"8435,002502501593","8844,348257264111","40248,03728309421"
2030-01-04 08:00:00,"8407,930768801694","8844,348257264111","39808,108153378846"
2030-01-04 09:00:00,"8420,020690386104","8844,348257264111","39380,30732906446"
2030-01-04 10:00:00,"8448,472549746244","8844,348257264111","38980,995689732124"
2030-01-04 11:00:00,"8447,256582012493","8844,348257264111","38580,502922606574"
2030-01-04 12:00:00,"8485,117860871977","8844,348257264111","38217,906377334446"
2030-01-04 13:00:00,"8538,910844076989","8844,348257264111","37909,1344518159"
2030-01-04 14:00:00,"8547,0640791909","8844,348257264111","37608,54270176177"
2030-01-04 15:00:00,"8551,846506875607","8844,348257264111","37312,75960602254"
2030-01-04 16:00:00,"8580,746504847417","8844,348257264111","37045,902315330204"
2030-01-04 17:00:00,"8567,838998750454","8844,348257264111","36766,160801839535"
2030-01-04 18:00:00,"8584,613986218665","8844,348257264111","36503,21868326413"
2030-01-04 19:00:00,"8615,188530201116","8844,348257264111","36270,87405037102"
2030-01-04 20:00:00,"8672,127043794442","8844,348257264111","36095,48820314046"
2030-01-04 21:00:00,"8695,768814210765","8844,348257264111","35943,759428741396"
2030-01-04 22:00:00,"8743,451024437994","8844,348257264111","35839,72610290512"
2030-01-04 23:00:00,"8844,348257264111","8831,953857843513","35848,99348622324"
2030-01-05 00:00:00,"8844,348257264111","8832,089340067072","35858,12457873861"
2030-01-05 01:00:00,"8844,348257264111","8828,34425145297","35870,99996318026"
2030-01-05 02:00:00,"8844,348257264111","8837,877692991628","35874,34078270595"
2030-01-05 03:00:00,"8827,257158972796","8844,348257264111","35854,11964818134"
2030-01-05 04:00:00,"8752,403104832265","8844,348257264111","35759,04622381019"
2030-01-05 05:00:00,"8497,07086664627","8844,348257264111","35408,64885640932"
2030-01-05 06:00:00,"8402,277116108253","8844,348257264111","34963,48831064074"
2030-01-05 07:00:00,"8394,160993540001","8844,348257264111","34510,25048256153"
2030-01-05 08:00:00,"8365,605123500925","8844,348257264111","34028,49632944374"
2030-01-05 09:00:00,"8378,139460269002","8844,348257264111","33559,318546143884"
2030-01-05 10:00:00,"8407,596318148242","8844,348257264111","33119,63855648486"
2030-01-05 11:00:00,"8406,482486679302","8844,348257264111","32678,883097435995"
2030-01-05 12:00:00,"8446,231021577649","8844,348257264111","32277,91462919929"
2030-01-05 13:00:00,"8502,88284967184","8844,348257264111","31933,63297355562"
2030-01-05 14:00:00,"8511,392366160384","8844,348257264111","31597,890872974953"
2030-01-05 15:00:00,"8516,215327280011","8844,348257264111","31267,001027012186"
2030-01-05 16:00:00,"8546,7345668077","8844,348257264111","30966,65929071617"
2030-01-05 17:00:00,"8533,046417481997","8844,348257264111","30652,655609910937"
2030-01-05 18:00:00,"8550,134329522061","8844,348257264111","30355,767237966927"
2030-01-05 19:00:00,"8582,27449324368","8844,348257264111","30091,044933254983"
2030-01-05 20:00:00,"8642,040819707132","8844,348257264111","29886,112052027576"
2030-01-05 21:00:00,"8666,095537815605","8844,348257264111","29705,251769302526"
2030-01-05 22:00:00,"8715,595188860018","8844,348257264111","29573,90691768156"
2030-01-05 23:00:00,"8833,02838784893","8844,348257264111","29560,006724887815"
2030-01-06 00:00:00,"8844,348257264111","8596,874186061721","29804,90168550346"
2030-01-06 01:00:00,"8844,348257264111","8610,98373431095","30035,665730784563"
2030-01-06 02:00:00,"8844,348257264111","8621,108116142766","30256,285260070894"
2030-01-06 03:00:00,"8844,348257264111","8642,259876617323","30455,733779828744"
2030-01-06 04:00:00,"8844,348257264111","8716,338057345867","30581,0867169747"
2030-01-06 05:00:00,"8808,160163159351","8844,348257264111","30542,23042305387"
2030-01-06 06:00:00,"8718,06715769999","8844,348257264111","30413,284513885337"
2030-01-06 07:00:00,"8665,110158916024","8844,348257264111","30231,392856463415"
2030-01-06 08:00:00,"8657,905797623","8844,348257264111","30042,312707795576"
2030-01-06 09:00:00,"8680,413666433236","8844,348257264111","29875,756925180947"
2030-01-06 10:00:00,"8708,678541337018","8844,348257264111","29737,480549462132"
2030-01-06 11:00:00,"8738,309804849509","8844,348257264111","29628,84750186959"
2030-01-06 12:00:00,"8761,57223095155","8844,348257264111","29543,48635861249"
2030-01-06 13:00:00,"8781,018063560972","8844,348257264111","29477,57849572456"
2030-01-06 14:00:00,"8785,303828623842","8844,348257264111","29415,962148360537"
2030-01-06 15:00:00,"8790,95523447435","8844,348257264111","29360,002582873334"
2030-01-06 16:00:00,"8783,813490928589","8844,348257264111","29296,90615631246"
2030-01-06 17:00:00,"8785,10016294328","8844,348257264111","29235,101906929493"
2030-01-06 18:00:00,"8795,25327180314","8844,348257264111","29183,456158827143"
2030-01-06 19:00:00,"8835,305957539542","8844,348257264111","29171,867602552717"
2030-01-06 20:00:00,"8844,348257264111","8809,082589553593","29204,588024814908"
2030-01-06 21:00:00,"8844,348257264111","8761,470998464072","29284,917183309783"
2030-01-06 22:00:00,"8844,348257264111","8704,462210762194","29422,248120787455"
2030-01-06 23:00:00,"8844,348257264111","8633,764624113584","29630,264662789443"
2030-01-07 00:00:00,"8844,348257264111","8509,689027300921","29962,338652160804"
2030-01-07 01:00:00,"8844,348257264111","8525,375682608923","30278,697012768593"
2030-01-07 02:00:00,"8844,348257264111","8529,419980918798","30590,98347279954"
2030-01-07 03:00:00,"8844,348257264111","8546,186836666182","30886,475830089475"
2030-01-07 04:00:00,"8844,348257264111","8619,69586984155","31108,43337249586"
2030-01-07 05:00:00,"8844,348257264111","8752,410146719365","31197,657272228855"
2030-01-07 06:00:00,"8844,348257264111","8823,5431685798","31215,740365316164"
2030-01-07 07:00:00,"8825,050203713869","8844,348257264111","31193,718738419047"
2030-01-07 08:00:00,"8821,709562040567","8844,348257264111","31168,358391235568"
2030-01-07 09:00:00,"8844,348257264111","8826,163849798122","31183,82335943192"
2030-01-07 10:00:00,"8844,348257264111","8794,592349585928","31230,858478521997"
