,"(('Fernwaerme', 'Waermespeicher'), 'flow')","(('Waermespeicher', 'Fernwaerme'), 'flow')","(('Waermespeicher', 'None'), 'storage_content')"
2030-01-01 00:00:00,"57,50301055919675","0,0","36499,92496060881"
2030-01-01 01:00:00,"46,367529050723704","0,0","36543,107871206725"
2030-01-01 02:00:00,"34,92057184130579","0,0","36574,84005688627"
2030-01-01 03:00:00,"26,600419608479285","0,0","36598,24932169978"
2030-01-01 04:00:00,"0,0","32,7968222178784","36562,25930222859"
2030-01-01 05:00:00,"0,0","153,00889337282916","36406,06035173164"
2030-01-01 06:00:00,"0,0","246,89124771990208","36155,992675246045"
2030-01-01 07:00:00,"7004,896465669832","7289,120365761836","35868,61416479313"
2030-01-01 08:00:00,"7013,052564639856","7289,120365761836","35589,416827085275"
2030-01-01 09:00:00,"0,0","246,09400104985576","35340,21764941726"
2030-01-01 10:00:00,"0,0","242,93566704117353","35094,19854838618"
2030-01-01 11:00:00,"0,0","217,47294598883815","34873,66363357399"
2030-01-01 12:00:00,"0,0","194,26737938801597","34676,35352703394"
2030-01-01 13:00:00,"0,0","184,12261302186454","34489,205402166845"
2030-01-01 14:00:00,"0,0","165,03933006779204","34321,15688892772"
2030-01-01 15:00:00,"0,0","117,10623552778344","34201,05613246138"
2030-01-01 16:00:00,"0,0","139,07274445202626","34058,9993458618"
2030-01-01 17:00:00,"0,0","129,7275398218879","33926,30015834699"
2030-01-01 18:00:00,"0,0","101,53814393023737","33821,80194472794"
2030-01-01 19:00:00,"0,0","96,99280910568092","33721,85818340258"
2030-01-01 20:00:00,"0,0","97,44568058007786","33621,470270696"
2030-01-01 21:00:00,"0,0","70,17496771248949","33548,36182970239"
2030-01-01 22:00:00,"0,0","12,365346264972231","33533,06938886778"
2030-01-01 23:00:00,"48,09034342005617","0,0","33578,23397198366"
2030-01-02 00:00:00,"23,09218413125069","0,0","33598,396455200855"
2030-01-02 01:00:00,"18,14119364281538","0,0","33613,60618875295"
2030-01-02 02:00:00,"11,043113169383219","0,0","33621,71651478237"
2030-01-02 03:00:00,"0,0","43,665439006954614","33575,1175810095"
2030-01-02 04:00:00,"0,0","102,0947623522274","33470,093389648326"
2030-01-02 05:00:00,"0,0","276,5611375437682","33190,611986456315"
2030-01-02 06:00:00,"0,0","262,7149737594163","32925,00113180108"
2030-01-02 07:00:00,"0,0","277,241131299443","32644,88729415289"
2030-01-02 08:00:00,"0,0","259,7547032922285","32382,284324444245"
2030-01-02 09:00:00,"0,0","244,4996158092801","32134,959354327657"
2030-01-02 10:00:00,"0,0","222,98555429541767","31909,170024828574"
2030-01-02 11:00:00,"0,0","190,99456399022637","31715,391385753683"
2030-01-02 12:00:00,"0,0","164,66938641253995","31547,954831442734"
2030-01-02 13:00:00,"0,0","154,18881567910302","31391,01345670459"
2030-01-02 14:00:00,"0,0","130,1857973940128","31258,08879338648"
2030-01-02 15:00:00,"0,0","141,53464602367404","31113,826879115586"
2030-01-02 16:00:00,"0,0","153,4847941406079","30957,627403579776"
2030-01-02 17:00:00,"0,0","182,206716160888","30772,71963442793"
2030-01-02 18:00:00,"0,0","185,1660322086055","30584,86868243122"
2030-01-02 19:00:00,"0,0","170,13781234335357","30412,062340295324"
2030-01-02 20:00:00,"0,0","145,0486254145365","30264,360262441598"
2030-01-02 21:00:00,"0,0","135,49705014777686","30126,222646860922"
2030-01-02 22:00:00,"0,0","99,07890958480499","30024,51522435018"
2030-01-02 23:00:00,"0,0","29,00682800710058","29992,888757389755"
2030-01-03 00:00:00,"0,0","47,678145234134206","29942,593732611538"
2030-01-03 01:00:00,"0,0","54,79908716253618","29885,18215414583"
2030-01-03 02:00:00,"0,0","61,89949018854958","29820,67518181433"
2030-01-03 03:00:00,"0,0","90,80806569248074","29727,26526221224"
2030-01-03 04:00:00,"0,0","165,69576218621916","29558,975796131894"
2030-01-03 05:00:00,"0,0","379,3758413265097","29177,020934167173"
2030-01-03 06:00:00,"0,0","501,3441326269322","28673,131106463734"
2030-01-03 07:00:00,"0,0","560,1521834111138","28110,47719236358"
2030-01-03 08:00:00,"0,0","575,7710207140376","27532,25353251451"
2030-01-03 09:00:00,"0,0","562,1592470137482","26967,69209638005"
2030-01-03 10:00:00,"6762,323645664136","7289,120365761836","26438,54244514694"
2030-01-03 11:00:00,"6784,6246595858265","7289,120365761836","25931,73997614259"
2030-01-03 12:00:00,"6818,395329921946","7289,120365761836","25458,752395989784"
2030-01-03 13:00:00,"6863,30842155664","7289,120365761836","25030,71917563804"
2030-01-03 14:00:00,"6859,983569171425","7289,120365761836","24599,39844879956"
